,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing_type,LW_in,Discharge,a,vp_a,cld
0,2019-01-30 17:00:00,0.0,-9.7,86.9,0.5,2.871,5.002,0.0,889.0,SW_directSW_diffuseLW_in,188.295,0.0,0.15,0.0,0
1,2019-01-30 18:00:00,0.0,-10.7,87.4,0.5,0.0,0.0,0.0,888.9,SW_directSW_diffuseLW_in,188.383,0.0,0.15,2.362,0
2,2019-01-30 19:00:00,0.0,-11.2,88.9,0.3,0.0,0.0,0.0,888.6,SW_directSW_diffuseLW_in,190.08,0.0,0.15,2.308,0
3,2019-01-30 20:00:00,0.0,-11.5,87.4,0.6,0.0,0.0,0.0,888.2,SW_directSW_diffuseLW_in,181.644,0.0,0.15,2.215,0
4,2019-01-30 21:00:00,0.0,-11.3,89.4,0.4,0.0,0.0,0.0,888.0,SW_directSW_diffuseLW_in,194.569,4.04,0.15,2.302,0
5,2019-01-30 22:00:00,0.0,-10.6,88.4,0.4,0.0,0.0,0.0,887.2,SW_directSW_diffuseLW_in,202.831,4.06,0.15,2.408,0
6,2019-01-30 23:00:00,0.0,-9.8,88.5,0.3,0.0,0.0,0.0,886.7,SW_directSW_diffuseLW_in,209.175,4.02,0.15,2.569,0
7,2019-01-31 00:00:00,0.0,-8.8,87.5,0.6,0.0,0.0,0.0,886.6,SW_directSW_diffuseLW_in,231.48,4.02,0.15,2.748,0
8,2019-01-31 01:00:00,0.0,-7.8,89.2,0.7,0.0,0.0,0.1,886.4,SW_directSW_diffuseLW_in,250.048,4.02,0.15,3.029,0
9,2019-01-31 02:00:00,0.0,-7.1,89.6,0.3,0.0,0.0,0.2,885.8,SW_directSW_diffuseLW_in,238.673,4.04,0.15,3.212,0
10,2019-01-31 03:00:00,0.0,-6.6,89.4,0.4,0.0,0.0,0.1,885.9,SW_directSW_diffuseLW_in,257.71,4.02,0.15,3.331,0
11,2019-01-31 04:00:00,0.0,-6.5,89.7,0.4,0.0,0.0,0.0,885.6,SW_directSW_diffuseLW_in,240.519,4.02,0.15,3.368,0
12,2019-01-31 05:00:00,0.0,-5.0,91.4,0.5,0.0,0.0,0.0,885.5,SW_directSW_diffuseLW_in,251.571,4.04,0.15,3.849,0
13,2019-01-31 06:00:00,0.0,-4.1,91.7,0.7,0.0,0.0,0.0,885.7,SW_directSW_diffuseLW_in,229.084,4.02,0.15,4.134,0
14,2019-01-31 07:00:00,0.0,-3.5,88.4,0.7,0.0,0.0,0.0,886.1,SW_directSW_diffuseLW_in,248.823,4.13,0.15,4.169,0
15,2019-01-31 08:00:00,0.148,-3.0,89.9,0.4,11.26,12.698,0.0,886.4,SW_directSW_diffuseLW_in,252.263,4.13,0.15,4.401,0
16,2019-01-31 09:00:00,0.279,-1.9,83.1,0.2,25.628,57.388,0.2,886.3,SW_directSW_diffuseLW_in,253.192,4.15,0.15,4.415,0
17,2019-01-31 10:00:00,0.379,-1.6,82.0,0.2,119.576,93.102,0.0,885.8,SW_directSW_diffuseLW_in,248.051,4.13,0.15,4.454,0
18,2019-01-31 11:00:00,0.439,-0.7,80.5,0.7,229.841,120.2,0.0,884.6,SW_directSW_diffuseLW_in,213.555,0.0,0.15,4.671,0
19,2019-01-31 12:00:00,0.451,-1.2,82.0,0.9,274.316,125.917,0.0,884.0,SW_directSW_diffuseLW_in,231.127,0.0,0.15,4.587,0
20,2019-01-31 13:00:00,0.414,-1.2,80.1,0.3,184.917,150.707,0.0,884.1,SW_directSW_diffuseLW_in,235.72,0.0,0.15,4.481,0
21,2019-01-31 14:00:00,0.332,-1.2,80.0,0.4,85.776,130.429,0.0,883.1,SW_directSW_diffuseLW_in,252.027,0.0,0.15,4.475,0
22,2019-01-31 15:00:00,0.215,-1.4,82.1,0.4,24.245,102.407,0.0,882.7,SW_directSW_diffuseLW_in,264.422,0.0,0.15,4.525,0
23,2019-01-31 16:00:00,0.071,-2.2,86.7,0.4,1.311,52.486,0.0,882.4,SW_directSW_diffuseLW_in,270.418,0.0,0.15,4.505,0
24,2019-01-31 17:00:00,0.0,-2.2,87.8,0.2,0.0,4.514,0.0,882.3,SW_directSW_diffuseLW_in,263.762,0.0,0.15,4.562,0
25,2019-01-31 18:00:00,0.0,-2.2,88.4,0.2,0.0,0.0,0.0,881.8,SW_directSW_diffuseLW_in,272.97,0.0,0.15,4.593,0
26,2019-01-31 19:00:00,0.0,-2.4,88.9,0.3,0.0,0.0,0.0,882.0,SW_directSW_diffuseLW_in,287.31,0.0,0.15,4.551,0
27,2019-01-31 20:00:00,0.0,-3.4,90.0,0.4,0.0,0.0,0.0,881.7,SW_directSW_diffuseLW_in,276.314,0.0,0.15,4.276,0
28,2019-01-31 21:00:00,0.0,-3.2,91.0,0.4,0.0,0.0,0.0,881.5,SW_directSW_diffuseLW_in,264.216,0.0,0.15,4.389,0
29,2019-01-31 22:00:00,0.0,-3.2,91.1,0.3,0.0,0.0,0.0,881.5,SW_directSW_diffuseLW_in,282.962,0.0,0.15,4.394,0
30,2019-01-31 23:00:00,0.0,-3.2,91.6,0.5,0.0,0.0,0.0,881.4,SW_directSW_diffuseLW_in,284.585,0.0,0.15,4.418,0
31,2019-02-01 00:00:00,0.0,-2.8,91.4,0.5,0.0,0.0,0.0,881.7,SW_directSW_diffuseLW_in,282.703,0.0,0.15,4.542,0
32,2019-02-01 01:00:00,0.0,-2.4,93.0,1.1,0.0,0.0,0.0,881.7,SW_directSW_diffuseLW_in,279.684,0.0,0.15,4.761,0
33,2019-02-01 02:00:00,0.0,-0.5,93.8,0.3,0.0,0.0,0.0,881.6,SW_directSW_diffuseLW_in,288.54,0.0,0.15,5.523,0
34,2019-02-01 03:00:00,0.0,-0.3,93.0,0.3,0.0,0.0,0.0,881.0,SW_directSW_diffuseLW_in,287.966,0.0,0.15,5.557,0
35,2019-02-01 04:00:00,0.0,-0.4,94.5,0.4,0.0,0.0,0.0,880.6,SW_directSW_diffuseLW_in,287.237,0.0,0.15,5.605,0
36,2019-02-01 05:00:00,0.0,0.0,94.5,0.5,0.0,0.0,0.0,880.8,SW_directSW_diffuseLW_in,288.486,0.0,0.15,5.771,0
37,2019-02-01 06:00:00,0.0,0.0,94.4,0.2,0.0,0.0,0.0,880.9,SW_directSW_diffuseLW_in,290.95,0.0,0.15,5.765,0
38,2019-02-01 07:00:00,0.0,0.1,94.5,0.3,0.0,0.0,0.5,881.1,SW_directSW_diffuseLW_in,285.21,0.0,0.85,5.813,0
39,2019-02-01 08:00:00,0.152,0.2,94.6,0.4,0.0,11.843,2.2,881.3,SW_directSW_diffuseLW_in,290.481,0.0,0.85,5.862,0
40,2019-02-01 09:00:00,0.283,0.4,94.4,0.3,0.0,24.202,1.2,881.0,SW_directSW_diffuseLW_in,293.535,0.0,0.85,5.935,0
41,2019-02-01 10:00:00,0.384,0.4,94.0,0.3,0.001,61.366,1.2,880.7,SW_directSW_diffuseLW_in,292.121,0.0,0.85,5.91,0
42,2019-02-01 11:00:00,0.444,0.4,93.6,0.2,0.895,78.34,1.1,879.3,SW_directSW_diffuseLW_in,289.004,0.0,0.85,5.885,0
43,2019-02-01 12:00:00,0.456,0.3,93.9,0.2,0.285,85.205,1.5,878.4,SW_directSW_diffuseLW_in,294.69,0.0,0.85,5.861,0
44,2019-02-01 13:00:00,0.418,0.3,94.2,0.3,21.743,110.428,1.6,877.8,SW_directSW_diffuseLW_in,294.293,0.0,0.85,5.88,0
45,2019-02-01 14:00:00,0.337,0.1,94.1,0.1,4.056,133.084,2.0,877.4,SW_directSW_diffuseLW_in,282.417,0.0,0.85,5.789,0
46,2019-02-01 15:00:00,0.219,0.0,94.5,0.2,0.671,67.167,2.8,877.2,SW_directSW_diffuseLW_in,293.697,0.0,0.85,5.771,0
47,2019-02-01 16:00:00,0.075,-0.3,94.1,0.0,0.0,19.898,3.3,878.2,SW_directSW_diffuseLW_in,295.635,0.0,0.85,5.622,0
48,2019-02-01 17:00:00,0.0,-0.5,93.5,0.453,0.0,1.601,1.2,879.2,v_aSW_directSW_diffuseLW_in,296.611,0.0,0.85,5.506,0
49,2019-02-01 18:00:00,0.0,-0.2,94.2,0.622,0.0,0.0,0.8,879.7,v_aSW_directSW_diffuseLW_in,291.796,0.0,0.85,5.67,0
50,2019-02-01 19:00:00,0.0,0.0,94.6,0.696,0.0,0.0,0.4,879.9,v_aSW_directSW_diffuseLW_in,296.61,0.0,0.85,5.777,0
51,2019-02-01 20:00:00,0.0,0.0,94.7,0.727,0.0,0.0,0.0,879.9,v_aSW_directSW_diffuseLW_in,295.816,0.0,0.847,5.783,0
52,2019-02-01 21:00:00,0.0,0.0,94.8,0.682,0.0,0.0,0.0,879.7,v_aSW_directSW_diffuseLW_in,291.457,0.0,0.844,5.789,0
53,2019-02-01 22:00:00,0.0,-0.2,94.7,0.557,0.0,0.0,0.0,879.9,v_aSW_directSW_diffuseLW_in,289.581,0.0,0.841,5.7,0
54,2019-02-01 23:00:00,0.0,0.0,94.9,0.511,0.0,0.0,0.0,880.5,v_aSW_directSW_diffuseLW_in,279.217,0.0,0.838,5.796,0
55,2019-02-02 00:00:00,0.0,0.0,94.7,0.492,0.0,0.0,0.0,880.5,v_aSW_directSW_diffuseLW_in,269.764,0.0,0.836,5.783,0
56,2019-02-02 01:00:00,0.0,-0.3,94.7,0.497,0.0,0.0,0.0,880.5,v_aSW_directSW_diffuseLW_in,260.762,0.0,0.833,5.658,0
57,2019-02-02 02:00:00,0.0,-0.4,94.6,0.513,0.0,0.0,0.0,880.5,v_aSW_directSW_diffuseLW_in,258.231,0.0,0.83,5.611,0
58,2019-02-02 03:00:00,0.0,-1.1,93.9,0.59,0.0,0.0,0.0,880.6,v_aSW_directSW_diffuseLW_in,268.582,0.0,0.827,5.291,0
59,2019-02-02 04:00:00,0.0,-1.7,93.5,0.509,0.0,0.0,0.0,881.3,v_aSW_directSW_diffuseLW_in,266.976,0.0,0.824,5.041,0
60,2019-02-02 05:00:00,0.0,-3.0,91.6,0.427,0.0,0.0,0.0,882.1,v_aSW_directSW_diffuseLW_in,273.357,0.0,0.821,4.484,0
61,2019-02-02 06:00:00,0.0,-3.5,92.9,0.378,0.0,0.0,0.0,882.8,v_aSW_directSW_diffuseLW_in,279.117,0.0,0.819,4.381,0
62,2019-02-02 07:00:00,0.001,-4.1,90.8,0.37,0.0,0.0,0.0,883.4,v_aSW_directSW_diffuseLW_in,257.019,0.0,0.816,4.093,0
63,2019-02-02 08:00:00,0.156,-3.6,91.2,0.364,0.249,25.588,0.0,883.9,v_aSW_directSW_diffuseLW_in,278.784,0.0,0.813,4.269,0
64,2019-02-02 09:00:00,0.288,-0.9,85.0,0.35,13.198,63.608,0.0,884.3,v_aSW_directSW_diffuseLW_in,276.444,0.0,0.81,4.861,0
65,2019-02-02 10:00:00,0.388,0.9,83.8,0.374,46.351,131.801,0.0,884.2,v_aSW_directSW_diffuseLW_in,264.633,0.0,0.808,5.463,0
66,2019-02-02 11:00:00,0.448,0.9,89.6,0.189,46.631,185.332,0.0,884.4,v_aSW_directSW_diffuseLW_in,269.664,0.0,0.805,5.841,0
67,2019-02-02 12:00:00,0.461,0.7,92.3,0.332,169.88,196.117,0.0,884.9,v_aSW_directSW_diffuseLW_in,246.876,0.0,0.802,5.93,0
68,2019-02-02 13:00:00,0.423,0.8,90.8,0.391,213.613,172.848,0.0,885.3,v_aSW_directSW_diffuseLW_in,247.82,0.0,0.799,5.876,0
69,2019-02-02 14:00:00,0.342,0.6,93.4,0.42,116.75,154.847,0.0,885.6,v_aSW_directSW_diffuseLW_in,256.391,0.0,0.797,5.958,0
70,2019-02-02 15:00:00,0.224,0.5,92.5,0.505,62.239,137.654,0.0,886.4,v_aSW_directSW_diffuseLW_in,255.615,0.0,0.794,5.858,0
71,2019-02-02 16:00:00,0.079,0.2,94.6,0.502,4.344,61.652,0.0,886.9,v_aSW_directSW_diffuseLW_in,270.416,0.0,0.791,5.862,0
72,2019-02-02 17:00:00,0.0,-0.4,94.5,0.428,0.074,5.739,0.0,887.9,v_aSW_directSW_diffuseLW_in,280.707,0.0,0.789,5.605,0
73,2019-02-02 18:00:00,0.0,0.0,94.9,0.398,0.0,0.0,0.0,888.9,v_aSW_directSW_diffuseLW_in,290.233,0.0,0.786,5.796,0
74,2019-02-02 19:00:00,0.0,0.0,93.1,0.372,0.0,0.0,0.0,889.4,v_aSW_directSW_diffuseLW_in,290.767,0.0,0.783,5.686,0
75,2019-02-02 20:00:00,0.0,0.0,92.7,0.453,0.0,0.0,0.2,889.9,v_aSW_directSW_diffuseLW_in,296.092,0.0,0.85,5.661,0
76,2019-02-02 21:00:00,0.0,0.0,92.7,0.47,0.0,0.0,0.6,890.2,v_aSW_directSW_diffuseLW_in,301.367,0.0,0.85,5.661,0
77,2019-02-02 22:00:00,0.0,-0.2,93.7,0.637,0.0,0.0,0.8,890.6,v_aSW_directSW_diffuseLW_in,301.928,0.0,0.85,5.64,0
78,2019-02-02 23:00:00,0.0,-0.4,93.4,0.509,0.0,0.0,0.7,891.3,v_aSW_directSW_diffuseLW_in,302.608,0.0,0.85,5.54,0
79,2019-02-03 00:00:00,0.0,-0.7,93.7,0.467,0.0,0.0,0.8,891.9,v_aSW_directSW_diffuseLW_in,301.428,0.0,0.85,5.437,0
80,2019-02-03 01:00:00,0.0,-0.9,93.0,0.513,0.0,0.0,1.8,892.5,v_aSW_directSW_diffuseLW_in,301.371,0.0,0.85,5.318,0
81,2019-02-03 02:00:00,0.0,-1.1,92.5,0.485,0.0,0.0,1.7,893.2,v_aSW_directSW_diffuseLW_in,297.826,0.0,0.85,5.212,0
82,2019-02-03 03:00:00,0.0,-1.1,93.0,0.5,0.0,0.0,1.8,893.9,v_aSW_directSW_diffuseLW_in,295.991,0.0,0.85,5.241,0
83,2019-02-03 04:00:00,0.0,-1.3,92.7,0.561,0.0,0.0,1.4,894.9,v_aSW_directSW_diffuseLW_in,296.961,0.0,0.85,5.147,0
84,2019-02-03 05:00:00,0.0,-1.7,92.4,0.48,0.0,0.0,0.9,895.5,v_aSW_directSW_diffuseLW_in,294.877,0.0,0.85,4.982,0
85,2019-02-03 06:00:00,0.0,-1.7,93.1,0.496,0.0,0.0,0.9,896.3,v_aSW_directSW_diffuseLW_in,296.344,0.0,0.85,5.019,0
86,2019-02-03 07:00:00,0.005,-1.8,92.0,0.517,0.0,0.008,1.5,897.8,v_aSW_directSW_diffuseLW_in,290.284,0.0,0.85,4.924,0
87,2019-02-03 08:00:00,0.159,-1.8,92.2,0.533,0.317,10.615,2.1,898.8,v_aSW_directSW_diffuseLW_in,293.647,0.0,0.85,4.934,0
88,2019-02-03 09:00:00,0.292,-1.5,91.3,0.63,0.705,47.936,1.5,899.7,v_aSW_directSW_diffuseLW_in,292.352,0.0,0.85,4.996,0
89,2019-02-03 10:00:00,0.393,-1.5,91.6,0.733,0.293,88.773,0.7,900.7,v_aSW_directSW_diffuseLW_in,294.638,0.0,0.85,5.012,0
90,2019-02-03 11:00:00,0.453,-1.7,91.7,0.734,0.0,102.581,0.2,901.5,v_aSW_directSW_diffuseLW_in,291.663,0.0,0.85,4.944,0
91,2019-02-03 12:00:00,0.466,-1.8,91.3,0.714,1.448,108.76,0.9,902.1,v_aSW_directSW_diffuseLW_in,292.834,0.0,0.85,4.886,0
92,2019-02-03 13:00:00,0.429,-1.6,88.5,0.72,7.805,139.031,0.4,903.0,v_aSW_directSW_diffuseLW_in,286.705,0.0,0.85,4.807,0
93,2019-02-03 14:00:00,0.346,-1.9,89.1,0.763,4.242,137.942,0.1,904.1,v_aSW_directSW_diffuseLW_in,282.868,0.0,0.85,4.733,0
94,2019-02-03 15:00:00,0.228,-2.9,91.3,0.701,13.367,78.45,0.3,905.1,v_aSW_directSW_diffuseLW_in,280.041,0.0,0.85,4.503,0
95,2019-02-03 16:00:00,0.084,-3.0,89.7,0.741,3.897,39.625,0.2,906.1,v_aSW_directSW_diffuseLW_in,280.475,0.0,0.85,4.391,0
96,2019-02-03 17:00:00,0.0,-3.3,87.8,0.775,0.921,4.848,0.1,907.4,v_aSW_directSW_diffuseLW_in,277.721,3.99,0.15,4.203,0
97,2019-02-03 18:00:00,0.0,-3.6,90.7,0.678,0.0,0.0,0.1,908.5,v_aSW_directSW_diffuseLW_in,278.389,3.97,0.15,4.245,0
98,2019-02-03 19:00:00,0.0,-3.6,86.8,0.699,0.0,0.0,0.0,909.4,v_aSW_directSW_diffuseLW_in,264.726,3.99,0.15,4.063,0
99,2019-02-03 20:00:00,0.0,-3.6,89.2,0.612,0.0,0.0,0.0,910.0,v_aSW_directSW_diffuseLW_in,270.401,3.99,0.15,4.175,0
100,2019-02-03 21:00:00,0.0,-3.7,90.3,0.552,0.0,0.0,0.0,910.4,v_aSW_directSW_diffuseLW_in,253.177,3.98,0.15,4.195,0
101,2019-02-03 22:00:00,0.0,-3.7,90.4,0.534,0.0,0.0,0.0,910.6,v_aSW_directSW_diffuseLW_in,256.744,3.98,0.15,4.2,0
102,2019-02-03 23:00:00,0.0,-3.7,90.1,0.679,0.0,0.0,0.0,910.8,v_aSW_directSW_diffuseLW_in,258.477,3.98,0.15,4.186,0
103,2019-02-04 00:00:00,0.0,-3.8,90.1,0.703,0.0,0.0,0.0,910.6,v_aSW_directSW_diffuseLW_in,257.984,3.97,0.15,4.154,0
104,2019-02-04 01:00:00,0.0,-4.9,88.7,0.71,0.0,0.0,0.0,910.7,v_aSW_directSW_diffuseLW_in,255.621,3.97,0.15,3.764,0
105,2019-02-04 02:00:00,0.0,-7.2,87.6,0.605,0.0,0.0,0.0,911.1,v_aSW_directSW_diffuseLW_in,260.798,3.97,0.15,3.116,0
106,2019-02-04 03:00:00,0.0,-8.7,90.1,0.567,0.0,0.0,0.0,912.0,v_aSW_directSW_diffuseLW_in,244.59,3.97,0.15,2.852,0
107,2019-02-04 04:00:00,0.0,-9.2,87.6,0.55,0.0,0.0,0.0,911.9,v_aSW_directSW_diffuseLW_in,237.416,3.98,0.15,2.666,0
108,2019-02-04 05:00:00,0.0,-9.9,89.0,0.543,0.0,0.0,0.0,911.8,v_aSW_directSW_diffuseLW_in,248.696,4.0,0.15,2.563,0
109,2019-02-04 06:00:00,0.0,-10.7,89.0,0.593,0.0,0.0,0.0,911.6,v_aSW_directSW_diffuseLW_in,257.326,4.0,0.15,2.405,0
110,2019-02-04 07:00:00,0.008,-10.9,88.1,0.595,0.0,0.078,0.0,912.1,v_aSW_directSW_diffuseLW_in,236.961,4.0,0.15,2.343,0
111,2019-02-04 08:00:00,0.163,-10.7,87.9,0.475,16.301,31.796,0.0,912.3,v_aSW_directSW_diffuseLW_in,222.652,4.0,0.15,2.375,0
112,2019-02-04 09:00:00,0.296,-6.6,80.3,0.243,91.141,80.162,0.0,912.2,v_aSW_directSW_diffuseLW_in,228.794,3.99,0.15,2.992,0
113,2019-02-04 10:00:00,0.398,-2.7,68.5,0.449,208.584,99.931,0.0,912.4,v_aSW_directSW_diffuseLW_in,211.847,3.97,0.15,3.429,0
114,2019-02-04 11:00:00,0.458,-3.5,81.2,0.317,282.026,126.869,0.0,912.0,v_aSW_directSW_diffuseLW_in,209.507,0.0,0.15,3.829,0
115,2019-02-04 12:00:00,0.471,-3.2,84.2,0.309,342.734,118.058,0.0,911.2,v_aSW_directSW_diffuseLW_in,202.467,0.0,0.15,4.061,0
116,2019-02-04 13:00:00,0.434,-3.2,86.6,0.408,349.666,108.539,0.0,911.0,v_aSW_directSW_diffuseLW_in,201.985,0.0,0.15,4.177,0
117,2019-02-04 14:00:00,0.351,-3.3,87.1,0.342,289.558,98.169,0.0,911.0,v_aSW_directSW_diffuseLW_in,201.026,0.0,0.15,4.169,0
118,2019-02-04 15:00:00,0.233,-4.2,86.9,0.373,200.06,74.7,0.0,911.7,v_aSW_directSW_diffuseLW_in,201.397,0.0,0.15,3.888,0
119,2019-02-04 16:00:00,0.088,-6.9,89.3,0.449,87.823,44.621,0.0,911.9,v_aSW_directSW_diffuseLW_in,198.052,0.0,0.15,3.251,0
120,2019-02-04 17:00:00,0.0,-7.9,89.8,0.484,6.727,7.942,0.0,912.4,v_aSW_directSW_diffuseLW_in,200.636,0.0,0.15,3.026,0
121,2019-02-04 18:00:00,0.0,-8.3,90.0,0.378,0.0,0.0,0.0,912.2,v_aSW_directSW_diffuseLW_in,205.221,0.0,0.15,2.939,0
122,2019-02-04 19:00:00,0.0,-8.8,90.4,0.263,0.0,0.0,0.0,912.1,v_aSW_directSW_diffuseLW_in,196.346,0.0,0.15,2.839,0
123,2019-02-04 20:00:00,0.0,-9.0,90.0,0.261,0.0,0.0,0.0,912.3,v_aSW_directSW_diffuseLW_in,202.271,0.0,0.15,2.782,0
124,2019-02-04 21:00:00,0.0,-8.9,89.9,0.393,0.0,0.0,0.0,912.4,v_aSW_directSW_diffuseLW_in,201.103,0.0,0.15,2.801,0
125,2019-02-04 22:00:00,0.0,-8.9,89.1,0.468,0.0,0.0,0.0,912.3,v_aSW_directSW_diffuseLW_in,205.358,0.0,0.15,2.776,0
126,2019-02-04 23:00:00,0.0,-9.1,90.8,0.0,0.0,0.0,0.0,912.1,SW_directSW_diffuseLW_in,214.373,0.0,0.15,2.785,0
127,2019-02-05 00:00:00,0.0,-8.1,90.4,0.0,0.0,0.0,0.0,912.0,SW_directSW_diffuseLW_in,236.763,0.0,0.15,2.999,0
128,2019-02-05 01:00:00,0.0,-7.5,91.2,0.0,0.0,0.0,0.0,911.7,SW_directSW_diffuseLW_in,252.024,0.0,0.15,3.17,0
129,2019-02-05 02:00:00,0.0,-7.1,90.4,0.0,0.0,0.0,0.0,911.6,SW_directSW_diffuseLW_in,259.068,0.0,0.15,3.241,0
130,2019-02-05 03:00:00,0.0,-8.0,90.5,0.0,0.0,0.0,0.0,911.4,SW_directSW_diffuseLW_in,250.814,0.0,0.15,3.026,0
131,2019-02-05 04:00:00,0.0,-8.6,90.6,0.0,0.0,0.0,0.0,912.1,SW_directSW_diffuseLW_in,230.332,0.0,0.15,2.89,0
132,2019-02-05 05:00:00,0.0,-9.2,89.5,0.0,0.0,0.0,0.0,911.9,SW_directSW_diffuseLW_in,228.431,0.0,0.15,2.724,0
133,2019-02-05 06:00:00,0.0,-9.6,87.7,0.0,0.0,0.0,0.0,912.2,SW_directSW_diffuseLW_in,224.073,0.0,0.15,2.586,0
134,2019-02-05 07:00:00,0.012,-9.7,88.6,0.0,0.008,0.173,0.0,912.5,SW_directSW_diffuseLW_in,222.81,0.0,0.15,2.592,0
135,2019-02-05 08:00:00,0.167,-9.9,89.5,0.0,27.405,26.662,0.0,913.3,SW_directSW_diffuseLW_in,225.402,0.0,0.15,2.577,0
136,2019-02-05 09:00:00,0.301,-4.9,81.3,0.0,100.341,75.343,0.0,913.3,SW_directSW_diffuseLW_in,231.73,0.0,0.15,3.45,0
137,2019-02-05 10:00:00,0.403,-1.6,77.0,0.3,211.69,84.533,0.0,913.3,SW_directSW_diffuseLW_in,221.698,0.0,0.15,4.182,0
138,2019-02-05 11:00:00,0.464,-2.0,88.3,0.5,331.482,95.682,0.0,912.8,SW_directSW_diffuseLW_in,209.928,0.0,0.15,4.656,0
139,2019-02-05 12:00:00,0.476,-1.6,85.2,0.5,377.18,96.529,0.0,912.7,SW_directSW_diffuseLW_in,211.15,0.0,0.15,4.628,0
140,2019-02-05 13:00:00,0.439,-1.2,89.0,0.2,375.517,92.689,0.0,912.5,SW_directSW_diffuseLW_in,207.573,0.0,0.15,4.978,0
141,2019-02-05 14:00:00,0.356,-1.3,92.4,0.2,315.599,84.639,0.0,912.4,SW_directSW_diffuseLW_in,207.632,0.0,0.15,5.131,0
142,2019-02-05 15:00:00,0.238,-3.0,90.1,0.5,212.682,70.124,0.0,912.7,SW_directSW_diffuseLW_in,207.002,0.0,0.15,4.411,0
143,2019-02-05 16:00:00,0.092,-3.7,93.0,0.5,89.073,46.465,0.0,912.4,SW_directSW_diffuseLW_in,205.371,0.0,0.15,4.32,0
144,2019-02-05 17:00:00,0.0,-5.2,91.0,0.5,6.866,8.993,0.0,913.2,SW_directSW_diffuseLW_in,205.618,0.0,0.15,3.774,0
145,2019-02-05 18:00:00,0.0,-6.2,91.1,0.3,0.0,0.0,0.0,913.4,SW_directSW_diffuseLW_in,204.72,0.0,0.15,3.501,0
146,2019-02-05 19:00:00,0.0,-6.9,91.4,0.3,0.0,0.0,0.0,913.3,SW_directSW_diffuseLW_in,198.968,0.0,0.15,3.328,0
147,2019-02-05 20:00:00,0.0,-7.2,91.4,0.4,0.0,0.0,0.0,913.4,SW_directSW_diffuseLW_in,199.775,0.0,0.15,3.252,0
148,2019-02-05 21:00:00,0.0,-8.4,90.1,0.4,0.0,0.0,0.0,913.5,SW_directSW_diffuseLW_in,198.292,3.54,0.15,2.92,0
149,2019-02-05 22:00:00,0.0,-8.3,91.4,0.4,0.0,0.0,0.0,913.4,SW_directSW_diffuseLW_in,197.552,3.54,0.15,2.985,0
150,2019-02-05 23:00:00,0.0,-9.0,91.9,0.4,0.0,0.0,0.0,913.2,SW_directSW_diffuseLW_in,204.83,3.54,0.15,2.841,0
151,2019-02-06 00:00:00,0.0,-9.3,89.3,0.4,0.0,0.0,0.0,913.1,SW_directSW_diffuseLW_in,206.601,3.56,0.15,2.696,0
152,2019-02-06 01:00:00,0.0,-9.4,90.7,0.3,0.0,0.0,0.0,913.0,SW_directSW_diffuseLW_in,209.526,3.56,0.15,2.717,0
153,2019-02-06 02:00:00,0.0,-10.0,89.2,0.4,0.0,0.0,0.0,912.7,SW_directSW_diffuseLW_in,217.536,3.56,0.15,2.548,0
154,2019-02-06 03:00:00,0.0,-10.3,92.1,0.3,0.0,0.0,0.0,912.6,SW_directSW_diffuseLW_in,215.728,3.56,0.15,2.569,0
155,2019-02-06 04:00:00,0.0,-9.9,90.4,0.4,0.0,0.0,0.0,912.7,SW_directSW_diffuseLW_in,221.532,3.58,0.15,2.603,0
156,2019-02-06 05:00:00,0.0,-10.0,89.5,0.3,0.0,0.0,0.0,912.6,SW_directSW_diffuseLW_in,227.903,3.58,0.15,2.557,0
157,2019-02-06 06:00:00,0.0,-10.7,89.5,0.4,0.0,0.0,0.0,912.7,SW_directSW_diffuseLW_in,210.528,3.61,0.15,2.418,0
158,2019-02-06 07:00:00,0.016,-10.0,90.6,0.4,0.033,0.269,0.0,912.8,SW_directSW_diffuseLW_in,221.323,3.62,0.15,2.588,0
159,2019-02-06 08:00:00,0.172,-9.7,89.8,0.4,28.0,27.545,0.0,912.9,SW_directSW_diffuseLW_in,223.117,3.62,0.15,2.627,0
160,2019-02-06 09:00:00,0.305,-5.1,85.8,0.5,114.978,71.908,0.0,912.7,SW_directSW_diffuseLW_in,221.772,3.84,0.15,3.586,0
161,2019-02-06 10:00:00,0.408,0.1,73.8,0.2,221.272,91.54,0.0,912.2,SW_directSW_diffuseLW_in,217.736,3.86,0.15,4.54,0
162,2019-02-06 11:00:00,0.469,0.6,78.5,0.1,318.318,103.782,0.0,911.4,SW_directSW_diffuseLW_in,209.236,0.0,0.15,5.007,0
163,2019-02-06 12:00:00,0.482,-0.7,87.6,0.3,394.72,99.148,0.0,910.8,SW_directSW_diffuseLW_in,200.831,0.0,0.15,5.083,0
164,2019-02-06 13:00:00,0.444,-0.8,90.8,0.3,387.093,94.354,0.0,910.4,SW_directSW_diffuseLW_in,199.124,0.0,0.15,5.231,0
165,2019-02-06 14:00:00,0.361,-0.9,90.6,0.2,325.914,86.583,0.0,909.8,SW_directSW_diffuseLW_in,200.628,0.0,0.15,5.181,0
166,2019-02-06 15:00:00,0.242,-1.1,89.6,0.2,220.524,72.405,0.0,909.7,SW_directSW_diffuseLW_in,201.518,0.0,0.15,5.049,0
