,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing_type,LW_in,DroneV,h_s,a,vp_a,cld,Discharge,T_s,T_bulk,f_cone,TotalE,SW,LW,Qs,Ql,Qf,Qg,ppt,dpt,cdt
0,2019-01-30 17:15:00,0.0,-8.8,84.9,0.4,2.153,3.752,0.0,889.0,SW_directSW_diffuseLW_in,188.317,,,0.85,2.666,0,3.58,0,0,1,-119.242,3.838,-111.558,-11.523,0,0,0,0,0,0
1,2019-01-30 17:30:00,0.0,-9.3,84.3,0.6,1.436,2.501,0.0,889.0,SW_directSW_diffuseLW_in,188.339,,,0.849,2.545,0,3.58,0,0,1,-127.243,2.559,-111.536,-18.266,0,0,0,0,0,0
2,2019-01-30 17:45:00,0.0,-9.7,86.9,0.5,0.718,1.25,0.0,889.0,SW_directSW_diffuseLW_in,188.361,,,0.849,2.542,0,3.58,0,0,1,-126.111,1.279,-111.514,-15.877,0,0,0,0,0,0
3,2019-01-30 18:00:00,0.0,-10.0,85.6,0.4,0.0,0.0,0.0,888.9,SW_directSW_diffuseLW_in,188.383,,,0.848,2.445,0,3.58,0,0,1,-124.584,0.0,-111.492,-13.093,0,0,0,0,0,0
4,2019-01-30 18:15:00,0.0,-10.1,88.0,0.4,0.0,0.0,0.0,889.0,SW_directSW_diffuseLW_in,188.807,,,0.848,2.494,0,3.58,0,0,1,-124.293,0.0,-111.068,-13.225,0,0,0,0,0,0
5,2019-01-30 18:30:00,0.0,-10.4,88.8,0.5,0.0,0.0,0.0,889.0,SW_directSW_diffuseLW_in,189.232,,,0.847,2.457,0,3.58,0,0,1,-127.665,0.0,-110.643,-17.022,0,0,0,0,0,0
6,2019-01-30 18:45:00,0.0,-10.7,87.4,0.5,0.0,0.0,0.0,888.9,SW_directSW_diffuseLW_in,189.656,,,0.847,2.362,0,3.58,0,0,1,-127.73,0.0,-110.219,-17.511,0,0,0,0,0,0
7,2019-01-30 19:00:00,0.0,-11.0,88.3,0.4,0.0,0.0,0.0,888.7,SW_directSW_diffuseLW_in,190.08,,,0.846,2.329,0,3.58,0,0,1,-124.193,0.0,-109.795,-14.399,0,0,0,0,0,0
8,2019-01-30 19:15:00,0.0,-10.9,88.0,0.4,0.0,0.0,0.0,888.6,SW_directSW_diffuseLW_in,187.971,,,0.846,2.34,0,3.58,0,0,1,-126.17,0.0,-111.904,-14.266,0,0,0,0,0,0
9,2019-01-30 19:30:00,0.0,-11.0,90.0,0.5,0.0,0.0,0.0,888.6,SW_directSW_diffuseLW_in,185.862,,,0.845,2.374,0,3.58,0,0,1,-132.009,0.0,-114.013,-17.996,0,0,0,0,0,0
10,2019-01-30 19:45:00,0.0,-11.2,88.9,0.3,0.0,0.0,0.0,888.6,SW_directSW_diffuseLW_in,183.753,,,0.845,2.308,0,3.58,0,0,1,-127.116,0.0,-116.122,-10.994,0,0,0,0,0,0
11,2019-01-30 20:00:00,0.0,-11.2,87.7,0.4,0.0,0.0,0.0,888.4,SW_directSW_diffuseLW_in,181.644,,,0.844,2.277,0,3.58,0,0,1,-132.886,0.0,-118.231,-14.655,0,0,0,0,0,0
12,2019-01-30 20:15:00,0.0,-11.1,90.2,0.3,0.0,0.0,0.0,888.3,SW_directSW_diffuseLW_in,184.875,,,0.844,2.36,0,3.58,0,0,1,-125.892,0.0,-115.0,-10.892,0,0,0,0,0,0
13,2019-01-30 20:30:00,0.0,-11.2,88.0,0.6,0.0,0.0,0.0,888.3,SW_directSW_diffuseLW_in,188.106,,,0.843,2.285,0,3.58,0,0,1,-133.749,0.0,-111.769,-21.981,0,0,0,0,0,0
14,2019-01-30 20:45:00,0.0,-11.5,87.4,0.6,0.0,0.0,0.0,888.2,SW_directSW_diffuseLW_in,191.338,,,0.843,2.215,0,3.58,0,0,1,-131.104,0.0,-108.537,-22.567,0,0,0,0,0,0
15,2019-01-30 21:00:00,0.0,-11.6,89.6,0.4,0.0,0.0,0.0,888.0,SW_directSW_diffuseLW_in,194.569,,,0.842,2.253,0,3.58,0,0,1,-120.478,0.0,-105.306,-15.172,0,0,0,0,0,0
16,2019-01-30 21:15:00,0.0,-11.5,90.1,0.4,0.0,0.0,0.0,888.0,SW_directSW_diffuseLW_in,196.634,,,0.842,2.283,0,3.58,0,0,1,-118.282,0.0,-103.241,-15.041,0,0,0,0,0,0
17,2019-01-30 21:30:00,0.0,-11.6,90.2,0.5,0.0,0.0,0.0,888.1,SW_directSW_diffuseLW_in,198.7,,,0.841,2.268,0,3.58,0,0,1,-120.142,0.0,-101.175,-18.967,0,0,0,0,0,0
18,2019-01-30 21:45:00,0.0,-11.3,89.4,0.4,0.0,0.0,0.0,888.0,SW_directSW_diffuseLW_in,200.765,,,0.841,2.302,0,3.58,0,0,1,-113.889,0.0,-99.11,-14.78,0,0,0,0,0,0
19,2019-01-30 22:00:00,0.0,-11.1,89.8,0.4,0.0,0.0,0.0,887.8,SW_directSW_diffuseLW_in,202.831,,,0.84,2.35,0,3.58,0,0,1,-111.558,0.0,-97.044,-14.515,0,0,0,0,0,0
20,2019-01-30 22:15:00,0.0,-10.9,88.4,0.4,0.0,0.0,0.0,887.5,SW_directSW_diffuseLW_in,204.417,,,0.84,2.351,0,3.58,0,0,1,-109.706,0.0,-95.458,-14.248,0,0,0,0,0,0
21,2019-01-30 22:30:00,0.0,-10.9,88.7,0.4,0.0,0.0,0.0,887.3,SW_directSW_diffuseLW_in,206.003,,,0.839,2.359,0,3.58,0,0,1,-108.117,0.0,-93.872,-14.245,0,0,0,0,0,0
22,2019-01-30 22:45:00,0.0,-10.6,88.4,0.4,0.0,0.0,0.0,887.2,SW_directSW_diffuseLW_in,207.589,,,0.839,2.408,0,3.58,0,0,1,-106.137,0.0,-92.286,-13.852,0,0,0,0,0,0
23,2019-01-30 23:00:00,0.0,-10.9,88.1,0.4,0.0,0.0,0.0,887.1,SW_directSW_diffuseLW_in,209.175,,,0.838,2.343,0,3.58,0,0,1,-104.942,0.0,-90.7,-14.242,0,0,0,0,0,0
24,2019-01-30 23:15:00,0.0,-10.5,86.7,0.5,0.0,0.0,0.0,887.1,SW_directSW_diffuseLW_in,214.751,,,0.838,2.38,0,3.58,0,0,1,-102.273,0.0,-85.124,-17.149,0,0,0,0,0,0
25,2019-01-30 23:30:00,0.0,-10.0,90.3,0.4,0.0,0.0,0.0,886.9,SW_directSW_diffuseLW_in,220.328,,,0.837,2.58,0,3.58,0,0,1,-92.61,0.0,-79.547,-13.063,0,0,0,0,0,0
26,2019-01-30 23:45:00,0.0,-9.8,88.5,0.3,0.0,0.0,0.0,886.7,SW_directSW_diffuseLW_in,225.904,,,0.837,2.569,0,3.58,0,0,1,-83.57,0.0,-73.971,-9.599,0,0,0,0,0,0
27,2019-01-31 00:00:00,0.0,-9.4,88.1,0.5,0.0,0.0,0.0,886.6,SW_directSW_diffuseLW_in,231.48,,,0.836,2.639,0,3.58,0,0,1,-83.739,0.0,-68.395,-15.344,0,0,0,0,0,0
28,2019-01-31 00:15:00,0.0,-9.1,87.3,0.3,0.0,0.0,0.0,886.4,SW_directSW_diffuseLW_in,236.122,,,0.836,2.678,0,3.58,0,0,1,-72.663,0.0,-63.753,-8.911,0,0,0,0,0,0
29,2019-01-31 00:30:00,0.0,-9.0,88.2,0.4,0.0,0.0,0.0,886.6,SW_directSW_diffuseLW_in,240.764,,,0.835,2.727,0,3.58,0,0,1,-70.863,0.0,-59.111,-11.753,0,0,0,0,0,0
30,2019-01-31 00:45:00,0.0,-8.8,87.5,0.6,0.0,0.0,0.0,886.6,SW_directSW_diffuseLW_in,245.406,,,0.835,2.748,0,3.58,0,0,1,-71.706,0.0,-54.469,-17.238,0,0,0,0,0,0
31,2019-01-31 01:00:00,0.0,-8.5,88.0,0.3,0.0,0.0,0.0,886.5,SW_directSW_diffuseLW_in,250.048,,,0.834,2.829,0,3.58,0,0,1,-58.151,0.0,-49.827,-8.324,0,0,0,0,0,0
32,2019-01-31 01:15:00,0.0,-8.4,87.5,0.4,0.0,0.0,0.0,886.6,SW_directSW_diffuseLW_in,247.204,,,0.834,2.835,0,3.58,0,0,1,-63.64,0.0,-52.671,-10.969,0,0,0,0,0,0
33,2019-01-31 01:30:00,0.0,-8.1,88.3,0.4,0.0,0.0,0.0,886.7,SW_directSW_diffuseLW_in,244.36,,,0.833,2.929,0,3.58,0,0,1,-66.093,0.0,-55.515,-10.579,0,0,0,0,0,0
34,2019-01-31 01:45:00,0.0,-7.8,89.2,0.7,0.0,0.0,0.0,886.4,SW_directSW_diffuseLW_in,241.517,,,0.833,3.029,0,3.58,0,0,1,-76.179,0.0,-58.358,-17.821,0,0,0,0,0,0
35,2019-01-31 02:00:00,0.0,-7.4,89.5,0.3,0.0,0.0,0.0,886.2,SW_directSW_diffuseLW_in,238.673,,,0.832,3.135,0,3.58,0,0,1,-68.446,0.0,-61.202,-7.244,0,0,0,0,0,0
36,2019-01-31 02:15:00,0.0,-7.3,88.9,0.3,0.0,0.0,0.0,886.0,SW_directSW_diffuseLW_in,243.432,,,0.832,3.138,0,3.58,0,0,1,-63.587,0.0,-56.443,-7.145,0,0,0,0,0,0
37,2019-01-31 02:30:00,0.0,-7.3,89.3,0.3,0.0,0.0,0.0,885.8,SW_directSW_diffuseLW_in,248.192,,,0.831,3.152,0,3.58,0,0,1,-58.826,0.0,-51.683,-7.143,0,0,0,0,0,0
38,2019-01-31 02:45:00,0.0,-7.1,89.6,0.3,0.0,0.0,0.0,885.8,SW_directSW_diffuseLW_in,252.951,,,0.831,3.212,0,3.58,0,0,1,-53.871,0.0,-46.924,-6.948,0,0,0,0,0,0
39,2019-01-31 03:00:00,0.0,-7.0,89.7,0.4,0.0,0.0,0.0,886.0,SW_directSW_diffuseLW_in,257.71,,,0.83,3.241,0,3.58,0,0,1,-51.299,0.0,-42.165,-9.135,0,0,0,0,0,0
40,2019-01-31 03:15:00,0.0,-6.8,89.4,0.5,0.0,0.0,0.0,886.0,SW_directSW_diffuseLW_in,253.412,,,0.83,3.28,0,3.58,0,0,1,-57.555,0.0,-46.463,-11.092,0,0,0,0,0,0
41,2019-01-31 03:30:00,0.0,-6.6,89.8,0.4,0.0,0.0,0.0,886.0,SW_directSW_diffuseLW_in,249.114,,,0.829,3.346,0,3.58,0,0,1,-59.373,0.0,-50.761,-8.613,0,0,0,0,0,0
42,2019-01-31 03:45:00,0.0,-6.6,89.4,0.4,0.0,0.0,0.0,885.9,SW_directSW_diffuseLW_in,244.817,,,0.829,3.331,0,3.58,0,0,1,-63.669,0.0,-55.058,-8.612,0,0,0,0,0,0
43,2019-01-31 04:00:00,0.0,-6.6,89.1,0.3,0.0,0.0,0.0,885.8,SW_directSW_diffuseLW_in,240.519,,,0.828,3.32,0,3.58,0,0,1,-65.814,0.0,-59.356,-6.458,0,0,0,0,0,0
44,2019-01-31 04:15:00,0.0,-6.6,89.5,0.3,0.0,0.0,0.0,885.7,SW_directSW_diffuseLW_in,243.282,,,0.828,3.335,0,3.58,0,0,1,-63.05,0.0,-56.593,-6.458,0,0,0,0,0,0
45,2019-01-31 04:30:00,0.0,-6.5,89.4,0.4,0.0,0.0,0.0,885.7,SW_directSW_diffuseLW_in,246.045,,,0.827,3.357,0,3.58,0,0,1,-62.309,0.0,-53.83,-8.48,0,0,0,0,0,0
46,2019-01-31 04:45:00,0.0,-6.5,89.7,0.4,0.0,0.0,0.0,885.6,SW_directSW_diffuseLW_in,248.808,,,0.827,3.368,0,3.58,0,0,1,-59.545,0.0,-51.067,-8.479,0,0,0,0,0,0
47,2019-01-31 05:00:00,0.0,-6.4,89.8,0.3,0.0,0.0,0.0,885.6,SW_directSW_diffuseLW_in,251.571,,,0.826,3.398,0,3.58,0,0,1,-54.565,0.0,-48.304,-6.261,0,0,0,0,0,0
48,2019-01-31 05:15:00,0.0,-6.1,91.6,0.7,0.0,0.0,0.0,885.6,SW_directSW_diffuseLW_in,245.949,,,0.826,3.547,0,3.58,0,0,1,-67.85,0.0,-53.926,-13.924,0,0,0,0,0,0
49,2019-01-31 05:30:00,0.0,-5.5,91.7,0.9,0.0,0.0,0.0,885.4,SW_directSW_diffuseLW_in,240.328,,,0.825,3.717,0,3.58,0,0,1,-75.685,0.0,-59.547,-16.138,0,0,0,0,0,0
50,2019-01-31 05:45:00,0.0,-5.0,91.4,0.5,0.0,0.0,0.0,885.5,SW_directSW_diffuseLW_in,234.706,,,0.825,3.849,0,3.58,0,0,1,-73.32,0.0,-65.169,-8.152,0,0,0,0,0,0
51,2019-01-31 06:00:00,0.0,-4.6,90.8,0.3,0.0,0.0,0.0,885.5,SW_directSW_diffuseLW_in,229.084,,,0.824,3.941,0,3.58,0,0,1,-75.29,0.0,-70.791,-4.5,0,0,0,0,0,0
52,2019-01-31 06:15:00,0.0,-4.6,90.9,0.2,0.0,0.0,0.0,885.6,SW_directSW_diffuseLW_in,234.019,,,0.824,3.946,0,3.58,0,0,1,-68.856,0.0,-65.856,-3.0,0,0,0,0,0,0
53,2019-01-31 06:30:00,0.0,-4.5,91.0,0.8,0.0,0.0,0.0,885.7,SW_directSW_diffuseLW_in,238.954,,,0.823,3.98,0,3.58,0,0,1,-72.661,0.0,-60.921,-11.741,0,0,0,0,0,0
54,2019-01-31 06:45:00,0.0,-4.1,91.7,0.7,0.0,0.0,0.0,885.7,SW_directSW_diffuseLW_in,243.888,,,0.823,4.134,0,3.58,0,0,1,-65.347,0.0,-55.987,-9.36,0,0,0,0,0,0
55,2019-01-31 07:00:00,0.0,-3.9,90.9,0.8,0.0,0.0,0.0,885.9,SW_directSW_diffuseLW_in,248.823,,,0.822,4.16,0,3.58,0,0,1,-61.229,0.0,-51.052,-10.178,0,0,0,0,0,0
56,2019-01-31 07:15:00,0.035,-3.8,90.0,0.8,2.815,3.174,0.0,885.9,SW_directSW_diffuseLW_in,249.683,,,0.822,4.15,0,3.58,0,0,1,-56.215,3.893,-50.192,-9.917,0,0,0,0,0,0
57,2019-01-31 07:30:00,0.074,-3.6,89.3,0.9,5.63,6.349,0.0,886.1,SW_directSW_diffuseLW_in,250.543,,,0.821,4.18,0,3.58,0,0,1,-52.117,7.786,-49.332,-10.572,0,0,0,0,0,0
58,2019-01-31 07:45:00,0.111,-3.5,88.4,0.7,8.445,9.524,0.0,886.1,SW_directSW_diffuseLW_in,251.403,,,0.821,4.169,0,3.58,0,0,1,-44.786,11.68,-48.472,-7.994,0,0,0,0,0,0
59,2019-01-31 08:00:00,0.148,-3.4,88.4,0.7,11.26,12.698,0.0,886.1,SW_directSW_diffuseLW_in,252.263,,,0.82,4.2,0,3.58,0,0,1,-39.804,15.573,-47.612,-7.766,0,0,0,0,0,0
60,2019-01-31 08:15:00,0.183,-3.1,89.6,0.2,14.852,23.87,0.0,886.2,SW_directSW_diffuseLW_in,252.495,,,0.82,4.354,0,3.58,0,0,1,-24.233,25.169,-47.38,-2.023,0,0,0,0,0,0
61,2019-01-31 08:30:00,0.217,-3.1,89.3,0.6,18.444,35.043,0.0,886.3,SW_directSW_diffuseLW_in,252.728,,,0.819,4.339,0,3.58,0,0,1,-18.45,34.767,-47.147,-6.07,0,0,0,0,0,0
62,2019-01-31 08:45:00,0.249,-3.0,89.9,0.4,22.036,46.216,0.0,886.4,SW_directSW_diffuseLW_in,252.96,,,0.819,4.401,0,3.58,0,0,1,-6.467,44.364,-46.915,-3.917,0,0,0,0,0,0
63,2019-01-31 09:00:00,0.279,-2.7,89.5,0.3,25.628,57.388,0.0,886.4,SW_directSW_diffuseLW_in,253.192,,,0.818,4.481,0,0.0,0,0,1,4.634,53.96,-46.683,-2.644,0,0,0,0,0,0
64,2019-01-31 09:15:00,0.308,-2.5,88.5,0.1,49.115,66.316,0.0,886.3,SW_directSW_diffuseLW_in,251.907,,,0.818,4.497,0,0.0,0,0,1,26.247,75.03,-47.968,-0.816,0,0,0,0,0,0
65,2019-01-31 09:30:00,0.334,-2.4,86.3,0.5,72.602,75.245,0.0,886.3,SW_directSW_diffuseLW_in,250.622,,,0.817,4.418,0,0.0,0,0,1,42.932,96.101,-49.253,-3.916,0,0,0,0,0,0
66,2019-01-31 09:45:00,0.358,-1.9,83.1,0.2,96.089,84.174,0.0,886.3,SW_directSW_diffuseLW_in,249.336,,,0.817,4.415,0,0.0,0,0,1,65.392,117.171,-50.539,-1.24,0,0,0,0,0,0
67,2019-01-31 10:00:00,0.379,-2.1,82.3,0.2,119.576,93.102,0.0,886.2,SW_directSW_diffuseLW_in,248.051,,,0.816,4.308,0,0.0,0,0,1,85.047,138.241,-51.824,-1.371,0,0,0,0,0,0
68,2019-01-31 10:15:00,0.398,-1.6,83.2,0.2,147.142,99.876,0.0,886.1,SW_directSW_diffuseLW_in,239.427,,,0.816,4.519,0,0.0,0,0,1,99.07,160.562,-60.448,-1.044,0,0,0,0,0,0
69,2019-01-31 10:30:00,0.415,-1.0,80.7,0.2,174.709,106.651,0.0,886.0,SW_directSW_diffuseLW_in,230.803,,,0.815,4.581,0,0.0,0,0,1,113.16,182.884,-69.072,-0.652,0,0,0,0,0,0
70,2019-01-31 10:45:00,0.428,-1.6,82.0,0.2,202.275,113.426,0.0,885.8,SW_directSW_diffuseLW_in,222.179,,,0.815,4.454,0,0.0,0,0,1,126.466,205.206,-77.696,-1.044,0,0,0,0,0,0
71,2019-01-31 11:00:00,0.439,-1.7,84.5,0.2,229.841,120.2,0.0,885.5,SW_directSW_diffuseLW_in,213.555,,,0.814,4.556,0,0.0,0,0,1,140.098,227.527,-86.32,-1.109,0,0,0,0,0,0
72,2019-01-31 11:15:00,0.446,-1.1,82.5,0.7,240.96,121.629,0.0,885.2,SW_directSW_diffuseLW_in,217.948,,,0.814,4.649,0,0.0,0,0,1,151.246,235.683,-81.927,-2.51,0,0,0,0,0,0
73,2019-01-31 11:30:00,0.451,-0.7,83.8,0.7,252.078,123.059,0.0,885.0,SW_directSW_diffuseLW_in,222.341,,,0.813,4.863,0,0.0,0,0,1,164.709,243.839,-77.534,-1.597,0,0,0,0,0,0
74,2019-01-31 11:45:00,0.452,-0.7,80.5,0.7,263.197,124.488,0.0,884.6,SW_directSW_diffuseLW_in,226.734,,,0.813,4.671,0,0.0,0,0,1,177.259,251.995,-73.141,-1.596,0,0,0,0,0,0
75,2019-01-31 12:00:00,0.451,-1.0,82.9,0.8,274.316,125.917,0.0,884.4,SW_directSW_diffuseLW_in,231.127,,,0.812,4.706,0,0.0,0,0,1,188.799,260.151,-68.748,-2.605,0,0,0,0,0,0
76,2019-01-31 12:15:00,0.446,-1.2,82.3,0.5,251.966,132.114,0.0,884.1,SW_directSW_diffuseLW_in,232.275,,,0.812,4.604,0,0.0,0,0,1,180.099,249.652,-67.6,-1.953,0,0,0,0,0,0
77,2019-01-31 12:30:00,0.438,-1.0,82.2,0.6,229.616,138.312,0.0,884.1,SW_directSW_diffuseLW_in,233.424,,,0.811,4.666,0,0.0,0,0,1,170.749,239.153,-66.451,-1.953,0,0,0,0,0,0
78,2019-01-31 12:45:00,0.427,-1.2,82.0,0.9,207.267,144.51,0.0,884.0,SW_directSW_diffuseLW_in,234.572,,,0.811,4.587,0,0.0,0,0,1,159.837,228.655,-65.303,-3.516,0,0,0,0,0,0
79,2019-01-31 13:00:00,0.414,-1.2,82.0,0.6,184.917,150.707,0.0,884.0,SW_directSW_diffuseLW_in,235.72,,,0.811,4.587,0,0.0,0,0,1,151.657,218.156,-64.155,-2.344,0,0,0,0,0,0
80,2019-01-31 13:15:00,0.397,-1.2,81.5,0.9,160.132,145.638,0.0,884.2,SW_directSW_diffuseLW_in,239.797,,,0.81,4.559,0,0.0,0,0,1,135.157,198.75,-60.078,-3.516,0,0,0,0,0,0
81,2019-01-31 13:30:00,0.378,-1.2,80.8,0.5,135.346,140.568,0.0,884.3,SW_directSW_diffuseLW_in,243.873,,,0.81,4.52,0,0.0,0,0,1,121.389,179.344,-56.002,-1.954,0,0,0,0,0,0
82,2019-01-31 13:45:00,0.356,-1.2,80.1,0.3,110.561,135.498,0.0,884.1,SW_directSW_diffuseLW_in,247.95,,,0.809,4.481,0,0.0,0,0,1,106.842,159.938,-51.925,-1.172,0,0,0,0,0,0
83,2019-01-31 14:00:00,0.332,-1.2,77.7,0.4,85.776,130.429,0.0,883.9,SW_directSW_diffuseLW_in,252.027,,,0.809,4.346,0,0.0,0,0,1,91.123,140.533,-47.848,-1.562,0,0,0,0,0,0
84,2019-01-31 14:15:00,0.306,-1.3,81.8,0.3,70.393,123.424,0.0,883.5,SW_directSW_diffuseLW_in,255.126,,,0.808,4.542,0,0.0,0,0,1,79.964,125.981,-44.749,-1.269,0,0,0,0,0,0
85,2019-01-31 14:30:00,0.277,-1.1,80.8,0.3,55.01,116.418,0.0,883.2,SW_directSW_diffuseLW_in,258.225,,,0.808,4.553,0,0.0,0,0,1,68.705,111.428,-41.65,-1.073,0,0,0,0,0,0
86,2019-01-31 14:45:00,0.247,-1.2,80.0,0.4,39.628,109.412,0.0,883.1,SW_directSW_diffuseLW_in,261.323,,,0.807,4.475,0,0.0,0,0,1,56.764,96.876,-38.552,-1.561,0,0,0,0,0,0
87,2019-01-31 15:00:00,0.215,-1.5,83.7,0.4,24.245,102.407,0.0,883.0,SW_directSW_diffuseLW_in,264.422,,,0.807,4.58,0,0.0,0,0,1,44.92,82.324,-35.453,-1.951,0,0,0,0,0,0
88,2019-01-31 15:15:00,0.181,-1.5,83.8,0.5,18.512,89.927,0.0,883.0,SW_directSW_diffuseLW_in,265.921,,,0.806,4.585,0,0.0,0,0,1,34.093,70.485,-33.954,-2.439,0,0,0,0,0,0
89,2019-01-31 15:30:00,0.145,-1.5,81.2,0.7,12.778,77.446,0.0,883.0,SW_directSW_diffuseLW_in,267.42,,,0.806,4.443,0,0.0,0,0,1,22.777,58.646,-32.455,-3.414,0,0,0,0,0,0
90,2019-01-31 15:45:00,0.109,-1.4,82.1,0.4,7.044,64.966,0.0,882.7,SW_directSW_diffuseLW_in,268.919,,,0.805,4.525,0,0.0,0,0,1,14.031,46.807,-30.956,-1.82,0,0,0,0,0,0
91,2019-01-31 16:00:00,0.071,-1.7,84.0,0.2,1.311,52.486,0.0,882.3,SW_directSW_diffuseLW_in,270.418,,,0.805,4.529,0,0.0,0,0,1,4.407,34.968,-29.457,-1.105,0,0,0,0,0,0
92,2019-01-31 16:15:00,0.032,-2.0,86.3,0.3,0.983,40.493,0.0,882.1,SW_directSW_diffuseLW_in,268.754,,,0.804,4.551,0,3.58,0,0,1,-6.11,26.959,-31.121,-1.949,0,0,0,0,0,0
93,2019-01-31 16:30:00,0.0,-2.1,85.1,0.2,0.656,28.5,0.0,882.3,SW_directSW_diffuseLW_in,267.09,,,0.804,4.454,0,3.58,0,0,1,-15.198,18.951,-32.785,-1.365,0,0,0,0,0,0
94,2019-01-31 16:45:00,0.0,-2.2,86.7,0.4,0.328,16.507,0.0,882.4,SW_directSW_diffuseLW_in,265.426,,,0.803,4.505,0,3.58,0,0,1,-26.365,10.943,-34.449,-2.859,0,0,0,0,0,0
95,2019-01-31 17:00:00,0.0,-2.2,87.8,0.7,0.0,4.514,0.0,882.4,SW_directSW_diffuseLW_in,263.762,,,0.803,4.562,0,3.58,0,0,1,-38.182,2.934,-36.113,-5.004,0,0,0,0,0,0
96,2019-01-31 17:15:00,0.0,-2.2,88.4,0.4,0.0,3.386,0.0,882.5,SW_directSW_diffuseLW_in,266.064,,,0.802,4.593,0,3.58,0,0,1,-34.469,2.201,-33.811,-2.86,0,0,0,0,0,0
97,2019-01-31 17:30:00,0.0,-2.1,89.0,0.2,0.0,2.257,0.0,882.4,SW_directSW_diffuseLW_in,268.366,,,0.802,4.659,0,3.58,0,0,1,-31.406,1.467,-31.509,-1.365,0,0,0,0,0,0
98,2019-01-31 17:45:00,0.0,-2.2,87.8,0.2,0.0,1.128,0.0,882.3,SW_directSW_diffuseLW_in,270.668,,,0.801,4.562,0,3.58,0,0,1,-29.903,0.733,-29.207,-1.429,0,0,0,0,0,0
99,2019-01-31 18:00:00,0.0,-2.1,88.3,0.3,0.0,0.0,0.0,881.9,SW_directSW_diffuseLW_in,272.97,,,0.801,4.622,0,3.58,0,0,1,-28.95,0.0,-26.905,-2.046,0,0,0,0,0,0
100,2019-01-31 18:15:00,0.0,-2.2,89.4,0.2,0.0,0.0,0.0,881.8,SW_directSW_diffuseLW_in,276.555,,,0.801,4.645,0,3.58,0,0,1,-24.748,0.0,-23.32,-1.429,0,0,0,0,0,0
101,2019-01-31 18:30:00,0.0,-2.2,89.3,0.2,0.0,0.0,0.0,881.7,SW_directSW_diffuseLW_in,280.14,,,0.8,4.64,0,3.58,0,0,1,-21.163,0.0,-19.735,-1.429,0,0,0,0,0,0
102,2019-01-31 18:45:00,0.0,-2.2,88.4,0.2,0.0,0.0,0.0,881.8,SW_directSW_diffuseLW_in,283.725,,,0.8,4.593,0,3.58,0,0,1,-17.578,0.0,-16.15,-1.429,0,0,0,0,0,0
103,2019-01-31 19:00:00,0.0,-2.2,87.6,0.4,0.0,0.0,0.0,882.0,SW_directSW_diffuseLW_in,287.31,,,0.799,4.551,0,3.58,0,0,1,-15.423,0.0,-12.565,-2.858,0,0,0,0,0,0
104,2019-01-31 19:15:00,0.0,-2.3,87.3,0.3,0.0,0.0,0.0,882.0,SW_directSW_diffuseLW_in,284.561,,,0.799,4.502,0,3.58,0,0,1,-17.554,0.0,-15.314,-2.241,0,0,0,0,0,0
105,2019-01-31 19:30:00,0.0,-2.3,88.4,0.5,0.0,0.0,0.0,882.0,SW_directSW_diffuseLW_in,281.812,,,0.798,4.559,0,3.58,0,0,1,-21.797,0.0,-18.063,-3.735,0,0,0,0,0,0
106,2019-01-31 19:45:00,0.0,-2.4,88.9,0.3,0.0,0.0,0.0,882.0,SW_directSW_diffuseLW_in,279.063,,,0.798,4.551,0,3.58,0,0,1,-23.15,0.0,-20.812,-2.338,0,0,0,0,0,0
107,2019-01-31 20:00:00,0.0,-2.5,89.5,0.3,0.0,0.0,0.0,882.0,SW_directSW_diffuseLW_in,276.314,,,0.797,4.548,0,3.58,0,0,1,-25.996,0.0,-23.561,-2.436,0,0,0,0,0,0
108,2019-01-31 20:15:00,0.0,-2.8,89.8,0.4,0.0,0.0,0.0,881.8,SW_directSW_diffuseLW_in,273.29,,,0.797,4.462,0,3.58,0,0,1,-30.221,0.0,-26.585,-3.637,0,0,0,0,0,0
109,2019-01-31 20:30:00,0.0,-3.2,89.1,0.3,0.0,0.0,0.0,881.8,SW_directSW_diffuseLW_in,270.265,,,0.796,4.297,0,3.58,0,0,1,-32.727,0.0,-29.61,-3.117,0,0,0,0,0,0
110,2019-01-31 20:45:00,0.0,-3.4,90.0,0.4,0.0,0.0,0.0,881.7,SW_directSW_diffuseLW_in,267.24,,,0.796,4.276,0,3.58,0,0,1,-37.05,0.0,-32.635,-4.415,0,0,0,0,0,0
111,2019-01-31 21:00:00,0.0,-3.4,90.4,0.5,0.0,0.0,0.0,881.7,SW_directSW_diffuseLW_in,264.216,,,0.795,4.295,0,3.58,0,0,1,-41.178,0.0,-35.659,-5.519,0,0,0,0,0,0
112,2019-01-31 21:15:00,0.0,-3.5,91.2,0.3,0.0,0.0,0.0,881.6,SW_directSW_diffuseLW_in,268.903,,,0.795,4.301,0,3.58,0,0,1,-34.38,0.0,-30.972,-3.409,0,0,0,0,0,0
113,2019-01-31 21:30:00,0.0,-3.3,91.3,0.3,0.0,0.0,0.0,881.6,SW_directSW_diffuseLW_in,273.589,,,0.794,4.37,0,3.58,0,0,1,-29.499,0.0,-26.286,-3.214,0,0,0,0,0,0
