,time,ghi,sea,temp,RH,wind,SW_global,ppt,press,tcc,Discharge,alb,vp_a,LW_in,SW_direct,SW_diffuse,e_a,T_F,T_s,T_bulk,f_cone,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,rain2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,rho_air,s_cone,vp_ice,Qr
0,2021-01-18 00:00:00,0.0,0.0,-6.567,32.53,0.851,0.0,0,621.883,0.5,13.886,0.85,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.048386562376203,10.0,0.065,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.1048386562376203,,
1,2021-01-18 01:00:00,0.0,0.0,-6.579,33.705,1.196,0.0,0,621.693,0.5,14.865,0.845,1.261,165.226,0.0,0.0,0.577,0.0,0.0,0.0,0.016594642537991502,100674.48100390732,109.78678408277788,20.850407214041248,0.0,0.0,-1.5040069916321563,0.0,-218.21876763726158,0.0,-140.94186980679893,-25.057906681605946,-52.21899114885671,0,0.0,0.0,315.88103207889037,1.0483865623762028,9.999999999999998,0.0,0,0,0.0,0.0,326.7196089841892,565.1803910158108,-52.21899114885671,,-165.99977648840488,100674.48100390732,1.0,917,0.1048386562376203,6.112911778902558,-0.0
2,2021-01-18 02:00:00,0.0,0.0,-7.31,37.112,0.969,0.0,0,621.381,0.5,14.49,0.839,1.312,164.423,0.0,0.0,0.581,0.0,-1.5040069916321563,0.0,0.016594642537991505,101218.81098770909,110.38038275649846,14.27310100968032,20.850407214041248,0.0,0.47813675040949355,326.7196089841892,-188.2799411393079,0.0,-135.05712525019834,-17.907542861564593,-35.61812501160474,0,0.3028519840597829,0.0,317.01861889390307,1.0502726504585083,10.017990387801522,0.0,0,0,0.0,0.0018791842923076448,169.3290119207827,700.0709880792173,16.600866137251955,,-204.88080727655986,101566.38100390731,1.0,917,0.1048386562376203,5.396725484169049,-0.0
3,2021-01-18 03:00:00,0.0,0.0,-7.549,36.772,0.683,0.0,0,620.88,0.5,13.712,0.834,1.276,163.207,0.0,0.0,0.578,0.0,-1.0258702412226628,-0.001628388519075765,0.016705843199746048,101904.60887477863,111.12825395286654,10.689052754569385,35.123508223721565,0.0,0.25765801099344066,496.0486209049719,-179.0230487910422,0.0,-138.38721433623874,-14.16974829874414,-26.672261414988448,0,0.20617525892909833,0.0,317.04204865961236,1.0573886673085666,10.017990387801522,0.0,0,0,0.0,0.002359076570888638,180.38893220440468,642.3310677955952,8.945863596616299,,-187.96891238765852,102435.78100390731,1.0,917,0.1048386562376203,5.615650290601641,-0.0
4,2021-01-18 04:00:00,0.0,0.0,-7.784,38.108,1.238,0.0,0,620.64,0.5,15.694,0.829,1.299,163.058,0.0,0.0,0.58,0.0,-0.7682122302292221,-0.002729582067122295,0.016808240725683942,102536.25088981964,111.81706749162447,19.8218021495743,45.812560978290946,0.0,-0.6562645830886931,676.4375531093766,-216.60613577260892,0.0,-139.68008351010855,-27.62238228252618,-49.45771031667685,0,0.15404033670268416,0.0,317.0637666476588,1.0639427487762756,10.017990387801522,0.0,0,0,0.0,0.0021726251822749908,279.26676251284505,662.3732374871549,-22.785448901688405,,-193.8206868709205,103258.50100390731,1.0,917,0.10554898002259051,5.736950178788232,-0.0
5,2021-01-18 05:00:00,0.0,0.0,-8.092,39.618,1.281,0.0,0,620.618,0.5,16.011,0.824,1.318,162.676,0.0,0.0,0.581,0.0,-1.424476813317915,-0.0035473078856931364,0.016912385158396544,103178.80232515723,112.51777789002969,19.023102933948294,65.63436312786524,0.0,0.05749367299188612,955.7043156222217,-211.50115893918652,0.0,-137.15499616503945,-27.170475275082403,-47.461535021094946,0,0.2858475220302525,0.0,317.08599589473795,1.070610029220124,10.017990387801522,0.0,0,0,0.0,0.002209998341386937,230.99157650259951,729.6684234974005,1.9961752955818994,,-213.49733423476843,104200.14100390731,1.0,917,0.1062032111821342,5.432592111925526,-0.0
6,2021-01-18 06:00:00,0.0,0.0,-9.07,43.24,0.828,0.0,0,620.788,0.5,14.851,0.819,1.333,160.629,0.0,0.0,0.583,0.0,-1.366983140326029,-0.005055390320141612,0.017027540626636167,103889.44764572068,113.29274552423193,12.333884212420108,84.65746606181354,0.0,0.48075042679065527,1186.695892124821,-190.253508364481,0.0,-139.45583845340897,-20.301630133232493,-30.769922268585745,0,0.2738824907462075,0.0,317.11074075625015,1.0779838694883597,10.017990387801522,0.0,0,0,0.0,0.0024440298349205705,183.72983726981317,707.3301627301869,16.691612752509208,,-206.9451211169902,105160.80100390731,1.0,917,0.10686874191092856,5.458655794166388,-0.0
7,2021-01-18 07:00:00,0.0,0.0,-9.835,44.15,0.265,2.505,0,621.095,0.5,12.115,0.814,1.282,157.953,2.505,0.0,0.579,0.0,-0.8862327135353738,-0.006490575212155122,0.017140134111287127,104584.44392423844,114.05064768183036,4.2108606087246425,96.99135027423364,0.0,0.5836908960578037,1370.4257293946343,-162.13477984347512,0.007986102686472013,-144.2607300990218,-7.554665393951631,-10.504225430412205,0,0.17685497722406712,0.0,317.13510310406934,1.0851953312351914,10.017990387801522,0.0,0,0,0.0,0.002390023610650863,103.4145559185697,623.4854440814303,20.26569683817354,,-182.40047668164863,106051.86100390731,1.0,917,0.10760480173757947,5.6810954930255715,-0.0
8,2021-01-18 08:00:00,68.861,0.1,-9.722,43.598,0.189,79.583,0,621.454,0.5,9.604,0.809,1.277,158.131,79.583,0.0,0.579,0.0,-0.30254181747757014,-0.007411233742171554,0.06677728378008124,105203.71850771114,114.72597438136438,3.199884820321297,101.20221088295828,0.0,0.07265239956631013,1473.840285313204,-159.2667249657317,1.015038285838409,-146.68267169128703,-5.676663281537623,-7.981740474554881,0,0.05931219580939911,0.0,317.15694637053855,1.0916210850234318,10.017990387801522,0.0,0,0,0.0,0.0021294605766565486,23.170364107905243,553.0696358920947,2.522484955857326,,-161.78920992158905,106778.7610039073,1.0,917,0.1083246528721556,5.962249474878035,-0.0
9,2021-01-18 09:00:00,250.185,0.278,-8.077,38.61,1.095,205.775,0,621.867,0.5,10.416,0.804,1.286,162.141,205.775,0.0,0.579,0.0,-0.22988941791126,-0.007718200402956106,0.15306480127744448,105753.58825878291,115.32561424076653,18.65214913472849,104.40209570327958,0.0,-1.1100550797781936,1497.0106494211093,-210.72739005001853,6.173394258641762,-142.99745817157557,-27.42520796873556,-46.52275571463429,0,0.04463754628512411,0.0,317.1764483835929,1.0973266762591876,10.017990387801522,0.0,0,0,0.0,0.001890672319380887,36.31189772411517,588.6481022758848,-38.54101524007941,,-172.1863748099391,107355.00100390731,1.0,917,0.10896607430894045,5.998117682640651,-0.0
