,time,ghi,sea,Discharge,temp,RH,wind,SW_global,ppt,press,alb,vp_a,LW_in,SW_direct,SW_diffuse,T_F,e_a
0,2022-06-01 00:00:00,0.0,0.0,30.0,-1.0,96.0,5.7,0.0,0.0,548.924,0.85,0.0,0.0,0.0,0.0,0.0,
1,2022-06-01 01:00:00,0.0,0.0,30.0,-2.1,96.0,3.1,0.0,0.0,548.924,0.845,5.031,214.713,0.0,0.0,0.0,0.702
2,2022-06-01 02:00:00,0.0,0.0,30.0,-2.2,94.0,4.3,0.0,0.0,548.924,0.839,4.89,213.538,0.0,0.0,0.0,0.699
3,2022-06-01 03:00:00,0.0,0.0,30.0,-2.7,98.0,4.4,0.0,0.0,548.924,0.834,4.912,212.162,0.0,0.0,0.0,0.699
4,2022-06-01 04:00:00,0.0,0.0,30.0,-2.8,96.0,4.4,0.0,0.0,548.924,0.829,4.776,211.012,0.0,0.0,0.0,0.697
5,2022-06-01 05:00:00,0.0,0.0,30.0,-2.2,93.0,4.1,0.0,0.0,548.924,0.824,4.838,213.212,0.0,0.0,0.0,0.698
6,2022-06-01 06:00:00,0.0,0.0,30.0,-2.5,98.0,3.2,0.0,0.0,548.924,0.819,4.986,213.22,0.0,0.0,0.0,0.701
7,2022-06-01 07:00:00,171.692,0.212,30.0,-2.7,96.0,2.3,0.0,0.0,548.924,0.814,4.812,211.538,0.0,0.0,0.0,0.697
8,2022-06-01 08:00:00,396.764,0.433,30.0,-2.7,98.0,2.2,0.0,0.0,548.924,0.809,4.912,212.162,0.0,0.0,0.0,0.699
9,2022-06-01 09:00:00,596.91,0.636,30.0,-0.7,94.0,1.5,0.0,0.0,548.924,0.804,5.46,221.599,0.0,0.0,0.0,0.709
10,2022-06-01 10:00:00,747.881,0.806,30.0,2.1,78.0,1.6,0.0,0.2,548.924,0.799,5.546,231.03,0.0,0.0,0.0,0.71
11,2022-06-01 11:00:00,834.726,0.918,30.0,3.0,64.0,3.9,0.0,0.0,548.924,0.794,4.852,229.528,0.0,0.0,0.0,0.696
12,2022-06-01 12:00:00,849.432,0.938,30.0,3.8,60.0,6.0,0.0,0.0,548.924,0.79,4.813,231.838,0.0,0.0,0.0,0.695
13,2022-06-01 13:00:00,790.676,0.86,30.0,4.5,55.0,7.0,0.0,0.0,548.924,0.785,4.634,232.844,0.0,0.0,0.0,0.691
14,2022-06-01 14:00:00,663.816,0.709,30.0,5.2,49.0,6.6,0.0,0.0,548.924,0.78,4.336,232.89,0.0,0.0,0.0,0.684
15,2022-06-01 15:00:00,480.968,0.516,30.0,5.2,48.0,8.1,0.0,0.0,548.924,0.775,4.247,232.205,0.0,0.0,0.0,0.682
16,2022-06-01 16:00:00,262.013,0.301,30.0,5.5,46.0,6.8,0.0,0.0,548.924,0.771,4.156,232.45,0.0,0.0,0.0,0.68
17,2022-06-01 17:00:00,44.499,0.074,30.0,5.1,46.0,5.5,0.0,0.0,548.924,0.766,4.042,230.248,0.0,0.0,0.0,0.677
18,2022-06-01 18:00:00,0.0,0.0,30.0,3.8,52.0,5.4,0.0,0.0,548.924,0.762,4.171,227.147,0.0,0.0,0.0,0.681
19,2022-06-01 19:00:00,0.0,0.0,30.0,1.8,62.0,3.1,0.0,0.0,548.924,0.757,4.315,221.956,0.0,0.0,0.0,0.685
20,2022-06-01 20:00:00,0.0,0.0,30.0,0.4,73.0,3.8,0.0,0.0,548.924,0.753,4.593,219.581,0.0,0.0,0.0,0.692
21,2022-06-01 21:00:00,0.0,0.0,30.0,0.6,66.0,3.0,0.0,0.0,548.924,0.748,4.214,217.502,0.0,0.0,0.0,0.683
22,2022-06-01 22:00:00,0.0,0.0,30.0,-0.2,65.0,3.7,0.0,0.0,548.924,0.744,3.916,212.82,0.0,0.0,0.0,0.676
23,2022-06-01 23:00:00,0.0,0.0,30.0,-1.1,68.0,3.5,0.0,0.0,548.924,0.739,3.836,209.508,0.0,0.0,0.0,0.675
24,2022-06-02 00:00:00,0.0,0.0,30.0,-1.3,66.0,4.1,0.0,0.0,548.924,0.735,3.669,207.59,0.0,0.0,0.0,0.67
25,2022-06-02 01:00:00,0.0,0.0,30.0,-1.6,72.0,3.9,0.0,0.0,548.924,0.731,3.915,208.635,0.0,0.0,0.0,0.677
26,2022-06-02 02:00:00,0.0,0.0,30.0,-1.2,74.0,2.5,0.0,0.0,548.924,0.727,4.144,211.532,0.0,0.0,0.0,0.682
27,2022-06-02 03:00:00,0.0,0.0,30.0,-1.8,82.0,2.1,0.0,0.0,548.924,0.722,4.393,211.498,0.0,0.0,0.0,0.688
28,2022-06-02 04:00:00,0.0,0.0,30.0,-2.4,88.0,0.8,0.0,0.0,548.924,0.718,4.51,210.488,0.0,0.0,0.0,0.691
29,2022-06-02 05:00:00,0.0,0.0,30.0,-2.1,82.0,1.2,0.0,0.0,548.924,0.714,4.297,209.933,0.0,0.0,0.0,0.686
30,2022-06-02 06:00:00,0.0,0.0,30.0,-2.3,84.0,0.0,0.0,0.0,548.924,0.71,4.337,209.614,0.0,0.0,0.0,0.687
31,2022-06-02 07:00:00,170.249,0.211,30.0,-2.6,91.0,0.5,0.0,0.0,548.924,0.706,4.595,210.45,0.0,0.0,0.0,0.693
32,2022-06-02 08:00:00,394.968,0.431,30.0,-3.0,91.0,0.0,0.0,0.0,548.924,0.702,4.461,208.366,0.0,0.0,0.0,0.69
33,2022-06-02 09:00:00,594.924,0.634,30.0,-0.4,82.0,1.3,0.0,0.0,548.924,0.698,4.868,218.925,0.0,0.0,0.0,0.698
34,2022-06-02 10:00:00,745.836,0.804,30.0,2.3,67.0,0.7,0.0,0.0,548.924,0.694,4.833,227.164,0.0,0.0,0.0,0.696
35,2022-06-02 11:00:00,832.747,0.915,30.0,4.9,58.0,2.6,0.0,0.0,548.924,0.69,5.026,236.869,0.0,0.0,0.0,0.699
36,2022-06-02 12:00:00,847.633,0.936,30.0,6.7,50.0,7.5,0.0,0.0,548.924,0.686,4.908,242.018,0.0,0.0,0.0,0.696
37,2022-06-02 13:00:00,789.153,0.858,30.0,6.5,56.0,7.6,0.0,0.0,548.924,0.682,5.422,244.809,0.0,0.0,0.0,0.706
38,2022-06-02 14:00:00,662.643,0.708,30.0,6.6,60.0,6.8,0.0,0.0,548.924,0.679,5.849,247.819,0.0,0.0,0.0,0.714
39,2022-06-02 15:00:00,480.188,0.516,30.0,6.7,62.0,7.8,0.0,0.0,548.924,0.675,6.086,249.571,0.0,0.0,0.0,0.718
40,2022-06-02 16:00:00,261.632,0.301,30.0,6.5,67.0,7.3,0.0,0.0,548.924,0.671,6.487,251.162,0.0,0.0,0.0,0.724
41,2022-06-02 17:00:00,44.467,0.074,30.0,6.9,52.0,6.3,0.0,0.0,548.924,0.667,5.175,244.53,0.0,0.0,0.0,0.701
42,2022-06-02 18:00:00,0.0,0.0,30.0,4.7,74.0,6.9,0.0,0.0,548.924,0.664,6.323,244.09,0.0,0.0,0.0,0.722
43,2022-06-02 19:00:00,0.0,0.0,30.0,2.3,69.0,5.9,0.0,0.0,548.924,0.66,4.977,228.12,0.0,0.0,0.0,0.699
44,2022-06-02 20:00:00,0.0,0.0,30.0,0.8,77.0,3.6,0.0,0.0,548.924,0.656,4.987,223.433,0.0,0.0,0.0,0.7
45,2022-06-02 21:00:00,0.0,0.0,30.0,-0.8,89.0,3.5,0.0,0.0,548.924,0.653,5.132,219.335,0.0,0.0,0.0,0.703
46,2022-06-02 22:00:00,0.0,0.0,30.0,-1.1,91.0,1.8,0.0,0.0,548.924,0.649,5.133,218.412,0.0,0.0,0.0,0.703
47,2022-06-02 23:00:00,0.0,0.0,30.0,-1.0,95.0,3.4,0.0,0.0,548.924,0.646,5.398,220.301,0.0,0.0,0.0,0.708
