time,Discharge,temp,RH,wind,SW_global,ppt,press
2022-06-05 16:00:00,30,7.6,40.0,3.9,0,0.0,548.924
2022-06-05 17:00:00,30,7.6,41.0,6.3,0,0.0,548.924
2022-06-05 18:00:00,30,5.0,63.0,6.4,0,0.0,548.924
2022-06-05 19:00:00,30,2.6,78.0,1.8,0,0.0,548.924
2022-06-05 20:00:00,30,1.2,91.0,1.6,0,0.0,548.924
2022-06-05 21:00:00,30,-0.1,98.0,2.6,0,0.0,548.924
2022-06-05 22:00:00,30,0.7,100.0,1.7,0,0.0,548.924
2022-06-05 23:00:00,30,1.2,100.0,2.2,0,0.0,548.924
2022-06-06 00:00:00,30,0.7,100.0,3.0,0,0.0,548.924
2022-06-06 01:00:00,30,0.2,100.0,2.0,0,0.0,548.924
2022-06-06 02:00:00,30,0.6,100.0,1.4,0,0.0,548.924
2022-06-06 03:00:00,30,0.6,100.0,2.0,0,0.0,548.924
2022-06-06 04:00:00,30,-0.1,100.0,2.8,0,0.0,548.924
2022-06-06 05:00:00,30,-0.9,100.0,3.6,0,0.0,548.924
2022-06-06 06:00:00,30,-1.2,100.0,0.1,0,0.0,548.924
2022-06-06 07:00:00,30,-1.6,100.0,0.8,0,0.0,548.924
2022-06-06 08:00:00,30,-2.2,100.0,2.1,0,0.0,548.924
2022-06-06 09:00:00,30,0.7,92.0,2.9,0,0.0,548.924
2022-06-06 10:00:00,30,2.1,85.0,2.3,0,0.0,548.924
2022-06-06 11:00:00,30,3.9,65.0,0.4,0,0.0,548.924
2022-06-06 12:00:00,30,5.5,52.0,1.7,0,0.0,548.924
2022-06-06 13:00:00,30,6.4,44.0,3.0,0,0.0,548.924
2022-06-06 14:00:00,30,6.9,34.0,4.2,0,0.0,548.924
2022-06-06 15:00:00,30,7.1,36.0,2.8,0,0.0,548.924
2022-06-06 16:00:00,30,7.5,31.0,6.1,0,0.0,548.924
2022-06-06 17:00:00,30,6.1,35.0,5.6,0,0.0,548.924
2022-06-06 18:00:00,30,5.5,38.0,5.4,0,0.0,548.924
2022-06-06 19:00:00,30,2.8,48.0,4.2,0,0.0,548.924
2022-06-06 20:00:00,30,1.1,56.0,3.7,0,0.0,548.924
2022-06-06 21:00:00,30,0.1,65.0,3.1,0,0.0,548.924
2022-06-06 22:00:00,30,-0.6,76.0,3.8,0,0.0,548.924
2022-06-06 23:00:00,30,-1.3,84.0,5.6,0,0.0,548.924
2022-06-07 00:00:00,30,-1.6,77.0,1.1,0,0.0,548.924
2022-06-07 01:00:00,30,-0.8,73.0,1.6,0,0.0,548.924
2022-06-07 02:00:00,30,-1.5,73.0,2.3,0,0.0,548.924
2022-06-07 03:00:00,30,-2.4,92.0,0.4,0,0.0,548.924
2022-06-07 04:00:00,30,-2.9,95.0,0.0,0,0.0,548.924
2022-06-07 05:00:00,30,-3.2,99.0,0.0,0,0.0,548.924
2022-06-07 06:00:00,30,-4.1,97.0,0.5,0,0.0,548.924
2022-06-07 07:00:00,30,-4.0,99.0,0.1,0,0.0,548.924
2022-06-07 08:00:00,30,-3.2,95.0,0.2,0,0.0,548.924
2022-06-07 09:00:00,30,-0.2,76.0,1.5,0,0.0,548.924
2022-06-07 10:00:00,30,1.5,62.0,0.6,0,0.0,548.924
2022-06-07 11:00:00,30,3.5,42.0,1.6,0,0.0,548.924
2022-06-07 12:00:00,30,4.8,34.0,2.4,0,0.0,548.924
2022-06-07 13:00:00,30,6.7,31.0,2.8,0,0.0,548.924
2022-06-07 14:00:00,30,7.6,22.0,3.8,0,0.0,548.924
2022-06-07 15:00:00,30,7.7,24.0,5.0,0,0.0,548.924
2022-06-07 16:00:00,30,7.3,24.0,4.1,0,0.0,548.924
2022-06-07 17:00:00,30,6.7,31.0,6.1,0,0.0,548.924
2022-06-07 18:00:00,30,5.1,35.0,5.2,0,0.0,548.924
2022-06-07 19:00:00,30,1.5,46.0,2.9,0,0.0,548.924
2022-06-07 20:00:00,30,-0.1,52.0,2.6,0,0.0,548.924
2022-06-07 21:00:00,30,-0.5,56.0,2.2,0,0.0,548.924
2022-06-07 22:00:00,30,0.0,57.0,2.4,0,0.0,548.924
2022-06-07 23:00:00,30,-1.3,60.0,0.0,0,0.0,548.924
2022-06-08 00:00:00,30,-1.5,62.0,0.0,0,0.0,548.924
2022-06-08 01:00:00,30,-1.2,57.0,1.3,0,0.0,548.924
2022-06-08 02:00:00,30,-2.1,62.0,0.5,0,0.0,548.924
2022-06-08 03:00:00,30,-4.7,81.0,0.8,0,0.0,548.924
2022-06-08 04:00:00,30,-4.2,84.0,1.8,0,0.0,548.924
2022-06-08 05:00:00,30,-4.2,89.0,0.0,0,0.0,548.924
2022-06-08 06:00:00,30,-3.7,89.0,0.0,0,0.0,548.924
2022-06-08 07:00:00,30,-4.1,88.0,0.2,0,0.0,548.924
2022-06-08 08:00:00,30,-3.4,84.0,0.0,0,0.0,548.924
2022-06-08 09:00:00,30,-0.6,68.0,1.0,0,0.0,548.924
2022-06-08 10:00:00,30,1.6,62.0,1.2,0,0.0,548.924
2022-06-08 11:00:00,30,3.0,46.0,1.6,0,0.0,548.924
2022-06-08 12:00:00,30,4.2,32.0,2.1,0,0.0,548.924
2022-06-08 13:00:00,30,5.4,29.0,1.8,0,0.0,548.924
2022-06-08 14:00:00,30,6.5,27.0,3.4,0,0.0,548.924
2022-06-08 15:00:00,30,7.0,21.0,3.5,0,0.0,548.924
2022-06-08 16:00:00,30,7.1,23.0,5.9,0,0.0,548.924
2022-06-08 17:00:00,30,6.6,24.0,5.7,0,0.0,548.924
2022-06-08 18:00:00,30,5.1,26.0,5.7,0,0.0,548.924
2022-06-08 19:00:00,30,1.1,32.0,2.7,0,0.0,548.924
2022-06-08 20:00:00,30,0.1,36.0,3.2,0,0.0,548.924
2022-06-08 21:00:00,30,-0.9,44.0,2.7,0,0.0,548.924
2022-06-08 22:00:00,30,-1.2,48.0,0.8,0,0.0,548.924
2022-06-08 23:00:00,30,-1.5,53.0,0.4,0,0.0,548.924
2022-06-09 00:00:00,30,-2.0,50.0,2.5,0,0.0,548.924
2022-06-09 01:00:00,30,-0.9,44.0,1.7,0,0.0,548.924
2022-06-09 02:00:00,30,-3.3,55.0,0.0,0,0.0,548.924
2022-06-09 03:00:00,30,-1.6,57.0,1.4,0,0.0,548.924
2022-06-09 04:00:00,30,-4.1,68.0,0.0,0,0.0,548.924
2022-06-09 05:00:00,30,-5.5,81.0,1.0,0,0.0,548.924
2022-06-09 06:00:00,30,-5.3,88.0,0.1,0,0.0,548.924
2022-06-09 07:00:00,30,-6.0,88.0,0.1,0,0.0,548.924
2022-06-09 08:00:00,30,-3.4,72.0,0.1,0,0.0,548.924
2022-06-09 09:00:00,30,0.3,58.0,1.2,0,0.0,548.924
2022-06-09 10:00:00,30,1.4,58.0,2.1,0,0.0,548.924
2022-06-09 11:00:00,30,2.9,44.0,2.0,0,0.0,548.924
2022-06-09 12:00:00,30,4.9,24.0,4.0,0,0.0,548.924
2022-06-09 13:00:00,30,5.9,17.0,4.0,0,0.0,548.924
2022-06-09 14:00:00,30,6.2,18.0,5.0,0,0.0,548.924
2022-06-09 15:00:00,30,6.3,16.0,5.3,0,0.0,548.924
2022-06-09 16:00:00,30,6.0,14.0,4.8,0,0.0,548.924
2022-06-09 17:00:00,30,5.4,16.0,7.0,0,0.0,548.924
2022-06-09 18:00:00,30,4.0,18.0,5.8,0,0.0,548.924
2022-06-09 19:00:00,30,1.1,32.0,2.4,0,0.0,548.924
2022-06-09 20:00:00,30,-1.4,58.0,4.7,0,0.0,548.924
2022-06-09 21:00:00,30,-1.8,67.0,3.9,0,0.0,548.924
2022-06-09 22:00:00,30,-2.3,65.0,0.0,0,0.0,548.924
2022-06-09 23:00:00,30,-1.7,61.0,1.1,0,0.0,548.924
2022-06-10 00:00:00,30,-2.1,57.0,0.3,0,0.0,548.924
2022-06-10 01:00:00,30,-2.2,56.0,2.1,0,0.0,548.924
2022-06-10 02:00:00,30,-3.7,69.0,2.9,0,0.0,548.924
2022-06-10 03:00:00,30,-4.5,78.0,0.0,0,0.0,548.924
2022-06-10 04:00:00,30,-4.7,79.0,1.1,0,0.0,548.924
2022-06-10 05:00:00,30,-5.3,90.0,2.6,0,0.0,548.924
2022-06-10 06:00:00,30,-5.4,86.0,0.8,0,0.0,548.924
2022-06-10 07:00:00,30,-4.8,79.0,0.1,0,0.0,548.924
2022-06-10 08:00:00,30,-4.7,85.0,1.1,0,0.0,548.924
2022-06-10 09:00:00,30,-1.5,74.0,0.8,0,0.0,548.924
2022-06-10 10:00:00,30,0.6,64.0,1.9,0,0.0,548.924
2022-06-10 11:00:00,30,2.9,36.0,1.8,0,0.0,548.924
2022-06-10 12:00:00,30,3.7,24.0,2.3,0,0.0,548.924
2022-06-10 13:00:00,30,5.1,15.0,4.8,0,0.0,548.924
2022-06-10 14:00:00,30,5.6,16.0,4.8,0,0.0,548.924
2022-06-10 15:00:00,30,5.7,18.0,6.0,0,0.0,548.924
2022-06-10 16:00:00,30,5.5,21.0,6.0,0,0.0,548.924
2022-06-10 17:00:00,30,4.5,25.0,4.7,0,0.0,548.924
2022-06-10 18:00:00,30,3.2,34.0,6.2,0,0.0,548.924
2022-06-10 19:00:00,30,1.0,46.0,3.9,0,0.0,548.924
2022-06-10 20:00:00,30,-2.2,61.0,3.9,0,0.0,548.924
2022-06-10 21:00:00,30,-3.0,62.0,3.5,0,0.0,548.924
2022-06-10 22:00:00,30,-3.6,62.0,3.1,0,0.0,548.924
2022-06-10 23:00:00,30,-3.8,59.0,0.4,0,0.0,548.924
2022-06-11 00:00:00,30,-3.6,67.0,1.7,0,0.0,548.924
2022-06-11 01:00:00,30,-4.3,77.0,1.2,0,0.0,548.924
2022-06-11 02:00:00,30,-4.3,83.0,2.0,0,0.0,548.924
2022-06-11 03:00:00,30,-4.5,93.0,2.2,0,0.0,548.924
2022-06-11 04:00:00,30,-4.8,97.0,2.3,0,0.0,548.924
2022-06-11 05:00:00,30,-5.6,99.0,2.2,0,0.0,548.924
2022-06-11 06:00:00,30,-6.1,99.0,0.9,0,0.0,548.924
2022-06-11 07:00:00,30,-6.0,99.0,0.0,0,0.0,548.924
2022-06-11 08:00:00,30,-6.0,99.0,0.0,0,0.0,548.924
2022-06-11 09:00:00,30,-3.1,97.0,2.1,0,0.0,548.924
2022-06-11 10:00:00,30,-1.1,76.0,1.9,0,0.0,548.924
2022-06-11 11:00:00,30,1.2,50.0,1.5,0,0.0,548.924
2022-06-11 12:00:00,30,2.9,36.0,1.3,0,0.0,548.924
2022-06-11 13:00:00,30,4.9,29.0,2.8,0,0.0,548.924
2022-06-11 14:00:00,30,6.3,17.0,3.5,0,0.0,548.924
2022-06-11 15:00:00,30,7.0,11.0,5.0,0,0.0,548.924
2022-06-11 16:00:00,30,7.0,11.0,5.9,0,0.0,548.924
2022-06-11 17:00:00,30,6.1,11.0,6.5,0,0.0,548.924
2022-06-11 18:00:00,30,4.6,16.0,4.8,0,0.0,548.924
2022-06-11 19:00:00,30,0.4,26.0,2.9,0,0.0,548.924
2022-06-11 20:00:00,30,-0.7,34.0,2.7,0,0.0,548.924
2022-06-11 21:00:00,30,-2.3,46.0,3.0,0,0.0,548.924
2022-06-11 22:00:00,30,-2.2,43.0,2.1,0,0.0,548.924
2022-06-11 23:00:00,30,-2.7,44.0,1.2,0,0.0,548.924
2022-06-12 00:00:00,30,-3.8,51.0,0.0,0,0.0,548.924
2022-06-12 01:00:00,30,-3.0,49.0,0.1,0,0.0,548.924
2022-06-12 02:00:00,30,-4.3,65.0,1.0,0,0.0,548.924
2022-06-12 03:00:00,30,-4.2,70.0,0.7,0,0.0,548.924
2022-06-12 04:00:00,30,-4.5,65.0,0.4,0,0.0,548.924
2022-06-12 05:00:00,30,-4.8,58.0,0.8,0,0.0,548.924
2022-06-12 06:00:00,30,-6.0,66.0,0.3,0,0.0,548.924
2022-06-12 07:00:00,30,-5.2,57.0,0.0,0,0.0,548.924
2022-06-12 08:00:00,30,-4.2,57.0,0.2,0,0.0,548.924
2022-06-12 09:00:00,30,-0.9,47.0,1.2,0,0.0,548.924
2022-06-12 10:00:00,30,0.7,52.0,1.2,0,0.0,548.924
2022-06-12 11:00:00,30,2.2,44.0,1.3,0,0.0,548.924
2022-06-12 12:00:00,30,4.3,27.0,1.5,0,0.0,548.924
2022-06-12 13:00:00,30,5.4,15.0,1.8,0,0.0,548.924
2022-06-12 14:00:00,30,6.1,12.0,1.2,0,0.0,548.924
2022-06-12 15:00:00,30,6.7,14.0,4.0,0,0.0,548.924
2022-06-12 16:00:00,30,6.8,10.0,4.8,0,0.0,548.924
2022-06-12 17:00:00,30,6.2,8.0,3.4,0,0.0,548.924
2022-06-12 18:00:00,30,4.8,13.0,4.4,0,0.0,548.924
2022-06-12 19:00:00,30,0.4,24.0,3.1,0,0.0,548.924
2022-06-12 20:00:00,30,-0.9,43.0,4.2,0,0.0,548.924
2022-06-12 21:00:00,30,-1.2,50.0,4.3,0,0.0,548.924
2022-06-12 22:00:00,30,-2.6,56.0,3.9,0,0.0,548.924
2022-06-12 23:00:00,30,-3.0,57.0,0.2,0,0.0,548.924
2022-06-13 00:00:00,30,-2.6,62.0,1.1,0,0.0,548.924
2022-06-13 01:00:00,30,-3.2,69.0,0.0,0,0.0,548.924
2022-06-13 02:00:00,30,-4.0,70.0,0.0,0,0.0,548.924
2022-06-13 03:00:00,30,-4.4,67.0,0.0,0,0.0,548.924
2022-06-13 04:00:00,30,-5.8,83.0,0.0,0,0.0,548.924
2022-06-13 05:00:00,30,-4.7,67.0,0.0,0,0.0,548.924
2022-06-13 06:00:00,30,-5.5,71.0,0.0,0,0.0,548.924
2022-06-13 07:00:00,30,-7.3,81.0,0.0,0,0.0,548.924
2022-06-13 08:00:00,30,-5.8,83.0,0.0,0,0.0,548.924
2022-06-13 09:00:00,30,-1.0,62.0,0.6,0,0.0,548.924
2022-06-13 10:00:00,30,0.6,52.0,2.1,0,0.0,548.924
2022-06-13 11:00:00,30,2.2,35.0,0.3,0,0.0,548.924
2022-06-13 12:00:00,30,3.7,22.0,1.8,0,0.0,548.924
2022-06-13 13:00:00,30,5.2,21.0,2.2,0,0.0,548.924
2022-06-13 14:00:00,30,7.0,19.0,3.7,0,0.0,548.924
2022-06-13 15:00:00,30,7.8,15.0,7.8,0,0.0,548.924
2022-06-13 16:00:00,30,8.0,11.0,5.3,0,0.0,548.924
2022-06-13 17:00:00,30,7.3,11.0,6.3,0,0.0,548.924
2022-06-13 18:00:00,30,4.7,14.0,3.8,0,0.0,548.924
2022-06-13 19:00:00,30,1.9,17.0,4.7,0,0.0,548.924
2022-06-13 20:00:00,30,1.2,28.0,2.0,0,0.0,548.924
2022-06-13 21:00:00,30,0.1,37.0,0.5,0,0.0,548.924
2022-06-13 22:00:00,30,-1.6,50.0,0.8,0,0.0,548.924
2022-06-13 23:00:00,30,-3.1,56.0,0.2,0,0.0,548.924
2022-06-14 00:00:00,30,-2.4,58.0,1.9,0,0.0,548.924
2022-06-14 01:00:00,30,-2.5,50.0,0.2,0,0.0,548.924
2022-06-14 02:00:00,30,-3.5,45.0,0.9,0,0.0,548.924
2022-06-14 03:00:00,30,-4.6,46.0,0.7,0,0.0,548.924
2022-06-14 04:00:00,30,-5.1,62.0,0.0,0,0.0,548.924
2022-06-14 05:00:00,30,-6.2,64.0,0.0,0,0.0,548.924
2022-06-14 06:00:00,30,-5.8,69.0,0.0,0,0.0,548.924
2022-06-14 07:00:00,30,-5.5,61.0,0.0,0,0.0,548.924
2022-06-14 08:00:00,30,-4.8,62.0,0.0,0,0.0,548.924
2022-06-14 09:00:00,30,-1.1,54.0,0.6,0,0.0,548.924
2022-06-14 10:00:00,30,0.5,52.0,1.1,0,0.0,548.924
2022-06-14 11:00:00,30,2.1,36.0,1.4,0,0.0,548.924
2022-06-14 12:00:00,30,4.0,28.0,1.1,0,0.0,548.924
2022-06-14 13:00:00,30,5.8,21.0,2.1,0,0.0,548.924
2022-06-14 14:00:00,30,7.1,19.0,2.6,0,0.0,548.924
2022-06-14 15:00:00,30,7.9,18.0,1.4,0,0.0,548.924
2022-06-14 16:00:00,30,8.5,17.0,1.1,0,0.0,548.924
2022-06-14 17:00:00,30,8.0,20.0,5.2,0,0.0,548.924
2022-06-14 18:00:00,30,6.1,23.0,4.5,0,0.0,548.924
2022-06-14 19:00:00,30,1.9,39.0,4.1,0,0.0,548.924
2022-06-14 20:00:00,30,0.5,55.0,3.3,0,0.0,548.924
2022-06-14 21:00:00,30,-1.5,63.0,0.8,0,0.0,548.924
2022-06-14 22:00:00,30,-1.6,61.0,0.0,0,0.0,548.924
2022-06-14 23:00:00,30,-1.4,61.0,0.0,0,0.0,548.924
2022-06-15 00:00:00,30,-2.6,72.0,0.2,0,0.0,548.924
2022-06-15 01:00:00,30,-3.0,82.0,0.5,0,0.0,548.924
2022-06-15 02:00:00,30,-2.3,64.0,0.9,0,0.0,548.924
2022-06-15 03:00:00,30,-3.4,73.0,0.5,0,0.0,548.924
2022-06-15 04:00:00,30,-4.7,81.0,0.6,0,0.0,548.924
2022-06-15 05:00:00,30,-5.3,87.0,0.0,0,0.0,548.924
2022-06-15 06:00:00,30,-5.5,98.0,0.0,0,0.0,548.924
2022-06-15 07:00:00,30,-5.0,84.0,0.0,0,0.0,548.924
2022-06-15 08:00:00,30,-4.7,90.0,0.0,0,0.0,548.924
2022-06-15 09:00:00,30,-1.6,71.0,1.0,0,0.0,548.924
2022-06-15 10:00:00,30,1.2,58.0,1.2,0,0.0,548.924
2022-06-15 11:00:00,30,3.2,37.0,1.4,0,0.0,548.924
2022-06-15 12:00:00,30,4.6,33.0,4.0,0,0.0,548.924
2022-06-15 13:00:00,30,5.4,31.0,5.9,0,0.0,548.924
2022-06-15 14:00:00,30,5.3,30.0,5.5,0,0.0,548.924
2022-06-15 15:00:00,30,5.6,29.0,7.5,0,0.0,548.924
2022-06-15 16:00:00,30,5.3,33.0,7.3,0,0.0,548.924
2022-06-15 17:00:00,30,4.7,41.0,8.2,0,0.0,548.924
2022-06-15 18:00:00,30,3.1,57.0,7.8,0,0.0,548.924
2022-06-15 19:00:00,30,0.9,60.0,5.7,0,0.0,548.924
2022-06-15 20:00:00,30,-0.5,55.0,4.8,0,0.0,548.924
2022-06-15 21:00:00,30,-1.8,56.0,4.7,0,0.0,548.924
2022-06-15 22:00:00,30,-2.9,38.0,4.8,0,0.0,548.924
2022-06-15 23:00:00,30,-2.5,26.0,5.0,0,0.0,548.924
2022-06-16 00:00:00,30,-3.1,30.0,5.7,0,0.0,548.924
2022-06-16 01:00:00,30,-3.4,24.0,4.4,0,0.0,548.924
2022-06-16 02:00:00,30,-4.3,25.0,4.0,0,0.0,548.924
2022-06-16 03:00:00,30,-5.4,22.0,1.0,0,0.0,548.924
2022-06-16 04:00:00,30,-5.9,31.0,4.4,0,0.0,548.924
2022-06-16 05:00:00,30,-6.1,30.0,3.1,0,0.0,548.924
2022-06-16 06:00:00,30,-5.5,29.0,3.5,0,0.0,548.924
2022-06-16 07:00:00,30,-5.4,27.0,4.9,0,0.0,548.924
2022-06-16 08:00:00,30,-4.0,24.0,1.0,0,0.0,548.924
2022-06-16 09:00:00,30,-1.9,24.0,2.4,0,0.0,548.924
2022-06-16 10:00:00,30,0.8,27.0,5.6,0,0.0,548.924
