time,temp,RH,wind,SW_global,Discharge
2019-01-01 06:00:00,-27.362,75.702,3.303,0.0,1000000
2019-01-01 07:00:00,-27.884,76.119,3.188,0.0,1000000
2019-01-01 08:00:00,-28.557,75.005,3.348,0.0,1000000
2019-01-01 09:00:00,-28.436,73.875,3.57,0.0,1000000
2019-01-01 10:00:00,-27.937,73.083,3.929,0.0,1000000
2019-01-01 11:00:00,-27.515,74.387,4.277,0.0,1000000
2019-01-01 12:00:00,-27.149,74.19,4.313,0.0,1000000
2019-01-01 13:00:00,-27.646,74.198,4.019,0.0,1000000
2019-01-01 14:00:00,-27.81,75.455,3.747,0.0,1000000
2019-01-01 15:00:00,-29.047,76.466,3.365,0.0,1000000
2019-01-01 16:00:00,-28.18,77.741,3.251,0.0,1000000
2019-01-01 17:00:00,-28.571,77.617,3.06,0.0,1000000
2019-01-01 18:00:00,-28.812,77.27,3.041,0.0,1000000
2019-01-01 19:00:00,-28.91,77.154,2.989,0.0,1000000
2019-01-01 20:00:00,-28.312,77.952,2.92,0.0,1000000
2019-01-01 21:00:00,-29.176,78.592,2.868,0.0,1000000
2019-01-01 22:00:00,-29.459,79.129,2.728,0.0,1000000
2019-01-01 23:00:00,-29.141,77.714,2.794,0.0,1000000
2019-01-02 00:00:00,-29.677,78.486,2.495,0.0,1000000
2019-01-02 01:00:00,-29.771,78.566,2.41,0.0,1000000
2019-01-02 02:00:00,-30.055,78.345,2.336,0.0,1000000
2019-01-02 03:00:00,-30.485,78.408,2.284,0.0,1000000
2019-01-02 04:00:00,-30.86,77.155,2.352,0.0,1000000
2019-01-02 05:00:00,-31.252,76.851,2.406,0.0,1000000
2019-01-02 06:00:00,-31.52,75.858,2.538,0.0,1000000
2019-01-02 07:00:00,-31.771,75.583,2.481,0.0,1000000
2019-01-02 08:00:00,-31.635,76.982,2.549,0.0,1000000
2019-01-02 09:00:00,-30.793,76.093,2.586,0.0,1000000
2019-01-02 10:00:00,-30.524,76.199,2.702,0.0,1000000
2019-01-02 11:00:00,-30.532,76.757,2.763,0.0,1000000
2019-01-02 12:00:00,-31.096,76.316,2.76,0.0,1000000
2019-01-02 13:00:00,-31.167,75.871,2.817,0.0,1000000
2019-01-02 14:00:00,-31.15,75.987,2.9,0.0,1000000
2019-01-02 15:00:00,-31.834,76.585,3.146,0.0,1000000
2019-01-02 16:00:00,-30.228,76.208,3.507,0.0,1000000
2019-01-02 17:00:00,-29.552,77.325,3.603,0.0,1000000
2019-01-02 18:00:00,-28.829,76.947,3.899,0.0,1000000
2019-01-02 19:00:00,-27.197,75.771,4.22,0.0,1000000
2019-01-02 20:00:00,-26.888,77.338,4.618,0.0,1000000
2019-01-02 21:00:00,-25.795,76.229,4.932,0.0,1000000
2019-01-02 22:00:00,-25.207,75.507,5.33,0.0,1000000
2019-01-02 23:00:00,-24.942,75.477,6.079,0.0,1000000
2019-01-03 00:00:00,-24.262,75.092,6.773,0.0,1000000
2019-01-03 01:00:00,-24.588,75.809,6.878,0.0,1000000
2019-01-03 02:00:00,-25.532,76.948,6.549,0.0,1000000
2019-01-03 03:00:00,-26.949,76.915,6.06,0.0,1000000
2019-01-03 04:00:00,-25.762,77.975,5.444,0.0,1000000
2019-01-03 05:00:00,-26.793,79.286,4.566,0.0,1000000
2019-01-03 06:00:00,-27.432,80.132,3.934,0.0,1000000
2019-01-03 07:00:00,-28.289,81.112,3.471,0.0,1000000
2019-01-03 08:00:00,-27.814,81.175,3.284,0.0,1000000
2019-01-03 09:00:00,-28.649,79.243,3.165,0.0,1000000
2019-01-03 10:00:00,-28.624,78.816,2.912,0.0,1000000
2019-01-03 11:00:00,-29.539,78.894,2.62,0.0,1000000
2019-01-03 12:00:00,-29.57,77.48,2.364,0.0,1000000
2019-01-03 13:00:00,-29.561,77.423,2.241,0.0,1000000
2019-01-03 14:00:00,-29.903,77.051,2.125,0.0,1000000
2019-01-03 15:00:00,-30.232,76.98,1.985,0.0,1000000
2019-01-03 16:00:00,-29.534,76.833,1.911,0.0,1000000
2019-01-03 17:00:00,-29.783,76.439,1.823,0.0,1000000
2019-01-03 18:00:00,-30.103,76.344,1.855,0.0,1000000
2019-01-03 19:00:00,-30.902,76.432,1.876,0.0,1000000
2019-01-03 20:00:00,-31.814,77.151,1.843,0.0,1000000
2019-01-03 21:00:00,-32.341,77.269,1.742,0.0,1000000
2019-01-03 22:00:00,-32.474,76.599,1.694,0.0,1000000
2019-01-03 23:00:00,-32.818,76.572,1.683,0.0,1000000
2019-01-04 00:00:00,-32.835,75.929,1.65,0.0,1000000
2019-01-04 01:00:00,-32.696,76.139,1.603,0.0,1000000
2019-01-04 02:00:00,-33.12,75.944,1.49,0.0,1000000
2019-01-04 03:00:00,-32.562,75.385,1.398,0.0,1000000
2019-01-04 04:00:00,-33.237,75.348,1.289,0.0,1000000
2019-01-04 05:00:00,-33.123,75.924,1.233,0.0,1000000
2019-01-04 06:00:00,-33.158,76.662,1.128,0.0,1000000
2019-01-04 07:00:00,-32.927,77.556,1.147,0.0,1000000
2019-01-04 08:00:00,-32.502,77.393,1.153,0.0,1000000
2019-01-04 09:00:00,-32.293,78.078,1.225,0.0,1000000
2019-01-04 10:00:00,-31.889,77.758,1.257,0.0,1000000
2019-01-04 11:00:00,-32.56,79.711,1.336,0.0,1000000
2019-01-04 12:00:00,-32.201,79.794,1.305,0.0,1000000
2019-01-04 13:00:00,-32.012,78.1,1.302,0.0,1000000
2019-01-04 14:00:00,-31.944,82.516,1.377,0.0,1000000
2019-01-04 15:00:00,-31.205,79.993,1.473,0.0,1000000
2019-01-04 16:00:00,-30.597,82.679,1.693,0.0,1000000
2019-01-04 17:00:00,-30.514,79.8,1.694,0.0,1000000
2019-01-04 18:00:00,-30.613,81.013,1.797,0.0,1000000
2019-01-04 19:00:00,-30.396,81.089,1.751,0.0,1000000
2019-01-04 20:00:00,-30.027,80.937,1.758,0.0,1000000
2019-01-04 21:00:00,-29.318,81.19,1.707,0.0,1000000
2019-01-04 22:00:00,-28.735,80.89,1.701,0.0,1000000
2019-01-04 23:00:00,-28.442,80.359,1.708,0.0,1000000
2019-01-05 00:00:00,-28.531,80.272,1.681,0.0,1000000
2019-01-05 01:00:00,-28.693,79.423,1.712,0.0,1000000
2019-01-05 02:00:00,-29.018,78.361,1.69,0.0,1000000
2019-01-05 03:00:00,-29.353,77.464,1.689,0.0,1000000
2019-01-05 04:00:00,-28.941,76.66,1.647,0.0,1000000
2019-01-05 05:00:00,-28.623,75.707,1.619,0.0,1000000
2019-01-05 06:00:00,-28.694,76.198,1.693,0.0,1000000
2019-01-05 07:00:00,-28.29,76.294,1.63,0.0,1000000
2019-01-05 08:00:00,-27.827,75.218,1.52,0.0,1000000
2019-01-05 09:00:00,-28.17,75.383,1.447,0.0,1000000
2019-01-05 10:00:00,-27.653,75.455,1.415,0.0,1000000
2019-01-05 11:00:00,-27.544,75.008,1.484,0.0,1000000
2019-01-05 12:00:00,-27.512,75.805,1.414,0.0,1000000
2019-01-05 13:00:00,-27.307,75.504,1.427,0.0,1000000
2019-01-05 14:00:00,-27.835,76.275,1.387,0.0,1000000
2019-01-05 15:00:00,-28.413,76.431,1.348,0.0,1000000
2019-01-05 16:00:00,-29.552,74.224,1.291,0.0,1000000
2019-01-05 17:00:00,-29.486,74.703,1.248,0.0,1000000
2019-01-05 18:00:00,-29.289,74.856,1.194,0.0,1000000
2019-01-05 19:00:00,-29.156,74.903,1.221,0.0,1000000
2019-01-05 20:00:00,-30.1,73.678,1.266,0.0,1000000
2019-01-05 21:00:00,-31.026,74.044,1.351,0.0,1000000
2019-01-05 22:00:00,-30.866,74.282,1.436,0.0,1000000
2019-01-05 23:00:00,-31.184,74.142,1.473,0.0,1000000
2019-01-06 00:00:00,-31.069,74.135,1.412,0.0,1000000
2019-01-06 01:00:00,-30.733,74.171,1.49,0.0,1000000
2019-01-06 02:00:00,-30.839,74.553,1.496,0.0,1000000
2019-01-06 03:00:00,-30.71,74.621,1.492,0.0,1000000
2019-01-06 04:00:00,-29.177,75.94,1.398,0.0,1000000
2019-01-06 05:00:00,-29.417,74.946,1.345,0.0,1000000
2019-01-06 06:00:00,-30.27,74.719,1.147,0.0,1000000
2019-01-06 07:00:00,-31.203,74.606,1.178,0.0,1000000
2019-01-06 08:00:00,-31.63,75.31,1.256,0.0,1000000
2019-01-06 09:00:00,-31.399,75.173,1.332,0.0,1000000
2019-01-06 10:00:00,-34.549,75.178,1.403,0.0,1000000
2019-01-06 11:00:00,-34.98,74.509,1.528,0.0,1000000
2019-01-06 12:00:00,-36.113,74.17,1.678,0.0,1000000
2019-01-06 13:00:00,-35.48,72.849,1.821,0.0,1000000
