,time,ghi,sea,temp,RH,wind,ppt,Discharge,alb,vp_a,LW_in,SW_global,press,SW_direct,SW_diffuse,T_F,e_a
0,2019-09-09 00:00:00,0.0,0.0,1.551,99.451,2.101,1.34,1000000,0.85,0.0,0.0,0.0,898.966,0.0,0.0,0.0,
1,2019-09-09 01:00:00,0.0,0.0,1.445,98.265,1.853,0.0,1000000,0.845,6.667,237.084,0.0,898.966,0.0,0.0,0.0,0.735
2,2019-09-09 02:00:00,0.0,0.0,1.421,96.885,2.184,0.087,1000000,0.839,6.562,236.467,0.0,898.966,0.0,0.0,0.0,0.734
3,2019-09-09 03:00:00,0.0,0.0,1.999,88.246,2.358,0.181,1000000,0.834,6.23,236.629,0.0,898.966,0.0,0.0,0.0,0.728
4,2019-09-09 04:00:00,0.0,0.0,2.681,82.799,2.97,0.136,1000000,0.829,6.136,238.384,0.0,898.966,0.0,0.0,0.0,0.726
5,2019-09-09 05:00:00,0.0,0.0,3.471,75.892,3.064,0.204,1000000,0.824,5.948,239.959,0.0,898.966,0.0,0.0,0.0,0.723
6,2019-09-09 06:00:00,14.412,0.034,4.124,70.47,3.954,0.272,1000000,0.819,5.783,241.18,14.412,898.966,11.53,2.882,0.0,0.72
7,2019-09-09 07:00:00,83.427,0.126,3.695,73.287,4.343,0.273,1000000,0.814,5.836,240.053,83.427,898.966,66.742,16.685,0.0,0.721
8,2019-09-09 08:00:00,167.464,0.217,3.505,76.017,4.163,0.497,1000000,0.809,5.972,240.212,167.464,898.966,133.971,33.493,0.0,0.723
9,2019-09-09 09:00:00,250.295,0.3,3.82,78.054,4.104,0.197,1000000,0.804,6.27,242.951,250.295,898.966,200.236,50.059,0.0,0.728
10,2019-09-09 10:00:00,321.876,0.371,3.131,81.843,3.68,0.195,1000000,0.799,6.262,240.585,321.876,898.966,257.5,64.375,0.0,0.728
11,2019-09-09 11:00:00,374.805,0.423,1.207,91.748,2.442,0.872,1000000,0.794,6.119,233.416,374.805,898.966,299.844,74.961,0.0,0.727
12,2019-09-09 12:00:00,403.971,0.452,0.087,89.612,2.332,0.552,1000000,0.85,5.512,226.357,403.971,898.966,323.177,80.794,0.0,0.716
13,2019-09-09 13:00:00,406.632,0.455,-1.12,93.178,2.284,0.213,1000000,0.85,5.248,220.971,406.632,898.966,325.305,81.326,0.0,0.712
14,2019-09-09 14:00:00,382.521,0.431,-1.775,94.728,2.098,0.139,1000000,0.85,5.085,217.938,382.521,898.966,306.017,76.504,0.0,0.709
15,2019-09-09 15:00:00,333.86,0.383,-2.403,94.095,1.963,0.09,1000000,0.85,4.822,214.366,333.86,898.966,267.088,66.772,0.0,0.704
16,2019-09-09 16:00:00,265.278,0.315,-2.784,93.126,1.785,0.08,1000000,0.85,4.639,212.031,265.278,898.966,212.223,53.056,0.0,0.7
17,2019-09-09 17:00:00,183.714,0.233,-3.163,92.679,1.545,0.067,1000000,0.85,4.488,209.894,183.714,898.966,146.971,36.743,0.0,0.697
18,2019-09-09 18:00:00,98.641,0.143,-3.479,92.519,1.441,0.048,1000000,0.85,4.376,208.194,98.641,898.966,78.913,19.728,0.0,0.694
19,2019-09-09 19:00:00,24.503,0.05,-3.391,93.262,1.288,0.027,1000000,0.85,4.44,208.891,24.503,898.966,19.602,4.901,0.0,0.696
20,2019-09-09 20:00:00,0.0,0.0,-3.515,93.665,1.22,0.034,1000000,0.85,4.418,208.373,0.0,898.966,0.0,0.0,0.0,0.695
21,2019-09-09 21:00:00,0.0,0.0,-3.525,93.448,1.206,0.051,1000000,0.85,4.405,208.252,0.0,898.966,0.0,0.0,0.0,0.695
22,2019-09-09 22:00:00,0.0,0.0,-3.475,91.321,1.212,0.085,1000000,0.85,4.321,207.827,0.0,898.966,0.0,0.0,0.0,0.693
23,2019-09-09 23:00:00,0.0,0.0,-3.414,91.134,0.975,0.125,1000000,0.85,4.332,208.083,0.0,898.966,0.0,0.0,0.0,0.693
24,2019-09-10 00:00:00,0.0,0.0,-3.313,90.908,0.617,0.14,1000000,0.85,4.354,208.535,0.0,898.966,0.0,0.0,0.0,0.694
25,2019-09-10 01:00:00,0.0,0.0,-3.001,88.887,0.134,0.0,1000000,0.848,4.357,209.49,0.0,898.966,0.0,0.0,0.0,0.694
26,2019-09-10 02:00:00,0.0,0.0,-2.613,87.146,0.664,0.106,1000000,0.85,4.397,210.926,0.0,898.966,0.0,0.0,0.0,0.694
27,2019-09-10 03:00:00,0.0,0.0,-1.846,82.718,1.246,0.196,1000000,0.85,4.417,213.382,0.0,898.966,0.0,0.0,0.0,0.695
28,2019-09-10 04:00:00,0.0,0.0,-1.222,74.629,1.772,0.097,1000000,0.85,4.172,213.536,0.0,898.966,0.0,0.0,0.0,0.689
29,2019-09-10 05:00:00,0.0,0.0,-0.869,71.316,2.355,0.101,1000000,0.85,4.092,214.009,0.0,898.966,0.0,0.0,0.0,0.687
30,2019-09-10 06:00:00,11.376,0.028,-0.416,66.774,2.647,0.083,1000000,0.85,3.96,214.381,11.376,898.966,9.101,2.275,0.0,0.683
31,2019-09-10 07:00:00,78.614,0.12,0.336,59.269,3.422,0.032,1000000,0.85,3.712,214.68,78.614,898.966,62.891,15.723,0.0,0.677
32,2019-09-10 08:00:00,162.053,0.211,0.185,60.771,3.325,0.019,1000000,0.85,3.765,214.655,162.053,898.966,129.642,32.411,0.0,0.678
33,2019-09-10 09:00:00,244.561,0.294,-0.03,63.317,3.268,0.014,1000000,0.85,3.862,214.783,244.561,898.966,195.648,48.912,0.0,0.681
34,2019-09-10 10:00:00,315.911,0.365,-0.373,67.279,2.905,0.007,1000000,0.85,4.002,214.839,315.911,898.966,252.729,63.182,0.0,0.684
35,2019-09-10 11:00:00,368.646,0.417,-0.859,70.897,2.6,0.001,1000000,0.85,4.07,213.881,368.646,898.966,294.917,73.729,0.0,0.686
36,2019-09-10 12:00:00,397.634,0.445,-1.598,74.915,2.106,0.001,1000000,0.85,4.074,211.678,397.634,898.966,318.107,79.527,0.0,0.687
37,2019-09-10 13:00:00,400.133,0.448,-2.426,79.252,1.785,0.005,1000000,0.85,4.054,209.053,400.133,898.966,320.107,80.027,0.0,0.686
38,2019-09-10 14:00:00,375.892,0.424,-3.022,82.968,1.724,0.004,1000000,0.85,4.06,207.329,375.892,898.966,300.714,75.178,0.0,0.687
39,2019-09-10 15:00:00,327.157,0.376,-3.338,83.844,1.898,0.004,1000000,0.85,4.008,206.01,327.157,898.966,261.726,65.431,0.0,0.686
40,2019-09-10 16:00:00,258.599,0.308,-3.594,83.053,2.102,0.003,1000000,0.85,3.895,204.42,258.599,898.966,206.879,51.72,0.0,0.683
