Date,Hour,Temperature,Precipitation,RH,Wind_direction,Wind_speed
2022/06/02,22:00,-1.1,0.0,91,255,1.8
2022/06/02,23:00,-1.0,0.0,95,278,3.4
2022/06/03,00:00,-1.6,0.0,100,272,3.3
2022/06/03,01:00,-1.4,0.0,98,162,0.8
2022/06/03,02:00,-2.9,0.0,100,25,0.0
2022/06/03,03:00,-2.6,0.0,100,243,0.2
2022/06/03,04:00,-2.7,0.0,100,350,0.0
2022/06/03,05:00,-2.5,0.0,100,188,0.7
2022/06/03,06:00,-2.1,0.0,99,207,1.3
2022/06/03,07:00,-3.2,0.0,99,344,0.0
2022/06/03,08:00,-1.8,0.0,99,114,0.8
2022/06/03,09:00,-0.5,0.0,98,108,0.4
2022/06/03,10:00,1.3,0.0,82,132,0.6
2022/06/03,11:00,3.1,0.0,66,347,0.5
2022/06/03,12:00,4.4,0.0,63,31,2.2
2022/06/03,13:00,4.9,0.0,64,22,5.0
2022/06/03,14:00,6.0,0.0,59,9,5.0
2022/06/03,15:00,6.4,0.0,57,3,5.2
2022/06/03,16:00,6.2,0.0,56,6,3.7
2022/06/03,17:00,6.3,0.0,57,71,1.8
2022/06/03,18:00,5.5,0.0,59,261,5.7
2022/06/03,19:00,2.5,0.0,78,259,4.6
2022/06/03,20:00,-0.1,0.0,98,249,3.7
2022/06/03,21:00,-0.4,0.0,100,293,1.1
2022/06/03,22:00,-0.8,0.0,100,129,0.2
2022/06/03,23:00,-1.5,0.0,S/D,71,0.4
2022/06/04,00:00,-1.7,0.0,S/D,212,0.0
2022/06/04,01:00,-2.5,0.0,100,252,2.5
2022/06/04,02:00,-2.0,0.0,100,287,3.5
2022/06/04,03:00,-1.1,0.0,100,322,1.0
2022/06/04,04:00,-2.1,0.0,S/D,143,0.1
2022/06/04,05:00,-2.6,0.0,100,308,0.0
2022/06/04,06:00,-2.5,0.0,100,202,0.0
2022/06/04,07:00,-1.9,0.0,100,107,0.0
2022/06/04,08:00,-2.2,0.0,100,225,1.1
2022/06/04,09:00,-0.5,0.1,100,288,0.1
2022/06/04,10:00,1.8,0.2,87,32,0.2
2022/06/04,11:00,3.1,0.0,72,56,1.4
2022/06/04,12:00,4.1,0.0,65,43,1.8
2022/06/04,13:00,5.2,0.0,57,341,2.3
2022/06/04,14:00,6.7,0.0,48,15,2.2
2022/06/04,15:00,6.7,0.0,44,355,4.9
2022/06/04,16:00,7.4,0.0,43,1,5.0
2022/06/04,17:00,5.6,0.0,55,360,5.1
2022/06/04,18:00,5.3,0.0,63,330,5.7
2022/06/04,19:00,2.6,0.0,78,303,3.1
2022/06/04,20:00,2.5,0.0,87,297,3.0
2022/06/04,21:00,2.0,0.0,93,230,1.8
2022/06/04,22:00,1.8,0.0,98,164,0.0
2022/06/04,23:00,1.8,0.0,97,263,3.1
2022/06/05,00:00,1.5,0.0,98,243,2.5
2022/06/05,01:00,0.7,0.0,100,259,3.9
2022/06/05,02:00,-0.8,0.0,100,268,2.8
2022/06/05,03:00,-1.8,0.0,99,290,1.1
2022/06/05,04:00,-2.1,0.0,100,290,1.7
2022/06/05,05:00,-1.6,0.0,100,259,0.0
2022/06/05,06:00,-2.3,0.0,100,330,3.2
2022/06/05,07:00,-2.2,0.0,100,303,1.2
2022/06/05,08:00,-1.4,0.0,96,141,0.0
2022/06/05,09:00,0.1,0.0,88,164,0.4
2022/06/05,10:00,2.5,0.0,70,157,1.8
2022/06/05,11:00,4.4,0.0,59,59,1.6
2022/06/05,12:00,5.9,0.0,48,32,3.4
2022/06/05,13:00,7.1,0.0,44,18,5.4
2022/06/05,14:00,7.7,0.0,39,19,5.5
2022/06/05,15:00,7.9,0.0,41,359,5.1
2022/06/05,16:00,7.6,0.0,40,265,3.9
2022/06/05,17:00,7.6,0.0,41,283,6.3
2022/06/05,18:00,5.0,0.0,63,316,6.4
2022/06/05,19:00,2.6,0.0,78,280,1.8
2022/06/05,20:00,1.2,0.0,91,239,1.6
2022/06/05,21:00,-0.1,0.0,98,279,2.6
2022/06/05,22:00,0.7,0.0,100,273,1.7
2022/06/05,23:00,1.2,0.0,100,276,2.2
2022/06/06,00:00,0.7,0.0,100,267,3.0
2022/06/06,01:00,0.2,0.0,100,238,2.0
2022/06/06,02:00,0.6,0.0,100,267,1.4
2022/06/06,03:00,0.6,0.0,100,244,2.0
2022/06/06,04:00,-0.1,0.0,100,269,2.8
2022/06/06,05:00,-0.9,0.0,100,248,3.6
2022/06/06,06:00,-1.2,0.0,100,243,0.1
2022/06/06,07:00,-1.6,0.0,S/D,292,0.8
2022/06/06,08:00,-2.2,0.0,100,247,2.1
2022/06/06,09:00,0.7,0.0,92,240,2.9
2022/06/06,10:00,2.1,0.0,85,232,2.3
2022/06/06,11:00,3.9,0.0,65,51,0.4
2022/06/06,12:00,5.5,0.0,52,132,1.7
2022/06/06,13:00,6.4,0.0,44,325,3.0
2022/06/06,14:00,6.9,0.0,34,296,4.2
2022/06/06,15:00,7.1,0.0,36,304,2.8
2022/06/06,16:00,7.5,0.0,31,253,6.1
2022/06/06,17:00,6.1,0.0,35,257,5.6
2022/06/06,18:00,5.5,0.0,38,262,5.4
2022/06/06,19:00,2.8,0.0,48,277,4.2
2022/06/06,20:00,1.1,0.0,56,273,3.7
2022/06/06,21:00,0.1,0.0,65,264,3.1
2022/06/06,22:00,-0.6,0.0,76,310,3.8
2022/06/06,23:00,-1.3,0.0,84,322,5.6
2022/06/07,00:00,-1.6,0.0,77,184,1.1
2022/06/07,01:00,-0.8,0.0,73,212,1.6
2022/06/07,02:00,-1.5,0.0,73,240,2.3
2022/06/07,03:00,-2.4,0.0,92,189,0.4
2022/06/07,04:00,-2.9,0.0,95,235,0.0
2022/06/07,05:00,-3.2,0.0,99,231,0.0
2022/06/07,06:00,-4.1,0.0,97,186,0.5
2022/06/07,07:00,-4.0,0.0,99,191,0.1
2022/06/07,08:00,-3.2,0.0,95,169,0.2
2022/06/07,09:00,-0.2,0.0,76,107,1.5
2022/06/07,10:00,1.5,0.0,62,101,0.6
2022/06/07,11:00,3.5,0.0,42,26,1.6
2022/06/07,12:00,4.8,0.0,34,31,2.4
2022/06/07,13:00,6.7,0.0,31,321,2.8
2022/06/07,14:00,7.6,0.0,22,270,3.8
2022/06/07,15:00,7.7,0.0,24,251,5.0
2022/06/07,16:00,7.3,0.0,24,257,4.1
2022/06/07,17:00,6.7,0.0,31,267,6.1
2022/06/07,18:00,5.1,0.0,35,245,5.2
2022/06/07,19:00,1.5,0.0,46,233,2.9
2022/06/07,20:00,-0.1,0.0,52,279,2.6
2022/06/07,21:00,-0.5,0.0,56,268,2.2
2022/06/07,22:00,0.0,0.0,57,269,2.4
2022/06/07,23:00,-1.3,0.0,60,132,0.0
2022/06/08,00:00,-1.5,0.0,62,189,0.0
2022/06/08,01:00,-1.2,0.0,57,225,1.3
2022/06/08,02:00,-2.1,0.0,62,317,0.5
2022/06/08,03:00,-4.7,0.0,81,321,0.8
2022/06/08,04:00,-4.2,0.0,84,326,1.8
2022/06/08,05:00,-4.2,0.0,89,197,0.0
2022/06/08,06:00,-3.7,0.0,89,232,0.0
2022/06/08,07:00,-4.1,0.0,88,229,0.2
2022/06/08,08:00,-3.4,0.0,84,167,0.0
2022/06/08,09:00,-0.6,0.0,68,130,1.0
2022/06/08,10:00,1.6,0.0,62,99,1.2
2022/06/08,11:00,3.0,0.0,46,306,1.6
2022/06/08,12:00,4.2,0.0,32,85,2.1
2022/06/08,13:00,5.4,0.0,29,246,1.8
2022/06/08,14:00,6.5,0.0,27,234,3.4
2022/06/08,15:00,7.0,0.0,21,186,3.5
2022/06/08,16:00,7.1,0.0,23,211,5.9
2022/06/08,17:00,6.6,0.0,24,207,5.7
2022/06/08,18:00,5.1,0.0,26,195,5.7
2022/06/08,19:00,1.1,0.0,32,232,2.7
2022/06/08,20:00,0.1,0.0,36,278,3.2
2022/06/08,21:00,-0.9,0.0,44,281,2.7
2022/06/08,22:00,-1.2,0.0,48,305,0.8
2022/06/08,23:00,-1.5,0.0,53,292,0.4
2022/06/09,00:00,-2.0,0.0,50,213,2.5
2022/06/09,01:00,-0.9,0.0,44,218,1.7
2022/06/09,02:00,-3.3,0.0,55,261,0.0
2022/06/09,03:00,-1.6,0.0,57,258,1.4
2022/06/09,04:00,-4.1,0.0,68,178,0.0
2022/06/09,05:00,-5.5,0.0,81,315,1.0
2022/06/09,06:00,-5.3,0.0,88,190,0.1
2022/06/09,07:00,-6.0,0.0,88,145,0.1
2022/06/09,08:00,-3.4,0.0,72,208,0.1
2022/06/09,09:00,0.3,0.0,58,68,1.2
2022/06/09,10:00,1.4,0.0,58,74,2.1
2022/06/09,11:00,2.9,0.0,44,324,2.0
2022/06/09,12:00,4.9,0.0,24,213,4.0
2022/06/09,13:00,5.9,0.0,17,222,4.0
2022/06/09,14:00,6.2,0.0,18,265,5.0
2022/06/09,15:00,6.3,0.0,16,256,5.3
2022/06/09,16:00,6.0,0.0,14,240,4.8
2022/06/09,17:00,5.4,0.0,16,248,7.0
2022/06/09,18:00,4.0,0.0,18,257,5.8
2022/06/09,19:00,1.1,0.0,32,260,2.4
2022/06/09,20:00,-1.4,0.0,58,304,4.7
2022/06/09,21:00,-1.8,0.0,67,299,3.9
2022/06/09,22:00,-2.3,0.0,65,203,0.0
2022/06/09,23:00,-1.7,0.0,61,227,1.1
2022/06/10,00:00,-2.1,0.0,57,165,0.3
2022/06/10,01:00,-2.2,0.0,56,212,2.1
2022/06/10,02:00,-3.7,0.0,69,263,2.9
2022/06/10,03:00,-4.5,0.0,78,341,0.0
2022/06/10,04:00,-4.7,0.0,79,330,1.1
2022/06/10,05:00,-5.3,0.0,90,322,2.6
2022/06/10,06:00,-5.4,0.0,86,211,0.8
2022/06/10,07:00,-4.8,0.0,79,217,0.1
2022/06/10,08:00,-4.7,0.0,85,214,1.1
2022/06/10,09:00,-1.5,0.0,74,75,0.8
2022/06/10,10:00,0.6,0.0,64,41,1.9
2022/06/10,11:00,2.9,0.0,36,45,1.8
2022/06/10,12:00,3.7,0.0,24,28,2.3
2022/06/10,13:00,5.1,0.0,15,313,4.8
2022/06/10,14:00,5.6,0.0,16,277,4.8
2022/06/10,15:00,5.7,0.0,18,285,6.0
2022/06/10,16:00,5.5,0.0,21,276,6.0
2022/06/10,17:00,4.5,0.0,25,273,4.7
2022/06/10,18:00,3.2,0.0,34,279,6.2
2022/06/10,19:00,1.0,0.0,46,302,3.9
2022/06/10,20:00,-2.2,0.0,61,320,3.9
2022/06/10,21:00,-3.0,0.0,62,312,3.5
2022/06/10,22:00,-3.6,0.0,62,305,3.1
2022/06/10,23:00,-3.8,0.0,59,161,0.4
2022/06/11,00:00,-3.6,0.0,67,231,1.7
2022/06/11,01:00,-4.3,0.0,77,198,1.2
2022/06/11,02:00,-4.3,0.0,83,229,2.0
2022/06/11,03:00,-4.5,0.0,93,244,2.2
2022/06/11,04:00,-4.8,0.0,97,264,2.3
2022/06/11,05:00,-5.6,0.0,99,222,2.2
2022/06/11,06:00,-6.1,0.0,99,167,0.9
2022/06/11,07:00,-6.0,0.0,S/D,181,0.0
2022/06/11,08:00,-6.0,0.0,S/D,85,0.0
2022/06/11,09:00,-3.1,0.0,97,76,2.1
2022/06/11,10:00,-1.1,0.0,76,44,1.9
2022/06/11,11:00,1.2,0.0,50,55,1.5
2022/06/11,12:00,2.9,0.0,36,40,1.3
2022/06/11,13:00,4.9,0.0,29,82,2.8
2022/06/11,14:00,6.3,0.0,17,207,3.5
2022/06/11,15:00,7.0,0.0,11,210,5.0
2022/06/11,16:00,7.0,0.0,11,226,5.9
2022/06/11,17:00,6.1,0.0,11,221,6.5
2022/06/11,18:00,4.6,0.0,16,203,4.8
2022/06/11,19:00,0.4,0.0,26,227,2.9
2022/06/11,20:00,-0.7,0.0,34,283,2.7
2022/06/11,21:00,-2.3,0.0,46,296,3.0
2022/06/11,22:00,-2.2,0.0,43,290,2.1
2022/06/11,23:00,-2.7,0.0,44,305,1.2
2022/06/12,00:00,-3.8,0.0,51,190,0.0
2022/06/12,01:00,-3.0,0.0,49,247,0.1
2022/06/12,02:00,-4.3,0.0,65,273,1.0
2022/06/12,03:00,-4.2,0.0,70,276,0.7
2022/06/12,04:00,-4.5,0.0,65,258,0.4
2022/06/12,05:00,-4.8,0.0,58,183,0.8
2022/06/12,06:00,-6.0,0.0,66,246,0.3
2022/06/12,07:00,-5.2,0.0,57,172,0.0
2022/06/12,08:00,-4.2,0.0,57,217,0.2
2022/06/12,09:00,-0.9,0.0,47,132,1.2
2022/06/12,10:00,0.7,0.0,52,56,1.2
2022/06/12,11:00,2.2,0.0,44,32,1.3
2022/06/12,12:00,4.3,0.0,27,124,1.5
2022/06/12,13:00,5.4,0.0,15,154,1.8
2022/06/12,14:00,6.1,0.0,12,92,1.2
2022/06/12,15:00,6.7,0.0,14,241,4.0
2022/06/12,16:00,6.8,0.0,10,210,4.8
2022/06/12,17:00,6.2,0.0,8,221,3.4
2022/06/12,18:00,4.8,0.0,13,221,4.4
2022/06/12,19:00,0.4,0.0,24,256,3.1
2022/06/12,20:00,-0.9,0.0,43,331,4.2
2022/06/12,21:00,-1.2,0.0,50,319,4.3
2022/06/12,22:00,-2.6,0.0,56,288,3.9
2022/06/12,23:00,-3.0,0.0,57,235,0.2
2022/06/13,00:00,-2.6,0.0,62,224,1.1
2022/06/13,01:00,-3.2,0.0,69,218,0.0
2022/06/13,02:00,-4.0,0.0,70,194,0.0
2022/06/13,03:00,-4.4,0.0,67,263,0.0
2022/06/13,04:00,-5.8,0.0,83,267,0.0
2022/06/13,05:00,-4.7,0.0,67,179,0.0
2022/06/13,06:00,-5.5,0.0,71,252,0.0
2022/06/13,07:00,-7.3,0.0,81,311,0.0
2022/06/13,08:00,-5.8,0.0,83,202,0.0
2022/06/13,09:00,-1.0,0.0,62,116,0.6
2022/06/13,10:00,0.6,0.0,52,99,2.1
2022/06/13,11:00,2.2,0.0,35,272,0.3
2022/06/13,12:00,3.7,0.0,22,75,1.8
2022/06/13,13:00,5.2,0.0,21,29,2.2
2022/06/13,14:00,7.0,0.0,19,133,3.7
2022/06/13,15:00,7.8,0.0,15,170,7.8
2022/06/13,16:00,8.0,0.0,11,167,5.3
2022/06/13,17:00,7.3,0.0,11,166,6.3
2022/06/13,18:00,4.7,0.0,14,163,3.8
2022/06/13,19:00,1.9,0.0,17,182,4.7
2022/06/13,20:00,1.2,0.0,28,203,2.0
2022/06/13,21:00,0.1,0.0,37,197,0.5
2022/06/13,22:00,-1.6,0.0,50,248,0.8
2022/06/13,23:00,-3.1,0.0,56,348,0.2
2022/06/14,00:00,-2.4,0.0,58,249,1.9
2022/06/14,01:00,-2.5,0.0,50,202,0.2
2022/06/14,02:00,-3.5,0.0,45,183,0.9
2022/06/14,03:00,-4.6,0.0,46,282,0.7
2022/06/14,04:00,-5.1,0.0,62,263,0.0
2022/06/14,05:00,-6.2,0.0,64,317,0.0
2022/06/14,06:00,-5.8,0.0,69,199,0.0
2022/06/14,07:00,-5.5,0.0,61,194,0.0
2022/06/14,08:00,-4.8,0.0,62,196,0.0
2022/06/14,09:00,-1.1,0.0,54,75,0.6
2022/06/14,10:00,0.5,0.0,52,96,1.1
2022/06/14,11:00,2.1,0.0,36,177,1.4
2022/06/14,12:00,4.0,0.0,28,93,1.1
2022/06/14,13:00,5.8,0.0,21,108,2.1
2022/06/14,14:00,7.1,0.0,19,16,2.6
2022/06/14,15:00,7.9,0.0,18,210,1.4
2022/06/14,16:00,8.5,0.0,17,165,1.1
2022/06/14,17:00,8.0,0.0,20,222,5.2
2022/06/14,18:00,6.1,0.0,23,223,4.5
2022/06/14,19:00,1.9,0.0,39,279,4.1
2022/06/14,20:00,0.5,0.0,55,290,3.3
2022/06/14,21:00,-1.5,0.0,63,317,0.8
2022/06/14,22:00,-1.6,0.0,61,240,0.0
2022/06/14,23:00,-1.4,0.0,61,220,0.0
2022/06/15,00:00,-2.6,0.0,72,320,0.2
2022/06/15,01:00,-3.0,0.0,82,274,0.5
2022/06/15,02:00,-2.3,0.0,64,228,0.9
2022/06/15,03:00,-3.4,0.0,73,192,0.5
2022/06/15,04:00,-4.7,0.0,81,185,0.6
2022/06/15,05:00,-5.3,0.0,87,271,0.0
2022/06/15,06:00,-5.5,0.0,98,248,0.0
2022/06/15,07:00,-5.0,0.0,84,213,0.0
2022/06/15,08:00,-4.7,0.0,90,219,0.0
2022/06/15,09:00,-1.6,0.0,71,152,1.0
2022/06/15,10:00,1.2,0.0,58,109,1.2
2022/06/15,11:00,3.2,0.0,37,36,1.4
2022/06/15,12:00,4.6,0.0,33,357,4.0
2022/06/15,13:00,5.4,0.0,31,358,5.9
2022/06/15,14:00,5.3,0.0,30,9,5.5
2022/06/15,15:00,5.6,0.0,29,11,7.5
2022/06/15,16:00,5.3,0.0,33,8,7.3
2022/06/15,17:00,4.7,0.0,41,12,8.2
2022/06/15,18:00,3.1,0.0,57,360,7.8
2022/06/15,19:00,0.9,0.0,60,322,5.7
2022/06/15,20:00,-0.5,0.0,55,324,4.8
2022/06/15,21:00,-1.8,0.0,56,316,4.7
2022/06/15,22:00,-2.9,0.0,38,332,4.8
2022/06/15,23:00,-2.5,0.0,26,338,5.0
2022/06/16,00:00,-3.1,0.0,30,337,5.7
2022/06/16,01:00,-3.4,0.0,24,343,4.4
2022/06/16,02:00,-4.3,0.0,25,332,4.0
2022/06/16,03:00,-5.4,0.0,22,230,1.0
2022/06/16,04:00,-5.9,0.0,31,328,4.4
2022/06/16,05:00,-6.1,0.0,30,312,3.1
2022/06/16,06:00,-5.5,0.0,29,314,3.5
2022/06/16,07:00,-5.4,0.0,27,286,4.9
2022/06/16,08:00,-4.0,0.0,24,150,1.0
2022/06/16,09:00,-1.9,0.0,24,238,2.4
2022/06/16,10:00,0.8,0.0,27,251,5.6
2022/06/16,11:00,3.4,0.0,21,306,7.2
2022/06/16,12:00,4.5,0.0,18,291,6.6
2022/06/16,13:00,5.2,0.0,19,277,5.0
2022/06/16,14:00,6.4,0.0,17,295,5.9
2022/06/16,15:00,6.8,0.0,20,311,6.0
2022/06/16,16:00,6.6,0.0,18,301,6.3
2022/06/16,17:00,5.9,0.0,19,294,5.4
2022/06/16,18:00,4.5,0.0,22,278,6.0
2022/06/16,19:00,2.0,0.0,30,292,4.6
2022/06/16,20:00,0.4,0.0,42,294,5.0
2022/06/16,21:00,-1.5,0.0,49,283,3.0
2022/06/16,22:00,-2.3,0.0,55,295,4.1
2022/06/16,23:00,-3.1,0.0,62,293,3.3
2022/06/17,00:00,-4.4,0.0,68,318,3.6
2022/06/17,01:00,-4.1,0.0,61,316,3.9
2022/06/17,02:00,-4.3,0.0,51,295,2.7
2022/06/17,03:00,-4.8,0.0,50,284,2.5
2022/06/17,04:00,-6.3,0.0,58,315,3.7
2022/06/17,05:00,-6.2,0.0,59,325,2.8
2022/06/17,06:00,-6.0,0.0,56,306,3.8
2022/06/17,07:00,-6.9,0.0,64,324,2.3
2022/06/17,08:00,-4.1,0.0,54,312,2.6
2022/06/17,09:00,-0.3,0.0,40,287,3.1
2022/06/17,10:00,1.4,0.0,35,266,4.2
2022/06/17,11:00,3.3,0.0,27,243,4.3
2022/06/17,12:00,4.7,0.0,23,264,4.2
2022/06/17,13:00,6.0,0.0,19,276,5.3
2022/06/17,14:00,6.6,0.0,17,278,4.9
2022/06/17,15:00,7.1,0.0,16,289,6.3
2022/06/17,16:00,6.8,0.0,15,276,5.7
2022/06/17,17:00,6.1,0.0,16,281,5.1
2022/06/17,18:00,4.8,0.0,22,310,4.4
2022/06/17,19:00,1.1,0.0,32,274,2.7
2022/06/17,20:00,-0.6,0.0,48,305,4.4
2022/06/17,21:00,-1.1,0.0,62,308,3.9
2022/06/17,22:00,-2.1,0.0,68,318,4.0
2022/06/17,23:00,-1.6,0.0,62,325,4.9
2022/06/18,00:00,-2.9,0.0,76,329,4.7
2022/06/18,01:00,-1.9,0.0,65,326,6.3
2022/06/18,02:00,-2.4,0.0,56,327,6.7
2022/06/18,03:00,-2.9,0.0,42,329,6.8
2022/06/18,04:00,-3.2,0.0,40,327,6.3
2022/06/18,05:00,-5.0,0.0,45,309,4.3
2022/06/18,06:00,-6.3,0.0,51,285,1.9
2022/06/18,07:00,-5.0,0.0,40,217,0.0
2022/06/18,08:00,-4.8,0.0,48,329,0.5
2022/06/18,09:00,-0.4,0.0,39,124,1.6
2022/06/18,10:00,0.8,0.0,37,68,1.9
2022/06/18,11:00,3.2,0.0,26,271,2.4
2022/06/18,12:00,4.3,0.0,22,323,3.7
2022/06/18,13:00,5.2,0.0,22,326,4.4
2022/06/18,14:00,5.6,0.0,22,331,4.9
2022/06/18,15:00,5.9,0.0,23,315,3.8
2022/06/18,16:00,5.7,0.0,25,288,4.2
2022/06/18,17:00,5.1,0.0,28,263,5.4
2022/06/18,18:00,3.8,0.0,33,282,6.2
2022/06/18,19:00,0.9,0.0,45,273,4.1
2022/06/18,20:00,-0.4,0.0,63,331,6.0
2022/06/18,21:00,-1.2,0.0,76,302,5.7
2022/06/18,22:00,-2.5,0.0,78,288,2.1
2022/06/18,23:00,-2.6,0.0,80,264,1.2
2022/06/19,00:00,-2.9,0.0,82,143,0.0
2022/06/19,01:00,-3.6,0.0,88,237,0.2
2022/06/19,02:00,-4.1,0.0,91,310,0.0
2022/06/19,03:00,-4.6,0.0,98,262,1.2
2022/06/19,04:00,-5.0,0.0,97,317,0.7
2022/06/19,05:00,-5.5,0.0,86,246,2.5
2022/06/19,06:00,-5.1,0.0,81,180,0.0
2022/06/19,07:00,-6.8,0.0,87,302,3.0
2022/06/19,08:00,-5.7,0.0,85,70,0.0
2022/06/19,09:00,-1.3,0.0,74,106,0.4
2022/06/19,10:00,-0.1,0.0,66,223,1.8
2022/06/19,11:00,1.7,0.0,56,81,1.4
2022/06/19,12:00,3.7,0.0,45,142,2.1
2022/06/19,13:00,5.3,0.0,38,352,2.2
2022/06/19,14:00,6.3,0.0,33,199,1.7
2022/06/19,15:00,5.5,0.0,29,246,1.2
2022/06/19,16:00,6.2,0.0,29,259,4.7
2022/06/19,17:00,5.7,0.0,31,254,5.4
2022/06/19,18:00,4.8,0.0,37,251,4.7
2022/06/19,19:00,1.3,0.0,51,270,4.3
2022/06/19,20:00,-0.2,0.0,60,280,3.8
2022/06/19,21:00,-1.2,0.0,69,305,4.1
2022/06/19,22:00,-2.2,0.0,81,324,3.8
2022/06/19,23:00,-2.7,0.0,77,313,4.3
2022/06/20,00:00,-3.2,0.0,73,308,4.0
2022/06/20,01:00,-3.2,0.0,75,341,3.5
2022/06/20,02:00,-3.9,0.0,77,328,3.5
2022/06/20,03:00,-3.4,0.0,73,234,0.1
2022/06/20,04:00,-3.9,0.0,79,179,0.0
2022/06/20,05:00,-4.3,0.0,84,259,0.0
2022/06/20,06:00,-4.8,0.0,86,343,0.0
2022/06/20,07:00,-5.5,0.0,91,228,0.5
2022/06/20,08:00,-3.9,0.0,80,212,1.3
2022/06/20,09:00,-0.5,0.0,69,116,1.7
2022/06/20,10:00,1.4,0.0,65,59,2.0
2022/06/20,11:00,2.5,0.0,55,311,2.2
2022/06/20,12:00,3.1,0.0,46,330,3.7
2022/06/20,13:00,3.6,0.0,45,347,2.6
2022/06/20,14:00,4.8,0.0,40,310,5.0
2022/06/20,15:00,5.9,0.0,37,310,7.4
2022/06/20,16:00,5.5,0.0,41,321,6.4
2022/06/20,17:00,3.8,0.0,50,308,7.5
2022/06/20,18:00,2.2,0.0,58,313,5.9
2022/06/20,19:00,0.1,0.0,67,320,4.7
2022/06/20,20:00,-1.3,0.0,73,301,3.8
2022/06/20,21:00,-3.1,0.0,86,285,4.3
2022/06/20,22:00,-3.4,0.0,90,280,3.1
2022/06/20,23:00,-3.2,0.0,86,307,3.0
2022/06/21,00:00,-3.2,0.0,80,283,2.8
2022/06/21,01:00,-2.6,0.0,77,267,2.4
2022/06/21,02:00,-3.2,0.0,72,294,2.7
2022/06/21,03:00,-3.8,0.0,76,268,4.4
2022/06/21,04:00,-4.0,0.0,79,271,3.5
2022/06/21,05:00,-2.5,0.0,80,273,4.1
2022/06/21,06:00,-1.4,0.0,78,276,5.6
2022/06/21,07:00,-1.3,0.0,82,244,3.1
2022/06/21,08:00,-1.1,0.0,88,262,3.4
2022/06/21,09:00,0.3,0.0,74,283,4.2
2022/06/21,10:00,1.4,0.0,62,257,6.0
2022/06/21,11:00,2.6,0.0,57,272,6.2
2022/06/21,12:00,3.9,0.0,46,331,3.9
2022/06/21,13:00,5.4,0.0,41,272,5.6
2022/06/21,14:00,5.6,0.0,39,271,6.2
2022/06/21,15:00,5.8,0.0,35,278,7.3
2022/06/21,16:00,5.7,0.0,33,279,7.4
2022/06/21,17:00,4.9,0.0,35,247,5.8
2022/06/21,18:00,3.9,0.0,39,250,4.7
2022/06/21,19:00,1.3,0.0,48,266,4.1
2022/06/21,20:00,-0.1,0.0,55,277,3.6
2022/06/21,21:00,-1.7,0.0,66,293,4.3
2022/06/21,22:00,-2.2,0.0,70,320,4.1
2022/06/21,23:00,-2.7,0.0,69,312,3.8
2022/06/22,00:00,-3.2,0.0,70,310,4.3
