Name	Terrain 3D Area  (m2)	Fill Volume  (m3)	Fill Volume  Error (m3)	Cut Volume  (m3)	Cut Volume  Error (m3)	Total Volume  (m3)	Total Volume  Error (m3)
03-01-22	65.5418	-0.0159188	0.00459053	30.1614	0.378425	30.1455	0.383015
Name	Terrain 3D Area  (m2)	Fill Volume  (m3)	Fill Volume  Error (m3)	Cut Volume  (m3)	Cut Volume  Error (m3)	Total Volume  (m3)	Total Volume  Error (m3)
23-12-21	56.6248	-0.00226208	0.0008811	21.7997	0.312612	21.7974	0.313493
