MultiMADD2 N°2023
Measuring site:	MultiMADD2 n° 2023 - UniFR

Timezone:	GMT+01:00
Conductivity:	Compensated at 25°C

Date and time	M1 - Wind direction	M2 - Average wind	M3 - Maximum wind	M4 - Air temperature	M5 - Humidity	M6 - Atmospheric pressure	M7 - Rain
2020.12.21 15:50:00	62	0.6	1.2	2.8	73.4	901.0	0.00
2020.12.21 15:55:00	323	0.5	1.0	2.9	73.0	900.8	0.00
2020.12.21 16:00:00	164	0.7	1.5	2.7	74.5	900.8	0.00
2020.12.21 16:05:00	94	2.9	7.7	6.3	55.6	900.6	0.00
2020.12.21 16:10:00	102	3.5	6.7	7.5	51.3	900.7	0.00
2020.12.21 16:15:00	104	4.1	8.6	7.7	50.0	900.9	0.00
2020.12.21 16:20:00	109	4.2	7.2	7.8	48.6	900.9	0.00
2020.12.21 16:25:00	101	4.0	7.6	7.8	49.0	900.8	0.00
2020.12.21 16:30:00	101	3.8	7.5	7.7	49.7	900.8	0.00
2020.12.21 16:35:00	104	4.2	8.5	7.5	50.8	900.9	0.00
2020.12.21 16:40:00	105	4.6	9.6	7.4	51.7	900.9	0.00
2020.12.21 16:45:00	99	4.4	10.3	7.5	51.4	900.8	0.01
2020.12.21 16:50:00	100	4.4	8.7	7.2	53.7	901.0	0.00
2020.12.21 16:55:00	99	4.6	9.0	7.2	53.0	901.1	0.00
2020.12.21 17:00:00	102	4.1	8.5	7.1	53.0	901.0	0.00
2020.12.21 17:05:00	103	4.6	8.2	7.1	53.7	901.0	0.01
2020.12.21 17:10:00	101	4.1	8.5	7.1	54.3	901.0	0.01
2020.12.21 17:15:00	100	4.1	8.8	6.9	54.3	901.0	0.01
2020.12.21 17:20:00	99	4.4	8.3	7.0	54.5	900.9	0.00
2020.12.21 17:25:00	96	4.1	9.5	7.0	53.3	900.8	0.00
2020.12.21 17:30:00	94	4.7	9.3	7.3	52.6	900.9	0.03
2020.12.21 17:35:00	96	3.9	9.3	7.1	52.8	900.9	0.01
2020.12.21 17:40:00	95	4.6	11.6	7.1	54.4	901.1	0.08
2020.12.21 17:45:00	98	4.7	9.3	6.9	56.2	901.1	0.05
2020.12.21 17:50:00	103	4.2	8.2	6.6	58.2	901.1	0.03
2020.12.21 17:55:00	98	4.2	9.4	6.6	58.1	901.1	0.03
2020.12.21 18:00:00	90	4.2	8.0	6.6	58.3	901.2	0.01
2020.12.21 18:05:00	90	4.3	8.5	6.6	58.3	901.1	0.02
2020.12.21 18:10:00	96	4.0	8.0	6.6	58.7	901.2	0.02
2020.12.21 18:15:00	93	3.9	8.3	6.6	57.9	901.2	0.02
2020.12.21 18:20:00	89	4.4	8.2	6.8	57.6	901.1	0.01
2020.12.21 18:25:00	99	3.8	8.3	6.7	58.8	901.0	0.01
2020.12.21 18:30:00	94	4.4	10.4	6.6	57.7	901.0	0.00
2020.12.21 18:35:00	94	4.9	9.7	6.6	58.3	900.8	0.00
2020.12.21 18:40:00	94	4.9	9.2	6.7	57.0	900.7	0.00
2020.12.21 18:45:00	93	5.0	10.1	6.9	56.0	900.5	0.00
2020.12.21 18:50:00	96	4.6	9.8	6.9	55.6	900.5	0.00
2020.12.21 18:55:00	96	4.7	8.7	7.2	54.6	900.5	0.00
2020.12.21 19:00:00	100	5.1	10.3	7.4	54.9	900.9	0.04
2020.12.21 19:05:00	100	3.7	9.8	7.4	55.0	900.9	0.04
2020.12.21 19:10:00	101	3.1	8.2	7.2	57.1	901.1	0.13
2020.12.21 19:15:00	101	2.4	4.9	7.0	58.9	901.2	0.13
2020.12.21 19:20:00	148	1.7	4.9	6.4	62.9	901.3	0.08
2020.12.21 19:25:00	154	1.2	4.7	4.5	74.0	901.3	0.15
2020.12.21 19:30:00	101	2.7	5.6	5.9	65.7	901.2	0.19
2020.12.21 19:35:00	93	3.3	6.4	6.1	66.2	901.4	0.13
2020.12.21 19:40:00	101	3.3	7.3	6.1	65.9	901.3	0.16
2020.12.21 19:45:00	94	4.0	6.8	5.9	66.9	901.4	0.10
2020.12.21 19:50:00	93	3.5	6.8	6.0	67.4	901.4	0.14
2020.12.21 19:55:00	92	2.7	7.1	5.8	68.9	901.4	0.05
2020.12.21 20:00:00	106	2.2	6.6	5.9	68.4	901.4	0.03
2020.12.21 20:05:00	117	2.1	4.3	5.5	70.8	901.5	0.00
2020.12.21 20:10:00	134	1.4	3.3	5.1	73.5	901.5	0.00
2020.12.21 20:15:00	120	1.7	3.2	4.8	74.1	901.4	0.06
2020.12.21 20:20:00	117	2.1	4.9	5.4	71.2	901.3	0.01
2020.12.21 20:25:00	127	1.8	4.2	5.3	73.0	901.4	0.03
2020.12.21 20:30:00	111	1.2	2.6	5.0	76.9	901.6	0.02
2020.12.21 20:35:00	107	0.8	1.9	4.1	80.7	901.7	0.01
2020.12.21 20:40:00	160	0.6	1.2	3.7	82.9	901.7	0.00
2020.12.21 20:45:00	209	0.5	1.3	3.7	85.1	901.6	0.01
2020.12.21 20:50:00	109	0.3	0.8	3.6	85.8	901.7	0.04
2020.12.21 20:55:00	78	0.6	1.4	3.4	86.7	901.7	0.03
2020.12.21 21:00:00	160	0.3	0.6	3.3	85.9	901.8	0.15
2020.12.21 21:05:00	109	0.6	1.2	3.1	88.2	901.8	0.10
2020.12.21 21:10:00	210	0.4	0.9	2.9	89.0	901.9	0.06
2020.12.21 21:15:00	58	0.4	1.0	3.0	90.4	901.9	0.04
2020.12.21 21:20:00	323	0.3	1.0	3.0	90.1	901.9	0.08
2020.12.21 21:25:00	33	0.3	0.8	2.9	90.0	902.0	0.08
2020.12.21 21:30:00	106	0.4	1.1	2.9	90.3	902.0	0.05
2020.12.21 21:35:00	147	0.6	1.0	2.7	89.3	902.0	0.02
2020.12.21 21:40:00	89	0.5	0.9	2.7	90.8	902.0	0.05
2020.12.21 21:45:00	117	0.2	0.7	2.6	90.6	902.1	0.17
2020.12.21 21:50:00	83	0.4	1.4	2.8	91.4	902.3	0.14
2020.12.21 21:55:00	346	0.4	1.0	2.7	91.1	902.4	0.34
2020.12.21 22:00:00	203	0.2	0.4	2.7	91.1	902.4	0.37
2020.12.21 22:05:00	69	0.3	0.8	2.4	90.6	902.5	0.18
2020.12.21 22:10:00	60	0.4	1.2	2.6	91.4	902.5	0.10
2020.12.21 22:15:00	160	0.4	1.0	2.5	91.1	902.5	0.16
2020.12.21 22:20:00	96	0.8	1.4	2.7	92.0	902.4	0.14
2020.12.21 22:25:00	221	0.3	1.0	2.7	91.9	902.5	0.12
2020.12.21 22:30:00	51	0.4	1.0	2.7	91.9	902.4	0.07
2020.12.21 22:35:00	354	0.5	1.0	2.9	92.1	902.5	0.02
2020.12.21 22:40:00	180	0.4	1.0	2.7	91.6	902.7	0.01
2020.12.21 22:45:00	101	0.6	1.2	2.5	91.1	902.7	0.08
2020.12.21 22:50:00	235	0.3	0.7	2.5	91.6	902.5	0.17
2020.12.21 22:55:00	137	0.3	1.0	2.7	92.1	902.5	0.05
2020.12.21 23:00:00	283	0.5	0.8	2.8	92.3	902.5	0.02
2020.12.21 23:05:00	65	0.4	1.1	2.9	92.4	902.7	0.00
2020.12.21 23:10:00	79	0.6	1.2	3.0	92.3	902.8	0.10
2020.12.21 23:15:00	327	0.3	0.7	3.0	92.1	902.8	0.05
2020.12.21 23:20:00	12	0.5	1.1	3.0	92.1	902.9	0.03
2020.12.21 23:25:00	177	0.4	1.5	3.1	92.2	902.9	0.01
2020.12.21 23:30:00	117	0.8	1.8	2.9	91.6	903.0	0.00
2020.12.21 23:35:00	45	0.6	1.6	2.9	91.5	903.0	0.00
2020.12.21 23:40:00	123	0.5	1.2	2.9	91.5	902.8	0.00
2020.12.21 23:45:00	155	0.4	1.0	2.8	91.1	902.8	0.00
2020.12.21 23:50:00	141	0.7	1.5	2.6	91.3	902.8	0.00
2020.12.21 23:55:00	85	0.7	1.4	2.9	92.1	902.9	0.00
2020.12.22 00:00:00	129	0.5	1.2	2.5	91.2	902.7	0.00
2020.12.22 00:05:00	182	0.3	0.9	2.6	91.8	902.8	0.00
2020.12.22 00:10:00	144	0.4	1.7	2.6	91.9	902.7	0.00
2020.12.22 00:15:00	111	1.2	2.4	3.0	92.5	902.7	0.00
2020.12.22 00:20:00	199	0.7	1.8	3.1	92.4	902.8	0.00
2020.12.22 00:25:00	142	0.3	1.2	2.9	91.5	902.7	0.00
2020.12.22 00:30:00	102	0.7	2.2	2.9	91.9	902.5	0.00
2020.12.22 00:35:00	135	0.7	1.7	3.1	91.5	902.4	0.00
2020.12.22 00:40:00	307	0.6	1.2	3.0	91.0	902.3	0.00
2020.12.22 00:45:00	300	0.9	1.9	3.2	91.7	902.3	0.00
2020.12.22 00:50:00	270	0.8	1.6	3.3	91.6	902.5	0.00
2020.12.22 00:55:00	30	0.4	1.4	3.5	91.8	902.5	0.00
2020.12.22 01:00:00	70	0.6	1.3	3.7	91.2	902.4	0.00
2020.12.22 01:05:00	156	0.6	1.2	3.4	89.3	902.4	0.00
2020.12.22 01:10:00	98	0.7	1.1	3.3	89.7	902.4	0.00
2020.12.22 01:15:00	106	0.7	1.7	3.5	91.1	902.4	0.00
2020.12.22 01:20:00	299	0.5	1.1	3.5	90.3	902.5	0.00
2020.12.22 01:25:00	233	0.4	1.1	3.3	90.4	902.4	0.00
2020.12.22 01:30:00	72	0.4	1.6	3.3	90.3	902.3	0.00
2020.12.22 01:35:00	194	0.5	1.2	3.2	90.2	902.3	0.00
2020.12.22 01:40:00	117	0.6	1.6	3.1	90.9	902.4	0.00
2020.12.22 01:45:00	79	0.7	1.6	3.4	91.8	902.4	0.00
2020.12.22 01:50:00	257	0.5	1.0	3.3	90.9	902.5	0.00
2020.12.22 01:55:00	174	0.4	0.8	3.2	90.9	902.6	0.00
2020.12.22 02:00:00	135	0.6	1.3	2.9	90.2	902.6	0.00
2020.12.22 02:05:00	214	0.5	1.1	3.0	91.3	902.7	0.00
2020.12.22 02:10:00	226	0.5	1.1	3.1	91.8	902.7	0.00
2020.12.22 02:15:00	149	0.7	1.5	3.0	91.4	902.8	0.00
2020.12.22 02:20:00	104	0.7	1.7	3.1	91.7	902.9	0.00
2020.12.22 02:25:00	91	0.5	1.2	3.3	91.9	902.8	0.00
2020.12.22 02:30:00	139	0.6	1.7	3.2	91.1	902.7	0.00
2020.12.22 02:35:00	125	0.5	1.2	3.3	91.4	902.7	0.00
2020.12.22 02:40:00	243	0.6	1.2	3.2	91.1	902.8	0.00
2020.12.22 02:45:00	119	1.1	2.6	3.2	90.8	902.8	0.00
2020.12.22 02:50:00	125	0.5	1.5	3.3	91.0	902.7	0.00
2020.12.22 02:55:00	0	0.5	1.0	3.3	90.6	902.7	0.00
2020.12.22 03:00:00	173	0.4	1.4	3.2	90.4	902.5	0.00
2020.12.22 03:05:00	206	0.8	1.5	3.0	90.7	902.4	0.00
2020.12.22 03:10:00	127	0.9	1.5	3.3	92.0	902.4	0.00
2020.12.22 03:15:00	94	0.7	1.7	3.1	89.8	902.4	0.00
2020.12.22 03:20:00	117	1.1	2.5	3.3	91.8	902.2	0.00
2020.12.22 03:25:00	53	0.7	1.9	3.5	90.8	902.3	0.00
2020.12.22 03:30:00	185	0.6	1.0	3.3	89.7	902.4	0.00
2020.12.22 03:35:00	150	0.8	2.0	3.2	90.6	902.4	0.00
2020.12.22 03:40:00	338	0.5	1.3	3.2	91.0	902.3	0.00
2020.12.22 03:45:00	81	0.4	1.0	3.1	90.7	902.2	0.00
2020.12.22 03:50:00	34	0.5	1.4	2.9	90.8	902.3	0.00
2020.12.22 03:55:00	66	0.5	0.9	3.0	91.6	902.4	0.00
2020.12.22 04:00:00	166	1.0	1.8	3.2	91.7	902.4	0.00
2020.12.22 04:05:00	254	1.0	2.3	3.5	91.3	902.4	0.00
2020.12.22 04:10:00	149	0.9	1.7	3.6	91.2	902.3	0.00
2020.12.22 04:15:00	91	0.5	1.2	3.6	89.6	902.4	0.00
2020.12.22 04:20:00	206	0.5	1.4	3.2	88.4	902.6	0.00
2020.12.22 04:25:00	278	0.8	1.8	3.3	90.7	902.4	0.00
2020.12.22 04:30:00	299	1.0	2.0	3.5	91.3	902.5	0.00
2020.12.22 04:35:00	155	0.4	1.4	3.5	90.6	902.3	0.00
2020.12.22 04:40:00	180	0.9	1.9	3.5	89.4	902.4	0.00
2020.12.22 04:45:00	40	0.5	1.3	3.5	89.9	902.5	0.00
2020.12.22 04:50:00	74	0.6	1.2	3.3	89.8	902.4	0.00
2020.12.22 04:55:00	147	0.5	1.2	3.2	90.3	902.4	0.00
2020.12.22 05:00:00	269	0.5	1.6	3.2	90.6	902.5	0.00
2020.12.22 05:05:00	125	0.5	1.2	3.3	91.3	902.5	0.00
2020.12.22 05:10:00	117	0.9	1.5	3.3	90.0	902.5	0.00
2020.12.22 05:15:00	139	0.9	2.1	3.3	90.3	902.5	0.00
2020.12.22 05:20:00	274	0.5	1.1	3.4	91.0	902.4	0.00
2020.12.22 05:25:00	0	0.4	0.9	3.3	91.0	902.3	0.00
2020.12.22 05:30:00	213	0.6	1.2	3.1	89.9	902.3	0.00
2020.12.22 05:35:00	317	0.8	1.9	3.6	91.7	902.2	0.00
2020.12.22 05:40:00	208	1.0	2.4	3.6	90.0	902.3	0.00
2020.12.22 05:45:00	55	0.9	2.0	4.0	87.6	902.4	0.00
2020.12.22 05:50:00	169	0.6	1.9	4.0	87.9	902.3	0.00
2020.12.22 05:55:00	210	0.6	1.5	3.8	88.4	902.6	0.00
2020.12.22 06:00:00	69	0.7	1.5	3.7	89.2	902.7	0.00
2020.12.22 06:05:00	126	0.7	1.7	3.6	86.3	902.7	0.00
2020.12.22 06:10:00	68	0.9	2.0	3.6	89.0	902.8	0.00
2020.12.22 06:15:00	269	0.6	1.3	3.5	88.8	902.8	0.00
2020.12.22 06:20:00	112	0.5	1.3	3.4	89.0	902.8	0.00
2020.12.22 06:25:00	82	0.4	1.0	3.4	89.8	902.9	0.00
2020.12.22 06:30:00	171	0.7	1.6	3.2	89.6	902.9	0.00
2020.12.22 06:35:00	135	1.0	2.3	3.4	89.6	902.8	0.00
2020.12.22 06:40:00	310	0.6	1.4	3.3	90.1	902.8	0.00
2020.12.22 06:45:00	181	0.6	2.2	3.4	91.0	902.7	0.00
2020.12.22 06:50:00	45	0.6	1.6	3.4	89.4	902.8	0.00
2020.12.22 06:55:00	41	0.3	0.8	3.6	90.4	902.8	0.00
2020.12.22 07:00:00	160	0.4	1.5	3.5	89.3	902.9	0.00
2020.12.22 07:05:00	141	1.3	3.2	3.7	88.5	903.0	0.00
2020.12.22 07:10:00	187	0.9	2.4	3.7	88.5	902.9	0.00
2020.12.22 07:15:00	210	1.1	2.2	3.7	89.1	902.8	0.00
2020.12.22 07:20:00	189	0.8	1.9	3.6	89.2	902.8	0.00
2020.12.22 07:25:00	173	0.9	2.3	3.8	88.8	902.8	0.00
2020.12.22 07:30:00	260	0.6	1.1	3.7	88.9	902.9	0.00
2020.12.22 07:35:00	127	0.6	1.5	3.7	87.7	903.0	0.00
2020.12.22 07:40:00	92	0.6	1.1	3.4	88.6	903.0	0.00
2020.12.22 07:45:00	96	0.4	1.2	3.5	89.5	903.0	0.00
2020.12.22 07:50:00	122	0.5	1.2	3.4	88.4	903.0	0.00
2020.12.22 07:55:00	125	0.5	1.2	3.5	89.9	903.0	0.00
2020.12.22 08:00:00	296	0.5	1.3	3.4	89.9	903.2	0.00
2020.12.22 08:05:00	50	0.8	1.7	3.6	90.0	903.1	0.00
2020.12.22 08:10:00	179	0.9	1.9	3.6	89.2	903.2	0.00
2020.12.22 08:15:00	26	0.5	1.2	3.7	87.8	903.4	0.00
2020.12.22 08:20:00	98	0.6	1.2	3.7	88.1	903.4	0.00
2020.12.22 08:25:00	196	0.8	2.6	3.8	88.2	903.5	0.00
2020.12.22 08:30:00	154	0.7	1.9	4.3	86.2	903.5	0.00
2020.12.22 08:35:00	259	0.4	1.1	4.2	86.0	903.5	0.00
2020.12.22 08:40:00	126	0.7	1.3	3.9	86.4	903.5	0.00
2020.12.22 08:45:00	84	0.7	1.6	3.8	87.9	903.4	0.00
2020.12.22 08:50:00	160	0.7	1.7	3.6	88.9	903.4	0.00
2020.12.22 08:55:00	346	0.6	1.4	3.6	87.6	903.4	0.00
2020.12.22 09:00:00	190	0.6	1.4	3.6	87.5	903.5	0.00
2020.12.22 09:05:00	102	0.8	1.6	3.9	86.4	903.4	0.00
2020.12.22 09:10:00	171	0.6	1.6	3.7	88.5	903.6	0.00
2020.12.22 09:15:00	226	0.4	1.1	3.6	88.4	903.6	0.00
2020.12.22 09:20:00	151	0.4	1.0	3.6	88.1	903.7	0.00
2020.12.22 09:25:00	327	0.7	1.4	3.6	89.5	903.8	0.00
2020.12.22 09:30:00	196	0.7	1.4	3.5	86.5	903.8	0.00
2020.12.22 09:35:00	118	0.8	1.6	3.5	87.7	903.7	0.00
2020.12.22 09:40:00	59	0.3	1.0	3.5	88.5	903.7	0.00
2020.12.22 09:45:00	154	0.3	0.5	3.5	88.5	903.7	0.00
2020.12.22 09:50:00	127	0.4	0.9	3.3	87.8	903.8	0.00
2020.12.22 09:55:00	79	0.6	1.6	3.6	89.7	903.8	0.00
2020.12.22 10:00:00	151	0.7	1.4	3.6	89.4	903.8	0.00
2020.12.22 10:05:00	180	0.8	2.1	4.0	87.3	903.8	0.00
2020.12.22 10:10:00	150	0.9	1.8	4.0	87.2	903.8	0.00
2020.12.22 10:15:00	111	1.0	1.7	4.5	85.5	903.9	0.00
2020.12.22 10:20:00	130	0.9	1.8	4.2	85.3	904.0	0.00
2020.12.22 10:25:00	88	0.8	1.3	4.3	85.3	903.9	0.00
2020.12.22 10:30:00	81	0.5	1.2	4.4	85.6	903.9	0.00
2020.12.22 10:35:00	103	0.9	2.2	4.6	85.9	904.0	0.00
2020.12.22 10:40:00	113	0.8	1.6	4.6	83.2	904.0	0.00
2020.12.22 10:45:00	56	0.3	0.7	4.5	85.9	904.1	0.00
2020.12.22 10:50:00	16	0.2	0.5	4.7	85.7	904.0	0.00
2020.12.22 10:55:00	135	0.3	1.1	4.7	82.6	904.0	0.00
2020.12.22 11:00:00	177	0.5	1.4	4.6	85.7	904.0	0.00
2020.12.22 11:05:00	125	0.4	1.1	4.7	86.1	904.1	0.00
2020.12.22 11:10:00	314	0.3	0.9	5.0	84.1	904.1	0.00
2020.12.22 11:15:00	249	0.8	2.0	5.0	83.6	904.2	0.00
2020.12.22 11:20:00	122	1.0	1.9	4.9	83.4	904.1	0.00
2020.12.22 11:25:00	160	0.5	1.2	4.9	82.1	904.1	0.00
2020.12.22 11:30:00	153	0.4	0.9	5.1	84.6	904.1	0.00
2020.12.22 11:35:00	107	0.8	1.6	5.2	81.7	904.1	0.00
2020.12.22 11:40:00	300	0.2	0.8	5.0	83.1	904.1	0.00
2020.12.22 11:45:00	133	0.3	0.9	4.9	83.9	904.0	0.00
2020.12.22 11:50:00	105	0.9	1.5	4.5	86.4	904.1	0.00
2020.12.22 11:55:00	166	0.3	1.1	4.6	85.8	904.1	0.00
2020.12.22 12:00:00	85	0.5	1.1	4.6	84.5	904.2	0.00
2020.12.22 12:05:00	106	0.3	0.8	4.6	86.0	904.2	0.00
2020.12.22 12:10:00	116	0.6	1.1	4.4	84.1	904.2	0.00
2020.12.22 12:15:00	113	0.3	1.0	4.4	85.4	904.2	0.00
2020.12.22 12:20:00	140	0.4	0.7	4.2	85.4	904.2	0.00
2020.12.22 12:25:00	67	0.5	1.0	4.5	85.7	904.3	0.00
2020.12.22 12:30:00	114	0.5	1.1	4.3	81.6	904.3	0.00
2020.12.22 12:35:00	82	1.1	2.1	4.5	84.4	904.2	0.00
2020.12.22 12:40:00	129	0.6	2.0	4.8	82.2	904.2	0.00
2020.12.22 12:45:00	96	0.5	1.3	4.9	85.5	904.1	0.00
2020.12.22 12:50:00	162	0.3	1.1	5.1	84.1	904.1	0.00
2020.12.22 12:55:00	91	0.5	1.0	5.2	83.8	904.1	0.00
2020.12.22 13:00:00	99	0.4	0.8	4.8	82.6	904.2	0.00
2020.12.22 13:05:00	123	0.4	1.2	5.1	83.6	904.1	0.00
2020.12.22 13:10:00	110	0.7	1.8	5.3	82.7	904.2	0.00
2020.12.22 13:15:00	259	0.3	0.9	5.3	80.6	904.2	0.00
2020.12.22 13:20:00	110	0.7	1.3	5.1	81.6	904.1	0.00
2020.12.22 13:25:00	95	0.6	1.4	5.0	79.1	904.0	0.00
2020.12.22 13:30:00	259	0.3	0.5	4.8	83.7	904.0	0.00
2020.12.22 13:35:00	137	0.6	1.2	4.8	82.8	903.9	0.00
2020.12.22 13:40:00	77	0.6	1.2	4.6	83.4	903.9	0.00
2020.12.22 13:45:00	164	0.2	0.6	4.8	81.3	903.8	0.00
2020.12.22 13:50:00	89	0.3	1.4	5.0	83.7	903.9	0.00
2020.12.22 13:55:00	109	0.7	1.8	4.8	83.5	903.9	0.00
2020.12.22 14:00:00	99	0.6	1.2	4.8	83.0	903.9	0.00
2020.12.22 14:05:00	235	0.2	0.5	4.9	83.5	903.8	0.00
2020.12.22 14:10:00	224	0.5	1.0	5.0	83.2	903.9	0.00
2020.12.22 14:15:00	97	0.7	1.1	5.0	83.2	903.8	0.00
2020.12.22 14:20:00	87	0.6	1.4	4.8	82.6	903.7	0.00
2020.12.22 14:25:00	265	0.3	0.7	5.0	83.4	903.6	0.00
2020.12.22 14:30:00	43	0.2	0.5	5.1	84.2	903.6	0.00
2020.12.22 14:35:00	159	0.3	0.8	5.2	82.0	903.6	0.00
2020.12.22 14:40:00	129	0.5	1.2	4.9	81.8	903.6	0.00
2020.12.22 14:45:00	292	0.2	0.5	5.0	83.0	903.6	0.00
2020.12.22 14:50:00	119	0.4	0.9	4.9	82.1	903.5	0.00
2020.12.22 14:55:00	102	0.5	0.9	4.8	81.9	903.5	0.00
2020.12.22 15:00:00	123	0.3	0.6	4.9	83.1	903.4	0.00
2020.12.22 15:05:00	98	0.6	1.4	4.9	82.7	903.3	0.00
2020.12.22 15:10:00	140	0.4	1.2	4.6	83.7	903.3	0.00
2020.12.22 15:15:00	97	0.7	1.8	4.9	82.9	903.2	0.00
2020.12.22 15:20:00	17	0.3	0.8	4.9	81.3	903.2	0.00
2020.12.22 15:25:00	70	0.6	1.4	5.1	82.3	903.2	0.00
2020.12.22 15:30:00	111	0.7	1.4	4.8	79.7	903.2	0.00
2020.12.22 15:35:00	21	0.5	1.1	4.7	82.5	903.1	0.00
2020.12.22 15:40:00	165	0.7	1.6	4.7	81.2	903.2	0.00
2020.12.22 15:45:00	120	0.7	1.7	5.1	80.3	903.3	0.00
2020.12.22 15:50:00	260	0.4	1.3	5.2	78.6	903.2	0.00
2020.12.22 15:55:00	232	1.0	1.9	5.2	78.6	903.4	0.00
2020.12.22 16:00:00	50	0.6	1.3	5.4	77.8	903.4	0.00
2020.12.22 16:05:00	89	0.4	1.1	5.0	78.3	903.3	0.00
2020.12.22 16:10:00	120	0.5	1.7	4.5	81.5	903.3	0.00
2020.12.22 16:15:00	235	0.3	0.8	4.3	82.5	903.3	0.00
2020.12.22 16:20:00	143	0.7	1.7	4.2	83.4	903.4	0.00
2020.12.22 16:25:00	91	0.4	1.2	4.3	82.3	903.4	0.00
2020.12.22 16:30:00	147	1.0	1.9	4.2	82.3	903.5	0.00
2020.12.22 16:35:00	138	1.5	2.6	3.8	84.6	903.5	0.00
2020.12.22 16:40:00	223	0.5	1.6	4.0	83.6	903.5	0.00
2020.12.22 16:45:00	190	0.6	1.3	3.9	84.0	903.5	0.00
2020.12.22 16:50:00	109	0.4	1.0	3.8	83.4	903.6	0.00
2020.12.22 16:55:00	222	0.3	1.0	3.8	83.8	903.7	0.00
2020.12.22 17:00:00	232	0.5	1.2	3.8	82.8	903.8	0.00
2020.12.22 17:05:00	91	0.4	0.9	3.6	83.6	903.8	0.00
2020.12.22 17:10:00	116	0.6	2.1	3.5	84.2	903.9	0.00
2020.12.22 17:15:00	137	0.6	1.5	3.6	84.2	903.9	0.00
2020.12.22 17:20:00	194	0.3	1.2	3.6	83.5	903.9	0.00
2020.12.22 17:25:00	212	0.5	1.6	3.4	83.7	903.9	0.00
2020.12.22 17:30:00	166	0.3	1.1	3.5	84.7	903.9	0.00
2020.12.22 17:35:00	50	0.3	1.0	3.4	83.3	903.9	0.00
2020.12.22 17:40:00	281	0.3	0.8	3.4	83.9	903.9	0.00
2020.12.22 17:45:00	260	0.2	0.6	3.3	85.1	903.9	0.00
2020.12.22 17:50:00	330	0.3	0.7	3.3	84.8	903.9	0.00
2020.12.22 17:55:00	232	0.5	1.1	3.4	84.8	903.9	0.00
2020.12.22 18:00:00	131	0.7	1.7	3.4	84.0	903.9	0.00
2020.12.22 18:05:00	136	0.8	2.0	3.4	83.6	903.9	0.00
2020.12.22 18:10:00	199	0.6	1.6	3.4	84.7	903.9	0.00
2020.12.22 18:15:00	232	0.6	1.1	3.4	83.8	903.9	0.00
2020.12.22 18:20:00	186	0.2	0.8	3.3	84.1	904.0	0.00
2020.12.22 18:25:00	154	0.4	1.0	3.2	84.0	904.1	0.00
2020.12.22 18:30:00	254	0.3	0.8	3.0	83.9	904.1	0.00
2020.12.22 18:35:00	130	0.5	2.0	3.1	85.3	904.0	0.00
2020.12.22 18:40:00	282	0.4	0.8	3.1	85.3	904.0	0.00
2020.12.22 18:45:00	343	0.5	1.3	3.2	84.4	903.9	0.00
2020.12.22 18:50:00	135	0.4	0.9	3.2	83.0	903.9	0.00
2020.12.22 18:55:00	127	0.4	1.3	3.2	83.2	903.9	0.00
2020.12.22 19:00:00	102	0.8	1.8	3.5	82.5	903.9	0.00
2020.12.22 19:05:00	114	0.6	1.3	3.9	80.5	903.9	0.00
2020.12.22 19:10:00	116	0.8	1.6	3.4	82.0	903.9	0.00
2020.12.22 19:15:00	150	0.6	1.5	3.7	80.9	903.8	0.00
2020.12.22 19:20:00	182	0.7	1.8	3.4	82.4	903.8	0.00
2020.12.22 19:25:00	117	0.8	1.8	3.5	82.1	903.8	0.00
2020.12.22 19:30:00	147	1.1	2.4	3.7	79.8	903.8	0.00
2020.12.22 19:35:00	120	1.0	2.2	3.4	82.5	903.7	0.00
2020.12.22 19:40:00	218	0.6	1.5	3.5	82.3	903.7	0.00
2020.12.22 19:45:00	79	0.6	1.8	3.5	82.2	903.8	0.00
2020.12.22 19:50:00	98	0.8	1.8	3.4	81.7	903.7	0.00
2020.12.22 19:55:00	116	0.7	1.8	3.7	78.7	903.7	0.00
2020.12.22 20:00:00	100	0.5	1.9	3.2	82.0	903.6	0.00
2020.12.22 20:05:00	196	0.5	1.0	3.2	82.5	903.6	0.00
2020.12.22 20:10:00	105	0.9	1.9	3.2	82.8	903.6	0.00
2020.12.22 20:15:00	7	0.3	0.7	3.2	82.1	903.6	0.00
2020.12.22 20:20:00	93	0.4	1.3	3.2	82.5	903.6	0.00
2020.12.22 20:25:00	92	0.5	2.1	3.1	82.2	903.4	0.00
2020.12.22 20:30:00	136	0.6	2.0	3.0	84.0	903.4	0.00
2020.12.22 20:35:00	84	0.9	1.7	3.1	83.9	903.4	0.00
2020.12.22 20:40:00	93	0.6	1.1	3.5	81.6	903.3	0.00
2020.12.22 20:45:00	95	0.7	1.9	3.5	80.3	903.2	0.00
2020.12.22 20:50:00	147	0.8	2.0	3.3	81.6	903.2	0.00
2020.12.22 20:55:00	309	0.6	1.3	3.9	79.3	903.1	0.00
2020.12.22 21:00:00	85	0.3	0.8	3.8	79.6	903.0	0.00
2020.12.22 21:05:00	82	0.6	1.5	3.7	79.7	903.0	0.00
2020.12.22 21:10:00	207	0.4	1.1	4.0	77.9	903.0	0.00
2020.12.22 21:15:00	123	0.3	0.9	4.2	76.2	903.1	0.00
2020.12.22 21:20:00	47	0.6	1.4	3.8	78.6	903.1	0.00
