,time,ghi,sea,temp,RH,wind,SW_global,ppt,vp_a,press,cld,Discharge,alb,LW_in,SW_direct,SW_diffuse,T_F,e_a
2396,2021-03-02 11:00:00,526.968,0.558,8.7,35.017,0.417,636.856,0.0,3.933,809.353,0.228,0.0,0.27,243.766,491.653,145.203,1.5,0.681
2397,2021-03-02 12:00:00,590.409,0.622,11.117,34.683,0.5,675.235,0.0,4.567,809.093,0.3,0.0,0.27,259.493,472.664,202.57,1.5,0.701
2398,2021-03-02 13:00:00,599.026,0.631,10.85,35.433,0.25,649.498,0.0,4.6,808.835,0.383,0.0,0.269,261.986,400.74,248.758,1.5,0.71
2399,2021-03-02 14:00:00,551.978,0.583,7.3,44.033,0.667,568.369,0.0,4.483,808.73,0.684,0.0,0.269,265.682,179.605,388.764,1.5,0.757
2400,2021-03-02 15:00:00,454.01,0.487,5.683,48.9,1.0,426.771,0.0,4.45,808.743,0.838,0.0,0.269,271.682,69.137,357.634,1.5,0.793
2401,2021-03-02 16:00:00,315.663,0.355,5.067,47.95,1.0,258.094,0.0,4.183,808.585,0.777,0.0,0.269,261.991,57.555,200.539,1.5,0.771
2402,2021-03-02 17:00:00,154.802,0.198,4.267,50.883,1.167,85.288,0.0,4.2,808.581,0.64,0.96,0.269,249.474,30.704,54.584,1.5,0.743
2403,2021-03-02 18:00:00,11.202,0.027,3.133,54.75,1.0,1.07,0.0,4.2,808.996,0.508,2.362,0.269,238.053,0.526,0.544,1.5,0.721
2404,2021-03-02 19:00:00,0.0,0.0,2.683,56.15,1.25,0.0,0.0,4.15,809.246,0.348,2.466,0.268,229.423,0.0,0.0,1.5,0.699
2405,2021-03-02 20:00:00,0.0,0.0,2.733,57.55,1.25,0.0,0.0,4.283,809.507,0.309,2.401,0.268,229.355,0.0,0.0,1.5,0.698
2406,2021-03-02 21:00:00,0.0,0.0,3.4,52.033,1.083,0.0,0.0,4.05,809.466,0.341,2.317,0.268,230.688,0.0,0.0,1.5,0.696
2407,2021-03-02 22:00:00,0.0,0.0,3.467,53.083,0.75,0.0,0.0,4.167,809.252,0.309,2.497,0.268,230.81,0.0,0.0,1.5,0.695
2408,2021-03-02 23:00:00,0.0,0.0,3.05,57.2,1.183,0.0,0.0,4.333,809.183,0.406,2.282,0.268,234.204,0.0,0.0,1.5,0.71
2409,2021-03-03 00:00:00,0.0,0.0,3.05,59.25,1.817,0.0,0.0,4.5,809.052,0.77,1.813,0.268,256.872,0.0,0.0,1.5,0.778
2410,2021-03-03 01:00:00,0.0,0.0,2.967,56.167,1.183,0.0,0.0,4.233,809.11,0.885,2.354,0.267,263.763,0.0,0.0,1.5,0.8
2411,2021-03-03 02:00:00,0.0,0.0,2.667,60.283,1.25,0.0,0.0,4.467,808.831,0.864,2.363,0.267,262.861,0.0,0.0,1.5,0.801
2412,2021-03-03 03:00:00,0.0,0.0,2.35,63.283,1.55,0.0,0.0,4.55,808.687,0.722,2.313,0.267,251.221,0.0,0.0,1.5,0.769
2413,2021-03-03 04:00:00,0.0,0.0,2.35,64.8,1.517,0.0,0.0,4.65,808.527,0.531,2.289,0.267,240.099,0.0,0.0,1.5,0.735
2414,2021-03-03 05:00:00,0.0,0.0,2.183,66.733,1.35,0.0,0.0,4.767,808.528,0.216,2.419,0.267,228.672,0.0,0.0,1.5,0.702
2415,2021-03-03 06:00:00,0.0,0.0,2.067,68.9,1.5,0.0,0.0,4.9,808.291,0.195,2.367,0.267,228.77,0.0,0.0,1.5,0.703
2416,2021-03-03 07:00:00,0.0,0.0,2.567,69.283,1.0,45.567,0.0,5.1,808.553,0.272,2.335,0.267,233.515,33.173,12.394,1.5,0.713
2417,2021-03-03 08:00:00,110.419,0.152,3.767,68.1,0.667,199.281,0.0,5.45,808.624,0.402,1.447,0.266,244.269,119.17,80.111,1.5,0.733
2418,2021-03-03 09:00:00,273.514,0.315,5.433,63.9,0.333,375.854,0.0,5.717,808.67,0.513,0.392,0.266,257.131,183.041,192.813,1.5,0.753
2419,2021-03-03 10:00:00,421.495,0.456,7.233,56.317,0.5,501.842,0.0,5.733,808.326,0.933,0.0,0.266,297.009,33.623,468.219,1.5,0.848
2420,2021-03-03 11:00:00,533.356,0.565,8.7,52.15,0.083,602.816,0.0,5.883,808.148,0.978,0.0,0.266,308.998,13.262,589.554,1.5,0.864
2421,2021-03-03 12:00:00,596.711,0.628,9.133,51.433,0.167,635.379,0.0,5.95,807.838,0.996,0.0,0.266,313.347,2.542,632.837,1.5,0.87
2422,2021-03-03 13:00:00,605.144,0.637,9.183,53.667,0.0,602.274,0.0,6.267,807.34,0.979,0.0,0.266,313.979,12.648,589.626,1.5,0.872
2423,2021-03-03 14:00:00,557.835,0.589,9.15,54.833,0.083,536.394,0.0,6.367,807.107,0.996,0.0,0.266,316.467,2.146,534.248,1.5,0.879
2424,2021-03-03 15:00:00,459.535,0.492,8.533,57.467,0.0,405.238,0.0,6.367,806.647,0.98,0.0,0.265,312.016,8.105,397.133,1.5,0.874
2425,2021-03-03 16:00:00,320.763,0.36,7.017,62.1,0.833,244.487,0.0,6.217,806.184,0.909,0.0,0.265,297.131,22.248,222.239,1.5,0.851
2426,2021-03-03 17:00:00,159.255,0.203,5.183,69.35,1.35,84.399,0.0,6.117,805.942,0.767,0.0,0.265,276.223,19.665,64.734,1.5,0.812
2427,2021-03-03 18:00:00,13.547,0.032,4.2,70.55,1.8,1.416,0.0,5.8,806.019,0.57,0.614,0.265,256.542,0.609,0.807,1.5,0.765
2428,2021-03-03 19:00:00,0.0,0.0,3.75,71.067,1.717,0.0,0.0,5.667,805.852,0.45,1.072,0.265,247.71,0.0,0.0,1.5,0.743
2429,2021-03-03 20:00:00,0.0,0.0,3.15,73.25,1.7,0.0,0.0,5.6,805.675,0.627,1.438,0.265,255.075,0.0,0.0,1.5,0.772
2430,2021-03-03 21:00:00,0.0,0.0,2.867,74.467,1.267,0.0,0.0,5.583,805.323,0.869,1.892,0.265,272.576,0.0,0.0,1.5,0.828
2431,2021-03-03 22:00:00,0.0,0.0,2.9,73.933,1.35,0.0,0.0,5.567,804.881,0.863,1.83,0.265,272.055,0.0,0.0,1.5,0.826
2432,2021-03-03 23:00:00,0.0,0.0,2.833,74.283,1.167,0.0,0.0,5.583,804.244,0.958,1.982,0.264,280.804,0.0,0.0,1.5,0.854
2433,2021-03-04 00:00:00,0.0,0.0,2.483,75.017,1.35,0.0,0.0,5.5,803.868,0.999,2.047,0.264,282.931,0.0,0.0,1.5,0.865
2434,2021-03-04 01:00:00,0.0,0.0,2.317,74.917,1.617,0.0,0.0,5.383,803.362,0.962,2.005,0.264,277.725,0.0,0.0,1.5,0.851
2435,2021-03-04 02:00:00,0.0,0.0,2.433,73.85,1.0,0.0,0.0,5.383,802.806,0.98,2.298,0.264,279.954,0.0,0.0,1.5,0.856
2436,2021-03-04 03:00:00,0.0,0.0,2.467,73.75,1.0,0.0,0.0,5.4,802.37,0.987,2.283,0.264,280.914,0.0,0.0,1.5,0.859
2437,2021-03-04 04:00:00,0.0,0.0,2.5,74.5,1.0,0.0,0.0,5.45,801.778,0.972,2.251,0.264,279.916,0.0,0.0,1.5,0.855
2438,2021-03-04 05:00:00,0.0,0.0,2.617,74.517,0.667,0.0,0.0,5.517,801.455,0.889,2.397,0.264,272.962,0.0,0.0,1.5,0.832
2439,2021-03-04 06:00:00,0.0,0.0,2.533,76.183,0.5,0.0,0.0,5.6,801.081,0.691,2.496,0.264,257.205,0.0,0.0,1.5,0.785
2440,2021-03-04 07:00:00,0.0,0.0,3.45,71.683,1.25,38.214,0.0,5.6,801.004,0.615,1.645,0.263,255.372,14.712,23.502,1.5,0.769
2441,2021-03-04 08:00:00,115.731,0.158,4.933,65.983,0.833,120.608,0.0,5.733,800.734,0.626,0.801,0.263,262.295,45.107,75.501,1.5,0.774
2442,2021-03-04 09:00:00,279.611,0.32,5.783,63.283,1.617,242.121,0.0,5.833,800.39,0.579,0.0,0.263,263.005,101.933,140.188,1.5,0.766
2443,2021-03-04 10:00:00,427.853,0.462,7.05,56.517,1.6,352.091,0.0,5.667,799.876,0.645,0.0,0.263,270.953,124.992,227.099,1.5,0.775
2444,2021-03-04 11:00:00,539.753,0.571,9.067,48.367,2.15,554.19,0.0,5.583,799.393,0.946,0.0,0.263,304.79,29.926,524.264,1.5,0.847
2445,2021-03-04 12:00:00,603.01,0.635,8.7,50.333,2.4,619.06,0.0,5.667,799.049,0.898,0.0,0.263,298.967,63.144,555.916,1.5,0.836
2446,2021-03-04 13:00:00,611.251,0.644,9.567,48.717,0.75,575.346,0.0,5.8,798.192,0.933,0.0,0.263,307.169,38.548,536.798,1.5,0.848
2447,2021-03-04 14:00:00,563.675,0.595,8.617,53.45,0.417,507.252,0.0,5.967,797.885,0.976,0.0,0.263,309.053,12.174,495.078,1.5,0.865
2448,2021-03-04 15:00:00,465.044,0.498,7.9,59.383,0.167,395.443,0.0,6.317,797.497,0.991,0.0,0.262,310.189,3.559,391.884,1.5,0.877
2449,2021-03-04 16:00:00,325.854,0.365,6.783,64.533,0.75,191.672,0.0,6.367,796.979,0.973,0.0,0.262,303.849,5.175,186.497,1.5,0.873
2450,2021-03-04 17:00:00,163.714,0.207,5.383,70.967,1.617,56.582,0.0,6.35,796.717,0.986,0.0,0.262,299.297,0.792,55.79,1.5,0.877
2451,2021-03-04 18:00:00,16.024,0.036,4.767,72.167,1.267,0.995,0.0,6.183,796.685,0.97,0.782,0.262,293.947,0.03,0.965,1.5,0.869
2452,2021-03-04 19:00:00,0.0,0.0,4.283,74.633,1.45,0.0,0.0,6.2,796.551,0.973,0.892,0.262,292.403,0.0,0.0,1.5,0.87
2453,2021-03-04 20:00:00,0.0,0.0,3.933,76.867,1.017,0.0,0.0,6.2,796.271,0.996,1.479,0.262,293.382,0.0,0.0,1.5,0.878
2454,2021-03-04 21:00:00,0.0,0.0,4.25,80.35,1.1,0.0,0.2,6.667,796.035,0.991,1.152,0.262,297.217,0.0,0.0,1.5,0.885
2455,2021-03-04 22:00:00,0.0,0.0,3.367,88.7,3.1,0.0,1.6,6.9,796.479,0.802,0.0,0.262,276.942,0.0,0.0,1.5,0.835
2456,2021-03-04 23:00:00,0.0,0.0,2.233,90.767,1.533,0.0,2.8,6.517,796.154,0.774,1.745,0.262,268.072,0.0,0.0,1.5,0.822
2457,2021-03-05 00:00:00,0.0,0.0,1.233,91.783,0.5,0.0,0.6,6.133,795.888,0.804,2.682,0.262,264.465,0.0,0.0,1.5,0.823
2458,2021-03-05 01:00:00,0.0,0.0,1.167,93.583,0.833,0.0,0.2,6.217,796.016,0.742,2.579,0.261,259.846,0.0,0.0,1.5,0.809
2459,2021-03-05 02:00:00,0.0,0.0,1.3,94.633,0.667,0.0,0.2,6.367,795.692,0.783,2.557,0.261,264.426,0.0,0.0,1.5,0.822
2460,2021-03-05 03:00:00,0.0,0.0,1.4,95.1,1.1,0.0,0.0,6.4,795.312,0.546,2.35,0.261,248.813,0.0,0.0,1.5,0.772
2461,2021-03-05 04:00:00,0.0,0.0,1.417,95.1,1.283,0.0,0.0,6.417,795.326,0.71,2.273,0.261,259.555,0.0,0.0,1.5,0.805
2462,2021-03-05 05:00:00,0.0,0.0,1.217,95.217,1.9,0.0,1.4,6.35,795.297,0.779,2.19,0.261,263.697,0.0,0.0,1.5,0.821
2463,2021-03-05 06:00:00,0.0,0.0,0.417,95.367,0.417,0.0,2.4,6.0,795.194,0.839,2.922,0.85,263.513,0.0,0.0,1.5,0.83
2464,2021-03-05 07:00:00,0.0,0.0,0.333,96.05,0.083,39.69,1.2,6.033,795.231,0.804,2.964,0.85,260.522,7.779,31.911,1.5,0.821
2465,2021-03-05 08:00:00,121.115,0.164,0.6,95.817,0.0,180.235,0.4,6.117,795.443,0.886,2.227,0.85,269.015,20.547,159.688,1.5,0.845
2466,2021-03-05 09:00:00,285.746,0.326,1.167,96.017,0.0,364.523,0.8,6.383,795.581,0.63,1.164,0.848,252.961,134.874,229.649,1.5,0.788
2467,2021-03-05 10:00:00,434.231,0.468,2.117,96.033,0.0,433.943,0.0,6.85,795.77,0.841,0.112,0.843,275.218,68.997,364.946,1.5,0.845
2468,2021-03-05 11:00:00,546.154,0.578,3.033,94.267,0.0,490.36,0.0,7.183,795.902,0.898,0.0,0.838,285.961,50.017,440.343,1.5,0.867
2469,2021-03-05 12:00:00,609.304,0.642,2.817,92.55,0.75,455.446,0.0,6.95,795.978,0.868,0.0,0.833,280.95,60.119,395.327,1.5,0.854
2470,2021-03-05 13:00:00,617.343,0.65,2.383,92.983,1.367,512.179,0.2,6.75,795.881,0.671,0.0,0.828,262.176,168.507,343.672,1.5,0.802
2471,2021-03-05 14:00:00,569.499,0.601,1.4,93.483,1.817,426.56,0.2,6.317,795.986,0.561,0.0,0.823,249.201,187.26,239.3,1.5,0.774
2472,2021-03-05 15:00:00,470.537,0.504,1.0,94.05,0.95,337.384,0.2,6.2,796.203,0.723,0.0,0.817,257.72,93.455,243.929,1.5,0.805
2473,2021-03-05 16:00:00,330.933,0.37,0.75,94.733,1.167,194.188,0.4,6.117,796.412,0.805,0.796,0.85,262.657,37.867,156.321,1.5,0.823
2474,2021-03-05 17:00:00,168.177,0.212,0.417,94.9,1.35,78.914,0.0,5.967,796.715,0.735,1.882,0.848,255.095,20.912,58.002,1.5,0.803
2475,2021-03-05 18:00:00,18.618,0.04,0.117,94.767,1.633,1.703,0.2,5.833,797.339,0.988,2.908,0.85,274.897,0.02,1.683,1.5,0.869
2476,2021-03-05 19:00:00,0.0,0.0,-0.083,95.0,1.183,0.0,0.0,5.8,797.613,0.865,3.123,0.848,262.594,0.0,0.0,0.0,0.833
2477,2021-03-05 20:00:00,0.0,0.0,-0.1,95.0,0.5,0.0,0.0,5.8,797.883,0.93,3.099,0.843,268.317,0.0,0.0,0.0,0.851
2478,2021-03-05 21:00:00,0.0,0.0,-0.3,95.0,1.7,0.0,0.0,5.667,798.066,0.981,3.292,0.838,271.478,0.0,0.0,0.0,0.864
2479,2021-03-05 22:00:00,0.0,0.0,-0.583,96.167,1.717,0.0,0.0,5.6,798.494,0.989,3.463,0.833,270.707,0.0,0.0,0.0,0.865
2480,2021-03-05 23:00:00,0.0,0.0,-0.65,96.167,1.0,0.0,0.0,5.6,798.624,0.992,3.37,0.828,270.742,0.0,0.0,0.0,0.866
2481,2021-03-06 00:00:00,0.0,0.0,-0.7,96.167,0.417,0.0,0.0,5.6,798.557,0.962,3.273,0.823,267.682,0.0,0.0,0.0,0.857
2482,2021-03-06 01:00:00,0.0,0.0,-0.733,96.517,0.25,0.0,0.0,5.6,798.613,0.895,3.242,0.817,261.472,0.0,0.0,0.0,0.837
2483,2021-03-06 02:00:00,0.0,0.0,-1.033,96.05,0.833,0.0,0.0,5.45,798.437,0.769,3.506,0.812,249.185,0.0,0.0,0.0,0.802
2484,2021-03-06 03:00:00,0.0,0.0,-1.383,95.583,1.533,0.0,0.0,5.25,798.415,0.747,3.943,0.808,245.029,0.0,0.0,0.0,0.792
2485,2021-03-06 04:00:00,0.0,0.0,-1.533,92.55,1.8,0.0,0.0,5.05,798.552,0.844,4.211,0.803,250.507,0.0,0.0,0.0,0.812
2486,2021-03-06 05:00:00,0.0,0.0,-2.017,90.917,1.617,0.0,0.0,4.8,798.762,0.722,4.469,0.798,238.017,0.0,0.0,0.0,0.777
2487,2021-03-06 06:00:00,0.0,0.0,-2.183,91.667,1.45,0.0,0.0,4.767,798.98,0.723,4.457,0.793,237.289,0.0,0.0,0.0,0.776
2488,2021-03-06 07:00:00,0.071,0.0,-1.9,91.95,0.75,51.188,0.0,4.883,799.42,0.412,3.897,0.788,222.416,30.099,21.089,0.0,0.725
2489,2021-03-06 08:00:00,126.566,0.17,-1.217,91.65,0.583,206.906,0.0,5.117,799.954,0.535,2.842,0.783,231.676,96.211,110.695,0.0,0.747
2490,2021-03-06 09:00:00,291.914,0.333,-0.233,90.133,0.583,372.599,0.0,5.4,800.326,0.577,1.564,0.779,239.028,157.609,214.99,0.0,0.76
2491,2021-03-06 10:00:00,440.624,0.475,0.933,87.75,0.833,501.917,0.0,5.75,800.484,0.541,0.272,0.774,243.158,230.38,271.537,1.5,0.76
2492,2021-03-06 11:00:00,552.558,0.585,2.55,82.267,0.833,584.191,0.0,6.033,800.596,0.414,0.0,0.769,244.173,342.336,241.855,1.5,0.745
2493,2021-03-06 12:00:00,615.588,0.649,5.167,75.317,0.917,641.361,0.0,6.65,800.858,0.599,0.0,0.765,266.984,257.186,384.175,1.5,0.785
2494,2021-03-06 13:00:00,623.42,0.657,5.583,71.717,1.35,593.88,0.0,6.533,800.802,0.681,0.0,0.76,273.579,189.448,404.432,1.5,0.799
2495,2021-03-06 14:00:00,575.302,0.608,2.783,81.083,0.5,481.047,0.0,6.05,800.6,0.847,0.0,0.756,273.437,73.6,407.447,1.5,0.832
2496,2021-03-06 15:00:00,476.01,0.509,1.9,85.2,0.0,342.206,0.0,5.967,800.77,0.656,0.074,0.751,254.842,117.719,224.487,1.5,0.785
2497,2021-03-06 16:00:00,335.999,0.375,1.05,88.483,0.667,236.003,0.0,5.817,800.723,0.594,0.844,0.747,246.996,95.817,140.186,1.5,0.771
2498,2021-03-06 17:00:00,172.644,0.217,0.317,90.267,0.833,94.54,0.0,5.65,800.639,0.468,2.027,0.743,236.793,50.295,44.245,1.5,0.747
2499,2021-03-06 18:00:00,21.319,0.044,-0.35,91.8,0.833,2.682,0.0,5.467,801.002,0.627,3.155,0.738,242.004,1.0,1.682,0.0,0.771
2500,2021-03-06 19:00:00,0.0,0.0,-0.75,92.783,1.5,0.0,0.0,5.4,801.084,0.64,3.591,0.734,241.016,0.0,0.0,0.0,0.772
2501,2021-03-06 20:00:00,0.0,0.0,-1.017,93.017,1.617,0.0,0.0,5.283,801.054,0.721,3.787,0.73,244.681,0.0,0.0,0.0,0.787
2502,2021-03-06 21:00:00,0.0,0.0,-1.317,92.9,1.167,0.0,0.0,5.167,801.15,0.723,3.808,0.725,243.009,0.0,0.0,0.0,0.785
2503,2021-03-06 22:00:00,0.0,0.0,-1.717,92.433,0.583,0.0,0.0,4.983,801.075,0.751,3.733,0.721,242.342,0.0,0.0,0.0,0.787
2504,2021-03-06 23:00:00,0.0,0.0,-2.083,92.817,1.6,0.0,0.0,4.867,800.896,0.742,4.467,0.717,239.642,0.0,0.0,0.0,0.783
2505,2021-03-07 00:00:00,0.0,0.0,-2.083,92.467,1.35,0.0,0.0,4.85,800.682,0.673,4.323,0.713,234.933,0.0,0.0,0.0,0.767
2506,2021-03-07 01:00:00,0.0,0.0,-1.95,89.783,0.917,0.0,0.0,4.767,800.527,0.745,4.047,0.709,239.594,0.0,0.0,0.0,0.781
2507,2021-03-07 02:00:00,0.0,0.0,-2.15,88.983,1.183,0.0,0.0,4.617,800.045,0.768,4.317,0.705,239.447,0.0,0.0,0.0,0.783
2508,2021-03-07 03:00:00,0.0,0.0,-2.117,87.567,1.533,0.0,0.0,4.583,799.599,0.752,4.542,0.701,238.174,0.0,0.0,0.0,0.778
2509,2021-03-07 04:00:00,0.0,0.0,-2.05,86.133,1.267,0.0,0.0,4.5,799.382,0.776,4.365,0.697,239.485,0.0,0.0,0.0,0.782
2510,2021-03-07 05:00:00,0.0,0.0,-2.2,86.1,1.0,0.0,0.0,4.483,799.271,0.735,4.273,0.693,235.971,0.0,0.0,0.0,0.772
2511,2021-03-07 06:00:00,0.0,0.0,-2.05,84.65,1.367,0.0,0.0,4.433,799.084,0.795,4.453,0.689,240.358,0.0,0.0,0.0,0.785
2512,2021-03-07 07:00:00,0.803,0.0,-1.367,84.2,0.583,54.262,0.0,4.667,798.951,0.896,3.728,0.685,252.558,5.643,48.619,0.0,0.816
2513,2021-03-07 08:00:00,132.08,0.175,0.25,84.183,0.0,177.236,0.0,5.25,799.07,0.645,2.397,0.681,243.78,62.919,114.317,1.5,0.77
2514,2021-03-07 09:00:00,298.113,0.339,3.267,69.417,0.417,319.799,0.0,5.35,798.84,0.313,0.737,0.677,238.66,219.702,100.097,1.5,0.721
2515,2021-03-07 10:00:00,447.03,0.481,5.1,58.35,0.333,457.269,0.0,5.117,798.532,0.818,0.0,0.674,273.193,83.223,374.046,1.5,0.804
2516,2021-03-07 11:00:00,558.961,0.591,5.333,61.95,1.633,549.172,0.0,5.533,798.308,0.56,0.0,0.67,258.258,241.636,307.536,1.5,0.757
2517,2021-03-07 12:00:00,621.861,0.656,6.1,59.2,2.0,606.493,0.0,5.583,798.164,0.664,0.0,0.666,268.195,203.782,402.711,1.5,0.778
2518,2021-03-07 13:00:00,629.478,0.664,5.233,67.367,1.983,558.982,0.0,5.967,797.281,0.739,0.0,0.663,273.173,145.894,413.088,1.5,0.802
2519,2021-03-07 14:00:00,581.083,0.614,5.617,68.517,0.85,519.186,0.0,6.233,796.895,0.595,0.0,0.659,265.92,210.27,308.916,1.5,0.777
2520,2021-03-07 15:00:00,481.462,0.515,5.233,72.133,1.0,336.405,0.0,6.4,796.44,0.469,0.0,0.655,258.246,178.631,157.774,1.5,0.758
2521,2021-03-07 16:00:00,341.051,0.38,4.6,76.45,0.417,223.843,0.0,6.5,796.007,0.442,0.0,0.652,255.231,124.904,98.939,1.5,0.756
2522,2021-03-07 17:00:00,177.112,0.221,3.45,81.667,0.667,95.685,0.0,6.4,795.689,0.319,0.913,0.648,245.675,65.161,30.524,1.5,0.74
2523,2021-03-07 18:00:00,24.116,0.049,2.567,84.5,0.917,3.255,0.0,6.2,795.78,0.324,1.926,0.645,241.733,2.2,1.055,1.5,0.738
2524,2021-03-07 19:00:00,0.0,0.0,2.283,85.7,0.833,0.0,0.0,6.2,795.853,0.202,2.222,0.641,237.452,0.0,0.0,1.5,0.728
2525,2021-03-07 20:00:00,0.0,0.0,2.0,86.9,0.75,0.0,0.0,6.167,795.52,0.203,2.367,0.638,236.352,0.0,0.0,1.5,0.727
2526,2021-03-07 21:00:00,0.0,0.0,1.8,87.483,0.583,0.0,0.0,6.083,795.596,0.35,2.515,0.634,239.398,0.0,0.0,1.5,0.739
2527,2021-03-07 22:00:00,0.0,0.0,1.8,90.433,0.917,0.0,0.0,6.267,795.562,0.698,2.313,0.631,259.203,0.0,0.0,1.5,0.8
2528,2021-03-07 23:00:00,0.0,0.0,1.683,91.833,0.417,0.0,0.0,6.317,795.346,0.692,2.558,0.628,258.643,0.0,0.0,1.5,0.8
2529,2021-03-08 00:00:00,0.0,0.0,1.417,92.15,0.833,0.0,0.0,6.217,795.031,0.777,2.492,0.624,263.481,0.0,0.0,1.5,0.818
2530,2021-03-08 01:00:00,0.0,0.0,1.233,93.0,0.833,0.0,0.0,6.2,794.843,0.773,2.559,0.621,262.382,0.0,0.0,1.5,0.816
2531,2021-03-08 02:00:00,0.0,0.0,1.183,93.233,0.75,0.0,0.0,6.2,794.331,0.787,2.602,0.618,263.311,0.0,0.0,1.5,0.82
2532,2021-03-08 03:00:00,0.0,0.0,1.2,93.817,0.417,0.0,0.0,6.217,793.714,0.72,2.687,0.614,258.326,0.0,0.0,1.5,0.804
2533,2021-03-08 04:00:00,0.0,0.0,1.183,93.817,0.083,0.0,0.0,6.2,793.696,0.895,2.794,0.611,272.572,0.0,0.0,1.5,0.849
2534,2021-03-08 05:00:00,0.0,0.0,1.1,94.05,0.083,0.0,0.0,6.2,793.55,0.926,2.81,0.608,275.128,0.0,0.0,1.5,0.858
2535,2021-03-08 06:00:00,0.0,0.0,1.1,93.933,0.167,0.03,0.0,6.2,793.59,0.979,2.789,0.605,280.27,0.001,0.029,1.5,0.874
2536,2021-03-08 07:00:00,2.199,0.006,1.25,94.75,0.0,48.701,0.0,6.317,793.733,0.94,2.78,0.602,277.783,2.922,45.779,1.5,0.864
2537,2021-03-08 08:00:00,137.654,0.181,2.2,94.767,0.517,190.044,0.0,6.8,793.951,0.785,1.496,0.599,270.479,40.859,149.185,1.5,0.83
2538,2021-03-08 09:00:00,304.339,0.345,2.217,92.983,1.367,350.132,0.0,6.683,794.038,0.556,0.071,0.596,253.818,155.459,194.673,1.5,0.779
2539,2021-03-08 10:00:00,453.445,0.488,2.117,92.867,1.717,520.482,0.0,6.617,794.18,0.831,0.0,0.593,272.99,87.961,432.521,1.5,0.839
2540,2021-03-08 11:00:00,565.36,0.598,2.2,93.433,1.8,603.991,0.0,6.7,794.205,0.786,0.0,0.59,269.989,129.254,474.737,1.5,0.828
2541,2021-03-08 12:00:00,628.12,0.663,2.883,91.45,2.0,639.613,0.0,6.9,794.136,0.684,0.0,0.587,265.78,202.118,437.495,1.5,0.807
2542,2021-03-08 13:00:00,635.514,0.67,3.583,86.133,0.25,562.598,0.0,6.833,793.731,0.652,0.0,0.584,265.73,195.784,366.814,1.5,0.799
2543,2021-03-08 14:00:00,586.84,0.62,4.3,82.1,0.083,460.539,0.0,6.817,793.539,0.443,0.0,0.581,255.952,256.52,204.019,1.5,0.762
2544,2021-03-08 15:00:00,486.892,0.52,4.15,80.9,0.167,393.936,0.0,6.65,793.321,0.567,0.0,0.578,261.238,170.574,223.362,1.5,0.779
2545,2021-03-08 16:00:00,346.087,0.385,3.85,81.917,1.45,227.746,0.0,6.6,793.073,0.298,0.0,0.575,247.445,159.878,67.868,1.5,0.741
2546,2021-03-08 17:00:00,181.58,0.226,2.883,83.9,0.333,97.704,0.0,6.283,793.053,0.346,1.317,0.572,244.036,63.898,33.806,1.5,0.741
2547,2021-03-08 18:00:00,27.0,0.053,2.2,86.817,0.667,3.782,0.0,6.2,793.271,0.325,2.176,0.569,240.528,2.553,1.229,1.5,0.738
2548,2021-03-08 19:00:00,0.0,0.0,1.167,86.833,1.517,0.0,0.0,5.767,793.526,0.32,2.514,0.566,234.464,0.0,0.0,1.5,0.73
2549,2021-03-08 20:00:00,0.0,0.0,0.117,87.117,1.7,0.0,0.0,5.383,793.469,0.214,3.169,0.564,225.972,0.0,0.0,1.5,0.715
2550,2021-03-08 21:00:00,0.0,0.0,-0.35,85.467,1.9,0.0,0.0,5.083,793.274,0.288,3.547,0.561,224.456,0.0,0.0,0.0,0.715
2551,2021-03-08 22:00:00,0.0,0.0,-0.583,84.3,1.617,0.0,0.0,4.917,793.28,0.394,3.677,0.558,226.137,0.0,0.0,0.0,0.723
2552,2021-03-08 23:00:00,0.0,0.0,-0.867,84.45,1.7,0.0,0.0,4.85,792.984,0.555,3.881,0.555,232.095,0.0,0.0,0.0,0.745
2553,2021-03-09 00:00:00,0.0,0.0,-1.2,83.5,1.9,0.0,0.0,4.65,792.825,0.558,4.199,0.553,229.774,0.0,0.0,0.0,0.741
2554,2021-03-09 01:00:00,0.0,0.0,-1.45,84.4,1.517,0.0,0.0,4.6,792.776,0.568,4.185,0.55,229.137,0.0,0.0,0.0,0.742
2555,2021-03-09 02:00:00,0.0,0.0,-1.683,86.817,1.533,0.0,0.0,4.683,792.462,0.562,4.289,0.547,228.646,0.0,0.0,0.0,0.743
2556,2021-03-09 03:00:00,0.0,0.0,-1.6,86.8,1.267,0.0,0.0,4.7,791.964,0.579,4.109,0.545,229.948,0.0,0.0,0.0,0.746
2557,2021-03-09 04:00:00,0.0,0.0,-1.567,87.067,1.35,0.0,0.0,4.767,791.949,0.764,4.126,0.542,242.256,0.0,0.0,0.0,0.785
2558,2021-03-09 05:00:00,0.0,0.0,-1.367,85.333,0.75,0.0,0.0,4.717,791.769,0.782,3.787,0.54,243.896,0.0,0.0,0.0,0.788
2559,2021-03-09 06:00:00,0.0,0.0,-1.233,85.15,0.5,0.151,0.0,4.767,791.869,0.755,3.637,0.537,242.759,0.037,0.114,0.0,0.783
2560,2021-03-09 07:00:00,4.112,0.012,-0.433,84.1,0.333,64.493,0.0,4.983,791.985,0.863,3.329,0.534,255.525,8.836,55.657,0.0,0.815
