,When,Discharge,v_a,Maximum Wind Speed,Wind Direction,T_a,RH,p_a,Fountain
5792,2019-02-19 19:40:00,0.0,0.5,0.8,235.0,-0.7,83.0,909.8,0
5793,2019-02-19 19:45:00,0.0,0.4,0.7,209.0,-0.7,83.2,909.9,0
5794,2019-02-19 19:50:00,0.0,0.8,1.3,233.0,-0.7,82.3,909.9,0
5795,2019-02-19 19:55:00,0.0,0.5,1.0,230.0,-0.7,82.5,909.9,0
5796,2019-02-19 20:00:00,0.0,0.3,0.6,182.0,-0.7,82.5,909.9,0
5797,2019-02-19 20:05:00,0.0,0.3,0.6,184.0,-0.8,82.3,909.9,0
5798,2019-02-19 20:10:00,0.0,0.4,0.6,226.0,-1.0,83.2,910.0,0
5799,2019-02-19 20:15:00,0.0,0.2,0.4,171.0,-1.1,85.0,910.0,0
5800,2019-02-19 20:20:00,0.0,0.4,0.7,212.0,-1.2,83.1,910.0,0
5801,2019-02-19 20:25:00,0.0,0.4,0.7,198.0,-1.2,84.6,910.0,0
5802,2019-02-19 20:30:00,0.0,0.3,0.5,177.0,-1.2,84.7,910.0,0
5803,2019-02-19 20:35:00,0.0,0.3,0.8,182.0,-1.4,83.3,910.0,0
5804,2019-02-19 20:40:00,0.0,0.5,0.8,196.0,-1.5,83.7,910.0,0
5805,2019-02-19 20:45:00,0.0,0.4,0.7,191.0,-1.5,85.7,910.0,0
5806,2019-02-19 20:50:00,0.0,0.3,0.7,187.0,-1.6,83.5,910.0,0
5807,2019-02-19 20:55:00,0.0,0.6,0.9,210.0,-1.6,82.7,910.0,0
5808,2019-02-19 21:00:00,0.0,0.5,0.8,199.0,-1.6,83.5,910.0,0
5809,2019-02-19 21:05:00,0.0,0.7,1.0,215.0,-1.6,84.2,910.0,0
5810,2019-02-19 21:10:00,0.0,0.6,0.8,208.0,-1.6,82.2,910.0,0
5811,2019-02-19 21:15:00,0.0,0.6,0.8,208.0,-1.6,81.3,910.0,0
5812,2019-02-19 21:20:00,0.0,0.4,0.8,180.0,-1.6,81.2,910.0,0
5813,2019-02-19 21:25:00,0.0,0.3,0.5,184.0,-1.6,83.1,910.0,0
5814,2019-02-19 21:30:00,0.0,0.3,0.8,181.0,-1.7,83.7,910.0,0
5815,2019-02-19 21:35:00,0.0,0.4,1.0,214.0,-1.7,80.8,910.0,0
5816,2019-02-19 21:40:00,0.0,0.7,1.0,240.0,-1.8,83.1,910.1,0
5817,2019-02-19 21:45:00,0.0,0.7,1.0,227.0,-1.8,84.2,910.1,0
5818,2019-02-19 21:50:00,0.0,0.4,0.7,180.0,-1.8,84.9,910.1,0
5819,2019-02-19 21:55:00,0.0,0.3,0.7,177.0,-1.8,83.0,910.1,0
5820,2019-02-19 22:00:00,0.0,0.3,0.5,178.0,-2.0,82.2,910.2,0
5821,2019-02-19 22:05:00,0.0,0.3,0.6,180.0,-2.2,81.1,910.2,0
5822,2019-02-19 22:10:00,0.0,0.3,0.5,176.0,-2.2,83.1,910.2,0
5823,2019-02-19 22:15:00,0.0,0.3,0.5,179.0,-2.3,83.7,910.2,0
5824,2019-02-19 22:20:00,0.0,0.4,0.8,200.0,-2.4,84.4,910.2,0
5825,2019-02-19 22:25:00,0.0,0.6,0.9,208.0,-2.3,86.1,910.2,0
5826,2019-02-19 22:30:00,0.0,0.6,0.9,200.0,-2.1,83.6,910.2,0
5827,2019-02-19 22:35:00,0.0,0.4,0.8,172.0,-2.0,84.8,910.2,0
5828,2019-02-19 22:40:00,0.0,0.4,1.1,180.0,-2.2,82.8,910.2,0
5829,2019-02-19 22:45:00,0.0,0.3,0.8,196.0,-2.2,83.9,910.2,0
5830,2019-02-19 22:50:00,0.0,0.5,0.7,197.0,-2.2,85.2,910.1,0
5831,2019-02-19 22:55:00,0.0,0.4,1.3,181.0,-2.2,85.3,910.1,0
5832,2019-02-19 23:00:00,0.0,0.4,0.8,200.0,-2.2,84.0,910.1,0
5833,2019-02-19 23:05:00,0.0,0.3,0.6,186.0,-2.3,86.1,910.2,0
5834,2019-02-19 23:10:00,0.0,0.3,0.5,192.0,-2.3,84.7,910.2,0
5835,2019-02-19 23:15:00,0.0,0.6,0.9,216.0,-2.3,84.7,910.2,0
5836,2019-02-19 23:20:00,0.0,0.6,0.9,212.0,-2.3,84.9,910.1,0
5837,2019-02-19 23:25:00,0.0,0.5,1.1,165.0,-2.3,84.0,910.1,0
5838,2019-02-19 23:30:00,0.0,0.3,0.6,204.0,-2.3,82.5,910.1,0
5839,2019-02-19 23:35:00,0.0,0.3,0.6,192.0,-2.4,83.8,910.1,0
5840,2019-02-19 23:40:00,0.0,0.5,0.8,204.0,-2.4,83.2,910.1,0
5841,2019-02-19 23:45:00,0.0,0.4,0.7,204.0,-2.4,81.6,910.1,0
5842,2019-02-19 23:50:00,0.0,0.4,0.7,200.0,-2.4,83.9,910.1,0
5843,2019-02-19 23:55:00,0.0,0.3,0.5,192.0,-2.4,83.9,910.2,0
5844,2019-02-20 00:00:00,0.0,0.5,0.8,212.0,-2.5,83.4,910.1,0
5845,2019-02-20 00:05:00,0.0,0.6,0.9,225.0,-2.5,84.9,910.1,0
5846,2019-02-20 00:10:00,0.0,0.6,0.8,221.0,-2.5,85.0,910.1,0
5847,2019-02-20 00:15:00,0.0,0.4,0.8,210.0,-2.5,85.8,910.1,0
5848,2019-02-20 00:20:00,0.0,0.4,0.7,195.0,-2.5,84.5,910.1,0
5849,2019-02-20 00:25:00,0.0,0.5,1.4,170.0,-2.5,84.2,910.1,0
5850,2019-02-20 00:30:00,0.0,0.3,0.6,183.0,-2.7,82.9,910.1,0
5851,2019-02-20 00:35:00,0.0,0.2,0.6,193.0,-2.8,83.7,910.2,0
5852,2019-02-20 00:40:00,0.0,0.3,0.6,198.0,-2.9,83.8,910.3,0
5853,2019-02-20 00:45:00,0.0,0.3,0.6,174.0,-3.0,83.2,910.3,0
5854,2019-02-20 00:50:00,0.0,0.5,1.0,190.0,-3.2,85.0,910.3,0
5855,2019-02-20 00:55:00,0.0,0.5,0.8,169.0,-3.0,84.4,910.4,0
5856,2019-02-20 01:00:00,0.0,0.4,0.8,184.0,-3.3,83.7,910.4,0
5857,2019-02-20 01:05:00,0.0,0.4,1.5,179.0,-3.3,84.2,910.4,0
5858,2019-02-20 01:10:00,0.0,0.4,1.3,193.0,-3.1,83.2,910.4,0
5859,2019-02-20 01:15:00,0.0,0.3,1.0,210.0,-3.0,81.6,910.5,0
5860,2019-02-20 01:20:00,0.0,0.4,0.6,222.0,-3.1,82.0,910.4,0
5861,2019-02-20 01:25:00,0.0,0.6,0.9,239.0,-3.1,86.2,910.5,0
5862,2019-02-20 01:30:00,0.0,0.4,1.1,182.0,-3.0,85.5,910.5,0
5863,2019-02-20 01:35:00,0.0,0.3,0.6,188.0,-3.0,82.1,910.5,0
5864,2019-02-20 01:40:00,0.0,0.3,0.6,183.0,-3.0,85.0,910.5,0
5865,2019-02-20 01:45:00,0.0,0.3,0.8,185.0,-3.1,83.1,910.5,0
5866,2019-02-20 01:50:00,0.0,0.2,0.6,196.0,-3.1,85.2,910.5,0
5867,2019-02-20 01:55:00,0.0,0.5,0.7,200.0,-3.1,85.0,910.5,0
5868,2019-02-20 02:00:00,0.0,0.6,0.8,219.0,-3.0,85.3,910.5,0
5869,2019-02-20 02:05:00,0.0,0.4,0.6,193.0,-3.0,82.7,910.5,0
5870,2019-02-20 02:10:00,0.0,0.4,0.6,182.0,-3.0,84.2,910.5,0
5871,2019-02-20 02:15:00,0.0,0.4,0.7,191.0,-3.0,84.2,910.5,0
5872,2019-02-20 02:20:00,0.0,0.3,1.0,164.0,-3.0,84.9,910.5,0
5873,2019-02-20 02:25:00,0.0,0.3,0.5,191.0,-3.1,82.7,910.5,0
5874,2019-02-20 02:30:00,0.0,0.4,0.8,199.0,-3.2,85.2,910.5,0
5875,2019-02-20 02:35:00,0.0,0.3,0.7,187.0,-3.2,83.9,910.5,0
5876,2019-02-20 02:40:00,0.0,0.3,0.6,180.0,-3.1,84.8,910.5,0
5877,2019-02-20 02:45:00,0.0,0.4,0.7,190.0,-3.3,84.2,910.5,0
5878,2019-02-20 02:50:00,0.0,0.4,0.7,185.0,-3.3,84.1,910.5,0
5879,2019-02-20 02:55:00,0.0,0.3,0.6,188.0,-3.3,85.1,910.4,0
5880,2019-02-20 03:00:00,0.0,0.4,1.0,188.0,-3.3,84.2,910.4,0
5881,2019-02-20 03:05:00,0.0,0.5,0.8,221.0,-3.4,82.1,910.4,0
5882,2019-02-20 03:10:00,0.0,0.5,0.9,198.0,-3.4,84.8,910.3,0
5883,2019-02-20 03:15:00,0.0,0.3,0.6,193.0,-3.3,84.9,910.2,0
5884,2019-02-20 03:20:00,0.0,0.4,0.7,194.0,-3.3,85.3,910.2,0
5885,2019-02-20 03:25:00,0.0,0.5,0.8,183.0,-3.3,85.2,910.2,0
5886,2019-02-20 03:30:00,0.0,0.5,1.6,174.0,-3.3,83.4,910.2,0
5887,2019-02-20 03:35:00,0.0,0.3,0.5,178.0,-3.5,83.1,910.2,0
5888,2019-02-20 03:40:00,0.0,0.3,0.9,174.0,-3.7,84.9,910.2,0
5889,2019-02-20 03:45:00,0.0,0.3,0.8,186.0,-3.6,84.9,910.2,0
5890,2019-02-20 03:50:00,0.0,0.3,0.7,229.0,-3.6,84.8,910.2,0
5891,2019-02-20 03:55:00,0.0,0.5,0.8,215.0,-3.6,85.2,910.2,0
5892,2019-02-20 04:00:00,0.0,0.3,0.7,185.0,-3.6,84.5,910.2,0
5893,2019-02-20 04:05:00,0.0,0.3,0.6,209.0,-3.5,84.9,910.2,0
5894,2019-02-20 04:10:00,0.0,0.5,0.7,228.0,-3.6,85.7,910.2,0
5895,2019-02-20 04:15:00,0.0,0.5,0.8,228.0,-3.6,86.0,910.2,0
5896,2019-02-20 04:20:00,0.0,0.5,0.8,226.0,-3.6,85.7,910.1,0
5897,2019-02-20 04:25:00,0.0,0.4,0.6,195.0,-3.6,84.6,910.1,0
5898,2019-02-20 04:30:00,0.0,0.6,0.9,225.0,-3.5,85.5,910.1,0
5899,2019-02-20 04:35:00,0.0,0.6,0.9,182.0,-3.5,83.9,910.1,0
5900,2019-02-20 04:40:00,0.0,0.5,1.1,169.0,-3.5,83.4,910.1,0
5901,2019-02-20 04:45:00,0.0,0.3,0.8,181.0,-3.8,82.7,910.1,0
5902,2019-02-20 04:50:00,0.0,0.2,0.5,188.0,-3.9,84.3,910.1,0
5903,2019-02-20 04:55:00,0.0,0.3,0.6,187.0,-4.0,85.9,910.2,0
5904,2019-02-20 05:00:00,0.0,0.4,0.7,195.0,-3.9,86.9,910.2,0
5905,2019-02-20 05:05:00,0.0,0.3,0.7,176.0,-3.8,86.7,910.2,0
5906,2019-02-20 05:10:00,0.0,0.4,0.8,192.0,-4.0,84.8,910.2,0
5907,2019-02-20 05:15:00,0.0,0.4,0.7,183.0,-3.9,85.7,910.2,0
5908,2019-02-20 05:20:00,0.0,0.4,1.1,172.0,-4.0,83.4,910.2,0
5909,2019-02-20 05:25:00,0.0,0.3,0.7,202.0,-4.2,85.2,910.2,0
5910,2019-02-20 05:30:00,0.0,0.3,0.9,190.0,-4.2,86.3,910.2,0
5911,2019-02-20 05:35:00,0.0,0.3,0.7,183.0,-4.1,87.0,910.3,0
5912,2019-02-20 05:40:00,0.0,0.3,0.7,203.0,-4.1,85.8,910.3,0
5913,2019-02-20 05:45:00,0.0,0.5,0.8,213.0,-4.1,87.0,910.3,0
5914,2019-02-20 05:50:00,0.0,0.5,1.1,167.0,-4.0,87.1,910.3,0
5915,2019-02-20 05:55:00,0.0,0.3,0.6,176.0,-4.1,85.3,910.4,0
5916,2019-02-20 06:00:00,0.0,0.3,0.6,186.0,-4.3,84.7,910.4,0
5917,2019-02-20 06:05:00,0.0,0.4,0.7,199.0,-4.4,86.4,910.4,0
5918,2019-02-20 06:10:00,0.0,0.2,0.4,181.0,-4.3,87.8,910.5,0
5919,2019-02-20 06:15:00,0.0,0.3,0.8,182.0,-4.3,86.3,910.5,0
5920,2019-02-20 06:20:00,0.0,0.5,0.9,194.0,-4.3,86.1,910.5,0
5921,2019-02-20 06:25:00,0.0,0.4,0.7,187.0,-4.2,86.1,910.5,0
5922,2019-02-20 06:30:00,0.0,0.4,0.8,169.0,-4.2,86.1,910.6,0
5923,2019-02-20 06:35:00,0.0,0.4,1.0,174.0,-4.2,86.3,910.6,0
5924,2019-02-20 06:40:00,0.0,0.4,0.9,201.0,-4.3,85.4,910.6,0
5925,2019-02-20 06:45:00,0.0,0.8,1.1,234.0,-4.3,84.1,910.7,0
5926,2019-02-20 06:50:00,0.0,0.7,1.1,233.0,-4.3,85.4,910.7,0
5927,2019-02-20 06:55:00,0.0,0.4,0.8,177.0,-4.1,86.5,910.7,0
5928,2019-02-20 07:00:00,0.0,0.3,0.6,178.0,-4.2,85.6,910.7,0
5929,2019-02-20 07:05:00,0.0,0.3,0.6,190.0,-4.3,86.0,910.7,0
5930,2019-02-20 07:10:00,0.0,0.4,1.0,180.0,-4.4,87.6,910.7,0
5931,2019-02-20 07:15:00,0.0,0.4,0.6,182.0,-4.3,86.4,910.7,0
5932,2019-02-20 07:20:00,0.0,0.3,0.6,201.0,-4.3,84.8,910.7,0
5933,2019-02-20 07:25:00,0.0,0.3,0.7,191.0,-4.3,87.6,910.8,0
5934,2019-02-20 07:30:00,0.0,0.3,0.5,178.0,-4.3,86.6,910.8,0
5935,2019-02-20 07:35:00,0.0,0.3,0.5,182.0,-4.3,85.2,910.8,0
5936,2019-02-20 07:40:00,0.0,0.4,0.8,215.0,-4.3,87.1,910.9,0
5937,2019-02-20 07:45:00,0.0,0.4,0.7,198.0,-4.3,87.3,910.9,0
5938,2019-02-20 07:50:00,0.0,0.4,0.7,184.0,-4.2,86.1,911.0,0
5939,2019-02-20 07:55:00,0.0,0.4,0.7,190.0,-4.3,87.0,911.0,0
5940,2019-02-20 08:00:00,0.0,0.4,0.7,203.0,-4.3,86.1,911.1,0
5941,2019-02-20 08:05:00,0.0,0.4,0.8,175.0,-4.2,86.3,911.1,0
5942,2019-02-20 08:10:00,0.0,0.3,0.6,181.0,-4.2,86.6,911.2,0
5943,2019-02-20 08:15:00,0.0,0.3,0.6,182.0,-4.2,87.0,911.3,0
5944,2019-02-20 08:20:00,0.0,0.4,0.7,184.0,-4.1,84.8,911.3,0
5945,2019-02-20 08:25:00,0.0,0.5,0.8,201.0,-4.1,85.3,911.3,0
5946,2019-02-20 08:30:00,0.0,0.4,0.7,179.0,-3.9,85.3,911.3,0
5947,2019-02-20 08:35:00,0.0,0.3,0.9,172.0,-3.9,85.7,911.4,0
5948,2019-02-20 08:40:00,0.0,0.3,0.6,216.0,-3.9,84.1,911.4,0
5949,2019-02-20 08:45:00,0.0,0.3,0.5,183.0,-3.9,84.5,911.4,0
5950,2019-02-20 08:50:00,0.0,0.3,0.6,188.0,-3.8,85.8,911.4,0
5951,2019-02-20 08:55:00,0.0,0.4,0.8,201.0,-3.8,84.4,911.4,0
5952,2019-02-20 09:00:00,0.0,0.7,1.0,221.0,-3.8,84.7,911.4,0
5953,2019-02-20 09:05:00,0.0,0.5,1.5,170.0,-3.7,85.3,911.4,0
5954,2019-02-20 09:10:00,0.0,0.3,0.6,202.0,-3.7,83.0,911.4,0
5955,2019-02-20 09:15:00,0.0,0.4,0.9,198.0,-3.7,83.7,911.4,0
5956,2019-02-20 09:20:00,0.0,0.5,0.8,192.0,-3.6,84.2,911.5,0
5957,2019-02-20 09:25:00,0.0,0.5,0.9,182.0,-3.5,82.8,911.5,0
5958,2019-02-20 09:30:00,0.0,0.3,0.5,176.0,-3.5,80.6,911.6,0
5959,2019-02-20 09:35:00,0.0,0.2,0.6,181.0,-3.6,82.7,911.6,0
5960,2019-02-20 09:40:00,0.0,0.4,0.8,189.0,-3.6,80.5,911.6,0
5961,2019-02-20 09:45:00,0.0,0.5,0.9,208.0,-3.5,80.3,911.6,0
5962,2019-02-20 09:50:00,0.0,0.4,0.9,198.0,-3.3,84.4,911.6,0
5963,2019-02-20 09:55:00,0.0,0.6,0.9,212.0,-3.1,81.9,911.6,0
5964,2019-02-20 10:00:00,0.0,0.6,0.8,209.0,-2.6,82.7,911.6,0
5965,2019-02-20 10:05:00,0.0,0.6,1.1,204.0,-2.0,81.9,911.6,0
5966,2019-02-20 10:10:00,0.0,0.6,0.9,216.0,-1.4,79.9,911.6,0
5967,2019-02-20 10:15:00,0.0,0.5,0.8,221.0,-0.7,74.3,911.6,0
5968,2019-02-20 10:20:00,0.0,0.5,0.9,222.0,0.0,73.6,911.6,0
5969,2019-02-20 10:25:00,0.0,0.5,0.8,221.0,0.6,71.0,911.6,0
5970,2019-02-20 10:30:00,0.0,0.5,0.8,228.0,1.2,66.9,911.7,0
5971,2019-02-20 10:35:00,0.0,0.5,0.8,228.0,1.8,67.5,911.7,0
5972,2019-02-20 10:40:00,0.0,0.3,0.6,230.0,2.2,66.0,911.7,0
5973,2019-02-20 10:45:00,0.0,0.3,0.7,219.0,2.7,63.1,911.7,0
5974,2019-02-20 10:50:00,0.0,0.3,0.8,199.0,3.4,64.3,911.7,0
5975,2019-02-20 10:55:00,0.0,0.2,0.4,168.0,4.0,62.7,911.7,0
5976,2019-02-20 11:00:00,0.0,0.1,0.3,157.0,5.0,58.6,911.7,0
5977,2019-02-20 11:05:00,0.0,0.2,0.4,193.0,5.9,54.8,911.8,0
5978,2019-02-20 11:10:00,0.0,0.2,0.4,193.0,6.4,53.7,911.8,0
5979,2019-02-20 11:15:00,0.0,0.2,0.4,175.0,6.4,52.1,911.8,0
5980,2019-02-20 11:20:00,0.0,0.2,0.4,193.0,6.6,52.4,911.8,0
5981,2019-02-20 11:25:00,0.0,0.2,0.5,157.0,6.9,54.0,911.9,0
5982,2019-02-20 11:30:00,0.0,0.2,0.3,148.0,6.5,54.7,911.9,0
5983,2019-02-20 11:35:00,0.0,0.2,0.4,143.0,6.7,54.3,911.9,0
5984,2019-02-20 11:40:00,0.0,0.2,0.5,181.0,6.7,56.6,911.9,0
5985,2019-02-20 11:45:00,0.0,0.2,0.5,179.0,6.9,53.5,911.9,0
5986,2019-02-20 11:50:00,0.0,0.2,0.4,113.0,6.6,55.0,911.9,0
5987,2019-02-20 11:55:00,0.0,0.2,0.5,168.0,6.3,56.8,911.9,0
5988,2019-02-20 12:00:00,0.0,0.2,0.4,208.0,6.0,58.1,911.9,0
5989,2019-02-20 12:05:00,0.0,0.2,0.5,185.0,6.1,57.6,911.9,0
5990,2019-02-20 12:10:00,0.0,0.2,0.4,165.0,5.9,57.5,911.9,0
5991,2019-02-20 12:15:00,0.0,0.2,0.3,106.0,5.7,59.4,911.9,0
5992,2019-02-20 12:20:00,0.0,0.2,0.8,174.0,5.5,59.7,912.0,0
5993,2019-02-20 12:25:00,0.0,0.3,0.8,75.0,5.4,60.9,912.0,0
5994,2019-02-20 12:30:00,0.0,0.3,0.8,121.0,5.5,57.0,912.0,0
5995,2019-02-20 12:35:00,0.0,0.3,0.8,27.0,5.5,58.3,911.9,0
5996,2019-02-20 12:40:00,0.0,0.4,0.7,54.0,5.5,57.1,911.9,0
5997,2019-02-20 12:45:00,0.0,0.5,0.9,47.0,5.4,57.7,911.9,0
5998,2019-02-20 12:50:00,0.0,0.5,1.2,49.0,5.4,54.9,911.9,0
5999,2019-02-20 12:55:00,0.0,0.4,1.0,47.0,5.6,53.7,911.9,0
6000,2019-02-20 13:00:00,0.0,0.4,0.9,43.0,5.5,55.3,911.8,0
6001,2019-02-20 13:05:00,0.0,0.3,0.8,91.0,5.5,54.1,911.8,0
6002,2019-02-20 13:10:00,0.0,0.4,1.0,79.0,5.5,49.7,911.8,0
6003,2019-02-20 13:15:00,0.0,0.4,0.8,74.0,5.7,51.9,911.8,0
6004,2019-02-20 13:20:00,0.0,0.3,0.5,71.0,5.6,56.0,911.8,0
6005,2019-02-20 13:25:00,0.0,0.4,0.7,28.0,5.6,56.5,911.8,0
6006,2019-02-20 13:30:00,0.0,0.4,0.8,29.0,5.4,58.2,911.8,0
6007,2019-02-20 13:35:00,0.0,0.4,0.6,44.0,5.5,56.1,911.8,0
6008,2019-02-20 13:40:00,0.0,0.6,1.4,21.0,5.9,53.1,911.8,0
6009,2019-02-20 13:45:00,0.0,0.8,2.8,358.0,6.6,53.5,911.8,0
6010,2019-02-20 13:50:00,0.0,0.5,1.1,326.0,7.1,47.3,911.8,0
6011,2019-02-20 13:55:00,0.0,0.7,2.1,318.0,7.5,46.1,911.8,0
6012,2019-02-20 14:00:00,0.0,0.5,2.1,341.0,7.7,44.1,911.8,0
6013,2019-02-20 14:05:00,0.0,0.5,0.9,22.0,7.7,48.5,911.8,0
6014,2019-02-20 14:10:00,0.0,0.5,1.1,358.0,7.5,46.5,911.8,0
6015,2019-02-20 14:15:00,0.0,0.5,1.0,8.0,7.5,46.8,911.9,0
6016,2019-02-20 14:20:00,0.0,0.7,1.8,27.0,7.3,49.1,911.9,0
6017,2019-02-20 14:25:00,0.0,0.5,1.4,12.0,7.6,49.3,911.9,0
6018,2019-02-20 14:30:00,0.0,0.4,1.3,47.0,7.6,46.6,911.9,0
6019,2019-02-20 14:35:00,0.0,0.4,0.9,18.0,7.2,52.5,911.8,0
6020,2019-02-20 14:40:00,0.0,0.3,0.8,331.0,7.0,47.5,911.8,0
6021,2019-02-20 14:45:00,0.0,0.5,1.8,17.0,7.3,47.1,911.8,0
6022,2019-02-20 14:50:00,0.0,0.4,0.9,328.0,7.3,51.8,911.9,0
6023,2019-02-20 14:55:00,0.0,0.5,1.4,357.0,7.3,48.1,911.9,0
6024,2019-02-20 15:00:00,0.0,0.3,0.7,8.0,7.6,50.2,911.9,0
6025,2019-02-20 15:05:00,0.0,0.6,1.9,39.0,7.5,47.6,911.9,0
6026,2019-02-20 15:10:00,0.0,0.6,1.8,333.0,7.7,47.6,911.9,0
6027,2019-02-20 15:15:00,0.0,0.6,1.4,276.0,7.9,45.5,912.0,0
6028,2019-02-20 15:20:00,0.0,0.6,1.6,291.0,7.8,46.6,912.0,0
6029,2019-02-20 15:25:00,0.0,0.5,1.4,55.0,7.8,47.5,912.0,0
6030,2019-02-20 15:30:00,0.0,0.5,1.6,334.0,7.7,48.9,912.0,0
6031,2019-02-20 15:35:00,0.0,0.6,1.5,265.0,7.5,50.2,912.0,0
6032,2019-02-20 15:40:00,0.0,0.7,1.8,272.0,7.3,48.1,912.0,0
6033,2019-02-20 15:45:00,0.0,0.2,0.8,320.0,7.1,52.2,912.0,0
6034,2019-02-20 15:50:00,0.0,0.2,0.6,317.0,6.7,53.8,912.0,0
6035,2019-02-20 15:55:00,0.0,0.3,0.5,178.0,6.1,58.3,912.0,0
6036,2019-02-20 16:00:00,0.0,0.2,0.5,116.0,5.6,61.1,912.0,0
6037,2019-02-20 16:05:00,0.0,0.2,0.4,165.0,5.2,62.2,912.0,0
6038,2019-02-20 16:10:00,0.0,0.2,0.4,232.0,5.0,64.2,912.0,0
6039,2019-02-20 16:15:00,0.0,0.3,0.6,211.0,4.8,65.1,912.0,0
6040,2019-02-20 16:20:00,0.0,0.3,0.6,194.0,4.5,66.7,912.1,0
6041,2019-02-20 16:25:00,0.0,0.2,0.5,193.0,4.1,68.8,912.1,0
6042,2019-02-20 16:30:00,0.0,0.4,0.6,225.0,3.8,69.8,912.1,0
6043,2019-02-20 16:35:00,0.0,0.4,0.7,201.0,3.6,71.0,912.1,0
6044,2019-02-20 16:40:00,0.0,0.4,0.6,210.0,3.3,72.9,912.2,0
6045,2019-02-20 16:45:00,0.0,0.4,0.7,204.0,3.2,73.0,912.2,0
6046,2019-02-20 16:50:00,0.0,0.3,0.6,196.0,3.0,74.5,912.2,0
6047,2019-02-20 16:55:00,0.0,0.5,0.7,209.0,2.8,77.1,912.2,0
6048,2019-02-20 17:00:00,0.0,0.4,0.6,203.0,2.5,77.4,912.2,0
6049,2019-02-20 17:05:00,0.0,0.4,0.6,203.0,2.4,78.0,912.3,0
6050,2019-02-20 17:10:00,0.0,0.4,0.7,205.0,2.3,78.2,912.3,0
6051,2019-02-20 17:15:00,0.0,0.3,0.7,202.0,2.2,79.2,912.3,0
6052,2019-02-20 17:20:00,0.0,0.4,0.6,211.0,2.1,80.8,912.4,0
6053,2019-02-20 17:25:00,0.0,0.4,0.7,207.0,1.9,81.5,912.4,0
6054,2019-02-20 17:30:00,0.0,0.5,0.8,207.0,1.9,80.2,912.4,0
6055,2019-02-20 17:35:00,0.0,0.6,0.8,209.0,1.8,81.7,912.4,0
6056,2019-02-20 17:40:00,0.0,0.5,0.8,221.0,1.7,82.7,912.4,0
6057,2019-02-20 17:45:00,0.0,0.4,0.7,210.0,1.6,81.7,912.5,0
6058,2019-02-20 17:50:00,0.0,0.4,0.7,195.0,1.6,80.9,912.5,0
6059,2019-02-20 17:55:00,0.0,0.5,0.7,202.0,1.6,81.8,912.5,0
6060,2019-02-20 18:00:00,0.0,0.4,0.6,199.0,1.5,82.1,912.6,0
6061,2019-02-20 18:05:00,0.0,0.2,0.5,184.0,1.5,81.3,912.6,0
6062,2019-02-20 18:10:00,0.0,0.3,0.6,199.0,1.4,81.4,912.7,0
6063,2019-02-20 18:15:00,0.0,0.4,0.7,205.0,1.3,83.1,912.7,0
6064,2019-02-20 18:20:00,0.0,0.4,0.7,205.0,1.2,83.2,912.7,0
6065,2019-02-20 18:25:00,0.0,0.4,0.7,210.0,1.1,83.3,912.8,0
6066,2019-02-20 18:30:00,0.0,0.3,0.5,205.0,1.0,83.2,912.8,0
6067,2019-02-20 18:35:00,0.0,0.2,0.4,188.0,1.0,83.2,912.9,0
6068,2019-02-20 18:40:00,0.0,0.4,0.7,215.0,0.9,83.8,913.0,0
6069,2019-02-20 18:45:00,0.0,0.3,0.6,221.0,0.7,84.7,913.1,0
6070,2019-02-20 18:50:00,0.0,0.3,0.8,200.0,0.6,84.4,913.1,0
6071,2019-02-20 18:55:00,0.0,0.4,0.6,198.0,0.6,84.8,913.2,0
6072,2019-02-20 19:00:00,0.0,0.4,0.7,193.0,0.5,85.4,913.2,0
6073,2019-02-20 19:05:00,0.0,0.4,0.8,202.0,0.5,85.0,913.2,0
6074,2019-02-20 19:10:00,0.0,0.4,0.6,197.0,0.4,85.4,913.3,0
6075,2019-02-20 19:15:00,0.0,0.3,0.6,202.0,0.4,84.9,913.3,0
6076,2019-02-20 19:20:00,0.0,0.6,0.9,219.0,0.3,84.4,913.3,0
6077,2019-02-20 19:25:00,0.0,0.7,0.9,234.0,0.3,84.0,913.4,0
6078,2019-02-20 19:30:00,0.0,0.3,0.7,217.0,0.2,85.1,913.4,0
6079,2019-02-20 19:35:00,0.0,0.2,0.4,192.0,0.2,84.8,913.4,0
6080,2019-02-20 19:40:00,0.0,0.3,0.7,214.0,0.1,84.3,913.5,0
6081,2019-02-20 19:45:00,0.0,0.4,0.7,220.0,0.0,83.6,913.5,0
6082,2019-02-20 19:50:00,0.0,0.2,0.5,186.0,0.0,84.6,913.5,0
6083,2019-02-20 19:55:00,0.0,0.2,0.5,192.0,-0.2,86.1,913.5,0
6084,2019-02-20 20:00:00,0.0,0.2,0.4,203.0,-0.3,87.1,913.5,0
6085,2019-02-20 20:05:00,0.0,0.5,1.0,210.0,-0.4,86.4,913.5,0
6086,2019-02-20 20:10:00,0.0,0.6,1.0,210.0,-0.3,86.7,913.6,0
6087,2019-02-20 20:15:00,0.0,0.4,0.7,200.0,-0.2,86.7,913.7,0
6088,2019-02-20 20:20:00,0.0,0.3,0.7,173.0,-0.3,86.3,913.7,0
6089,2019-02-20 20:25:00,0.0,0.3,0.7,181.0,-0.5,85.0,913.7,0
6090,2019-02-20 20:30:00,0.0,0.5,0.8,206.0,-0.6,86.2,913.7,0
