,When,Discharge,v_a,Maximum Wind Speed,Wind Direction,T_a,RH,p_a,Fountain
3247,2019-02-10 23:35:00,0.0,0.0,0.0,0.0,-0.2,93.9,899.7,0
3248,2019-02-10 23:40:00,0.0,0.0,0.0,0.0,-0.2,93.8,899.7,0
3249,2019-02-10 23:45:00,0.0,0.0,0.0,0.0,-0.2,93.5,899.7,0
3250,2019-02-10 23:50:00,0.0,0.0,0.0,0.0,-0.2,93.7,900.0,0
3251,2019-02-10 23:55:00,0.0,0.0,0.0,0.0,-0.3,93.7,900.3,0
3252,2019-02-11 00:00:00,0.0,0.0,0.0,0.0,-0.3,93.8,900.4,0
3253,2019-02-11 00:05:00,0.0,0.0,0.0,0.0,-0.3,93.4,900.4,0
3254,2019-02-11 00:10:00,0.0,0.0,0.0,0.0,-0.3,93.1,900.7,0
3255,2019-02-11 00:15:00,0.0,0.0,0.0,0.0,-0.3,92.9,900.6,0
3256,2019-02-11 00:20:00,0.0,0.0,0.0,0.0,-0.3,91.4,900.7,0
3257,2019-02-11 00:25:00,0.0,0.0,0.0,0.0,-0.3,89.9,900.7,0
3258,2019-02-11 00:30:00,0.0,0.0,0.0,0.0,-0.3,89.8,900.8,0
3259,2019-02-11 00:35:00,0.0,0.0,0.0,0.0,-0.3,89.8,900.7,0
3260,2019-02-11 00:40:00,0.0,0.0,0.0,0.0,-0.3,89.7,901.0,0
3261,2019-02-11 00:45:00,0.0,0.0,0.0,0.0,-0.3,89.6,901.2,0
3262,2019-02-11 00:50:00,0.0,0.0,0.0,0.0,-0.3,88.9,901.3,0
3263,2019-02-11 00:55:00,0.0,0.0,0.0,0.0,-0.4,86.6,901.4,0
3264,2019-02-11 01:00:00,0.0,0.0,0.0,0.0,-0.5,85.2,901.4,0
3265,2019-02-11 01:05:00,0.0,0.0,0.0,0.0,-0.5,88.7,901.5,0
3266,2019-02-11 01:10:00,0.0,0.0,0.0,0.0,-0.7,87.0,901.4,0
3267,2019-02-11 01:15:00,0.0,0.0,0.0,0.0,-0.6,86.4,901.5,0
3268,2019-02-11 01:20:00,0.0,0.0,0.0,0.0,-0.6,88.0,901.4,0
3269,2019-02-11 01:25:00,0.0,0.0,0.0,0.0,-0.7,91.4,901.2,0
3270,2019-02-11 01:30:00,0.0,0.0,0.0,0.0,-0.8,91.1,901.3,0
3271,2019-02-11 01:35:00,0.0,0.0,0.0,0.0,-0.8,91.3,901.2,0
3272,2019-02-11 01:40:00,0.0,0.0,0.0,0.0,-0.8,92.2,901.2,0
3273,2019-02-11 01:45:00,0.0,0.0,0.0,0.0,-0.8,90.7,901.3,0
3274,2019-02-11 01:50:00,0.0,0.0,0.0,0.0,-0.7,90.7,901.3,0
3275,2019-02-11 01:55:00,0.0,0.0,0.0,0.0,-0.8,91.4,901.1,0
3276,2019-02-11 02:00:00,0.0,0.0,0.0,0.0,-0.8,90.8,901.1,0
3277,2019-02-11 02:05:00,0.0,0.0,0.0,0.0,-0.8,91.2,901.0,0
3278,2019-02-11 02:10:00,0.0,0.0,0.0,0.0,-0.8,90.9,901.0,0
3279,2019-02-11 02:15:00,0.0,0.0,0.0,0.0,-0.8,90.5,901.1,0
3280,2019-02-11 02:20:00,0.0,0.0,0.0,0.0,-0.8,90.2,901.2,0
3281,2019-02-11 02:25:00,0.0,0.0,0.0,0.0,-0.9,89.8,901.2,0
3282,2019-02-11 02:30:00,0.0,0.0,0.0,0.0,-0.9,90.4,901.2,0
3283,2019-02-11 02:35:00,0.0,0.0,0.0,0.0,-0.8,90.0,901.2,0
3284,2019-02-11 02:40:00,0.0,0.0,0.0,0.0,-0.9,90.1,901.2,0
3285,2019-02-11 02:45:00,0.0,0.0,0.0,0.0,-0.9,89.9,901.3,0
3286,2019-02-11 02:50:00,0.0,0.0,0.0,0.0,-0.9,88.2,901.2,0
3287,2019-02-11 02:55:00,0.0,0.0,0.0,0.0,-0.9,88.7,901.0,0
3288,2019-02-11 03:00:00,0.0,0.0,0.0,0.0,-0.9,90.3,901.1,0
3289,2019-02-11 03:05:00,0.0,0.0,0.0,0.0,-0.9,90.0,901.4,0
3290,2019-02-11 03:10:00,0.0,0.0,0.0,0.0,-1.0,91.9,901.5,0
3291,2019-02-11 03:15:00,0.0,0.0,0.0,0.0,-1.1,91.6,901.6,0
3292,2019-02-11 03:20:00,0.0,0.0,0.0,0.0,-1.2,92.7,901.7,0
3293,2019-02-11 03:25:00,0.0,0.0,0.0,0.0,-1.3,92.4,901.8,0
3294,2019-02-11 03:30:00,0.0,0.0,0.0,0.0,-1.5,92.4,901.9,0
3295,2019-02-11 03:35:00,0.0,0.0,0.0,0.0,-1.5,92.5,901.9,0
3296,2019-02-11 03:40:00,0.0,0.0,0.0,0.0,-1.5,92.4,902.1,0
3297,2019-02-11 03:45:00,0.0,0.0,0.0,0.0,-1.6,89.7,902.2,0
3298,2019-02-11 03:50:00,0.0,0.0,0.0,0.0,-1.5,90.4,902.3,0
3299,2019-02-11 03:55:00,0.0,0.0,0.0,0.0,-1.5,90.0,902.3,0
3300,2019-02-11 04:00:00,0.0,0.0,0.0,0.0,-1.5,87.7,902.6,0
3301,2019-02-11 04:05:00,0.0,0.0,0.0,0.0,-1.4,89.9,902.7,0
3302,2019-02-11 04:10:00,0.0,0.0,0.0,0.0,-1.5,90.8,902.6,0
3303,2019-02-11 04:15:00,0.0,0.0,0.0,0.0,-1.6,90.1,902.6,0
3304,2019-02-11 04:20:00,0.0,0.0,0.0,0.0,-1.6,90.9,902.5,0
3305,2019-02-11 04:25:00,0.0,0.0,0.0,0.0,-1.7,90.1,902.2,0
3306,2019-02-11 04:30:00,0.0,0.0,0.0,0.0,-1.7,90.1,902.4,0
3307,2019-02-11 04:35:00,0.0,0.0,0.0,0.0,-1.6,89.6,902.3,0
3308,2019-02-11 04:40:00,0.0,0.0,0.0,0.0,-1.6,88.8,902.3,0
3309,2019-02-11 04:45:00,0.0,0.0,0.0,0.0,-1.7,88.5,902.3,0
3310,2019-02-11 04:50:00,0.0,0.0,0.0,0.0,-1.6,90.6,902.3,0
3311,2019-02-11 04:55:00,0.0,0.0,0.0,0.0,-1.6,89.4,902.2,0
3312,2019-02-11 05:00:00,0.0,0.0,0.0,0.0,-1.6,88.1,902.2,0
3313,2019-02-11 05:05:00,0.0,0.0,0.0,0.0,-1.6,87.7,902.2,0
3314,2019-02-11 05:10:00,0.0,0.0,0.0,0.0,-1.6,88.9,902.2,0
3315,2019-02-11 05:15:00,0.0,0.0,0.0,0.0,-1.7,90.5,902.2,0
3316,2019-02-11 05:20:00,0.0,0.0,0.0,0.0,-1.7,91.0,902.5,0
3317,2019-02-11 05:25:00,0.0,0.0,0.0,0.0,-1.7,90.2,902.6,0
3318,2019-02-11 05:30:00,0.0,0.0,0.0,0.0,-1.7,91.6,902.8,0
3319,2019-02-11 05:35:00,0.0,0.0,0.0,0.0,-1.8,91.3,902.9,0
3320,2019-02-11 05:40:00,0.0,0.0,0.0,0.0,-1.7,89.2,902.9,0
3321,2019-02-11 05:45:00,0.0,0.0,0.0,0.0,-1.7,90.1,903.1,0
3322,2019-02-11 05:50:00,0.0,0.0,0.0,0.0,-1.8,89.4,903.2,0
3323,2019-02-11 05:55:00,0.0,0.0,0.0,0.0,-1.8,90.5,903.5,0
3324,2019-02-11 06:00:00,0.0,0.0,0.0,0.0,-1.8,91.6,903.6,0
3325,2019-02-11 06:05:00,0.0,0.0,0.0,0.0,-1.8,91.1,903.9,0
3326,2019-02-11 06:10:00,0.0,0.0,0.0,0.0,-1.8,90.7,903.8,0
3327,2019-02-11 06:15:00,0.0,0.0,0.0,0.0,-1.8,91.0,903.9,0
3328,2019-02-11 06:20:00,0.0,0.0,0.0,0.0,-1.8,92.5,903.8,0
3329,2019-02-11 06:25:00,0.0,0.0,0.0,0.0,-1.8,91.4,903.7,0
3330,2019-02-11 06:30:00,0.0,0.0,0.0,0.0,-1.8,91.5,903.8,0
3331,2019-02-11 06:35:00,0.0,0.0,0.0,0.0,-1.8,91.5,903.8,0
3332,2019-02-11 06:40:00,0.0,0.0,0.0,0.0,-1.8,89.6,903.9,0
3333,2019-02-11 06:45:00,0.0,0.0,0.0,0.0,-1.8,90.2,904.0,0
3334,2019-02-11 06:50:00,0.0,0.0,0.0,0.0,-1.8,89.9,904.1,0
3335,2019-02-11 06:55:00,0.0,0.0,0.0,0.0,-1.8,89.6,904.3,0
3336,2019-02-11 07:00:00,0.0,0.0,0.0,0.0,-1.8,90.1,904.5,0
3337,2019-02-11 07:05:00,0.0,0.0,0.0,0.0,-1.9,91.4,904.8,0
3338,2019-02-11 07:10:00,0.0,0.0,0.0,0.0,-1.9,92.2,905.0,0
3339,2019-02-11 07:15:00,0.0,0.0,0.0,0.0,-2.0,92.5,905.0,0
3340,2019-02-11 07:20:00,0.0,0.0,0.0,0.0,-2.0,92.9,905.0,0
3341,2019-02-11 07:25:00,0.0,0.0,0.0,0.0,-2.0,92.4,905.1,0
3342,2019-02-11 07:30:00,0.0,0.0,0.0,0.0,-2.0,92.5,905.2,0
3343,2019-02-11 07:35:00,0.0,0.0,0.0,0.0,-2.0,92.5,905.2,0
3344,2019-02-11 07:40:00,0.0,0.0,0.0,0.0,-2.0,93.0,905.3,0
3345,2019-02-11 07:45:00,0.0,0.0,0.0,0.0,-2.0,92.6,905.4,0
3346,2019-02-11 07:50:00,0.0,0.0,0.0,0.0,-2.0,92.8,905.4,0
3347,2019-02-11 07:55:00,0.0,0.0,0.0,0.0,-2.0,92.7,905.5,0
3348,2019-02-11 08:00:00,0.0,0.0,0.0,0.0,-2.0,91.9,905.6,0
3349,2019-02-11 08:05:00,0.0,0.0,0.0,0.0,-2.0,91.2,905.7,0
3350,2019-02-11 08:10:00,0.0,0.0,0.0,0.0,-2.0,91.4,905.7,0
3351,2019-02-11 08:15:00,0.0,0.0,0.0,0.0,-2.0,89.7,905.8,0
3352,2019-02-11 08:20:00,0.0,0.0,0.0,0.0,-1.9,86.8,905.9,0
3353,2019-02-11 08:25:00,0.0,0.0,0.0,0.0,-1.9,88.3,906.1,0
3354,2019-02-11 08:30:00,0.0,0.0,0.0,0.0,-1.9,87.9,906.5,0
3355,2019-02-11 08:35:00,0.0,0.0,0.0,0.0,-2.0,86.5,906.6,0
3356,2019-02-11 08:40:00,0.0,0.0,0.0,0.0,-2.0,89.5,906.7,0
3357,2019-02-11 08:45:00,0.0,0.0,0.0,0.0,-1.9,90.5,906.7,0
3358,2019-02-11 08:50:00,0.0,0.0,0.0,0.0,-2.0,89.0,906.8,0
3359,2019-02-11 08:55:00,0.0,0.0,0.0,0.0,-2.0,89.5,906.9,0
3360,2019-02-11 09:00:00,0.0,0.0,0.0,0.0,-2.0,90.8,907.0,0
3361,2019-02-11 09:05:00,0.0,0.0,0.0,0.0,-2.0,91.0,907.1,0
3362,2019-02-11 09:10:00,0.0,0.0,0.0,0.0,-2.0,91.3,907.1,0
3363,2019-02-11 09:15:00,0.0,0.0,0.0,0.0,-2.0,90.8,907.1,0
3364,2019-02-11 09:20:00,0.0,0.0,0.0,0.0,-2.0,91.7,907.1,0
3365,2019-02-11 09:25:00,0.0,0.0,0.0,0.0,-2.0,91.2,907.2,0
3366,2019-02-11 09:30:00,0.0,0.0,0.0,0.0,-2.0,92.0,907.2,0
3367,2019-02-11 09:35:00,0.0,0.0,0.0,0.0,-1.9,91.2,907.2,0
3368,2019-02-11 09:40:00,0.0,0.0,0.0,0.0,-1.8,91.5,907.3,0
3369,2019-02-11 09:45:00,0.0,0.0,0.0,0.0,-1.8,90.6,907.3,0
3370,2019-02-11 09:50:00,0.0,0.0,0.0,0.0,-1.7,90.7,907.3,0
3371,2019-02-11 09:55:00,0.0,0.0,0.0,0.0,-1.6,90.0,907.3,0
3372,2019-02-11 10:00:00,0.0,0.0,0.0,0.0,-1.6,88.3,907.4,0
3373,2019-02-11 10:05:00,0.0,0.0,0.0,0.0,-1.5,89.7,907.5,0
3374,2019-02-11 10:10:00,0.0,0.0,0.0,0.0,-1.3,88.6,907.5,0
3375,2019-02-11 10:15:00,0.0,0.0,0.0,0.0,-1.2,89.8,907.7,0
3376,2019-02-11 10:20:00,0.0,0.0,0.0,0.0,-1.1,90.2,907.7,0
3377,2019-02-11 10:25:00,0.0,0.0,0.0,0.0,-1.1,88.9,907.8,0
3378,2019-02-11 10:30:00,0.0,0.0,0.0,0.0,-1.4,85.7,908.0,0
3379,2019-02-11 10:35:00,0.0,0.0,0.0,0.0,-1.3,86.8,908.0,0
3380,2019-02-11 10:40:00,0.0,0.0,0.0,0.0,-1.2,88.0,908.1,0
3381,2019-02-11 10:45:00,0.0,0.0,0.0,0.0,-1.2,88.0,908.2,0
3382,2019-02-11 10:50:00,0.0,0.0,0.0,0.0,-1.2,89.1,908.3,0
3383,2019-02-11 10:55:00,0.0,0.0,0.0,0.0,-1.2,89.1,908.3,0
3384,2019-02-11 11:00:00,0.0,0.0,0.0,0.0,-1.2,85.1,908.4,0
3385,2019-02-11 11:05:00,0.0,0.0,0.0,0.0,-1.2,87.4,908.5,0
3386,2019-02-11 11:10:00,0.0,0.0,0.0,0.0,-1.1,88.0,908.6,0
3387,2019-02-11 11:15:00,0.0,0.0,0.0,0.0,-1.1,82.6,908.7,0
3388,2019-02-11 11:20:00,0.0,0.0,0.0,0.0,-1.0,85.9,908.8,0
3389,2019-02-11 11:25:00,0.0,0.0,0.0,0.0,-0.9,87.8,908.9,0
3390,2019-02-11 11:30:00,0.0,0.0,0.0,0.0,-0.9,86.4,909.0,0
3391,2019-02-11 11:35:00,0.0,0.0,0.0,0.0,-0.7,84.3,909.1,0
3392,2019-02-11 11:40:00,0.0,0.0,0.0,0.0,-0.5,79.9,909.1,0
3393,2019-02-11 11:45:00,0.0,0.0,0.0,0.0,-0.5,81.0,909.3,0
3394,2019-02-11 11:50:00,0.0,0.0,0.0,0.0,-0.5,84.9,909.3,0
3395,2019-02-11 11:55:00,0.0,0.0,0.0,0.0,-0.5,84.5,909.4,0
3396,2019-02-11 12:00:00,0.0,0.0,0.0,0.0,-0.4,84.0,909.4,0
3397,2019-02-11 12:05:00,0.0,0.0,0.0,0.0,-0.4,84.7,909.5,0
3398,2019-02-11 12:10:00,0.0,0.0,0.0,0.0,-0.4,85.0,909.5,0
3399,2019-02-11 12:15:00,0.0,0.0,0.0,0.0,-0.4,85.2,909.5,0
3400,2019-02-11 12:20:00,0.0,0.0,0.0,0.0,-0.4,85.0,909.6,0
3401,2019-02-11 12:25:00,0.0,0.0,0.0,0.0,-0.5,79.8,909.6,0
3402,2019-02-11 12:30:00,0.0,0.0,0.0,0.0,-0.5,75.1,909.7,0
3403,2019-02-11 12:35:00,0.0,0.0,0.0,0.0,-0.7,77.8,909.7,0
3404,2019-02-11 12:40:00,0.0,0.0,0.0,0.0,-0.8,78.0,909.6,0
3405,2019-02-11 12:45:00,0.0,0.0,0.0,0.0,-0.8,79.3,909.6,0
3406,2019-02-11 12:50:00,0.0,0.0,0.0,0.0,-0.7,80.0,909.6,0
3407,2019-02-11 12:55:00,0.0,0.0,0.0,0.0,-0.6,82.7,909.7,0
3408,2019-02-11 13:00:00,0.0,0.0,0.0,0.0,-0.4,81.2,909.6,0
3409,2019-02-11 13:05:00,0.0,0.0,0.0,0.0,-0.4,76.9,909.6,0
3410,2019-02-11 13:10:00,0.0,0.0,0.0,0.0,-0.4,76.8,909.6,0
3411,2019-02-11 13:15:00,0.0,0.0,0.0,0.0,-0.4,76.5,909.6,0
3412,2019-02-11 13:20:00,0.0,0.0,0.0,0.0,-0.4,76.2,909.6,0
3413,2019-02-11 13:25:00,0.0,0.0,0.0,0.0,-0.5,77.8,909.7,0
3414,2019-02-11 13:30:00,0.0,0.0,0.0,0.0,-0.5,84.0,909.8,0
3415,2019-02-11 13:35:00,0.0,0.0,0.0,0.0,-0.5,79.0,909.8,0
3416,2019-02-11 13:40:00,0.0,0.0,0.0,0.0,-0.6,80.2,909.8,0
3417,2019-02-11 13:45:00,0.0,0.0,0.0,0.0,-0.4,82.2,909.7,0
3418,2019-02-11 13:50:00,0.0,0.0,0.0,0.0,-0.3,81.7,909.7,0
3419,2019-02-11 13:55:00,0.0,0.0,0.0,0.0,-0.2,78.6,909.6,0
3420,2019-02-11 14:00:00,0.0,0.0,0.0,0.0,0.0,82.6,909.6,0
3421,2019-02-11 14:05:00,0.0,0.0,0.0,0.0,0.0,77.2,909.6,0
3422,2019-02-11 14:10:00,0.0,0.0,0.0,0.0,0.0,81.3,909.6,0
3423,2019-02-11 14:15:00,0.0,0.0,0.0,0.0,0.1,78.5,909.7,0
3424,2019-02-11 14:20:00,0.0,0.0,0.0,0.0,0.0,76.8,909.8,0
3425,2019-02-11 14:25:00,0.0,0.0,0.0,0.0,0.0,80.2,909.8,0
3426,2019-02-11 14:30:00,0.0,0.0,0.0,0.0,0.0,79.7,909.9,0
3427,2019-02-11 14:35:00,0.0,0.0,0.0,0.0,0.1,80.7,909.9,0
3428,2019-02-11 14:40:00,0.0,0.0,0.0,0.0,0.1,74.2,909.9,0
3429,2019-02-11 14:45:00,0.0,0.0,0.0,0.0,0.0,75.1,909.9,0
3430,2019-02-11 14:50:00,0.0,0.0,0.0,0.0,0.0,82.7,910.0,0
3431,2019-02-11 14:55:00,0.0,0.0,0.0,0.0,0.1,74.1,910.1,0
3432,2019-02-11 15:00:00,0.0,0.0,0.0,0.0,0.1,74.4,910.2,0
3433,2019-02-11 15:05:00,0.0,0.0,0.0,0.0,0.0,78.8,910.3,0
3434,2019-02-11 15:10:00,0.0,0.0,0.0,0.0,0.1,79.9,910.5,0
3435,2019-02-11 15:15:00,0.0,0.0,0.0,0.0,0.1,83.0,910.6,0
3436,2019-02-11 15:20:00,0.0,0.0,0.0,0.0,0.0,86.4,910.7,0
3437,2019-02-11 15:25:00,0.0,0.0,0.0,0.0,-0.6,79.5,910.8,0
3438,2019-02-11 15:30:00,0.0,0.0,0.0,0.0,-0.8,82.5,910.8,0
3439,2019-02-11 15:35:00,0.0,0.0,0.0,0.0,-0.7,85.5,910.9,0
3440,2019-02-11 15:40:00,0.0,0.0,0.0,0.0,-0.7,86.8,910.9,0
3441,2019-02-11 15:45:00,0.0,0.0,0.0,0.0,-0.8,86.8,910.9,0
3442,2019-02-11 15:50:00,0.0,0.0,0.0,0.0,-0.8,86.9,911.0,0
3443,2019-02-11 15:55:00,0.0,0.0,0.0,0.0,-0.8,87.9,911.0,0
3444,2019-02-11 16:00:00,0.0,0.0,0.0,0.0,-0.8,87.8,911.0,0
3445,2019-02-11 16:05:00,0.0,0.0,0.0,0.0,-0.8,86.2,911.1,0
3446,2019-02-11 16:10:00,0.0,0.0,0.0,0.0,-0.8,86.4,911.2,0
3447,2019-02-11 16:15:00,0.0,0.0,0.0,0.0,-0.9,85.0,911.3,0
3448,2019-02-11 16:20:00,0.0,0.0,0.0,0.0,-0.9,88.2,911.3,0
3449,2019-02-11 16:25:00,0.0,0.0,0.0,0.0,-0.9,87.9,911.4,0
3450,2019-02-11 16:30:00,0.0,0.0,0.0,0.0,-0.9,88.1,911.5,0
3451,2019-02-11 16:35:00,0.0,0.0,0.0,0.0,-0.9,88.9,911.7,0
3452,2019-02-11 16:40:00,0.0,0.0,0.0,0.0,-1.1,89.1,911.7,0
3453,2019-02-11 16:45:00,0.0,0.0,0.0,0.0,-1.1,88.6,911.7,0
3454,2019-02-11 16:50:00,0.0,0.0,0.0,0.0,-1.1,88.8,911.8,0
3455,2019-02-11 16:55:00,0.0,0.0,0.0,0.0,-1.1,88.9,911.8,0
3456,2019-02-11 17:00:00,0.0,0.0,0.0,0.0,-1.1,88.7,911.8,0
3457,2019-02-11 17:05:00,0.0,0.0,0.0,0.0,-1.1,86.6,911.8,0
3458,2019-02-11 17:10:00,0.0,0.0,0.0,0.0,-1.1,86.8,911.9,0
3459,2019-02-11 17:15:00,0.0,0.0,0.0,0.0,-1.0,88.3,911.9,0
3460,2019-02-11 17:20:00,0.0,0.0,0.0,0.0,-1.0,89.0,912.0,0
3461,2019-02-11 17:25:00,0.0,0.0,0.0,0.0,-1.0,88.5,912.1,0
3462,2019-02-11 17:30:00,0.0,0.0,0.0,0.0,-1.1,88.5,912.2,0
3463,2019-02-11 17:35:00,0.0,0.0,0.0,0.0,-1.1,88.2,912.3,0
3464,2019-02-11 17:40:00,0.0,0.0,0.0,0.0,-1.2,89.3,912.2,0
3465,2019-02-11 17:45:00,0.0,0.0,0.0,0.0,-1.3,89.1,912.3,0
3466,2019-02-11 17:50:00,0.0,0.0,0.0,0.0,-1.6,88.5,912.4,0
3467,2019-02-11 17:55:00,0.0,0.0,0.0,0.0,-1.7,89.1,912.4,0
3468,2019-02-11 18:00:00,3.06,0.0,0.0,0.0,-2.3,86.5,912.4,1
3469,2019-02-11 18:05:00,3.04,0.0,0.0,0.0,-2.5,86.3,912.5,1
3470,2019-02-11 18:10:00,3.05,0.0,0.0,0.0,-3.1,87.0,912.5,1
3471,2019-02-11 18:15:00,3.05,0.0,0.0,0.0,-3.2,88.1,912.6,1
3472,2019-02-11 18:20:00,3.07,0.0,0.0,0.0,-3.4,89.3,912.7,1
3473,2019-02-11 18:25:00,3.05,0.0,0.0,0.0,-3.3,91.7,912.8,1
3474,2019-02-11 18:30:00,3.05,0.0,0.0,0.0,-3.3,91.8,912.8,1
3475,2019-02-11 18:35:00,3.07,0.0,0.0,0.0,-3.2,92.2,913.0,1
3476,2019-02-11 18:40:00,3.05,0.0,0.0,0.0,-3.2,92.8,913.0,1
3477,2019-02-11 18:45:00,3.07,0.0,0.0,0.0,-3.0,93.4,913.1,1
3478,2019-02-11 18:50:00,3.07,0.0,0.0,0.0,-2.9,93.7,913.2,1
3479,2019-02-11 18:55:00,3.05,0.0,0.0,0.0,-2.8,93.5,913.3,1
3480,2019-02-11 19:00:00,3.05,0.0,0.0,0.0,-2.7,93.1,913.4,1
3481,2019-02-11 19:05:00,3.05,0.0,0.0,0.0,-2.6,92.9,913.6,1
3482,2019-02-11 19:10:00,3.05,0.0,0.0,0.0,-2.4,93.5,913.6,1
3483,2019-02-11 19:15:00,3.05,0.0,0.0,0.0,-2.4,93.3,913.7,1
3484,2019-02-11 19:20:00,3.05,0.0,0.0,0.0,-2.3,93.4,913.7,1
3485,2019-02-11 19:25:00,3.05,0.0,0.0,0.0,-2.3,93.1,913.8,1
3486,2019-02-11 19:30:00,3.07,0.0,0.0,0.0,-2.2,92.7,913.9,1
3487,2019-02-11 19:35:00,3.07,0.0,0.0,0.0,-2.2,92.5,914.0,1
3488,2019-02-11 19:40:00,3.05,0.0,0.0,0.0,-2.2,92.8,914.0,1
3489,2019-02-11 19:45:00,3.05,0.0,0.0,0.0,-2.1,92.9,913.9,1
3490,2019-02-11 19:50:00,3.05,0.0,0.0,0.0,-2.1,92.1,914.0,1
3491,2019-02-11 19:55:00,3.05,0.0,0.0,0.0,-2.1,92.2,914.1,1
3492,2019-02-11 20:00:00,3.03,0.0,0.0,0.0,-2.1,91.8,914.2,1
3493,2019-02-11 20:05:00,3.03,0.0,0.0,0.0,-2.1,92.1,914.3,1
3494,2019-02-11 20:10:00,3.0,0.0,0.0,0.0,-2.1,92.4,914.3,1
3495,2019-02-11 20:15:00,2.96,0.0,0.0,0.0,-2.1,92.6,914.3,1
3496,2019-02-11 20:20:00,2.94,0.0,0.0,0.0,-2.1,91.9,914.3,1
3497,2019-02-11 20:25:00,2.96,0.0,0.0,0.0,-2.1,91.6,914.3,1
3498,2019-02-11 20:30:00,2.98,0.0,0.0,0.0,-2.2,91.7,914.3,1
3499,2019-02-11 20:35:00,3.0,0.0,0.0,0.0,-2.1,91.6,914.5,1
3500,2019-02-11 20:40:00,3.0,0.0,0.0,0.0,-2.1,92.5,914.6,1
3501,2019-02-11 20:45:00,3.0,0.0,0.0,0.0,-2.1,92.1,914.6,1
3502,2019-02-11 20:50:00,2.98,0.0,0.0,0.0,-2.2,92.2,914.8,1
3503,2019-02-11 20:55:00,2.98,0.0,0.0,0.0,-2.2,91.7,914.8,1
3504,2019-02-11 21:00:00,2.81,0.0,0.0,0.0,-2.2,92.3,914.9,1
3505,2019-02-11 21:05:00,2.87,0.0,0.0,0.0,-2.3,92.0,915.0,1
3506,2019-02-11 21:10:00,2.89,0.0,0.0,0.0,-2.4,92.0,915.1,1
3507,2019-02-11 21:15:00,2.9,0.0,0.0,0.0,-2.5,91.4,915.2,1
3508,2019-02-11 21:20:00,2.94,0.0,0.0,0.0,-2.6,90.6,915.3,1
3509,2019-02-11 21:25:00,2.98,0.0,0.0,0.0,-2.8,90.4,915.4,1
3510,2019-02-11 21:30:00,2.96,0.0,0.0,0.0,-2.9,91.2,915.5,1
3511,2019-02-11 21:35:00,2.96,0.0,0.0,0.0,-3.4,88.4,915.5,1
3512,2019-02-11 21:40:00,2.96,0.0,0.0,0.0,-3.5,91.2,915.6,1
3513,2019-02-11 21:45:00,2.98,0.0,0.0,0.0,-3.8,89.2,915.8,1
3514,2019-02-11 21:50:00,3.0,0.0,0.0,0.0,-3.9,90.7,915.8,1
3515,2019-02-11 21:55:00,3.0,0.0,0.0,0.0,-3.9,91.0,915.9,1
3516,2019-02-11 22:00:00,3.0,0.0,0.0,0.0,-4.0,90.8,915.9,1
3517,2019-02-11 22:05:00,3.01,0.0,0.0,0.0,-4.0,92.6,916.0,1
3518,2019-02-11 22:10:00,3.02,0.0,0.0,0.0,-3.8,93.4,916.0,1
3519,2019-02-11 22:15:00,3.01,0.0,0.0,0.0,-3.7,93.7,916.1,1
3520,2019-02-11 22:20:00,3.0,0.0,0.0,0.0,-3.6,93.8,916.1,1
3521,2019-02-11 22:25:00,3.03,0.0,0.0,0.0,-3.5,93.6,916.1,1
3522,2019-02-11 22:30:00,3.01,0.0,0.0,0.0,-3.4,93.6,916.2,1
3523,2019-02-11 22:35:00,3.01,0.0,0.0,0.0,-3.3,93.7,916.3,1
3524,2019-02-11 22:40:00,3.03,0.0,0.0,0.0,-3.2,93.8,916.3,1
3525,2019-02-11 22:45:00,3.03,0.0,0.0,0.0,-3.1,93.7,916.2,1
3526,2019-02-11 22:50:00,3.04,0.0,0.0,0.0,-3.0,93.6,916.2,1
3527,2019-02-11 22:55:00,3.03,0.0,0.0,0.0,-2.9,93.4,916.3,1
3528,2019-02-11 23:00:00,3.03,0.0,0.0,0.0,-2.9,93.3,916.2,1
3529,2019-02-11 23:05:00,3.03,0.0,0.0,0.0,-2.9,93.3,916.2,1
3530,2019-02-11 23:10:00,3.03,0.0,0.0,0.0,-2.9,93.3,916.2,1
3531,2019-02-11 23:15:00,3.03,0.0,0.0,0.0,-2.8,93.3,916.1,1
3532,2019-02-11 23:20:00,3.01,0.0,0.0,0.0,-2.8,93.4,916.1,1
3533,2019-02-11 23:25:00,3.01,0.0,0.0,0.0,-2.8,92.9,916.0,1
3534,2019-02-11 23:30:00,3.0,0.0,0.0,0.0,-2.9,92.6,915.9,1
3535,2019-02-11 23:35:00,3.01,0.0,0.0,0.0,-3.1,90.8,915.8,1
3536,2019-02-11 23:40:00,3.03,0.0,0.0,0.0,-3.2,89.5,915.8,1
3537,2019-02-11 23:45:00,3.0,0.0,0.0,0.0,-3.4,89.1,915.8,1
3538,2019-02-11 23:50:00,3.01,0.0,0.0,0.0,-3.7,87.6,915.9,1
3539,2019-02-11 23:55:00,3.01,0.0,0.0,0.0,-4.0,87.6,915.8,1
3540,2019-02-12 00:00:00,3.03,0.0,0.0,0.0,-4.3,87.9,915.9,1
3541,2019-02-12 00:05:00,3.05,0.0,0.0,0.0,-4.6,88.5,915.8,1
3542,2019-02-12 00:10:00,3.03,0.0,0.0,0.0,-4.9,88.7,915.8,1
3543,2019-02-12 00:15:00,3.03,0.0,0.0,0.0,-5.1,88.9,915.9,1
