,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,vp_a,p_a,missing,LW_in,a,cld,Discharge,T_s,T_bulk,f_cone,TotalE,SW,LW,Qs,Ql,Qf,Qg,ppt,dpt,cdt,vp_ice
0,2020-12-30 00:15:00,0.0,-5.7,89.1,0.5,0.0,0.0,0.0,0.0,778.841,0,218.724,0.0,0,17,0,0,1,-89.938,0.0,-81.151,-8.787,0,0,0,0,0,0,6.136
1,2020-12-30 00:30:00,0.0,-5.65,88.75,1.25,0.0,0.0,0.0,0.0,778.86,0,218.332,0.35,0,17,0,0,1,-103.318,0.0,-81.543,-21.775,0,0,0,0,0,0,6.136
2,2020-12-30 00:45:00,0.0,-5.6,87.8,0.0,0.0,0.0,0.0,0.0,778.88,0,217.94,0.35,0,17,0,0,1,-81.935,0.0,-81.935,-0.0,0,0,0,0,0,0,6.136
3,2020-12-30 01:00:00,0.0,-5.7,87.8,1.0,0.0,0.0,0.0,0.0,778.9,0,217.549,0.35,0,17,0,0,1,-99.901,0.0,-82.326,-17.575,0,0,0,0,0,0,6.136
4,2020-12-30 01:15:00,0.0,-5.8,87.8,0.0,0.0,0.0,0.0,0.0,778.982,0,217.382,0.35,0,17,0,0,1,-82.493,0.0,-82.493,-0.0,0,0,0,0,0,0,6.136
5,2020-12-30 01:30:00,0.0,-5.9,88.4,1.0,0.0,0.0,0.0,0.0,779.064,0,217.214,0.35,0,17,0,0,1,-100.856,0.0,-82.661,-18.196,0,0,0,0,0,0,6.136
6,2020-12-30 01:45:00,0.0,-5.9,89.1,0.5,0.0,0.0,0.0,0.0,779.147,0,217.046,0.35,0,17,0,0,1,-91.927,0.0,-82.829,-9.099,0,0,0,0,0,0,6.136
7,2020-12-30 02:00:00,0.0,-5.95,88.75,1.05,0.0,0.0,0.0,0.0,779.229,0,216.879,0.35,0,17,0,0,1,-102.267,0.0,-82.996,-19.272,0,0,0,0,0,0,6.136
8,2020-12-30 02:15:00,0.0,-5.9,88.4,0.5,0.0,0.0,0.0,0.0,779.318,0,216.386,0.35,0,17,0,0,1,-92.589,0.0,-83.489,-9.101,0,0,0,0,0,0,6.136
9,2020-12-30 02:30:00,0.0,-5.7,88.1,1.8,0.0,0.0,0.0,0.0,779.406,0,215.892,0.35,0,17,0,0,1,-115.639,0.0,-83.983,-31.656,0,0,0,0,0,0,6.136
10,2020-12-30 02:45:00,0.0,-3.3,74.9,3.6,0.0,0.0,0.0,0.0,779.495,0,215.399,0.35,0,17,0,0,1,-121.134,0.0,-84.476,-36.659,0,0,0,0,0,0,6.136
11,2020-12-30 03:00:00,0.0,-2.6,73.65,2.35,0.0,0.0,0.0,0.0,779.584,0,214.906,0.35,0,17,0,0,1,-103.825,0.0,-84.969,-18.856,0,0,0,0,0,0,6.136
12,2020-12-30 03:15:00,0.0,-3.2,77.9,1.5,0.0,0.0,0.0,0.0,779.558,0,215.896,0.35,0,17,0,0,1,-98.791,0.0,-83.979,-14.813,0,0,0,0,0,0,6.136
13,2020-12-30 03:30:00,0.0,-3.75,78.1,0.5,0.0,0.0,0.0,0.0,779.532,0,216.885,0.35,0,17,0,0,1,-88.776,0.0,-82.99,-5.786,0,0,0,0,0,0,6.136
14,2020-12-30 03:45:00,0.0,-4.3,78.9,0.0,0.0,0.0,0.0,0.0,779.507,0,217.874,0.35,0,17,0,0,1,-82.001,0.0,-82.001,-0.0,0,0,0,0,0,0,6.136
15,2020-12-30 04:00:00,0.0,-5.0,79.8,0.75,0.0,0.0,0.0,0.0,779.481,0,218.864,0.35,0,17,0,0,1,-92.582,0.0,-81.011,-11.571,0,0,0,0,0,0,6.136
16,2020-12-30 04:15:00,0.0,-5.5,81.2,0.5,0.0,0.0,0.0,0.0,779.522,0,214.925,0.35,0,17,0,0,1,-93.436,0.0,-84.95,-8.486,0,0,0,0,0,0,6.136
17,2020-12-30 04:30:00,0.0,-5.95,82.45,1.25,0.0,0.0,0.0,0.0,779.564,0,210.986,0.35,0,17,0,0,1,-111.841,0.0,-88.889,-22.952,0,0,0,0,0,0,6.136
18,2020-12-30 04:45:00,0.0,-6.1,83.7,1.5,0.0,0.0,0.0,0.0,779.605,0,207.047,0.35,0,17,0,0,1,-121.066,0.0,-92.828,-28.239,0,0,0,0,0,0,6.136
19,2020-12-30 05:00:00,0.0,-6.25,84.35,1.25,0.0,0.0,0.0,0.0,779.646,0,203.108,0.35,0,17,0,0,1,-120.879,0.0,-96.767,-24.112,0,0,0,0,0,0,6.136
20,2020-12-30 05:15:00,0.0,-6.3,85.0,0.5,0.0,0.0,0.0,0.0,779.765,0,205.765,0.35,0,17,0,0,1,-103.833,0.0,-94.11,-9.723,0,0,0,0,0,0,6.136
21,2020-12-30 05:30:00,0.0,-6.3,84.05,0.0,0.0,0.0,0.0,0.0,779.883,0,208.422,0.35,0,17,0,0,1,-91.453,0.0,-91.453,-0.0,0,0,0,0,0,0,6.136
22,2020-12-30 05:45:00,0.0,-6.3,83.1,1.0,0.0,0.0,0.0,0.0,780.002,0,211.08,0.35,0,17,0,0,1,-108.247,0.0,-88.795,-19.453,0,0,0,0,0,0,6.136
23,2020-12-30 06:00:00,0.0,-6.35,81.75,0.25,0.0,0.0,0.0,0.0,780.121,0,213.737,0.35,0,17,0,0,1,-91.04,0.0,-86.138,-4.903,0,0,0,0,0,0,6.136
24,2020-12-30 06:15:00,0.0,-6.4,81.7,0.0,0.0,0.0,0.0,0.0,780.194,0,214.145,0.35,0,17,0,0,1,-85.73,0.0,-85.73,-0.0,0,0,0,0,0,0,6.136
25,2020-12-30 06:30:00,0.0,-6.55,82.05,0.75,0.0,0.0,0.0,0.0,780.268,0,214.554,0.35,0,17,0,0,1,-100.494,0.0,-85.321,-15.174,0,0,0,0,0,0,6.136
26,2020-12-30 06:45:00,0.0,-6.6,82.4,1.0,0.0,0.0,0.0,0.0,780.342,0,214.962,0.35,0,17,0,0,1,-105.301,0.0,-84.913,-20.388,0,0,0,0,0,0,6.136
27,2020-12-30 07:00:00,0.0,-6.6,83.0,1.0,0.0,0.0,0.0,0.0,780.415,0,215.37,0.35,0,17,0,0,1,-104.894,0.0,-84.505,-20.39,0,0,0,0,0,0,6.136
28,2020-12-30 07:15:00,0.0,-6.5,83.0,2.1,1.934,3.311,0.0,0.0,780.56,0,212.021,0.35,0,17,0,0,1,-126.622,3.409,-87.854,-42.178,0,0,0,0,0,0,6.136
29,2020-12-30 07:30:00,0.031,-6.3,82.1,0.5,3.868,6.622,0.0,0.0,780.706,0,208.672,0.35,0,17,0,0,1,-94.119,6.819,-91.203,-9.735,0,0,0,0,0,0,6.136
30,2020-12-30 07:45:00,0.066,-6.2,82.4,1.0,5.801,9.933,0.0,0.0,780.851,0,205.324,0.35,0,17,0,0,1,-103.488,10.227,-94.551,-19.165,0,0,0,0,0,0,6.136
31,2020-12-30 08:00:00,0.1,-6.0,82.1,0.0,7.735,13.244,0.0,0.0,780.996,0,201.975,0.35,0,17,0,0,1,-84.263,13.636,-97.9,-0.0,0,0,0,0,0,0,6.136
32,2020-12-30 08:15:00,0.132,-5.8,79.9,1.0,13.581,28.786,0.0,0.0,781.093,0,205.602,0.35,0,17,0,0,1,-84.668,27.539,-94.273,-17.934,0,0,0,0,0,0,6.136
33,2020-12-30 08:30:00,0.162,-5.6,79.35,1.0,19.427,44.327,0.0,0.0,781.19,0,209.228,0.35,0,17,0,0,1,-66.524,41.44,-90.647,-17.318,0,0,0,0,0,0,6.136
34,2020-12-30 08:45:00,0.191,-5.3,79.4,0.0,25.273,59.868,0.0,0.0,781.288,0,212.854,0.35,0,17,0,0,1,-31.679,55.342,-87.021,-0.0,0,0,0,0,0,0,6.136
35,2020-12-30 09:00:00,0.218,-4.8,79.2,0.5,31.119,75.41,0.0,0.0,781.385,0,216.481,0.35,0,17,0,0,1,-21.573,69.244,-83.394,-7.424,0,0,0,0,0,0,6.136
36,2020-12-30 09:15:00,0.242,-4.6,77.1,0.5,42.282,87.567,0.0,0.0,781.558,0,217.532,0.35,0,17,0,0,1,-5.057,84.402,-82.343,-7.116,0,0,0,0,0,0,6.136
37,2020-12-30 09:30:00,0.265,-4.35,76.5,0.75,53.446,99.724,0.0,0.0,781.732,0,218.584,0.35,0,0,0,0,1,8.174,99.56,-81.291,-10.096,0,0,0,0,0,0,6.136
38,2020-12-30 09:45:00,0.285,-4.1,77.2,0.0,64.609,111.882,0.0,0.0,781.905,0,219.636,0.35,0,0,0,0,1,34.481,114.719,-80.239,-0.0,0,0,0,0,0,0,6.136
39,2020-12-30 10:00:00,0.303,-3.65,74.05,0.5,75.772,124.039,0.0,0.0,782.078,0,220.687,0.35,0,0,0,0,1,45.039,129.877,-79.188,-5.65,0,0,0,0,0,0,6.136
40,2020-12-30 10:15:00,0.318,-3.3,74.4,1.0,76.868,131.706,0.0,0.0,782.138,0,223.304,0.35,0,0,0,0,1,48.785,135.573,-76.571,-10.217,0,0,0,0,0,0,6.136
41,2020-12-30 10:30:00,0.331,-3.1,74.7,0.0,77.964,139.374,0.0,0.0,782.198,0,225.92,0.35,0,0,0,0,1,67.315,141.27,-73.955,-0.0,0,0,0,0,0,0,6.136
42,2020-12-30 10:45:00,0.34,-2.8,73.9,0.0,79.06,147.042,0.0,0.0,782.259,0,228.536,0.35,0,0,0,0,1,75.628,146.966,-71.339,-0.0,0,0,0,0,0,0,6.136
43,2020-12-30 11:00:00,0.348,-2.05,72.35,0.0,80.156,154.709,0.0,0.0,782.319,0,231.153,0.35,0,0,0,0,1,83.941,152.662,-68.722,-0.0,0,0,0,0,0,0,6.136
44,2020-12-30 11:15:00,0.352,-1.3,70.8,0.0,96.639,155.135,0.0,0.0,782.3,0,224.763,0.35,0,0,0,0,1,88.542,163.653,-75.112,-0.0,0,0,0,0,0,0,6.136
45,2020-12-30 11:30:00,0.353,-0.75,67.55,0.0,113.122,155.562,0.0,0.0,782.282,0,218.373,0.35,0,0,0,0,1,93.143,174.645,-81.502,-0.0,0,0,0,0,0,0,6.136
46,2020-12-30 11:45:00,0.352,-0.4,61.0,0.0,129.606,155.988,0.0,0.0,782.263,0,211.984,0.35,0,0,0,0,1,97.746,185.636,-87.891,-0.0,0,0,0,0,0,0,6.136
47,2020-12-30 12:00:00,0.347,0.15,62.05,0.0,146.089,156.414,0.0,0.0,782.244,0,205.594,0.35,0,0,0,0,1,102.346,196.627,-94.281,0.0,0,0,0,0,0,0,6.136
48,2020-12-30 12:15:00,0.34,0.5,60.7,0.0,129.238,157.459,0.0,0.0,782.306,0,211.146,0.35,0,0,0,0,1,97.625,186.353,-88.729,0.0,0,0,0,0,0,0,6.136
49,2020-12-30 12:30:00,0.33,0.3,59.25,0.0,112.386,158.504,0.0,0.0,782.368,0,216.698,0.35,0,0,0,0,1,92.902,176.078,-83.177,0.0,0,0,0,0,0,0,6.136
50,2020-12-30 12:45:00,0.317,0.4,59.8,0.0,95.535,159.549,0.0,0.0,782.431,0,222.251,0.35,0,0,0,0,1,88.181,165.805,-77.624,0.0,0,0,0,0,0,0,6.136
51,2020-12-30 13:00:00,0.302,0.25,62.05,1.0,78.683,160.594,0.0,0.0,782.493,0,227.803,0.35,0,0,0,0,1,84.233,155.53,-72.072,0.774,0,0,0,0,0,0,6.136
52,2020-12-30 13:15:00,0.284,0.2,64.0,1.0,71.082,152.725,0.0,0.0,782.612,0,226.289,0.35,0,0,0,0,1,72.509,145.475,-73.586,0.62,0,0,0,0,0,0,6.136
53,2020-12-30 13:30:00,0.264,0.25,64.5,0.0,63.481,144.856,0.0,0.0,782.732,0,224.776,0.35,0,0,0,0,1,60.321,135.419,-75.099,0.0,0,0,0,0,0,0,6.136
54,2020-12-30 13:45:00,0.241,0.4,64.0,0.0,55.88,136.988,0.0,0.0,782.851,0,223.262,0.35,0,0,0,0,1,48.752,125.364,-76.613,0.0,0,0,0,0,0,0,6.136
55,2020-12-30 14:00:00,0.217,0.45,64.0,0.0,48.279,129.119,0.0,0.0,782.97,0,221.748,0.35,0,0,0,0,1,37.182,115.309,-78.127,0.0,0,0,0,0,0,0,6.136
56,2020-12-30 14:15:00,0.19,0.4,65.0,0.0,38.961,115.11,0.0,0.0,783.066,0,226.947,0.35,0,0,0,0,1,27.219,100.146,-72.928,0.0,0,0,0,0,0,0,6.136
57,2020-12-30 14:30:00,0.161,0.25,66.5,0.0,29.643,101.102,0.0,0.0,783.162,0,232.146,0.35,0,0,0,0,1,17.256,84.984,-67.729,0.0,0,0,0,0,0,0,6.136
58,2020-12-30 14:45:00,0.131,0.1,65.9,0.0,20.325,87.093,0.0,0.0,783.258,0,237.345,0.35,0,0,0,0,1,7.292,69.822,-62.53,0.0,0,0,0,0,0,0,6.136
59,2020-12-30 15:00:00,0.098,-0.15,67.9,0.0,11.007,73.084,0.0,0.0,783.354,0,242.544,0.35,0,17,0,0,1,-2.671,54.659,-57.331,-0.0,0,0,0,0,0,0,6.136
60,2020-12-30 15:15:00,0.065,-0.4,70.0,0.0,8.325,57.366,0.0,0.0,783.454,0,242.96,0.35,0,17,0,0,1,-14.215,42.699,-56.915,-0.0,0,0,0,0,0,0,6.136
61,2020-12-30 15:30:00,0.03,-0.65,71.55,0.0,5.642,41.649,0.0,0.0,783.553,0,243.376,0.35,0,17,0,0,1,-25.759,30.739,-56.499,-0.0,0,0,0,0,0,0,6.136
62,2020-12-30 15:45:00,0.0,-0.8,72.6,0.0,2.96,25.932,0.0,0.0,783.652,0,243.791,0.35,0,17,0,0,1,-37.304,18.78,-56.084,-0.0,0,0,0,0,0,0,6.136
63,2020-12-30 16:00:00,0.0,-1.15,73.65,0.0,0.278,10.214,0.0,0.0,783.752,0,244.207,0.35,0,17,0,0,1,-48.848,6.82,-55.668,-0.0,0,0,0,0,0,0,6.136
64,2020-12-30 16:15:00,0.0,-1.4,74.1,0.0,0.209,7.661,0.0,0.0,783.868,0,242.42,0.35,0,17,0,0,1,-52.339,5.116,-57.455,-0.0,0,0,0,0,0,0,6.136
65,2020-12-30 16:30:00,0.0,-1.75,74.9,0.25,0.139,5.107,0.0,0.0,783.985,0,240.632,0.35,0,17,0,0,1,-57.19,3.41,-59.243,-1.358,0,0,0,0,0,0,6.136
66,2020-12-30 16:45:00,0.0,-2.1,73.5,1.5,0.07,2.553,0.0,0.0,784.102,0,238.845,0.35,0,17,0,0,1,-69.102,1.705,-61.03,-9.778,0,0,0,0,0,0,6.136
67,2020-12-30 17:00:00,0.0,-2.2,71.8,0.5,0.0,0.0,0.0,0.0,784.218,0,237.058,0.35,0,17,0,0,1,-66.231,0.0,-62.817,-3.415,0,0,0,0,0,0,6.136
68,2020-12-30 17:15:00,0.0,-2.3,72.9,0.5,0.0,0.0,0.0,0.0,784.34,0,234.857,0.35,0,17,0,0,1,-68.588,0.0,-65.018,-3.571,0,0,0,0,0,0,6.136
69,2020-12-30 17:30:00,0.0,-2.25,74.3,0.5,0.0,0.0,0.0,0.0,784.463,0,232.656,0.35,0,17,0,0,1,-70.712,0.0,-67.219,-3.494,0,0,0,0,0,0,6.136
70,2020-12-30 17:45:00,0.0,-2.2,74.6,1.0,0.0,0.0,0.0,0.0,784.585,0,230.454,0.35,0,17,0,0,1,-76.254,0.0,-69.421,-6.833,0,0,0,0,0,0,6.136
71,2020-12-30 18:00:00,0.0,-2.35,75.1,0.0,0.0,0.0,0.0,0.0,784.708,0,228.253,0.35,0,17,0,0,1,-71.622,0.0,-71.622,-0.0,0,0,0,0,0,0,6.136
72,2020-12-30 18:15:00,0.0,-2.6,74.5,0.0,0.0,0.0,0.0,0.0,784.768,0,222.128,0.35,0,17,0,0,1,-77.747,0.0,-77.747,-0.0,0,0,0,0,0,0,6.136
73,2020-12-30 18:30:00,0.0,-2.95,75.6,0.75,0.0,0.0,0.0,0.0,784.828,0,216.002,0.35,0,17,0,0,1,-90.746,0.0,-83.873,-6.874,0,0,0,0,0,0,6.136
74,2020-12-30 18:45:00,0.0,-3.1,80.3,1.0,0.0,0.0,0.0,0.0,784.888,0,209.876,0.35,0,17,0,0,1,-99.631,0.0,-89.999,-9.632,0,0,0,0,0,0,6.136
75,2020-12-30 19:00:00,0.0,-3.1,82.85,0.75,0.0,0.0,0.0,0.0,784.948,0,203.751,0.35,0,17,0,0,1,-103.348,0.0,-96.124,-7.225,0,0,0,0,0,0,6.136
76,2020-12-30 19:15:00,0.0,-2.9,82.9,1.5,0.0,0.0,0.0,0.0,785.019,0,208.154,0.35,0,17,0,0,1,-105.239,0.0,-91.721,-13.518,0,0,0,0,0,0,6.136
77,2020-12-30 19:30:00,0.0,-2.9,83.2,0.25,0.0,0.0,0.0,0.0,785.09,0,212.556,0.35,0,17,0,0,1,-89.572,0.0,-87.319,-2.253,0,0,0,0,0,0,6.136
78,2020-12-30 19:45:00,0.0,-2.9,83.5,0.5,0.0,0.0,0.0,0.0,785.16,0,216.959,0.35,0,17,0,0,1,-87.422,0.0,-82.916,-4.507,0,0,0,0,0,0,6.136
79,2020-12-30 20:00:00,0.0,-2.9,83.2,0.25,0.0,0.0,0.0,0.0,785.231,0,221.362,0.35,0,17,0,0,1,-80.766,0.0,-78.513,-2.254,0,0,0,0,0,0,6.136
80,2020-12-30 20:15:00,0.0,-3.1,84.1,0.0,0.0,0.0,0.0,0.0,785.215,0,225.353,0.35,0,17,0,0,1,-74.522,0.0,-74.522,-0.0,0,0,0,0,0,0,6.136
81,2020-12-30 20:30:00,0.0,-3.15,83.1,0.0,0.0,0.0,0.0,0.0,785.198,0,229.344,0.35,0,17,0,0,1,-70.531,0.0,-70.531,-0.0,0,0,0,0,0,0,6.136
82,2020-12-30 20:45:00,0.0,-3.2,84.1,0.0,0.0,0.0,0.0,0.0,785.182,0,233.334,0.35,0,17,0,0,1,-66.541,0.0,-66.541,-0.0,0,0,0,0,0,0,6.136
83,2020-12-30 21:00:00,0.0,-3.25,84.1,0.0,0.0,0.0,0.0,0.0,785.166,0,237.325,0.35,0,17,0,0,1,-62.55,0.0,-62.55,-0.0,0,0,0,0,0,0,6.136
84,2020-12-30 21:15:00,0.0,-3.3,85.4,0.0,0.0,0.0,0.0,0.0,785.267,0,238.512,0.35,0,17,0,0,1,-61.363,0.0,-61.363,-0.0,0,0,0,0,0,0,6.136
85,2020-12-30 21:30:00,0.0,-3.2,84.1,0.0,0.0,0.0,0.0,0.0,785.368,0,239.7,0.35,0,17,0,0,1,-60.175,0.0,-60.175,-0.0,0,0,0,0,0,0,6.136
86,2020-12-30 21:45:00,0.0,-3.3,82.8,0.0,0.0,0.0,0.0,0.0,785.47,0,240.888,0.35,0,17,0,0,1,-58.987,0.0,-58.987,-0.0,0,0,0,0,0,0,6.136
87,2020-12-30 22:00:00,0.0,-3.35,81.2,0.0,0.0,0.0,0.0,0.0,785.571,0,242.075,0.35,0,17,0,0,1,-57.8,0.0,-57.8,-0.0,0,0,0,0,0,0,6.136
88,2020-12-30 22:15:00,0.0,-3.4,79.1,0.0,0.0,0.0,0.0,0.0,785.481,0,237.288,0.35,0,17,0,0,1,-62.587,0.0,-62.587,-0.0,0,0,0,0,0,0,6.136
89,2020-12-30 22:30:00,0.0,-3.5,78.15,0.0,0.0,0.0,0.0,0.0,785.39,0,232.5,0.35,0,17,0,0,1,-67.375,0.0,-67.375,-0.0,0,0,0,0,0,0,6.136
90,2020-12-30 22:45:00,0.0,-3.8,76.6,0.0,0.0,0.0,0.0,0.0,785.3,0,227.712,0.35,0,17,0,0,1,-72.163,0.0,-72.163,-0.0,0,0,0,0,0,0,6.136
91,2020-12-30 23:00:00,0.0,-4.2,78.05,0.0,0.0,0.0,0.0,0.0,785.21,0,222.925,0.35,0,17,0,0,1,-76.95,0.0,-76.95,-0.0,0,0,0,0,0,0,6.136
92,2020-12-30 23:15:00,0.0,-4.6,77.7,0.0,0.0,0.0,0.0,0.0,785.195,0,215.499,0.35,0,17,0,0,1,-84.376,0.0,-84.376,-0.0,0,0,0,0,0,0,6.136
93,2020-12-30 23:30:00,0.0,-4.85,78.2,0.75,0.0,0.0,0.0,0.0,785.179,0,208.074,0.35,0,17,0,0,1,-103.107,0.0,-91.801,-11.306,0,0,0,0,0,0,6.136
94,2020-12-30 23:45:00,0.0,-4.9,76.4,0.5,0.0,0.0,0.0,0.0,785.164,0,200.648,0.35,0,17,0,0,1,-106.842,0.0,-99.227,-7.615,0,0,0,0,0,0,6.136
95,2020-12-31 00:00:00,0.0,-4.9,75.5,0.25,0.0,0.0,0.0,0.0,785.148,0,193.222,0.35,0,17,0,0,1,-110.46,0.0,-106.653,-3.807,0,0,0,0,0,0,6.136
96,2020-12-31 00:15:00,0.0,-4.9,73.5,1.0,0.0,0.0,0.0,0.0,785.104,0,194.334,0.35,0,17,0,0,1,-120.769,0.0,-105.541,-15.229,0,0,0,0,0,0,6.136
97,2020-12-31 00:30:00,0.0,-4.8,76.45,1.25,0.0,0.0,0.0,0.0,785.06,0,195.446,0.35,0,17,0,0,1,-123.075,0.0,-104.429,-18.647,0,0,0,0,0,0,6.136
98,2020-12-31 00:45:00,0.0,-4.6,77.7,0.5,0.0,0.0,0.0,0.0,785.015,0,196.559,0.35,0,17,0,0,1,-110.463,0.0,-103.316,-7.147,0,0,0,0,0,0,6.136
99,2020-12-31 01:00:00,0.0,-4.7,77.35,0.5,0.0,0.0,0.0,0.0,784.971,0,197.671,0.35,0,17,0,0,1,-109.506,0.0,-102.204,-7.302,0,0,0,0,0,0,6.136
100,2020-12-31 01:15:00,0.0,-4.9,76.4,0.5,0.0,0.0,0.0,0.0,784.947,0,194.666,0.35,0,17,0,0,1,-112.821,0.0,-105.209,-7.613,0,0,0,0,0,0,6.136
101,2020-12-31 01:30:00,0.0,-5.3,78.15,1.0,0.0,0.0,0.0,0.0,784.924,0,191.66,0.35,0,17,0,0,1,-124.683,0.0,-108.215,-16.468,0,0,0,0,0,0,6.136
102,2020-12-31 01:45:00,0.0,-5.4,76.9,1.5,0.0,0.0,0.0,0.0,784.9,0,188.655,0.35,0,17,0,0,1,-136.387,0.0,-111.22,-25.168,0,0,0,0,0,0,6.136
103,2020-12-31 02:00:00,0.0,-2.75,65.6,3.85,0.0,0.0,0.0,0.0,784.876,0,185.65,0.35,0,17,0,0,1,-147.12,0.0,-114.225,-32.896,0,0,0,0,0,0,6.136
104,2020-12-31 02:15:00,0.0,-1.4,59.8,4.1,0.0,0.0,0.0,0.0,784.831,0,186.554,0.35,0,17,0,0,1,-131.154,0.0,-113.321,-17.833,0,0,0,0,0,0,6.136
105,2020-12-31 02:30:00,0.0,-1.2,58.45,6.15,0.0,0.0,0.0,0.0,784.786,0,187.458,0.35,0,17,0,0,1,-135.344,0.0,-112.417,-22.927,0,0,0,0,0,0,6.136
106,2020-12-31 02:45:00,0.0,-1.2,57.1,7.2,0.0,0.0,0.0,0.0,784.741,0,188.362,0.35,0,17,0,0,1,-138.353,0.0,-111.513,-26.84,0,0,0,0,0,0,6.136
107,2020-12-31 03:00:00,0.0,-1.3,56.65,6.95,0.0,0.0,0.0,0.0,784.696,0,189.266,0.35,0,17,0,0,1,-138.674,0.0,-110.609,-28.066,0,0,0,0,0,0,6.136
108,2020-12-31 03:15:00,0.0,-1.3,56.2,6.7,0.0,0.0,0.0,0.0,784.587,0,190.199,0.35,0,17,0,0,1,-136.728,0.0,-109.676,-27.052,0,0,0,0,0,0,6.136
109,2020-12-31 03:30:00,0.0,-1.35,55.55,6.45,0.0,0.0,0.0,0.0,784.478,0,191.132,0.35,0,17,0,0,1,-135.783,0.0,-108.743,-27.041,0,0,0,0,0,0,6.136
110,2020-12-31 03:45:00,0.0,-1.4,54.8,5.1,0.0,0.0,0.0,0.0,784.369,0,192.066,0.35,0,17,0,0,1,-129.979,0.0,-107.809,-22.17,0,0,0,0,0,0,6.136
111,2020-12-31 04:00:00,0.0,-1.45,54.8,5.15,0.0,0.0,0.0,0.0,784.26,0,192.999,0.35,0,17,0,0,1,-130.059,0.0,-106.876,-23.184,0,0,0,0,0,0,6.136
112,2020-12-31 04:15:00,0.0,-1.7,53.9,2.1,0.0,0.0,0.0,0.0,784.242,0,192.181,0.35,0,17,0,0,1,-118.777,0.0,-107.694,-11.083,0,0,0,0,0,0,6.136
113,2020-12-31 04:30:00,0.0,-2.05,56.45,2.35,0.0,0.0,0.0,0.0,784.224,0,191.364,0.35,0,17,0,0,1,-123.466,0.0,-108.511,-14.956,0,0,0,0,0,0,6.136
114,2020-12-31 04:45:00,0.0,-2.7,63.3,1.5,0.0,0.0,0.0,0.0,784.207,0,190.546,0.35,0,17,0,0,1,-121.901,0.0,-109.329,-12.573,0,0,0,0,0,0,6.136
115,2020-12-31 05:00:00,0.0,-3.55,62.1,1.0,0.0,0.0,0.0,0.0,784.189,0,189.728,0.35,0,17,0,0,1,-121.167,0.0,-110.147,-11.02,0,0,0,0,0,0,6.136
116,2020-12-31 05:15:00,0.0,-3.9,63.0,0.5,0.0,0.0,0.0,0.0,784.206,0,191.624,0.35,0,17,0,0,1,-114.304,0.0,-108.251,-6.054,0,0,0,0,0,0,6.136
117,2020-12-31 05:30:00,0.0,-4.3,63.9,1.0,0.0,0.0,0.0,0.0,784.224,0,193.519,0.35,0,17,0,0,1,-119.705,0.0,-106.356,-13.349,0,0,0,0,0,0,6.136
118,2020-12-31 05:45:00,0.0,-4.5,64.9,1.0,0.0,0.0,0.0,0.0,784.242,0,195.414,0.35,0,17,0,0,1,-118.431,0.0,-104.461,-13.97,0,0,0,0,0,0,6.136
119,2020-12-31 06:00:00,0.0,-4.6,65.65,0.75,0.0,0.0,0.0,0.0,784.259,0,197.31,0.35,0,17,0,0,1,-113.275,0.0,-102.565,-10.711,0,0,0,0,0,0,6.136
120,2020-12-31 06:15:00,0.0,-4.6,65.4,1.0,0.0,0.0,0.0,0.0,784.288,0,199.687,0.35,0,17,0,0,1,-114.469,0.0,-100.188,-14.282,0,0,0,0,0,0,6.136
121,2020-12-31 06:30:00,0.0,-4.5,64.15,1.0,0.0,0.0,0.0,0.0,784.316,0,202.064,0.35,0,17,0,0,1,-111.782,0.0,-97.811,-13.972,0,0,0,0,0,0,6.136
122,2020-12-31 06:45:00,0.0,-4.2,61.9,1.0,0.0,0.0,0.0,0.0,784.345,0,204.441,0.35,0,17,0,0,1,-108.474,0.0,-95.434,-13.041,0,0,0,0,0,0,6.136
123,2020-12-31 07:00:00,0.0,-4.05,67.6,1.5,0.0,0.0,0.0,0.0,784.374,0,206.818,0.35,0,17,0,0,1,-111.92,0.0,-93.057,-18.863,0,0,0,0,0,0,6.136
124,2020-12-31 07:15:00,0.0,-4.1,69.7,2.1,0.338,4.501,0.0,0.0,784.378,0,209.634,0.35,0,17,0,0,1,-113.83,3.145,-90.241,-26.735,0,0,0,0,0,0,6.136
125,2020-12-31 07:30:00,0.031,-4.2,69.45,1.0,0.676,9.002,0.0,0.0,784.382,0,212.45,0.35,0,17,0,0,1,-94.175,6.291,-87.425,-13.041,0,0,0,0,0,0,6.136
126,2020-12-31 07:45:00,0.066,-4.3,70.2,2.1,1.015,13.502,0.0,0.0,784.387,0,215.266,0.35,0,17,0,0,1,-103.212,9.436,-84.609,-28.039,0,0,0,0,0,0,6.136
127,2020-12-31 08:00:00,0.1,-4.2,69.7,1.8,1.353,18.003,0.0,0.0,784.391,0,218.082,0.35,0,17,0,0,1,-92.686,12.581,-81.793,-23.475,0,0,0,0,0,0,6.136
128,2020-12-31 08:15:00,0.132,-4.2,71.4,1.5,5.665,33.311,0.0,0.0,784.442,0,220.409,0.35,0,17,0,0,1,-73.695,25.334,-79.466,-19.564,0,0,0,0,0,0,6.136
129,2020-12-31 08:30:00,0.163,-4.0,73.95,2.35,9.977,48.618,0.0,0.0,784.493,0,222.737,0.35,0,17,0,0,1,-68.243,38.087,-77.138,-29.192,0,0,0,0,0,0,6.136
