,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing_type,LW_in,h_f,a,vp_a,cld,Discharge,T_s,T_bulk,f_cone,ice,iceV,solid,gas,vapour,melted,delta_T_s,unfrozen_water,Qsurf,SW,LW,Qs,Ql,Qf,Qg,meltwater,SA,h_ice,r_ice,ppt,dpt,cdt,thickness,fountain_runoff,fountain_froze,Qt,Qmelt,s_cone,input,vp_ice
0,2020-01-01 01:00:00,0.0,-9.947,71.89,2.617,0.0,0.0,0.0,781.996,,223.088,5.0,0.35,2.062,0,10,0.0,0.0,0.0004547265528110283,941.0745513583344,1.0262536001726656,251.44563213061855,15.004381167053742,0.0,0.0,-7.217928673855817,0.0,-237.69708529408962,0.0,-76.78653883563894,-83.80105353921529,-77.1094929192354,0.0,0.0,0.0,153.93866834314827,0.019999999999999997,6.999999999999999,0.0,0.0,0,0.0,333.5499867023277,266.4500132976723,-77.1094929192354,-160.58759237485424,0.002857142857142857,941.0745513583344,6.136256436228819
1,2020-01-01 02:00:00,0.0,-10.66,74.072,2.652,0.0,0.0,0.0,782.224,,227.945,5.0,0.35,2.008,0,10,-7.217928673855817,0.0,0.00045472655281102837,1192.5201834889529,1.3004582153641797,254.1725022377031,5.783459263456507,15.004381167053742,0.0,-2.3758610594277427,333.5499867023277,-159.1749018156273,0.0,-41.467436011598295,-29.395011087678817,-25.381442490919547,-68.99984576310585,6.068833537675215,0.0,180.2639422726192,0.021642656433963837,7.574929751887343,0.0,0.0,0,0.001781258849013025,340.0440384988404,259.9559615011596,-25.381442490919547,-133.79345932470775,0.002857142857142857,1274.624538060662,3.3313874643994374
2,2020-01-01 03:00:00,0.041,-12.19,78.21,2.694,0.306,1.835,0.0,782.344,,212.781,5.0,0.35,1.875,0,10,-9.59378973328356,-1.5748979658021118,0.021045315797527758,1446.692685726656,1.5776365166048594,299.44299649382526,3.6834325939556196,20.78784043051025,0.0,-1.5131613827198853,673.594025201168,-172.17720183348243,1.1969359133121282,-47.13187316491934,-22.52601230326052,-16.16517870966567,-94.29335677683812,6.742283207889069,0.0,180.2642893372244,0.026255549546428697,7.574929751887343,0.0,0.0,0,0.001537624761481659,296.8735709122191,303.1264290877809,-16.16517870966567,-156.01202312381676,0.002857142857142857,1614.6685765595023,2.704711586000766
3,2020-01-01 04:00:00,0.198,-12.12,78.238,2.59,21.006,51.704,0.0,782.604,,221.747,5.0,0.35,1.886,0,10,-11.106951116003444,-3.0171610126887654,0.09900635685465246,1746.1356822204812,1.9041828595643198,207.682094884874,2.0395530646102014,24.47127302446587,0.0,-0.8378501270693055,970.4675961133871,-116.88928405180809,34.95942289585774,-32.24810618944275,-8.453203734742614,-8.950794799987746,-108.99849674339552,6.801894519902801,0.0,180.26478398499955,0.03169004196374931,7.574929751887343,0.0,0.0,0,0.001811486590938613,390.27835205051576,209.7216479494842,-8.950794799987746,-107.93848925182034,0.00346611129164425,1911.5421474717214,2.3638659349247604
4,2020-01-01 05:00:00,0.329,-10.385,69.296,2.195,116.393,100.521,0.0,782.654,,209.615,5.0,0.35,1.92,0,10,-11.94480124307275,-4.222660051404826,0.16225169994788136,1953.8177771053552,2.1306627885554583,129.03473679896493,0.9856705267108783,26.51082608907607,0.0,-0.4049133945375493,1360.745948163903,-71.24381565579976,77.61387537282195,-41.14718156550157,11.031198569440136,-4.325710039514367,-120.9087733534351,6.4927753603891745,0.0,180.2651815430652,0.035459195969955566,7.574929751887343,0.0,0.0,0,0.001256373674239028,469.9795926743242,130.02040732567582,-4.325710039514367,-66.9181056162854,0.004183542686432641,2301.8204995222372,2.1925003821673243
5,2020-01-01 06:00:00,0.423,-10.044,70.754,1.909,223.946,146.326,0.0,782.801,,201.008,5.0,0.35,2.014,0,10,-12.3497146376103,-5.251060461218411,0.2059706012445821,2082.85251390432,2.271376787245714,59.38781368135241,0.3140395360032343,27.496496615786945,0.0,-0.12900723010600537,1830.725540838227,-32.105128320374625,125.09398997310747,-48.2028937555709,14.184432443829609,-1.3781906895839608,-127.77101384709295,5.968547554936103,0.0,180.2654510279227,0.03780100495168406,7.574929751887343,0.0,0.0,0,0.0007805944413987636,540.2981467826444,59.70185321735565,-1.3781906895839608,-30.726937630790665,0.0046811253874823955,2771.8000921965613,2.113826907865502
6,2020-01-01 07:00:00,0.469,-7.89,70.382,1.664,286.938,152.178,0.0,782.162,,231.715,5.0,0.35,2.373,0,10,-12.478721867716304,-6.13786255436737,0.22672292675756486,2142.2403275856723,2.3361399428415184,0.0,0.0,27.81053615179018,0.0,2.446367402281599,2371.0236876208714,26.13466527694444,141.20172505267539,-17.003161778730117,24.586169761686694,3.4139844615316957,-131.39544594788478,5.331393727665554,0.0,180.26558084671393,0.038878814841751784,7.574929751887343,0.0,0.7779234589377814,0,0.00035926549001213053,600.0,0.0,26.13466527694444,0.0,0.004990277955022051,3312.0982389792057,2.0893044954931694
7,2020-01-01 08:00:00,0.462,-5.132,63.412,1.491,254.951,193.404,0.0,781.809,,219.924,5.0,0.35,2.644,0,10,-10.032354465434706,-6.908037610052046,0.22357784042142156,2143.01825104461,2.336988278129346,0.0,0.0,27.81053615179018,0.0,4.109256535527654,2971.0236876208714,43.8993930318687,162.7635060956332,-38.263178069753195,23.51553756547901,0.45756415510639636,-107.17614437196222,2.602107657365509,0.0,183.72040754744,0.038161531557790375,7.647175548485405,0.0,0.10626051369343044,0,4.706030312847425e-06,600.0,0.0,43.8993930318687,0.0,0.004990277955022051,3912.8761624381436,2.6015655490365277
8,2020-01-01 09:00:00,0.404,-3.622,56.199,1.301,239.15,177.304,0.0,781.539,,215.578,5.0,0.35,2.626,0,10,-5.923097929907052,-7.291004176825205,0.1972775630711719,2143.1245115583038,2.3371041565521304,-2.404090529989271,2.404090529989271,27.81053615179018,0.0,2.027323669914037,3571.0236876208714,21.658000131875156,145.91390398550598,-59.119989976156404,9.631904314162828,-10.35181604717795,-63.27675134009353,-1.1392508043657683,0.0,183.726480621726,0.038162162287669256,7.647301940218403,0.0,0.0,0,6.307324500924309e-07,600.0,0.0,21.658000131875156,0.0,0.004990277955022051,4512.982422951837,3.726230006192705
9,2020-01-01 10:00:00,0.3,-4.529,65.79,1.326,105.419,199.114,0.0,781.454,,245.067,5.0,0.35,2.871,0,10,-3.895774259993015,-7.12333711005829,0.148517008511654,2140.7204210283144,2.334482465679732,-3.4714166635527364,3.4714166635527364,30.214626681779453,0.0,3.6969345180768447,4171.023687620871,39.49453630334084,139.60083443818854,-38.06234580146497,-2.70118674037574,-14.95882356204574,-41.69488382493823,-2.6890582060230144,0.0,183.5890558132404,0.03814788723901423,7.644441368365756,0.0,0.0,0,-1.4269531879817469e-05,600.0,0.0,39.49453630334084,0.0,0.004990277955022051,5112.982422951837,4.430905004710161
