,rmse_V,corr_V,rmse_T,corr_T,max_V,duration,points,predicted_vols,measured_vols,DX,TIME_STEP,dia_f
0,11.847,0.923,3.021,0.532,129.312,155.375,8,"[13.242557740262423, 30.769436406902702, 32.577727403560104, 56.46094427200259, 108.68980025270348, 83.8195980104531, 60.96952623238434, 54.61393950045594]","[13.22, 25.71, 43.37, 82.46, 107.48, 82.76, 63.68, 37.44]",0.01,1800.0,0.003
