,When,sea,T_a,RH,v_a,p_a,SW_global,SW_diffuse,SW_direct,Prec,cld,h_f,missing_type,a,vp_a,LW_in,e_a,Discharge,T_s,T_bulk,f_cone,ice,iceV,solid,gas,vapour,melted,delta_T_s,unfrozen_water,Qsurf,SW,LW,Qs,Ql,Qf,Qg,meltwater,SA,h_ice,r_ice,ppt,dpt,cdt,thickness,fountain_runoff,fountain_froze,Qt,Qmelt,s_cone,input,vp_ice
565,2021-02-10 13:00:00,0.0,-3.648,55.62,4.403,623.742,832.0,0.0,832.0,0,0,5.0,-,0.35,2.594,191.071,0.639,0.0,-9.364788351163646,-12.612814052187789,0.07392614466772672,227829.4741844212,248.45089878344734,-1.2387819247706515,1.2387819247706515,427.7743699349216,0.0,1.9340756866059725,1256896.376551883,20.661992558414045,39.97925903630661,-69.74639409591921,57.812148758328526,-4.6881551502336976,0.0,-2.694865990068176,0.0,209.04046763060276,4.026288487737216,7.6763281610524245,0,0.0,0,-1.4624181372197156e-05,0.0,0.0,20.661992558414045,0.0,0.5245070824571434,1329050.0016581211,2.758601318190114
566,2021-02-10 14:00:00,0.0,-2.747,62.09,3.218,623.31,619.0,0.0,619.0,0,0,5.0,-,0.35,3.098,198.515,0.655,0.0,-7.430712664557674,-12.60856920848207,0.07392614466772672,227828.23540249644,248.44954787622294,-0.9382429136358561,0.9382429136358561,429.01315185969224,0.0,-1.2679235066297778,1256896.376551883,-13.545398579822987,29.74418430705985,-70.03619523970593,34.5934361250772,-3.5507817835822166,0.0,-4.296041988671889,0.0,209.0397098832029,4.026281190316692,7.676314248141107,0,0.0,0,-6.46241964399653e-06,0.0,0.0,-13.545398579822987,0.0,0.5245070824571434,1329050.0016581211,3.268576014107975
567,2021-02-10 15:00:00,0.0,-6.025,88.7,3.845,623.303,629.5,0.0,629.5,0,0,5.0,-,0.35,3.454,192.365,0.666,0.0,-8.698636171187452,-12.601802244961748,0.0739261446677267,227827.2971595828,248.44852471055924,0.0,0.0,429.9513947733281,0.0,-0.6874907930416834,1256896.376551883,-7.344557272592089,30.248730244417075,-71.09702049290564,23.594522523270026,13.147652502487551,0.0,-3.238442049861099,0.0,209.03913597084087,4.026275663294732,7.67630371058662,0,3.474068156247718,0,-4.894599520195305e-06,0.0,0.0,-7.344557272592089,0.0,0.5245070824571434,1329050.0016581211,2.925394239732315
568,2021-02-10 16:00:00,0.0,-4.483,78.75,1.376,623.283,428.4,0.0,428.4,0,0,5.0,-,0.35,3.449,196.638,0.666,0.0,-9.386126964229135,-12.596701166025689,0.07392614466772673,227830.77122773905,248.45231322545152,0.0,0.0,429.9513947733281,0.0,-2.293104927049918,1256896.376551883,-24.497550569757355,20.585474244175185,-64.09501019684038,15.48425013955645,6.191522910880718,0.0,-2.663787667529336,0.0,209.04126101429588,4.026296128335793,7.676342728250528,0,1.6360328387647027,0,1.812347183068503e-05,0.0,0.0,-24.497550569757355,0.0,0.5245070824571434,1329053.4757262773,2.753400807891764
569,2021-02-10 17:00:00,0.0,-3.912,55.19,3.907,623.21,36.34,0.0,36.34,0,0,5.0,-,0.35,2.523,189.601,0.636,0.0,-11.679231891279052,-12.592505283596704,0.07392614466772672,227832.4072605778,248.4540973397795,0.0,0.0,429.9513947733281,0.0,1.449732559795261,1256896.376551883,15.487689323444148,1.746209463196373,-62.18254530993917,69.63978465619407,7.041974309724532,0.0,-0.7577337957316506,0.0,209.04226175110452,4.026305765806157,7.676361102588428,0,1.8607629398991439,0,8.534747251967236e-06,0.0,0.0,15.487689323444148,0.0,0.5245070824571434,1329055.1117591162,2.2443679670503305
570,2021-02-10 18:00:00,0.0,-4.494,56.02,4.411,623.147,2.223,0.0,2.223,0,0,5.0,-,0.35,2.451,187.249,0.634,0.0,-10.22949933148379,-12.591311737148574,0.07392614466772672,227834.2680235177,248.4561265251011,-0.784505417144269,0.784505417144269,429.9513947733281,0.0,-1.585262901240134,1256896.376551883,-16.93557832063611,0.10681958273763172,-70.16524475465931,58.051323215646384,-2.9689095775373815,0.0,-1.9595667868234306,0.0,209.04339994904208,4.0263167270506495,7.676382000770472,0,0.0,0,9.707057819750864e-06,0.0,0.0,-16.93557832063611,0.0,0.5245070824571434,1329056.972522056,2.5550494841571596
571,2021-02-10 19:00:00,0.0,-5.1,49.21,4.69,623.728,-4.079,0.0,0.0,0,0,5.0,-,0.35,2.057,181.027,0.618,0.0,-11.814762232723924,-12.58822512860053,0.07392614466772673,227833.48351810058,248.45527101210533,-1.2840220064184251,1.2840220064184251,430.73590019047236,0.0,-0.31891628692123497,1256896.376551883,-3.4070258949830112,0.0,-70.23491472967646,72.32893093064158,-4.859308680714968,0.0,-0.6417334152331576,0.0,209.0429200804217,4.0263121057515265,7.676373190023625,0,0.0,0,-4.0925137841159285e-06,0.0,0.0,-3.4070258949830112,0.0,0.5245070824571434,1329056.972522056,2.2171701800161236
572,2021-02-10 20:00:00,0.0,-4.929,46.51,4.081,624.025,-3.797,0.0,0.0,0,0,5.0,-,0.35,1.969,180.35,0.615,0.0,-12.133678519645159,-12.58721430205875,0.07392614466772672,227832.19949609417,248.45387077000456,-1.2929300876202066,1.2929300876202066,432.0199221968908,0.0,-0.6922994018017115,1256896.376551883,-7.395928291370769,0.0,-69.68766413043042,67.56106924864984,-4.893039194449,0.0,-0.3762942151411922,0.0,209.04213466481133,4.026304541918823,7.676358769183647,0,0.0,0,-6.698347402691408e-06,0.0,0.0,-7.395928291370769,0.0,0.5245070824571434,1329056.972522056,2.15434979853975
573,2021-02-10 21:00:00,0.0,-5.203,49.59,3.311,624.375,-3.211,0.0,0.0,0,0,5.0,-,0.35,2.056,180.756,0.618,0.0,-12.82597792144687,-12.586621581022701,0.0739261446677267,227830.90656600654,248.45246081352948,0.0,0.0,433.312852284511,0.0,-0.7223609058965751,1256896.376551883,-7.717079411879813,0.0,-66.6394774335285,58.02867736289518,0.6951286619823084,0.0,0.19859199677119663,0.0,209.04134379878002,4.026296925582263,7.676344248242339,0,0.1836791666466948,0,-6.744843461023034e-06,0.0,0.0,-7.717079411879813,0.0,0.5245070824571434,1329056.972522056,2.023544669669075
574,2021-02-10 22:00:00,0.0,-5.785,46.15,4.819,624.132,-3.79,0.0,0.0,0,0,5.0,-,0.35,1.831,176.293,0.608,0.0,-13.548338827343446,-12.586934394433076,0.07392614466772673,227831.0902451732,248.45266111796423,-0.5258428359667606,0.5258428359667606,433.312852284511,0.0,1.5369322991680199,1256896.376551883,16.419255951623704,0.0,-68.36794131555692,85.97956450779938,-1.9900364161626047,0.0,0.7976691755438491,0.0,209.04145615267507,4.026298007593298,7.676346311152586,0,0.0,0,9.58204875178415e-07,0.0,0.0,16.419255951623704,0.0,0.5245070824571434,1329057.1562012227,1.8948387119685286
575,2021-02-10 23:00:00,0.0,-5.764,47.44,3.863,624.088,-3.386,0.0,0.0,0,0,5.0,-,0.35,1.885,177.083,0.611,0.0,-12.011406528175426,-12.588190847624311,0.07392614466772672,227830.56440233722,248.45208767975706,-1.9362614832947578,1.9362614832947578,433.8386951204778,0.0,-2.412149238183779,1256896.376551883,-25.76931707186657,0.0,-73.42350978853676,55.46048087821676,-7.327734692500999,0.0,-0.47855346904556634,0.0,209.04113450212162,4.026294909974518,7.676340405381466,0,0.0,0,-2.743179356493572e-06,0.0,0.0,-25.76931707186657,0.0,0.5245070824571434,1329057.1562012227,2.178241239987732
576,2021-02-11 00:00:00,0.0,-5.456,53.64,1.021,624.1,-3.42,0.0,0.0,0,0,5.0,-,0.35,2.182,181.629,0.624,0.0,-14.423555766359204,-12.587437050794263,0.07392614466772672,227828.62814085392,248.44997616232706,0.0,0.0,435.7749566037725,0.0,-3.212976248626059,1256896.376551883,-34.32466050797192,0.0,-59.7492049543319,21.041046415878093,2.860080280534418,0.0,1.5234177499474688,0.0,209.03995011648973,4.026283503863929,7.676318659039098,0,0.7557358641219994,0,-1.0100966180766764e-05,0.0,0.0,-34.32466050797192,0.0,0.5245070824571434,1329057.1562012227,1.748955526933539
577,2021-02-11 01:00:00,0.0,-6.315,53.17,3.413,623.824,-2.858,0.0,0.0,0,0,5.0,-,0.35,2.025,177.491,0.617,0.0,-17.636532014985264,-12.589836679672116,0.07392614466772673,227829.38387671806,248.4508003017645,0.0,0.0,435.7749566037725,0.0,5.325886400083933,1256896.376551883,56.89716588010231,0.0,-52.11855651584449,88.75991752210676,16.068593727684032,0.0,4.187211146156004,0.0,209.04041239055738,4.026287955753204,7.676327146797269,0,4.245908586284065,0,3.942497292893547e-06,0.0,0.0,56.89716588010231,0.0,0.5245070824571434,1329057.9119370868,1.2971839968361334
578,2021-02-11 02:00:00,0.059,-6.011,50.26,1.878,623.514,-3.04,0.0,0.0,0,0,5.0,-,0.35,1.959,177.435,0.614,0.0,-12.31064561490133,-12.596432205866082,0.09990689556479913,227833.62978530434,248.45543051832533,-0.5174386990460547,0.5174386990460547,435.7749566037725,0.0,-4.395525607338358,1256896.376551883,-46.95799550043476,0.0,-71.92525883945052,27.162593850805756,-1.9582166608495803,0.0,-0.23711385094041998,0.0,209.04300954962423,4.026312967370983,7.676374832745879,0,0.0,0,2.2149863310525556e-05,0.0,0.0,-46.95799550043476,0.0,0.5245070824571434,1329062.1578456732,2.1201926265270767
579,2021-02-11 03:00:00,0.257,-6.856,52.76,2.703,623.176,-2.768,0.0,0.0,0,0,5.0,-,0.35,1.928,174.869,0.613,0.0,-16.70617122223969,-12.59605871600725,0.1840463235814859,227833.11234660528,248.45486624493486,0.0,0.0,436.2923953028186,0.0,1.4381591574514152,1256896.376551883,15.364049098420837,0.0,-58.10302965768048,61.09615344859058,8.960809603171922,0.0,3.4101157043388173,0.0,209.04269304093918,4.026309919281721,7.676369021405359,0,2.3677985872847636,0,-2.699317196409502e-06,0.0,0.0,15.364049098420837,0.0,0.5245070824571434,1329062.1578456732,1.4155149244943874
580,2021-02-11 04:00:00,0.436,-7.33,49.05,2.695,622.892,-2.49,0.0,0.0,0,0,5.0,-,0.35,1.727,170.974,0.604,0.0,-15.268012064788273,-12.601430163487716,0.2540074605845503,227835.48014519256,248.45744835898861,0.0,0.0,436.2923953028186,0.0,-1.3187182818167935,1256896.376551883,-14.088046044029621,0.0,-67.26826607685729,49.06780163977413,1.8999920170118143,0.0,2.2124263760417184,0.0,209.0441413821712,4.026323867295123,7.676395614017486,0,0.5020561514695125,0,1.2352089499947046e-05,0.0,0.0,-14.088046044029621,0.0,0.5245070824571434,1329064.5256442605,1.618013419851444
581,2021-02-11 05:00:00,0.586,-7.547,44.69,3.042,622.892,-2.605,0.0,0.0,0,0,5.0,-,0.35,1.548,167.781,0.595,0.0,-16.586730346605066,-12.604915057240676,0.30646897521900696,227835.98220134404,248.45799585751803,0.0,0.0,436.2923953028186,0.0,0.2850572180265269,1256896.376551883,3.045304875282392,0.0,-65.62536773396704,63.07260410126722,2.2944134821964277,0.0,3.3036550257857864,0.0,209.04444848054607,4.026326824749598,7.676401252558076,0,0.6062794394310018,0,2.6190570364435213e-06,0.0,0.0,3.045304875282392,0.0,0.5245070824571434,1329065.0277004119,1.431401625824024
582,2021-02-11 06:00:00,0.69,-7.852,45.59,3.002,622.9,-2.777,0.0,0.0,0,0,5.0,-,0.35,1.542,166.949,0.594,0.0,-16.30167312857854,-12.610118791217735,0.3388667447977041,227836.58848078348,248.45865701285004,0.0,0.0,436.2923953028186,0.0,-0.4543538755359916,1256896.376551883,-4.853924001126136,0.0,-67.49641182311706,58.181143306319065,1.398517554682475,0.0,3.062826960989382,0.0,209.04481933005988,4.026330396144806,7.676408061608568,0,0.3695471412832354,0,3.1627500123391418e-06,0.0,0.0,-4.853924001126136,0.0,0.5245070824571434,1329065.6339798514,1.4699826307580277
583,2021-02-11 07:00:00,0.73,-8.44,47.66,4.048,623.028,-2.553,0.0,0.0,0,0,5.0,-,0.35,1.54,165.491,0.594,0.0,-16.756027004114532,-12.61494318191866,0.3503702397012812,227836.95802792476,248.45906000864204,0.0,0.0,436.2923953028186,0.0,1.5722393615860595,1256896.376551883,16.796446082285648,0.0,-67.29991216240091,77.2284437710858,3.432121536043711,0.0,3.435792937557057,0.0,209.0450453748025,4.026332573023847,7.676412211941547,0,0.9069118005768048,0,1.9277961218680324e-06,0.0,0.0,16.796446082285648,0.0,0.5245070824571434,1329066.0035269926,1.4089303399297728
584,2021-02-11 08:00:00,0.699,-8.45,45.33,3.46,623.338,111.5,0.0,111.5,0,0,5.0,-,0.35,1.463,164.268,0.59,0.0,-15.183787642528472,-12.620355044471653,0.34150296585260764,227837.86493972535,248.46004900733408,-0.9915816441488768,0.9915816441488768,436.2923953028186,0.0,0.21685909460762146,1256896.376551883,2.3167350843803556,24.75042745016774,-74.28565889312313,53.477665687806144,-3.7525365558064836,0.0,2.1268373953360804,0.0,209.04560011445602,4.02633791532902,7.676422397323884,0,0.0,0,4.731031487801373e-06,0.0,0.0,2.3167350843803556,0.0,0.5245070824571434,1329066.9104387932,1.630659764343263
585,2021-02-11 09:00:00,0.602,-7.0,51.66,1.292,623.405,300.0,0.0,300.0,0,0,5.0,-,0.35,1.866,173.704,0.611,0.0,-14.966928547920851,-12.623705111426556,0.31167800492999703,227836.8733580812,248.45896767511582,0.0,0.0,437.28397694696747,0.0,2.095674087423816,1256896.376551883,22.388370165181474,60.777210961349425,-65.6528307495156,23.628548331522932,1.6913052852527402,0.0,1.9441363365719808,0.0,209.04499358392962,4.026332074262227,7.676411261026606,0,0.4469143430529674,0,-5.172709770838226e-06,0.0,0.0,22.388370165181474,0.0,0.5245070824571434,1329066.9104387932,1.6636330851010337
586,2021-02-11 10:00:00,0.458,-5.984,49.03,1.228,623.54,503.7,0.0,503.7,0,0,5.0,-,0.35,1.915,176.929,0.612,0.0,-12.871254460497035,-12.626767403052495,0.2620885215425242,227837.32027242426,248.45945504081163,-0.21041403279475274,0.21041403279475274,437.28397694696747,0.0,3.214414600964517,1256896.376551883,34.34002662084921,85.80909239563013,-70.2944104992709,19.41878878713136,-0.7962910698926068,0.0,0.2028470072512147,0.0,209.0452669525437,4.026334706883176,7.676416280255207,0,0.0,0,2.3313913787776284e-06,0.0,0.0,34.34002662084921,0.0,0.5245070824571434,1329067.3573531364,2.0152428711072563
587,2021-02-11 11:00:00,0.282,-4.916,45.74,1.659,623.385,664.8,0.0,664.8,0,0,5.0,-,0.35,1.938,179.98,0.613,0.0,-9.656839859532518,-12.62708691577072,0.19422413615875017,227837.10985839146,248.45922558167007,-2.127529061103338,2.127529061103338,437.4943909797622,0.0,1.102860027154441,1256896.376551883,11.782003068362757,83.92813371691912,-79.684248253503,18.0539129136161,-8.05142800052142,0.0,-2.4643673081480415,0.0,209.04513824648745,4.02633346740584,7.676413917127278,0,0.0,0,-1.0976528907343948e-06,0.0,0.0,11.782003068362757,0.0,0.5245070824571434,1329067.3573531364,2.6882509363540725
588,2021-02-11 12:00:00,0.086,-4.078,43.04,2.613,622.942,762.6,0.0,762.6,0,0,5.0,-,0.35,1.943,182.224,0.613,0.0,-8.553979832378076,-12.623205187613166,0.11168584395596602,227834.98232933035,248.4569054845478,-4.554884887912504,4.554884887912504,439.6219200408656,0.0,-1.8944999303481462,1256896.376551883,-20.23919939320561,55.36155599053281,-81.81495430652387,26.828010477358635,-17.237628712178125,0.0,-3.3761828423950546,0.0,209.04383687727926,4.026320934814565,7.676390023090965,0,0.0,0,-1.1098546188284678e-05,0.0,0.0,-20.23919939320561,0.0,0.5245070824571434,1329067.3573531364,2.9628073338516754
589,2021-02-11 13:00:00,0.0,-3.024,39.22,2.835,622.316,788.1,0.0,788.1,0,0,5.0,-,0.35,1.917,184.626,0.612,0.0,-10.448479762726222,-12.617887204066701,0.0739261446677267,227830.42744444244,248.45193832545522,-2.8528482178952075,2.8528482178952075,444.1768049287781,0.0,0.14737800079422236,1256896.376551883,1.5744591469571283,37.86977649821303,-71.9317379549436,48.23290078435696,-10.796539319155288,0.0,-1.7999408615139696,0.0,209.04105072689256,4.0262941031863875,7.676338867197984,0,0.0,0,-2.3761327608538078e-05,0.0,0.0,1.5744591469571283,0.0,0.5245070824571434,1329067.3573531364,2.505723708999074
590,2021-02-11 14:00:00,0.0,-1.635,29.73,2.673,621.555,739.0,0.0,739.0,0,0,5.0,-,0.35,1.611,183.693,0.596,0.0,-10.301101761932,-12.615052014113395,0.07392614466772673,227827.57459622456,248.44882725869635,-4.239062491690299,4.239062491690299,447.0296531466733,0.0,-0.2692196464613919,1256896.376551883,-2.876109952824926,35.51042359114254,-73.44094774364518,53.01705883957396,-16.04276969362394,0.0,-1.919874946272308,0.0,209.03930567571476,4.026277297626175,7.676306826524415,0,0.0,0,-1.488256372633057e-05,0.0,0.0,-2.876109952824926,0.0,0.5245070824571434,1329067.3573531364,2.538812904618748
591,2021-02-11 15:00:00,0.0,-0.741,22.81,3.242,620.864,615.4,0.0,615.4,0,0,5.0,-,0.35,1.32,180.817,0.579,0.0,-10.570321408393392,-12.612027896490725,0.07392614466772672,227823.33553373287,248.44420450788752,-6.420516542209636,6.420516542209636,451.2687156383636,0.0,0.10915375784740046,1256896.376551883,1.1661043815320937,29.571197128537367,-75.2651004116434,72.85281694920617,-24.298803355933543,0.0,-1.6940059286344966,0.0,209.03671268134306,4.026252325894868,7.676259216621439,0,0.0,0,-2.211426599362293e-05,0.0,0.0,1.1661043815320937,0.0,0.5245070824571434,1329067.3573531364,2.4786490087304673
592,2021-02-11 16:00:00,0.0,-0.773,21.2,3.896,620.635,434.0,0.0,434.0,0,0,5.0,-,0.35,1.224,178.795,0.573,0.0,-10.461167650545992,-12.60935954303111,0.0739261446677267,227816.91501719065,248.43720285407923,-8.516189303763282,8.516189303763282,457.6892321805732,0.0,-0.43165607374918075,1256896.376551883,-4.611440309893535,20.85456541076571,-77.71317691735695,86.26014440558052,-32.23059948925086,0.0,-1.7823737196319585,0.0,209.03278528156616,4.02621450292933,7.676187105172799,0,0.0,0,-3.349485226052889e-05,0.0,0.0,-4.611440309893535,0.0,0.5245070824571434,1329067.3573531364,2.5028789933452535
593,2021-02-11 17:00:00,0.0,-0.911,20.98,4.702,620.584,223.5,0.0,223.5,0,0,5.0,-,0.35,1.199,177.923,0.571,0.0,-10.892823724295173,-12.606551968583203,0.07392614466772672,227808.39882788688,248.42791584284282,-9.718576528957012,9.718576528957012,466.20542148433645,0.0,0.27000757579212176,1256896.376551883,2.8845275086014865,10.739620666604,-76.90332853550046,107.25225173800068,-36.78210323545896,0.0,-1.4219131250437673,0.0,209.02757591169086,4.026164333356189,7.676091454275379,0,0.0,0,-4.4428491080478435e-05,0.0,0.0,2.8845275086014865,0.0,0.5245070824571434,1329067.3573531364,2.4082997210924515
594,2021-02-11 18:00:00,0.0,-1.242,18.54,2.457,620.77,2.934,0.0,2.934,0,0,5.0,-,0.35,1.034,173.386,0.559,0.0,-10.622816148503052,-12.604312159581038,0.07392614466772673,227798.68025135793,248.41731761325838,-6.017922887031797,6.017922887031797,475.92399801329344,0.0,-5.062742757490437,1256896.376551883,-54.085966699680334,0.14098455049582165,-82.49137881771244,52.685344618800556,-22.776808504833795,0.0,-1.6441085464304668,0.0,209.02163095985736,4.026107078893185,7.675982295667382,0,0.0,0,-5.070254265840532e-05,0.0,0.0,-54.085966699680334,0.0,0.5245070824571434,1329067.3573531364,2.4670710822883017
595,2021-02-11 19:00:00,0.0,-2.114,22.14,2.777,621.098,-4.348,0.0,0.0,0,0,5.0,-,0.35,1.158,174.04,0.569,0.0,-15.685558905993489,-12.601722309733033,0.07392614466772672,227792.6623284709,248.41075499287993,-1.8919930780740875,1.8919930780740875,481.9419209003252,0.0,1.7718735232542508,1256896.376551883,18.929164874708864,0.0,-62.663019916844206,86.1944038364721,-7.160996213043419,0.0,2.5587771681243825,0.0,209.01794969300693,4.026071625051121,7.675914701075719,0,0.0,0,-3.1396848011900164e-05,0.0,0.0,18.929164874708864,0.0,0.5245070824571434,1329067.3573531364,1.5566369788833823
596,2021-02-11 20:00:00,0.0,-3.461,22.17,3.808,621.51,-4.276,0.0,0.0,0,0,5.0,-,0.35,1.049,168.33,0.561,0.0,-13.913685382739239,-12.605753008941296,0.07392614466772673,227790.77033539282,248.408691750701,-5.099970238222622,5.099970238222622,483.8339139783993,0.0,-0.19479482636787576,1256896.376551883,-2.081019517852294,0.0,-74.95656621244473,91.09326380436273,-19.3029616280089,0.0,1.0852445182385986,0.0,209.0167923216283,4.0260604784808764,7.6758934495605,0,0.0,0,-9.87112437934041e-06,0.0,0.0,-2.081019517852294,0.0,0.5245070824571434,1329067.3573531364,1.8326227324745723
597,2021-02-11 21:00:00,0.0,-4.457,20.22,3.589,621.703,-4.097,0.0,0.0,0,0,5.0,-,0.35,0.887,162.032,0.548,0.0,-14.108480209107114,-12.607462538940867,0.07392614466772672,227785.6703651546,248.40313016919802,-5.601583141108537,5.601583141108537,488.93388421662195,0.0,-1.9827760214542753,1256896.376551883,-21.182264832760104,0.0,-80.52415040457538,79.29826211047168,-21.20184105048093,0.0,1.2454645118245224,0.0,209.01367254817342,4.026030431987151,7.675836164359347,0,0.0,0,-2.6608299941834055e-05,0.0,0.0,-21.182264832760104,0.0,0.5245070824571434,1329067.3573531364,1.800229925695075
598,2021-02-11 22:00:00,0.0,-5.02,20.99,3.482,622.149,-4.088,0.0,0.0,0,0,5.0,-,0.35,0.883,160.605,0.548,0.0,-16.091256230561388,-12.609424469916437,0.07392614466772673,227780.0687820135,248.3970215725338,-3.666117260513678,3.666117260513678,494.5354673577305,0.0,0.2544056269531108,1256896.376551883,2.7178497756456945,0.0,-74.609611766803,88.31478173170059,-13.876382408668272,0.0,2.8890622194163726,0.0,209.01024589930879,4.025997429722313,7.6757732438270185,0,0.0,0,-2.9225823314624995e-05,0.0,0.0,2.7178497756456945,0.0,0.5245070824571434,1329067.3573531364,1.4990663833446205
599,2021-02-11 23:00:00,0.0,-5.569,22.0,3.726,622.347,-3.667,0.0,0.0,0,0,5.0,-,0.35,0.887,159.458,0.549,0.0,-15.836850603608278,-12.613975532647006,0.07392614466772673,227776.40266475297,248.3930236256848,-4.125938645109279,4.125938645109279,498.20158461824417,0.0,-0.18331998832143495,1256896.376551883,-1.9584322685701157,0.0,-76.68914278265663,87.67349422352173,-15.616990046781002,0.0,2.674206337345789,0.0,209.00800321515678,4.025975830147581,7.675732063115728,0,0.0,0,-1.9127994571659745e-05,0.0,0.0,-1.9584322685701157,0.0,0.5245070824571434,1329067.3573531364,1.5349395672005448
600,2021-02-12 00:00:00,0.0,-5.684,21.84,3.261,622.493,-3.805,0.0,0.0,0,0,5.0,-,0.35,0.873,158.829,0.547,0.0,-16.020170591929713,-12.618188161232583,0.0739261446677267,227772.27672610787,248.38852423784937,-3.544518012995143,3.544518012995143,502.32752326335344,0.0,-0.9340757970654212,1256896.376551883,-9.9788582740673,0.0,-76.64589963053879,77.26063317824185,-13.416430966119954,0.0,2.8228391443496017,0.0,209.0054792287942,4.025951521177079,7.675685716800656,0,0.0,0,-2.1527347116970535e-05,0.0,0.0,-9.9788582740673,0.0,0.5245070824571434,1329067.3573531364,1.5090133330330542
601,2021-02-12 01:00:00,0.0,-6.285,23.07,3.163,622.69,-4.073,0.0,0.0,0,0,5.0,-,0.35,0.881,157.654,0.548,0.0,-16.954246388995134,-12.622634955224518,0.07392614466772672,227768.73220809488,248.3846588965048,-2.7137105667225274,2.7137105667225274,505.87204127634857,0.0,-0.3479638081864142,1256896.376551883,-3.7173444995639606,0.0,-74.41785956351609,77.37811601678455,-10.271830490932789,0.0,3.5942295381003713,0.0,209.00331090635683,4.025930637553146,7.675645901086757,0,0.0,0,-1.849397134869989e-05,0.0,0.0,-3.7173444995639606,0.0,0.5245070824571434,1329067.3573531364,1.3830288443740486
602,2021-02-12 02:00:00,0.062,-7.2,24.24,3.813,622.978,-4.109,0.0,0.0,0,0,5.0,-,0.35,0.862,155.112,0.547,0.0,-17.302210197181548,-12.628296943175506,0.10121942156252921,227766.01849752816,248.38169956109942,-3.10576507900869,3.10576507900869,508.5857518430711,0.0,0.4477604463878038,1256896.376551883,4.783485504361122,0.0,-75.70163043030894,88.36275332094316,-11.755913185052213,0.0,3.8782757987791183,0.0,209.00165081422722,4.025914648741754,7.6756154175872435,0,0.0,0,-1.4159275240813991e-05,0.0,0.0,4.783485504361122,0.0,0.5245070824571434,1329067.3573531364,1.3386170600929725
603,2021-02-12 03:00:00,0.261,-7.594,27.32,2.523,623.173,-3.231,0.0,0.0,0,0,5.0,-,0.35,0.943,156.202,0.554,0.0,-16.854449750793744,-12.634406413318999,0.1856826692957753,227762.91273244916,248.37831268533168,-1.9532544506566623,1.9532544506566623,511.69151692207976,0.0,-2.4815138435500788,1256896.376551883,-26.510348547429402,0.0,-76.231669264988,53.61314476490642,-7.393507849905188,0.0,3.5016838025573613,0.0,208.99975087759336,4.025896349842966,7.675580529786107,0,0.0,0,-1.6205019216598315e-05,0.0,0.0,-26.510348547429402,0.0,0.5245070824571434,1329067.3573531364,1.396015755131964
604,2021-02-12 04:00:00,0.44,-8.01,29.55,2.983,623.299,-3.57,0.0,0.0,0,0,5.0,-,0.35,0.987,156.286,0.558,0.0,-19.335963594343824,-12.63992266100049,0.2554860036978943,227760.9594779985,248.3761826368577,-0.597188116433139,0.597188116433139,513.6447713727364,0.0,1.269502595647032,1256896.376551883,13.562268201704661,0.0,-67.27565535309776,77.54220891839884,-2.260504394970977,0.0,5.556219031374556,0.0,208.99855597928973,4.025884841351749,7.6755585882497535,0,0.0,0,-1.0191631640911922e-05,0.0,0.0,13.562268201704661,0.0,0.5245070824571434,1329067.3573531364,1.1041472561481107
605,2021-02-12 05:00:00,0.591,-8.21,30.22,3.078,623.689,-3.015,0.0,0.0,0,0,5.0,-,0.35,0.994,155.984,0.558,0.0,-18.06646099869679,-12.648675469561514,0.3081052877918707,227760.36228988206,248.37553139572745,-1.3235730321652412,1.3235730321652412,514.2419594891695,0.0,-0.27375277521953145,1256896.376551883,-2.924537981425698,0.0,-72.08408109483514,69.67404607402514,-5.010059316086467,0.0,4.495556355470769,0.0,208.99819065033898,4.025881322731917,7.675551879818258,0,0.0,0,-3.1160077981923015e-06,0.0,0.0,-2.924537981425698,0.0,0.5245070824571434,1329067.3573531364,1.2456252797328606
606,2021-02-12 06:00:00,0.695,-8.42,29.69,3.115,624.118,-3.174,0.0,0.0,0,0,5.0,-,0.35,0.961,154.752,0.556,0.0,-18.34021377391632,-12.655757403935112,0.3403347144158043,227759.0387168499,248.37408802273708,-1.3456475787536741,1.3456475787536741,515.5655325213347,0.0,-0.15902954429732763,1256896.376551883,-1.6989341645701517,0.0,-72.33861564739775,71.01647533763345,-5.093636802172359,0.0,4.716842947366501,0.0,208.9973809553477,4.0258735242455055,7.675537011598795,0,0.0,0,-6.906150650751801e-06,0.0,0.0,-1.6989341645701517,0.0,0.5245070824571434,1329067.3573531364,1.2137842098159297
607,2021-02-12 07:00:00,0.736,-8.64,29.06,3.391,624.769,-2.524,0.0,0.0,0,0,5.0,-,0.35,0.924,153.406,0.553,0.0,-18.49924331821365,-12.663187949627305,0.3520478573779531,227757.69306927113,248.3726205771768,-1.574098887181767,1.574098887181767,516.9111801000884,0.0,0.25084319003307654,1256896.376551883,2.6797917794455888,0.0,-73.11822731666771,76.913782647464,-5.958409712656504,0.0,4.842646161305803,0.0,208.99655775465817,4.025865595664991,7.675521895348167,0,0.0,0,-7.021358610200152e-06,0.0,0.0,2.6797917794455888,0.0,0.5245070824571434,1329067.3573531364,1.1956330384624985
