,time,ghi,sea,temp,ppt,RH,wind,Discharge,alb,vp_a,LW_in,SW_global,press,SW_direct,SW_diffuse,T_F,e_a
35,2022-05-02 11:00:00,884.208,0.978,13.9,0.0,13.0,5.2,1000000.0,0.69,2.065,237.957,884.208,596.589,707.366,176.842,0.0,0.618
36,2022-05-02 12:00:00,891.277,0.988,14.5,0.0,15.0,5.8,1000000.0,0.686,2.477,246.199,891.277,596.589,713.021,178.255,0.0,0.634
37,2022-05-02 13:00:00,822.306,0.892,14.4,0.0,18.0,7.3,1000000.0,0.682,2.954,252.124,822.306,596.589,657.844,164.461,0.0,0.65
38,2022-05-02 14:00:00,683.596,0.725,13.8,0.0,18.0,7.8,1000000.0,0.679,2.841,248.714,683.596,596.589,546.877,136.719,0.0,0.647
39,2022-05-02 15:00:00,488.472,0.521,13.2,0.0,20.0,8.5,1000000.0,0.675,3.036,249.061,488.472,596.589,390.778,97.694,0.0,0.653
40,2022-05-02 16:00:00,258.463,0.297,11.5,0.0,22.0,9.8,1000000.0,0.671,2.986,242.833,258.463,596.589,206.771,51.693,0.0,0.652
41,2022-05-02 17:00:00,35.497,0.062,9.3,0.0,26.0,7.3,1000000.0,0.667,3.047,236.351,35.497,596.589,28.398,7.099,0.0,0.655
42,2022-05-02 18:00:00,0.0,0.0,6.8,0.0,27.0,7.9,1000000.0,0.664,2.669,224.104,0.0,596.589,0.0,0.0,0.0,0.643
43,2022-05-02 19:00:00,0.0,0.0,5.3,0.0,30.0,5.7,1000000.0,0.66,2.673,219.558,0.0,596.589,0.0,0.0,0.0,0.644
44,2022-05-02 20:00:00,0.0,0.0,4.3,0.0,33.0,6.8,1000000.0,0.656,2.742,217.321,0.0,596.589,0.0,0.0,0.0,0.647
45,2022-05-02 21:00:00,0.0,0.0,4.5,0.0,30.0,6.1,1000000.0,0.653,2.528,215.41,0.0,596.589,0.0,0.0,0.0,0.639
46,2022-05-02 22:00:00,0.0,0.0,2.9,0.0,30.0,5.4,1000000.0,0.649,2.258,207.294,0.0,596.589,0.0,0.0,0.0,0.63
47,2022-05-02 23:00:00,0.0,0.0,2.2,0.0,28.0,2.6,1000000.0,0.646,2.005,201.819,0.0,596.589,0.0,0.0,0.0,0.619
48,2022-05-03 00:00:00,0.0,0.0,2.5,0.0,30.0,4.1,1000000.0,0.642,2.195,205.302,0.0,596.589,0.0,0.0,0.0,0.627
49,2022-05-03 01:00:00,0.0,0.0,3.0,0.0,30.0,5.9,1000000.0,0.639,2.274,207.794,0.0,596.589,0.0,0.0,0.0,0.63
50,2022-05-03 02:00:00,0.0,0.0,2.5,0.0,31.0,5.7,1000000.0,0.635,2.268,206.266,0.0,596.589,0.0,0.0,0.0,0.63
51,2022-05-03 03:00:00,0.0,0.0,2.8,0.0,32.0,5.2,1000000.0,0.632,2.392,208.71,0.0,596.589,0.0,0.0,0.0,0.635
52,2022-05-03 04:00:00,0.0,0.0,1.8,0.0,34.0,4.7,1000000.0,0.629,2.366,205.494,0.0,596.589,0.0,0.0,0.0,0.634
53,2022-05-03 05:00:00,0.0,0.0,-0.6,0.0,39.0,1.2,1000000.0,0.625,2.282,197.633,0.0,596.589,0.0,0.0,0.0,0.632
54,2022-05-03 06:00:00,6.337,0.017,-2.7,0.0,47.0,0.7,1000000.0,0.622,2.356,192.701,6.337,596.589,5.07,1.267,0.0,0.635
55,2022-05-03 07:00:00,213.076,0.253,-2.1,0.0,50.0,1.9,1000000.0,0.619,2.62,197.33,213.076,596.589,170.461,42.615,0.0,0.645
56,2022-05-03 08:00:00,445.514,0.479,5.0,0.0,32.0,5.8,1000000.0,0.615,2.792,220.014,445.514,596.589,356.411,89.103,0.0,0.648
57,2022-05-03 09:00:00,648.418,0.687,8.4,0.0,25.0,5.4,1000000.0,0.612,2.756,230.145,648.418,596.589,518.735,129.684,0.0,0.646
58,2022-05-03 10:00:00,798.273,0.862,11.0,0.0,19.0,4.6,1000000.0,0.609,2.495,235.076,798.273,596.589,638.618,159.655,0.0,0.636
59,2022-05-03 11:00:00,880.436,0.973,13.3,0.0,15.0,5.0,1000000.0,0.606,2.292,239.578,880.436,596.589,704.349,176.087,0.0,0.628
60,2022-05-03 12:00:00,887.36,0.983,14.3,0.0,13.0,5.2,1000000.0,0.603,2.119,240.127,887.36,596.589,709.888,177.472,0.0,0.62
61,2022-05-03 13:00:00,818.423,0.888,14.9,0.0,14.0,6.3,1000000.0,0.6,2.373,246.001,818.423,596.589,654.738,163.685,0.0,0.63
62,2022-05-03 14:00:00,679.929,0.722,15.0,0.0,15.0,5.0,1000000.0,0.597,2.559,248.999,679.929,596.589,543.943,135.986,0.0,0.637
63,2022-05-03 15:00:00,485.201,0.518,14.2,0.0,16.0,7.3,1000000.0,0.593,2.592,246.796,485.201,596.589,388.16,97.04,0.0,0.638
64,2022-05-03 16:00:00,255.781,0.295,12.5,0.0,17.0,6.8,1000000.0,0.59,2.465,239.484,255.781,596.589,204.625,51.156,0.0,0.634
65,2022-05-03 17:00:00,33.913,0.06,10.1,0.0,19.0,7.0,1000000.0,0.587,2.349,230.234,33.913,596.589,27.13,6.783,0.0,0.631
66,2022-05-03 18:00:00,0.0,0.0,7.8,0.0,25.0,6.9,1000000.0,0.584,2.646,226.932,0.0,596.589,0.0,0.0,0.0,0.642
67,2022-05-03 19:00:00,0.0,0.0,7.0,0.0,27.0,5.0,1000000.0,0.582,2.706,225.163,0.0,596.589,0.0,0.0,0.0,0.645
68,2022-05-03 20:00:00,0.0,0.0,5.1,0.0,29.0,2.6,1000000.0,0.579,2.548,217.46,0.0,596.589,0.0,0.0,0.0,0.64
69,2022-05-03 21:00:00,0.0,0.0,2.9,0.0,37.0,4.8,1000000.0,0.576,2.785,213.598,0.0,596.589,0.0,0.0,0.0,0.649
70,2022-05-03 22:00:00,0.0,0.0,2.7,0.0,35.0,5.7,1000000.0,0.573,2.597,210.889,0.0,596.589,0.0,0.0,0.0,0.642
71,2022-05-03 23:00:00,0.0,0.0,3.7,0.0,30.0,2.7,1000000.0,0.57,2.39,211.322,0.0,596.589,0.0,0.0,0.0,0.634
72,2022-05-04 00:00:00,0.0,0.0,-0.8,0.0,38.0,1.2,1000000.0,0.567,2.191,195.935,0.0,596.589,0.0,0.0,0.0,0.628
73,2022-05-04 01:00:00,0.0,0.0,-5.5,0.0,57.0,0.4,1000000.0,0.564,2.315,184.655,0.0,596.589,0.0,0.0,0.0,0.635
74,2022-05-04 02:00:00,0.0,0.0,-7.9,0.0,67.0,0.8,1000000.0,0.562,2.263,177.772,0.0,596.589,0.0,0.0,0.0,0.633
75,2022-05-04 03:00:00,0.0,0.0,-9.4,0.0,78.0,0.6,1000000.0,0.559,2.343,174.796,0.0,596.589,0.0,0.0,0.0,0.637
76,2022-05-04 04:00:00,0.0,0.0,-10.5,0.0,83.0,0.4,1000000.0,0.556,2.286,171.395,0.0,596.589,0.0,0.0,0.0,0.635
77,2022-05-04 05:00:00,0.0,0.0,-11.2,0.0,88.0,1.0,1000000.0,0.553,2.293,169.708,0.0,596.589,0.0,0.0,0.0,0.636
78,2022-05-04 06:00:00,5.765,0.016,-11.1,0.0,91.0,0.7,1000000.0,0.551,2.39,170.968,5.765,596.589,4.612,1.153,0.0,0.639
79,2022-05-04 07:00:00,211.313,0.251,-8.6,0.0,83.0,0.9,1000000.0,0.548,2.655,180.03,211.313,596.589,169.05,42.263,0.0,0.648
80,2022-05-04 08:00:00,443.079,0.477,-0.8,0.0,53.0,2.9,1000000.0,0.545,3.056,205.472,443.079,596.589,354.463,88.616,0.0,0.659
81,2022-05-04 09:00:00,645.418,0.684,5.2,0.0,35.0,2.9,1000000.0,0.543,3.097,223.913,645.418,596.589,516.334,129.084,0.0,0.658
82,2022-05-04 10:00:00,794.827,0.858,9.4,0.0,25.0,1.5,1000000.0,0.54,2.949,235.578,794.827,596.589,635.862,158.965,0.0,0.652
83,2022-05-04 11:00:00,876.691,0.968,13.1,0.0,18.0,3.5,1000000.0,0.538,2.714,244.781,876.691,596.589,701.353,175.338,0.0,0.643
84,2022-05-04 12:00:00,883.482,0.978,13.9,0.0,14.0,5.3,1000000.0,0.535,2.224,240.489,883.482,596.589,706.785,176.696,0.0,0.625
85,2022-05-04 13:00:00,814.59,0.883,14.0,0.0,13.0,6.4,1000000.0,0.533,2.079,238.498,814.59,596.589,651.672,162.918,0.0,0.619
86,2022-05-04 14:00:00,676.321,0.718,14.3,0.0,12.0,8.6,1000000.0,0.53,1.956,237.397,676.321,596.589,541.057,135.264,0.0,0.613
87,2022-05-04 15:00:00,481.995,0.515,13.5,0.0,15.0,10.2,1000000.0,0.528,2.322,240.672,481.995,596.589,385.596,96.399,0.0,0.629
88,2022-05-04 16:00:00,253.168,0.292,12.1,0.0,17.0,8.3,1000000.0,0.525,2.401,237.3,253.168,596.589,202.534,50.634,0.0,0.632
89,2022-05-04 17:00:00,32.392,0.058,10.3,0.0,19.0,8.4,1000000.0,0.523,2.381,231.303,32.392,596.589,25.914,6.478,0.0,0.632
90,2022-05-04 18:00:00,0.0,0.0,8.1,0.0,21.0,5.5,1000000.0,0.52,2.269,222.912,0.0,596.589,0.0,0.0,0.0,0.628
91,2022-05-04 19:00:00,0.0,0.0,5.2,0.0,21.0,2.2,1000000.0,0.518,1.858,208.155,0.0,596.589,0.0,0.0,0.0,0.612
92,2022-05-04 20:00:00,0.0,0.0,2.0,0.0,29.0,0.8,1000000.0,0.516,2.047,201.853,0.0,596.589,0.0,0.0,0.0,0.621
93,2022-05-04 21:00:00,0.0,0.0,-0.1,0.0,34.0,0.5,1000000.0,0.513,2.063,196.19,0.0,596.589,0.0,0.0,0.0,0.622
94,2022-05-04 22:00:00,0.0,0.0,-4.5,0.0,48.0,0.9,1000000.0,0.511,2.103,184.775,0.0,596.589,0.0,0.0,0.0,0.626
95,2022-05-04 23:00:00,0.0,0.0,-5.3,0.0,49.0,0.3,1000000.0,0.509,2.021,181.624,0.0,596.589,0.0,0.0,0.0,0.622
96,2022-05-05 00:00:00,0.0,0.0,-6.9,0.0,59.0,0.3,1000000.0,0.506,2.153,179.09,0.0,596.589,0.0,0.0,0.0,0.629
97,2022-05-05 01:00:00,0.0,0.0,-9.1,0.0,70.0,1.1,1000000.0,0.504,2.153,173.453,0.0,596.589,0.0,0.0,0.0,0.629
98,2022-05-05 02:00:00,0.0,0.0,-10.5,0.0,81.0,0.6,1000000.0,0.502,2.231,170.798,0.0,596.589,0.0,0.0,0.0,0.633
99,2022-05-05 03:00:00,0.0,0.0,-12.0,0.0,88.0,6.0,1000000.0,0.5,2.15,166.19,0.0,596.589,0.0,0.0,0.0,0.63
100,2022-05-05 04:00:00,0.0,0.0,-13.0,0.0,91.0,3.3,1000000.0,0.498,2.051,162.65,0.0,596.589,0.0,0.0,0.0,0.626
101,2022-05-05 05:00:00,0.0,0.0,-13.5,0.0,95.0,1.5,1000000.0,0.495,2.056,161.504,0.0,596.589,0.0,0.0,0.0,0.627
102,2022-05-05 06:00:00,5.205,0.015,-14.2,0.0,94.0,2.1,1000000.0,0.493,1.922,158.292,5.205,596.589,4.164,1.041,0.0,0.621
103,2022-05-05 07:00:00,209.542,0.25,-11.3,0.0,90.0,0.7,1000000.0,0.491,2.326,169.809,209.542,596.589,167.633,41.908,0.0,0.637
104,2022-05-05 08:00:00,440.64,0.475,-2.6,0.0,54.0,0.7,1000000.0,0.489,2.727,197.05,440.64,596.589,352.512,88.128,0.0,0.649
105,2022-05-05 09:00:00,642.423,0.681,5.4,0.0,28.0,4.5,1000000.0,0.487,2.512,217.923,642.423,596.589,513.938,128.485,0.0,0.638
106,2022-05-05 10:00:00,791.398,0.854,9.3,0.0,20.0,2.6,1000000.0,0.485,2.344,227.656,791.398,596.589,633.118,158.28,0.0,0.631
107,2022-05-05 11:00:00,872.974,0.964,12.1,0.0,16.0,2.1,1000000.0,0.483,2.259,235.253,872.974,596.589,698.379,174.595,0.0,0.627
108,2022-05-05 12:00:00,879.644,0.973,14.4,0.0,13.0,1.5,1000000.0,0.481,2.133,240.672,879.644,596.589,703.715,175.929,0.0,0.621
109,2022-05-05 13:00:00,810.809,0.879,16.1,0.0,11.0,2.3,1000000.0,0.479,2.014,244.183,810.809,596.589,648.647,162.162,0.0,0.615
110,2022-05-05 14:00:00,672.775,0.715,16.8,0.0,9.0,3.1,1000000.0,0.477,1.723,241.035,672.775,596.589,538.22,134.555,0.0,0.601
111,2022-05-05 15:00:00,478.857,0.512,17.0,0.0,9.0,1.8,1000000.0,0.475,1.745,242.115,478.857,596.589,383.086,95.771,0.0,0.602
112,2022-05-05 16:00:00,250.623,0.29,16.4,0.0,10.0,1.4,1000000.0,0.473,1.866,242.507,250.623,596.589,200.498,50.125,0.0,0.608
113,2022-05-05 17:00:00,30.934,0.056,14.2,0.0,14.0,3.9,1000000.0,0.471,2.268,242.133,30.934,596.589,24.747,6.187,0.0,0.626
114,2022-05-05 18:00:00,0.0,0.0,9.6,0.0,21.0,8.6,1000000.0,0.469,2.511,230.854,0.0,596.589,0.0,0.0,0.0,0.637
115,2022-05-05 19:00:00,0.0,0.0,7.0,0.0,25.0,3.8,1000000.0,0.467,2.505,222.701,0.0,596.589,0.0,0.0,0.0,0.638
116,2022-05-05 20:00:00,0.0,0.0,6.0,0.0,27.0,4.8,1000000.0,0.465,2.525,219.904,0.0,596.589,0.0,0.0,0.0,0.639
117,2022-05-05 21:00:00,0.0,0.0,2.6,0.0,32.0,1.3,1000000.0,0.463,2.358,207.705,0.0,596.589,0.0,0.0,0.0,0.634
118,2022-05-05 22:00:00,0.0,0.0,-1.8,0.0,46.0,1.1,1000000.0,0.461,2.465,196.448,0.0,596.589,0.0,0.0,0.0,0.639
119,2022-05-05 23:00:00,0.0,0.0,-5.1,0.0,60.0,1.0,1000000.0,0.459,2.512,187.901,0.0,596.589,0.0,0.0,0.0,0.642
120,2022-05-06 00:00:00,0.0,0.0,-6.9,0.0,69.0,0.6,1000000.0,0.457,2.518,183.141,0.0,596.589,0.0,0.0,0.0,0.643
121,2022-05-06 01:00:00,0.0,0.0,-8.6,0.0,76.0,5.4,1000000.0,0.456,2.431,177.778,0.0,596.589,0.0,0.0,0.0,0.64
122,2022-05-06 02:00:00,0.0,0.0,-10.0,0.0,82.0,1.7,1000000.0,0.454,2.35,173.335,0.0,596.589,0.0,0.0,0.0,0.638
123,2022-05-06 03:00:00,0.0,0.0,-10.9,0.0,88.0,0.4,1000000.0,0.452,2.348,171.042,0.0,596.589,0.0,0.0,0.0,0.638
124,2022-05-06 04:00:00,0.0,0.0,-11.0,0.0,88.0,0.2,1000000.0,0.45,2.33,170.596,0.0,596.589,0.0,0.0,0.0,0.637
125,2022-05-06 05:00:00,0.0,0.0,-11.5,0.0,88.0,0.7,1000000.0,0.448,2.238,168.382,0.0,596.589,0.0,0.0,0.0,0.634
126,2022-05-06 06:00:00,4.659,0.014,-11.7,0.0,92.0,0.1,1000000.0,0.447,2.303,168.57,4.659,596.589,3.727,0.932,0.0,0.636
127,2022-05-06 07:00:00,207.764,0.248,-9.3,0.0,85.0,0.7,1000000.0,0.445,2.574,177.413,207.764,596.589,166.211,41.553,0.0,0.646
128,2022-05-06 08:00:00,438.2,0.472,-1.2,0.0,55.0,0.6,1000000.0,0.443,3.08,204.537,438.2,596.589,350.56,87.64,0.0,0.66
129,2022-05-06 09:00:00,639.436,0.678,6.4,0.0,37.0,1.8,1000000.0,0.441,3.558,232.217,639.436,596.589,511.549,127.887,0.0,0.671
130,2022-05-06 10:00:00,787.988,0.85,11.2,0.0,27.0,1.8,1000000.0,0.44,3.592,248.321,787.988,596.589,630.39,157.598,0.0,0.67
131,2022-05-06 11:00:00,869.289,0.959,14.5,0.0,16.0,1.2,1000000.0,0.438,2.643,248.48,869.289,596.589,695.431,173.858,0.0,0.64
132,2022-05-06 12:00:00,875.85,0.968,15.4,0.0,12.0,3.2,1000000.0,0.436,2.1,243.374,875.85,596.589,700.68,175.17,0.0,0.619
133,2022-05-06 13:00:00,807.083,0.875,16.2,0.0,14.0,0.7,1000000.0,0.435,2.579,253.31,807.083,596.589,645.666,161.417,0.0,0.637
134,2022-05-06 14:00:00,669.293,0.711,16.8,0.0,13.0,3.8,1000000.0,0.433,2.488,254.035,669.293,596.589,535.434,133.859,0.0,0.634
135,2022-05-06 15:00:00,475.789,0.509,16.8,0.0,12.0,5.5,1000000.0,0.432,2.297,251.147,475.789,596.589,380.631,95.158,0.0,0.627
136,2022-05-06 16:00:00,248.148,0.288,15.9,0.0,13.0,3.8,1000000.0,0.43,2.349,248.959,248.148,596.589,198.518,49.63,0.0,0.629
137,2022-05-06 17:00:00,29.539,0.054,12.8,0.0,19.0,4.8,1000000.0,0.428,2.809,244.995,29.539,596.589,23.631,5.908,0.0,0.646
138,2022-05-06 18:00:00,0.0,0.0,10.0,0.0,24.0,6.1,1000000.0,0.427,2.948,237.496,0.0,596.589,0.0,0.0,0.0,0.652
139,2022-05-06 19:00:00,0.0,0.0,7.3,0.0,28.0,0.9,1000000.0,0.425,2.864,227.941,0.0,596.589,0.0,0.0,0.0,0.65
140,2022-05-06 20:00:00,0.0,0.0,6.9,0.0,31.0,0.7,1000000.0,0.424,3.085,229.11,0.0,596.589,0.0,0.0,0.0,0.657
141,2022-05-06 21:00:00,0.0,0.0,1.2,0.0,43.0,0.6,1000000.0,0.422,2.867,209.43,0.0,596.589,0.0,0.0,0.0,0.652
142,2022-05-06 22:00:00,0.0,0.0,-1.8,0.0,54.0,0.5,1000000.0,0.421,2.893,200.999,0.0,596.589,0.0,0.0,0.0,0.654
143,2022-05-06 23:00:00,0.0,0.0,-3.4,0.0,63.0,0.8,1000000.0,0.419,2.997,197.462,0.0,596.589,0.0,0.0,0.0,0.658
144,2022-05-07 00:00:00,0.0,0.0,-5.6,0.0,74.0,3.3,1000000.0,0.418,2.983,191.186,0.0,596.589,0.0,0.0,0.0,0.658
145,2022-05-07 01:00:00,0.0,0.0,-7.3,0.0,80.0,1.3,1000000.0,0.416,2.831,185.154,0.0,596.589,0.0,0.0,0.0,0.654
146,2022-05-07 02:00:00,0.0,0.0,-8.0,0.0,84.0,0.6,1000000.0,0.415,2.815,183.139,0.0,596.589,0.0,0.0,0.0,0.653
147,2022-05-07 03:00:00,0.0,0.0,-9.0,0.0,88.0,0.5,1000000.0,0.413,2.728,179.68,0.0,596.589,0.0,0.0,0.0,0.651
148,2022-05-07 04:00:00,0.0,0.0,-9.7,0.0,91.0,0.5,1000000.0,0.412,2.67,177.306,0.0,596.589,0.0,0.0,0.0,0.649
149,2022-05-07 05:00:00,0.0,0.0,-10.1,0.0,92.0,0.3,1000000.0,0.41,2.616,175.751,0.0,596.589,0.0,0.0,0.0,0.647
150,2022-05-07 06:00:00,4.129,0.012,-11.0,0.0,94.0,0.3,1000000.0,0.409,2.488,172.211,4.129,596.589,3.303,0.826,0.0,0.643
151,2022-05-07 07:00:00,205.981,0.246,-8.2,0.0,88.0,1.1,1000000.0,0.408,2.904,183.417,205.981,596.589,164.785,41.196,0.0,0.656
152,2022-05-07 08:00:00,435.761,0.47,-0.1,0.0,57.0,1.8,1000000.0,0.406,3.459,211.22,435.761,596.589,348.609,87.152,0.0,0.67
153,2022-05-07 09:00:00,636.459,0.676,8.0,0.0,31.0,2.2,1000000.0,0.405,3.326,235.114,636.459,596.589,509.167,127.292,0.0,0.664
154,2022-05-07 10:00:00,784.599,0.847,11.0,0.0,26.0,2.7,1000000.0,0.403,3.414,245.849,784.599,596.589,627.679,156.92,0.0,0.665
155,2022-05-07 11:00:00,865.637,0.954,13.1,0.0,24.0,3.0,1000000.0,0.402,3.619,255.051,865.637,596.589,692.51,173.127,0.0,0.67
156,2022-05-07 12:00:00,872.102,0.964,14.7,0.0,22.0,2.6,1000000.0,0.401,3.681,261.225,872.102,596.589,697.682,174.42,0.0,0.671
157,2022-05-07 13:00:00,803.413,0.87,16.2,0.0,20.0,4.0,1000000.0,0.399,3.684,266.551,803.413,596.589,642.731,160.683,0.0,0.671
158,2022-05-07 14:00:00,665.875,0.708,16.4,0.0,18.0,2.8,1000000.0,0.398,3.358,263.75,665.875,596.589,532.7,133.175,0.0,0.662
159,2022-05-07 15:00:00,472.79,0.507,15.3,0.0,20.0,8.3,1000000.0,0.397,3.478,261.208,472.79,596.589,378.232,94.558,0.0,0.665
160,2022-05-07 16:00:00,245.743,0.285,12.6,0.0,24.0,10.3,1000000.0,0.396,3.502,252.154,245.743,596.589,196.594,49.149,0.0,0.667
161,2022-05-07 17:00:00,28.205,0.053,10.1,0.0,29.0,10.1,1000000.0,0.394,3.586,244.57,28.205,596.589,22.564,5.641,0.0,0.67
162,2022-05-07 18:00:00,0.0,0.0,8.0,0.0,36.0,11.0,1000000.0,0.393,3.863,240.191,0.0,596.589,0.0,0.0,0.0,0.678
163,2022-05-07 19:00:00,0.0,0.0,7.3,0.0,40.0,13.1,1000000.0,0.392,4.092,239.857,0.0,596.589,0.0,0.0,0.0,0.684
164,2022-05-07 20:00:00,0.0,0.0,6.5,0.0,43.0,10.8,1000000.0,0.39,4.163,237.818,0.0,596.589,0.0,0.0,0.0,0.686
165,2022-05-07 21:00:00,0.0,0.0,6.4,0.0,43.0,8.5,1000000.0,0.389,4.135,237.256,0.0,596.589,0.0,0.0,0.0,0.685
166,2022-05-07 22:00:00,0.0,0.0,6.0,0.0,45.0,7.6,1000000.0,0.388,4.209,236.551,0.0,596.589,0.0,0.0,0.0,0.687
167,2022-05-07 23:00:00,0.0,0.0,6.4,0.0,44.0,4.4,1000000.0,0.387,4.231,238.036,0.0,596.589,0.0,0.0,0.0,0.687
168,2022-05-08 00:00:00,0.0,0.0,4.8,0.0,47.0,3.3,1000000.0,0.386,4.044,231.329,0.0,596.589,0.0,0.0,0.0,0.684
169,2022-05-08 01:00:00,0.0,0.0,3.9,0.0,51.0,5.4,1000000.0,0.384,4.12,229.06,0.0,596.589,0.0,0.0,0.0,0.686
