,time,ghi,sea,temp,RH,wind,SW_global,ppt,vp_a,press,LW_in,Discharge,alb,SW_direct,SW_diffuse,T_F
482,2020-01-23 18:00:00,0.0,0.0,10.333,33.583,3.683,0.0,0.0,4.2,803.258,210.402,11.0,0.569,0.0,0.0,1.5
483,2020-01-23 19:00:00,0.0,0.0,9.75,34.25,3.683,0.0,0.0,4.15,803.481,203.651,11.0,0.566,0.0,0.0,1.5
484,2020-01-23 20:00:00,0.0,0.0,9.25,36.8,3.35,0.0,0.0,4.25,803.562,202.837,11.0,0.564,0.0,0.0,1.5
485,2020-01-23 21:00:00,0.0,0.0,-1.217,78.533,1.533,0.0,0.0,4.35,803.639,202.163,11.0,0.561,0.0,0.0,0.0
486,2020-01-23 22:00:00,0.0,0.0,-2.9,91.517,1.0,0.0,0.0,4.517,803.342,202.327,11.0,0.558,0.0,0.0,0.0
487,2020-01-23 23:00:00,0.0,0.0,-1.25,84.083,0.5,0.0,0.0,4.7,803.348,201.733,11.0,0.555,0.0,0.0,0.0
488,2020-01-24 00:00:00,0.0,0.0,-0.267,75.5,1.417,0.0,0.0,4.5,803.302,201.225,11.0,0.553,0.0,0.0,0.0
489,2020-01-24 01:00:00,0.0,0.0,0.65,70.0,1.417,0.0,0.0,4.467,802.913,202.346,11.0,0.55,0.0,0.0,1.5
490,2020-01-24 02:00:00,0.0,0.0,0.35,70.533,1.517,0.0,0.0,4.417,802.658,203.971,11.0,0.547,0.0,0.0,1.5
491,2020-01-24 03:00:00,0.0,0.0,0.117,71.5,1.25,0.0,0.0,4.4,802.383,206.27,11.0,0.545,0.0,0.0,1.5
492,2020-01-24 04:00:00,0.0,0.0,-0.067,71.583,2.0,0.0,0.0,4.333,802.114,205.908,11.0,0.542,0.0,0.0,0.0
493,2020-01-24 05:00:00,0.0,0.0,0.3,68.667,1.983,0.0,0.0,4.283,802.046,204.968,11.0,0.54,0.0,0.0,1.5
494,2020-01-24 06:00:00,0.0,0.0,0.467,67.767,1.633,0.0,0.0,4.267,802.212,205.545,11.0,0.537,0.0,0.0,1.5
495,2020-01-24 07:00:00,0.0,0.0,0.85,66.2,1.633,0.0,0.0,4.3,802.278,202.324,11.0,0.534,0.0,0.0,1.5
496,2020-01-24 08:00:00,0.0,0.0,0.45,69.55,0.917,40.598,0.0,4.367,802.273,207.164,11.0,0.532,20.299,20.299,1.5
497,2020-01-24 09:00:00,95.269,0.134,0.6,72.133,0.583,163.147,0.0,4.6,802.218,216.693,11.0,0.529,81.574,81.574,1.5
498,2020-01-24 10:00:00,221.446,0.261,1.4,73.05,0.5,295.888,0.0,4.917,802.025,208.322,11.0,0.527,147.944,147.944,1.5
499,2020-01-24 11:00:00,321.516,0.356,3.3,65.083,0.5,385.604,0.0,5.033,801.485,210.009,11.0,0.525,192.802,192.802,1.5
500,2020-01-24 12:00:00,379.102,0.41,3.917,63.35,0.333,426.149,0.0,5.117,801.254,209.136,11.0,0.522,213.074,213.074,1.5
501,2020-01-24 13:00:00,386.811,0.417,3.717,64.95,0.667,402.097,0.0,5.183,800.593,212.426,5.5,0.52,201.048,201.048,1.5
502,2020-01-24 14:00:00,343.719,0.377,3.8,68.55,0.0,317.687,0.0,5.533,800.358,214.388,5.5,0.517,158.844,158.844,1.5
503,2020-01-24 15:00:00,255.191,0.293,3.25,71.417,0.583,209.114,0.0,5.517,800.091,212.456,5.5,0.515,104.557,104.557,1.5
504,2020-01-24 16:00:00,134.282,0.175,2.25,75.467,0.917,75.974,0.0,5.417,800.115,212.008,5.5,0.513,37.987,37.987,1.5
505,2020-01-24 17:00:00,13.702,0.031,1.65,76.267,1.6,1.492,0.0,5.25,800.004,211.691,5.5,0.51,0.746,0.746,1.5
506,2020-01-24 18:00:00,0.0,0.0,1.217,77.733,1.9,0.0,0.0,5.2,800.286,218.101,5.5,0.508,0.0,0.0,1.5
507,2020-01-24 19:00:00,0.0,0.0,0.867,80.2,1.417,0.0,0.0,5.2,800.185,242.026,5.5,0.506,0.0,0.0,1.5
508,2020-01-24 20:00:00,0.0,0.0,0.8,81.9,1.7,0.0,0.0,5.283,800.398,224.525,5.5,0.504,0.0,0.0,1.5
509,2020-01-24 21:00:00,0.0,0.0,0.833,83.1,1.717,0.0,0.0,5.417,800.181,242.656,5.5,0.501,0.0,0.0,1.5
510,2020-01-24 22:00:00,0.0,0.0,0.983,83.967,1.817,0.0,0.0,5.517,800.106,233.899,5.5,0.499,0.0,0.0,1.5
511,2020-01-24 23:00:00,0.0,0.0,0.75,84.65,1.8,0.0,0.0,5.467,799.769,231.766,5.5,0.497,0.0,0.0,1.5
512,2020-01-25 00:00:00,0.0,0.0,0.183,86.067,1.8,0.0,0.0,5.333,799.461,233.504,5.5,0.495,0.0,0.0,1.5
513,2020-01-25 01:00:00,0.0,0.0,-0.15,87.1,2.0,0.0,0.0,5.267,799.25,232.321,5.5,0.493,0.0,0.0,0.0
514,2020-01-25 02:00:00,0.0,0.0,-0.3,87.433,1.8,0.0,0.0,5.233,799.219,228.563,5.5,0.49,0.0,0.0,0.0
515,2020-01-25 03:00:00,0.0,0.0,-0.367,86.233,1.433,0.0,0.0,5.117,798.653,217.526,5.5,0.488,0.0,0.0,0.0
516,2020-01-25 04:00:00,0.0,0.0,-0.8,85.417,1.717,0.0,0.0,4.917,798.579,208.063,5.5,0.486,0.0,0.0,0.0
517,2020-01-25 05:00:00,0.0,0.0,-0.883,85.0,1.7,0.0,0.0,4.867,798.343,217.036,5.5,0.484,0.0,0.0,0.0
518,2020-01-25 06:00:00,0.0,0.0,-0.967,84.45,2.1,0.0,0.0,4.8,798.589,218.852,5.5,0.482,0.0,0.0,0.0
519,2020-01-25 07:00:00,0.0,0.0,-0.867,83.2,1.617,0.0,0.0,4.8,798.661,221.766,5.5,0.48,0.0,0.0,0.0
520,2020-01-25 08:00:00,0.0,0.0,-0.95,84.567,1.167,32.534,0.0,4.833,799.166,241.191,5.5,0.478,16.267,16.267,0.0
521,2020-01-25 09:00:00,97.944,0.137,-0.117,84.15,1.533,144.713,0.0,5.1,799.314,242.343,5.5,0.476,72.356,72.356,0.0
522,2020-01-25 10:00:00,224.837,0.264,1.633,79.183,0.333,263.568,0.0,5.433,799.458,233.528,5.5,0.474,131.784,131.784,1.5
523,2020-01-25 11:00:00,325.396,0.36,2.717,72.267,0.167,346.799,0.0,5.367,799.279,220.858,5.5,0.472,173.4,173.4,1.5
524,2020-01-25 12:00:00,383.342,0.414,2.817,71.933,0.0,403.252,0.0,5.383,798.739,218.806,5.5,0.47,201.626,201.626,1.5
525,2020-01-25 13:00:00,391.284,0.422,2.933,72.6,0.25,399.676,0.0,5.483,798.262,212.251,5.5,0.468,199.838,199.838,1.5
526,2020-01-25 14:00:00,348.274,0.381,3.283,71.233,0.417,326.713,0.0,5.517,797.954,213.441,5.5,0.466,163.356,163.356,1.5
527,2020-01-25 15:00:00,259.633,0.298,3.217,71.917,0.25,210.309,0.0,5.55,797.69,215.337,5.5,0.464,105.154,105.154,1.5
528,2020-01-25 16:00:00,138.288,0.179,2.433,75.05,1.083,75.218,0.0,5.45,797.759,215.892,5.5,0.462,37.609,37.609,1.5
529,2020-01-25 17:00:00,15.996,0.035,1.4,76.033,1.717,1.828,0.0,5.133,797.648,227.234,5.5,0.461,0.914,0.914,1.5
530,2020-01-25 18:00:00,0.0,0.0,0.85,76.817,1.517,0.0,0.0,4.983,798.054,225.198,5.5,0.459,0.0,0.0,1.5
531,2020-01-25 19:00:00,0.0,0.0,0.633,77.817,1.8,0.0,0.0,5.0,797.879,218.701,5.5,0.457,0.0,0.0,1.5
532,2020-01-25 20:00:00,0.0,0.0,0.8,78.2,0.5,0.0,0.0,5.033,798.028,211.087,5.5,0.455,0.0,0.0,1.5
533,2020-01-25 21:00:00,0.0,0.0,0.483,79.65,1.25,0.0,0.0,5.033,797.869,208.145,5.5,0.453,0.0,0.0,1.5
534,2020-01-25 22:00:00,0.0,0.0,0.317,80.0,1.8,0.0,0.0,5.0,797.821,207.207,5.5,0.451,0.0,0.0,1.5
535,2020-01-25 23:00:00,0.0,0.0,0.2,79.2,1.817,0.0,0.0,4.917,797.785,208.05,5.5,0.45,0.0,0.0,1.5
536,2020-01-26 00:00:00,0.0,0.0,-0.267,80.45,1.267,0.0,0.0,4.833,797.541,209.148,5.5,0.448,0.0,0.0,0.0
537,2020-01-26 01:00:00,0.0,0.0,-0.733,81.7,1.35,0.0,0.0,4.733,797.122,213.033,5.5,0.446,0.0,0.0,0.0
538,2020-01-26 02:00:00,0.0,0.0,-0.683,81.8,1.167,0.0,0.0,4.767,797.173,209.97,5.5,0.444,0.0,0.0,0.0
539,2020-01-26 03:00:00,0.0,0.0,-0.717,80.8,1.617,0.0,0.0,4.7,796.864,219.101,5.5,0.443,0.0,0.0,0.0
540,2020-01-26 04:00:00,0.0,0.0,-0.55,81.917,1.533,0.0,0.0,4.817,796.551,223.393,5.5,0.441,0.0,0.0,0.0
541,2020-01-26 05:00:00,0.0,0.0,0.017,80.9,1.1,0.0,0.0,4.95,796.68,221.406,5.5,0.439,0.0,0.0,1.5
542,2020-01-26 06:00:00,0.0,0.0,0.05,79.9,1.083,0.0,0.0,4.9,796.624,229.573,5.5,0.438,0.0,0.0,1.5
543,2020-01-26 07:00:00,0.0,0.0,0.033,79.9,0.667,0.0,0.0,4.9,796.774,224.096,5.5,0.436,0.0,0.0,1.5
544,2020-01-26 08:00:00,0.0,0.0,0.083,79.9,0.25,36.047,0.0,4.9,796.931,233.219,5.5,0.434,18.024,18.024,1.5
545,2020-01-26 09:00:00,100.735,0.14,0.033,81.3,0.75,134.428,0.0,4.983,797.066,235.579,5.5,0.433,67.214,67.214,1.5
546,2020-01-26 10:00:00,228.347,0.268,1.483,76.383,0.5,257.437,0.0,5.183,797.284,241.518,5.5,0.431,128.718,128.718,1.5
547,2020-01-26 11:00:00,329.39,0.363,2.417,69.917,0.333,368.088,0.0,5.067,796.906,222.46,5.5,0.429,184.044,184.044,1.5
548,2020-01-26 12:00:00,387.687,0.418,2.267,71.183,0.333,429.568,0.0,5.133,796.518,209.351,5.5,0.428,214.784,214.784,1.5
549,2020-01-26 13:00:00,395.851,0.426,3.0,70.233,0.333,385.942,0.0,5.317,796.301,214.261,5.5,0.426,192.971,192.971,1.5
550,2020-01-26 14:00:00,352.914,0.386,3.3,70.15,2.483,305.837,0.0,5.433,796.019,223.469,5.5,0.425,152.918,152.918,1.5
551,2020-01-26 15:00:00,264.15,0.302,1.867,77.183,1.117,175.183,0.0,5.4,795.961,235.088,5.5,0.423,87.592,87.592,1.5
552,2020-01-26 16:00:00,142.364,0.184,1.467,80.117,0.417,64.432,0.0,5.417,795.926,249.041,5.5,0.422,32.216,32.216,1.5
553,2020-01-26 17:00:00,18.422,0.039,1.317,80.7,0.417,1.988,0.0,5.4,796.122,251.174,5.5,0.42,0.994,0.994,1.5
554,2020-01-26 18:00:00,0.0,0.0,1.483,80.0,0.667,0.0,0.0,5.45,796.221,256.202,5.5,0.419,0.0,0.0,1.5
555,2020-01-26 19:00:00,0.0,0.0,1.35,80.683,0.667,0.0,0.0,5.433,796.403,259.157,5.5,0.417,0.0,0.0,1.5
556,2020-01-26 20:00:00,0.0,0.0,0.933,82.1,0.75,0.0,0.0,5.367,796.376,259.607,5.5,0.416,0.0,0.0,1.5
557,2020-01-26 21:00:00,0.0,0.0,0.717,84.233,1.117,0.0,0.0,5.4,796.449,250.478,5.5,0.414,0.0,0.0,1.5
558,2020-01-26 22:00:00,0.0,0.0,0.483,85.783,0.667,0.0,0.0,5.417,796.309,239.244,5.5,0.413,0.0,0.0,1.5
559,2020-01-26 23:00:00,0.0,0.0,0.45,86.0,0.583,0.0,0.0,5.4,796.478,247.926,5.5,0.411,0.0,0.0,1.5
560,2020-01-27 00:00:00,0.0,0.0,0.233,85.317,1.433,0.0,0.0,5.3,796.365,249.266,5.5,0.41,0.0,0.0,1.5
561,2020-01-27 01:00:00,0.0,0.0,-0.333,84.017,1.167,0.0,0.0,5.0,796.019,230.976,5.5,0.409,0.0,0.0,0.0
562,2020-01-27 02:00:00,0.0,0.0,-0.283,82.8,1.083,0.0,0.0,4.95,796.088,213.453,5.5,0.407,0.0,0.0,0.0
563,2020-01-27 03:00:00,0.0,0.0,0.417,79.367,1.717,0.0,0.0,4.983,795.882,218.981,5.5,0.406,0.0,0.0,1.5
564,2020-01-27 04:00:00,0.0,0.0,-0.183,83.6,1.017,0.0,0.0,5.05,795.689,213.919,5.5,0.404,0.0,0.0,0.0
565,2020-01-27 05:00:00,0.0,0.0,-1.45,85.9,0.933,0.0,0.0,4.717,795.732,217.789,5.5,0.403,0.0,0.0,0.0
566,2020-01-27 06:00:00,0.0,0.0,-1.0,85.1,1.083,0.0,0.0,4.833,795.393,221.432,5.5,0.402,0.0,0.0,0.0
567,2020-01-27 07:00:00,0.0,0.0,-0.667,85.0,1.017,0.0,0.0,4.95,795.46,227.477,5.5,0.4,0.0,0.0,0.0
568,2020-01-27 08:00:00,0.002,0.0,0.017,79.2,1.783,35.913,0.0,4.817,795.258,234.377,5.5,0.399,17.956,17.956,1.5
569,2020-01-27 09:00:00,103.64,0.144,4.767,54.95,5.583,143.787,0.0,4.717,795.111,246.275,5.5,0.398,71.894,71.894,1.5
570,2020-01-27 10:00:00,231.972,0.271,6.1,50.35,4.283,249.716,0.0,4.733,794.63,247.177,5.5,0.396,124.858,124.858,1.5
571,2020-01-27 11:00:00,333.495,0.367,5.183,52.133,3.0,339.042,0.0,4.583,794.221,233.938,5.5,0.395,169.521,169.521,1.5
572,2020-01-27 12:00:00,392.135,0.423,7.683,42.067,5.067,354.044,0.0,4.417,793.346,237.761,5.5,0.394,177.022,177.022,1.5
573,2020-01-27 13:00:00,400.511,0.43,7.15,45.383,4.017,347.498,0.0,4.6,792.646,237.694,5.5,0.393,173.749,173.749,1.5
574,2020-01-27 14:00:00,357.634,0.39,5.983,55.467,4.033,230.947,0.0,5.05,792.289,259.705,5.5,0.391,115.474,115.474,1.5
575,2020-01-27 15:00:00,268.739,0.306,5.5,53.567,4.467,103.182,0.0,4.75,792.171,267.107,5.5,0.39,51.591,51.591,1.5
576,2020-01-27 16:00:00,146.509,0.188,6.85,48.233,7.017,45.049,0.0,4.783,791.418,277.044,5.5,0.389,22.524,22.524,1.5
577,2020-01-27 17:00:00,20.975,0.043,6.367,51.1,6.0,1.719,0.0,4.883,791.159,276.421,5.5,0.388,0.86,0.86,1.5
578,2020-01-27 18:00:00,0.0,0.0,5.983,53.567,6.767,0.0,0.0,4.983,790.618,274.771,5.5,0.386,0.0,0.0,1.5
579,2020-01-27 19:00:00,0.0,0.0,5.717,55.433,8.55,0.0,0.0,5.1,790.246,281.506,5.5,0.385,0.0,0.0,1.5
580,2020-01-27 20:00:00,0.0,0.0,5.067,60.583,9.167,0.0,0.0,5.317,789.888,275.57,5.5,0.384,0.0,0.0,1.5
581,2020-01-27 21:00:00,0.0,0.0,4.05,67.617,7.7,0.0,0.0,5.5,789.624,281.95,5.5,0.383,0.0,0.0,1.5
582,2020-01-27 22:00:00,0.0,0.0,4.15,64.817,7.117,0.0,0.0,5.317,789.078,286.925,5.5,0.382,0.0,0.0,1.5
583,2020-01-27 23:00:00,0.0,0.0,4.9,58.483,6.833,0.0,0.0,5.067,788.689,287.122,5.5,0.381,0.0,0.0,1.5
584,2020-01-28 00:00:00,0.0,0.0,4.917,60.4,5.317,0.0,0.0,5.233,787.887,279.98,5.5,0.379,0.0,0.0,1.5
585,2020-01-28 01:00:00,0.0,0.0,5.183,60.8,5.033,0.0,0.0,5.367,787.288,271.148,5.5,0.378,0.0,0.0,1.5
586,2020-01-28 02:00:00,0.0,0.0,2.633,80.3,2.133,0.0,0.0,5.9,787.046,279.489,5.5,0.377,0.0,0.0,1.5
587,2020-01-28 03:00:00,0.0,0.0,2.567,79.867,3.45,0.0,0.0,5.833,786.561,280.389,5.5,0.376,0.0,0.0,1.5
588,2020-01-28 04:00:00,0.0,0.0,4.833,67.283,6.25,0.0,0.0,5.8,785.753,284.573,5.5,0.375,0.0,0.0,1.5
589,2020-01-28 05:00:00,0.0,0.0,4.983,67.233,4.633,0.0,0.0,5.833,785.259,278.968,5.5,0.374,0.0,0.0,1.5
590,2020-01-28 06:00:00,0.0,0.0,3.35,75.183,1.45,0.0,0.0,5.817,784.747,269.641,5.5,0.373,0.0,0.0,1.5
591,2020-01-28 07:00:00,0.0,0.0,4.133,70.217,3.667,0.0,0.0,5.733,784.884,257.799,5.5,0.372,0.0,0.0,1.5
592,2020-01-28 08:00:00,0.116,0.0,4.85,66.2,5.833,26.894,0.0,5.717,784.826,260.531,5.5,0.371,13.447,13.447,1.5
593,2020-01-28 09:00:00,106.661,0.147,5.083,63.367,5.15,108.562,0.0,5.55,784.704,258.503,5.5,0.369,54.281,54.281,1.5
594,2020-01-28 10:00:00,235.713,0.275,0.433,89.367,7.183,150.633,1.4,5.617,785.193,263.179,5.5,0.85,75.316,75.316,1.5
595,2020-01-28 11:00:00,337.71,0.371,-0.483,94.883,3.0,178.509,2.2,5.6,785.623,268.583,5.5,0.85,89.254,89.254,0.0
596,2020-01-28 12:00:00,396.684,0.427,-0.15,95.117,0.167,164.021,2.4,5.75,785.229,272.263,5.5,0.85,82.01,82.01,0.0
597,2020-01-28 13:00:00,405.261,0.435,-0.3,95.817,1.967,159.708,2.0,5.717,785.031,275.65,5.5,0.85,79.854,79.854,0.0
598,2020-01-28 14:00:00,362.434,0.395,-0.6,95.0,2.1,128.503,0.6,5.55,784.961,274.594,5.5,0.85,64.251,64.251,0.0
599,2020-01-28 15:00:00,273.398,0.311,-0.5,92.117,1.45,93.605,0.4,5.433,784.968,272.407,5.5,0.85,46.802,46.802,0.0
600,2020-01-28 16:00:00,150.719,0.192,-0.267,85.867,1.7,38.969,0.2,5.15,784.742,267.162,5.5,0.85,19.484,19.484,0.0
601,2020-01-28 17:00:00,23.648,0.047,0.533,76.45,2.083,1.085,0.0,4.833,785.319,281.136,5.5,0.848,0.542,0.542,1.5
602,2020-01-28 18:00:00,0.0,0.0,0.667,72.867,2.667,0.0,0.0,4.65,785.822,271.965,5.5,0.843,0.0,0.0,1.5
603,2020-01-28 19:00:00,0.0,0.0,0.45,76.183,3.183,0.0,0.0,4.817,786.354,278.405,5.5,0.838,0.0,0.0,1.5
604,2020-01-28 20:00:00,0.0,0.0,0.283,77.583,3.85,0.0,0.0,4.85,786.436,247.039,5.5,0.833,0.0,0.0,1.5
605,2020-01-28 21:00:00,0.0,0.0,-0.35,85.017,2.733,0.0,0.2,5.067,786.356,250.058,5.5,0.85,0.0,0.0,0.0
606,2020-01-28 22:00:00,0.0,0.0,-1.0,91.65,0.667,0.0,2.2,5.217,786.244,261.822,5.5,0.85,0.0,0.0,0.0
607,2020-01-28 23:00:00,0.0,0.0,-1.183,93.717,1.0,0.0,1.2,5.25,785.946,263.852,5.5,0.85,0.0,0.0,0.0
608,2020-01-29 00:00:00,0.0,0.0,-1.167,94.533,0.833,0.0,1.0,5.3,785.73,263.375,5.5,0.85,0.0,0.0,0.0
609,2020-01-29 01:00:00,0.0,0.0,-0.95,95.117,0.667,0.0,0.6,5.433,785.904,265.913,5.5,0.85,0.0,0.0,0.0
610,2020-01-29 02:00:00,0.0,0.0,-0.5,96.05,0.833,0.0,0.8,5.65,786.418,273.364,5.5,0.85,0.0,0.0,0.0
611,2020-01-29 03:00:00,0.0,0.0,-0.05,95.933,1.883,0.0,0.4,5.833,786.753,274.203,5.5,0.85,0.0,0.0,0.0
612,2020-01-29 04:00:00,0.0,0.0,0.117,95.117,1.7,0.0,0.4,5.85,787.222,276.874,5.5,0.85,0.0,0.0,1.5
613,2020-01-29 05:00:00,0.0,0.0,-0.217,95.0,2.0,0.0,2.6,5.717,787.502,273.699,5.5,0.85,0.0,0.0,0.0
614,2020-01-29 06:00:00,0.0,0.0,-0.3,96.283,0.0,0.0,1.0,5.783,787.968,275.604,5.5,0.85,0.0,0.0,0.0
615,2020-01-29 07:00:00,0.0,0.0,-0.267,96.167,0.0,0.0,0.4,5.8,788.592,276.109,5.5,0.85,0.0,0.0,0.0
616,2020-01-29 08:00:00,0.465,0.0,-0.233,95.933,0.0,20.498,0.6,5.8,789.013,273.562,5.5,0.85,10.249,10.249,0.0
617,2020-01-29 09:00:00,109.797,0.15,-0.3,96.4,0.0,74.31,0.8,5.8,789.442,268.672,5.5,0.85,37.155,37.155,0.0
618,2020-01-29 10:00:00,239.568,0.279,-0.267,96.167,0.0,115.194,1.0,5.8,790.42,272.289,5.5,0.85,57.597,57.597,0.0
619,2020-01-29 11:00:00,342.033,0.376,-0.2,96.283,0.0,139.257,0.8,5.8,790.695,276.212,5.5,0.85,69.628,69.628,0.0
620,2020-01-29 12:00:00,401.332,0.431,-0.1,95.933,0.0,147.036,0.6,5.8,790.534,277.687,5.5,0.85,73.518,73.518,0.0
621,2020-01-29 13:00:00,410.098,0.44,0.133,95.933,1.017,150.307,0.2,5.9,790.712,278.255,5.5,0.85,75.154,75.154,1.5
622,2020-01-29 14:00:00,367.31,0.399,0.25,96.867,1.267,123.274,0.2,6.033,791.179,278.88,5.5,0.85,61.637,61.637,1.5
623,2020-01-29 15:00:00,278.123,0.315,0.317,96.283,1.1,82.086,0.0,6.0,791.632,280.931,5.5,0.848,41.043,41.043,1.5
624,2020-01-29 16:00:00,154.993,0.196,0.4,95.933,1.633,40.794,0.0,6.033,792.121,280.101,5.5,0.843,20.397,20.397,1.5
625,2020-01-29 17:00:00,26.435,0.052,0.583,94.917,2.567,1.677,0.0,6.067,793.119,281.348,5.5,0.838,0.838,0.838,1.5
626,2020-01-29 18:00:00,0.0,0.0,0.417,95.0,1.267,0.0,0.0,6.0,793.545,275.579,5.5,0.833,0.0,0.0,1.5
627,2020-01-29 19:00:00,0.0,0.0,0.367,95.233,1.2,0.0,0.0,5.983,794.086,261.445,5.5,0.828,0.0,0.0,1.5
628,2020-01-29 20:00:00,0.0,0.0,0.3,96.283,0.75,0.0,0.0,6.0,794.581,263.893,5.5,0.823,0.0,0.0,1.5
629,2020-01-29 21:00:00,0.0,0.0,0.167,95.933,0.5,0.0,0.0,5.933,795.021,276.893,5.5,0.817,0.0,0.0,1.5
630,2020-01-29 22:00:00,0.0,0.0,-0.35,96.167,0.667,0.0,0.0,5.733,795.695,268.897,5.5,0.812,0.0,0.0,0.0
631,2020-01-29 23:00:00,0.0,0.0,-1.3,95.467,1.25,0.0,0.0,5.317,796.038,273.176,5.5,0.808,0.0,0.0,0.0
632,2020-01-30 00:00:00,0.0,0.0,-2.3,94.9,1.35,0.0,0.0,4.9,796.04,263.086,5.5,0.803,0.0,0.0,0.0
633,2020-01-30 01:00:00,0.0,0.0,-2.9,95.017,1.45,0.0,0.0,4.683,795.884,246.578,5.5,0.798,0.0,0.0,0.0
634,2020-01-30 02:00:00,0.0,0.0,-3.3,95.017,1.7,0.0,0.0,4.55,796.21,207.571,5.5,0.793,0.0,0.0,0.0
635,2020-01-30 03:00:00,0.0,0.0,-3.6,95.25,2.0,0.0,0.0,4.45,795.826,214.628,5.5,0.788,0.0,0.0,0.0
636,2020-01-30 04:00:00,0.0,0.0,-3.667,94.9,1.6,0.0,0.0,4.4,795.727,211.255,5.5,0.783,0.0,0.0,0.0
637,2020-01-30 05:00:00,0.0,0.0,-3.4,95.017,1.633,0.0,0.0,4.5,795.647,215.324,5.5,0.779,0.0,0.0,0.0
638,2020-01-30 06:00:00,0.0,0.0,-3.233,95.133,1.25,0.0,0.0,4.567,795.803,210.155,5.5,0.774,0.0,0.0,0.0
639,2020-01-30 07:00:00,0.0,0.0,-3.683,94.317,1.433,0.0,0.0,4.4,795.992,195.87,5.5,0.769,0.0,0.0,0.0
640,2020-01-30 08:00:00,1.046,0.001,-3.317,94.9,1.333,56.636,0.0,4.533,796.133,194.02,5.5,0.765,28.318,28.318,0.0
641,2020-01-30 09:00:00,113.047,0.154,-2.117,95.533,1.25,200.284,0.0,5.017,796.322,199.604,5.5,0.76,100.142,100.142,0.0
642,2020-01-30 10:00:00,243.535,0.283,-0.1,96.05,0.5,323.364,0.0,5.85,796.49,201.904,5.5,0.756,161.682,161.682,0.0
643,2020-01-30 11:00:00,346.461,0.38,1.933,93.217,0.583,409.741,0.0,6.533,796.168,206.692,5.5,0.751,204.87,204.87,1.5
644,2020-01-30 12:00:00,406.075,0.436,1.467,88.2,0.75,435.982,0.0,5.983,795.843,211.064,5.5,0.747,217.991,217.991,1.5
645,2020-01-30 13:00:00,415.02,0.444,0.883,90.45,1.283,398.233,0.0,5.883,795.304,222.507,5.5,0.743,199.116,199.116,1.5
646,2020-01-30 14:00:00,372.26,0.404,0.783,92.1,1.7,344.809,0.0,5.95,795.15,219.331,5.5,0.738,172.404,172.404,1.5
647,2020-01-30 15:00:00,282.913,0.32,0.867,92.1,1.517,201.39,0.0,6.0,794.978,244.464,5.5,0.734,100.695,100.695,1.5
648,2020-01-30 16:00:00,159.328,0.201,1.333,91.25,1.083,68.919,0.0,6.15,794.967,264.757,5.5,0.73,34.46,34.46,1.5
649,2020-01-30 17:00:00,29.331,0.056,1.35,91.25,1.717,3.922,0.0,6.15,795.022,272.182,5.5,0.725,1.961,1.961,1.5
650,2020-01-30 18:00:00,0.0,0.0,3.15,83.817,4.533,0.0,0.0,6.417,795.351,261.646,5.5,0.721,0.0,0.0,1.5
651,2020-01-30 19:00:00,0.0,0.0,3.55,84.617,1.7,0.0,0.0,6.667,795.661,271.731,5.5,0.717,0.0,0.0,1.5
652,2020-01-30 20:00:00,0.0,0.0,2.217,91.517,1.433,0.0,0.0,6.567,795.732,287.853,5.5,0.713,0.0,0.0,1.5
653,2020-01-30 21:00:00,0.0,0.0,1.983,93.2,0.917,0.0,0.4,6.583,795.944,291.366,5.5,0.709,0.0,0.0,1.5
654,2020-01-30 22:00:00,0.0,0.0,1.783,94.867,1.333,0.0,0.4,6.583,796.064,304.271,5.5,0.705,0.0,0.0,1.5
655,2020-01-30 23:00:00,0.0,0.0,2.117,95.8,1.433,0.0,0.2,6.833,796.224,306.859,5.5,0.701,0.0,0.0,1.5
656,2020-01-31 00:00:00,0.0,0.0,2.083,95.8,1.167,0.0,0.0,6.8,796.298,300.955,5.5,0.697,0.0,0.0,1.5
657,2020-01-31 01:00:00,0.0,0.0,2.183,95.8,1.25,0.0,0.0,6.883,796.345,307.541,5.5,0.693,0.0,0.0,1.5
658,2020-01-31 02:00:00,0.0,0.0,2.333,97.2,1.617,0.0,0.0,7.05,796.676,308.747,5.5,0.689,0.0,0.0,1.5
659,2020-01-31 03:00:00,0.0,0.0,2.617,96.733,1.433,0.0,0.0,7.15,796.467,307.142,5.5,0.685,0.0,0.0,1.5
660,2020-01-31 04:00:00,0.0,0.0,2.483,96.967,1.183,0.0,0.0,7.117,796.506,310.924,5.5,0.681,0.0,0.0,1.5
661,2020-01-31 05:00:00,0.0,0.0,2.467,97.2,1.433,0.0,0.0,7.1,796.719,311.598,5.5,0.677,0.0,0.0,1.5
662,2020-01-31 06:00:00,0.0,0.0,2.65,96.85,1.617,0.0,0.0,7.167,797.001,314.261,5.5,0.674,0.0,0.0,1.5
663,2020-01-31 07:00:00,0.0,0.0,2.767,97.2,1.417,0.008,0.0,7.25,797.598,312.021,5.5,0.67,0.004,0.004,1.5
664,2020-01-31 08:00:00,1.845,0.005,3.267,96.85,1.533,22.037,0.0,7.5,798.062,313.949,5.5,0.666,11.018,11.018,1.5
665,2020-01-31 09:00:00,116.411,0.157,3.983,96.85,1.333,91.135,0.0,7.85,798.291,313.416,5.5,0.663,45.568,45.568,1.5
666,2020-01-31 10:00:00,247.612,0.287,4.967,96.783,1.083,159.397,0.0,8.417,798.852,317.529,5.5,0.659,79.698,79.698,1.5
