time,iceV
2021-01-18 00:00:00,107.95742406503831
2021-01-18 01:00:00,107.93994957392016
2021-01-18 02:00:00,107.9258665563635
2021-01-18 03:00:00,107.9158585442919
2021-01-18 04:00:00,107.89776930628555
2021-01-18 05:00:00,107.87908649841067
2021-01-18 06:00:00,107.86697073983291
2021-01-18 07:00:00,107.86303769461593
2021-01-18 08:00:00,107.86023224931326
2021-01-18 09:00:00,107.84417141521511
2021-01-18 10:00:00,107.82285552747689
2021-01-18 11:00:00,107.79854244556672
2021-01-18 12:00:00,107.77084269399838
2021-01-18 13:00:00,107.74245336554135
2021-01-18 14:00:00,107.7054621815866
2021-01-18 15:00:00,107.67589119114267
2021-01-18 16:00:00,107.64241182205653
2021-01-18 17:00:00,108.36435724390165
2021-01-18 18:00:00,109.11635791819533
2021-01-18 19:00:00,109.71869574623655
2021-01-18 20:00:00,110.53582668179926
2021-01-18 21:00:00,111.47152451993638
2021-01-18 22:00:00,112.5360179204595
2021-01-18 23:00:00,113.6155847696104
2021-01-19 00:00:00,114.71903325507463
2021-01-19 01:00:00,115.84449440176031
2021-01-19 02:00:00,116.9292397510283
2021-01-19 03:00:00,117.95927121396504
2021-01-19 04:00:00,118.89120450619
2021-01-19 05:00:00,119.88066851674193
2021-01-19 06:00:00,120.91790570755192
2021-01-19 07:00:00,121.99485060238486
2021-01-19 08:00:00,123.12438310759683
2021-01-19 09:00:00,123.92660232166862
2021-01-19 10:00:00,124.40267369177315
2021-01-19 11:00:00,124.69861156290965
2021-01-19 12:00:00,124.66524443679327
2021-01-19 13:00:00,124.96681693962032
2021-01-19 14:00:00,124.9502154931569
2021-01-19 15:00:00,124.94350021250848
2021-01-19 16:00:00,124.94296291944204
2021-01-19 17:00:00,125.82261035094967
2021-01-19 18:00:00,126.65538337913836
2021-01-19 19:00:00,127.53772073147955
2021-01-19 20:00:00,128.45034004267757
2021-01-19 21:00:00,129.4084452914386
2021-01-19 22:00:00,130.36042450579652
2021-01-19 23:00:00,131.33519185748168
2021-01-20 00:00:00,132.3694669077468
2021-01-20 01:00:00,133.4133875795049
2021-01-20 02:00:00,134.46383653185916
2021-01-20 03:00:00,135.49985917302814
2021-01-20 04:00:00,136.55390271992587
2021-01-20 05:00:00,137.61429802533343
2021-01-20 06:00:00,138.69988804208742
2021-01-20 07:00:00,139.78348962901168
2021-01-20 08:00:00,140.74038441429676
2021-01-20 09:00:00,141.3576007233111
2021-01-20 10:00:00,141.8766557281689
2021-01-20 11:00:00,142.20218828741494
2021-01-20 12:00:00,142.50101998078983
2021-01-20 13:00:00,142.8154909797412
2021-01-20 14:00:00,143.26606668966926
2021-01-20 15:00:00,143.87972315488162
2021-01-20 16:00:00,144.58277760530495
2021-01-20 17:00:00,145.44186456422918
2021-01-20 18:00:00,146.3834146574663
