,When,T_a,RH
0,2020-12-06 15:00:00,-3.2800000000000002,43.638749999999995
1,2020-12-06 16:00:00,-3.285333333333333,45.467
2,2020-12-06 17:00:00,-4.236666666666666,50.55433333333333
3,2020-12-06 18:00:00,-4.810666666666667,45.911333333333324
4,2020-12-06 19:00:00,-5.4173333333333344,44.85766666666667
5,2020-12-06 20:00:00,-5.961999999999998,45.77766666666666
6,2020-12-06 21:00:00,-5.820666666666667,46.589333333333336
7,2020-12-06 22:00:00,-5.426666666666666,47.44666666666669
8,2020-12-06 23:00:00,-5.583666666666667,50.668
9,2020-12-07 00:00:00,-5.951333333333333,52.14900000000001
10,2020-12-07 01:00:00,-5.890333333333334,50.19200000000001
11,2020-12-07 02:00:00,-6.216,53.43033333333332
12,2020-12-07 03:00:00,-6.466666666666667,54.171666666666646
13,2020-12-07 04:00:00,-6.411,54.11933333333333
14,2020-12-07 05:00:00,-6.462999999999998,55.08099999999999
15,2020-12-07 06:00:00,-6.442333333333335,55.27533333333336
16,2020-12-07 07:00:00,-6.608000000000001,56.07466666666669
17,2020-12-07 08:00:00,-6.274333333333334,55.123000000000005
18,2020-12-07 09:00:00,-5.828333333333334,54.88033333333332
19,2020-12-07 10:00:00,-5.662,61.83966666666667
20,2020-12-07 11:00:00,-4.678333333333333,60.130333333333326
21,2020-12-07 12:00:00,-3.1023333333333336,53.94266666666667
22,2020-12-07 13:00:00,-1.9773333333333334,48.67700000000001
23,2020-12-07 14:00:00,-1.3656666666666666,44.919666666666664
24,2020-12-07 15:00:00,-0.6746666666666667,42.62500000000001
25,2020-12-07 16:00:00,-1.6853333333333331,43.570333333333345
26,2020-12-07 17:00:00,-2.109666666666667,44.64266666666666
27,2020-12-07 18:00:00,-2.501,46.75566666666667
28,2020-12-07 19:00:00,-2.621,47.30466666666666
29,2020-12-07 20:00:00,-3.4090000000000003,61.73166666666666
30,2020-12-07 21:00:00,-4.065666666666667,67.21533333333335
31,2020-12-07 22:00:00,-3.361666666666667,60.450333333333326
32,2020-12-07 23:00:00,-3.4843333333333333,61.324666666666666
33,2020-12-08 00:00:00,-3.8116666666666674,61.98466666666668
34,2020-12-08 01:00:00,-3.8543333333333316,61.859333333333325
35,2020-12-08 02:00:00,-4.018000000000001,62.62166666666668
36,2020-12-08 03:00:00,-4.435666666666666,62.87000000000001
37,2020-12-08 04:00:00,-4.560666666666666,65.475
38,2020-12-08 05:00:00,-4.913666666666667,68.45500000000001
39,2020-12-08 06:00:00,-5.310333333333333,68.52900000000001
40,2020-12-08 07:00:00,-5.367333333333334,68.12366666666665
41,2020-12-08 08:00:00,-4.705666666666667,65.17666666666669
42,2020-12-08 09:00:00,-3.332333333333334,60.57699999999999
43,2020-12-08 10:00:00,-2.2696666666666667,57.11333333333334
44,2020-12-08 11:00:00,-1.4913333333333334,53.399333333333324
45,2020-12-08 12:00:00,-0.4240000000000003,47.521666666666675
46,2020-12-08 13:00:00,0.5319999999999999,42.44166666666667
47,2020-12-08 14:00:00,0.7583333333333332,39.882666666666665
48,2020-12-08 15:00:00,1.1230000000000004,38.12266666666666
49,2020-12-08 16:00:00,0.2496666666666667,43.68100000000001
50,2020-12-08 17:00:00,-0.39500000000000013,46.04566666666666
51,2020-12-08 18:00:00,-0.6883333333333332,47.19500000000001
52,2020-12-08 19:00:00,-1.0776666666666666,50.20133333333334
53,2020-12-08 20:00:00,-1.7230000000000003,55.59366666666666
54,2020-12-08 21:00:00,-2.465333333333333,61.770666666666656
55,2020-12-08 22:00:00,-3.177333333333334,70.24633333333334
56,2020-12-08 23:00:00,-3.629333333333333,75.20466666666668
57,2020-12-09 00:00:00,-3.945666666666666,77.62166666666667
58,2020-12-09 01:00:00,-4.1226666666666665,79.12366666666667
59,2020-12-09 02:00:00,-4.658666666666667,85.02633333333334
60,2020-12-09 03:00:00,-5.128,89.58499999999998
61,2020-12-09 04:00:00,-5.211666666666667,89.76733333333337
62,2020-12-09 05:00:00,-5.518333333333335,91.70833333333331
63,2020-12-09 06:00:00,-5.660666666666668,91.13333333333331
64,2020-12-09 07:00:00,-5.663,89.845
65,2020-12-09 08:00:00,-5.600333333333334,89.98566666666666
66,2020-12-09 09:00:00,-5.374999999999999,89.61433333333333
67,2020-12-09 10:00:00,-5.244000000000001,87.51233333333333
68,2020-12-09 11:00:00,-4.696666666666667,81.21466666666667
69,2020-12-09 12:00:00,-4.276333333333332,80.68233333333335
70,2020-12-09 13:00:00,-3.351999999999999,75.58233333333332
71,2020-12-09 14:00:00,-3.0529999999999986,69.89266666666667
72,2020-12-09 15:00:00,-3.3383333333333334,67.63600000000001
73,2020-12-09 16:00:00,-3.5493333333333337,65.58933333333333
74,2020-12-09 17:00:00,-3.820666666666667,63.68333333333333
75,2020-12-09 18:00:00,-4.323666666666666,70.15899999999998
76,2020-12-09 19:00:00,-5.043666666666667,74.15466666666667
77,2020-12-09 20:00:00,-5.7603333333333335,80.41766666666666
78,2020-12-09 21:00:00,-6.121666666666666,83.48900000000002
79,2020-12-09 22:00:00,-6.319666666666666,85.99166666666666
80,2020-12-09 23:00:00,-6.5183333333333335,88.56099999999999
81,2020-12-10 00:00:00,-6.883333333333334,86.79300000000002
82,2020-12-10 01:00:00,-7.763999999999999,84.87033333333335
83,2020-12-10 02:00:00,-8.052000000000001,81.95166666666665
84,2020-12-10 03:00:00,-7.452000000000002,81.12766666666667
85,2020-12-10 04:00:00,-7.316666666666667,84.59333333333333
86,2020-12-10 05:00:00,-8.822000000000001,80.63933333333333
87,2020-12-10 06:00:00,-9.334333333333332,76.789
88,2020-12-10 07:00:00,-8.893,77.211
89,2020-12-10 08:00:00,-7.864333333333331,79.04233333333333
90,2020-12-10 09:00:00,-6.623333333333334,77.20866666666666
91,2020-12-10 10:00:00,-5.586666666666668,79.14933333333335
92,2020-12-10 11:00:00,-6.317666666666668,83.42266666666669
93,2020-12-10 12:00:00,-5.686666666666666,79.86133333333333
94,2020-12-10 13:00:00,-5.199333333333333,77.17766666666668
95,2020-12-10 14:00:00,-4.788333333333333,74.97300000000001
96,2020-12-10 15:00:00,-5.053000000000001,72.824
97,2020-12-10 16:00:00,-5.739000000000001,71.13366666666666
98,2020-12-10 17:00:00,-6.259666666666666,68.44733333333332
99,2020-12-10 18:00:00,-7.074666666666668,60.526666666666664
100,2020-12-10 19:00:00,-7.944666666666666,62.0
101,2020-12-10 20:00:00,-8.051333333333334,57.92966666666666
102,2020-12-10 21:00:00,-8.412333333333333,61.35666666666666
