,When,T_a,RH
103,2020-12-10 22:00:00,-8.411,58.71566666666666
104,2020-12-10 23:00:00,-8.169999999999998,53.272999999999996
105,2020-12-11 00:00:00,-8.362333333333336,51.81966666666668
106,2020-12-11 01:00:00,-9.441,57.72933333333333
107,2020-12-11 02:00:00,-9.736999999999998,52.88733333333334
108,2020-12-11 03:00:00,-9.696,52.34966666666666
109,2020-12-11 04:00:00,-10.249666666666666,56.99366666666667
110,2020-12-11 05:00:00,-10.810333333333336,60.53966666666666
111,2020-12-11 06:00:00,-11.095000000000002,61.72733333333334
112,2020-12-11 07:00:00,-11.022,62.279666666666685
113,2020-12-11 08:00:00,-9.534,52.99099999999999
114,2020-12-11 09:00:00,-7.854666666666668,52.98299999999999
115,2020-12-11 10:00:00,-6.203,59.190000000000005
116,2020-12-11 11:00:00,-4.771666666666667,58.53166666666666
117,2020-12-11 12:00:00,-3.941,55.69566666666666
118,2020-12-11 13:00:00,-3.317000000000001,50.99366666666667
119,2020-12-11 14:00:00,-3.5846666666666662,50.75533333333333
120,2020-12-11 15:00:00,-3.3989999999999996,48.25833333333335
121,2020-12-11 16:00:00,-4.360333333333333,49.60699999999999
122,2020-12-11 17:00:00,-5.283666666666665,48.587
123,2020-12-11 18:00:00,-5.555000000000001,50.96866666666666
124,2020-12-11 19:00:00,-5.678999999999999,50.179
125,2020-12-11 20:00:00,-6.0506666666666655,57.71566666666666
126,2020-12-11 21:00:00,-6.696999999999998,55.66533333333333
127,2020-12-11 22:00:00,-6.785,49.899
128,2020-12-11 23:00:00,-6.825333333333333,51.585
129,2020-12-12 00:00:00,-6.821333333333333,50.83699999999999
130,2020-12-12 01:00:00,-7.010666666666668,50.06633333333333
131,2020-12-12 02:00:00,-6.754000000000001,49.448333333333345
132,2020-12-12 03:00:00,-6.117333333333334,46.99433333333333
133,2020-12-12 04:00:00,-6.418333333333331,48.67399999999999
134,2020-12-12 05:00:00,-6.316333333333334,49.13966666666666
135,2020-12-12 06:00:00,-6.411666666666666,49.55633333333334
136,2020-12-12 07:00:00,-6.375,53.05966666666668
137,2020-12-12 08:00:00,-6.440333333333332,57.18366666666667
138,2020-12-12 09:00:00,-7.241666666666666,71.3163333333333
139,2020-12-12 10:00:00,-6.809666666666667,75.08933333333334
140,2020-12-12 11:00:00,-5.612666666666667,69.41900000000001
141,2020-12-12 12:00:00,-4.537000000000001,48.57533333333335
142,2020-12-12 13:00:00,-4.487999999999999,37.058666666666674
143,2020-12-12 14:00:00,-4.456999999999999,32.99766666666667
144,2020-12-12 15:00:00,-4.676000000000001,31.676000000000002
145,2020-12-12 16:00:00,-5.679333333333335,30.74266666666667
146,2020-12-12 17:00:00,-6.354,36.57933333333334
147,2020-12-12 18:00:00,-7.448666666666666,48.72033333333333
148,2020-12-12 19:00:00,-9.068333333333333,49.754999999999995
149,2020-12-12 20:00:00,-9.485666666666665,49.08866666666666
150,2020-12-12 21:00:00,-9.464,50.31233333333333
151,2020-12-12 22:00:00,-9.509333333333332,49.41866666666667
152,2020-12-12 23:00:00,-10.160000000000002,48.339000000000006
153,2020-12-13 00:00:00,-10.780999999999999,48.81533333333333
154,2020-12-13 01:00:00,-10.87133333333333,49.38433333333332
155,2020-12-13 02:00:00,-11.013,46.327
156,2020-12-13 03:00:00,-11.339666666666666,45.57533333333332
157,2020-12-13 04:00:00,-12.070666666666664,46.63433333333334
158,2020-12-13 05:00:00,-12.656333333333334,47.884
159,2020-12-13 06:00:00,-12.98633333333333,48.68899999999999
160,2020-12-13 07:00:00,-13.333666666666666,50.706333333333326
161,2020-12-13 08:00:00,-13.331999999999999,51.910666666666664
162,2020-12-13 09:00:00,-12.42666666666667,49.364333333333335
163,2020-12-13 10:00:00,-9.592999999999996,48.842999999999996
164,2020-12-13 11:00:00,-8.399,49.53200000000002
165,2020-12-13 12:00:00,-7.175333333333332,47.632999999999996
166,2020-12-13 13:00:00,-5.945333333333333,41.727333333333334
167,2020-12-13 14:00:00,-5.6356666666666655,36.28566666666668
168,2020-12-13 15:00:00,-5.609000000000003,30.985333333333323
169,2020-12-13 16:00:00,-6.363333333333331,31.905333333333328
170,2020-12-13 17:00:00,-7.534,35.94966666666666
171,2020-12-13 18:00:00,-9.432999999999996,39.58
172,2020-12-13 19:00:00,-9.99066666666667,37.35666666666666
173,2020-12-13 20:00:00,-10.337999999999997,38.17466666666666
174,2020-12-13 21:00:00,-10.51666666666667,40.861666666666665
175,2020-12-13 22:00:00,-10.838,42.41899999999999
176,2020-12-13 23:00:00,-11.177333333333335,39.151
177,2020-12-14 00:00:00,-11.452666666666667,35.95366666666667
178,2020-12-14 01:00:00,-11.715333333333335,35.48
179,2020-12-14 02:00:00,-11.907666666666668,34.86233333333334
180,2020-12-14 03:00:00,-11.94233333333333,33.29033333333333
181,2020-12-14 04:00:00,-11.882000000000001,32.01866666666666
182,2020-12-14 05:00:00,-11.796333333333335,30.16433333333333
183,2020-12-14 06:00:00,-11.927000000000003,29.752999999999993
184,2020-12-14 07:00:00,-12.015999999999998,28.999000000000006
185,2020-12-14 08:00:00,-11.659,29.28966666666667
186,2020-12-14 09:00:00,-10.785333333333336,30.10833333333333
187,2020-12-14 10:00:00,-7.481333333333334,27.019333333333336
188,2020-12-14 11:00:00,-6.548000000000001,27.334
189,2020-12-14 12:00:00,-5.498666666666667,27.41533333333333
190,2020-12-14 13:00:00,-4.863333333333334,24.057333333333325
191,2020-12-14 14:00:00,-4.6436666666666655,21.622000000000003
192,2020-12-14 15:00:00,-4.501999999999999,19.244333333333337
193,2020-12-14 16:00:00,-5.0233333333333325,20.801666666666673
194,2020-12-14 17:00:00,-6.341666666666668,24.409000000000002
195,2020-12-14 18:00:00,-7.297666666666669,28.839000000000002
196,2020-12-14 19:00:00,-7.536,30.212666666666667
197,2020-12-14 20:00:00,-7.798333333333334,28.452666666666655
198,2020-12-14 21:00:00,-7.628666666666666,24.955666666666662
199,2020-12-14 22:00:00,-7.855333333333332,24.46766666666667
200,2020-12-14 23:00:00,-8.257000000000001,24.690999999999995
201,2020-12-15 00:00:00,-8.373,25.124
202,2020-12-15 01:00:00,-8.410333333333334,25.877666666666673
203,2020-12-15 02:00:00,-8.563333333333333,26.29966666666667
204,2020-12-15 03:00:00,-8.671999999999999,27.308333333333334
205,2020-12-15 04:00:00,-9.028333333333334,28.563333333333333
206,2020-12-15 05:00:00,-9.211666666666666,29.55233333333333
207,2020-12-15 06:00:00,-9.390999999999998,31.32133333333334
208,2020-12-15 07:00:00,-9.30266666666667,32.02266666666667
209,2020-12-15 08:00:00,-8.82,31.038
210,2020-12-15 09:00:00,-7.818999999999999,29.84766666666666
211,2020-12-15 10:00:00,-7.006,28.907666666666668
212,2020-12-15 11:00:00,-6.5233333333333325,28.38566666666667
213,2020-12-15 12:00:00,-5.801333333333334,27.96466666666667
214,2020-12-15 13:00:00,-5.920666666666668,28.552666666666664
215,2020-12-15 14:00:00,-6.221000000000002,29.872000000000003
216,2020-12-15 15:00:00,-6.367333333333331,29.841666666666665
217,2020-12-15 16:00:00,-6.6290000000000004,29.62366666666667
218,2020-12-15 17:00:00,-7.0360000000000005,32.577000000000005
219,2020-12-15 18:00:00,-7.536999999999998,35.068
220,2020-12-15 19:00:00,-7.824666666666665,33.215333333333334
221,2020-12-15 20:00:00,-7.922666666666667,29.590333333333334
222,2020-12-15 21:00:00,-8.1,28.489999999999995
223,2020-12-15 22:00:00,-8.331666666666669,27.354666666666674
224,2020-12-15 23:00:00,-8.72233333333333,27.548666666666666
225,2020-12-16 00:00:00,-8.956666666666667,28.55366666666667
226,2020-12-16 01:00:00,-9.507000000000001,30.94666666666667
227,2020-12-16 02:00:00,-10.030999999999999,32.17733333333334
228,2020-12-16 03:00:00,-11.026333333333334,36.74900000000001
229,2020-12-16 04:00:00,-11.853000000000002,39.20433333333334
230,2020-12-16 05:00:00,-12.152666666666667,39.63
231,2020-12-16 06:00:00,-12.500000000000002,40.391333333333336
232,2020-12-16 07:00:00,-12.544666666666664,39.660666666666664
233,2020-12-16 08:00:00,-12.421333333333331,39.35466666666667
234,2020-12-16 09:00:00,-9.619666666666664,29.098333333333333
235,2020-12-16 10:00:00,-7.607000000000001,23.587
236,2020-12-16 11:00:00,-6.908666666666666,20.484333333333332
237,2020-12-16 12:00:00,-6.3613333333333335,17.703
238,2020-12-16 13:00:00,-6.263666666666667,16.59266666666667
239,2020-12-16 14:00:00,-5.9479999999999995,13.970999999999998
240,2020-12-16 15:00:00,-6.47,13.343333333333334
241,2020-12-16 16:00:00,-7.298,13.919000000000002
242,2020-12-16 17:00:00,-8.297333333333334,15.261666666666665
243,2020-12-16 18:00:00,-8.902333333333335,17.231333333333335
244,2020-12-16 19:00:00,-9.307333333333334,18.17966666666667
245,2020-12-16 20:00:00,-9.741333333333333,19.374000000000002
246,2020-12-16 21:00:00,-10.075999999999997,19.631666666666664
247,2020-12-16 22:00:00,-10.490999999999998,20.535000000000004
248,2020-12-16 23:00:00,-11.759999999999998,26.234666666666666
249,2020-12-17 00:00:00,-13.36533333333333,30.57533333333334
250,2020-12-17 01:00:00,-14.007333333333339,30.888999999999996
251,2020-12-17 02:00:00,-13.988000000000001,31.315666666666665
252,2020-12-17 03:00:00,-14.644,33.42633333333333
253,2020-12-17 04:00:00,-14.669666666666668,32.388
254,2020-12-17 05:00:00,-15.002999999999998,33.594
255,2020-12-17 06:00:00,-15.246333333333334,33.132999999999996
256,2020-12-17 07:00:00,-15.565666666666667,33.208999999999996
257,2020-12-17 08:00:00,-15.691666666666663,35.076
258,2020-12-17 09:00:00,-14.782333333333334,36.19466666666667
259,2020-12-17 10:00:00,-12.203000000000003,36.49433333333334
260,2020-12-17 11:00:00,-10.836333333333332,34.763000000000005
261,2020-12-17 12:00:00,-10.030000000000001,32.74433333333333
262,2020-12-17 13:00:00,-9.066,29.07833333333334
263,2020-12-17 14:00:00,-8.378000000000002,26.614333333333338
264,2020-12-17 15:00:00,-8.162333333333333,25.01633333333333
265,2020-12-17 16:00:00,-9.234333333333332,26.585
266,2020-12-17 17:00:00,-10.525333333333334,29.160000000000004
267,2020-12-17 18:00:00,-11.357333333333333,30.41033333333333
268,2020-12-17 19:00:00,-11.799000000000003,29.27633333333333
269,2020-12-17 20:00:00,-12.229333333333331,29.469999999999995
270,2020-12-17 21:00:00,-12.67933333333333,29.809666666666665
271,2020-12-17 22:00:00,-13.033666666666667,29.801000000000002
272,2020-12-17 23:00:00,-13.320666666666664,30.964666666666666
273,2020-12-18 00:00:00,-13.609333333333336,31.145666666666667
274,2020-12-18 01:00:00,-14.159999999999998,32.09833333333333
275,2020-12-18 02:00:00,-14.568,33.09666666666667
276,2020-12-18 03:00:00,-14.712333333333333,33.292
277,2020-12-18 04:00:00,-15.030333333333337,33.747
278,2020-12-18 05:00:00,-15.164333333333332,34.515
279,2020-12-18 06:00:00,-15.40733333333333,35.36266666666666
280,2020-12-18 07:00:00,-15.851000000000006,35.635666666666665
281,2020-12-18 08:00:00,-15.862333333333334,38.03433333333334
282,2020-12-18 09:00:00,-15.138333333333328,36.73566666666667
283,2020-12-18 10:00:00,-12.390999999999998,36.45700000000001
284,2020-12-18 11:00:00,-11.299999999999999,35.63866666666667
285,2020-12-18 12:00:00,-10.200666666666667,33.785333333333334
286,2020-12-18 13:00:00,-9.284333333333333,30.603666666666665
287,2020-12-18 14:00:00,-8.896666666666668,28.348333333333333
288,2020-12-18 15:00:00,-8.623,27.00133333333334
289,2020-12-18 16:00:00,-9.301333333333334,27.644999999999996
290,2020-12-18 17:00:00,-10.780333333333335,30.828666666666667
291,2020-12-18 18:00:00,-11.478333333333333,31.023666666666664
292,2020-12-18 19:00:00,-12.130666666666666,30.200000000000003
293,2020-12-18 20:00:00,-12.436666666666667,28.48433333333333
294,2020-12-18 21:00:00,-12.744666666666665,27.936666666666664
295,2020-12-18 22:00:00,-12.936999999999996,27.456999999999997
296,2020-12-18 23:00:00,-13.145000000000001,26.929000000000006
297,2020-12-19 00:00:00,-13.549999999999999,27.294999999999998
298,2020-12-19 01:00:00,-14.022333333333334,29.056000000000004
299,2020-12-19 02:00:00,-14.544000000000002,30.654
300,2020-12-19 03:00:00,-15.087333333333333,33.263999999999996
301,2020-12-19 04:00:00,-15.31033333333333,35.175333333333334
302,2020-12-19 05:00:00,-15.649666666666667,35.031
303,2020-12-19 06:00:00,-16.129666666666665,36.501666666666665
304,2020-12-19 07:00:00,-16.282333333333334,38.091
305,2020-12-19 08:00:00,-16.10666666666667,39.41366666666667
306,2020-12-19 09:00:00,-14.615,36.83633333333332
307,2020-12-19 10:00:00,-12.261999999999997,33.89233333333333
308,2020-12-19 11:00:00,-11.228666666666669,32.92733333333333
309,2020-12-19 12:00:00,-10.16566666666667,32.06066666666667
310,2020-12-19 13:00:00,-9.235999999999999,30.52966666666667
311,2020-12-19 14:00:00,-8.199333333333332,28.478
312,2020-12-19 15:00:00,-8.019333333333332,27.57366666666667
313,2020-12-19 16:00:00,-8.893999999999998,28.270333333333333
314,2020-12-19 17:00:00,-9.883666666666667,30.875333333333337
315,2020-12-19 18:00:00,-10.073333333333332,32.186
316,2020-12-19 19:00:00,-10.637333333333334,34.72199999999999
317,2020-12-19 20:00:00,-11.196666666666664,39.132999999999996
318,2020-12-19 21:00:00,-11.495666666666665,36.582666666666675
319,2020-12-19 22:00:00,-11.40633333333333,37.42699999999999
320,2020-12-19 23:00:00,-11.962666666666669,39.170999999999985
321,2020-12-20 00:00:00,-12.610666666666669,39.446666666666665
322,2020-12-20 01:00:00,-12.893666666666663,40.67400000000001
323,2020-12-20 02:00:00,-13.264000000000001,41.07333333333333
324,2020-12-20 03:00:00,-13.702000000000002,42.272000000000006
325,2020-12-20 04:00:00,-13.873999999999997,42.184333333333335
326,2020-12-20 05:00:00,-14.090666666666667,43.535
327,2020-12-20 06:00:00,-14.650333333333332,44.67399999999999
328,2020-12-20 07:00:00,-14.697000000000001,45.829
329,2020-12-20 08:00:00,-14.859000000000004,47.52499999999999
330,2020-12-20 09:00:00,-13.552333333333332,42.893333333333324
331,2020-12-20 10:00:00,-10.763000000000002,35.78200000000001
332,2020-12-20 11:00:00,-9.283,33.31966666666666
333,2020-12-20 12:00:00,-8.259666666666666,32.254666666666665
334,2020-12-20 13:00:00,-7.561999999999999,31.42999999999999
335,2020-12-20 14:00:00,-7.181333333333333,30.752333333333336
336,2020-12-20 15:00:00,-7.060666666666666,30.213333333333342
337,2020-12-20 16:00:00,-7.475333333333334,30.318
338,2020-12-20 17:00:00,-8.640999999999998,32.26899999999999
339,2020-12-20 18:00:00,-9.491333333333333,35.42666666666667
340,2020-12-20 19:00:00,-9.710666666666668,37.01333333333332
341,2020-12-20 20:00:00,-9.741999999999999,38.903000000000006
342,2020-12-20 21:00:00,-10.334666666666665,41.37533333333334
343,2020-12-20 22:00:00,-10.634666666666666,41.797999999999995
344,2020-12-20 23:00:00,-10.70133333333333,42.95166666666666
345,2020-12-21 00:00:00,-10.992999999999999,44.60666666666666
346,2020-12-21 01:00:00,-11.008666666666665,44.70600000000001
347,2020-12-21 02:00:00,-11.274666666666667,45.566666666666656
348,2020-12-21 03:00:00,-11.752666666666666,46.29533333333334
349,2020-12-21 04:00:00,-12.090666666666667,46.89666666666667
350,2020-12-21 05:00:00,-12.627666666666666,47.962333333333326
351,2020-12-21 06:00:00,-12.995000000000001,48.453666666666656
352,2020-12-21 07:00:00,-13.415333333333335,49.48733333333333
353,2020-12-21 08:00:00,-13.362999999999996,49.31633333333333
354,2020-12-21 09:00:00,-12.516666666666667,46.600000000000016
355,2020-12-21 10:00:00,-8.896333333333333,36.650666666666666
356,2020-12-21 11:00:00,-7.445666666666667,34.629333333333335
357,2020-12-21 12:00:00,-6.102999999999999,32.71366666666666
358,2020-12-21 13:00:00,-5.0249999999999995,31.202999999999996
359,2020-12-21 14:00:00,-4.325333333333334,29.622666666666667
360,2020-12-21 15:00:00,-4.2893333333333326,28.931000000000004
361,2020-12-21 16:00:00,-5.153666666666667,29.962666666666664
362,2020-12-21 17:00:00,-6.861666666666668,33.46666666666667
363,2020-12-21 18:00:00,-7.845333333333333,37.70366666666667
364,2020-12-21 19:00:00,-8.357666666666667,39.15533333333334
365,2020-12-21 20:00:00,-8.88,39.9
366,2020-12-21 21:00:00,-9.190666666666665,39.92666666666666
367,2020-12-21 22:00:00,-9.148333333333333,40.062333333333335
368,2020-12-21 23:00:00,-9.322333333333335,40.013
369,2020-12-22 00:00:00,-9.276666666666667,40.269999999999996
370,2020-12-22 01:00:00,-9.565,40.759666666666675
371,2020-12-22 02:00:00,-10.227333333333332,42.98766666666666
372,2020-12-22 03:00:00,-10.647333333333336,44.68899999999999
373,2020-12-22 04:00:00,-11.081333333333335,44.736000000000004
374,2020-12-22 05:00:00,-11.284666666666672,43.17533333333334
375,2020-12-22 06:00:00,-11.967999999999996,44.278999999999996
376,2020-12-22 07:00:00,-11.832333333333333,42.879333333333335
377,2020-12-22 08:00:00,-12.212333333333332,45.367333333333335
378,2020-12-22 09:00:00,-11.293333333333331,44.05766666666668
379,2020-12-22 10:00:00,-7.755000000000002,36.279666666666664
380,2020-12-22 11:00:00,-6.597666666666666,34.76666666666667
381,2020-12-22 12:00:00,-5.296333333333334,32.710666666666654
382,2020-12-22 13:00:00,-4.316666666666666,30.36
383,2020-12-22 14:00:00,-3.608333333333334,28.777333333333335
384,2020-12-22 15:00:00,-3.532666666666666,28.18533333333333
385,2020-12-22 16:00:00,-4.546333333333333,29.302000000000003
386,2020-12-22 17:00:00,-6.277666666666668,33.031666666666666
387,2020-12-22 18:00:00,-7.135666666666666,30.293999999999993
388,2020-12-22 19:00:00,-7.868333333333331,29.30233333333334
389,2020-12-22 20:00:00,-7.998666666666667,25.135666666666662
390,2020-12-22 21:00:00,-8.455666666666668,25.117333333333324
391,2020-12-22 22:00:00,-8.621,25.121666666666673
392,2020-12-22 23:00:00,-8.764999999999999,24.656666666666663
393,2020-12-23 00:00:00,-9.018,26.943333333333328
394,2020-12-23 01:00:00,-10.625,33.787666666666674
395,2020-12-23 02:00:00,-11.376333333333331,35.529999999999994
396,2020-12-23 03:00:00,-11.879999999999997,36.942
397,2020-12-23 04:00:00,-12.589,39.34433333333334
398,2020-12-23 05:00:00,-12.598333333333331,39.353
399,2020-12-23 06:00:00,-12.963000000000001,39.920999999999985
400,2020-12-23 07:00:00,-13.307000000000004,41.32099999999999
401,2020-12-23 08:00:00,-12.542,41.582333333333324
402,2020-12-23 09:00:00,-11.155333333333335,36.85666666666667
403,2020-12-23 10:00:00,-9.432333333333332,34.58166666666667
404,2020-12-23 11:00:00,-8.335666666666665,33.874333333333325
405,2020-12-23 12:00:00,-6.99,31.922333333333338
406,2020-12-23 13:00:00,-5.723,29.85766666666667
407,2020-12-23 14:00:00,-5.122666666666666,28.648999999999994
408,2020-12-23 15:00:00,-4.891333333333332,28.203
409,2020-12-23 16:00:00,-5.951333333333333,30.518999999999995
410,2020-12-23 17:00:00,-7.656666666666667,34.78
411,2020-12-23 18:00:00,-8.847999999999997,39.06766666666667
412,2020-12-23 19:00:00,-9.426666666666668,37.82966666666667
413,2020-12-23 20:00:00,-9.230999999999998,34.16833333333334
414,2020-12-23 21:00:00,-9.568666666666665,33.769
415,2020-12-23 22:00:00,-9.783666666666667,32.459999999999994
416,2020-12-23 23:00:00,-10.204000000000002,32.23766666666668
417,2020-12-24 00:00:00,-10.830333333333334,34.37466666666667
418,2020-12-24 01:00:00,-11.262333333333332,35.970333333333336
419,2020-12-24 02:00:00,-11.554333333333338,36.74366666666667
420,2020-12-24 03:00:00,-12.285666666666668,41.97966666666666
421,2020-12-24 04:00:00,-12.764999999999999,44.285
422,2020-12-24 05:00:00,-12.971333333333337,44.276666666666664
423,2020-12-24 06:00:00,-13.164333333333337,46.08133333333333
424,2020-12-24 07:00:00,-13.411,47.58733333333332
425,2020-12-24 08:00:00,-13.141000000000002,47.855
426,2020-12-24 09:00:00,-11.788333333333332,43.426
427,2020-12-24 10:00:00,-9.526999999999997,38.47833333333334
428,2020-12-24 11:00:00,-8.004000000000001,36.53066666666667
429,2020-12-24 12:00:00,-6.636333333333332,33.868
430,2020-12-24 13:00:00,-6.3713333333333315,33.01366666666667
431,2020-12-24 14:00:00,-4.8790000000000004,29.39933333333332
432,2020-12-24 15:00:00,-4.776666666666666,27.004999999999995
433,2020-12-24 16:00:00,-6.0956666666666655,29.24466666666667
434,2020-12-24 17:00:00,-7.1320000000000014,30.32733333333333
435,2020-12-24 18:00:00,-7.926333333333333,31.09366666666668
436,2020-12-24 19:00:00,-8.54066666666667,34.222
437,2020-12-24 20:00:00,-8.951,34.26099999999999
438,2020-12-24 21:00:00,-8.665666666666668,33.75366666666666
439,2020-12-24 22:00:00,-9.184666666666665,36.43333333333333
440,2020-12-24 23:00:00,-9.734,37.69033333333334
441,2020-12-25 00:00:00,-10.368999999999998,38.11833333333334
442,2020-12-25 01:00:00,-10.738999999999999,37.886
443,2020-12-25 02:00:00,-11.754333333333332,42.43300000000001
444,2020-12-25 03:00:00,-12.371666666666668,41.50900000000001
445,2020-12-25 04:00:00,-12.624000000000002,38.684999999999995
446,2020-12-25 05:00:00,-13.167666666666664,41.51833333333333
447,2020-12-25 06:00:00,-12.676999999999998,37.32
