,When,sea,T_a,RH,v_a,p_a,SW_direct,SW_diffuse,a,vp_a,LW_in,cld,e_a,Discharge,Prec
1000,2020-12-24 10:00:00,0.292,-11.16,36.39,1.104,621.52,281.325,93.775,0.35,0.948,148.379,0,0.555,0,0
1001,2020-12-24 10:15:00,0.253,-10.85,37.91,1.545,621.47,325.125,108.375,0.35,1.012,150.463,0,0.561,0,0
1002,2020-12-24 10:30:00,0.212,-10.34,34.86,1.097,621.421,338.775,112.925,0.35,0.969,150.662,0,0.557,0,0
1003,2020-12-24 10:45:00,0.169,-9.69,35.56,1.505,621.372,358.5,119.5,0.35,1.041,153.665,0,0.562,0,0
1004,2020-12-24 11:00:00,0.126,-9.66,34.75,1.518,621.322,388.2,129.4,0.35,1.02,153.279,0,0.561,0,0
1005,2020-12-24 11:15:00,0.08,-9.36,35.2,2.021,621.159,416.925,138.975,0.35,1.058,154.759,0,0.564,0,0
1006,2020-12-24 11:30:00,0.034,-9.03,33.61,1.465,620.996,435.975,145.325,0.35,1.037,155.059,0,0.562,0,0
1007,2020-12-24 11:45:00,0.0,-8.55,32.28,1.691,620.833,451.2,150.4,0.35,1.034,156.088,0,0.562,0,0
1008,2020-12-24 12:00:00,0.0,-8.22,31.74,1.532,620.67,408.825,136.275,0.35,1.043,157.041,0,0.562,0,0
1009,2020-12-24 12:15:00,0.0,-7.529,31.52,1.584,620.466,335.55,111.85,0.35,1.093,159.692,0,0.566,0,0
1010,2020-12-24 12:30:00,0.0,-7.358,30.81,1.577,620.262,453.525,151.175,0.35,1.083,159.871,0,0.565,0,0
1011,2020-12-24 12:45:00,0.0,-7.391,30.23,1.754,620.057,402.75,134.25,0.35,1.06,159.303,0,0.563,0,0
1012,2020-12-24 13:00:00,0.0,-7.077,30.69,1.859,619.853,355.275,118.425,0.35,1.102,160.934,0,0.566,0,0
1013,2020-12-24 13:15:00,0.0,-7.414,30.39,2.068,619.709,395.1,131.7,0.35,1.063,159.329,0,0.563,0,0
1014,2020-12-24 13:30:00,0.0,-7.506,30.5,1.908,619.566,379.725,126.575,0.35,1.06,159.037,0,0.563,0,0
1015,2020-12-24 13:45:00,0.0,-7.212,29.08,1.327,619.422,407.85,135.95,0.35,1.034,159.15,0,0.561,0,0
1016,2020-12-24 14:00:00,0.0,-6.613,27.71,1.631,619.278,345.0,115.0,0.35,1.031,160.491,0,0.561,0,0
1017,2020-12-24 14:15:00,0.0,-6.316,26.9,0.946,619.166,382.125,127.375,0.35,1.024,161.024,0,0.56,0,0
1018,2020-12-24 14:30:00,0.0,-5.386,25.65,0.974,619.053,380.25,126.75,0.35,1.049,163.75,0,0.562,0,0
1019,2020-12-24 14:45:00,0.0,-5.479,24.38,2.074,618.94,285.525,95.175,0.35,0.99,162.185,0,0.557,0,0
1020,2020-12-24 15:00:00,0.0,-5.489,23.74,1.715,618.828,281.325,93.775,0.35,0.963,161.529,0,0.555,0,0
1021,2020-12-24 15:15:00,0.0,-5.826,23.67,2.242,618.833,218.55,72.85,0.35,0.936,160.088,0,0.553,0,0
1022,2020-12-24 15:30:00,0.0,-5.459,22.45,1.414,618.838,112.575,37.525,0.35,0.913,160.366,0,0.551,0,0
1023,2020-12-24 15:45:00,0.0,-5.988,24.12,1.704,618.843,122.1,40.7,0.35,0.942,159.861,0,0.553,0,0
1024,2020-12-24 16:00:00,0.0,-6.295,23.67,1.771,618.848,116.325,38.775,0.35,0.903,158.193,0,0.55,0,0
1025,2020-12-24 16:15:00,0.0,-6.363,24.44,1.454,618.796,100.8,33.6,0.35,0.927,158.644,0,0.552,0,0
1026,2020-12-24 16:30:00,0.0,-6.451,23.88,1.122,618.745,67.2,22.4,0.35,0.9,157.766,0,0.55,60,0
1027,2020-12-24 16:45:00,0.0,-6.528,23.07,1.285,618.694,34.463,11.488,0.35,0.864,156.682,0,0.547,60,0
1028,2020-12-24 17:00:00,0.0,-6.555,25.01,0.986,618.642,14.678,4.892,0.35,0.935,158.391,0,0.553,60,0
1029,2020-12-24 17:15:00,0.0,-7.085,25.76,1.483,618.68,4.204,1.401,0.35,0.925,156.926,0,0.552,60,0
1030,2020-12-24 17:30:00,0.0,-7.66,25.29,1.12,618.717,-1.237,-0.412,0.35,0.868,154.228,0,0.547,60,0
1031,2020-12-24 17:45:00,0.0,-7.728,25.45,1.214,618.755,-2.146,-0.716,0.35,0.869,154.098,0,0.548,60,0
1032,2020-12-24 18:00:00,0.0,-7.724,25.18,1.23,618.792,-2.094,-0.698,0.35,0.86,153.879,0,0.547,60,0
1033,2020-12-24 18:15:00,0.0,-7.924,26.4,0.679,618.906,-2.081,-0.694,0.35,0.888,154.13,0,0.549,60,0
1034,2020-12-24 18:30:00,0.0,-8.22,26.96,0.417,619.019,-2.372,-0.791,0.35,0.886,153.421,0,0.549,60,0
1035,2020-12-24 18:45:00,0.0,-8.31,27.95,0.795,619.132,-2.362,-0.787,0.35,0.912,153.857,0,0.552,60,0
1036,2020-12-24 19:00:00,0.0,-8.45,28.11,0.258,619.245,-2.474,-0.825,0.35,0.907,153.429,0,0.551,60,0
1037,2020-12-24 19:15:00,0.0,-8.73,28.88,0.054,619.341,-2.348,-0.782,0.35,0.912,152.915,0,0.552,60,0
1038,2020-12-24 19:30:00,0.0,-8.93,30.31,0.037,619.438,-2.302,-0.768,0.35,0.942,153.181,0,0.554,60,0
1039,2020-12-24 19:45:00,0.0,-8.88,31.75,0.275,619.534,-1.887,-0.629,0.35,0.991,154.4,0,0.558,60,0
1040,2020-12-24 20:00:00,0.0,-9.1,29.58,0.284,619.63,-1.907,-0.636,0.35,0.907,151.98,0,0.551,60,0
1041,2020-12-24 20:15:00,0.0,-8.98,29.51,0.654,619.741,-1.647,-0.549,0.35,0.914,152.4,0,0.552,60,0
1042,2020-12-24 20:30:00,0.0,-9.24,32.12,0.071,619.851,-1.611,-0.537,0.35,0.974,153.223,0,0.557,60,0
1043,2020-12-24 20:45:00,0.0,-9.4,29.16,0.434,619.961,-1.79,-0.597,0.35,0.874,150.497,0,0.548,60,0
1044,2020-12-24 21:00:00,0.0,-8.93,28.93,1.919,620.071,-1.967,-0.656,0.35,0.899,152.165,0,0.551,60,0
1045,2020-12-24 21:15:00,0.0,-8.68,27.94,1.999,620.082,-1.852,-0.618,0.35,0.886,152.39,0,0.549,60,0
1046,2020-12-24 21:30:00,0.0,-8.45,26.98,2.02,620.092,-1.879,-0.626,0.35,0.871,152.532,0,0.548,60,0
1047,2020-12-24 21:45:00,0.0,-8.37,26.36,1.42,620.102,-1.814,-0.605,0.35,0.856,152.34,0,0.547,60,0
1048,2020-12-24 22:00:00,0.0,-8.43,30.28,0.918,620.112,-1.898,-0.633,0.35,0.979,155.147,0,0.557,60,0
1049,2020-12-24 22:15:00,0.0,-9.17,30.75,0.466,620.201,-2.062,-0.688,0.35,0.938,152.548,0,0.554,60,0
1050,2020-12-24 22:30:00,0.0,-9.34,33.93,0.737,620.29,-1.946,-0.648,0.35,1.021,154.029,0,0.561,60,0
1051,2020-12-24 22:45:00,0.0,-9.56,31.2,0.476,620.379,-1.878,-0.626,0.35,0.923,151.329,0,0.553,60,0
1052,2020-12-24 23:00:00,0.0,-9.7,32.38,0.713,620.468,-2.068,-0.69,0.35,0.947,151.583,0,0.555,60,0
1053,2020-12-24 23:15:00,0.0,-9.93,34.27,0.853,620.465,-2.462,-0.821,0.35,0.984,151.906,0,0.558,60,0
1054,2020-12-24 23:30:00,0.0,-10.03,31.8,0.86,620.463,-3.05,-1.017,0.35,0.906,149.902,0,0.552,60,0
1055,2020-12-24 23:45:00,0.0,-9.29,29.95,1.749,620.46,-3.368,-1.122,0.35,0.905,151.504,0,0.551,60,0
1056,2020-12-25 00:00:00,0.0,-9.37,33.23,0.77,620.457,-2.786,-0.929,0.35,0.998,153.452,0,0.559,60,0
1057,2020-12-25 00:15:00,0.0,-10.22,34.27,1.372,620.463,-2.528,-0.843,0.35,0.962,150.765,0,0.556,60,0
1058,2020-12-25 00:30:00,0.0,-10.56,34.62,0.851,620.469,-2.604,-0.868,0.35,0.946,149.653,0,0.555,60,0
1059,2020-12-25 00:45:00,0.0,-10.41,31.89,2.985,620.476,-3.02,-1.007,0.35,0.882,148.487,0,0.55,60,0
1060,2020-12-25 01:00:00,0.0,-10.2,28.96,2.646,620.482,-2.987,-0.996,0.35,0.814,147.259,0,0.543,60,0
1061,2020-12-25 01:15:00,0.0,-10.02,29.54,1.984,620.574,-2.846,-0.949,0.35,0.843,148.37,0,0.546,60,0
1062,2020-12-25 01:30:00,0.0,-10.56,31.59,0.91,620.665,-2.775,-0.925,0.35,0.863,147.708,0,0.548,60,0
1063,2020-12-25 01:45:00,0.0,-10.59,28.93,1.717,620.757,-2.696,-0.898,0.35,0.789,145.749,0,0.541,60,0
1064,2020-12-25 02:00:00,0.006,-10.92,33.74,1.175,620.849,-2.7,-0.9,0.35,0.896,147.709,0,0.551,60,0
1065,2020-12-25 02:15:00,0.053,-11.39,34.83,0.754,620.901,-2.575,-0.858,0.35,0.891,146.567,0,0.551,60,0
1066,2020-12-25 02:30:00,0.099,-11.31,31.76,1.308,620.954,-2.615,-0.872,0.35,0.817,144.952,0,0.544,60,0
1067,2020-12-25 02:45:00,0.143,-11.36,34.24,1.349,621.006,-2.686,-0.896,0.35,0.878,146.325,0,0.549,60,0
1068,2020-12-25 03:00:00,0.187,-11.14,32.34,1.045,621.059,-2.653,-0.884,0.35,0.844,145.975,0,0.546,60,0
1069,2020-12-25 03:15:00,0.228,-11.4,31.97,0.752,621.121,-2.558,-0.852,0.35,0.817,144.746,0,0.544,60,0
1070,2020-12-25 03:30:00,0.269,-11.45,31.31,1.388,621.183,-2.618,-0.872,0.35,0.797,144.127,0,0.542,60,0
1071,2020-12-25 03:45:00,0.307,-11.57,31.14,1.75,621.246,-2.38,-0.793,0.35,0.785,143.562,0,0.541,60,0
1072,2020-12-25 04:00:00,0.344,-11.79,32.06,0.683,621.308,-2.383,-0.794,0.35,0.794,143.33,0,0.542,60,0
1073,2020-12-25 04:15:00,0.378,-11.87,31.55,1.558,621.343,-2.155,-0.718,0.35,0.776,142.702,0,0.54,60,0
1074,2020-12-25 04:30:00,0.411,-11.97,30.35,3.08,621.378,-2.37,-0.79,0.35,0.741,141.541,0,0.536,60,0
1075,2020-12-25 04:45:00,0.44,-11.95,31.14,1.01,621.412,-2.25,-0.75,0.35,0.761,142.136,0,0.539,60,0
1076,2020-12-25 05:00:00,0.467,-12.49,30.97,0.665,621.447,-2.372,-0.791,0.35,0.725,140.02,0,0.535,60,0
1077,2020-12-25 05:15:00,0.492,-12.26,31.41,2.044,621.554,-2.38,-0.794,0.35,0.749,141.155,0,0.537,60,0
1078,2020-12-25 05:30:00,0.513,-12.21,29.2,1.42,621.661,-2.203,-0.734,0.35,0.699,139.876,0,0.532,60,0
1079,2020-12-25 05:45:00,0.53,-12.22,30.34,0.931,621.767,-2.174,-0.725,0.35,0.726,140.606,0,0.535,60,0
1080,2020-12-25 06:00:00,0.545,-12.38,32.38,1.669,621.874,-1.877,-0.626,0.35,0.764,141.322,0,0.539,60,0
1081,2020-12-25 06:15:00,0.555,-12.6,29.72,3.547,622.019,-1.57,-0.524,0.35,0.689,138.794,0,0.531,60,0
1082,2020-12-25 06:30:00,0.562,-12.19,27.83,3.519,622.164,-1.56,-0.52,0.35,0.667,138.992,0,0.529,60,0
1083,2020-12-25 06:45:00,0.565,-12.06,29.87,2.412,622.309,-1.96,-0.654,0.35,0.724,140.885,0,0.535,60,0
1084,2020-12-25 07:00:00,0.565,-12.12,28.5,2.739,622.454,-1.718,-0.572,0.35,0.687,139.723,0,0.531,60,0
1085,2020-12-25 07:15:00,0.56,-12.17,28.53,2.744,622.625,-1.064,-0.355,0.35,0.685,139.56,0,0.531,60,0
1086,2020-12-25 07:30:00,0.552,-12.18,31.15,2.533,622.796,1.288,0.43,0.35,0.747,141.285,0,0.537,60,0
1087,2020-12-25 07:45:00,0.54,-12.6,38.69,1.507,622.967,12.232,4.077,0.35,0.897,144.124,0,0.552,60,0
1088,2020-12-25 08:00:00,0.524,-13.39,40.9,1.02,623.138,30.368,10.122,0.35,0.889,142.267,0,0.551,60,0
1089,2020-12-25 08:15:00,0.505,-13.73,40.62,0.501,623.306,51.158,17.052,0.35,0.859,140.85,0,0.548,60,0
1090,2020-12-25 08:30:00,0.483,-13.08,40.24,0.784,623.474,76.05,25.35,0.35,0.897,143.107,0,0.552,60,0
1091,2020-12-25 08:45:00,0.458,-12.84,38.98,0.177,623.642,131.7,43.9,0.35,0.886,143.366,0,0.551,0,0
1092,2020-12-25 09:00:00,0.43,-12.37,38.24,0.148,623.81,212.25,70.75,0.35,0.903,144.759,0,0.552,0,0
1093,2020-12-25 09:15:00,0.399,-12.12,38.44,0.753,623.966,183.6,61.2,0.35,0.927,145.824,0,0.554,0,0
1094,2020-12-25 09:30:00,0.366,-11.52,37.44,0.309,624.122,156.225,52.075,0.35,0.947,147.584,0,0.555,0,0
1095,2020-12-25 09:45:00,0.331,-11.54,39.18,1.923,624.278,174.975,58.325,0.35,0.99,148.467,0,0.559,0,0
1096,2020-12-25 10:00:00,0.293,-11.55,40.16,1.328,624.435,236.925,78.975,0.35,1.014,148.953,0,0.561,0,0
1097,2020-12-25 10:15:00,0.254,-11.18,40.29,1.058,624.418,336.9,112.3,0.35,1.048,150.474,0,0.563,0,0
1098,2020-12-25 10:30:00,0.213,-10.9,38.54,1.605,624.401,364.65,121.55,0.35,1.025,150.621,0,0.562,0,0
1099,2020-12-25 10:45:00,0.171,-10.35,37.03,1.194,624.384,385.8,128.6,0.35,1.029,151.928,0,0.562,0,0
1100,2020-12-25 11:00:00,0.127,-9.78,35.58,1.682,624.367,399.525,133.175,0.35,1.034,153.319,0,0.562,0,0
1101,2020-12-25 11:15:00,0.082,-9.32,32.59,1.465,624.207,417.825,139.275,0.35,0.982,153.224,0,0.558,0,0
1102,2020-12-25 11:30:00,0.036,-9.03,35.04,2.291,624.047,433.725,144.575,0.35,1.081,155.984,0,0.565,0,0
1103,2020-12-25 11:45:00,0.0,-9.37,34.25,1.759,623.887,447.225,149.075,0.35,1.028,154.116,0,0.561,0,0
1104,2020-12-25 12:00:00,0.0,-8.45,31.91,0.897,623.726,456.45,152.15,0.35,1.03,156.233,0,0.561,0,0
1105,2020-12-25 12:15:00,0.0,-8.21,33.27,2.082,623.558,460.875,153.625,0.35,1.094,158.141,0,0.566,0,0
1106,2020-12-25 12:30:00,0.0,-8.21,30.79,2.249,623.39,465.9,155.3,0.35,1.013,156.401,0,0.56,0,0
1107,2020-12-25 12:45:00,0.0,-8.11,30.11,2.125,623.221,465.525,155.175,0.35,0.998,156.304,0,0.559,0,0
1108,2020-12-25 13:00:00,0.0,-7.934,31.06,2.785,623.053,459.675,153.225,0.35,1.044,157.71,0,0.562,0,0
1109,2020-12-25 13:15:00,0.0,-7.87,28.8,2.366,622.892,453.675,151.225,0.35,0.973,156.274,0,0.556,0,0
1110,2020-12-25 13:30:00,0.0,-7.268,26.71,1.582,622.731,441.6,147.2,0.35,0.945,157.004,0,0.554,0,0
1111,2020-12-25 13:45:00,0.0,-6.295,26.2,1.655,622.571,433.575,144.525,0.35,0.999,160.505,0,0.558,0,0
1112,2020-12-25 14:00:00,0.0,-6.712,26.51,2.215,622.41,367.725,122.575,0.35,0.979,159.077,0,0.557,0,0
1113,2020-12-25 14:15:00,0.0,-6.871,25.97,2.242,622.346,486.075,162.025,0.35,0.948,157.968,0,0.554,0,0
1114,2020-12-25 14:30:00,0.0,-6.756,25.13,1.725,622.283,344.25,114.75,0.35,0.925,157.69,0,0.552,0,0
1115,2020-12-25 14:45:00,0.0,-6.584,24.44,1.573,622.219,175.275,58.425,0.35,0.912,157.754,0,0.551,0,0
1116,2020-12-25 15:00:00,0.0,-6.31,24.21,1.673,622.156,256.875,85.625,0.35,0.922,158.643,0,0.552,0,0
1117,2020-12-25 15:15:00,0.0,-6.552,22.26,1.404,622.072,207.6,69.2,0.35,0.833,155.789,0,0.544,0,0
1118,2020-12-25 15:30:00,0.0,-6.631,21.95,1.196,621.987,119.1,39.7,0.35,0.816,155.165,0,0.542,0,0
1119,2020-12-25 15:45:00,0.0,-6.107,21.16,0.712,621.903,150.675,50.225,0.35,0.819,156.425,0,0.542,0,0
1120,2020-12-25 16:00:00,0.0,-6.197,20.6,0.624,621.819,176.55,58.85,0.35,0.792,155.471,0,0.54,0,0
1121,2020-12-25 16:15:00,0.0,-6.117,20.68,0.922,621.745,104.625,34.875,0.35,0.8,155.874,0,0.541,0,0
1122,2020-12-25 16:30:00,0.0,-6.122,20.17,0.764,621.671,51.488,17.162,0.35,0.78,155.299,0,0.539,60,0
1123,2020-12-25 16:45:00,0.0,-6.487,20.51,1.187,621.597,30.142,10.048,0.35,0.771,154.232,0,0.538,60,0
1124,2020-12-25 17:00:00,0.0,-6.713,21.63,0.853,621.522,20.138,6.712,0.35,0.799,154.516,0,0.541,60,0
1125,2020-12-25 17:15:00,0.0,-6.989,20.7,1.107,621.5,9.945,3.315,0.35,0.749,152.472,0,0.536,60,0
1126,2020-12-25 17:30:00,0.0,-7.366,21.6,0.458,621.478,-1.197,-0.399,0.35,0.759,151.931,0,0.537,60,0
1127,2020-12-25 17:45:00,0.0,-7.614,22.35,0.435,621.455,-3.161,-1.054,0.35,0.77,151.707,0,0.538,60,0
1128,2020-12-25 18:00:00,0.0,-7.911,22.22,0.099,621.433,-2.918,-0.973,0.35,0.748,150.431,0,0.536,60,0
1129,2020-12-25 18:15:00,0.0,-8.22,25.12,0.251,621.518,-2.595,-0.865,0.35,0.826,151.88,0,0.544,60,0
1130,2020-12-25 18:30:00,0.0,-8.01,22.95,0.552,621.602,-2.715,-0.905,0.35,0.767,150.743,0,0.538,60,0
1131,2020-12-25 18:45:00,0.0,-7.965,25.59,0.832,621.687,-3.071,-1.024,0.35,0.858,153.284,0,0.547,60,0
1132,2020-12-25 19:00:00,0.0,-8.26,23.49,0.41,621.772,-3.067,-1.022,0.35,0.77,150.276,0,0.538,60,0
1133,2020-12-25 19:15:00,0.0,-8.02,21.59,0.219,621.794,-2.822,-0.941,0.35,0.721,149.395,0,0.533,60,0
1134,2020-12-25 19:30:00,0.0,-7.848,23.47,1.265,621.817,-2.394,-0.798,0.35,0.794,151.857,0,0.541,60,0
1135,2020-12-25 19:45:00,0.0,-7.76,22.6,1.644,621.839,-2.629,-0.876,0.35,0.77,151.381,0,0.538,60,0
1136,2020-12-25 20:00:00,0.0,-7.867,24.55,0.932,621.861,-2.255,-0.752,0.35,0.829,152.761,0,0.544,60,0
1137,2020-12-25 20:15:00,0.0,-8.16,23.52,0.403,621.923,-2.058,-0.686,0.35,0.777,150.691,0,0.539,60,0
1138,2020-12-25 20:30:00,0.0,-8.36,24.2,0.043,621.984,-1.987,-0.662,0.35,0.787,150.529,0,0.54,60,0
1139,2020-12-25 20:45:00,0.0,-8.39,25.85,0.302,622.046,-2.767,-0.922,0.35,0.838,151.837,0,0.545,60,0
1140,2020-12-25 21:00:00,0.0,-8.5,24.12,0.311,622.107,-2.195,-0.732,0.35,0.775,149.917,0,0.539,60,0
1141,2020-12-25 21:15:00,0.0,-8.21,24.36,0.694,622.096,-2.606,-0.868,0.35,0.801,151.253,0,0.541,60,0
1142,2020-12-25 21:30:00,0.0,-8.48,26.65,0.474,622.086,-2.686,-0.895,0.35,0.858,152.147,0,0.547,60,0
1143,2020-12-25 21:45:00,0.0,-8.65,25.23,1.341,622.075,-2.716,-0.906,0.35,0.802,150.301,0,0.542,60,0
1144,2020-12-25 22:00:00,0.0,-8.59,24.69,2.666,622.064,-2.602,-0.867,0.35,0.788,150.069,0,0.54,60,0
1145,2020-12-25 22:15:00,0.0,-8.83,24.76,2.347,622.0,-2.505,-0.835,0.35,0.776,149.204,0,0.539,60,0
1146,2020-12-25 22:30:00,0.0,-9.06,24.66,1.452,621.937,-2.537,-0.846,0.35,0.759,148.234,0,0.537,60,0
1147,2020-12-25 22:45:00,0.0,-8.99,23.83,2.201,621.873,-2.56,-0.853,0.35,0.737,147.778,0,0.535,60,0
1148,2020-12-25 23:00:00,0.0,-9.29,24.11,1.072,621.809,-2.66,-0.886,0.35,0.729,146.881,0,0.534,60,0
1149,2020-12-25 23:15:00,0.0,-9.44,26.22,1.853,621.738,-2.629,-0.876,0.35,0.783,148.076,0,0.54,60,0
1150,2020-12-25 23:30:00,0.0,-9.55,23.09,1.212,621.666,-2.713,-0.904,0.35,0.684,144.997,0,0.53,60,0
1151,2020-12-25 23:45:00,0.0,-9.29,23.08,1.726,621.595,-2.505,-0.835,0.35,0.697,145.968,0,0.531,60,0
1152,2020-12-26 00:00:00,0.0,-9.19,23.09,1.843,621.523,-2.401,-0.8,0.35,0.703,146.355,0,0.532,60,0
1153,2020-12-26 00:15:00,0.0,-9.53,23.89,2.356,621.479,-2.508,-0.836,0.35,0.708,145.78,0,0.532,60,0
1154,2020-12-26 00:30:00,0.0,-9.86,24.35,2.712,621.434,-2.465,-0.822,0.35,0.703,144.932,0,0.532,60,0
1155,2020-12-26 00:45:00,0.0,-9.81,24.07,2.863,621.39,-2.283,-0.761,0.35,0.698,144.88,0,0.531,60,0
1156,2020-12-26 01:00:00,0.0,-9.82,23.58,3.049,621.345,-2.449,-0.816,0.35,0.683,144.418,0,0.53,60,0
1157,2020-12-26 01:15:00,0.0,-9.76,25.09,2.472,621.289,-2.436,-0.812,0.35,0.731,145.931,0,0.535,60,0
1158,2020-12-26 01:30:00,0.0,-10.04,25.08,1.794,621.233,-2.597,-0.866,0.35,0.714,144.866,0,0.533,60,0
1159,2020-12-26 01:45:00,0.0,-10.23,25.24,1.852,621.177,-2.409,-0.803,0.35,0.708,144.282,0,0.532,60,0
1160,2020-12-26 02:00:00,0.005,-10.23,24.86,1.667,621.121,-2.505,-0.835,0.35,0.697,143.97,0,0.531,60,0
1161,2020-12-26 02:15:00,0.052,-10.21,27.23,1.541,621.075,-2.439,-0.813,0.35,0.765,145.931,0,0.538,60,0
1162,2020-12-26 02:30:00,0.098,-10.62,26.49,1.372,621.028,-2.522,-0.841,0.35,0.72,143.813,0,0.534,60,0
1163,2020-12-26 02:45:00,0.142,-10.55,26.86,1.624,620.982,-2.412,-0.804,0.35,0.734,144.362,0,0.535,60,0
1164,2020-12-26 03:00:00,0.186,-10.6,26.67,2.216,620.936,-2.272,-0.758,0.35,0.726,144.028,0,0.535,60,0
1165,2020-12-26 03:15:00,0.228,-10.66,26.9,2.656,620.885,-2.195,-0.732,0.35,0.729,143.979,0,0.535,60,0
1166,2020-12-26 03:30:00,0.268,-10.62,27.03,2.237,620.835,-2.249,-0.75,0.35,0.735,144.229,0,0.535,60,0
1167,2020-12-26 03:45:00,0.306,-10.74,27.21,2.082,620.785,-2.373,-0.791,0.35,0.733,143.914,0,0.535,60,0
1168,2020-12-26 04:00:00,0.343,-10.85,28.62,0.986,620.734,-2.152,-0.718,0.35,0.764,144.541,0,0.539,60,0
1169,2020-12-26 04:15:00,0.378,-11.22,28.72,0.818,620.693,-2.336,-0.779,0.35,0.744,143.22,0,0.537,60,0
1170,2020-12-26 04:30:00,0.41,-11.41,28.94,0.541,620.652,-2.334,-0.778,0.35,0.739,142.665,0,0.536,60,0
1171,2020-12-26 04:45:00,0.44,-11.4,28.86,2.558,620.611,-2.344,-0.782,0.35,0.737,142.646,0,0.536,60,0
1172,2020-12-26 05:00:00,0.467,-11.31,28.8,2.229,620.57,-2.115,-0.705,0.35,0.741,142.94,0,0.536,60,0
1173,2020-12-26 05:15:00,0.491,-11.44,28.05,1.74,620.622,-2.194,-0.732,0.35,0.714,141.918,0,0.534,60,0
1174,2020-12-26 05:30:00,0.512,-11.39,28.43,2.433,620.675,-2.152,-0.717,0.35,0.727,142.377,0,0.535,60,0
1175,2020-12-26 05:45:00,0.53,-11.35,28.37,2.01,620.727,-1.963,-0.654,0.35,0.728,142.484,0,0.535,60,0
1176,2020-12-26 06:00:00,0.545,-11.43,28.59,2.379,620.78,-1.999,-0.666,0.35,0.729,142.342,0,0.535,60,0
1177,2020-12-26 06:15:00,0.556,-11.52,28.6,2.461,620.822,-2.041,-0.68,0.35,0.724,142.014,0,0.535,60,0
1178,2020-12-26 06:30:00,0.563,-11.57,28.13,2.432,620.865,-2.101,-0.7,0.35,0.709,141.492,0,0.533,60,0
1179,2020-12-26 06:45:00,0.566,-11.88,29.42,1.872,620.907,-2.24,-0.746,0.35,0.723,141.247,0,0.535,60,0
1180,2020-12-26 07:00:00,0.565,-11.75,28.24,2.379,620.949,-1.929,-0.643,0.35,0.701,140.904,0,0.532,60,0
1181,2020-12-26 07:15:00,0.561,-11.93,30.63,1.154,620.976,-1.625,-0.542,0.35,0.75,141.876,0,0.537,60,0
1182,2020-12-26 07:30:00,0.553,-12.36,30.21,0.593,621.003,0.796,0.265,0.35,0.714,140.003,0,0.534,60,0
1183,2020-12-26 07:45:00,0.541,-12.05,29.71,1.493,621.029,5.74,1.914,0.35,0.72,140.814,0,0.534,60,0
1184,2020-12-26 08:00:00,0.525,-12.18,31.32,0.612,621.056,14.1,4.7,0.35,0.751,141.395,0,0.538,60,0
1185,2020-12-26 08:15:00,0.507,-12.43,31.29,0.751,621.137,76.2,25.4,0.35,0.736,140.447,0,0.536,60,0
1186,2020-12-26 08:30:00,0.484,-12.23,29.64,0.495,621.218,105.9,35.3,0.35,0.708,140.101,0,0.533,0,0
1187,2020-12-26 08:45:00,0.459,-10.85,29.28,0.594,621.299,137.475,45.825,0.35,0.782,145.012,0,0.54,0,0
1188,2020-12-26 09:00:00,0.431,-11.0,28.35,0.794,621.38,170.55,56.85,0.35,0.748,143.78,0,0.537,0,0
1189,2020-12-26 09:15:00,0.401,-10.59,28.27,0.029,621.497,202.65,67.55,0.35,0.771,145.269,0,0.539,0,0
1190,2020-12-26 09:30:00,0.368,-10.15,28.02,1.38,621.614,234.15,78.05,0.35,0.791,146.757,0,0.541,0,0
1191,2020-12-26 09:45:00,0.332,-9.95,27.49,1.327,621.731,267.15,89.05,0.35,0.788,147.121,0,0.541,0,0
1192,2020-12-26 10:00:00,0.295,-9.82,27.16,1.642,621.848,297.6,99.2,0.35,0.787,147.364,0,0.54,0,0
1193,2020-12-26 10:15:00,0.256,-9.33,26.94,1.685,621.756,327.675,109.225,0.35,0.811,149.074,0,0.543,0,0
1194,2020-12-26 10:30:00,0.215,-9.09,27.11,1.768,621.665,355.2,118.4,0.35,0.832,150.137,0,0.545,0,0
1195,2020-12-26 10:45:00,0.173,-8.91,27.25,1.937,621.573,380.4,126.8,0.35,0.848,150.948,0,0.546,0,0
1196,2020-12-26 11:00:00,0.129,-8.73,27.17,1.783,621.481,403.8,134.6,0.35,0.858,151.587,0,0.547,0,0
1197,2020-12-26 11:15:00,0.084,-8.21,25.81,1.728,621.369,422.7,140.9,0.35,0.849,152.508,0,0.546,0,0
1198,2020-12-26 11:30:00,0.038,-7.793,24.76,1.725,621.256,439.2,146.4,0.35,0.841,153.238,0,0.545,0,0
1199,2020-12-26 11:45:00,0.0,-7.71,26.12,1.868,621.144,452.4,150.8,0.35,0.893,154.742,0,0.55,0,0
1200,2020-12-26 12:00:00,0.0,-7.476,25.15,1.793,621.032,462.45,154.15,0.35,0.876,154.833,0,0.548,0,0
1201,2020-12-26 12:15:00,0.0,-6.93,24.5,1.803,620.914,469.125,156.375,0.35,0.89,156.423,0,0.549,0,0
1202,2020-12-26 12:30:00,0.0,-6.594,23.56,1.946,620.795,471.975,157.325,0.35,0.878,156.89,0,0.548,0,0
1203,2020-12-26 12:45:00,0.0,-6.257,22.73,1.604,620.677,471.375,157.125,0.35,0.87,157.432,0,0.547,0,0
