,When,sea,T_a,RH,v_a,p_a,SW_direct,SW_diffuse,a,vp_a,LW_in,cld,e_a,Discharge,Prec
0,2020-12-14 00:00:00,0.0,-9.72,24.25,2.405,617.679,-2.71,-0.904,0.0,0.0,0.0,0,,60,0
1,2020-12-14 00:15:00,0.0,-9.96,23.53,3.023,617.596,-2.32,-0.774,0.35,0.674,143.85,0,0.529,60,0
2,2020-12-14 00:30:00,0.0,-9.93,22.84,2.616,617.513,-2.296,-0.766,0.35,0.656,143.351,0,0.527,60,0
3,2020-12-14 00:45:00,0.0,-9.91,22.26,2.358,617.43,-2.324,-0.774,0.35,0.64,142.9,0,0.525,60,0
4,2020-12-14 01:00:00,0.0,-10.18,22.19,3.143,617.348,-2.47,-0.824,0.35,0.625,141.837,0,0.523,60,0
5,2020-12-14 01:15:00,0.0,-10.14,21.59,2.715,617.332,-2.562,-0.854,0.35,0.61,141.429,0,0.521,60,0
6,2020-12-14 01:30:00,0.0,-10.33,22.54,3.237,617.317,-2.573,-0.858,0.35,0.627,141.6,0,0.523,60,0
7,2020-12-14 01:45:00,0.0,-10.4,21.36,3.201,617.302,-2.38,-0.794,0.35,0.591,140.261,0,0.519,60,0
8,2020-12-14 02:00:00,0.025,-10.31,20.52,2.407,617.286,-2.316,-0.772,0.35,0.572,139.786,0,0.517,60,0
9,2020-12-14 02:15:00,0.071,-10.38,21.67,2.602,617.276,-2.442,-0.814,0.35,0.601,140.623,0,0.52,60,0
10,2020-12-14 02:30:00,0.117,-10.52,22.11,3.325,617.266,-2.521,-0.84,0.35,0.606,140.514,0,0.521,60,0
11,2020-12-14 02:45:00,0.161,-10.66,22.11,3.518,617.255,-2.2,-0.734,0.35,0.599,140.002,0,0.52,60,0
12,2020-12-14 03:00:00,0.204,-10.89,23.49,4.563,617.245,-2.202,-0.734,0.35,0.625,140.372,0,0.523,60,0
13,2020-12-14 03:15:00,0.245,-10.97,22.81,4.716,617.185,-2.406,-0.802,0.35,0.603,139.492,0,0.521,60,0
14,2020-12-14 03:30:00,0.285,-11.22,22.97,4.815,617.125,-2.442,-0.814,0.35,0.595,138.722,0,0.52,60,0
15,2020-12-14 03:45:00,0.323,-11.25,21.95,4.163,617.064,-2.311,-0.77,0.35,0.568,137.716,0,0.516,60,0
16,2020-12-14 04:00:00,0.359,-11.38,22.1,5.008,617.004,-2.365,-0.788,0.35,0.565,137.382,0,0.516,60,0
17,2020-12-14 04:15:00,0.392,-11.41,22.73,4.75,616.964,-2.434,-0.812,0.35,0.58,137.826,0,0.518,60,0
18,2020-12-14 04:30:00,0.424,-11.43,22.91,4.58,616.924,-2.318,-0.773,0.35,0.584,137.909,0,0.518,60,0
19,2020-12-14 04:45:00,0.453,-11.43,21.6,5.029,616.884,-2.275,-0.758,0.35,0.55,136.754,0,0.514,60,0
20,2020-12-14 05:00:00,0.479,-11.41,21.89,5.004,616.844,-2.227,-0.742,0.35,0.559,137.086,0,0.515,60,0
21,2020-12-14 05:15:00,0.502,-11.32,19.92,4.603,616.917,-2.275,-0.758,0.35,0.512,135.571,0,0.509,60,0
22,2020-12-14 05:30:00,0.522,-11.29,19.78,4.575,616.989,-2.228,-0.743,0.35,0.51,135.541,0,0.508,60,0
23,2020-12-14 05:45:00,0.538,-11.3,20.41,4.299,617.062,-2.356,-0.786,0.35,0.526,136.114,0,0.511,60,0
24,2020-12-14 06:00:00,0.551,-11.11,18.69,4.691,617.134,-2.332,-0.778,0.35,0.489,135.083,0,0.505,60,0
25,2020-12-14 06:15:00,0.561,-11.28,19.24,4.348,617.207,-2.126,-0.708,0.35,0.496,135.042,0,0.506,60,0
26,2020-12-14 06:30:00,0.566,-11.42,19.99,5.167,617.279,-2.165,-0.722,0.35,0.51,135.284,0,0.508,60,0
27,2020-12-14 06:45:00,0.568,-11.3,19.29,4.71,617.352,-2.126,-0.709,0.35,0.497,135.021,0,0.507,60,0
28,2020-12-14 07:00:00,0.566,-11.45,18.78,5.022,617.425,-2.326,-0.776,0.35,0.478,133.978,0,0.504,60,0
29,2020-12-14 07:15:00,0.56,-11.46,20.14,5.6,617.488,-1.015,-0.338,0.35,0.512,135.287,0,0.509,60,0
30,2020-12-14 07:30:00,0.55,-11.48,18.17,5.038,617.55,2.492,0.831,0.35,0.461,133.242,0,0.501,60,0
31,2020-12-14 07:45:00,0.537,-11.32,19.32,5.517,617.613,8.07,2.69,0.35,0.497,134.98,0,0.507,60,0
32,2020-12-14 08:00:00,0.52,-11.41,18.75,5.518,617.676,39.93,13.31,0.35,0.479,134.087,0,0.504,60,0
33,2020-12-14 08:15:00,0.5,-11.26,17.83,4.995,617.766,94.5,31.5,0.35,0.461,133.651,0,0.501,60,0
34,2020-12-14 08:30:00,0.476,-10.97,18.36,4.54,617.856,125.025,41.675,0.35,0.485,135.234,0,0.505,0,0
35,2020-12-14 08:45:00,0.45,-10.86,18.94,4.222,617.946,156.975,52.325,0.35,0.505,136.227,0,0.508,0,0
36,2020-12-14 09:00:00,0.421,-10.52,18.16,3.92,618.035,189.75,63.25,0.35,0.498,136.618,0,0.506,0,0
37,2020-12-14 09:15:00,0.389,-9.92,20.66,2.826,618.148,222.975,74.325,0.35,0.594,141.348,0,0.519,0,0
38,2020-12-14 09:30:00,0.355,-10.12,22.04,1.271,618.26,255.75,85.25,0.35,0.624,141.92,0,0.523,0,0
39,2020-12-14 09:45:00,0.319,-9.37,21.17,0.988,618.373,288.45,96.15,0.35,0.636,143.879,0,0.524,0,0
40,2020-12-14 10:00:00,0.281,-8.85,21.36,1.331,618.485,318.825,106.275,0.35,0.668,146.013,0,0.528,0,0
41,2020-12-14 10:15:00,0.241,-8.48,21.12,1.468,618.467,348.525,116.175,0.35,0.68,147.175,0,0.529,0,0
42,2020-12-14 10:30:00,0.2,-7.921,18.87,1.29,618.448,374.175,124.725,0.35,0.635,146.922,0,0.524,0,0
43,2020-12-14 10:45:00,0.157,-7.415,19.87,1.162,618.43,398.025,132.675,0.35,0.695,149.942,0,0.53,0,0
44,2020-12-14 11:00:00,0.113,-7.745,21.32,1.473,618.412,422.775,140.925,0.35,0.727,150.183,0,0.534,0,0
45,2020-12-14 11:15:00,0.067,-7.632,23.42,1.419,618.292,366.3,122.1,0.35,0.806,152.654,0,0.542,0,0
46,2020-12-14 11:30:00,0.02,-7.198,21.27,1.947,618.172,366.0,122.0,0.35,0.757,152.25,0,0.537,0,0
47,2020-12-14 11:45:00,0.0,-7.213,21.49,1.491,618.053,410.175,136.725,0.35,0.764,152.415,0,0.537,0,0
48,2020-12-14 12:00:00,0.0,-7.023,25.96,2.05,617.933,504.525,168.175,0.35,0.936,157.348,0,0.553,0,0
49,2020-12-14 12:15:00,0.0,-6.635,23.45,1.356,617.849,465.6,155.2,0.35,0.871,156.621,0,0.547,0,0
50,2020-12-14 12:30:00,0.0,-6.691,22.51,1.146,617.764,464.925,154.975,0.35,0.833,155.486,0,0.544,0,0
51,2020-12-14 12:45:00,0.0,-6.079,19.97,1.292,617.68,524.475,174.825,0.35,0.775,155.248,0,0.538,0,0
52,2020-12-14 13:00:00,0.0,-5.59,17.49,2.163,617.595,487.5,162.5,0.35,0.704,154.235,0,0.531,0,0
53,2020-12-14 13:15:00,0.0,-5.753,18.54,2.031,617.522,456.75,152.25,0.35,0.737,154.884,0,0.534,0,0
54,2020-12-14 13:30:00,0.0,-5.731,18.78,2.77,617.449,385.05,128.35,0.35,0.748,155.256,0,0.535,0,0
55,2020-12-14 13:45:00,0.0,-5.734,17.32,1.86,617.376,328.5,109.5,0.35,0.69,153.459,0,0.529,0,0
56,2020-12-14 14:00:00,0.0,-5.772,15.3,2.028,617.303,278.625,92.875,0.35,0.607,150.619,0,0.52,0,0
57,2020-12-14 14:15:00,0.0,-5.51,15.49,1.812,617.292,250.65,83.55,0.35,0.627,151.89,0,0.522,0,0
58,2020-12-14 14:30:00,0.0,-5.309,15.38,3.087,617.28,266.475,88.825,0.35,0.633,152.509,0,0.523,0,0
59,2020-12-14 14:45:00,0.0,-5.683,13.57,3.391,617.269,237.75,79.25,0.35,0.542,148.394,0,0.511,0,0
60,2020-12-14 15:00:00,0.0,-5.506,13.11,3.661,617.258,211.5,70.5,0.35,0.531,148.328,0,0.51,0,0
61,2020-12-14 15:15:00,0.0,-5.312,12.38,2.865,617.266,189.675,63.225,0.35,0.509,147.842,0,0.507,0,0
62,2020-12-14 15:30:00,0.0,-5.254,11.83,3.059,617.274,207.375,69.125,0.35,0.489,147.101,0,0.504,0,0
63,2020-12-14 15:45:00,0.0,-5.391,11.18,2.284,617.283,139.875,46.625,0.35,0.457,145.414,0,0.499,0,0
64,2020-12-14 16:00:00,0.0,-5.363,12.23,1.94,617.291,120.9,40.3,0.35,0.501,147.395,0,0.505,0,0
65,2020-12-14 16:15:00,0.0,-5.581,12.13,2.97,617.274,70.5,23.5,0.35,0.489,146.412,0,0.504,60,0
66,2020-12-14 16:30:00,0.0,-5.768,14.18,2.458,617.258,27.315,9.105,0.35,0.563,149.008,0,0.514,60,0
67,2020-12-14 16:45:00,0.0,-5.797,13.92,3.333,617.241,17.22,5.74,0.35,0.552,148.505,0,0.513,60,0
68,2020-12-14 17:00:00,0.0,-5.862,14.9,2.75,617.224,9.218,3.072,0.35,0.588,149.708,0,0.517,60,0
69,2020-12-14 17:15:00,0.0,-6.233,16.58,2.742,617.243,1.381,0.46,0.35,0.635,150.586,0,0.523,60,0
70,2020-12-14 17:30:00,0.0,-6.491,18.71,2.544,617.261,-2.276,-0.758,0.35,0.703,152.206,0,0.531,60,0
71,2020-12-14 17:45:00,0.0,-6.68,20.69,1.41,617.279,-3.271,-1.09,0.35,0.766,153.668,0,0.538,60,0
72,2020-12-14 18:00:00,0.0,-7.103,21.09,0.801,617.298,-3.295,-1.098,0.35,0.756,152.435,0,0.537,60,0
73,2020-12-14 18:15:00,0.0,-7.299,22.85,0.505,617.349,-2.903,-0.968,0.35,0.807,153.42,0,0.542,60,0
74,2020-12-14 18:30:00,0.0,-7.221,18.78,0.502,617.4,-2.854,-0.951,0.35,0.667,149.478,0,0.527,60,0
75,2020-12-14 18:45:00,0.0,-7.223,17.75,1.192,617.452,-2.763,-0.921,0.35,0.63,148.271,0,0.523,60,0
76,2020-12-14 19:00:00,0.0,-7.021,17.04,1.441,617.504,-2.72,-0.906,0.35,0.615,148.171,0,0.521,60,0
77,2020-12-14 19:15:00,0.0,-7.075,16.93,0.544,617.549,-2.56,-0.853,0.35,0.608,147.83,0,0.52,60,0
78,2020-12-14 19:30:00,0.0,-7.215,18.88,0.79,617.594,-2.423,-0.808,0.35,0.671,149.614,0,0.528,60,0
79,2020-12-14 19:45:00,0.0,-7.268,22.91,0.445,617.639,-2.9,-0.966,0.35,0.811,153.599,0,0.542,60,0
80,2020-12-14 20:00:00,0.0,-7.5,19.22,1.559,617.684,-2.626,-0.875,0.35,0.668,148.907,0,0.527,60,0
81,2020-12-14 20:15:00,0.0,-7.589,19.52,1.164,617.691,-2.714,-0.905,0.35,0.674,148.897,0,0.528,60,0
82,2020-12-14 20:30:00,0.0,-7.558,18.88,0.989,617.698,-2.653,-0.884,0.35,0.653,148.307,0,0.526,60,0
83,2020-12-14 20:45:00,0.0,-7.376,15.47,1.112,617.705,-2.395,-0.798,0.35,0.543,144.819,0,0.512,60,0
84,2020-12-14 21:00:00,0.0,-7.41,16.84,0.801,617.713,-2.568,-0.856,0.35,0.589,146.458,0,0.518,60,0
85,2020-12-14 21:15:00,0.0,-7.566,17.93,1.34,617.757,-2.216,-0.738,0.35,0.62,147.187,0,0.522,60,0
86,2020-12-14 21:30:00,0.0,-7.646,17.83,2.355,617.801,-1.944,-0.648,0.35,0.613,146.768,0,0.521,60,0
87,2020-12-14 21:45:00,0.0,-7.738,17.81,2.771,617.845,-2.03,-0.677,0.35,0.608,146.399,0,0.52,60,0
88,2020-12-14 22:00:00,0.0,-7.693,17.54,2.545,617.889,-1.619,-0.54,0.35,0.601,146.249,0,0.519,60,0
89,2020-12-14 22:15:00,0.0,-7.75,16.4,2.472,617.886,-1.448,-0.482,0.35,0.559,144.64,0,0.514,60,0
90,2020-12-14 22:30:00,0.0,-7.831,17.19,2.63,617.883,-1.619,-0.54,0.35,0.582,145.313,0,0.517,60,0
91,2020-12-14 22:45:00,0.0,-7.893,16.8,1.927,617.881,-1.584,-0.528,0.35,0.566,144.607,0,0.515,60,0
92,2020-12-14 23:00:00,0.0,-7.898,16.56,1.855,617.878,-1.712,-0.571,0.35,0.558,144.292,0,0.514,60,0
93,2020-12-14 23:15:00,0.0,-8.14,17.1,1.241,617.813,-1.641,-0.547,0.35,0.565,144.056,0,0.515,60,0
94,2020-12-14 23:30:00,0.0,-8.35,18.32,0.784,617.749,-1.612,-0.537,0.35,0.596,144.698,0,0.519,60,0
95,2020-12-14 23:45:00,0.0,-8.32,17.84,1.874,617.685,-1.521,-0.507,0.35,0.582,144.262,0,0.517,60,0
96,2020-12-15 00:00:00,0.0,-8.42,17.22,1.625,617.621,-1.476,-0.492,0.35,0.557,143.165,0,0.514,60,0
97,2020-12-15 00:15:00,0.0,-8.33,17.63,1.858,617.606,-1.424,-0.475,0.35,0.574,143.981,0,0.516,60,0
98,2020-12-15 00:30:00,0.0,-8.36,17.96,2.16,617.591,-1.352,-0.451,0.35,0.584,144.251,0,0.517,60,0
99,2020-12-15 00:45:00,0.0,-8.34,18.54,1.551,617.576,-1.167,-0.389,0.35,0.604,144.982,0,0.52,60,0
100,2020-12-15 01:00:00,0.0,-8.47,18.02,1.026,617.562,-1.1,-0.367,0.35,0.581,143.912,0,0.517,60,0
101,2020-12-15 01:15:00,0.0,-8.42,18.4,2.357,617.521,-1.199,-0.4,0.35,0.595,144.527,0,0.519,60,0
102,2020-12-15 01:30:00,0.0,-8.38,18.85,1.218,617.48,-1.183,-0.394,0.35,0.612,145.177,0,0.521,60,0
103,2020-12-15 01:45:00,0.0,-8.25,18.2,2.345,617.439,-1.103,-0.368,0.35,0.597,144.935,0,0.519,60,0
104,2020-12-15 02:00:00,0.023,-8.44,18.73,2.3,617.398,-1.132,-0.378,0.35,0.605,144.82,0,0.52,60,0
105,2020-12-15 02:15:00,0.069,-8.4,18.93,1.593,617.372,-1.132,-0.378,0.35,0.613,145.19,0,0.521,60,0
106,2020-12-15 02:30:00,0.115,-8.64,19.52,2.086,617.345,-1.162,-0.387,0.35,0.621,144.929,0,0.522,60,0
107,2020-12-15 02:45:00,0.159,-8.61,19.41,1.451,617.319,-1.1,-0.367,0.35,0.619,144.924,0,0.522,60,0
108,2020-12-15 03:00:00,0.202,-8.54,20.1,1.099,617.292,-1.306,-0.436,0.35,0.644,145.912,0,0.525,60,0
109,2020-12-15 03:15:00,0.243,-8.72,20.56,1.29,617.281,-1.19,-0.397,0.35,0.65,145.707,0,0.526,60,0
110,2020-12-15 03:30:00,0.283,-8.72,20.27,1.662,617.269,-1.358,-0.452,0.35,0.641,145.411,0,0.524,60,0
111,2020-12-15 03:45:00,0.321,-8.61,20.16,2.076,617.258,-1.338,-0.446,0.35,0.643,145.711,0,0.525,60,0
112,2020-12-15 04:00:00,0.357,-8.76,20.37,1.432,617.246,-1.182,-0.394,0.35,0.642,145.363,0,0.525,60,0
113,2020-12-15 04:15:00,0.391,-8.92,21.59,1.803,617.261,-1.267,-0.422,0.35,0.672,145.972,0,0.528,60,0
114,2020-12-15 04:30:00,0.422,-9.09,22.25,1.065,617.276,-1.385,-0.462,0.35,0.683,145.959,0,0.529,60,0
115,2020-12-15 04:45:00,0.451,-9.22,22.44,1.261,617.292,-1.492,-0.497,0.35,0.682,145.646,0,0.529,60,0
116,2020-12-15 05:00:00,0.477,-9.22,23.15,1.634,617.307,-1.287,-0.429,0.35,0.703,146.296,0,0.532,60,0
117,2020-12-15 05:15:00,0.5,-9.32,23.71,1.015,617.334,-1.559,-0.52,0.35,0.715,146.417,0,0.533,60,0
118,2020-12-15 05:30:00,0.52,-9.22,22.84,1.215,617.362,-1.732,-0.578,0.35,0.694,146.014,0,0.531,60,0
119,2020-12-15 05:45:00,0.537,-9.24,22.99,1.006,617.39,-1.687,-0.562,0.35,0.697,146.075,0,0.531,60,0
120,2020-12-15 06:00:00,0.55,-9.27,23.5,1.662,617.418,-1.611,-0.537,0.35,0.711,146.42,0,0.533,60,0
121,2020-12-15 06:15:00,0.56,-9.36,23.84,1.084,617.474,-1.784,-0.594,0.35,0.716,146.38,0,0.533,60,0
122,2020-12-15 06:30:00,0.565,-9.34,24.1,0.989,617.53,-2.085,-0.695,0.35,0.725,146.682,0,0.534,60,0
123,2020-12-15 06:45:00,0.567,-9.29,24.06,1.283,617.586,-1.751,-0.584,0.35,0.727,146.838,0,0.534,60,0
124,2020-12-15 07:00:00,0.565,-9.36,25.91,1.874,617.642,-1.539,-0.513,0.35,0.779,148.131,0,0.54,60,0
125,2020-12-15 07:15:00,0.559,-9.51,25.63,0.608,617.695,-0.922,-0.308,0.35,0.761,147.328,0,0.538,60,0
126,2020-12-15 07:30:00,0.55,-9.34,25.33,1.564,617.749,2.217,0.739,0.35,0.762,147.729,0,0.538,60,0
127,2020-12-15 07:45:00,0.537,-9.37,25.45,1.477,617.802,14.13,4.71,0.35,0.764,147.714,0,0.538,60,0
128,2020-12-15 08:00:00,0.52,-9.32,25.61,1.95,617.855,29.197,9.732,0.35,0.772,148.038,0,0.539,60,0
129,2020-12-15 08:15:00,0.5,-9.09,25.15,0.904,617.935,47.91,15.97,0.35,0.772,148.536,0,0.539,60,0
130,2020-12-15 08:30:00,0.476,-8.87,24.17,1.071,618.015,70.425,23.475,0.35,0.755,148.537,0,0.537,60,0
131,2020-12-15 08:45:00,0.45,-8.51,23.99,1.445,618.095,81.75,27.25,0.35,0.771,149.762,0,0.538,60,0
132,2020-12-15 09:00:00,0.421,-8.38,24.17,1.777,618.175,96.0,32.0,0.35,0.784,150.425,0,0.54,60,0
133,2020-12-15 09:15:00,0.39,-8.25,23.74,2.099,618.201,124.2,41.4,0.35,0.778,150.543,0,0.539,0,0
134,2020-12-15 09:30:00,0.356,-8.02,23.33,1.725,618.228,151.725,50.575,0.35,0.779,151.059,0,0.539,0,0
135,2020-12-15 09:45:00,0.32,-7.709,22.8,3.581,618.254,192.825,64.275,0.35,0.78,151.77,0,0.539,0,0
136,2020-12-15 10:00:00,0.282,-7.587,22.93,3.796,618.28,197.475,65.825,0.35,0.792,152.369,0,0.54,0,0
137,2020-12-15 10:15:00,0.242,-7.48,22.49,4.706,618.275,232.425,77.475,0.35,0.783,152.365,0,0.539,0,0
138,2020-12-15 10:30:00,0.201,-7.483,22.78,5.302,618.27,217.2,72.4,0.35,0.793,152.632,0,0.54,0,0
139,2020-12-15 10:45:00,0.158,-7.3,22.65,4.771,618.265,222.75,74.25,0.35,0.8,153.223,0,0.541,0,0
140,2020-12-15 11:00:00,0.113,-7.308,22.38,3.831,618.26,243.075,81.025,0.35,0.79,152.93,0,0.54,0,0
141,2020-12-15 11:15:00,0.068,-7.391,22.77,4.362,618.154,261.075,87.025,0.35,0.798,152.982,0,0.541,0,0
142,2020-12-15 11:30:00,0.021,-7.044,22.39,4.707,618.049,242.025,80.675,0.35,0.806,153.975,0,0.542,0,0
143,2020-12-15 11:45:00,0.0,-6.929,22.13,4.103,617.943,248.1,82.7,0.35,0.804,154.17,0,0.541,0,0
144,2020-12-15 12:00:00,0.0,-6.828,21.94,4.116,617.838,246.075,82.025,0.35,0.803,154.378,0,0.541,0,0
145,2020-12-15 12:15:00,0.0,-6.65,22.11,2.821,617.78,232.2,77.4,0.35,0.821,155.251,0,0.543,0,0
146,2020-12-15 12:30:00,0.0,-6.613,22.3,4.723,617.722,232.2,77.4,0.35,0.83,155.587,0,0.544,0,0
147,2020-12-15 12:45:00,0.0,-6.49,21.8,5.228,617.664,234.075,78.025,0.35,0.819,155.57,0,0.543,0,0
148,2020-12-15 13:00:00,0.0,-6.544,22.58,4.046,617.606,210.225,70.075,0.35,0.845,156.139,0,0.545,0,0
149,2020-12-15 13:15:00,0.0,-6.419,22.51,3.471,617.561,244.125,81.375,0.35,0.851,156.567,0,0.546,0,0
150,2020-12-15 13:30:00,0.0,-6.136,21.87,3.764,617.516,197.775,65.925,0.35,0.844,157.049,0,0.545,0,0
151,2020-12-15 13:45:00,0.0,-6.269,23.41,3.568,617.47,217.425,72.475,0.35,0.895,158.048,0,0.549,0,0
152,2020-12-15 14:00:00,0.0,-6.38,23.04,3.456,617.425,172.875,57.625,0.35,0.873,157.244,0,0.548,0,0
153,2020-12-15 14:15:00,0.0,-6.418,23.7,4.395,617.437,166.8,55.6,0.35,0.896,157.727,0,0.55,0,0
154,2020-12-15 14:30:00,0.0,-6.601,24.54,4.195,617.448,154.8,51.6,0.35,0.914,157.777,0,0.551,0,0
155,2020-12-15 14:45:00,0.0,-6.668,24.76,2.973,617.46,158.25,52.75,0.35,0.918,157.709,0,0.552,0,0
156,2020-12-15 15:00:00,0.0,-6.492,24.19,3.252,617.471,162.6,54.2,0.35,0.909,157.892,0,0.551,0,0
157,2020-12-15 15:15:00,0.0,-6.618,24.39,3.38,617.451,124.65,41.55,0.35,0.908,157.571,0,0.551,0,0
158,2020-12-15 15:30:00,0.0,-6.645,23.93,2.795,617.43,105.75,35.25,0.35,0.889,157.035,0,0.549,0,0
159,2020-12-15 15:45:00,0.0,-6.646,23.9,4.648,617.409,83.625,27.875,0.35,0.887,157.003,0,0.549,60,0
160,2020-12-15 16:00:00,0.0,-6.78,23.18,3.81,617.389,61.95,20.65,0.35,0.852,155.785,0,0.546,60,0
161,2020-12-15 16:15:00,0.0,-6.685,23.92,3.209,617.318,46.552,15.518,0.35,0.885,156.866,0,0.549,60,0
162,2020-12-15 16:30:00,0.0,-6.767,24.05,1.872,617.247,30.975,10.325,0.35,0.885,156.659,0,0.549,60,0
163,2020-12-15 16:45:00,0.0,-6.788,23.45,2.654,617.176,22.155,7.385,0.35,0.861,156.011,0,0.547,60,0
164,2020-12-15 17:00:00,0.0,-6.882,23.99,3.944,617.106,9.435,3.145,0.35,0.875,156.145,0,0.548,60,0
165,2020-12-15 17:15:00,0.0,-6.956,24.93,2.222,617.152,1.574,0.525,0.35,0.904,156.708,0,0.55,60,0
166,2020-12-15 17:30:00,0.0,-7.091,26.9,2.197,617.198,-1.248,-0.416,0.35,0.965,157.875,0,0.556,60,0
167,2020-12-15 17:45:00,0.0,-7.289,29.35,4.384,617.244,-1.672,-0.557,0.35,1.037,159.046,0,0.561,60,0
168,2020-12-15 18:00:00,0.0,-7.392,30.68,2.374,617.29,-1.803,-0.601,0.35,1.075,159.635,0,0.564,60,0
169,2020-12-15 18:15:00,0.0,-7.619,28.81,4.331,617.371,-2.298,-0.766,0.35,0.992,157.291,0,0.558,60,0
170,2020-12-15 18:30:00,0.0,-7.527,28.57,6.034,617.452,-2.906,-0.968,0.35,0.991,157.474,0,0.558,60,0
171,2020-12-15 18:45:00,0.0,-7.645,30.64,2.265,617.533,-2.582,-0.861,0.35,1.053,158.575,0,0.563,60,0
172,2020-12-15 19:00:00,0.0,-7.768,28.03,2.917,617.614,-2.72,-0.907,0.35,0.954,156.078,0,0.555,60,0
173,2020-12-15 19:15:00,0.0,-7.798,29.37,2.046,617.641,-2.946,-0.982,0.35,0.997,157.002,0,0.558,60,0
174,2020-12-15 19:30:00,0.0,-7.884,27.65,3.047,617.668,-2.728,-0.91,0.35,0.933,155.311,0,0.553,60,0
175,2020-12-15 19:45:00,0.0,-7.968,26.76,3.23,617.696,-2.744,-0.914,0.35,0.897,154.254,0,0.55,60,0
176,2020-12-15 20:00:00,0.0,-7.907,23.81,3.745,617.723,-2.527,-0.842,0.35,0.802,151.939,0,0.541,60,0
177,2020-12-15 20:15:00,0.0,-7.939,23.09,3.513,617.71,-2.594,-0.865,0.35,0.776,151.15,0,0.539,60,0
178,2020-12-15 20:30:00,0.0,-7.893,22.81,3.407,617.697,-2.781,-0.927,0.35,0.769,151.065,0,0.538,60,0
179,2020-12-15 20:45:00,0.0,-7.959,22.59,4.783,617.685,-2.781,-0.927,0.35,0.758,150.6,0,0.537,60,0
180,2020-12-15 21:00:00,0.0,-7.995,22.92,4.476,617.672,-2.471,-0.824,0.35,0.767,150.773,0,0.538,60,0
181,2020-12-15 21:15:00,0.0,-8.05,22.32,5.456,617.724,-2.593,-0.864,0.35,0.743,149.991,0,0.536,60,0
182,2020-12-15 21:30:00,0.0,-8.13,22.26,3.958,617.776,-2.644,-0.881,0.35,0.737,149.625,0,0.535,60,0
183,2020-12-15 21:45:00,0.0,-8.16,21.89,3.859,617.828,-2.531,-0.844,0.35,0.723,149.153,0,0.533,60,0
184,2020-12-15 22:00:00,0.0,-8.22,21.34,3.12,617.88,-2.341,-0.78,0.35,0.701,148.382,0,0.531,60,0
185,2020-12-15 22:15:00,0.0,-8.23,21.02,5.91,617.856,-2.398,-0.8,0.35,0.69,148.024,0,0.53,60,0
186,2020-12-15 22:30:00,0.0,-8.33,21.18,4.809,617.833,-2.211,-0.737,0.35,0.69,147.804,0,0.53,60,0
187,2020-12-15 22:45:00,0.0,-8.45,20.94,4.873,617.809,-2.333,-0.778,0.35,0.676,147.108,0,0.528,60,0
188,2020-12-15 23:00:00,0.0,-8.49,20.54,4.897,617.786,-2.278,-0.759,0.35,0.661,146.553,0,0.527,60,0
189,2020-12-15 23:15:00,0.0,-8.52,20.49,3.885,617.686,-2.462,-0.821,0.35,0.658,146.388,0,0.526,60,0
190,2020-12-15 23:30:00,0.0,-8.71,21.19,2.706,617.587,-2.528,-0.842,0.35,0.67,146.374,0,0.528,60,0
191,2020-12-15 23:45:00,0.0,-8.88,21.3,2.77,617.487,-2.6,-0.866,0.35,0.665,145.841,0,0.527,60,0
192,2020-12-16 00:00:00,0.0,-8.83,21.33,4.063,617.388,-2.41,-0.804,0.35,0.668,146.059,0,0.528,60,0
193,2020-12-16 00:15:00,0.0,-8.81,21.49,3.288,617.336,-2.428,-0.809,0.35,0.674,146.29,0,0.528,60,0
194,2020-12-16 00:30:00,0.0,-8.93,22.02,3.117,617.284,-2.444,-0.815,0.35,0.684,146.346,0,0.53,60,0
195,2020-12-16 00:45:00,0.0,-8.97,22.56,3.84,617.232,-2.554,-0.852,0.35,0.699,146.702,0,0.531,60,0
196,2020-12-16 01:00:00,0.0,-9.09,23.22,2.737,617.181,-2.448,-0.816,0.35,0.713,146.852,0,0.533,60,0
197,2020-12-16 01:15:00,0.0,-9.29,23.94,2.107,617.195,-2.479,-0.826,0.35,0.723,146.733,0,0.534,60,0
198,2020-12-16 01:30:00,0.0,-9.54,24.99,0.983,617.21,-2.476,-0.825,0.35,0.74,146.683,0,0.536,60,0
199,2020-12-16 01:45:00,0.0,-9.85,25.63,1.464,617.225,-2.416,-0.805,0.35,0.741,146.034,0,0.536,60,0
200,2020-12-16 02:00:00,0.021,-9.84,26.02,1.393,617.24,-2.464,-0.822,0.35,0.753,146.388,0,0.537,60,0
201,2020-12-16 02:15:00,0.067,-9.91,25.79,1.401,617.188,-2.299,-0.766,0.35,0.742,145.937,0,0.536,60,0
202,2020-12-16 02:30:00,0.113,-9.88,25.24,0.988,617.136,-2.539,-0.846,0.35,0.728,145.601,0,0.535,60,0
203,2020-12-16 02:45:00,0.157,-9.9,25.63,1.245,617.084,-2.185,-0.728,0.35,0.738,145.845,0,0.536,60,0
204,2020-12-16 03:00:00,0.2,-10.06,26.17,0.787,617.032,-2.378,-0.792,0.35,0.744,145.673,0,0.536,60,0
205,2020-12-16 03:15:00,0.241,-10.16,26.2,0.849,616.974,-2.485,-0.828,0.35,0.739,145.318,0,0.536,60,0
206,2020-12-16 03:30:00,0.281,-10.34,26.62,1.01,616.916,-2.302,-0.768,0.35,0.74,144.968,0,0.536,60,0
