When,T_a,RH,v_a,SW_global,Prec,p_a,missing_type,cld
2021-02-18 19:00:00,-4.062,19.684,4.814,0.0,0,624.328,-,0
2021-02-18 20:00:00,-4.417,18.961,1.925,0.0,0,624.936,-,0
2021-02-18 21:00:00,-4.762,20.346,2.012,0.0,0,625.302,-,0
2021-02-18 22:00:00,-5.166,22.876,1.632,0.0,0,625.483,-,0
2021-02-18 23:00:00,-6.407,24.806,2.612,0.0,0,625.734,-,0
2021-02-19 00:00:00,-6.39,23.717,3.368,0.0,0,625.906,-,0
2021-02-19 01:00:00,-7.487,28.112,1.706,0.0,0,626.267,-,0
2021-02-19 02:00:00,-7.35,26.152,2.1,0.0,0,626.664,-,0
2021-02-19 03:00:00,-8.644,30.785,1.828,0.0,0,626.781,-,0
2021-02-19 04:00:00,-9.049,31.903,1.965,0.0,0,627.114,-,0
2021-02-19 05:00:00,-9.291,32.735,3.235,0.0,0,627.504,-,0
2021-02-19 06:00:00,-9.767,33.014,2.606,0.0,0,627.871,-,0
2021-02-19 07:00:00,-9.683,33.646,4.458,28.244,0,628.548,-,0
2021-02-19 08:00:00,-9.327,32.212,3.489,213.35,0,629.267,-,0
2021-02-19 09:00:00,-7.415,33.528,1.474,423.175,0,629.666,-,0
2021-02-19 10:00:00,-5.181,30.798,2.096,615.925,0,629.774,-,0
2021-02-19 11:00:00,-3.887,29.732,2.269,755.0,0,629.516,-,0
2021-02-19 12:00:00,-2.552,26.78,2.568,829.75,0,628.835,-,0
2021-02-19 13:00:00,-1.334,25.014,3.013,825.5,0,627.96,-,0
2021-02-19 14:00:00,-0.221,23.57,2.95,738.9,0,627.203,-,0
2021-02-19 15:00:00,0.455,21.867,2.718,585.875,0,626.777,-,0
2021-02-19 16:00:00,0.818,21.107,2.017,382.725,0,626.614,-,0
2021-02-19 17:00:00,-0.168,20.298,1.775,104.452,0,626.738,-,0
2021-02-19 18:00:00,-1.339,24.909,1.994,1.668,0,627.12,-,0
2021-02-19 19:00:00,-1.957,25.878,3.728,0.0,0,627.534,-,0
2021-02-19 20:00:00,-2.282,25.861,2.491,0.0,0,627.859,-,0
2021-02-19 21:00:00,-2.829,26.214,2.779,0.0,0,628.123,-,0
2021-02-19 22:00:00,-3.096,26.44,3.194,0.0,0,628.198,-,0
2021-02-19 23:00:00,-3.385,28.781,2.658,0.0,0,628.082,-,0
2021-02-20 00:00:00,-4.105,32.221,1.63,0.0,0,627.893,-,0
2021-02-20 01:00:00,-4.067,32.382,1.432,0.0,0,627.71,-,0
2021-02-20 02:00:00,-4.665,34.735,0.992,0.0,0,627.551,-,0
2021-02-20 03:00:00,-5.578,37.303,0.713,0.0,0,627.356,-,0
2021-02-20 04:00:00,-5.203,35.414,0.624,0.0,0,627.326,-,0
2021-02-20 05:00:00,-5.795,35.552,1.241,0.0,0,627.352,-,0
2021-02-20 06:00:00,-5.828,35.722,1.712,0.0,0,627.709,-,0
2021-02-20 07:00:00,-5.948,37.455,0.52,14.308,0,627.907,-,0
2021-02-20 08:00:00,-5.369,35.423,0.236,157.115,0,628.175,-,0
2021-02-20 09:00:00,-3.421,28.188,0.843,311.35,0,628.592,-,0
2021-02-20 10:00:00,-1.866,25.49,1.443,509.9,0,628.508,-,0
2021-02-20 11:00:00,-0.701,23.995,1.899,540.075,0,627.878,-,0
2021-02-20 12:00:00,0.779,23.376,2.018,747.55,0,627.107,-,0
2021-02-20 13:00:00,2.292,21.905,1.89,785.6,0,626.157,-,0
2021-02-20 14:00:00,2.566,21.046,2.019,621.775,0,625.482,-,0
2021-02-20 15:00:00,2.734,22.28,1.657,566.4,0,625.296,-,0
2021-02-20 16:00:00,2.489,34.932,1.787,171.15,0,625.159,-,0
2021-02-20 17:00:00,1.816,41.514,2.66,76.97,0,625.046,-,0
2021-02-20 18:00:00,1.424,41.561,1.786,3.504,0,625.215,-,0
2021-02-20 19:00:00,0.584,44.942,0.797,0.0,0,625.54,-,0
2021-02-20 20:00:00,0.102,46.935,0.89,0.0,0,625.864,-,0
2021-02-20 21:00:00,-0.314,45.489,1.399,0.0,0,626.065,-,0
2021-02-20 22:00:00,-0.764,49.518,1.897,0.0,0,626.161,-,0
2021-02-20 23:00:00,-1.304,62.466,1.444,0.0,0,626.16,-,0
2021-02-21 00:00:00,-1.97,67.035,1.345,0.0,0,626.062,-,0
2021-02-21 01:00:00,-3.299,80.798,1.051,0.0,0,625.982,-,0
2021-02-21 02:00:00,-3.885,82.397,1.277,0.0,0,625.887,-,0
2021-02-21 03:00:00,-3.982,85.684,0.924,0.0,0,625.721,-,0
2021-02-21 04:00:00,-4.257,88.684,0.666,0.0,0,625.687,-,0
2021-02-21 05:00:00,-4.551,88.019,1.894,0.0,0,625.818,-,0
2021-02-21 06:00:00,-5.236,85.817,0.55,0.0,0,626.279,-,0
2021-02-21 07:00:00,-5.662,81.453,0.975,23.257,0,626.664,-,0
2021-02-21 08:00:00,-4.756,75.855,1.791,132.8,0,627.172,-,0
2021-02-21 09:00:00,-2.902,75.044,0.637,286.775,0,627.639,-,0
2021-02-21 10:00:00,-1.791,74.183,1.073,591.15,0,627.565,-,0
2021-02-21 11:00:00,-0.502,64.813,1.133,718.925,0,627.361,-,0
2021-02-21 12:00:00,1.084,52.578,2.27,780.45,0,626.686,-,0
2021-02-21 13:00:00,1.89,43.312,3.322,684.375,0,625.971,-,0
2021-02-21 14:00:00,2.411,39.316,2.908,474.5,0,625.437,-,0
2021-02-21 15:00:00,2.411,35.895,3.144,371.825,0,624.908,-,0
2021-02-21 16:00:00,1.887,33.859,3.881,286.975,0,624.617,-,0
2021-02-21 17:00:00,1.365,34.587,3.84,100.298,0,624.825,-,0
2021-02-21 18:00:00,1.043,35.129,2.383,6.076,0,625.231,-,0
2021-02-21 19:00:00,0.867,36.238,2.327,0.0,0,625.702,-,0
2021-02-21 20:00:00,0.451,37.709,1.75,0.0,0,626.224,-,0
2021-02-21 21:00:00,-0.172,41.505,1.535,0.0,0,626.507,-,0
2021-02-21 22:00:00,-0.676,42.716,1.509,0.0,0,626.563,-,0
2021-02-21 23:00:00,-0.499,39.685,2.518,0.0,0,626.478,-,0
2021-02-22 00:00:00,-1.07,42.479,1.559,0.0,0,626.258,-,0
2021-02-22 01:00:00,-2.024,48.058,1.296,0.0,0,626.011,-,0
2021-02-22 02:00:00,-2.468,49.169,0.987,0.0,0,625.479,-,0
2021-02-22 03:00:00,-2.006,45.342,2.072,0.0,0,624.954,-,0
2021-02-22 04:00:00,-1.878,46.899,1.891,0.0,0,624.669,-,0
2021-02-22 05:00:00,-3.136,51.557,0.591,0.0,0,624.692,-,0
2021-02-22 06:00:00,-3.5,55.389,0.551,0.0,0,624.745,-,0
2021-02-22 07:00:00,-3.262,52.961,0.288,21.406,0,624.918,-,0
2021-02-22 08:00:00,-2.553,48.602,0.342,148.32,0,625.166,-,0
2021-02-22 09:00:00,-1.738,45.439,1.04,350.4,0,625.312,-,0
2021-02-22 10:00:00,-0.219,40.175,0.842,535.575,0,625.115,-,0
2021-02-22 11:00:00,2.039,34.49,1.225,709.775,0,624.522,-,0
2021-02-22 12:00:00,3.293,31.54,2.586,749.05,0,623.651,-,0
2021-02-22 13:00:00,3.483,30.902,3.637,780.75,0,622.891,-,0
2021-02-22 14:00:00,4.094,30.655,4.944,574.5,0,622.249,-,0
2021-02-22 15:00:00,4.433,29.32,4.155,349.167,0,621.65,-,0
2021-02-22 16:00:00,3.426,31.349,4.588,131.011,0,621.756,-,0
2021-02-22 17:00:00,1.937,38.058,2.962,71.678,0,622.473,-,0
2021-02-22 18:00:00,1.323,38.553,2.634,3.031,0,622.671,-,0
2021-02-22 19:00:00,0.781,37.455,2.674,0.0,0,622.902,-,0
2021-02-22 20:00:00,0.316,36.015,2.427,0.0,0,623.228,-,0
2021-02-22 21:00:00,-0.123,36.431,1.637,0.0,0,623.372,-,0
2021-02-22 22:00:00,-0.534,35.722,1.662,0.0,0,623.286,-,0
2021-02-22 23:00:00,-0.964,35.729,1.686,0.0,0,622.865,-,0
2021-02-23 00:00:00,-1.372,36.761,1.648,0.0,0,622.56,-,0
2021-02-23 01:00:00,-2.09,38.411,1.334,0.0,0,622.217,-,0
2021-02-23 02:00:00,-2.163,40.382,2.468,0.0,0,621.593,-,0
2021-02-23 03:00:00,-3.503,45.655,0.932,0.0,0,620.964,-,0
2021-02-23 04:00:00,-3.159,42.757,1.126,0.0,0,620.411,-,0
2021-02-23 05:00:00,-3.248,42.362,1.466,0.0,0,619.93,-,0
2021-02-23 06:00:00,-3.147,41.374,1.978,0.0,0,619.747,-,0
2021-02-23 07:00:00,-3.291,41.793,1.46,13.252,0,619.974,-,0
2021-02-23 08:00:00,-3.173,45.044,0.986,100.885,0,620.452,-,0
2021-02-23 09:00:00,-3.263,49.64,1.764,131.325,0,621.029,-,0
2021-02-23 10:00:00,-3.147,58.256,1.665,366.9,0,621.416,-,0
2021-02-23 11:00:00,-3.207,65.321,2.736,251.4,0,621.32,-,0
2021-02-23 12:00:00,-4.282,78.851,3.758,240.475,0,621.094,-,0
2021-02-23 13:00:00,-3.722,77.998,2.125,546.325,0,620.647,-,0
2021-02-23 14:00:00,-1.608,64.094,3.535,720.225,0,619.982,-,0
2021-02-23 15:00:00,-0.711,53.602,2.915,400.85,0,619.562,-,0
2021-02-23 16:00:00,-0.826,49.247,3.384,300.0,0,619.345,-,0
2021-02-23 17:00:00,-1.496,49.99,5.95,90.388,0,619.401,-,0
2021-02-23 18:00:00,-2.193,47.631,3.09,6.525,0,620.053,-,0
2021-02-23 19:00:00,-4.152,64.449,4.028,0.0,0,620.646,-,0
2021-02-23 20:00:00,-4.52,64.176,1.733,0.0,0,621.227,-,0
2021-02-23 21:00:00,-4.197,58.035,1.891,0.0,0,621.488,-,0
2021-02-23 22:00:00,-3.97,50.475,2.064,0.0,0,621.584,-,0
2021-02-23 23:00:00,-4.786,61.462,0.835,0.0,0,621.657,-,0
2021-02-24 00:00:00,-4.919,53.552,1.72,0.0,0,621.515,-,0
2021-02-24 01:00:00,-5.642,57.255,0.493,0.0,0,621.274,-,0
2021-02-24 02:00:00,-6.285,61.251,0.726,0.0,0,621.078,-,0
2021-02-24 03:00:00,-6.362,57.901,2.271,0.0,0,620.728,-,0
2021-02-24 04:00:00,-6.04,56.54,2.042,0.0,0,620.411,-,0
2021-02-24 05:00:00,-6.457,57.116,0.696,0.0,0,620.467,-,0
2021-02-24 06:00:00,-6.628,52.663,2.325,0.0,0,620.7,-,0
2021-02-24 07:00:00,-6.886,53.27,0.865,54.102,0,621.058,-,0
2021-02-24 08:00:00,-6.222,55.909,0.588,292.45,0,621.538,-,0
2021-02-24 09:00:00,-4.612,54.365,2.0,520.625,0,621.959,-,0
2021-02-24 10:00:00,-3.122,42.638,4.443,621.775,0,622.158,-,0
2021-02-24 11:00:00,-2.449,35.248,6.31,518.75,0,622.115,-,0
2021-02-24 12:00:00,-1.801,32.048,6.287,435.15,0,621.851,-,0
2021-02-24 13:00:00,-1.367,26.806,2.987,589.725,0,621.445,-,0
2021-02-24 14:00:00,-1.803,26.572,4.225,453.175,0,620.964,-,0
2021-02-24 15:00:00,-1.778,26.261,3.956,480.675,0,620.842,-,0
2021-02-24 16:00:00,-1.865,26.618,2.197,172.275,0,620.669,-,0
2021-02-24 17:00:00,-2.286,29.048,3.846,102.87,0,620.42,-,0
2021-02-24 18:00:00,-2.8,31.626,3.044,8.083,0,620.536,-,0
2021-02-24 19:00:00,-3.044,34.258,2.152,0.0,0,620.791,-,0
2021-02-24 20:00:00,-3.189,35.015,2.868,0.0,0,621.062,-,0
2021-02-24 21:00:00,-3.355,35.722,2.468,0.0,0,621.409,-,0
2021-02-24 22:00:00,-3.543,37.135,2.245,0.0,0,621.636,-,0
2021-02-24 23:00:00,-3.839,38.45,2.015,0.0,0,621.552,-,0
2021-02-25 00:00:00,-4.212,40.543,1.775,0.0,0,621.526,-,0
2021-02-25 01:00:00,-4.856,45.03,0.876,0.0,0,621.377,-,0
2021-02-25 02:00:00,-4.826,42.778,1.326,0.0,0,620.932,-,0
2021-02-25 03:00:00,-5.357,47.762,0.493,0.0,0,620.376,-,0
2021-02-25 04:00:00,-5.641,48.015,0.424,0.0,0,619.918,-,0
2021-02-25 05:00:00,-5.646,45.606,1.078,0.0,0,619.836,-,0
2021-02-25 06:00:00,-5.153,41.108,0.737,0.0,0,620.074,-,0
2021-02-25 07:00:00,-5.144,43.191,0.466,18.812,0,620.3,-,0
2021-02-25 08:00:00,-4.657,41.255,1.012,127.538,0,620.465,-,0
2021-02-25 09:00:00,-3.846,39.599,1.695,326.625,0,620.774,-,0
2021-02-25 10:00:00,-3.529,41.118,2.096,467.3,0,620.978,-,0
2021-02-25 11:00:00,-3.006,42.853,2.268,573.575,0,621.028,-,0
2021-02-25 12:00:00,-3.03,54.553,2.801,462.875,0,621.152,-,0
2021-02-25 13:00:00,-1.547,51.268,2.784,825.475,0,620.781,-,0
2021-02-25 14:00:00,-0.256,40.42,4.38,694.775,0,620.208,-,0
2021-02-25 15:00:00,0.578,33.037,5.121,517.0,0,619.941,-,0
2021-02-25 16:00:00,0.096,32.572,5.884,245.35,0,619.79,-,0
2021-02-25 17:00:00,-0.446,33.06,4.556,112.138,0,619.8,-,0
2021-02-25 18:00:00,-0.901,32.998,3.471,7.119,0,619.982,-,0
2021-02-25 19:00:00,-1.226,33.896,4.25,0.0,0,620.182,-,0
2021-02-25 20:00:00,-1.659,35.282,3.364,0.0,0,620.626,-,0
2021-02-25 21:00:00,-1.981,35.514,1.714,0.0,0,620.906,-,0
2021-02-25 22:00:00,-2.293,35.547,0.972,0.0,0,620.8,-,0
2021-02-25 23:00:00,-2.496,36.048,0.85,0.0,0,620.507,-,0
2021-02-26 00:00:00,-2.769,37.897,0.992,0.0,0,620.142,-,0
2021-02-26 01:00:00,-3.26,42.118,0.645,0.0,0,619.664,-,0
2021-02-26 02:00:00,-3.866,43.594,0.696,0.0,0,619.247,-,0
2021-02-26 03:00:00,-3.911,42.09,0.897,0.0,0,618.547,-,0
2021-02-26 04:00:00,-3.566,34.745,0.919,0.0,0,617.804,-,0
2021-02-26 05:00:00,-3.702,36.485,0.732,0.0,0,617.556,-,0
2021-02-26 06:00:00,-4.002,37.469,1.079,0.0,0,617.829,-,0
2021-02-26 07:00:00,-3.862,38.827,0.737,26.738,0,618.128,-,0
2021-02-26 08:00:00,-3.381,37.947,0.597,150.875,0,618.254,-,0
2021-02-26 09:00:00,-2.766,37.587,1.168,254.45,0,618.52,-,0
2021-02-26 10:00:00,-1.817,38.715,1.602,571.675,0,618.417,-,0
2021-02-26 11:00:00,-0.389,37.44,2.964,623.7,0,617.744,-,0
2021-02-26 12:00:00,0.615,37.058,3.742,597.1,0,616.93,-,0
2021-02-26 13:00:00,1.464,37.23,3.864,692.225,0,615.969,-,0
2021-02-26 14:00:00,2.182,35.532,5.808,530.725,0,614.867,-,0
2021-02-26 15:00:00,2.581,34.391,6.046,467.4,0,614.409,-,0
2021-02-26 16:00:00,1.959,33.729,5.33,188.0,0,614.445,-,0
2021-02-26 17:00:00,1.072,36.05,4.27,74.672,0,614.268,-,0
2021-02-26 18:00:00,0.305,38.32,3.278,4.768,0,614.347,-,0
2021-02-26 19:00:00,-0.074,38.28,3.441,0.0,0,614.634,-,0
2021-02-26 20:00:00,-1.042,45.974,4.977,0.0,0,615.056,-,0
2021-02-26 21:00:00,-1.438,43.842,3.332,0.0,0,615.193,-,0
2021-02-26 22:00:00,-1.813,44.975,2.061,0.0,0,614.93,-,0
2021-02-26 23:00:00,-2.15,46.575,3.004,0.0,0,614.895,-,0
2021-02-27 00:00:00,-2.571,46.648,2.997,0.0,0,614.937,-,0
2021-02-27 01:00:00,-2.34,39.536,3.101,0.0,0,614.589,-,0
2021-02-27 02:00:00,-3.417,56.913,2.531,0.0,0,614.394,-,0
2021-02-27 03:00:00,-3.657,55.753,1.249,0.0,0,613.959,-,0
2021-02-27 04:00:00,-3.875,52.788,1.683,0.0,0,613.47,-,0
2021-02-27 05:00:00,-4.155,54.868,1.455,0.0,0,613.181,-,0
2021-02-27 06:00:00,-3.869,52.087,0.854,0.0,0,613.056,-,0
2021-02-27 07:00:00,-4.309,56.938,1.396,18.608,0,613.201,-,0
2021-02-27 08:00:00,-3.918,55.563,0.984,107.698,0,613.534,-,0
2021-02-27 09:00:00,-3.235,53.61,0.987,256.075,0,613.812,-,0
2021-02-27 10:00:00,-2.281,50.171,1.54,351.475,0,613.682,-,0
2021-02-27 11:00:00,-0.716,44.437,2.27,579.675,0,613.249,-,0
2021-02-27 12:00:00,0.141,40.405,3.234,572.75,0,612.587,-,0
2021-02-27 13:00:00,0.659,38.601,2.944,572.9,0,611.743,-,0
2021-02-27 14:00:00,0.859,35.392,2.465,371.95,0,611.023,-,0
2021-02-27 15:00:00,0.837,37.474,2.768,234.55,0,610.991,-,0
2021-02-27 16:00:00,0.841,39.004,2.868,234.8,0,611.267,-,0
2021-02-27 17:00:00,-0.106,40.178,3.237,76.318,0,611.252,-,0
2021-02-27 18:00:00,-1.808,52.84,4.51,7.027,0,611.492,-,0
2021-02-27 19:00:00,-2.668,56.351,4.282,0.0,0,612.198,-,0
2021-02-27 20:00:00,-2.285,44.665,4.893,0.0,0,613.054,-,0
2021-02-27 21:00:00,-3.124,47.59,3.868,0.0,0,613.474,-,0
2021-02-27 22:00:00,-3.509,46.613,5.122,0.0,0,614.1,-,0
2021-02-27 23:00:00,-4.519,52.187,5.926,0.0,0,615.135,-,0
2021-02-28 00:00:00,-6.026,67.513,2.583,0.0,0,616.065,-,0
2021-02-28 01:00:00,-6.737,67.125,1.769,0.0,0,616.652,-,0
2021-02-28 02:00:00,-7.145,69.176,0.93,0.0,0,617.025,-,0
2021-02-28 03:00:00,-7.622,70.552,1.367,0.0,0,617.249,-,0
2021-02-28 04:00:00,-8.305,72.569,0.806,0.0,0,617.679,-,0
2021-02-28 05:00:00,-8.624,62.601,2.128,0.0,0,618.307,-,0
2021-02-28 06:00:00,-8.651,61.724,1.403,0.0,0,618.925,-,0
2021-02-28 07:00:00,-8.361,55.227,2.876,51.229,0,619.567,-,0
2021-02-28 08:00:00,-8.538,64.986,1.796,271.15,0,620.31,-,0
2021-02-28 09:00:00,-6.752,59.241,1.693,494.35,0,620.935,-,0
2021-02-28 10:00:00,-5.398,53.649,3.14,693.825,0,621.027,-,0
2021-02-28 11:00:00,-4.403,48.42,2.605,854.75,0,620.912,-,0
2021-02-28 12:00:00,-3.583,42.115,2.489,927.75,0,620.422,-,0
2021-02-28 13:00:00,-2.922,35.536,2.378,908.75,0,619.621,-,0
2021-02-28 14:00:00,-2.119,30.915,2.488,755.95,0,618.814,-,0
2021-02-28 15:00:00,-0.938,24.645,2.691,390.5,0,618.32,-,0
2021-02-28 16:00:00,-0.849,27.204,3.263,200.9,0,618.239,-,0
2021-02-28 17:00:00,-1.925,30.209,2.154,150.35,0,618.294,-,0
2021-02-28 18:00:00,-2.786,31.685,2.897,4.506,0,618.521,-,0
2021-02-28 19:00:00,-3.609,34.222,3.625,0.0,0,619.105,-,0
2021-02-28 20:00:00,-4.652,36.229,1.706,0.0,0,619.746,-,0
2021-02-28 21:00:00,-5.619,40.547,2.133,0.0,0,620.147,-,0
2021-02-28 22:00:00,-6.359,44.667,1.462,0.0,0,620.462,-,0
2021-02-28 23:00:00,-6.944,36.647,1.145,0.0,0,620.633,-,0
2021-03-01 00:00:00,-7.389,38.051,0.85,0.0,0,620.549,-,0
2021-03-01 01:00:00,-7.721,37.923,1.45,0.0,0,620.489,-,0
2021-03-01 02:00:00,-8.261,38.46,1.077,0.0,0,620.386,-,0
2021-03-01 03:00:00,-8.613,41.602,1.073,0.0,0,620.12,-,0
2021-03-01 04:00:00,-9.177,46.448,0.576,0.0,0,620.04,-,0
2021-03-01 05:00:00,-10.071,49.584,0.08,0.0,0,620.152,-,0
2021-03-01 06:00:00,-10.455,53.882,0.334,0.0,0,620.333,-,0
2021-03-01 07:00:00,-10.179,47.84,2.353,54.939,0,620.702,-,0
2021-03-01 08:00:00,-9.687,48.965,1.278,273.6,0,621.129,-,0
2021-03-01 09:00:00,-7.505,51.463,2.079,495.375,0,621.498,-,0
2021-03-01 10:00:00,-5.976,49.777,2.455,691.65,0,621.67,-,0
2021-03-01 11:00:00,-4.426,45.21,2.874,810.8,0,621.649,-,0
2021-03-01 12:00:00,-2.917,36.519,3.3,692.7,0,621.33,-,0
2021-03-01 13:00:00,-2.376,23.497,3.687,786.1,0,620.808,-,0
2021-03-01 14:00:00,-1.298,21.125,3.47,781.2,0,620.315,-,0
2021-03-01 15:00:00,-1.375,19.785,3.849,478.75,0,620.312,-,0
2021-03-01 16:00:00,-1.483,18.031,3.411,426.575,0,620.608,-,0
2021-03-01 17:00:00,-2.699,21.236,4.076,188.025,0,621.015,-,0
2021-03-01 18:00:00,-3.634,23.788,2.79,6.872,0,621.744,-,0
2021-03-01 19:00:00,-4.335,25.364,2.452,0.0,0,622.402,-,0
2021-03-01 20:00:00,-5.213,27.153,3.267,0.0,0,622.965,-,0
2021-03-01 21:00:00,-6.049,23.212,3.222,0.0,0,623.437,-,0
2021-03-01 22:00:00,-6.793,22.647,3.605,0.0,0,623.791,-,0
2021-03-01 23:00:00,-7.4,25.248,3.748,0.0,0,624.02,-,0
2021-03-02 00:00:00,-7.779,25.321,3.52,0.0,0,624.283,-,0
2021-03-02 01:00:00,-7.976,27.379,2.668,0.0,0,624.621,-,0
2021-03-02 02:00:00,-8.346,27.135,2.911,0.0,0,624.74,-,0
2021-03-02 03:00:00,-8.642,29.361,2.176,0.0,0,624.831,-,0
2021-03-02 04:00:00,-8.992,29.725,2.84,0.0,0,625.126,-,0
2021-03-02 05:00:00,-9.348,32.159,2.257,0.0,0,625.632,-,0
2021-03-02 06:00:00,-9.916,33.611,2.562,0.0,0,626.15,-,0
2021-03-02 07:00:00,-9.774,34.103,2.578,59.514,0,626.527,-,0
2021-03-02 08:00:00,-9.212,35.541,2.336,284.425,0,627.028,-,0
2021-03-02 09:00:00,-6.745,37.852,1.931,506.875,0,627.312,-,0
2021-03-02 10:00:00,-5.086,34.812,2.258,699.85,0,627.207,-,0
2021-03-02 11:00:00,-3.686,32.177,2.918,836.425,0,626.81,-,0
2021-03-02 12:00:00,-2.107,28.654,2.909,901.5,0,626.126,-,0
2021-03-02 13:00:00,-0.855,23.704,2.912,887.75,0,625.036,-,0
2021-03-02 14:00:00,0.252,19.943,3.332,715.75,0,624.056,-,0
2021-03-02 15:00:00,0.74,18.703,2.762,492.3,0,623.371,-,0
2021-03-02 16:00:00,0.534,18.766,2.948,466.425,0,622.998,-,0
2021-03-02 17:00:00,0.216,20.316,1.637,170.725,0,622.65,-,0
2021-03-02 18:00:00,-0.416,24.226,1.698,6.708,0,622.523,-,0
2021-03-02 19:00:00,-0.96,26.807,1.002,0.0,0,622.7,-,0
2021-03-02 20:00:00,-2.089,29.714,1.238,0.0,0,622.76,-,0
2021-03-02 21:00:00,-2.719,31.702,0.904,0.0,0,622.825,-,0
2021-03-02 22:00:00,-2.827,32.942,1.113,0.0,0,622.865,-,0
2021-03-02 23:00:00,-3.637,36.818,0.588,0.0,0,622.567,-,0
2021-03-03 00:00:00,-3.807,36.144,0.642,0.0,0,622.252,-,0
2021-03-03 01:00:00,-4.24,35.945,0.409,0.0,0,622.016,-,0
2021-03-03 02:00:00,-4.505,37.318,0.409,0.0,0,621.891,-,0
2021-03-03 03:00:00,-4.961,37.433,1.511,0.0,0,621.635,-,0
2021-03-03 04:00:00,-5.675,42.15,0.758,0.0,0,621.443,-,0
2021-03-03 05:00:00,-6.152,46.121,0.291,0.0,0,621.547,-,0
2021-03-03 06:00:00,-6.626,45.624,0.418,0.0,0,621.739,-,0
2021-03-03 07:00:00,-6.375,44.984,1.062,39.984,0,622.081,-,0
2021-03-03 08:00:00,-5.868,44.125,0.739,196.25,0,622.556,-,0
2021-03-03 09:00:00,-3.965,42.83,1.77,545.475,0,622.879,-,0
2021-03-03 10:00:00,-2.598,40.858,2.204,668.925,0,622.82,-,0
2021-03-03 11:00:00,-1.415,36.628,4.09,716.9,0,622.54,-,0
2021-03-03 12:00:00,-0.445,31.884,4.532,876.5,0,622.03,-,0
2021-03-03 13:00:00,0.301,29.501,5.43,780.4,0,621.212,-,0
2021-03-03 14:00:00,1.052,25.78,3.938,646.75,0,620.619,-,0
2021-03-03 15:00:00,1.544,21.941,3.784,588.35,0,620.098,-,0
2021-03-03 16:00:00,1.604,19.517,3.443,421.45,0,619.651,-,0
2021-03-03 17:00:00,0.547,20.93,2.852,215.075,0,619.48,-,0
2021-03-03 18:00:00,-0.402,22.78,2.294,7.53,0,619.998,-,0
2021-03-03 19:00:00,-0.925,23.875,1.792,0.0,0,620.497,-,0
2021-03-03 20:00:00,-1.658,26.905,1.524,0.0,0,620.741,-,0
2021-03-03 21:00:00,-2.21,29.257,1.202,0.0,0,620.863,-,0
2021-03-03 22:00:00,-3.04,32.64,1.125,0.0,0,620.932,-,0
2021-03-03 23:00:00,-2.724,31.86,1.678,0.0,0,620.87,-,0
2021-03-04 00:00:00,-3.582,35.055,2.006,0.0,0,620.708,-,0
2021-03-04 01:00:00,-4.027,36.592,1.477,0.0,0,620.583,-,0
2021-03-04 02:00:00,-5.004,41.531,0.578,0.0,0,620.418,-,0
2021-03-04 03:00:00,-6.066,43.673,0.834,0.0,0,620.292,-,0
2021-03-04 04:00:00,-6.451,46.226,1.278,0.0,0,620.31,-,0
2021-03-04 05:00:00,-6.963,47.82,1.52,0.0,0,620.579,-,0
2021-03-04 06:00:00,-7.634,50.887,1.767,0.0,0,620.96,-,0
2021-03-04 07:00:00,-7.904,54.624,1.112,65.52,0,621.439,-,0
2021-03-04 08:00:00,-7.392,52.976,0.64,290.4,0,622.059,-,0
2021-03-04 09:00:00,-4.462,52.213,1.965,513.4,0,622.51,-,0
2021-03-04 10:00:00,-2.895,42.617,3.992,717.45,0,622.61,-,0
2021-03-04 11:00:00,-1.963,33.541,5.958,804.875,0,622.291,-,0
2021-03-04 12:00:00,-0.754,25.492,6.094,882.75,0,621.813,-,0
2021-03-04 13:00:00,0.173,21.456,5.33,888.5,0,621.399,-,0
2021-03-04 14:00:00,0.79,19.322,3.973,814.05,0,620.938,-,0
2021-03-04 15:00:00,1.068,18.043,4.073,654.575,0,620.569,-,0
2021-03-04 16:00:00,0.857,16.664,3.898,434.8,0,620.306,-,0
2021-03-04 17:00:00,-0.144,17.854,3.01,206.325,0,620.255,-,0
2021-03-04 18:00:00,-1.033,20.334,2.75,5.128,0,620.556,-,0
2021-03-04 19:00:00,-1.676,23.617,2.294,0.0,0,621.156,-,0
2021-03-04 20:00:00,-2.379,25.465,1.855,0.0,0,621.799,-,0
2021-03-04 21:00:00,-3.666,27.856,3.772,0.0,0,622.06,-,0
2021-03-04 22:00:00,-4.336,28.992,5.266,0.0,0,622.198,-,0
2021-03-04 23:00:00,-4.857,30.887,4.472,0.0,0,622.151,-,0
2021-03-05 00:00:00,-5.116,32.528,3.179,0.0,0,621.841,-,0
2021-03-05 01:00:00,-5.424,35.062,3.512,0.0,0,621.461,-,0
2021-03-05 02:00:00,-5.771,37.887,3.394,0.0,0,621.216,-,0
2021-03-05 03:00:00,-6.576,42.438,0.951,0.0,0,621.166,-,0
2021-03-05 04:00:00,-6.934,42.802,1.966,0.0,0,621.078,-,0
2021-03-05 05:00:00,-7.069,43.091,2.32,0.0,0,621.162,-,0
2021-03-05 06:00:00,-7.326,45.481,1.021,0.0,0,621.524,-,0
2021-03-05 07:00:00,-7.579,45.798,1.742,62.284,0,621.919,-,0
2021-03-05 08:00:00,-7.228,44.013,0.855,253.5,0,622.422,-,0
