,When,DroneV,dia
0,2021-01-18 16:00:00,16.755160819145562,11.71
1,2021-02-27 16:00:00,558.45,18.5
2,2021-03-03 16:00:00,660.95,16.58
3,2021-03-15 16:00:00,590.5500000000001,17.34
4,2021-03-26 16:00:00,627.7800000000001,18.02
