,time,temp,RH,wind,press,SW_global,ppt,missing_type
43,2020-12-15 19:00:00,-7.8545,27.952500000000004,2.81,617.65475,0.0,0,-
44,2020-12-15 20:00:00,-7.9245,23.075,3.862,617.70375,0.0,0,-
45,2020-12-15 21:00:00,-8.083750000000002,22.3475,4.437250000000001,617.75,0.0,0,-
46,2020-12-15 22:00:00,-8.307500000000001,21.12,4.678000000000001,617.8444999999999,0.0,0,-
47,2020-12-15 23:00:00,-8.65,20.88,3.5645,617.6365,0.0,0,-
48,2020-12-16 00:00:00,-8.885,21.849999999999998,3.577,617.3100000000001,0.0,0,-
49,2020-12-16 01:00:00,-9.442499999999999,24.444999999999997,1.82275,617.20275,0.0,0,-
50,2020-12-16 02:00:00,-9.8825,25.669999999999998,1.25675,617.1619999999999,0.0,0,-
51,2020-12-16 03:00:00,-10.2375,26.415000000000003,0.712,616.94525,0.0,0,-
52,2020-12-16 04:00:00,-10.47,26.814999999999998,0.7749999999999999,616.71,0.0,0,-
53,2020-12-16 05:00:00,-10.649999999999999,26.752499999999998,1.142,616.5755,0.0,0,-
54,2020-12-16 06:00:00,-10.807500000000001,26.5875,1.23425,616.6890000000001,0.0,0,-
55,2020-12-16 07:00:00,-10.9675,26.277500000000003,1.2907499999999998,616.89375,2.9444999999999997,0,-
56,2020-12-16 08:00:00,-10.717500000000001,24.6875,1.1735000000000002,617.137,138.1375,0,-
57,2020-12-16 09:00:00,-9.18,21.795,1.3635000000000002,617.4405,318.4,0,-
58,2020-12-16 10:00:00,-8.3825,18.330000000000002,3.03575,617.51575,477.19999999999993,0,-
59,2020-12-16 11:00:00,-7.734,14.005,5.0527500000000005,617.2565000000001,591.8000000000001,0,-
60,2020-12-16 12:00:00,-7.268000000000001,11.3175,4.277,616.68575,638.875,0,-
61,2020-12-16 13:00:00,-7.204750000000001,10.665000000000001,6.3027500000000005,616.1714999999999,614.475,0,-
62,2020-12-16 14:00:00,-6.530749999999999,8.3275,4.2065,616.1765,516.375,0,-
63,2020-12-16 15:00:00,-6.95225,7.7655,3.634,616.38925,360.125,0,-
64,2020-12-16 16:00:00,-7.600250000000001,8.1325,4.00075,616.5027500000001,102.97,0,-
65,2020-12-16 17:00:00,-8.3375,9.4875,3.15175,616.72475,2.508,0,-
66,2020-12-16 18:00:00,-8.9275,10.6925,1.9135,617.1795,0.0,0,-
67,2020-12-16 19:00:00,-9.31,12.0375,1.9672500000000002,617.446,0.0,0,-
68,2020-12-16 20:00:00,-9.7525,13.344999999999999,1.71625,617.723,0.0,0,-
69,2020-12-16 21:00:00,-9.9625,13.2325,2.86475,617.99975,0.0,0,-
70,2020-12-16 22:00:00,-10.317499999999999,13.555,2.396,618.22,0.0,0,-
71,2020-12-16 23:00:00,-11.177499999999998,16.9675,1.4612499999999997,618.3265,0.0,0,-
72,2020-12-17 00:00:00,-12.3825,19.1025,2.06525,618.3032499999999,0.0,0,-
73,2020-12-17 01:00:00,-13.0175,22.11,2.2205,618.34025,0.0,0,-
74,2020-12-17 02:00:00,-13.68,22.630000000000003,2.7545,618.49325,0.0,0,-
75,2020-12-17 03:00:00,-14.11,24.47,2.90175,618.61975,0.0,0,-
76,2020-12-17 04:00:00,-14.23,24.0875,2.3635,618.7959999999999,0.0,0,-
77,2020-12-17 05:00:00,-14.604999999999999,24.57,3.3985,619.1859999999999,0.0,0,-
78,2020-12-17 06:00:00,-14.940000000000001,25.88,3.27675,619.79125,0.0,0,-
79,2020-12-17 07:00:00,-15.25,26.375,3.6079999999999997,620.45475,3.1037500000000002,0,-
80,2020-12-17 08:00:00,-15.335,28.6775,3.0545,621.09225,129.82999999999998,0,-
81,2020-12-17 09:00:00,-13.675,30.5725,1.22275,621.6909999999999,309.5,0,-
82,2020-12-17 10:00:00,-12.879999999999999,33.254999999999995,1.9095,621.9395,468.375,0,-
83,2020-12-17 11:00:00,-12.155,32.815,2.336,621.5817499999999,578.45,0,-
84,2020-12-17 12:00:00,-11.1875,30.349999999999998,2.12725,620.85,624.35,0,-
85,2020-12-17 13:00:00,-10.2925,25.277500000000003,2.6232499999999996,620.02025,597.425,0,-
86,2020-12-17 14:00:00,-9.5275,22.125,2.06525,619.427,502.90000000000003,0,-
87,2020-12-17 15:00:00,-9.0125,20.1275,1.7792499999999998,618.9865,353.1,0,-
88,2020-12-17 16:00:00,-9.8325,21.9925,1.9820000000000002,618.7172499999999,102.24500000000002,0,-
89,2020-12-17 17:00:00,-10.5525,23.535,1.824,618.74,2.207,0,-
90,2020-12-17 18:00:00,-11.302499999999998,24.365,2.71875,618.92125,0.0,0,-
91,2020-12-17 19:00:00,-11.7075,23.3425,3.22875,619.1495,0.0,0,-
92,2020-12-17 20:00:00,-12.23,23.0825,3.4000000000000004,619.37575,0.0,0,-
93,2020-12-17 21:00:00,-12.384999999999998,22.849999999999998,3.31475,619.45675,0.0,0,-
94,2020-12-17 22:00:00,-12.915,23.744999999999997,3.7314999999999996,619.472,0.0,0,-
95,2020-12-17 23:00:00,-13.4075,24.685000000000002,3.56025,619.4,0.0,0,-
96,2020-12-18 00:00:00,-13.73,25.54,3.4642500000000003,619.21325,0.0,0,-
97,2020-12-18 01:00:00,-14.025,25.9925,2.8485,619.0627499999999,0.0,0,-
98,2020-12-18 02:00:00,-14.299999999999999,27.314999999999998,3.215,619.0440000000001,0.0,0,-
99,2020-12-18 03:00:00,-14.7825,27.755,3.58825,618.9715,0.0,0,-
100,2020-12-18 04:00:00,-14.919999999999998,27.805,3.4379999999999997,618.98125,0.0,0,-
101,2020-12-18 05:00:00,-15.117500000000001,28.604999999999997,3.2889999999999997,619.2425000000001,0.0,0,-
102,2020-12-18 06:00:00,-15.3775,30.075,2.61925,619.7082499999999,0.0,0,-
103,2020-12-18 07:00:00,-15.5475,30.2225,2.8629999999999995,620.321,2.8680000000000003,0,-
104,2020-12-18 08:00:00,-15.139999999999999,30.1725,1.90275,621.07875,127.02,0,-
105,2020-12-18 09:00:00,-13.515,30.747500000000002,0.7702500000000001,621.8710000000001,307.225,0,-
106,2020-12-18 10:00:00,-13.24,33.964999999999996,1.9409999999999998,622.3945,466.82500000000005,0,-
107,2020-12-18 11:00:00,-12.6425,34.052499999999995,2.4115,622.63,579.025,0,-
108,2020-12-18 12:00:00,-11.6125,32.1575,2.05625,622.5695000000001,624.075,0,-
109,2020-12-18 13:00:00,-10.610000000000001,27.665,2.193,622.3725,597.125,0,-
110,2020-12-18 14:00:00,-9.965,24.892500000000002,2.50275,622.21225,504.59999999999997,0,-
111,2020-12-18 15:00:00,-9.91,23.4225,2.612,622.2495,354.475,0,-
112,2020-12-18 16:00:00,-9.932500000000001,23.0325,1.8087499999999999,622.2952499999999,103.59750000000001,0,-
113,2020-12-18 17:00:00,-10.697500000000002,24.527500000000003,2.16175,622.448,2.77625,0,-
114,2020-12-18 18:00:00,-11.5775,25.615000000000002,4.127000000000001,622.79575,0.0,0,-
115,2020-12-18 19:00:00,-11.855,24.527500000000003,2.5345,623.2122499999999,0.0,0,-
116,2020-12-18 20:00:00,-12.282499999999999,22.01,3.599,623.54875,0.0,0,-
117,2020-12-18 21:00:00,-12.7175,21.682499999999997,3.4924999999999997,623.785,0.0,0,-
118,2020-12-18 22:00:00,-12.785,20.935,3.494,624.02225,0.0,0,-
119,2020-12-18 23:00:00,-13.0725,20.525,3.3382499999999995,624.11275,0.0,0,-
120,2020-12-19 00:00:00,-13.41,20.6675,3.00225,623.9889999999999,0.0,0,-
121,2020-12-19 01:00:00,-13.6475,22.1575,2.864,623.818,0.0,0,-
122,2020-12-19 02:00:00,-14.1,24.485,3.0340000000000003,623.7795,0.0,0,-
123,2020-12-19 03:00:00,-14.682500000000001,26.5675,3.35825,623.7637500000001,0.0,0,-
124,2020-12-19 04:00:00,-14.89,26.4825,2.7142500000000003,623.843,0.0,0,-
125,2020-12-19 05:00:00,-15.1425,27.6625,3.17175,624.0685000000001,0.0,0,-
126,2020-12-19 06:00:00,-15.5875,28.53,3.6565000000000003,624.2835,0.0,0,-
127,2020-12-19 07:00:00,-15.825,29.077499999999997,3.015,624.65075,3.10475,0,-
128,2020-12-19 08:00:00,-15.397499999999999,30.42,1.84,625.167,126.4375,0,-
129,2020-12-19 09:00:00,-14.205,31.064999999999998,1.4495,625.6645,303.725,0,-
130,2020-12-19 10:00:00,-13.17,30.9325,1.88475,625.93975,461.925,0,-
131,2020-12-19 11:00:00,-12.497499999999999,30.345,2.3760000000000003,625.5645,574.55,0,-
132,2020-12-19 12:00:00,-11.4625,29.022499999999997,2.1955,624.9945,620.625,0,-
133,2020-12-19 13:00:00,-10.442499999999999,27.525,2.242,624.711,594.2249999999999,0,-
134,2020-12-19 14:00:00,-9.4675,25.285,1.944,624.5809999999999,498.6,0,-
135,2020-12-19 15:00:00,-9.002500000000001,23.865000000000002,1.578,624.4285,352.35,0,-
136,2020-12-19 16:00:00,-9.6125,24.720000000000002,1.12475,624.3745,105.4925,0,-
137,2020-12-19 17:00:00,-10.145,26.385,0.61975,624.5825,2.84225,0,-
138,2020-12-19 18:00:00,-10.4225,29.802500000000002,0.22525,625.02775,0.0,0,-
139,2020-12-19 19:00:00,-10.775000000000002,28.8,0.41150000000000003,625.37775,0.0,0,-
140,2020-12-19 20:00:00,-11.175,30.61,0.1615,625.593,0.0,0,-
141,2020-12-19 21:00:00,-11.065000000000001,30.3575,1.7922500000000001,625.7075,0.0,0,-
142,2020-12-19 22:00:00,-11.1225,32.18,2.652,625.71025,0.0,0,-
143,2020-12-19 23:00:00,-11.497499999999999,31.6875,0.84475,625.7725,0.0,0,-
144,2020-12-20 00:00:00,-11.950000000000001,31.685,1.3047499999999999,625.6765,0.0,0,-
145,2020-12-20 01:00:00,-12.01,31.585,1.39375,625.67425,0.0,0,-
146,2020-12-20 02:00:00,-12.535,33.0275,1.30625,625.7845,0.0,0,-
147,2020-12-20 03:00:00,-12.84,33.4275,1.3827499999999997,625.7025,0.0,0,-
148,2020-12-20 04:00:00,-12.9425,33.015,1.63725,625.6445,0.0,0,-
149,2020-12-20 05:00:00,-13.384999999999998,34.919999999999995,1.3880000000000003,625.89,0.0,0,-
150,2020-12-20 06:00:00,-13.985000000000001,36.02,1.13625,626.30475,0.0,0,-
151,2020-12-20 07:00:00,-14.0775,36.3725,0.51675,626.633,4.8469999999999995,0,-
152,2020-12-20 08:00:00,-14.082500000000001,37.082499999999996,0.35675,626.8835,110.87,0,-
153,2020-12-20 09:00:00,-12.5175,34.6675,1.14975,627.23875,278.075,0,-
154,2020-12-20 10:00:00,-11.864999999999998,33.144999999999996,1.6782499999999998,627.232,436.025,0,-
155,2020-12-20 11:00:00,-10.61,30.6375,1.98625,626.87125,566.95,0,-
156,2020-12-20 12:00:00,-9.567499999999999,29.39,2.08675,626.1785,563.475,0,-
157,2020-12-20 13:00:00,-8.532499999999999,28.05,1.92025,625.4245,524.8249999999999,0,-
158,2020-12-20 14:00:00,-8.04975,26.950000000000003,1.54325,624.89925,454.04999999999995,0,-
159,2020-12-20 15:00:00,-7.69975,26.049999999999997,1.47625,624.74,268.475,0,-
160,2020-12-20 16:00:00,-8.0855,26.575000000000003,1.1065,624.7362500000002,123.345,0,-
161,2020-12-20 17:00:00,-8.700000000000001,27.745,0.7364999999999999,624.8315,5.6805,0,-
162,2020-12-20 18:00:00,-9.735,30.432499999999997,0.1745,625.0335,0.0,0,-
163,2020-12-20 19:00:00,-9.765,31.365,0.43175,625.1724999999999,0.0,0,-
164,2020-12-20 20:00:00,-9.7,31.635,0.38649999999999995,625.138,0.0,0,-
165,2020-12-20 21:00:00,-9.9725,31.747500000000002,0.30025,625.2115,0.0,0,-
166,2020-12-20 22:00:00,-10.08,33.6375,0.747,625.22425,0.0,0,-
167,2020-12-20 23:00:00,-10.23,34.650000000000006,0.8999999999999999,625.006,0.0,0,-
168,2020-12-21 00:00:00,-10.5475,36.315,0.64,624.656,0.0,0,-
169,2020-12-21 01:00:00,-10.6525,36.42,0.48124999999999996,624.4565,0.0,0,-
170,2020-12-21 02:00:00,-10.915,37.7225,0.71075,624.311,0.0,0,-
171,2020-12-21 03:00:00,-11.409999999999998,40.275000000000006,0.33225,624.01,0.0,0,-
172,2020-12-21 04:00:00,-11.67,38.195,0.4307500000000001,623.74975,0.0,0,-
173,2020-12-21 05:00:00,-12.0975,40.5975,0.8855,623.68875,0.0,0,-
174,2020-12-21 06:00:00,-12.2725,40.1025,0.53275,623.7355,0.0,0,-
175,2020-12-21 07:00:00,-12.635,40.17,0.5465,623.8340000000001,1.6929999999999998,0,-
176,2020-12-21 08:00:00,-12.16,38.045,0.65025,624.025,120.19250000000001,0,-
177,2020-12-21 09:00:00,-10.565,34.9975,0.958,624.1605,296.85,0,-
178,2020-12-21 10:00:00,-9.717500000000001,33.4375,1.6822499999999998,624.1165000000001,454.57500000000005,0,-
179,2020-12-21 11:00:00,-8.5575,31.82,1.84625,623.65975,564.3499999999999,0,-
180,2020-12-21 12:00:00,-7.3095,29.4925,1.8447500000000001,623.005,611.3499999999999,0,-
181,2020-12-21 13:00:00,-5.975,27.599999999999998,1.644,622.40925,586.6500000000001,0,-
182,2020-12-21 14:00:00,-4.984999999999999,24.9525,1.458,621.983,491.04999999999995,0,-
183,2020-12-21 15:00:00,-5.183,25.122500000000002,1.5000000000000002,621.72375,315.45,0,-
184,2020-12-21 16:00:00,-5.6075,25.755,0.79,621.6155,100.07,0,-
185,2020-12-21 17:00:00,-6.95,28.4125,0.42774999999999996,621.6585,3.769,0,-
186,2020-12-21 18:00:00,-7.837,29.7425,0.5215000000000001,621.889,0.0,0,-
187,2020-12-21 19:00:00,-7.57425,28.895000000000003,0.8997499999999999,622.135,0.0,0,-
188,2020-12-21 20:00:00,-7.621250000000001,29.3425,0.6535,622.31025,0.0,0,-
189,2020-12-21 21:00:00,-7.991250000000001,30.095,1.5475,622.35725,0.0,0,-
190,2020-12-21 22:00:00,-8.2275,31.134999999999998,2.519,622.3829999999999,0.0,0,-
191,2020-12-21 23:00:00,-8.4475,30.904999999999998,2.31175,622.3245000000001,0.0,0,-
192,2020-12-22 00:00:00,-8.7375,32.32,1.9347500000000002,622.031,0.0,0,-
193,2020-12-22 01:00:00,-9.12,33.765,1.35,621.89225,0.0,0,-
194,2020-12-22 02:00:00,-9.825,36.01,1.0455,621.9739999999999,0.0,0,-
195,2020-12-22 03:00:00,-10.0475,34.65,1.03775,621.9885,0.0,0,-
196,2020-12-22 04:00:00,-10.294999999999998,35.3425,1.13075,621.902,0.0,0,-
197,2020-12-22 05:00:00,-10.4075,34.6475,1.7697500000000002,622.0015000000001,0.0,0,-
198,2020-12-22 06:00:00,-10.962499999999999,36.3375,0.9955,622.3025,0.0,0,-
199,2020-12-22 07:00:00,-10.7025,35.43,1.50875,622.7814999999999,2.6195000000000004,0,-
200,2020-12-22 08:00:00,-11.195,37.3,0.29175,623.1565,114.44999999999999,0,-
201,2020-12-22 09:00:00,-9.3675,33.317499999999995,1.08875,623.53225,292.375,0,-
202,2020-12-22 10:00:00,-8.549999999999999,32.5925,1.621,623.8489999999999,452.70000000000005,0,-
203,2020-12-22 11:00:00,-7.5962499999999995,31.265,2.14125,623.72,563.95,0,-
204,2020-12-22 12:00:00,-6.74325,30.33,2.1232499999999996,623.2845,618.4,0,-
205,2020-12-22 13:00:00,-5.66725,27.26,2.01825,622.7535,597.675,0,-
206,2020-12-22 14:00:00,-4.64375,24.599999999999998,1.69,622.40325,507.85,0,-
207,2020-12-22 15:00:00,-4.145499999999999,23.9025,1.4505,622.2875,360.09999999999997,0,-
208,2020-12-22 16:00:00,-4.99625,24.512500000000003,1.1165,622.2645,111.58000000000001,0,-
209,2020-12-22 17:00:00,-6.42575,28.3825,0.5612499999999999,622.32825,2.419,0,-
210,2020-12-22 18:00:00,-7.36575,27.3125,0.389,622.394,0.0,0,-
211,2020-12-22 19:00:00,-7.029,21.175,1.62,622.487,0.0,0,-
212,2020-12-22 20:00:00,-7.60325,18.377500000000005,2.73175,622.5745000000001,0.0,0,-
213,2020-12-22 21:00:00,-7.94125,19.302500000000002,2.5785,622.5165,0.0,0,-
214,2020-12-22 22:00:00,-8.395,17.939999999999998,2.773,622.4215,0.0,0,-
215,2020-12-22 23:00:00,-8.9025,19.5575,2.94675,622.22225,0.0,0,-
216,2020-12-23 00:00:00,-8.98,19.485,2.6174999999999997,621.7545,0.0,0,-
217,2020-12-23 01:00:00,-9.4475,22.8475,1.27,621.35925,0.0,0,-
218,2020-12-23 02:00:00,-9.895,24.535,1.2174999999999998,621.08875,0.0,0,-
219,2020-12-23 03:00:00,-10.75,26.7725,0.2935,620.6477500000001,0.0,0,-
220,2020-12-23 04:00:00,-10.967500000000001,28.560000000000002,1.0865,620.2669999999999,0.0,0,-
221,2020-12-23 05:00:00,-11.0825,27.4525,1.42025,620.2447500000001,0.0,0,-
222,2020-12-23 06:00:00,-11.592500000000001,29.0525,0.6155,620.4254999999999,0.0,0,-
223,2020-12-23 07:00:00,-12.0725,29.939999999999998,0.6432500000000001,620.64925,3.3855,0,-
224,2020-12-23 08:00:00,-11.837500000000002,31.5075,0.9315,620.8685,76.43,0,-
225,2020-12-23 09:00:00,-11.235,32.3525,1.1185,621.257,188.525,0,-
226,2020-12-23 10:00:00,-10.065,30.7325,0.74725,621.45,280.4,0,-
227,2020-12-23 11:00:00,-9.33,31.067500000000003,1.7825,621.0840000000001,458.57500000000005,0,-
228,2020-12-23 12:00:00,-8.3,28.92,1.897,620.46625,604.3,0,-
229,2020-12-23 13:00:00,-6.77425,25.8825,1.53125,620.01125,601.15,0,-
230,2020-12-23 14:00:00,-6.04075,24.3425,1.718,619.6875,510.0,0,-
231,2020-12-23 15:00:00,-5.831,24.540000000000003,1.44375,619.627,359.75,0,-
232,2020-12-23 16:00:00,-6.56275,26.66,1.206,619.5765,113.08999999999999,0,-
233,2020-12-23 17:00:00,-7.90625,30.657500000000002,0.57775,619.56325,2.8339999999999996,0,-
234,2020-12-23 18:00:00,-8.875,34.3575,0.496,619.7389999999999,0.0,0,-
235,2020-12-23 19:00:00,-8.715,31.9275,2.052,620.1320000000001,0.0,0,-
236,2020-12-23 20:00:00,-9.065000000000001,28.3875,2.73925,620.497,0.0,0,-
237,2020-12-23 21:00:00,-9.385,28.0925,1.83325,620.67375,0.0,0,-
238,2020-12-23 22:00:00,-9.3525,24.292499999999997,3.17,620.682,0.0,0,-
239,2020-12-23 23:00:00,-9.72,24.487499999999997,2.47425,620.65325,0.0,0,-
240,2020-12-24 00:00:00,-10.047500000000001,28.2625,2.18625,620.47325,0.0,0,-
241,2020-12-24 01:00:00,-10.6025,30.3475,3.08575,620.29375,0.0,0,-
242,2020-12-24 02:00:00,-11.09,30.847500000000004,3.3295,620.3442500000001,0.0,0,-
243,2020-12-24 03:00:00,-11.515,34.0225,0.40925,620.35975,0.0,0,-
244,2020-12-24 04:00:00,-11.9825,35.8625,0.4482499999999999,620.362,0.0,0,-
245,2020-12-24 05:00:00,-12.1625,35.2325,0.73275,620.4195,0.0,0,-
246,2020-12-24 06:00:00,-12.485,37.195,0.14500000000000002,620.5794999999999,0.0,0,-
247,2020-12-24 07:00:00,-12.9125,39.42,0.13275,620.9,4.222,0,-
248,2020-12-24 08:00:00,-12.625000000000002,39.1225,0.07350000000000001,621.2560000000001,104.08,0,-
249,2020-12-24 09:00:00,-11.68,37.942499999999995,1.07425,621.47775,271.29999999999995,0,-
250,2020-12-24 10:00:00,-10.509999999999998,36.18,1.3127499999999999,621.44575,434.575,0,-
251,2020-12-24 11:00:00,-9.149999999999999,33.96,1.6737499999999998,621.0775,564.1,0,-
252,2020-12-24 12:00:00,-7.624499999999999,31.075,1.6117499999999998,620.36375,533.55,0,-
253,2020-12-24 13:00:00,-7.30225,30.165,1.7905,619.6375,512.65,0,-
254,2020-12-24 14:00:00,-5.9485,26.159999999999997,1.40625,619.10925,464.3,0,-
255,2020-12-24 15:00:00,-5.6905,23.495,1.7687499999999998,618.8355,244.85000000000002,0,-
256,2020-12-24 16:00:00,-6.40925,23.765,1.408,618.77075,106.2625,0,-
257,2020-12-24 17:00:00,-7.257,25.3775,1.2007500000000002,618.6985000000001,6.29375,0,-
258,2020-12-24 18:00:00,-8.044500000000001,26.6225,0.78025,618.9622499999999,0.0,0,-
259,2020-12-24 19:00:00,-8.7475,29.7625,0.156,619.3895,0.0,0,-
260,2020-12-24 20:00:00,-9.18,30.0925,0.36074999999999996,619.79575,0.0,0,-
261,2020-12-24 21:00:00,-8.6075,27.552500000000002,1.8395000000000001,620.0867499999999,0.0,0,-
262,2020-12-24 22:00:00,-9.125,31.540000000000003,0.64925,620.2455,0.0,0,-
263,2020-12-24 23:00:00,-9.737499999999999,32.1,1.04375,620.4639999999999,0.0,0,-
264,2020-12-25 00:00:00,-10.14,33.5025,1.4945,620.4662500000001,0.0,0,-
265,2020-12-25 01:00:00,-10.342500000000001,29.755000000000003,1.81425,620.6195,0.0,0,-
266,2020-12-25 02:00:00,-11.245000000000001,33.6425,1.1465,620.9275,0.0,0,-
267,2020-12-25 03:00:00,-11.389999999999999,31.69,1.23375,621.15225,0.0,0,-
268,2020-12-25 04:00:00,-11.895,31.275000000000002,1.5827499999999999,621.36025,0.0,0,-
269,2020-12-25 05:00:00,-12.295,30.48,1.265,621.60725,0.0,0,-
270,2020-12-25 06:00:00,-12.307500000000001,29.950000000000003,2.7867499999999996,622.0915,0.0,0,-
271,2020-12-25 07:00:00,-12.2675,31.7175,2.38075,622.7105,4.507,0,-
272,2020-12-25 08:00:00,-13.260000000000002,40.184999999999995,0.6204999999999999,623.3900000000001,96.425,0,-
273,2020-12-25 09:00:00,-11.8875,38.325,0.78325,624.0439999999999,242.34999999999997,0,-
274,2020-12-25 10:00:00,-10.995000000000001,39.004999999999995,1.2962500000000001,624.4095,441.42499999999995,0,-
275,2020-12-25 11:00:00,-9.375,34.365,1.7992500000000002,624.127,566.1,0,-
276,2020-12-25 12:00:00,-8.245000000000001,31.52,1.83825,623.47375,616.25,0,-
277,2020-12-25 13:00:00,-7.341749999999999,28.1925,2.097,622.8117500000001,596.175,0,-
278,2020-12-25 14:00:00,-6.73075,25.5125,1.9387500000000002,622.3145,457.77500000000003,0,-
279,2020-12-25 15:00:00,-6.3999999999999995,22.395,1.2462499999999999,622.0295000000001,244.74999999999997,0,-
280,2020-12-25 16:00:00,-6.2307500000000005,20.490000000000002,0.87425,621.708,120.93499999999999,0,-
281,2020-12-25 17:00:00,-7.1705,21.57,0.71325,621.48875,10.0275,0,-
282,2020-12-25 18:00:00,-8.026499999999999,23.970000000000002,0.4335,621.56,0.0,0,-
283,2020-12-25 19:00:00,-7.9719999999999995,22.7875,0.8845,621.8055,0.0,0,-
284,2020-12-25 20:00:00,-8.19425,24.53,0.42,621.9535000000001,0.0,0,-
285,2020-12-25 21:00:00,-8.46,25.09,0.705,622.091,0.0,0,-
286,2020-12-25 22:00:00,-8.867500000000001,24.485,2.1665,621.9685,0.0,0,-
287,2020-12-25 23:00:00,-9.392499999999998,24.125,1.4657499999999999,621.702,0.0,0,-
288,2020-12-26 00:00:00,-9.5975,23.85,2.4435,621.4565,0.0,0,-
289,2020-12-26 01:00:00,-9.962499999999999,24.7475,2.29175,621.261,0.0,0,-
290,2020-12-26 02:00:00,-10.4025,26.36,1.5510000000000002,621.0515,0.0,0,-
291,2020-12-26 03:00:00,-10.655,26.9525,2.2977499999999997,620.86025,0.0,0,-
292,2020-12-26 04:00:00,-11.22,28.785,1.22575,620.6725,0.0,0,-
293,2020-12-26 05:00:00,-11.3725,28.4125,2.1029999999999998,620.6485,0.0,0,-
294,2020-12-26 06:00:00,-11.6,28.685,2.286,620.8435,0.0,0,-
