,When,sea,T_a,RH,v_a,p_a,SW_global,SW_diffuse,SW_direct,Prec,cld,missing_type,a,vp_a,LW_in,e_a,Discharge
0,2021-01-18 00:00:00,0.0,-6.861,32.1,1.102,621.968,0.0,0.0,0.0,0,0,-,0.35,0.0,0.0,,0.0
1,2021-01-18 01:00:00,0.0,-6.622,33.76,0.457,621.743,0.0,0.0,0.0,0,0,-,0.35,1.256,165.045,0.577,0.0
2,2021-01-18 02:00:00,0.004,-6.781,35.36,1.156,621.609,0.0,0.0,0.0,0,0,-,0.35,1.299,165.469,0.58,0.0
3,2021-01-18 03:00:00,0.192,-7.445,37.94,0.679,621.002,0.0,0.0,0.0,0,0,-,0.35,1.324,164.33,0.581,0.0
4,2021-01-18 04:00:00,0.358,-7.772,38.7,2.091,620.676,0.0,0.0,0.0,0,0,-,0.35,1.317,163.422,0.581,0.0
5,2021-01-18 05:00:00,0.494,-8.19,38.55,0.733,620.579,0.0,0.0,0.0,0,0,-,0.35,1.27,161.587,0.578,0.0
6,2021-01-18 06:00:00,0.584,-8.98,43.04,0.695,620.682,0.0,0.0,0.0,0,0,-,0.35,1.333,160.842,0.582,0.0
7,2021-01-18 07:00:00,0.616,-9.93,45.07,0.209,620.967,0.0,0.0,0.0,0,0,-,0.35,1.295,157.969,0.58,0.0
8,2021-01-18 08:00:00,0.584,-9.62,43.34,0.334,621.309,28.53,0.0,28.53,0,0,-,0.35,1.276,158.357,0.579,0.0
9,2021-01-18 09:00:00,0.494,-8.87,40.94,0.425,621.696,198.6,0.0,198.6,0,0,-,0.35,1.279,160.151,0.579,0.0
10,2021-01-18 10:00:00,0.359,-8.01,38.35,2.153,622.152,258.3,0.0,258.3,0,0,-,0.35,1.281,162.216,0.579,0.0
11,2021-01-18 11:00:00,0.192,-6.634,34.85,1.615,621.824,394.3,0.0,394.3,0,0,-,0.35,1.295,165.745,0.579,0.0
12,2021-01-18 12:00:00,0.004,-6.094,34.56,2.039,620.977,627.6,0.0,627.6,0,0,-,0.35,1.339,167.837,0.582,0.0
13,2021-01-18 13:00:00,0.0,-4.935,31.64,2.156,620.286,742.8,0.0,742.8,0,0,-,0.35,1.339,170.667,0.582,0.0
14,2021-01-18 14:00:00,0.0,-3.999,28.67,1.974,619.716,626.5,0.0,626.5,0,0,-,0.35,1.302,172.29,0.579,0.0
15,2021-01-18 15:00:00,0.0,-3.287,25.75,2.939,619.431,424.1,0.0,424.1,0,0,-,0.35,1.234,172.718,0.574,0.0
16,2021-01-18 16:00:00,0.0,-3.293,24.32,2.705,619.086,284.0,0.0,284.0,0,0,-,0.35,1.165,171.288,0.57,30.0
17,2021-01-18 17:00:00,0.0,-3.41,19.08,2.14,619.165,46.59,0.0,46.59,0,0,-,0.35,0.906,164.969,0.55,60.0
18,2021-01-18 18:00:00,0.0,-3.919,19.13,2.859,619.47,0.0,0.0,0.0,0,0,-,0.35,0.874,162.941,0.547,60.0
19,2021-01-18 19:00:00,0.0,-5.772,24.82,0.666,619.979,0.0,0.0,0.0,0,0,-,0.35,0.985,161.397,0.557,60.0
20,2021-01-18 20:00:00,0.0,-6.195,25.81,0.864,620.133,0.0,0.0,0.0,0,0,-,0.35,0.992,160.569,0.558,60.0
21,2021-01-18 21:00:00,0.0,-6.733,23.02,2.755,620.373,0.0,0.0,0.0,0,0,-,0.35,0.849,155.818,0.545,60.0
22,2021-01-18 22:00:00,0.0,-7.543,24.43,2.837,620.431,0.0,0.0,0.0,0,0,-,0.35,0.846,153.928,0.545,60.0
23,2021-01-18 23:00:00,0.0,-8.16,26.39,3.159,620.368,0.0,0.0,0.0,0,0,-,0.35,0.871,153.19,0.548,60.0
24,2021-01-19 00:00:00,0.0,-8.5,26.39,3.043,620.195,0.0,0.0,0.0,0,0,-,0.35,0.848,151.855,0.546,60.0
25,2021-01-19 01:00:00,0.0,-9.09,27.25,3.478,619.932,0.0,0.0,0.0,0,0,-,0.35,0.836,150.248,0.545,60.0
26,2021-01-19 02:00:00,0.005,-9.4,28.89,3.193,619.92,0.0,0.0,0.0,0,0,-,0.35,0.865,150.297,0.548,60.0
27,2021-01-19 03:00:00,0.193,-9.71,28.48,2.98,619.635,0.0,0.0,0.0,0,0,-,0.35,0.833,148.79,0.545,60.0
28,2021-01-19 04:00:00,0.36,-10.32,30.85,1.475,619.481,0.0,0.0,0.0,0,0,-,0.35,0.859,148.132,0.547,60.0
29,2021-01-19 05:00:00,0.496,-10.63,29.47,2.408,619.589,0.0,0.0,0.0,0,0,-,0.35,0.801,145.982,0.542,60.0
30,2021-01-19 06:00:00,0.587,-11.37,29.09,1.658,619.784,0.0,0.0,0.0,0,0,-,0.35,0.745,142.92,0.537,60.0
31,2021-01-19 07:00:00,0.62,-11.27,29.79,2.481,620.365,0.0,0.0,0.0,0,0,-,0.35,0.769,143.782,0.539,60.0
32,2021-01-19 08:00:00,0.588,-11.71,30.48,3.226,620.795,25.22,0.0,25.22,0,0,-,0.35,0.76,142.599,0.538,60.0
33,2021-01-19 09:00:00,0.498,-10.86,33.34,2.61,621.242,239.4,0.0,239.4,0,0,-,0.35,0.889,147.689,0.55,60.0
34,2021-01-19 10:00:00,0.363,-8.84,31.91,1.812,621.56,421.0,0.0,421.0,0,0,-,0.35,0.999,154.67,0.559,60.0
35,2021-01-19 11:00:00,0.196,-8.49,31.56,2.339,621.52,570.4,0.0,570.4,0,0,-,0.35,1.015,155.827,0.56,60.0
36,2021-01-19 12:00:00,0.008,-7.436,28.42,3.045,620.56,667.9,0.0,667.9,0,0,-,0.35,0.993,157.722,0.558,60.0
37,2021-01-19 13:00:00,0.0,-6.671,21.71,2.415,619.533,683.0,0.0,683.0,0,0,-,0.35,0.805,154.763,0.541,60.0
38,2021-01-19 14:00:00,0.0,-5.999,21.69,3.615,618.842,623.6,0.0,623.6,0,0,-,0.35,0.846,157.41,0.545,0.0
39,2021-01-19 15:00:00,0.0,-5.027,19.59,2.276,618.662,431.2,0.0,431.2,0,0,-,0.35,0.823,159.001,0.543,0.0
40,2021-01-19 16:00:00,0.0,-5.015,19.94,3.276,618.499,123.4,0.0,123.4,0,0,-,0.35,0.839,159.452,0.544,0.0
41,2021-01-19 17:00:00,0.0,-5.818,19.83,4.147,618.24,36.03,0.0,36.03,0,0,-,0.35,0.785,156.122,0.539,60.0
42,2021-01-19 18:00:00,0.0,-6.317,20.49,1.301,618.657,0.0,0.0,0.0,0,0,-,0.35,0.78,154.879,0.539,60.0
43,2021-01-19 19:00:00,0.0,-6.488,17.55,1.711,618.934,0.0,0.0,0.0,0,0,-,0.35,0.66,150.833,0.526,60.0
44,2021-01-19 20:00:00,0.0,-7.724,24.53,0.784,619.138,0.0,0.0,0.0,0,0,-,0.35,0.838,153.305,0.545,60.0
45,2021-01-19 21:00:00,0.0,-7.955,21.4,4.966,619.39,0.0,0.0,0.0,0,0,-,0.35,0.718,149.456,0.533,60.0
46,2021-01-19 22:00:00,0.0,-8.61,21.76,2.848,619.864,0.0,0.0,0.0,0,0,-,0.35,0.694,147.309,0.53,60.0
47,2021-01-19 23:00:00,0.0,-9.32,22.99,2.413,620.109,0.0,0.0,0.0,0,0,-,0.35,0.693,145.773,0.531,60.0
48,2021-01-20 00:00:00,0.0,-9.8,22.66,3.098,620.087,0.0,0.0,0.0,0,0,-,0.35,0.658,143.674,0.527,60.0
49,2021-01-20 01:00:00,0.0,-10.23,25.01,4.107,619.877,0.0,0.0,0.0,0,0,-,0.35,0.702,144.094,0.532,60.0
50,2021-01-20 02:00:00,0.006,-10.98,27.4,3.834,619.781,0.0,0.0,0.0,0,0,-,0.35,0.724,143.157,0.534,60.0
51,2021-01-20 03:00:00,0.195,-11.21,29.33,2.916,619.737,0.0,0.0,0.0,0,0,-,0.35,0.761,143.688,0.538,60.0
52,2021-01-20 04:00:00,0.363,-11.58,30.51,3.24,619.484,0.0,0.0,0.0,0,0,-,0.35,0.768,143.106,0.539,60.0
53,2021-01-20 05:00:00,0.499,-11.66,30.3,3.468,619.392,0.0,0.0,0.0,0,0,-,0.35,0.758,142.665,0.538,60.0
54,2021-01-20 06:00:00,0.591,-12.07,32.0,3.463,619.682,0.0,0.0,0.0,0,0,-,0.35,0.775,142.241,0.54,60.0
55,2021-01-20 07:00:00,0.624,-12.4,32.84,3.421,619.992,0.0,0.0,0.0,0,0,-,0.35,0.774,141.533,0.54,60.0
56,2021-01-20 08:00:00,0.592,-12.47,34.15,3.352,620.25,27.9,0.0,27.9,0,0,-,0.35,0.8,142.063,0.543,60.0
57,2021-01-20 09:00:00,0.502,-10.81,34.74,0.607,620.654,238.0,0.0,238.0,0,0,-,0.35,0.93,148.753,0.554,60.0
58,2021-01-20 10:00:00,0.366,-10.46,33.67,1.761,620.916,423.0,0.0,423.0,0,0,-,0.35,0.927,149.448,0.553,60.0
59,2021-01-20 11:00:00,0.199,-9.82,36.21,1.924,620.932,574.1,0.0,574.1,0,0,-,0.35,1.049,153.544,0.563,60.0
60,2021-01-20 12:00:00,0.011,-8.5,32.62,2.191,620.472,664.7,0.0,664.7,0,0,-,0.35,1.049,156.523,0.563,60.0
61,2021-01-20 13:00:00,0.0,-8.01,27.63,2.828,619.862,683.9,0.0,683.9,0,0,-,0.35,0.923,154.793,0.552,60.0
62,2021-01-20 14:00:00,0.0,-7.311,26.43,3.878,619.471,636.2,0.0,636.2,0,0,-,0.35,0.932,156.595,0.553,60.0
63,2021-01-20 15:00:00,0.0,-6.636,24.98,4.707,619.232,514.9,0.0,514.9,0,0,-,0.35,0.928,158.038,0.552,60.0
64,2021-01-20 16:00:00,0.0,-6.239,20.85,2.852,619.229,337.5,0.0,337.5,0,0,-,0.35,0.799,155.573,0.541,60.0
65,2021-01-20 17:00:00,0.0,-6.05,26.36,4.258,619.627,32.92,0.0,32.92,0,0,-,0.35,1.025,161.647,0.56,60.0
66,2021-01-20 18:00:00,0.0,-6.906,20.06,5.05,619.949,0.0,0.0,0.0,0,0,-,0.35,0.73,152.111,0.534,60.0
67,2021-01-20 19:00:00,0.0,-7.402,19.66,1.908,620.807,0.0,0.0,0.0,0,0,-,0.35,0.689,149.764,0.53,60.0
68,2021-01-20 20:00:00,0.0,-8.26,19.26,1.188,621.43,0.0,0.0,0.0,0,0,-,0.35,0.631,146.074,0.523,60.0
69,2021-01-20 21:00:00,0.0,-8.67,21.83,1.939,622.108,0.0,0.0,0.0,0,0,-,0.35,0.693,147.149,0.53,60.0
70,2021-01-20 22:00:00,0.0,-9.21,19.1,2.277,622.674,0.0,0.0,0.0,0,0,-,0.35,0.581,142.368,0.517,60.0
71,2021-01-20 23:00:00,0.0,-10.1,22.02,2.531,623.19,0.0,0.0,0.0,0,0,-,0.35,0.624,141.976,0.523,60.0
72,2021-01-21 00:00:00,0.0,-10.24,24.03,1.877,623.578,0.0,0.0,0.0,0,0,-,0.35,0.674,143.236,0.529,60.0
73,2021-01-21 01:00:00,0.0,-11.28,23.68,2.297,623.57,0.0,0.0,0.0,0,0,-,0.35,0.611,139.107,0.522,60.0
74,2021-01-21 02:00:00,0.007,-11.39,27.93,0.907,623.714,0.0,0.0,0.0,0,0,-,0.35,0.714,142.017,0.533,60.0
75,2021-01-21 03:00:00,0.197,-11.82,24.76,2.603,623.921,0.0,0.0,0.0,0,0,-,0.35,0.612,138.027,0.522,60.0
76,2021-01-21 04:00:00,0.365,-12.08,25.43,3.557,624.229,0.0,0.0,0.0,0,0,-,0.35,0.615,137.611,0.522,60.0
77,2021-01-21 05:00:00,0.502,-12.13,26.43,3.828,624.129,0.0,0.0,0.0,0,0,-,0.35,0.637,138.189,0.525,60.0
78,2021-01-21 06:00:00,0.594,-12.81,33.95,0.653,624.195,0.0,0.0,0.0,0,0,-,0.35,0.774,140.676,0.54,0.0
79,2021-01-21 07:00:00,0.627,-12.4,30.75,2.867,624.54,0.0,0.0,0.0,0,0,-,0.35,0.725,140.21,0.535,0.0
80,2021-01-21 08:00:00,0.596,-12.49,29.12,3.376,624.996,31.02,0.0,31.02,0,0,-,0.35,0.681,138.793,0.53,0.0
81,2021-01-21 09:00:00,0.506,-12.15,28.54,4.919,625.333,246.1,0.0,246.1,0,0,-,0.35,0.686,139.64,0.531,0.0
82,2021-01-21 10:00:00,0.37,-10.82,28.62,1.717,625.777,428.1,0.0,428.1,0,0,-,0.35,0.766,144.654,0.539,0.0
83,2021-01-21 11:00:00,0.203,-9.31,25.7,1.944,625.804,579.2,0.0,579.2,0,0,-,0.35,0.775,148.151,0.539,0.0
84,2021-01-21 12:00:00,0.014,-8.38,24.51,3.175,625.193,671.8,0.0,671.8,0,0,-,0.35,0.795,150.726,0.541,0.0
85,2021-01-21 13:00:00,0.0,-7.282,21.58,2.468,624.084,521.7,0.0,521.7,0,0,-,0.35,0.763,152.238,0.537,0.0
86,2021-01-21 14:00:00,0.0,-6.711,19.54,2.205,623.037,313.4,0.0,313.4,0,0,-,0.35,0.722,152.297,0.533,0.0
87,2021-01-21 15:00:00,0.0,-6.546,18.38,1.623,622.36,196.3,0.0,196.3,0,0,-,0.35,0.688,151.607,0.529,0.0
88,2021-01-21 16:00:00,0.0,-6.657,17.92,1.478,621.765,117.4,0.0,117.4,0,0,-,0.35,0.665,150.633,0.527,0.0
89,2021-01-21 17:00:00,0.0,-6.795,17.68,0.707,621.36,36.18,0.0,36.18,0,0,-,0.35,0.649,149.815,0.525,0.0
90,2021-01-21 18:00:00,0.0,-7.079,18.17,0.948,620.925,0.0,0.0,0.0,0,0,-,0.35,0.652,149.315,0.525,60.0
91,2021-01-21 19:00:00,0.0,-7.201,18.95,1.121,621.532,0.0,0.0,0.0,0,0,-,0.35,0.674,149.747,0.528,60.0
92,2021-01-21 20:00:00,0.0,-7.428,21.59,0.825,621.628,0.0,0.0,0.0,0,0,-,0.35,0.755,151.68,0.537,60.0
93,2021-01-21 21:00:00,0.0,-7.895,20.62,0.13,621.347,0.0,0.0,0.0,0,0,-,0.35,0.695,148.894,0.53,60.0
94,2021-01-21 22:00:00,0.0,-8.14,22.34,0.89,621.084,0.0,0.0,0.0,0,0,-,0.35,0.739,149.664,0.535,60.0
95,2021-01-21 23:00:00,0.0,-8.24,22.68,2.537,620.594,0.0,0.0,0.0,0,0,-,0.35,0.744,149.602,0.536,60.0
96,2021-01-22 00:00:00,0.0,-8.25,23.22,2.137,620.39,0.0,0.0,0.0,0,0,-,0.35,0.761,150.067,0.537,60.0
97,2021-01-22 01:00:00,0.0,-8.71,23.06,2.177,620.448,0.0,0.0,0.0,0,0,-,0.35,0.729,148.153,0.534,60.0
98,2021-01-22 02:00:00,0.009,-9.42,24.1,0.863,620.114,0.0,0.0,0.0,0,0,-,0.35,0.721,146.379,0.534,60.0
99,2021-01-22 03:00:00,0.198,-9.34,23.7,0.973,619.9,0.0,0.0,0.0,0,0,-,0.35,0.713,146.332,0.533,60.0
100,2021-01-22 04:00:00,0.367,-9.55,23.71,0.95,619.551,0.0,0.0,0.0,0,0,-,0.35,0.702,145.547,0.532,60.0
101,2021-01-22 05:00:00,0.505,-10.14,24.79,0.609,619.208,0.0,0.0,0.0,0,0,-,0.35,0.7,144.249,0.532,60.0
102,2021-01-22 06:00:00,0.598,-10.15,25.74,1.032,619.095,0.0,0.0,0.0,0,0,-,0.35,0.727,144.989,0.534,60.0
103,2021-01-22 07:00:00,0.631,-10.86,25.86,0.793,619.151,0.0,0.0,0.0,0,0,-,0.35,0.69,142.425,0.531,60.0
104,2021-01-22 08:00:00,0.6,-10.86,25.92,1.052,619.311,43.24,0.0,43.24,0,0,-,0.35,0.691,142.472,0.531,60.0
105,2021-01-22 09:00:00,0.51,-10.72,27.53,0.768,619.38,217.7,0.0,217.7,0,0,-,0.35,0.743,144.23,0.536,60.0
106,2021-01-22 10:00:00,0.374,-9.26,24.99,1.233,619.476,342.2,0.0,342.2,0,0,-,0.35,0.757,147.75,0.537,60.0
107,2021-01-22 11:00:00,0.206,-7.998,23.13,1.353,619.123,496.2,0.0,496.2,0,0,-,0.35,0.773,150.958,0.539,60.0
108,2021-01-22 12:00:00,0.017,-7.183,23.39,2.443,618.543,506.6,0.0,506.6,0,0,-,0.35,0.833,154.39,0.544,60.0
109,2021-01-22 13:00:00,0.0,-3.749,18.82,2.596,617.865,595.2,0.0,595.2,0,0,-,0.35,0.871,163.255,0.547,60.0
110,2021-01-22 14:00:00,0.0,-2.506,15.23,4.025,617.25,409.3,0.0,409.3,0,0,-,0.35,0.774,163.384,0.537,60.0
111,2021-01-22 15:00:00,0.0,-2.165,14.61,4.678,616.757,488.3,0.0,488.3,0,0,-,0.35,0.761,163.799,0.536,60.0
112,2021-01-22 16:00:00,0.0,-1.979,13.89,3.668,616.224,225.8,0.0,225.8,0,0,-,0.35,0.734,163.373,0.533,60.0
113,2021-01-22 17:00:00,0.0,-2.309,14.15,4.948,616.064,61.07,0.0,61.07,0,0,-,0.35,0.729,162.47,0.532,60.0
114,2021-01-22 18:00:00,0.0,-3.098,15.26,2.626,616.121,0.0,0.0,0.0,0,0,-,0.35,0.742,161.037,0.534,60.0
115,2021-01-22 19:00:00,0.0,-3.346,15.74,3.333,615.981,0.0,0.0,0.0,0,0,-,0.35,0.751,160.753,0.535,60.0
116,2021-01-22 20:00:00,0.0,-3.495,16.57,4.387,616.019,0.0,0.0,0.0,0,0,-,0.35,0.782,161.335,0.538,60.0
117,2021-01-22 21:00:00,0.0,-3.796,17.09,3.837,615.872,0.0,0.0,0.0,0,0,-,0.35,0.788,160.832,0.539,60.0
118,2021-01-22 22:00:00,0.0,-4.085,17.59,3.628,615.645,0.0,0.0,0.0,0,0,-,0.35,0.794,160.33,0.539,60.0
119,2021-01-22 23:00:00,0.0,-4.355,18.17,3.138,615.386,0.0,0.0,0.0,0,0,-,0.35,0.803,159.986,0.54,60.0
120,2021-01-23 00:00:00,0.0,-4.63,17.95,3.143,614.924,0.0,0.0,0.0,0,0,-,0.35,0.777,158.606,0.538,60.0
121,2021-01-23 01:00:00,0.0,-4.858,19.18,3.057,614.454,0.0,0.0,0.0,0,0,-,0.35,0.816,159.198,0.542,60.0
122,2021-01-23 02:00:00,0.01,-5.187,19.78,2.289,614.081,0.0,0.0,0.0,0,0,-,0.35,0.821,158.578,0.542,60.0
123,2021-01-23 03:00:00,0.2,-5.443,21.62,2.351,613.28,0.0,0.0,0.0,0,0,-,0.35,0.88,159.57,0.548,60.0
124,2021-01-23 04:00:00,0.37,-5.514,22.56,2.203,613.036,0.0,0.0,0.0,0,0,-,0.35,0.914,160.255,0.551,60.0
125,2021-01-23 05:00:00,0.508,-5.77,24.22,2.83,612.664,0.0,0.0,0.0,0,0,-,0.35,0.962,160.842,0.555,60.0
126,2021-01-23 06:00:00,0.601,-5.913,25.45,2.939,612.53,0.0,0.0,0.0,0,0,-,0.35,1.0,161.398,0.558,60.0
127,2021-01-23 07:00:00,0.635,-6.508,28.1,1.468,612.261,0.0,0.0,0.0,0,0,-,0.35,1.054,161.242,0.563,60.0
128,2021-01-23 08:00:00,0.605,-7.212,29.27,1.993,612.109,19.62,0.0,19.62,0,0,-,0.35,1.04,159.298,0.562,60.0
129,2021-01-23 09:00:00,0.514,-6.324,26.85,3.842,611.944,94.1,0.0,94.1,0,0,-,0.35,1.022,160.949,0.56,60.0
130,2021-01-23 10:00:00,0.378,-5.949,26.45,2.34,612.03,185.8,0.0,185.8,0,0,-,0.35,1.036,162.141,0.561,60.0
131,2021-01-23 11:00:00,0.21,-5.289,26.17,2.637,611.796,261.9,0.0,261.9,0,0,-,0.35,1.078,164.624,0.564,60.0
132,2021-01-23 12:00:00,0.021,-5.053,27.11,2.859,611.462,232.0,0.0,232.0,0,0,-,0.35,1.137,166.445,0.568,60.0
133,2021-01-23 13:00:00,0.0,-5.15,29.21,2.615,610.756,234.0,0.0,234.0,0,0,-,0.35,1.216,167.817,0.574,60.0
134,2021-01-23 14:00:00,0.0,-5.118,29.77,2.862,610.147,179.2,0.0,179.2,0,0,-,0.35,1.242,168.409,0.575,0.0
135,2021-01-23 15:00:00,0.0,-5.437,34.18,3.677,609.91,131.6,0.0,131.6,0,0,-,0.35,1.392,170.386,0.585,0.0
136,2021-01-23 16:00:00,0.0,-5.849,35.78,1.014,609.733,52.83,0.0,52.83,0,0,-,0.35,1.412,169.723,0.586,0.0
137,2021-01-23 17:00:00,0.0,-6.476,47.6,4.844,610.179,8.67,0.0,8.67,0,0,-,0.35,1.791,173.993,0.607,60.0
138,2021-01-23 18:00:00,0.0,-8.57,79.2,1.838,610.727,0.0,0.0,0.0,0,0,-,0.35,2.532,177.35,0.638,60.0
139,2021-01-23 19:00:00,0.0,-8.87,86.8,0.706,611.077,0.0,0.0,0.0,0,0,-,0.35,2.711,178.302,0.645,60.0
140,2021-01-23 20:00:00,0.0,-9.1,91.4,1.835,611.352,0.0,0.0,0.0,0,0,-,0.35,2.803,178.558,0.648,60.0
141,2021-01-23 21:00:00,0.0,-9.14,91.3,3.28,611.961,0.0,0.0,0.0,0,0,-,0.35,2.792,178.345,0.647,60.0
142,2021-01-23 22:00:00,0.0,-9.65,91.2,1.907,612.359,0.0,0.0,0.0,0,0,-,0.35,2.679,175.978,0.644,60.0
143,2021-01-23 23:00:00,0.0,-10.17,89.7,1.346,613.195,0.0,0.0,0.0,0,0,-,0.35,2.528,173.206,0.639,60.0
144,2021-01-24 00:00:00,0.0,-10.2,86.2,0.605,613.703,0.0,0.0,0.0,0,0,-,0.35,2.424,172.09,0.635,60.0
145,2021-01-24 01:00:00,0.0,-10.29,81.6,0.817,614.362,0.0,0.0,0.0,0,0,-,0.35,2.278,170.347,0.629,60.0
146,2021-01-24 02:00:00,0.012,-10.63,77.52,1.318,614.801,0.0,0.0,0.0,0,0,-,0.35,2.106,167.612,0.622,60.0
147,2021-01-24 03:00:00,0.202,-11.58,74.13,1.433,614.862,0.0,0.0,0.0,0,0,-,0.35,1.867,162.456,0.612,60.0
148,2021-01-24 04:00:00,0.372,-11.05,68.8,1.094,615.325,0.0,0.0,0.0,0,0,-,0.35,1.808,162.981,0.609,60.0
149,2021-01-24 05:00:00,0.511,-11.47,64.15,2.654,615.563,0.0,0.0,0.0,0,0,-,0.35,1.63,159.595,0.6,60.0
150,2021-01-24 06:00:00,0.605,-11.67,65.78,0.601,616.282,0.0,0.0,0.0,0,0,-,0.35,1.644,159.33,0.601,60.0
151,2021-01-24 07:00:00,0.64,-12.08,67.86,0.309,616.84,0.0,0.0,0.0,0,0,-,0.35,1.641,158.324,0.601,60.0
152,2021-01-24 08:00:00,0.609,-13.05,61.84,2.698,617.523,31.04,0.0,31.04,0,0,-,0.35,1.382,152.288,0.587,60.0
153,2021-01-24 09:00:00,0.518,-12.48,54.54,2.94,618.138,257.5,0.0,257.5,0,0,-,0.35,1.277,151.85,0.58,60.0
154,2021-01-24 10:00:00,0.382,-10.9,62.23,0.196,619.04,444.3,0.0,444.3,0,0,-,0.35,1.655,161.292,0.601,60.0
155,2021-01-24 11:00:00,0.213,-11.04,64.16,0.612,619.464,447.5,0.0,447.5,0,0,-,0.35,1.687,161.406,0.603,60.0
156,2021-01-24 12:00:00,0.024,-9.99,62.92,0.831,619.388,687.9,0.0,687.9,0,0,-,0.35,1.799,165.423,0.608,60.0
157,2021-01-24 13:00:00,0.0,-9.88,65.03,1.667,618.937,712.2,0.0,712.2,0,0,-,0.35,1.875,166.68,0.612,60.0
158,2021-01-24 14:00:00,0.0,-9.51,57.38,2.241,618.592,151.0,0.0,151.0,0,0,-,0.35,1.704,165.305,0.603,60.0
159,2021-01-24 15:00:00,0.0,-8.57,54.53,2.17,618.48,212.5,0.0,212.5,0,0,-,0.35,1.744,168.142,0.605,60.0
160,2021-01-24 16:00:00,0.0,-9.36,58.85,3.225,618.63,344.5,0.0,344.5,0,0,-,0.35,1.768,166.55,0.607,60.0
161,2021-01-24 17:00:00,0.0,-9.87,61.7,2.114,618.773,30.64,0.0,30.64,0,0,-,0.35,1.781,165.476,0.607,60.0
162,2021-01-24 18:00:00,0.0,-9.82,57.73,1.4,619.007,0.0,0.0,0.0,0,0,-,0.35,1.673,164.124,0.602,60.0
163,2021-01-24 19:00:00,0.0,-10.46,64.35,0.213,619.42,0.0,0.0,0.0,0,0,-,0.35,1.772,163.937,0.607,60.0
164,2021-01-24 20:00:00,0.0,-10.71,60.33,2.858,619.746,0.0,0.0,0.0,0,0,-,0.35,1.629,161.378,0.6,60.0
165,2021-01-24 21:00:00,0.0,-11.51,46.85,4.103,620.012,0.0,0.0,0.0,0,0,-,0.35,1.186,152.428,0.574,60.0
166,2021-01-24 22:00:00,0.0,-11.38,48.54,3.755,620.232,0.0,0.0,0.0,0,0,-,0.35,1.242,153.725,0.577,60.0
167,2021-01-24 23:00:00,0.0,-11.88,66.19,1.946,620.376,0.0,0.0,0.0,0,0,-,0.35,1.627,158.594,0.6,60.0
168,2021-01-25 00:00:00,0.0,-12.22,58.26,3.06,620.398,0.0,0.0,0.0,0,0,-,0.35,1.393,154.342,0.587,60.0
169,2021-01-25 01:00:00,0.0,-12.34,57.45,1.843,620.317,0.0,0.0,0.0,0,0,-,0.35,1.361,153.547,0.585,60.0
170,2021-01-25 02:00:00,0.014,-13.17,75.76,1.68,620.269,0.0,0.0,0.0,0,0,-,0.35,1.677,156.272,0.603,60.0
171,2021-01-25 03:00:00,0.205,-12.99,58.42,1.988,620.092,0.0,0.0,0.0,0,0,-,0.35,1.312,151.295,0.582,60.0
172,2021-01-25 04:00:00,0.375,-14.17,65.06,1.861,619.847,0.0,0.0,0.0,0,0,-,0.35,1.327,148.9,0.584,60.0
173,2021-01-25 05:00:00,0.514,-14.38,61.4,2.546,619.795,0.0,0.0,0.0,0,0,-,0.35,1.231,146.849,0.578,60.0
174,2021-01-25 06:00:00,0.609,-14.4,56.8,2.025,620.144,0.0,0.0,0.0,0,0,-,0.35,1.137,145.147,0.571,60.0
175,2021-01-25 07:00:00,0.644,-14.63,56.85,1.508,620.495,0.0,0.0,0.0,0,0,-,0.35,1.116,144.276,0.57,60.0
176,2021-01-25 08:00:00,0.613,-15.16,59.67,2.78,620.793,48.01,0.0,48.01,0,0,-,0.35,1.121,143.231,0.57,60.0
177,2021-01-25 09:00:00,0.523,-14.43,64.57,0.812,621.151,168.4,0.0,168.4,0,0,-,0.35,1.289,147.712,0.581,60.0
178,2021-01-25 10:00:00,0.386,-13.38,73.79,1.617,621.577,420.0,0.0,420.0,0,0,-,0.35,1.606,154.821,0.6,60.0
179,2021-01-25 11:00:00,0.217,-12.94,72.99,2.661,621.59,587.8,0.0,587.8,0,0,-,0.35,1.646,156.392,0.602,60.0
180,2021-01-25 12:00:00,0.027,-12.02,68.97,2.357,621.168,683.5,0.0,683.5,0,0,-,0.35,1.676,158.943,0.603,60.0
181,2021-01-25 13:00:00,0.0,-11.17,64.92,3.048,620.431,714.8,0.0,714.8,0,0,-,0.35,1.689,161.128,0.603,60.0
182,2021-01-25 14:00:00,0.0,-10.19,56.32,3.309,619.988,496.8,0.0,496.8,0,0,-,0.35,1.585,161.98,0.597,60.0
183,2021-01-25 15:00:00,0.0,-9.46,51.91,3.036,619.611,521.6,0.0,521.6,0,0,-,0.35,1.548,163.167,0.595,60.0
184,2021-01-25 16:00:00,0.0,-8.89,46.63,2.497,619.492,349.8,0.0,349.8,0,0,-,0.35,1.454,163.072,0.59,60.0
185,2021-01-25 17:00:00,0.0,-9.29,43.84,1.798,619.366,93.0,0.0,93.0,0,0,-,0.35,1.325,159.979,0.582,60.0
186,2021-01-25 18:00:00,0.0,-10.3,43.28,4.945,619.555,0.0,0.0,0.0,0,0,-,0.35,1.207,155.553,0.575,60.0
187,2021-01-25 19:00:00,0.0,-10.75,42.86,2.643,619.897,0.0,0.0,0.0,0,0,-,0.35,1.153,153.525,0.571,60.0
