time,temp,RH,wind,SW_global,ppt,press,SW_direct,SW_diffuse
2021-01-18 00:00:00,-6.567,32.53,0.851,0.0,0,621.883,0.0,0
2021-01-18 01:00:00,-6.579,33.705,1.196,0.0,0,621.693,0.0,0
2021-01-18 02:00:00,-7.31,37.112,0.969,0.0,0,621.381,0.0,0
2021-01-18 03:00:00,-7.549,36.772,0.683,0.0,0,620.88,0.0,0
2021-01-18 04:00:00,-7.784,38.108,1.238,0.0,0,620.64,0.0,0
2021-01-18 05:00:00,-8.092,39.618,1.281,0.0,0,620.618,0.0,0
2021-01-18 06:00:00,-9.07,43.24,0.828,0.0,0,620.788,0.0,0
2021-01-18 07:00:00,-9.835,44.15,0.265,2.505,0,621.095,2.505,0
2021-01-18 08:00:00,-9.722,43.598,0.189,79.583,0,621.454,79.583,0
2021-01-18 09:00:00,-8.077,38.61,1.095,205.775,0,621.867,205.775,0
2021-01-18 10:00:00,-7.43,36.482,1.457,339.975,0,622.029,339.975,0
2021-01-18 11:00:00,-6.268,33.512,1.676,543.975,0,621.507,543.975,0
2021-01-18 12:00:00,-5.558,32.127,1.924,630.15,0,620.718,630.15,0
2021-01-18 13:00:00,-4.588,30.298,1.991,696.9,0,620.072,696.9,0
2021-01-18 14:00:00,-3.787,28.638,2.612,578.9,0,619.609,578.9,0
2021-01-18 15:00:00,-2.983,24.98,2.059,426.075,0,619.302,426.075,0
2021-01-18 16:00:00,-3.048,22.095,2.265,206.4,0,619.116,206.4,0
2021-01-18 17:00:00,-3.579,18.805,1.856,19.05,0,619.28,19.05,0
2021-01-18 18:00:00,-4.328,21.153,1.943,0.0,0,619.661,0.0,0
2021-01-18 19:00:00,-6.072,25.01,0.637,0.0,0,620.037,0.0,0
2021-01-18 20:00:00,-6.408,24.04,1.662,0.0,0,620.223,0.0,0
2021-01-18 21:00:00,-6.982,23.687,2.683,0.0,0,620.394,0.0,0
2021-01-18 22:00:00,-7.745,25.95,3.386,0.0,0,620.408,0.0,0
2021-01-18 23:00:00,-8.338,26.19,3.322,0.0,0,620.303,0.0,0
2021-01-19 00:00:00,-8.74,26.985,3.381,0.0,0,620.096,0.0,0
2021-01-19 01:00:00,-9.112,28.38,3.45,0.0,0,619.928,0.0,0
2021-01-19 02:00:00,-9.525,28.73,3.112,0.0,0,619.813,0.0,0
2021-01-19 03:00:00,-9.905,29.135,2.717,0.0,0,619.577,0.0,0
2021-01-19 04:00:00,-10.385,30.078,2.085,0.0,0,619.522,0.0,0
2021-01-19 05:00:00,-10.765,28.788,2.306,0.0,0,619.662,0.0,0
2021-01-19 06:00:00,-11.27,29.045,2.471,0.0,0,620.002,0.0,0
2021-01-19 07:00:00,-11.448,30.535,2.676,2.087,0,620.526,2.087,0
2021-01-19 08:00:00,-11.505,31.928,3.298,120.03,0,620.962,120.03,0
2021-01-19 09:00:00,-10.592,32.572,2.593,308.6,0,621.361,308.6,0
2021-01-19 10:00:00,-8.775,32.172,2.192,481.5,0,621.545,481.5,0
2021-01-19 11:00:00,-7.979,29.858,2.22,610.725,0,621.16,610.725,0
2021-01-19 12:00:00,-7.3,27.288,3.005,680.95,0,620.175,680.95,0
2021-01-19 13:00:00,-6.35,22.465,2.94,668.05,0,619.274,668.05,0
2021-01-19 14:00:00,-5.604,21.09,2.974,580.175,0,618.774,580.175,0
2021-01-19 15:00:00,-5.174,19.5,4.261,227.375,0,618.601,227.375,0
2021-01-19 16:00:00,-5.322,20.475,3.7,170.95,0,618.402,170.95,0
2021-01-19 17:00:00,-5.947,19.807,3.712,16.054,0,618.396,16.054,0
2021-01-19 18:00:00,-6.626,20.675,1.379,0.0,0,618.761,0.0,0
2021-01-19 19:00:00,-6.888,20.182,2.275,0.0,0,619.01,0.0,0
2021-01-19 20:00:00,-7.732,21.473,2.455,0.0,0,619.233,0.0,0
2021-01-19 21:00:00,-8.186,22.08,3.57,0.0,0,619.568,0.0,0
2021-01-19 22:00:00,-8.81,22.63,2.566,0.0,0,619.956,0.0,0
2021-01-19 23:00:00,-9.345,23.325,2.712,0.0,0,620.101,0.0,0
2021-01-20 00:00:00,-9.922,23.012,3.666,0.0,0,620.008,0.0,0
2021-01-20 01:00:00,-10.57,26.022,3.558,0.0,0,619.841,0.0,0
2021-01-20 02:00:00,-11.065,27.775,3.349,0.0,0,619.764,0.0,0
2021-01-20 03:00:00,-11.33,29.01,2.749,0.0,0,619.642,0.0,0
2021-01-20 04:00:00,-11.657,30.575,3.072,0.0,0,619.45,0.0,0
2021-01-20 05:00:00,-11.885,31.485,3.094,0.0,0,619.501,0.0,0
2021-01-20 06:00:00,-12.208,33.092,3.632,0.0,0,619.798,0.0,0
2021-01-20 07:00:00,-12.36,33.65,3.455,2.254,0,620.089,2.254,0
2021-01-20 08:00:00,-12.26,35.457,2.227,120.725,0,620.402,120.725,0
2021-01-20 09:00:00,-10.682,34.023,0.846,307.95,0,620.752,307.95,0
2021-01-20 10:00:00,-10.245,34.418,2.16,483.8,0,620.922,483.8,0
2021-01-20 11:00:00,-9.323,34.44,2.188,613.55,0,620.76,613.55,0
2021-01-20 12:00:00,-8.47,31.888,2.832,677.775,0,620.243,677.775,0
2021-01-20 13:00:00,-7.622,27.882,2.895,670.625,0,619.716,670.625,0
2021-01-20 14:00:00,-6.994,25.21,3.408,595.925,0,619.382,595.925,0
2021-01-20 15:00:00,-6.535,22.962,3.549,449.525,0,619.231,449.525,0
2021-01-20 16:00:00,-5.978,21.8,2.459,264.8,0,619.378,264.8,0
2021-01-20 17:00:00,-6.414,27.492,3.663,13.441,0,619.748,13.441,0
2021-01-20 18:00:00,-7.1,18.995,3.984,0.0,0,620.271,0.0,0
2021-01-20 19:00:00,-7.776,19.34,1.998,0.0,0,621.04,0.0,0
2021-01-20 20:00:00,-8.44,17.982,2.417,0.0,0,621.684,0.0,0
2021-01-20 21:00:00,-8.99,20.382,2.244,0.0,0,622.32,0.0,0
2021-01-20 22:00:00,-9.512,20.502,1.995,0.0,0,622.868,0.0,0
2021-01-20 23:00:00,-10.11,22.873,2.422,0.0,0,623.336,0.0,0
2021-01-21 00:00:00,-10.93,25.815,1.259,0.0,0,623.575,0.0,0
2021-01-21 01:00:00,-11.423,23.485,2.986,0.0,0,623.624,0.0,0
2021-01-21 02:00:00,-11.812,29.025,1.604,0.0,0,623.792,0.0,0
2021-01-21 03:00:00,-12.055,26.088,2.953,0.0,0,624.036,0.0,0
2021-01-21 04:00:00,-12.22,26.205,3.351,0.0,0,624.192,0.0,0
2021-01-21 05:00:00,-12.278,27.77,2.787,0.0,0,624.154,0.0,0
2021-01-21 06:00:00,-12.83,31.415,1.373,0.0,0,624.324,0.0,0
2021-01-21 07:00:00,-12.68,29.6,3.348,2.349,0,624.711,2.349,0
2021-01-21 08:00:00,-12.35,30.522,3.899,126.03,0,625.122,126.03,0
2021-01-21 09:00:00,-11.378,28.255,3.823,314.375,0,625.5,314.375,0
2021-01-21 10:00:00,-10.362,27.61,1.954,489.9,0,625.787,489.9,0
2021-01-21 11:00:00,-8.732,24.048,1.826,616.975,0,625.575,616.975,0
2021-01-21 12:00:00,-7.908,23.12,2.242,671.275,0,624.777,671.275,0
2021-01-21 13:00:00,-6.887,20.728,2.325,498.95,0,623.692,498.95,0
2021-01-21 14:00:00,-6.573,18.96,1.751,286.625,0,622.783,286.625,0
2021-01-21 15:00:00,-6.543,18.37,1.532,178.3,0,622.137,178.3,0
2021-01-21 16:00:00,-6.636,17.808,1.276,86.39,0,621.614,86.39,0
2021-01-21 17:00:00,-6.942,17.597,0.928,16.619,0,621.197,16.619,0
2021-01-21 18:00:00,-7.272,19.222,0.465,0.0,0,621.152,0.0,0
2021-01-21 19:00:00,-7.214,20.202,0.964,0.0,0,621.568,0.0,0
2021-01-21 20:00:00,-7.694,22.258,0.492,0.0,0,621.523,0.0,0
2021-01-21 21:00:00,-7.999,21.855,0.325,0.0,0,621.248,0.0,0
2021-01-21 22:00:00,-8.225,23.682,1.738,0.0,0,620.9,0.0,0
2021-01-21 23:00:00,-8.188,22.873,1.64,0.0,0,620.518,0.0,0
2021-01-22 00:00:00,-8.638,23.45,1.7,0.0,0,620.412,0.0,0
2021-01-22 01:00:00,-8.918,23.365,1.298,0.0,0,620.323,0.0,0
2021-01-22 02:00:00,-9.362,23.315,0.964,0.0,0,620.034,0.0,0
2021-01-22 03:00:00,-9.412,23.452,1.254,0.0,0,619.77,0.0,0
2021-01-22 04:00:00,-9.763,24.272,1.026,0.0,0,619.422,0.0,0
2021-01-22 05:00:00,-10.125,24.832,0.629,0.0,0,619.166,0.0,0
2021-01-22 06:00:00,-10.672,26.858,0.684,0.0,0,619.116,0.0,0
2021-01-22 07:00:00,-10.925,26.432,0.648,4.245,0,619.211,4.245,0
2021-01-22 08:00:00,-10.702,26.358,0.869,104.112,0,619.336,104.112,0
2021-01-22 09:00:00,-9.993,26.008,0.975,259.75,0,619.416,259.75,0
2021-01-22 10:00:00,-8.935,24.282,1.188,398.375,0,619.344,398.375,0
2021-01-22 11:00:00,-7.804,23.23,1.26,488.0,0,618.906,488.0,0
2021-01-22 12:00:00,-5.967,20.96,1.918,533.375,0,618.288,533.375,0
2021-01-22 13:00:00,-3.057,16.965,3.119,560.625,0,617.634,560.625,0
2021-01-22 14:00:00,-2.46,15.163,4.029,460.725,0,617.065,460.725,0
2021-01-22 15:00:00,-2.181,14.553,4.223,337.925,0,616.557,337.925,0
2021-01-22 16:00:00,-2.082,13.835,3.237,209.425,0,616.164,209.425,0
2021-01-22 17:00:00,-2.566,14.415,4.102,26.325,0,616.086,26.325,0
2021-01-22 18:00:00,-3.196,15.448,2.823,0.0,0,616.068,0.0,0
2021-01-22 19:00:00,-3.457,16.183,3.196,0.0,0,615.996,0.0,0
2021-01-22 20:00:00,-3.57,16.58,3.472,0.0,0,615.964,0.0,0
2021-01-22 21:00:00,-3.884,17.445,3.456,0.0,0,615.787,0.0,0
2021-01-22 22:00:00,-4.174,17.675,3.995,0.0,0,615.547,0.0,0
2021-01-22 23:00:00,-4.491,18.303,3.301,0.0,0,615.213,0.0,0
2021-01-23 00:00:00,-4.752,18.15,2.409,0.0,0,614.748,0.0,0
2021-01-23 01:00:00,-4.999,19.63,2.817,0.0,0,614.314,0.0,0
2021-01-23 02:00:00,-5.249,20.542,2.445,0.0,0,613.781,0.0,0
2021-01-23 03:00:00,-5.408,21.81,2.78,0.0,0,613.188,0.0,0
2021-01-23 04:00:00,-5.605,23.053,2.794,0.0,0,612.896,0.0,0
2021-01-23 05:00:00,-5.788,24.785,2.815,0.0,0,612.613,0.0,0
2021-01-23 06:00:00,-5.988,26.0,2.305,0.0,0,612.429,0.0,0
2021-01-23 07:00:00,-6.487,26.835,1.938,1.894,0,612.204,1.894,0
2021-01-23 08:00:00,-6.926,27.96,1.387,45.04,0,612.047,45.04,0
2021-01-23 09:00:00,-6.292,26.668,2.844,135.15,0,611.976,135.15,0
2021-01-23 10:00:00,-5.632,25.768,2.054,207.2,0,611.942,207.2,0
2021-01-23 11:00:00,-5.116,25.658,2.903,246.825,0,611.671,246.825,0
2021-01-23 12:00:00,-4.99,27.518,2.866,229.775,0,611.197,229.775,0
2021-01-23 13:00:00,-5.084,29.698,2.906,214.575,0,610.528,214.575,0
2021-01-23 14:00:00,-5.139,31.278,3.54,154.525,0,610.058,154.525,0
2021-01-23 15:00:00,-5.603,35.793,3.044,97.12,0,609.843,97.12,0
2021-01-23 16:00:00,-5.829,38.272,2.326,36.53,0,609.9,36.53,0
2021-01-23 17:00:00,-7.472,65.6,3.896,4.73,0,610.384,4.73,0
2021-01-23 18:00:00,-8.673,82.825,0.956,0.0,0,610.858,0.0,0
2021-01-23 19:00:00,-8.932,89.225,0.863,0.0,0,611.18,0.0,0
2021-01-23 20:00:00,-9.13,91.25,2.29,0.0,0,611.581,0.0,0
2021-01-23 21:00:00,-9.365,90.875,2.412,0.0,0,612.11,0.0,0
2021-01-23 22:00:00,-9.948,90.675,2.165,0.0,0,612.672,0.0,0
2021-01-23 23:00:00,-10.142,88.875,1.06,0.0,0,613.386,0.0,0
2021-01-24 00:00:00,-10.317,85.575,0.857,0.0,0,613.95,0.0,0
2021-01-24 01:00:00,-10.475,79.59,1.051,0.0,0,614.527,0.0,0
2021-01-24 02:00:00,-10.838,73.94,1.368,0.0,0,614.824,0.0,0
2021-01-24 03:00:00,-11.382,71.048,1.473,0.0,0,615.036,0.0,0
2021-01-24 04:00:00,-11.27,66.358,2.072,0.0,0,615.414,0.0,0
2021-01-24 05:00:00,-11.565,62.795,2.645,0.0,0,615.832,0.0,0
2021-01-24 06:00:00,-11.812,66.958,0.684,0.0,0,616.492,0.0,0
2021-01-24 07:00:00,-12.49,68.265,0.564,3.056,0,617.096,3.056,0
2021-01-24 08:00:00,-13.16,59.723,3.525,91.803,0,617.754,91.803,0
2021-01-24 09:00:00,-12.172,61.558,1.747,327.775,0,618.476,327.775,0
2021-01-24 10:00:00,-10.645,60.465,0.396,463.775,0,619.199,463.775,0
2021-01-24 11:00:00,-10.942,65.162,1.058,609.825,0,619.436,609.825,0
2021-01-24 12:00:00,-10.138,66.402,1.557,697.075,0,619.219,697.075,0
2021-01-24 13:00:00,-9.7,63.04,2.178,577.2,0,618.808,577.2,0
2021-01-24 14:00:00,-9.12,57.118,2.484,144.85,0,618.55,144.85,0
2021-01-24 15:00:00,-8.81,52.632,2.606,381.05,0,618.536,381.05,0
2021-01-24 16:00:00,-9.61,60.285,3.805,254.825,0,618.684,254.825,0
2021-01-24 17:00:00,-9.782,60.472,1.599,15.682,0,618.86,15.682,0
2021-01-24 18:00:00,-9.995,61.622,1.5,0.0,0,619.161,0.0,0
2021-01-24 19:00:00,-10.475,61.48,1.556,0.0,0,619.542,0.0,0
2021-01-24 20:00:00,-11.042,55.92,3.391,0.0,0,619.846,0.0,0
2021-01-24 21:00:00,-11.585,46.562,3.969,0.0,0,620.094,0.0,0
2021-01-24 22:00:00,-11.382,58.262,2.356,0.0,0,620.286,0.0,0
2021-01-24 23:00:00,-12.028,64.367,2.098,0.0,0,620.384,0.0,0
2021-01-25 00:00:00,-12.29,57.065,2.798,0.0,0,620.368,0.0,0
2021-01-25 01:00:00,-12.57,58.975,1.945,0.0,0,620.299,0.0,0
2021-01-25 02:00:00,-13.015,61.423,1.697,0.0,0,620.202,0.0,0
2021-01-25 03:00:00,-13.522,68.585,0.982,0.0,0,620.0,0.0,0
2021-01-25 04:00:00,-14.188,59.832,1.689,0.0,0,619.828,0.0,0
2021-01-25 05:00:00,-14.32,56.352,2.081,0.0,0,619.926,0.0,0
2021-01-25 06:00:00,-14.602,53.922,2.62,0.0,0,620.276,0.0,0
2021-01-25 07:00:00,-14.97,56.06,2.448,5.365,0,620.606,5.365,0
2021-01-25 08:00:00,-14.868,59.672,1.179,112.102,0,620.927,112.102,0
2021-01-25 09:00:00,-14.198,66.93,0.732,298.125,0,621.31,298.125,0
2021-01-25 10:00:00,-13.165,71.752,1.851,488.525,0,621.582,488.525,0
2021-01-25 11:00:00,-12.572,72.352,2.526,629.475,0,621.432,629.475,0
2021-01-25 12:00:00,-11.698,67.255,2.791,698.825,0,620.892,698.825,0
2021-01-25 13:00:00,-10.79,62.01,3.023,662.8,0,620.265,662.8,0
2021-01-25 14:00:00,-9.858,54.13,3.194,499.55,0,619.846,499.55,0
2021-01-25 15:00:00,-9.215,49.635,2.846,460.875,0,619.566,460.875,0
2021-01-25 16:00:00,-8.89,45.098,2.558,272.925,0,619.445,272.925,0
2021-01-25 17:00:00,-9.47,44.55,2.029,30.191,0,619.437,30.191,0
2021-01-25 18:00:00,-10.6,43.085,4.602,0.0,0,619.683,0.0,0
2021-01-25 19:00:00,-10.923,41.495,2.691,0.0,0,619.993,0.0,0
2021-01-25 20:00:00,-11.532,37.252,3.386,0.0,0,620.201,0.0,0
2021-01-25 21:00:00,-11.722,37.435,3.686,0.0,0,620.354,0.0,0
2021-01-25 22:00:00,-12.36,37.388,3.576,0.0,0,620.454,0.0,0
2021-01-25 23:00:00,-12.5,38.42,3.678,0.0,0,620.368,0.0,0
2021-01-26 00:00:00,-12.798,39.878,3.314,0.0,0,620.19,0.0,0
2021-01-26 01:00:00,-13.07,40.602,3.174,0.0,0,620.057,0.0,0
2021-01-26 02:00:00,-13.525,42.138,3.079,0.0,0,620.027,0.0,0
2021-01-26 03:00:00,-13.893,44.082,2.911,0.0,0,619.842,0.0,0
2021-01-26 04:00:00,-14.335,44.6,2.866,0.0,0,619.786,0.0,0
2021-01-26 05:00:00,-14.72,46.01,3.113,0.0,0,619.808,0.0,0
2021-01-26 06:00:00,-15.062,46.315,3.252,0.0,0,619.935,0.0,0
2021-01-26 07:00:00,-15.322,45.212,3.432,3.496,0,620.14,3.496,0
2021-01-26 08:00:00,-15.1,45.218,2.913,126.608,0,620.387,126.608,0
2021-01-26 09:00:00,-13.71,51.332,1.293,317.375,0,620.684,317.375,0
2021-01-26 10:00:00,-13.073,53.945,1.72,496.5,0,620.834,496.5,0
2021-01-26 11:00:00,-11.875,53.418,1.736,630.0,0,620.639,630.0,0
2021-01-26 12:00:00,-10.848,50.665,2.077,696.5,0,620.047,696.5,0
2021-01-26 13:00:00,-9.655,43.932,2.233,689.725,0,619.365,689.725,0
2021-01-26 14:00:00,-8.628,39.07,2.38,613.625,0,618.894,613.625,0
2021-01-26 15:00:00,-7.692,33.672,2.015,473.575,0,618.635,473.575,0
2021-01-26 16:00:00,-7.696,28.825,2.46,277.775,0,618.484,277.775,0
2021-01-26 17:00:00,-8.278,30.665,1.478,34.315,0,618.45,34.315,0
2021-01-26 18:00:00,-9.31,31.995,0.784,0.0,0,618.594,0.0,0
2021-01-26 19:00:00,-9.718,29.75,2.652,0.0,0,618.896,0.0,0
2021-01-26 20:00:00,-10.168,27.415,3.188,0.0,0,619.084,0.0,0
2021-01-26 21:00:00,-10.718,26.465,3.381,0.0,0,619.202,0.0,0
2021-01-26 22:00:00,-11.148,26.985,4.101,0.0,0,619.302,0.0,0
2021-01-26 23:00:00,-11.802,29.385,4.075,0.0,0,619.428,0.0,0
2021-01-27 00:00:00,-12.238,33.38,3.696,0.0,0,619.449,0.0,0
2021-01-27 01:00:00,-12.295,35.085,3.334,0.0,0,619.431,0.0,0
2021-01-27 02:00:00,-12.488,34.32,3.32,0.0,0,619.454,0.0,0
2021-01-27 03:00:00,-12.76,32.058,3.019,0.0,0,619.345,0.0,0
2021-01-27 04:00:00,-13.05,31.515,2.641,0.0,0,619.225,0.0,0
2021-01-27 05:00:00,-13.615,34.79,1.251,0.0,0,619.286,0.0,0
2021-01-27 06:00:00,-13.7,34.355,2.413,0.0,0,619.626,0.0,0
2021-01-27 07:00:00,-14.118,37.635,1.694,3.157,0,620.021,3.157,0
2021-01-27 08:00:00,-14.222,39.505,0.436,134.632,0,620.326,134.632,0
2021-01-27 09:00:00,-12.63,39.47,1.076,329.275,0,620.713,329.275,0
2021-01-27 10:00:00,-12.002,40.548,1.486,509.7,0,621.048,509.7,0
2021-01-27 11:00:00,-10.78,41.293,1.647,644.175,0,620.947,644.175,0
2021-01-27 12:00:00,-9.838,39.438,2.209,712.175,0,620.471,712.175,0
2021-01-27 13:00:00,-8.685,35.975,1.942,703.3,0,619.902,703.3,0
2021-01-27 14:00:00,-7.589,31.252,2.66,622.575,0,619.532,622.575,0
2021-01-27 15:00:00,-6.95,22.178,2.592,481.025,0,619.265,481.025,0
2021-01-27 16:00:00,-6.615,20.132,1.647,295.775,0,619.07,295.775,0
2021-01-27 17:00:00,-7.618,19.958,1.665,37.443,0,619.014,37.443,0
2021-01-27 18:00:00,-8.62,22.12,2.044,0.0,0,619.238,0.0,0
2021-01-27 19:00:00,-9.372,21.265,3.477,0.0,0,619.493,0.0,0
2021-01-27 20:00:00,-9.685,18.682,2.878,0.0,0,619.654,0.0,0
2021-01-27 21:00:00,-10.322,19.392,3.528,0.0,0,619.863,0.0,0
2021-01-27 22:00:00,-10.808,22.722,3.618,0.0,0,619.97,0.0,0
2021-01-27 23:00:00,-11.288,25.847,3.271,0.0,0,620.056,0.0,0
2021-01-28 00:00:00,-11.585,26.458,3.294,0.0,0,620.046,0.0,0
2021-01-28 01:00:00,-11.86,28.178,2.64,0.0,0,620.02,0.0,0
2021-01-28 02:00:00,-12.132,29.345,3.215,0.0,0,619.897,0.0,0
2021-01-28 03:00:00,-12.488,30.81,2.977,0.0,0,619.702,0.0,0
2021-01-28 04:00:00,-12.822,31.528,2.945,0.0,0,619.463,0.0,0
2021-01-28 05:00:00,-13.095,32.562,1.983,0.0,0,619.379,0.0,0
2021-01-28 06:00:00,-13.473,34.408,1.476,0.0,0,619.543,0.0,0
2021-01-28 07:00:00,-14.01,36.82,1.231,3.552,0,619.903,3.552,0
2021-01-28 08:00:00,-13.638,38.155,0.272,134.712,0,620.246,134.712,0
2021-01-28 09:00:00,-12.368,38.252,0.757,319.5,0,620.582,319.5,0
2021-01-28 10:00:00,-11.625,38.035,1.591,458.15,0,620.844,458.15,0
2021-01-28 11:00:00,-10.992,38.502,2.188,642.4,0,620.852,642.4,0
2021-01-28 12:00:00,-9.778,34.885,1.95,709.9,0,620.518,709.9,0
2021-01-28 13:00:00,-8.765,31.928,2.54,489.75,0,619.89,489.75,0
2021-01-28 14:00:00,-8.24,26.04,3.868,499.35,0,619.342,499.35,0
2021-01-28 15:00:00,-7.853,21.532,3.484,449.325,0,618.848,449.325,0
2021-01-28 16:00:00,-8.355,23.34,4.236,187.85,0,618.558,187.85,0
2021-01-28 17:00:00,-8.885,23.903,2.695,52.09,0,618.766,52.09,0
2021-01-28 18:00:00,-9.555,27.742,0.778,0.0,0,618.986,0.0,0
2021-01-28 19:00:00,-10.093,28.985,2.622,0.0,0,619.195,0.0,0
2021-01-28 20:00:00,-10.612,30.235,3.296,0.0,0,619.238,0.0,0
2021-01-28 21:00:00,-10.578,29.215,2.834,0.0,0,619.136,0.0,0
2021-01-28 22:00:00,-10.66,30.508,2.23,0.0,0,619.118,0.0,0
2021-01-28 23:00:00,-10.595,32.255,0.73,0.0,0,619.199,0.0,0
2021-01-29 00:00:00,-10.77,37.885,1.57,0.0,0,619.154,0.0,0
2021-01-29 01:00:00,-11.512,50.802,1.714,0.0,0,619.061,0.0,0
2021-01-29 02:00:00,-11.74,56.47,1.671,0.0,0,618.98,0.0,0
2021-01-29 03:00:00,-11.862,55.33,2.303,0.0,0,618.756,0.0,0
2021-01-29 04:00:00,-12.22,51.302,2.16,0.0,0,618.496,0.0,0
2021-01-29 05:00:00,-12.808,48.862,3.361,0.0,0,618.382,0.0,0
2021-01-29 06:00:00,-12.88,47.702,2.725,0.0,0,618.474,0.0,0
2021-01-29 07:00:00,-13.298,48.31,2.827,3.16,0,618.796,3.16,0
2021-01-29 08:00:00,-12.96,48.728,2.426,74.24,0,619.161,74.24,0
2021-01-29 09:00:00,-11.373,45.015,1.032,158.7,0,619.589,158.7,0
2021-01-29 10:00:00,-10.895,43.655,2.474,415.75,0,619.923,415.75,0
2021-01-29 11:00:00,-10.048,38.39,2.089,523.05,0,619.88,523.05,0
2021-01-29 12:00:00,-9.562,31.555,2.67,426.85,0,619.439,426.85,0
2021-01-29 13:00:00,-9.61,25.585,2.94,286.475,0,619.031,286.475,0
2021-01-29 14:00:00,-9.122,21.495,3.242,272.3,0,618.818,272.3,0
2021-01-29 15:00:00,-8.935,21.848,4.138,216.425,0,618.668,216.425,0
2021-01-29 16:00:00,-9.0,23.372,4.216,242.7,0,618.604,242.7,0
2021-01-29 17:00:00,-9.503,25.742,4.032,47.9,0,618.664,47.9,0
2021-01-29 18:00:00,-10.085,28.782,2.602,0.0,0,618.966,0.0,0
2021-01-29 19:00:00,-11.048,30.505,2.974,0.0,0,619.361,0.0,0
2021-01-29 20:00:00,-11.798,30.798,4.982,0.0,0,619.784,0.0,0
2021-01-29 21:00:00,-12.23,31.51,4.32,0.0,0,620.243,0.0,0
2021-01-29 22:00:00,-12.702,30.818,4.564,0.0,0,620.506,0.0,0
2021-01-29 23:00:00,-13.09,28.492,4.447,0.0,0,620.712,0.0,0
2021-01-30 00:00:00,-13.242,27.71,3.481,0.0,0,620.851,0.0,0
2021-01-30 01:00:00,-13.66,29.095,3.744,0.0,0,620.958,0.0,0
2021-01-30 02:00:00,-13.865,32.067,2.935,0.0,0,621.016,0.0,0
2021-01-30 03:00:00,-14.31,35.72,3.422,0.0,0,620.986,0.0,0
2021-01-30 04:00:00,-14.592,38.242,2.832,0.0,0,620.951,0.0,0
2021-01-30 05:00:00,-14.685,39.028,3.133,0.0,0,620.994,0.0,0
2021-01-30 06:00:00,-15.052,40.355,3.165,0.0,0,621.176,0.0,0
2021-01-30 07:00:00,-14.992,41.128,3.057,3.898,0,621.682,3.898,0
2021-01-30 08:00:00,-14.902,40.865,2.514,144.168,0,622.425,144.168,0
2021-01-30 09:00:00,-13.062,38.362,1.417,337.175,0,622.721,337.175,0
2021-01-30 10:00:00,-12.49,37.428,1.882,518.45,0,622.702,518.45,0
2021-01-30 11:00:00,-11.272,34.778,2.204,652.025,0,622.321,652.025,0
2021-01-30 12:00:00,-10.402,32.482,2.892,725.1,0,621.597,725.1,0
2021-01-30 13:00:00,-9.515,30.615,2.779,724.475,0,620.717,724.475,0
2021-01-30 14:00:00,-8.667,28.998,2.826,633.0,0,620.142,633.0,0
2021-01-30 15:00:00,-8.092,27.255,2.656,501.375,0,619.95,501.375,0
2021-01-30 16:00:00,-7.906,25.95,2.107,354.1,0,619.942,354.1,0
2021-01-30 17:00:00,-8.2,27.73,1.573,57.046,0,620.017,57.046,0
2021-01-30 18:00:00,-9.215,29.553,4.312,0.0,0,620.286,0.0,0
2021-01-30 19:00:00,-9.958,29.188,3.992,0.0,0,620.814,0.0,0
2021-01-30 20:00:00,-10.418,29.898,3.831,0.0,0,621.14,0.0,0
2021-01-30 21:00:00,-10.622,29.265,3.746,0.0,0,621.226,0.0,0
2021-01-30 22:00:00,-10.838,28.79,3.238,0.0,0,621.32,0.0,0
2021-01-30 23:00:00,-11.09,29.105,3.006,0.0,0,621.424,0.0,0
2021-01-31 00:00:00,-11.402,29.36,3.069,0.0,0,621.398,0.0,0
2021-01-31 01:00:00,-11.83,30.918,3.773,0.0,0,621.342,0.0,0
2021-01-31 02:00:00,-12.29,31.185,3.79,0.0,0,621.286,0.0,0
2021-01-31 03:00:00,-12.425,31.218,3.662,0.0,0,621.104,0.0,0
2021-01-31 04:00:00,-12.852,33.482,3.231,0.0,0,620.95,0.0,0
2021-01-31 05:00:00,-13.18,34.235,2.912,0.0,0,621.044,0.0,0
2021-01-31 06:00:00,-13.262,33.258,2.635,0.0,0,621.298,0.0,0
2021-01-31 07:00:00,-13.8,35.235,1.528,5.36,0,621.75,5.36,0
2021-01-31 08:00:00,-13.245,34.528,1.142,152.075,0,622.2,152.075,0
2021-01-31 09:00:00,-12.26,36.713,1.429,339.325,0,622.347,339.325,0
2021-01-31 10:00:00,-11.17,35.265,1.556,523.6,0,622.544,523.6,0
2021-01-31 11:00:00,-9.98,33.622,1.956,601.425,0,622.57,601.425,0
2021-01-31 12:00:00,-9.145,31.687,2.318,715.25,0,622.245,715.25,0
2021-01-31 13:00:00,-7.992,29.178,2.41,737.2,0,621.739,737.2,0
2021-01-31 14:00:00,-6.979,27.235,2.814,651.1,0,621.342,651.1,0
2021-01-31 15:00:00,-6.109,24.72,2.338,500.45,0,621.094,500.45,0
2021-01-31 16:00:00,-6.005,24.09,2.043,309.0,0,620.915,309.0,0
2021-01-31 17:00:00,-6.478,24.132,1.289,55.552,0,620.984,55.552,0
2021-01-31 18:00:00,-7.45,27.75,0.146,0.0,0,621.225,0.0,0
2021-01-31 19:00:00,-7.965,29.875,1.182,0.0,0,621.594,0.0,0
