,When,sea,T_a,RH,v_a,p_a,SW_global,SW_diffuse,SW_direct,Prec,missing_type,cld,DroneV,dia,h_s,a,vp_a,LW_in,e_a,Discharge,T_s,T_bulk,f_cone,TotalE,SW,LW,Qs,Ql,Qf,Qg,ppt,dpt,cdt
2113,2021-02-09 00:30:00,0.0,-3.037,27.96,2.639,625.651,-1.984,0,0.0,0,-,0,,,,0.35,1.365,175.856,0.583,60,0,0,1,-142.483,0.0,-124.019,-18.464,0,0,0,0,0,0
2114,2021-02-09 00:45:00,0.0,-2.971,26.5,2.152,625.61,-1.743,0,0.0,0,-,0,,,,0.35,1.3,174.801,0.579,60,0,0,1,-139.802,0.0,-125.074,-14.729,0,0,0,0,0,0
2115,2021-02-09 01:00:00,0.0,-2.854,26.35,1.707,625.568,-1.668,0,0.0,0,-,0,,,,0.35,1.304,175.169,0.579,60,0,0,1,-135.927,0.0,-124.705,-11.222,0,0,0,0,0,0
2116,2021-02-09 01:15:00,0.0,-2.899,28.14,1.143,625.466,-1.766,0,0.0,0,-,0,,,,0.35,1.388,176.624,0.584,60,0,0,1,-130.882,0.0,-123.251,-7.632,0,0,0,0,0,0
2117,2021-02-09 01:30:00,0.0,-3.398,27.61,1.37,625.363,-1.861,0,0.0,0,-,0,,,,0.35,1.312,173.964,0.579,60,0,0,1,-136.63,0.0,-125.911,-10.72,0,0,0,0,0,0
2118,2021-02-09 01:45:00,0.001,-4.12,28.48,0.664,625.261,-3.76,0,0.0,0,-,0,,,,0.35,1.282,171.605,0.578,60,0,0,1,-134.569,0.0,-128.27,-6.299,0,0,0,0,0,0
2119,2021-02-09 02:00:00,0.052,-3.735,28.21,1.066,625.158,-3.711,0,0.0,0,-,0,,,,0.35,1.307,173.034,0.579,60,0,0,1,-136.006,0.0,-126.841,-9.165,0,0,0,0,0,0
2120,2021-02-09 02:15:00,0.103,-3.766,28.27,1.223,625.07,-3.309,0,0.0,0,-,0,,,,0.35,1.307,172.952,0.579,60,0,0,1,-137.524,0.0,-126.923,-10.601,0,0,0,0,0,0
2121,2021-02-09 02:30:00,0.153,-3.942,28.86,0.654,624.982,-3.502,0,0.0,0,-,0,,,,0.35,1.317,172.699,0.58,60,0,0,1,-133.108,0.0,-127.175,-5.933,0,0,0,0,0,0
2122,2021-02-09 02:45:00,0.201,-4.481,28.43,0.602,624.893,-3.436,0,0.0,0,-,0,,,,0.35,1.245,170.012,0.575,60,0,0,1,-136.07,0.0,-129.862,-6.207,0,0,0,0,0,0
2123,2021-02-09 03:00:00,0.249,-4.498,29.63,2.284,624.805,-3.457,0,0.0,0,-,0,,,,0.35,1.296,170.946,0.579,60,0,0,1,-152.564,0.0,-128.929,-23.636,0,0,0,0,0,0
2124,2021-02-09 03:15:00,0.296,-4.601,28.17,3.634,624.728,-3.446,0,0.0,0,-,0,,,,0.35,1.223,169.277,0.574,60,0,0,1,-169.06,0.0,-130.597,-38.463,0,0,0,0,0,0
2125,2021-02-09 03:30:00,0.341,-4.263,28.02,3.67,624.651,-3.57,0,0.0,0,-,0,,,,0.35,1.248,170.592,0.576,60,0,0,1,-165.268,0.0,-129.282,-35.986,0,0,0,0,0,0
2126,2021-02-09 03:45:00,0.385,-4.458,27.9,3.368,624.574,-3.702,0,0.0,0,-,0,,,,0.35,1.224,169.654,0.574,60,0,0,1,-164.752,0.0,-130.221,-34.531,0,0,0,0,0,0
2127,2021-02-09 04:00:00,0.427,-4.502,27.94,3.315,624.497,-3.329,0,0.0,0,-,0,,,,0.35,1.222,169.501,0.574,60,0,0,1,-164.693,0.0,-130.374,-34.319,0,0,0,0,0,0
2128,2021-02-09 04:15:00,0.468,-4.669,28.1,2.105,624.403,-3.662,0,0.0,0,-,0,,,,0.35,1.213,168.927,0.573,60,0,0,1,-153.544,0.0,-130.947,-22.597,0,0,0,0,0,0
2129,2021-02-09 04:30:00,0.506,-5.071,29.04,2.985,624.308,-3.305,0,0.0,0,-,0,,,,0.35,1.216,168.012,0.574,60,0,0,1,-166.66,0.0,-131.863,-34.798,0,0,0,0,0,0
2130,2021-02-09 04:45:00,0.542,-5.126,28.67,1.791,624.214,-3.319,0,0.0,0,-,0,,,,0.35,1.196,167.472,0.572,60,0,0,1,-153.505,0.0,-132.403,-21.102,0,0,0,0,0,0
2131,2021-02-09 05:00:00,0.576,-5.328,28.58,2.784,624.119,-3.181,0,0.0,0,-,0,,,,0.35,1.174,166.544,0.571,60,0,0,1,-167.419,0.0,-133.33,-34.089,0,0,0,0,0,0
2132,2021-02-09 05:15:00,0.607,-5.165,27.7,2.096,624.116,-3.282,0,0.0,0,-,0,,,,0.35,1.152,166.486,0.569,60,0,0,1,-158.268,0.0,-133.388,-24.879,0,0,0,0,0,0
2133,2021-02-09 05:30:00,0.634,-5.304,28.75,2.505,624.112,-2.494,0,0.0,0,-,0,,,,0.35,1.183,166.787,0.571,60,0,0,1,-163.622,0.0,-133.088,-30.534,0,0,0,0,0,0
2134,2021-02-09 05:45:00,0.658,-5.467,28.36,2.265,624.109,-1.619,0,0.0,0,-,0,,,,0.35,1.153,165.777,0.569,60,0,0,1,-162.555,0.0,-134.098,-28.457,0,0,0,0,0,0
2135,2021-02-09 06:00:00,0.679,-5.52,29.27,2.426,624.106,-1.822,0,0.0,0,-,0,,,,0.35,1.185,166.303,0.572,60,0,0,1,-164.347,0.0,-133.571,-30.775,0,0,0,0,0,0
2136,2021-02-09 06:15:00,0.695,-5.866,32.66,1.584,624.135,-2.177,0,0.0,0,-,0,,,,0.35,1.287,167.453,0.579,60,0,0,1,-153.776,0.0,-132.422,-21.354,0,0,0,0,0,0
2137,2021-02-09 06:30:00,0.708,-6.347,31.03,0.708,624.165,-1.595,0,0.0,0,-,0,,,,0.35,1.179,164.214,0.572,60,0,0,1,-145.988,0.0,-135.66,-10.328,0,0,0,0,0,0
2138,2021-02-09 06:45:00,0.716,-6.449,32.88,0.87,624.195,-1.625,0,0.0,0,-,0,,,,0.35,1.239,165.149,0.576,60,0,0,1,-147.621,0.0,-134.725,-12.896,0,0,0,0,0,0
2139,2021-02-09 07:00:00,0.719,-6.231,31.44,1.543,624.225,-2.082,0,0.0,0,-,0,,,,0.35,1.205,165.008,0.573,60,0,0,1,-156.965,0.0,-134.866,-22.099,0,0,0,0,0,0
2140,2021-02-09 07:15:00,0.718,-6.049,32.78,1.0,624.251,-0.546,0,0.0,0,-,0,,,,0.35,1.274,166.764,0.578,60,0,0,1,-147.015,0.0,-133.11,-13.905,0,0,0,0,0,0
2141,2021-02-09 07:30:00,0.712,-6.452,34.0,0.663,624.277,6.812,0,6.812,0,-,0,,,,0.35,1.281,165.929,0.578,60,0,0,1,-139.351,4.428,-133.946,-9.833,0,0,0,0,0,0
2142,2021-02-09 07:45:00,0.702,-6.423,31.98,0.631,624.302,21.86,0,21.86,0,-,0,,,,0.35,1.208,164.605,0.574,60,0,0,1,-130.378,14.209,-135.27,-9.317,0,0,0,0,0,0
2143,2021-02-09 08:00:00,0.688,-6.5,33.85,0.905,624.328,66.12,0,66.12,0,-,0,,,,0.35,1.271,165.622,0.578,60,0,0,1,-104.798,42.978,-134.253,-13.523,0,0,0,0,0,0
2144,2021-02-09 08:15:00,0.67,-6.549,33.14,0.465,624.419,107.2,0,107.2,0,-,0,,,,0.35,1.24,164.915,0.576,60,0,0,1,-72.282,69.68,-134.96,-7.002,0,0,0,0,0,0
2145,2021-02-09 08:30:00,0.647,-6.231,33.72,0.291,624.51,93.0,0,93.0,0,-,0,,,,0.35,1.293,166.667,0.579,60,0,0,1,-76.927,60.45,-133.208,-4.17,0,0,0,0,0,0
2146,2021-02-09 08:45:00,0.622,-6.237,32.62,0.405,624.602,101.1,0,101.1,0,-,0,,,,0.35,1.25,165.854,0.576,60,0,0,1,-74.115,65.715,-134.021,-5.81,0,0,0,0,0,0
2147,2021-02-09 09:00:00,0.592,-5.43,31.15,0.612,624.693,145.1,0,145.1,0,-,0,,,,0.35,1.27,168.171,0.577,60,0,0,1,-45.033,94.315,-131.703,-7.644,0,0,0,0,0,0
2148,2021-02-09 09:15:00,0.56,-5.413,31.4,0.758,624.754,238.2,0,238.2,0,-,0,,,,0.35,1.281,168.436,0.578,0,0,0,1,13.952,154.83,-131.439,-9.439,0,0,0,0,0,0
2149,2021-02-09 09:30:00,0.526,-5.158,31.11,0.427,624.816,363.0,0,363.0,0,-,0,,,,0.35,1.294,169.3,0.579,0,0,0,1,100.308,235.95,-130.574,-5.067,0,0,0,0,0,0
2150,2021-02-09 09:45:00,0.488,-4.858,30.14,1.61,624.877,317.4,0,317.4,0,-,0,,,,0.35,1.283,169.817,0.578,0,0,0,1,58.255,206.31,-130.058,-17.997,0,0,0,0,0,0
2151,2021-02-09 10:00:00,0.449,-4.72,29.17,1.268,624.938,240.1,0,240.1,0,-,0,,,,0.35,1.255,169.614,0.576,0,0,0,1,12.032,156.065,-130.261,-13.772,0,0,0,0,0,0
2152,2021-02-09 10:15:00,0.408,-4.02,28.98,1.53,624.898,479.6,0,479.6,0,-,0,,,,0.35,1.314,172.464,0.58,0,0,0,1,170.177,311.74,-127.411,-14.153,0,0,0,0,0,0
2153,2021-02-09 10:30:00,0.365,-3.92,28.67,1.722,624.858,547.6,0,547.6,0,-,0,,,,0.35,1.31,172.632,0.579,0,0,0,1,213.166,355.94,-127.243,-15.532,0,0,0,0,0,0
2154,2021-02-09 10:45:00,0.32,-3.635,28.28,1.807,624.818,668.0,0,668.0,0,-,0,,,,0.35,1.32,173.529,0.58,0,0,0,1,292.742,434.2,-126.346,-15.112,0,0,0,0,0,0
2155,2021-02-09 11:00:00,0.274,-3.694,27.88,1.855,624.777,680.5,0,680.5,0,-,0,,,,0.35,1.296,172.921,0.578,0,0,0,1,299.607,442.325,-126.954,-15.764,0,0,0,0,0,0
2156,2021-02-09 11:15:00,0.227,-2.957,25.4,1.139,624.563,702.8,0,702.8,0,-,0,,,,0.35,1.247,173.806,0.575,0,0,0,1,323.006,456.82,-126.068,-7.746,0,0,0,0,0,0
2157,2021-02-09 11:30:00,0.178,-1.711,23.24,0.946,624.348,722.3,0,722.3,0,-,0,,,,0.35,1.252,177.009,0.575,0,0,0,1,342.909,469.495,-122.865,-3.721,0,0,0,0,0,0
2158,2021-02-09 11:45:00,0.129,-1.347,22.81,1.234,624.133,735.3,0,735.3,0,-,0,,,,0.35,1.262,178.134,0.576,0,0,0,1,352.385,477.945,-121.74,-3.82,0,0,0,0,0,0
2159,2021-02-09 12:00:00,0.079,-0.792,21.52,1.085,623.919,757.1,0,757.1,0,-,0,,,,0.35,1.24,179.094,0.574,0,0,0,1,369.36,492.115,-120.78,-1.974,0,0,0,0,0,0
2160,2021-02-09 12:15:00,0.028,-0.824,22.18,2.825,623.623,761.3,0,761.3,0,-,0,,,,0.35,1.275,179.727,0.576,0,0,0,1,369.352,494.845,-120.148,-5.345,0,0,0,0,0,0
2161,2021-02-09 12:30:00,0.0,-0.693,22.56,3.39,623.327,709.8,0,709.8,0,-,0,,,,0.35,1.31,180.746,0.578,0,0,0,1,336.849,461.37,-119.129,-5.392,0,0,0,0,0,0
2162,2021-02-09 12:45:00,0.0,-0.79,21.75,3.423,623.031,646.1,0,646.1,0,-,0,,,,0.35,1.254,179.375,0.575,0,0,0,1,293.262,419.965,-120.499,-6.204,0,0,0,0,0,0
2163,2021-02-09 13:00:00,0.0,-0.148,20.78,1.757,622.735,536.4,0,536.4,0,-,0,,,,0.35,1.255,181.045,0.575,0,0,0,1,229.234,348.66,-118.83,-0.596,0,0,0,0,0,0
2164,2021-02-09 13:15:00,0.0,-0.512,21.78,2.296,622.578,425.9,0,425.9,0,-,0,,,,0.35,1.281,180.642,0.577,0,0,0,1,154.908,276.835,-119.233,-2.695,0,0,0,0,0,0
2165,2021-02-09 13:30:00,0.0,-0.498,22.37,2.504,622.42,454.2,0,454.2,0,-,0,,,,0.35,1.317,181.396,0.579,0,0,0,1,173.893,295.23,-118.479,-2.858,0,0,0,0,0,0
2166,2021-02-09 13:45:00,0.0,-0.821,22.04,2.798,622.263,595.6,0,595.6,0,-,0,,,,0.35,1.268,179.578,0.576,0,0,0,1,261.58,387.14,-120.297,-5.264,0,0,0,0,0,0
2167,2021-02-09 14:00:00,0.0,-0.839,20.51,2.887,622.106,473.9,0,473.9,0,-,0,,,,0.35,1.178,177.663,0.57,0,0,0,1,180.274,308.035,-122.212,-5.549,0,0,0,0,0,0
2168,2021-02-09 14:15:00,0.0,-0.532,20.21,3.092,621.965,584.9,0,584.9,0,-,0,,,,0.35,1.187,178.634,0.57,0,0,0,1,255.177,380.185,-121.241,-3.767,0,0,0,0,0,0
2169,2021-02-09 14:30:00,0.0,0.076,19.86,3.945,621.825,585.0,0,585.0,0,-,0,,,,0.35,1.22,180.868,0.572,0,0,0,1,261.93,380.25,-119.006,0.687,0,0,0,0,0,0
2170,2021-02-09 14:45:00,0.0,0.231,20.05,2.856,621.684,571.4,0,571.4,0,-,0,,,,0.35,1.245,181.803,0.574,0,0,0,1,254.849,371.41,-118.071,1.51,0,0,0,0,0,0
2171,2021-02-09 15:00:00,0.0,0.494,20.62,2.393,621.543,424.2,0,424.2,0,-,0,,,,0.35,1.305,183.711,0.578,0,0,0,1,162.272,275.73,-116.163,2.706,0,0,0,0,0,0
2172,2021-02-09 15:15:00,0.0,0.004,20.78,2.294,621.451,261.5,0,261.5,0,-,0,,,,0.35,1.269,181.721,0.576,0,0,0,1,51.842,169.975,-118.154,0.021,0,0,0,0,0,0
2173,2021-02-09 15:30:00,0.0,0.042,20.74,2.997,621.358,259.9,0,259.9,0,-,0,,,,0.35,1.27,181.84,0.576,0,0,0,1,51.189,168.935,-118.034,0.288,0,0,0,0,0,0
2174,2021-02-09 15:45:00,0.0,-0.186,21.19,4.051,621.265,358.5,0,358.5,0,-,0,,,,0.35,1.277,181.381,0.576,0,0,0,1,112.808,233.025,-118.493,-1.724,0,0,0,0,0,0
2175,2021-02-09 16:00:00,0.0,-0.083,20.93,2.628,621.172,150.4,0,150.4,0,-,0,,,,0.35,1.27,181.52,0.576,60,0,0,1,-21.093,97.76,-118.355,-0.499,0,0,0,0,0,0
2176,2021-02-09 16:15:00,0.0,-0.555,24.62,1.919,621.17,128.9,0,128.9,0,-,0,,,,0.35,1.444,183.639,0.587,60,0,0,1,-34.887,83.785,-116.236,-2.436,0,0,0,0,0,0
2177,2021-02-09 16:30:00,0.0,-0.525,23.37,2.076,621.168,272.4,0,272.4,0,-,0,,,,0.35,1.374,182.411,0.582,0,0,0,1,57.104,177.06,-117.463,-2.493,0,0,0,0,0,0
2178,2021-02-09 16:45:00,0.0,-0.407,22.97,1.153,621.166,266.3,0,266.3,0,-,0,,,,0.35,1.362,182.49,0.582,0,0,0,1,54.638,173.095,-117.384,-1.073,0,0,0,0,0,0
2179,2021-02-09 17:00:00,0.0,-0.369,24.48,2.641,621.164,209.7,0,209.7,0,-,0,,,,0.35,1.455,184.33,0.587,0,0,0,1,18.531,136.305,-115.545,-2.229,0,0,0,0,0,0
2180,2021-02-09 17:15:00,0.0,-0.693,26.42,3.975,621.156,43.12,0,43.12,0,-,0,,,,0.35,1.534,184.87,0.592,60,0,0,1,-93.277,28.028,-115.004,-6.301,0,0,0,0,0,0
2181,2021-02-09 17:30:00,0.0,-0.831,27.46,3.196,621.148,20.02,0,20.02,0,-,0,,,,0.35,1.578,185.262,0.594,60,0,0,1,-107.674,13.013,-114.612,-6.075,0,0,0,0,0,0
2182,2021-02-09 17:45:00,0.0,-0.953,29.13,2.98,621.14,10.58,0,10.58,0,-,0,,,,0.35,1.659,186.27,0.598,60,0,0,1,-113.223,6.877,-113.604,-6.495,0,0,0,0,0,0
2183,2021-02-09 18:00:00,0.0,-1.07,30.2,2.88,621.132,1.513,0,1.513,0,-,0,,,,0.35,1.706,186.693,0.601,60,0,0,1,-119.246,0.983,-113.181,-7.048,0,0,0,0,0,0
2184,2021-02-09 18:15:00,0.0,-1.152,30.58,1.885,621.346,-1.178,0,0.0,0,-,0,,,,0.35,1.717,186.649,0.601,60,0,0,1,-118.194,0.0,-113.225,-4.968,0,0,0,0,0,0
2185,2021-02-09 18:30:00,0.0,-1.302,33.57,3.079,621.56,-1.754,0,0.0,0,-,0,,,,0.35,1.864,188.454,0.609,60,0,0,1,-120.596,0.0,-111.421,-9.175,0,0,0,0,0,0
2186,2021-02-09 18:45:00,0.0,-1.85,39.31,3.354,621.774,-2.333,0,0.0,0,-,0,,,,0.35,2.096,190.156,0.619,60,0,0,1,-123.924,0.0,-109.718,-14.206,0,0,0,0,0,0
2187,2021-02-09 19:00:00,0.0,-2.876,55.82,2.211,621.988,-1.597,0,0.0,0,-,0,,,,0.35,2.758,194.891,0.644,60,0,0,1,-119.547,0.0,-104.983,-14.564,0,0,0,0,0,0
2188,2021-02-09 19:15:00,0.0,-3.512,53.45,2.391,622.025,-1.643,0,0.0,0,-,0,,,,0.35,2.518,190.636,0.636,60,0,0,1,-128.472,0.0,-109.239,-19.233,0,0,0,0,0,0
2189,2021-02-09 19:30:00,0.0,-3.103,54.24,1.485,622.061,-2.105,0,0.0,0,-,0,,,,0.35,2.635,192.998,0.64,60,0,0,1,-117.432,0.0,-106.877,-10.555,0,0,0,0,0,0
2190,2021-02-09 19:45:00,0.0,-3.34,49.94,1.628,622.098,-1.706,0,0.0,0,-,0,,,,0.35,2.383,189.608,0.631,60,0,0,1,-122.722,0.0,-110.266,-12.456,0,0,0,0,0,0
2191,2021-02-09 20:00:00,0.0,-3.092,48.95,1.277,622.134,-1.46,0,0.0,0,-,0,,,,0.35,2.38,190.241,0.631,60,0,0,1,-118.678,0.0,-109.633,-9.045,0,0,0,0,0,0
2192,2021-02-09 20:15:00,0.0,-2.953,48.27,1.46,622.204,-1.626,0,0.0,0,-,0,,,,0.35,2.371,190.521,0.63,60,0,0,1,-119.231,0.0,-109.353,-9.878,0,0,0,0,0,0
2193,2021-02-09 20:30:00,0.0,-3.081,48.23,1.767,622.274,-1.842,0,0.0,0,-,0,,,,0.35,2.347,189.891,0.629,60,0,0,1,-122.458,0.0,-109.983,-12.475,0,0,0,0,0,0
2194,2021-02-09 20:45:00,0.0,-3.206,57.32,1.916,622.345,-1.858,0,0.0,0,-,0,,,,0.35,2.763,194.027,0.644,60,0,0,1,-119.924,0.0,-105.847,-14.077,0,0,0,0,0,0
2195,2021-02-09 21:00:00,0.0,-4.438,78.07,1.224,622.415,-1.631,0,0.0,0,-,0,,,,0.35,3.431,196.617,0.665,60,0,0,1,-115.707,0.0,-103.257,-12.45,0,0,0,0,0,0
2196,2021-02-09 21:15:00,0.0,-5.026,77.38,1.471,622.464,-2.371,0,0.0,0,-,0,,,,0.35,3.252,193.481,0.66,60,0,0,1,-123.34,0.0,-106.394,-16.946,0,0,0,0,0,0
2197,2021-02-09 21:30:00,0.0,-4.868,75.11,1.666,622.513,-3.455,0,0.0,0,-,0,,,,0.35,3.195,193.429,0.658,60,0,0,1,-125.036,0.0,-106.446,-18.59,0,0,0,0,0,0
2198,2021-02-09 21:45:00,0.0,-5.099,78.94,2.774,622.562,-2.589,0,0.0,0,-,0,,,,0.35,3.299,193.676,0.662,60,0,0,1,-138.624,0.0,-106.199,-32.426,0,0,0,0,0,0
2199,2021-02-09 22:00:00,0.0,-5.24,74.67,2.139,622.612,-2.069,0,0.0,0,-,0,,,,0.35,3.088,191.46,0.655,60,0,0,1,-134.111,0.0,-108.414,-25.696,0,0,0,0,0,0
2200,2021-02-09 22:15:00,0.0,-5.095,73.68,2.405,622.561,-1.817,0,0.0,0,-,0,,,,0.35,3.08,191.797,0.655,60,0,0,1,-136.168,0.0,-108.078,-28.09,0,0,0,0,0,0
2201,2021-02-09 22:30:00,0.0,-4.865,66.45,1.853,622.51,-2.532,0,0.0,0,-,0,,,,0.35,2.827,190.088,0.647,60,0,0,1,-130.451,0.0,-109.787,-20.664,0,0,0,0,0,0
2202,2021-02-09 22:45:00,0.0,-4.644,64.9,0.954,622.459,-1.815,0,0.0,0,-,0,,,,0.35,2.808,190.506,0.646,60,0,0,1,-119.524,0.0,-109.369,-10.155,0,0,0,0,0,0
2203,2021-02-09 23:00:00,0.0,-4.787,73.6,0.806,622.409,-1.148,0,0.0,0,-,0,,,,0.35,3.15,193.263,0.657,60,0,0,1,-115.455,0.0,-106.612,-8.843,0,0,0,0,0,0
2204,2021-02-09 23:15:00,0.0,-5.364,78.33,1.096,622.416,-1.122,0,0.0,0,-,0,,,,0.35,3.209,192.17,0.659,60,0,0,1,-121.178,0.0,-107.704,-13.474,0,0,0,0,0,0
2205,2021-02-09 23:30:00,0.0,-5.632,81.0,0.755,622.424,-1.066,0,0.0,0,-,0,,,,0.35,3.251,191.788,0.66,60,0,0,1,-117.833,0.0,-108.087,-9.746,0,0,0,0,0,0
2206,2021-02-09 23:45:00,0.0,-5.764,82.9,1.256,622.431,-1.04,0,0.0,0,-,0,,,,0.35,3.294,191.781,0.662,60,0,0,1,-124.686,0.0,-108.093,-16.593,0,0,0,0,0,0
2207,2021-02-10 00:00:00,0.0,-6.15,87.6,1.521,622.439,-1.119,0,0.0,0,-,0,,,,0.35,3.379,191.414,0.664,60,0,0,1,-129.9,0.0,-108.46,-21.439,0,0,0,0,0,0
2208,2021-02-10 00:15:00,0.0,-6.075,85.3,0.691,622.389,-1.017,0,0.0,0,-,0,,,,0.35,3.309,191.052,0.662,60,0,0,1,-118.443,0.0,-108.823,-9.621,0,0,0,0,0,0
2209,2021-02-10 00:30:00,0.0,-6.155,90.4,2.171,622.339,-1.874,0,0.0,0,-,0,,,,0.35,3.486,192.252,0.667,60,0,0,1,-138.244,0.0,-107.622,-30.622,0,0,0,0,0,0
2210,2021-02-10 00:45:00,0.0,-6.64,92.2,1.526,622.289,-2.561,0,0.0,0,-,0,,,,0.35,3.425,190.43,0.666,60,0,0,1,-132.662,0.0,-109.444,-23.218,0,0,0,0,0,0
2211,2021-02-10 01:00:00,0.0,-6.592,92.1,0.222,622.239,-2.384,0,0.0,0,-,0,,,,0.35,3.434,190.634,0.666,60,0,0,1,-112.594,0.0,-109.241,-3.353,0,0,0,0,0,0
2212,2021-02-10 01:15:00,0.0,-6.59,94.2,0.977,622.26,-2.284,0,0.0,0,-,0,,,,0.35,3.513,191.258,0.668,60,0,0,1,-123.369,0.0,-108.616,-14.752,0,0,0,0,0,0
2213,2021-02-10 01:30:00,0.0,-6.71,95.1,1.441,622.281,-2.037,0,0.0,0,-,0,,,,0.35,3.514,190.934,0.668,60,0,0,1,-131.097,0.0,-108.941,-22.156,0,0,0,0,0,0
2214,2021-02-10 01:45:00,0.004,-6.739,93.9,0.613,622.302,-1.562,0,0.0,0,-,0,,,,0.35,3.462,190.447,0.667,60,0,0,1,-118.894,0.0,-109.428,-9.466,0,0,0,0,0,0
2215,2021-02-10 02:00:00,0.056,-6.609,94.4,0.519,622.323,-1.211,0,0.0,0,-,0,,,,0.35,3.515,191.224,0.668,60,0,0,1,-116.511,0.0,-108.651,-7.86,0,0,0,0,0,0
2216,2021-02-10 02:15:00,0.106,-6.749,94.6,1.207,622.262,-0.794,0,0.0,0,-,0,,,,0.35,3.485,190.6,0.667,60,0,0,1,-127.939,0.0,-109.274,-18.665,0,0,0,0,0,0
2217,2021-02-10 02:30:00,0.156,-6.779,93.5,0.728,622.201,-0.721,0,0.0,0,-,0,,,,0.35,3.436,190.137,0.666,60,0,0,1,-121.045,0.0,-109.738,-11.307,0,0,0,0,0,0
2218,2021-02-10 02:45:00,0.205,-6.73,92.2,0.856,622.141,-1.245,0,0.0,0,-,0,,,,0.35,3.401,189.994,0.665,60,0,0,1,-123.078,0.0,-109.881,-13.197,0,0,0,0,0,0
2219,2021-02-10 03:00:00,0.253,-6.769,94.3,1.182,622.08,-1.06,0,0.0,0,-,0,,,,0.35,3.468,190.417,0.667,60,0,0,1,-127.785,0.0,-109.458,-18.327,0,0,0,0,0,0
2220,2021-02-10 03:15:00,0.3,-6.846,95.0,1.298,622.042,-1.039,0,0.0,0,-,0,,,,0.35,3.473,190.244,0.667,60,0,0,1,-129.984,0.0,-109.63,-20.354,0,0,0,0,0,0
2221,2021-02-10 03:30:00,0.345,-6.873,94.4,1.072,622.004,-1.029,0,0.0,0,-,0,,,,0.35,3.444,189.941,0.666,60,0,0,1,-126.808,0.0,-109.933,-16.875,0,0,0,0,0,0
2222,2021-02-10 03:45:00,0.389,-6.916,94.2,1.29,621.966,-1.066,0,0.0,0,-,0,,,,0.35,3.426,189.675,0.666,60,0,0,1,-130.632,0.0,-110.199,-20.433,0,0,0,0,0,0
2223,2021-02-10 04:00:00,0.432,-6.959,93.6,0.873,621.928,-1.239,0,0.0,0,-,0,,,,0.35,3.392,189.295,0.665,60,0,0,1,-124.493,0.0,-110.58,-13.913,0,0,0,0,0,0
2224,2021-02-10 04:15:00,0.472,-7.074,93.9,0.928,621.938,-1.112,0,0.0,0,-,0,,,,0.35,3.373,188.826,0.664,60,0,0,1,-126.083,0.0,-111.049,-15.034,0,0,0,0,0,0
2225,2021-02-10 04:30:00,0.511,-7.061,93.4,0.269,621.947,-1.493,0,0.0,0,-,0,,,,0.35,3.359,188.745,0.664,60,0,0,1,-115.48,0.0,-111.13,-4.35,0,0,0,0,0,0
2226,2021-02-10 04:45:00,0.547,-6.935,93.7,0.7,621.957,-1.774,0,0.0,0,-,0,,,,0.35,3.402,189.439,0.665,60,0,0,1,-121.553,0.0,-110.435,-11.118,0,0,0,0,0,0
2227,2021-02-10 05:00:00,0.581,-6.946,94.1,0.582,621.967,-2.634,0,0.0,0,-,0,,,,0.35,3.414,189.502,0.665,60,0,0,1,-119.631,0.0,-110.373,-9.258,0,0,0,0,0,0
2228,2021-02-10 05:15:00,0.612,-6.955,93.5,0.397,622.059,-3.661,0,0.0,0,-,0,,,,0.35,3.39,189.285,0.665,60,0,0,1,-116.914,0.0,-110.59,-6.325,0,0,0,0,0,0
2229,2021-02-10 05:30:00,0.639,-7.114,93.5,0.671,622.151,-3.746,0,0.0,0,-,0,,,,0.35,3.348,188.518,0.664,60,0,0,1,-122.292,0.0,-111.357,-10.936,0,0,0,0,0,0
2230,2021-02-10 05:45:00,0.664,-7.499,93.0,0.39,622.243,-3.502,0,0.0,0,-,0,,,,0.35,3.233,186.528,0.661,60,0,0,1,-120.048,0.0,-113.347,-6.701,0,0,0,0,0,0
2231,2021-02-10 06:00:00,0.684,-7.744,92.3,0.6,622.335,-4.028,0,0.0,0,-,0,,,,0.35,3.148,185.161,0.658,60,0,0,1,-125.362,0.0,-114.714,-10.648,0,0,0,0,0,0
2232,2021-02-10 06:15:00,0.701,-8.32,85.5,1.052,622.4,-3.694,0,0.0,0,-,0,,,,0.35,2.788,180.458,0.647,60,0,0,1,-139.477,0.0,-119.417,-20.06,0,0,0,0,0,0
2233,2021-02-10 06:30:00,0.713,-8.61,90.5,1.175,622.464,-3.215,0,0.0,0,-,0,,,,0.35,2.885,180.575,0.65,60,0,0,1,-142.488,0.0,-119.3,-23.188,0,0,0,0,0,0
2234,2021-02-10 06:45:00,0.721,-8.42,91.4,0.37,622.529,-3.328,0,0.0,0,-,0,,,,0.35,2.957,181.718,0.652,60,0,0,1,-125.298,0.0,-118.157,-7.141,0,0,0,0,0,0
2235,2021-02-10 07:00:00,0.725,-8.21,91.1,1.658,622.594,-3.064,0,0.0,0,-,0,,,,0.35,2.996,182.616,0.654,60,0,0,1,-148.465,0.0,-117.258,-31.207,0,0,0,0,0,0
2236,2021-02-10 07:15:00,0.724,-8.16,90.9,0.635,622.716,0.391,0,0.391,0,-,0,,,,0.35,3.001,182.794,0.654,60,0,0,1,-128.708,0.254,-117.081,-11.881,0,0,0,0,0,0
