Time	 Day_RTM	 Hour_Minute_RTM	date_time	 WndScMae	 WndVtMean	 WndDir	 WndDirStd	 VWmax_act	 Tair_act_AVG	 Rhum_act_AVG	 SWdown_AVG	 SWup_AVG	 LWdown_AVG	 LWup_AVG	 Baro_act_AVG	 HS_act	 Tilt1_AVG	 Tilt2_AVG	 Tilt3_AVG	 TCG1_AVG	 TLog_act_AVG	 VBatt_act_AVG		LWdown_cor	LWup_cor	comment	SWdown_cor	SWup_cor
100	71	2340	12/3/21 23:39	1.103	1.017	196.2	22.52	2.171	-8.64	72.4	9.54	6.381	250.4	198.2	786	158.4	1.33	1.28	-37.08	-10.52	-9.45	12.89		244.88	177.78		9.66	8.46
100	71	2350	12/3/21 23:49	0.627	0.604	170.1	14.33	1.447	-9.48	73.7	7.9	4.254	248.3	197.5	786	158.2	1.31	1.29	-37.04	-11	-9.65	12.88		242.74	177.45		8.15	6.51
100	71	2400	13/3/21 0:00	0.766	0.663	122.9	26.02	2.014	-10.34	76.8	8.26	4.679	247.5	196.8	786	157.6	1.31	1.3	-37.12	-11.38	-9.83	12.88		242.15	176.99		8.48	6.90
100	72	10	13/3/21 0:09	0.876	0.847	141	13.5	1.799	-10.62	78.1	8.45	4.922	246	196.3	786	158.3	1.3	1.29	-36.98	-11.81	-10.03	12.88		240.72	176.84		8.66	7.12
100	72	20	13/3/21 0:19	1.778	1.552	181.6	28.86	2.464	-9.44	75	10.39	7.6	248.2	197.9	786	158	1.3	1.28	-36.99	-11.19	-10.24	12.87		242.83	178.18		10.44	9.58
100	72	30	13/3/21 0:29	1.665	1.41	156.6	31.68	2.444	-9.37	69.71	8.51	5.591	248.5	197	786	157.9	1.32	1.29	-37.07	-10.78	-10.43	12.87		242.74	176.55		8.71	7.73
100	72	40	13/3/21 0:39	1.389	1.15	174.6	33.63	1.975	-9.5	71.3	8.87	6.077	247.6	197.4	786	158	1.31	1.3	-37.08	-10.88	-10.54	12.86		241.70	177.18		9.05	8.18
100	72	50	13/3/21 0:49	1.178	0.683	173	52.54	2.738	-9.67	68	7.66	4.436	246.3	196.9	786	157.8	1.3	1.29	-37.11	-11.13	-10.62	12.86		240.32	176.83		7.93	6.67
100	72	100	13/3/21 0:59	1.524	1.095	203	42.97	2.679	-9.07	68.09	9.78	7.29	248.1	198	786	157.7	1.3	1.28	-37.08	-10.92	-10.67	12.86		242.39	177.99		9.88	9.29
100	72	110	13/3/21 1:09	1.244	1.18	231.7	18.43	2.601	-8.92	67.68	9.42	6.503	247.9	198.5	786	158.4	1.31	1.27	-37.12	-10.89	-10.73	12.85		242.10	178.60		9.55	8.57
100	72	120	13/3/21 1:19	1.968	1.823	152.5	21.99	2.914	-9.4	64.73	8.21	5.349	247.7	197.3	785	158.1	1.35	1.29	-37.1	-10.84	-10.77	12.85		241.78	177.00		8.44	7.51
100	72	130	13/3/21 1:29	2.283	2.117	160.6	21.8	3.168	-9.42	63.99	8.75	6.261	247.8	197.7	785	158	1.35	1.28	-37	-10.58	-10.81	12.84		241.61	177.21		8.93	8.35
100	72	140	13/3/21 1:39	1.623	1.307	159.2	35.75	2.464	-8.57	59.32	8.57	5.592	249	198.7	786	158	1.33	1.3	-37.11	-10.16	-10.87	12.84		242.66	178.00		8.77	7.73
100	72	150	13/3/21 1:49	1.14	0.953	147.1	32.25	1.956	-9.46	59.96	7.6	4.437	247.2	197.5	786	157.9	1.33	1.28	-37.1	-10.51	-10.92	12.84		240.75	176.87		7.88	6.67
100	72	200	13/3/21 1:59	0.971	0.917	230.1	18.76	2.268	-8.69	56.85	9.18	6.322	247.2	198.5	786	157.2	1.32	1.27	-37.02	-10.62	-10.97	12.83		240.88	178.29		9.33	8.41
100	72	210	13/3/21 2:09	1.354	1.229	139.4	24.06	2.66	-9.65	57.89	6.99	3.829	246.1	197.7	786	158.2	1.31	1.3	-37.03	-10.96	-11.01	12.83		239.87	177.66		7.32	6.12
100	72	220	13/3/21 2:19	1.604	0.66	164.4	60.82	3.285	-9.16	56.11	9.3	6.686	247.7	199.3	786	157.1	1.3	1.28	-37.05	-10.8	-11.04	12.83		241.74	179.53		9.44	8.74
100	72	230	13/3/21 2:29	1.646	1.474	202.4	26.16	2.836	-9.79	57.04	8.15	5.288	247.3	199	786	158.2	1.31	1.29	-37.01	-10.99	-11.08	12.82		241.44	179.36		8.38	7.46
100	72	240	13/3/21 2:39	1.123	0.997	141.1	27.09	1.545	-9.81	57.04	7.6	4.68	245.4	198.2	786	158	1.3	1.3	-37.01	-11.16	-11.12	12.82		239.20	178.53		7.88	6.90
100	72	250	13/3/21 2:49	1.205	0.97	182	35.76	1.819	-9.51	57.12	8.45	5.592	245.6	199.4	786	157.9	1.34	1.29	-37.02	-11.12	-11.15	12.81		239.41	180.03		8.66	7.73
100	72	300	13/3/21 2:59	0.91	0.792	182.7	27.77	1.799	-9.57	62.38	8.94	6.443	246	200.2	786	157.4	1.3	1.28	-36.95	-11.19	-11.2	12.81		240.01	181.14		9.11	8.52
100	72	310	13/3/21 3:09	1.707	1.529	170.7	26.12	2.405	-9.88	63.68	8.27	5.653	246.4	200.3	785	158	1.33	1.3	-37	-11.29	-11.25	12.81		240.64	181.38		8.49	7.79
100	72	320	13/3/21 3:19	2.052	1.854	159.2	25.16	2.992	-9.72	62.86	8.15	5.835	247.5	200.6	785	157.6	1.31	1.3	-36.89	-11.02	-11.31	12.8		241.74	181.45		8.38	7.96
100	72	330	13/3/21 3:29	1.918	1.46	146.5	39.59	2.718	-9.95	60.71	7.66	4.984	247.6	200.5	785	157.8	1.33	1.29	-37.01	-10.86	-11.37	12.8		241.68	181.14		7.93	7.18
100	72	340	13/3/21 3:39	1.733	1.195	136.1	44.17	3.872	-10.1	58.59	8.33	5.471	248	200.4	785	158.1	1.35	1.25	-37	-11.23	-11.44	12.8		242.62	181.44		8.55	7.62
100	72	350	13/3/21 3:49	2.151	2.093	149.4	13.32	3.266	-10.66	59.88	7.35	4.741	248	199.7	785	157.3	1.32	1.3	-36.94	-11.35	-11.52	12.79		242.76	180.68		7.65	6.95
100	72	400	13/3/21 3:59	2.621	2.575	144.3	10.69	4.009	-10.63	58.47	7.96	5.592	248.2	200.6	785	158.7	1.32	1.3	-36.94	-11.18	-11.59	12.79		242.82	181.64		8.21	7.73
100	72	410	13/3/21 4:09	2.786	2.6	158.7	20.95	4.615	-9.01	51.97	8.87	6.565	251.3	201.8	785	157.8	1.32	1.29	-37.05	-10.09	-11.67	12.79		245.53	181.91		9.05	8.63
100	72	420	13/3/21 4:19	1.336	0.477	145.3	64.41	3.109	-9.12	51.62	7.48	4.498	248.8	200.9	785	158.2	1.3	1.3	-37.17	-10.21	-11.71	12.78		242.46	180.89		7.77	6.73
100	72	430	13/3/21 4:29	2.231	2.176	108.6	12.66	3.09	-9.04	50.92	8.33	5.228	250.8	200.7	785	157.8	1.3	1.28	-37.17	-10.2	-11.69	12.78		245.02	180.62		8.55	7.40
100	72	440	13/3/21 4:39	1.216	1.131	143.2	21.44	2.034	-9.17	50.34	7.36	4.377	247	200.1	785	157.4	1.31	1.3	-37.12	-10.33	-11.65	12.78		240.29	180.00		7.66	6.62
100	72	450	13/3/21 4:49	1.131	1.091	187.2	14.89	2.268	-9.48	50.52	7.48	4.863	247.3	200.5	785	157.7	1.33	1.27	-37.02	-10.61	-11.57	12.77		241.00	180.85		7.77	7.07
100	72	500	13/3/21 4:59	1.096	0.977	145	26.53	1.858	-9.62	50.12	7.36	4.377	246	199.8	785	158	1.31	1.28	-37.04	-10.91	-11.51	12.77		239.68	180.30		7.66	6.62
100	72	510	13/3/21 5:09	1.446	1.351	156.2	20.77	2.288	-9.83	50.36	8.02	5.349	245.1	199.9	785	156.8	1.33	1.29	-36.87	-11.1	-11.5	12.77		238.74	180.65		8.26	7.51
100	72	520	13/3/21 5:19	1.472	1.414	129.5	16.09	2.151	-10.05	51.21	7.48	4.559	245	199.2	785	157.9	1.31	1.3	-37.05	-11.16	-11.51	12.77		238.69	179.82		7.77	6.79
100	72	530	13/3/21 5:29	1.784	1.699	140.3	17.64	2.601	-10.71	52.23	7.11	4.437	244.4	198.8	785	158	1.31	1.3	-36.95	-11.48	-11.56	12.76		238.29	179.67		7.43	6.67
100	72	540	13/3/21 5:39	1.55	1.477	126	17.57	2.679	-10.99	53.88	7.42	4.62	243.8	198.9	785	157.6	1.33	1.29	-36.84	-11.81	-11.64	12.76		237.90	180.18		7.71	6.84
100	72	550	13/3/21 5:49	2.428	2.158	135.4	26.98	3.305	-10.85	53.21	7.78	5.532	245.2	199.3	785	157	1.3	1.29	-36.95	-11.6	-11.75	12.76		239.45	180.46		8.04	7.68
100	72	600	13/3/21 5:59	2.834	2.789	151.1	10.24	3.403	-10.44	51.4	7.72	5.471	246.9	200.1	785	157.6	1.3	1.3	-36.93	-11.28	-11.86	12.76		241.27	181.11		7.99	7.62
100	72	610	13/3/21 6:09	2.366	2.173	145.2	23.14	2.973	-9.97	49.47	7.72	5.471	246.7	200	785	157.6	1.31	1.3	-36.99	-11	-11.95	12.75		240.68	180.66		7.99	7.62
100	72	620	13/3/21 6:19	2.236	2.09	169.8	20.73	3.344	-9.72	47.76	8.39	6.079	248	201.4	785	157	1.33	1.29	-37.01	-10.75	-12.01	12.75		242.06	182.17		8.60	8.18
100	72	630	13/3/21 6:29	2.588	2.513	130.6	13.76	3.246	-11.23	52.72	6.991	4.924	245.3	200	785	158.3	1.33	1.3	-36.92	-11.26	-12.03	12.75		239.19	180.96		7.32	7.12
100	72	640	13/3/21 6:39	1.327	1.24	96.6	20.69	3.07	-10.76	52.76	11.19	9	244.9	200.6	785	158.2	1.32	1.3	-36.91	-11.56	-12.07	12.75		239.02	182.08		11.18	10.86
100	72	650	13/3/21 6:49	2.2	2.01	138.2	23.79	3.305	-9.71	49.4	17.2	16.05	247.3	201.6	785	157.8	1.34	1.26	-37.02	-10.96	-12.14	12.76		241.41	182.67		16.69	17.34
100	72	700	13/3/21 6:59	2.129	2.013	145.2	18.9	3.285	-9.84	49.87	21.28	20.85	246.7	201.3	785	157	1.31	1.27	-37.08	-10.71	-12.19	12.78		240.35	181.99		20.44	21.75
100	72	710	13/3/21 7:09	2.438	2.11	143.8	29.71	3.833	-10.14	51.75	27.66	28.03	247.9	202.6	785	158	1.31	1.28	-37.12	-10.67	-12.19	12.81		241.84	183.61		26.30	28.34
100	72	720	13/3/21 7:19	1.586	1.406	147.9	27.25	2.601	-9.35	48.27	36.48	38.91	248.4	203.4	785	156.5	1.32	1.29	-37.01	-10.27	-12.15	12.85		242.01	184.17		34.40	38.33
100	72	730	13/3/21 7:29	1.983	1.93	143.6	13.24	2.777	-11.15	54.78	40.06	43.77	246.6	202.2	785	158.3	1.3	1.29	-37.09	-10.97	-12.07	12.92		240.52	183.45		37.69	42.79
100	72	740	13/3/21 7:39	2.214	1.677	121.6	39.88	2.914	-10.48	53.77	45.11	48.63	248.6	202.2	785	158	1.33	1.28	-37.03	-10.83	-11.99	12.99		242.93	183.29		42.32	47.26
100	72	750	13/3/21 7:49	1.925	1.901	153.4	9.09	2.444	-9.46	50.42	45.96	48.94	249.4	202.2	785	157.9	1.31	1.29	-37	-10.18	-11.92	13.05		243.19	182.53		43.10	47.54
100	72	800	13/3/21 7:59	1.763	1.742	136.7	8.87	2.542	-9.53	50.79	51.67	55.26	247.9	202.4	785	157.3	1.31	1.3	-37.09	-10.03	-11.83	13.12		241.09	182.61		48.35	53.34
100	72	810	13/3/21 8:09	1.749	1.556	139.1	26.9	2.777	-9.82	52.32	149.1	182.8	250.8	203.1	785	157.1	1.36	1.3	-37.22	-9.3	-11.67	14.6		243.95	182.64		137.81	170.46
100	72	820	13/3/21 8:19	1.842	1.738	129.7	19.28	2.64	-9.05	50.75	205.4	257.8	257.5	205.1	786	158	1.31	1.29	-37.28	-6.955	-11.44	15.15		249.74	182.39		189.51	239.33
100	72	830	13/3/21 8:29	2.465	2.415	139.3	11.51	3.853	-8.14	48.83	226.2	289.7	262.3	206.8	786	157	1.35	1.29	-37.31	-5.601	-11.04	15.12		254.24	182.91		208.61	268.62
100	72	840	13/3/21 8:39	2.192	2.171	138.7	7.87	2.621	-7.61	47.96	246.2	321.6	264.4	209.6	786	156.7	1.31	1.29	-37.7	-4.564	-10.4	15.09		255.65	185.21		226.98	297.92
100	72	850	13/3/21 8:49	1.746	1.714	122.1	10.91	2.933	-7.29	49.56	264.4	351.3	268	210.8	786	157.1	1.3	1.28	-37.53	-3.588	-9.6	15.05		259.05	185.52		243.69	325.19
100	72	900	13/3/21 8:59	2.141	1.793	131.5	32.13	4.068	-6.217	47.71	286.8	384.9	272.5	212.7	786	157.7	1.3	1.3	-37.81	-2.47	-8.69	15.02		263.40	186.54		264.26	356.04
100	72	910	13/3/21 9:09	2.22	2.202	142.3	6.97	3.931	-5.116	46.12	310.9	424	277.1	216.9	786	156.9	1.32	1.29	-37.89	-0.915	-7.73	14.98		267.30	189.93		286.39	391.95
100	72	920	13/3/21 9:19	1.262	0.97	111.5	37.97	2.953	-4.693	46.01	327.3	452	280.4	216.1	786	157.2	1.32	1.28	-37.91	0.192	-6.698	14.94		270.09	187.44		301.45	417.66
100	72	930	13/3/21 9:29	1.803	1.531	125.5	31.05	3.52	-4.484	46.61	342.8	481.7	284	217.8	786	157.4	1.37	1.25	-38.36	1.634	-5.609	14.91		272.80	187.71		315.68	444.93
100	72	940	13/3/21 9:39	1.946	1.763	121.4	24.85	3.364	-4.024	45.07	362.3	511.5	287	219.7	786	157.7	1.36	1.29	-38.21	1.552	-4.476	14.87		276.76	190.26		333.59	472.30
100	72	950	13/3/21 9:49	1.441	1.279	91	27.12	2.523	-3.812	45.96	366.5	520	290	220.7	786	157.1	19.08	19.01	-38.19	2.774	-3.37	14.84		278.97	189.90		337.45	480.10
100	72	1000	13/3/21 9:59	1.806	1.163	45.42	48.34	3.97	-3.469	43.35	391.6	558.3	293.2	221.7	786	157.6	27.98	27.89	-38.31	3.658	-2.352	14.81		281.88	189.97		360.50	515.27
100	72	1010	13/3/21 10:09	1.495	1.231	106	34.03	2.875	-2.474	42.89	403.1	578.7	296.5	224.6	786	157.8	27.98	27.87	-38.46	4.885	-1.388	14.79		284.42	192.01		371.06	534.00
100	72	1020	13/3/21 10:19	2.171	1.812	55.37	32.97	3.833	-2.365	40.47	427.7	614.6	299.5	225	786	157.7	19.1	18.97	-38.29	5.092	-0.449	14.76		287.99	192.23		393.65	566.97
100	72	1030	13/3/21 10:29	2.502	2.337	130.8	20.78	4.654	-1.227	39.23	437.8	626.7	302.5	227.8	786	157.7	1.4	1.26	-38.34	5.496	0.441	14.74		291.28	195.27		402.92	578.08
100	72	1040	13/3/21 10:39	3.884	3.612	120.4	21.47	7.45	-1.068	39.92	461.6	657.6	303.4	226.1	785	157.6	36.84	36.77	-38.32	4.272	1.237	14.72		294.14	194.78		424.78	606.46
100	72	1050	13/3/21 10:49	4.133	4.028	133.6	12.89	5.945	-1.057	41.07	476.2	675.6	305.4	226.9	785	157.7	27.96	27.88	-38.35	3.67	1.891	14.72		297.54	196.64		438.18	622.99
100	72	1100	13/3/21 10:59	4.838	4.528	124.7	20.51	7.51	-1.139	41.4	488	691.5	305.3	225.5	785	157.9	1.37	1.22	-38.12	3.216	2.337	14.71		298.03	195.46		449.02	637.59
100	72	1110	13/3/21 11:09	4.157	4.063	113	12.18	5.945	-1.081	41.91	494.5	703	307.7	227.4	785	157.9	54.53	54.49	-38.28	3.64	2.621	14.72		300.54	197.32		454.99	648.15
100	72	1120	13/3/21 11:19	3.909	3.786	108.3	14.36	6.121	-0.827	40.47	504.5	719	309.2	228.9	785	157.9	54.54	54.51	-38.13	4.151	2.807	14.72		301.76	198.55		464.17	662.84
100	72	1130	13/3/21 11:29	4.075	3.952	107	14.11	5.925	-0.687	42.69	511.1	730	311	229.5	785	157.6	36.81	36.76	-38.07	4.51	2.956	14.71		303.58	198.82		470.23	672.94
100	72	1140	13/3/21 11:39	4.159	3.997	109.5	15.99	6.414	-0.631	43.18	519.6	743	311.9	230.6	785	157.8	10.22	10.1	-38.34	4.498	3.11	14.71		304.75	200.25		478.03	684.88
100	72	1150	13/3/21 11:49	5.35	5.165	109.2	15.05	7.67	-0.658	42.61	529.8	755	311.7	230.6	785	157.6	19.09	19	-38.46	4.026	3.276	14.7		305.15	200.91		487.40	695.90
100	72	1200	13/3/21 11:59	5.152	5.022	99.3	12.86	8.21	-0.481	40.6	534.1	762	312.7	231.8	785	157.4	19.09	18.98	-38.23	4.077	3.423	14.7		306.36	202.38		491.35	702.32
100	72	1210	13/3/21 12:09	4.77	4.614	98.6	14.64	7.51	-0.301	41.87	527.1	751	313.9	232.9	785	157.6	1.34	1.22	-38.53	4.483	3.539	14.7		307.34	203.23		484.92	692.22
100	72	1220	13/3/21 12:19	5.568	5.415	101.4	13.43	8.45	-0.256	41.14	537.9	767	314.6	233.2	784	157.9	19.08	19	-38.36	4.178	3.653	14.7		308.67	204.04		494.84	706.92
100	72	1230	13/3/21 12:29	4.316	4.071	91.6	19.3	6.297	0.219	40.75	536.2	768	316.8	235.3	785	158	19.09	18.97	-38.11	4.779	3.769	14.7		310.66	205.91		493.28	707.83
100	72	1240	13/3/21 12:39	4.283	3.61	57.84	32.1	7.39	0.524	40.2	549.5	791	319.5	237.4	785	157.8	1.35	1.21	-38.55	5.843	3.912	14.69		312.65	207.12		505.49	728.95
100	72	1250	13/3/21 12:49	3.521	2.803	52.33	36.57	6.336	0.579	39.28	539.3	774	320.5	239.9	785	157.8	1.39	1.22	-38.42	6.049	4.135	14.67		313.64	210.04		496.12	713.34
100	72	1300	13/3/21 12:59	2.799	2.655	97.5	18.33	5.143	1.077	37.56	519.1	742	322.4	242.9	785	157.7	1.37	1.2	-38.51	6.916	4.468	14.66		314.86	212.67		477.58	683.96
100	72	1310	13/3/21 13:09	4.057	3.811	89.9	19.96	7.78	0.708	39.26	479	685.8	318.6	239.9	784	157.8	1.38	1.21	-38.13	5.987	4.894	14.64		311.29	210.13		440.75	632.35
100	72	1320	13/3/21 13:19	3.71	3.448	90.9	21.54	7.84	0.704	40.11	476.4	688	318.4	236.9	784	157.6	1.35	1.2	-38.1	5.289	5.311	14.63		312.01	207.25		438.37	634.37
100	72	1330	13/3/21 13:29	3.344	3.022	82.7	25.13	7.74	1.185	38.6	517.7	753	321.8	238.7	784	157.6	1.36	1.2	-38.49	6.285	5.613	14.63		314.98	208.17		476.29	694.06
100	72	1340	13/3/21 13:39	5.512	5.371	94.2	12.96	8.23	0.661	39.38	517.5	753	318.6	235.8	784	157.8	1.34	1.23	-38	5.151	5.892	14.62		312.46	206.03		476.11	694.06
100	72	1350	13/3/21 13:49	5.968	5.836	97.5	12.08	11.44	0.495	40.93	492.4	715	317.2	235	784	157.7	19.08	18.98	-37.88	4.135	6.14	14.62		312.07	206.41		453.06	659.17
100	72	1400	13/3/21 13:59	5.487	5.128	102.8	20.72	9.56	0.556	40.76	495.2	721	318	235.1	784	157.5	9.95	27.85	-38.2	3.959	6.258	14.63		313.34	206.78		455.63	664.68
100	72	1410	13/3/21 14:09	4.087	3.644	122.1	26.66	6.336	0.878	40.57	469.3	685	318.8	236	784	157.3	19.07	18.96	-38.12	4.191	6.276	14.63		314.05	207.62		431.85	631.62
100	72	1420	13/3/21 14:19	4.44	4.204	134.1	18.67	7.14	0.898	42.88	476.6	698.4	318.4	235.3	784	157.3	36.83	36.73	-38.41	4.024	6.327	14.63		313.76	206.95		438.55	643.92
100	72	1430	13/3/21 14:29	4.254	4.035	135.7	18.4	6.805	0.975	40.57	461.5	675.8	318.4	235.6	784	157.3	10.22	10.08	-37.94	3.883	6.435	14.62		313.96	207.53		424.68	623.17
100	72	1440	13/3/21 14:39	3.355	3.068	119.5	23.67	6.082	1.318	38.43	453.7	667	318.8	235.2	784	157.5	27.93	27.85	-38.32	4.364	6.6	14.61		313.81	206.35		417.52	615.09
100	72	1450	13/3/21 14:49	4.953	4.733	131.4	17.08	7.61	0.868	42.25	441.3	649.1	316.5	232.8	783	157.6	1.34	1.2	-38.07	3.779	6.806	14.6		311.66	204.07		406.13	598.65
100	72	1500	13/3/21 14:59	4.231	3.689	138.8	28.98	6.942	0.893	40.76	424	623	316	233.3	783	157.3	36.81	36.72	-38.4	3.534	7.03	14.6		311.35	205.05		390.25	574.68
100	72	1510	13/3/21 15:09	4.669	4.207	124.4	25.46	6.61	0.735	41.73	394.6	579	314.4	232.7	783	157.5	27.93	27.84	-38.03	3.349	7.18	14.61		309.55	204.54		363.25	534.28
100	72	1520	13/3/21 15:19	3.563	3.264	128.7	23.49	6.453	0.89	40.04	377.4	554.1	314	232	783	157.5	27.93	27.84	-38.14	3.221	7.27	14.61		309.21	203.81		347.46	511.42
100	72	1530	13/3/21 15:29	4.895	4.494	145.8	23.19	8.7	0.825	40.27	370	545.6	312.7	230.3	783	157.2	45.65	45.61	-38.02	3.216	7.3	14.61		307.54	201.63		340.66	503.61
100	72	1540	13/3/21 15:39	2.649	2.187	137.4	33.83	6.219	1.084	39.65	351.6	518.2	312.6	230.8	783	156.9	45.65	45.6	-38.36	3.402	7.31	14.62		307.16	202.02		323.77	478.45
100	72	1550	13/3/21 15:49	3.87	3.604	150.7	21.26	5.143	0.523	40.53	335.8	494.7	310.5	228.9	783	156.9	27.92	27.85	-38.3	3.046	7.35	14.61		304.95	200.06		309.26	456.87
100	72	1600	13/3/21 15:59	5.08	4.702	128.1	22.09	8.23	0.535	40.35	321.5	472.1	308.7	227.7	783	157.1	27.92	27.84	-37.8	2.651	7.41	14.61		303.17	199.06		296.12	436.12
100	72	1610	13/3/21 16:09	3.625	3.289	139.7	24.66	7.86	0.479	40.62	302.7	443	308.1	227.4	783	157	1.31	1.2	-37.99	2.41	7.42	14.62		302.73	199.00		278.86	409.40
100	72	1620	13/3/21 16:19	4.737	4.524	147.8	17.19	7.9	0.365	41.58	279.8	406	306	225.9	783	156.9	19.05	18.96	-38.21	2.481	7.35	14.62		299.93	196.98		257.83	375.42
100	72	1630	13/3/21 16:29	4.991	4.792	124.2	16.15	7.92	0	42.7	258.3	376.2	305	225.7	782	157.4	1.33	1.21	-38.01	1.796	7.27	14.63		299.57	197.64		238.09	348.05
100	72	1640	13/3/21 16:39	4.355	4.076	117.3	20.5	7.47	-0.352	42.83	70.2	80	298.2	220.6	782	157.1	1.33	1.27	-38.14	0.684	7.11	14.61		292.32	192.58		65.36	76.06
100	72	1650	13/3/21 16:49	3.972	3.685	145.6	21.76	6.59	-1.031	44.53	69.04	73	294.1	220.6	782	157.1	1.35	1.28	-37.61	-0.557	6.745	14.63		288.69	194.21		64.30	69.63
100	72	1700	13/3/21 16:59	2.883	1.998	204.2	44.87	5.789	-0.996	40.85	65.53	68.68	291.6	220.6	782	157.4	1.3	1.25	-37.76	-0.895	6.101	14.66		285.92	194.66		61.07	65.67
100	72	1710	13/3/21 17:09	2.463	2.209	174.5	25.98	4.693	-1.35	41.41	56.55	58.79	288	220.1	782	157.2	1.3	1.26	-37.67	-1.229	5.289	14.66		281.72	194.45		52.83	56.59
100	72	1720	13/3/21 17:19	3.252	3.127	187	15.91	5.065	-1.556	43.33	51.64	54.25	287.1	219.9	782	157.5	1.3	1.25	-37.58	-1.529	4.445	14.67		280.96	194.58		48.32	52.42
100	72	1730	13/3/21 17:29	3.049	2.963	172.5	13.57	4.772	-2.04	44.08	45.57	47.94	285.3	219.5	782	157	1.3	1.27	-37.77	-1.986	3.629	14.66		279.23	194.66		42.75	46.62
100	72	1740	13/3/21 17:39	2.755	2.451	179	26.95	4.42	-2.007	43.27	43.82	47.76	284.6	220.7	782	156.8	1.3	1.28	-37.73	-2.201	2.853	14.64		278.61	196.48		41.14	46.46
100	72	1750	13/3/21 17:49	3.666	3.587	170	11.89	5.182	-2.322	44.89	35.5	39.14	285	221	782	157.9	1.32	1.26	-37.73	-2.415	2.137	14.26		279.40	197.14		33.50	38.54
100	72	1800	13/3/21 17:59	2.848	2.55	180.2	26.18	6.845	-2.215	45.16	29.98	32.9	284.2	223.3	782	157.2	1.33	1.26	-37.72	-2.567	1.465	13.82		278.57	200.29		28.43	32.81
100	72	1810	13/3/21 18:09	3.78	3.657	186.2	14.6	5.221	-2.14	46.89	21.79	22.82	286.5	226.8	782	157.4	1.31	1.24	-37.88	-2.521	0.853	13.44		281.47	204.73		20.91	23.56
100	72	1820	13/3/21 18:19	3.731	3.35	174.2	25.89	5.515	-2.568	47.23	13.23	11.84	286.8	235.4	782	157.3	1.35	1.25	-37.6	-2.76	0.324	13.33		282.16	216.09		13.05	13.47
100	72	1830	13/3/21 18:29	2.642	2.492	191.6	19.27	3.677	-2.387	44.61	10.08	8.13	284.7	235.7	782	157.1	1.3	1.27	-37.5	-2.828	-0.14	13.27		279.54	216.56		10.16	10.07
100	72	1840	13/3/21 18:39	2.676	2.369	194.8	27.41	6.199	-2.763	45.37	7.77	5.1	283	231.4	782	157.8	1.33	1.28	-37.8	-3.159	-0.54	13.24		277.78	211.46		8.03	7.28
100	72	1850	13/3/21 18:49	4.581	4.386	183.5	16.72	5.965	-1.928	43.68	8.01	5.464	287.5	230.9	782	157.9	1.31	1.27	-37.79	-2.593	-0.928	13.21		282.84	210.09		8.26	7.62
100	72	1900	13/3/21 18:59	3.771	3.548	201.7	19.69	6.062	-1.986	45.97	7.41	4.857	288.1	236	782	157.2	1.31	1.27	-37.66	-2.479	-1.26	13.18		283.47	216.50		7.70	7.06
100	72	1910	13/3/21 19:09	3.368	3.135	183.2	21.31	5.163	-2.64	50.17	7.04	4.372	286.6	234.4	782	157.2	1.32	1.26	-37.57	-2.936	-1.492	13.16		282.12	215.03		7.36	6.61
100	72	1920	13/3/21 19:19	4.497	4.401	187.6	11.86	6.414	-2.567	50.55	7.71	5.161	287.6	235.7	782	157.5	1.32	1.26	-37.57	-2.998	-1.677	13.14		283.49	216.78		7.98	7.34
100	72	1930	13/3/21 19:29	4.772	4.63	177.2	13.94	6.317	-2.546	51.43	7.59	4.979	288.5	235.2	782	157.3	1.33	1.26	-37.77	-2.914	-1.847	13.11		284.54	216.03		7.87	7.17
100	72	1940	13/3/21 19:39	5.282	5.144	195.2	13.09	8	-2.887	53.88	7.16	4.736	288.7	236.4	782	157.5	1.31	1.28	-37.83	-3.132	-1.996	13.1		285.07	217.85		7.47	6.95
100	72	1950	13/3/21 19:49	4.166	3.683	161.9	27.57	6.962	-2.569	52.45	7.71	5.04	288.9	235.5	782	157.3	1.33	1.25	-37.58	-3.028	-2.124	13.08		285.20	216.56		7.98	7.23
100	72	2000	13/3/21 19:59	2.772	2.202	135.9	36.71	5.71	-3.006	55.08	7.04	4.311	287	238.6	782	157.5	1.33	1.28	-37.47	-3.303	-2.241	13.07		283.11	220.90		7.36	6.56
100	72	2010	13/3/21 20:09	1.855	1.645	189.3	27.01	5.143	-3.148	55.87	7.35	4.615	286.2	245.3	782	157.6	1.31	1.28	-37.38	-3.712	-2.343	13.06		282.60	230.03		7.65	6.84
100	72	2020	13/3/21 20:19	1.344	1.055	147.4	37.13	2.797	-3.352	57.12	7.41	3.886	281.1	229.6	781	157.5	1.3	1.29	-37.36	-4.028	-2.458	13.04		276.44	210.25		7.70	6.17
100	72	2030	13/3/21 20:29	2.966	2.681	67.18	25.09	6.414	-3.642	58.75	7.59	5.283	285.3	252.3	781	157.8	1.31	1.3	-37.56	-4.317	-2.597	13.03		282.20	239.79		7.87	7.45
100	72	2040	13/3/21 20:39	3.142	2.888	109.2	23	5.789	-2.573	56.19	8.44	7.1	291.7	266.5	782	157.8	1.31	1.26	-37.58	-3.407	-2.762	13.02		289.28	256.89		8.65	9.12
