,When,Discharge,T_a,RH,v_a
0,2021-01-26 09:00:00,,,,
1,2021-01-26 09:15:00,0.10322222222222222,-40.28266666666667,11.74533333333333,2.347888888888889
2,2021-01-26 09:30:00,0.0,-11.01966666666667,54.272555555555556,4.753444444444448
3,2021-01-26 09:45:00,15.303932584269665,-10.980786516853929,54.22269662921346,3.5849438202247152
4,2021-01-26 10:00:00,0.21588888888888888,-10.86611111111111,52.61200000000001,3.9086666666666665
5,2021-01-26 10:15:00,0.0,-10.76666666666667,53.157000000000004,4.645444444444445
6,2021-01-26 10:30:00,11.090666666666666,-10.677222222222223,51.203111111111106,4.948333333333333
7,2021-01-26 10:45:00,0.0,-10.360333333333333,49.14811111111109,5.45422222222222
8,2021-01-26 11:00:00,0.0,-9.903555555555553,48.000222222222234,5.627333333333333
9,2021-01-26 11:15:00,0.0,-9.744888888888886,47.78133333333335,6.361888888888889
10,2021-01-26 11:30:00,23.29933333333333,-9.66811111111111,48.277777777777764,7.1535555555555534
11,2021-01-26 11:45:00,9.043370786516855,-9.59112359550562,47.25853932584269,6.651123595505615
12,2021-01-26 12:00:00,0.0,-9.70590909090909,49.08454545454545,7.719999999999999
13,2021-01-26 12:15:00,,,,
14,2021-01-26 12:30:00,,,,
15,2021-01-26 12:45:00,0.0,-10.128333333333332,56.22611111111111,4.833333333333333
16,2021-01-26 13:00:00,8.793571428571429,-9.735714285714288,53.23714285714285,6.4439285714285734
17,2021-01-26 13:15:00,0.0,-9.464912280701755,49.85596491228068,7.055964912280702
18,2021-01-26 13:30:00,3.592456140350877,-9.442982456140353,48.47421052631579,6.3615789473684226
19,2021-01-26 13:45:00,5.640238095238096,-9.586190476190477,50.69357142857142,6.599404761904762
20,2021-01-26 14:00:00,0.0,-9.871071428571428,52.640595238095244,6.603809523809523
21,2021-01-26 14:15:00,0.0,-10.072439024390242,53.955731707317064,8.399390243902443
22,2021-01-26 14:30:00,0.0,-10.126111111111108,53.974222222222224,7.619000000000001
23,2021-01-26 14:45:00,0.0,-10.128666666666671,53.565444444444445,7.455777777777777
24,2021-01-26 15:00:00,0.0,-10.138555555555556,54.02955555555555,6.687666666666667
25,2021-01-26 15:15:00,0.0,-10.406999999999998,56.85944444444445,6.517888888888891
26,2021-01-26 15:30:00,0.0,-10.426999999999998,56.70822222222225,5.9046666666666665
27,2021-01-26 15:45:00,0.0,-10.497,56.92144444444444,5.657666666666667
28,2021-01-26 16:00:00,0.0,-10.493111111111109,55.02666666666667,6.023555555555555
29,2021-01-26 16:15:00,0.0,-10.572111111111111,55.95499999999999,5.39733333333333
30,2021-01-26 16:30:00,0.0,-10.626777777777777,56.69466666666666,5.467222222222222
31,2021-01-26 16:45:00,0.0,-10.807977528089886,58.20505617977525,5.15505617977528
32,2021-01-26 17:00:00,0.0,-11.170111111111114,61.279555555555554,6.037555555555556
33,2021-01-26 17:15:00,0.0,-11.431555555555557,63.06866666666667,5.419444444444443
34,2021-01-26 17:30:00,0.0,-11.487444444444444,63.08555555555557,6.164222222222223
35,2021-01-26 17:45:00,0.0,-11.407444444444446,62.09888888888891,4.857777777777778
36,2021-01-26 18:00:00,0.0,-11.483666666666666,61.52188888888888,5.033222222222223
37,2021-01-26 18:15:00,0.0,-11.533111111111111,61.259999999999984,5.178111111111111
38,2021-01-26 18:30:00,0.0,-11.473111111111113,59.944777777777766,5.656888888888889
39,2021-01-26 18:45:00,0.0,-11.558651685393258,60.25056179775279,5.524606741573033
40,2021-01-26 19:00:00,0.0,-11.584999999999999,59.465444444444415,5.061222222222224
41,2021-01-26 19:15:00,0.0,-11.698000000000002,58.654555555555575,4.510888888888886
42,2021-01-26 19:30:00,0.0,-11.78788888888889,59.25866666666669,4.522555555555554
43,2021-01-26 19:45:00,0.0,-11.496067415730334,57.41898876404494,4.631460674157303
44,2021-01-26 20:00:00,0.0,-11.82688888888889,58.95066666666667,4.223888888888888
45,2021-01-26 20:15:00,0.0,-11.626777777777779,57.61744444444443,4.12822222222222
46,2021-01-26 20:30:00,0.0,-11.569888888888894,56.75322222222225,3.986555555555554
47,2021-01-26 20:45:00,3.0724444444444448,-11.666444444444444,55.920222222222186,3.739666666666669
48,2021-01-26 21:00:00,0.0,-12.526666666666666,57.784000000000006,2.4698888888888892
49,2021-01-26 21:15:00,0.0,-13.10166666666666,60.522222222222226,1.7781111111111119
50,2021-01-26 21:30:00,0.0,-13.142666666666669,61.121111111111105,2.1574444444444447
51,2021-01-26 21:45:00,0.0,-13.785056179775282,62.06044943820225,2.9938202247191
