When,cam_temp,cam_temp_full
2019-12-17 11:00:00,7.319,7.163
2019-12-17 20:00:00,8.166,7.965
2019-12-18 00:00:00,8.503,8.447
2019-12-18 14:00:00,9.07,8.963
2019-12-18 22:00:00,6.162,5.829
2019-12-19 00:00:00,6.112,5.908
2019-12-19 02:00:00,5.511,5.472
2019-12-19 06:00:00,6.181,5.77
2019-12-19 08:00:00,6.575,6.582
2019-12-19 10:00:00,6.604,6.243
2019-12-19 11:00:00,5.954,5.671
2019-12-19 12:00:00,7.102,6.46
2019-12-20 02:00:00,5.787,5.741
2019-12-20 04:00:00,6.558,6.952
2019-12-20 12:00:00,6.01,5.797
2019-12-20 14:00:00,5.092,4.948
2019-12-20 17:00:00,2.951,2.652
2019-12-22 02:00:00,0.581,0.787
2019-12-23 00:00:00,-1.543,-1.386
2019-12-23 01:00:00,-1.448,-1.306
2019-12-23 07:00:00,-1.319,-1.281
2019-12-23 12:00:00,0.015,-0.189
2019-12-23 16:00:00,-0.898,-0.955
2019-12-23 22:00:00,-1.277,-1.352
2019-12-24 06:00:00,-1.359,-1.387
2019-12-24 15:00:00,0.15,0.762
2019-12-24 18:00:00,-0.748,0.418
2019-12-24 21:00:00,-1.279,0.483
2019-12-25 08:00:00,-0.255,0.765
2019-12-25 13:00:00,0.563,0.591
2019-12-25 20:00:00,-1.029,-1.716
2019-12-25 22:00:00,-1.917,-2.342
2019-12-26 00:00:00,-2.416,-2.836
2019-12-26 07:00:00,-7.088,-5.105
2019-12-26 16:00:00,-1.974,-1.283
2019-12-26 20:00:00,-3.228,-3.41
2019-12-26 22:00:00,-3.237,-3.343
2019-12-27 00:00:00,-3.186,-3.282
2019-12-27 03:00:00,-2.942,-3.054
2019-12-27 05:00:00,-1.319,-1.051
2019-12-27 16:00:00,-0.365,-0.03
2019-12-27 21:00:00,-0.579,0.082
2019-12-28 14:00:00,-7.874,-5.913
2019-12-28 15:00:00,-7.519,-5.997
2019-12-28 17:00:00,-8.923,-7.225
2019-12-29 16:00:00,-8.204,-4.794
2019-12-29 19:00:00,-7.269,-3.333
2019-12-30 07:00:00,-6.186,-2.005
2019-12-30 14:00:00,-6.67,-3.304
2019-12-30 16:00:00,-7.144,-2.306
2019-12-31 07:00:00,-4.847,-0.359
2019-12-31 08:00:00,-5.534,-1.276
2019-12-31 11:00:00,-0.307,1.943
2019-12-31 13:00:00,-4.114,0.556
2019-12-31 14:00:00,-3.611,0.359
2019-12-31 15:00:00,-2.329,0.912
2019-12-31 21:00:00,-6.733,-2.743
2020-01-01 00:00:00,-7.098,-2.429
2020-01-01 01:00:00,-8.154,-2.864
2020-01-01 02:00:00,-7.827,-3.414
2020-01-01 03:00:00,-5.392,-0.673
2020-01-01 04:00:00,-5.792,-1.352
2020-01-01 05:00:00,-6.679,-2.053
2020-01-01 06:00:00,-6.509,-1.923
2020-01-01 07:00:00,-6.579,-1.496
2020-01-01 08:00:00,-6.672,-1.819
2020-01-01 09:00:00,-7.755,-2.903
2020-01-01 10:00:00,-6.26,-1.309
2020-01-01 11:00:00,-1.173,0.811
2020-01-01 12:00:00,-5.46,-1.995
2020-01-01 13:00:00,-7.247,-2.802
2020-01-01 14:00:00,-9.007,-3.062
2020-01-01 15:00:00,-8.085,-2.513
2020-01-01 16:00:00,-7.7,-1.992
2020-01-01 17:00:00,-7.736,-1.966
2020-01-01 18:00:00,-8.708,-3.021
2020-01-01 19:00:00,-5.975,-0.187
2020-01-01 20:00:00,-6.071,-0.284
2020-01-01 21:00:00,-5.997,0.1
2020-01-01 22:00:00,-6.651,-0.342
2020-01-01 23:00:00,-6.638,-1.101
2020-01-02 00:00:00,-7.966,-2.826
2020-01-02 01:00:00,-7.754,-2.391
2020-01-02 02:00:00,-8.01,-3.396
2020-01-02 03:00:00,-8.136,-3.684
2020-01-02 04:00:00,-8.571,-4.16
2020-01-02 05:00:00,-7.526,-3.344
2020-01-02 06:00:00,-7.044,-2.609
2020-01-02 07:00:00,-6.384,-2.332
2020-01-02 08:00:00,-5.619,-2.751
2020-01-02 09:00:00,-7.034,-1.98
2020-01-02 10:00:00,-0.553,1.53
2020-01-02 11:00:00,0.977,2.726
2020-01-02 12:00:00,0.751,2.482
2020-01-02 13:00:00,0.702,2.08
2020-01-02 14:00:00,-6.503,-2.835
2020-01-02 15:00:00,-3.691,-0.159
2020-01-02 16:00:00,-1.365,0.086
2020-01-02 17:00:00,-5.843,-3.722
2020-01-02 18:00:00,-7.939,-4.968
2020-01-02 19:00:00,-6.12,-3.824
2020-01-02 20:00:00,-6.601,-3.562
2020-01-02 21:00:00,-6.535,-3.617
2020-01-02 22:00:00,-6.437,-3.716
2020-01-02 23:00:00,-4.316,-1.724
2020-01-03 00:00:00,-4.082,-1.294
2020-01-03 01:00:00,-3.066,0.105
2020-01-03 02:00:00,-2.708,1.059
2020-01-03 03:00:00,-3.447,0.349
2020-01-03 04:00:00,-4.096,0.768
2020-01-03 05:00:00,-2.824,1.446
2020-01-03 06:00:00,-3.665,1.58
2020-01-03 07:00:00,-3.329,1.736
2020-01-03 08:00:00,-3.47,1.504
2020-01-03 09:00:00,-1.45,1.233
2020-01-03 10:00:00,-1.191,2.856
2020-01-03 11:00:00,-1.354,0.602
2020-01-03 12:00:00,-0.123,1.872
2020-01-03 13:00:00,0.003,2.436
2020-01-03 14:00:00,-1.008,0.952
2020-01-03 15:00:00,-2.17,0.348
2020-01-03 16:00:00,-4.074,-0.844
2020-01-03 17:00:00,-3.524,-0.589
2020-01-03 18:00:00,-5.035,-1.36
2020-01-03 19:00:00,-4.344,-0.894
2020-01-03 20:00:00,-2.837,-0.109
2020-01-03 21:00:00,-4.344,-0.894
2020-01-03 22:00:00,-1.649,-0.732
2020-01-03 23:00:00,-1.287,-0.833
2020-01-04 00:00:00,-1.189,-0.541
2020-01-04 01:00:00,-0.615,0.327
2020-01-04 02:00:00,-1.415,-0.367
2020-01-04 03:00:00,-1.045,-0.1
2020-01-04 04:00:00,-0.881,0.056
2020-01-04 05:00:00,-0.905,0.099
2020-01-04 06:00:00,-0.844,0.109
2020-01-04 07:00:00,-0.895,-0.122
2020-01-04 08:00:00,-0.5,0.419
2020-01-04 09:00:00,-0.461,0.402
2020-01-04 10:00:00,-0.111,0.854
2020-01-04 11:00:00,1.595,1.931
2020-01-04 12:00:00,1.176,1.727
2020-01-04 13:00:00,2.052,2.39
2020-01-04 14:00:00,0.688,1.138
2020-01-04 15:00:00,0.664,1.198
2020-01-04 16:00:00,1.187,1.627
2020-01-04 17:00:00,0.589,0.951
2020-01-04 18:00:00,0.261,0.804
2020-01-04 19:00:00,0.406,0.842
2020-01-04 20:00:00,0.221,0.518
2020-01-04 21:00:00,0.221,0.518
2020-01-04 22:00:00,-0.235,-0.103
2020-01-04 23:00:00,0.06,0.582
2020-01-05 00:00:00,-0.383,-0.027
2020-01-05 01:00:00,-1.582,-1.989
2020-01-05 02:00:00,-1.766,-2.188
2020-01-05 03:00:00,-2.309,-2.682
2020-01-05 04:00:00,-1.956,-2.43
2020-01-05 05:00:00,-2.057,-2.37
2020-01-05 06:00:00,-2.071,-2.421
2020-01-05 07:00:00,-2.057,-2.471
2020-01-05 08:00:00,-1.727,-2.212
2020-01-05 09:00:00,-3.274,-4.03
2020-01-05 10:00:00,-3.626,-3.568
2020-01-05 11:00:00,-2.107,-4.138
2020-01-05 12:00:00,-5.417,-5.28
2020-01-05 13:00:00,-6.139,-5.159
2020-01-05 14:00:00,-6.837,-5.688
2020-01-05 15:00:00,-7.676,-6.421
2020-01-05 16:00:00,-7.868,-6.374
2020-01-05 17:00:00,-7.893,-6.133
2020-01-05 18:00:00,-6.321,-4.174
2020-01-05 19:00:00,-6.718,-4.322
2020-01-05 20:00:00,-6.915,-4.894
2020-01-05 21:00:00,-6.255,-4.174
2020-01-05 22:00:00,-6.62,-3.732
2020-01-05 23:00:00,-6.763,-4.238
2020-01-06 00:00:00,-6.496,-3.645
2020-01-06 01:00:00,-6.947,-4.19
2020-01-06 02:00:00,-6.445,-3.338
2020-01-06 03:00:00,-7.158,-4.671
2020-01-06 04:00:00,-7.913,-5.035
2020-01-06 05:00:00,-7.896,-4.988
2020-01-06 06:00:00,-7.609,-4.471
2020-01-06 07:00:00,-7.294,-3.901
2020-01-06 08:00:00,-6.593,-2.892
2020-01-06 09:00:00,-5.907,-2.034
2020-01-06 10:00:00,-5.376,-1.91
2020-01-06 11:00:00,-0.664,0.194
2020-01-06 12:00:00,-3.375,0.166
2020-01-06 13:00:00,-4.593,-0.42
2020-01-06 14:00:00,-5.46,-0.81
2020-01-06 15:00:00,-5.799,-1.682
2020-01-06 16:00:00,-5.166,-0.735
2020-01-06 17:00:00,-6.152,-1.686
2020-01-06 18:00:00,-5.299,-1.333
2020-01-06 19:00:00,-7.41,-2.534
2020-01-06 20:00:00,-6.473,-2.502
2020-01-06 21:00:00,-4.722,-0.652
2020-01-06 22:00:00,-4.78,-0.625
2020-01-06 23:00:00,-4.571,-0.42
2020-01-07 00:00:00,-5.323,-1.786
2020-01-07 01:00:00,-5.212,-1.5
2020-01-07 02:00:00,-4.672,-0.94
2020-01-07 03:00:00,-5.368,-1.157
2020-01-07 04:00:00,-5.366,-1.618
2020-01-07 05:00:00,-6.137,-3.325
2020-01-07 06:00:00,-2.766,-0.752
2020-01-07 07:00:00,-4.379,-1.879
2020-01-07 08:00:00,-5.266,-2.599
2020-01-07 09:00:00,-4.194,-1.718
2020-01-07 10:00:00,-2.719,-1.124
2020-01-07 11:00:00,1.589,1.047
2020-01-07 12:00:00,-1.929,-0.606
2020-01-07 13:00:00,-4.659,-2.648
2020-01-07 14:00:00,-5.031,-2.157
2020-01-07 15:00:00,-3.09,-0.852
2020-01-07 16:00:00,-1.891,-0.453
2020-01-07 17:00:00,-2.981,-1.48
2020-01-07 18:00:00,-3.475,-2.613
2020-01-07 19:00:00,-4.342,-3.264
2020-01-07 20:00:00,-3.631,-2.667
2020-01-07 21:00:00,-5.385,-3.769
2020-01-07 22:00:00,-6.42,-4.775
2020-01-07 23:00:00,-7.129,-4.585
2020-01-08 00:00:00,-4.596,-1.657
2020-01-08 01:00:00,-5.856,-3.019
2020-01-08 02:00:00,-5.256,-2.214
2020-01-08 03:00:00,-5.799,-2.507
2020-01-08 04:00:00,-4.996,-1.687
2020-01-08 05:00:00,-5.997,-2.44
2020-01-08 06:00:00,-5.733,-1.746
2020-01-08 07:00:00,-5.367,-1.665
2020-01-08 08:00:00,-5.894,-1.586
2020-01-08 09:00:00,-5.847,-1.113
2020-01-08 10:00:00,-5.367,-2.108
2020-01-08 11:00:00,-0.473,0.194
2020-01-08 12:00:00,-2.395,1.123
2020-01-08 13:00:00,-3.655,-0.818
2020-01-08 14:00:00,-3.08,-0.293
2020-01-08 15:00:00,-3.577,0.826
2020-01-08 16:00:00,-4.593,-0.985
2020-01-08 17:00:00,-5.727,-1.833
2020-01-08 18:00:00,-5.872,-1.953
2020-01-08 19:00:00,-6.395,-2.606
2020-01-08 20:00:00,-6.106,-2.24
2020-01-08 21:00:00,-5.061,-1.717
2020-01-08 22:00:00,-6.119,-2.48
2020-01-08 23:00:00,-6.139,-2.513
2020-01-09 00:00:00,-6.273,-2.669
2020-01-09 01:00:00,-6.202,-2.596
2020-01-09 02:00:00,-6.601,-2.822
2020-01-09 03:00:00,-6.362,-2.454
2020-01-09 04:00:00,-4.437,-0.362
2020-01-09 05:00:00,-3.55,0.841
2020-01-09 06:00:00,-4.591,-0.339
2020-01-09 07:00:00,-5.215,-1.569
2020-01-09 08:00:00,-4.423,-0.242
2020-01-09 09:00:00,-3.752,-0.149
2020-01-09 10:00:00,-2.964,0.319
2020-01-09 11:00:00,-0.125,0.753
2020-01-09 12:00:00,-1.276,1.243
2020-01-09 13:00:00,-1.793,1.413
2020-01-09 14:00:00,-1.518,1.432
2020-01-09 15:00:00,-2.421,0.405
2020-01-09 16:00:00,-2.77,0.485
2020-01-09 17:00:00,-4.392,-0.534
2020-01-09 18:00:00,-5.949,-2.12
2020-01-09 19:00:00,-4.536,-4.836
2020-01-09 20:00:00,-6.554,-2.326
2020-01-09 21:00:00,-4.609,0.563
2020-01-09 22:00:00,0.762,2.627
2020-01-09 23:00:00,0.931,2.823
2020-01-10 00:00:00,-5.374,-2.681
2020-01-10 01:00:00,-5.944,-2.067
2020-01-10 02:00:00,-7.319,-3.544
2020-01-10 03:00:00,-7.31,-3.578
2020-01-10 04:00:00,-5.793,-2.409
2020-01-10 05:00:00,-4.256,-1.619
2020-01-10 06:00:00,-3.391,-1.332
2020-01-10 07:00:00,-3.001,-0.706
2020-01-10 08:00:00,-4.497,-1.76
2020-01-10 09:00:00,-3.043,-0.975
2020-01-10 10:00:00,-1.766,0.566
2020-01-10 11:00:00,1.767,2.325
2020-01-10 12:00:00,-1.467,-0.125
2020-01-10 13:00:00,-3.668,-1.651
2020-01-10 14:00:00,-2.725,-0.935
2020-01-10 15:00:00,-0.312,0.834
2020-01-10 16:00:00,-1.754,-0.331
2020-01-10 17:00:00,-1.725,-0.322
2020-01-10 18:00:00,-1.26,-0.067
2020-01-10 19:00:00,-1.735,-1.42
2020-01-10 20:00:00,-2.928,-2.168
2020-01-10 21:00:00,-3.385,-2.435
2020-01-10 22:00:00,-3.328,-2.379
2020-01-10 23:00:00,-3.11,-2.006
2020-01-11 00:00:00,-4.408,-3.175
2020-01-11 01:00:00,-5.36,-3.907
2020-01-11 02:00:00,-4.55,-3.477
2020-01-11 03:00:00,-3.336,-2.763
2020-01-11 04:00:00,-1.739,-1.026
2020-01-11 05:00:00,-1.582,-0.859
2020-01-11 06:00:00,-2.871,-1.714
2020-01-11 07:00:00,-5.395,-3.571
2020-01-11 08:00:00,-5.81,-4.006
2020-01-11 09:00:00,-5.634,-4.083
2020-01-11 10:00:00,-6.733,-4.736
2020-01-11 11:00:00,0.35,-0.124
2020-01-11 12:00:00,-4.769,-3.92
2020-01-11 13:00:00,-6.311,-4.34
2020-01-11 14:00:00,-7.485,-5.257
2020-01-11 15:00:00,-7.896,-5.211
2020-01-11 16:00:00,-8.091,-5.963
2020-01-11 17:00:00,-6.436,-4.12
2020-01-11 18:00:00,-6.344,-3.991
2020-01-11 19:00:00,-7.685,-5.479
2020-01-11 20:00:00,-7.252,-4.655
2020-01-11 21:00:00,-7.164,-4.797
2020-01-11 22:00:00,-7.99,-5.121
2020-01-11 23:00:00,-7.41,-4.876
2020-01-12 00:00:00,-8.153,-5.547
2020-01-12 01:00:00,-7.82,-5.681
2020-01-12 02:00:00,-8.232,-5.785
2020-01-12 03:00:00,-7.666,-4.706
2020-01-12 04:00:00,-8.373,-5.399
2020-01-12 05:00:00,-8.333,-4.74
2020-01-12 06:00:00,-8.529,-6.081
2020-01-12 07:00:00,-9.062,-6.076
2020-01-12 08:00:00,-8.382,-6.038
2020-01-12 09:00:00,-8.23,-5.923
2020-01-12 10:00:00,-6.887,-3.548
2020-01-12 11:00:00,-0.61,0.479
2020-01-12 12:00:00,-3.81,-1.389
2020-01-12 13:00:00,-6.298,-3.376
2020-01-12 14:00:00,-6.932,-3.623
2020-01-12 15:00:00,-6.212,-1.928
2020-01-12 16:00:00,-6.796,-4.223
2020-01-12 17:00:00,-6.6,-3.317
2020-01-12 18:00:00,-7.224,-3.866
2020-01-12 19:00:00,-6.633,-3.361
2020-01-12 20:00:00,-6.992,-3.058
2020-01-12 21:00:00,-6.989,-3.148
2020-01-12 22:00:00,-7.854,-4.821
2020-01-12 23:00:00,-7.215,-4.343
2020-01-13 00:00:00,-5.785,-2.747
2020-01-13 01:00:00,-6.253,-3.166
2020-01-13 02:00:00,-7.528,-4.644
2020-01-13 03:00:00,-6.631,-3.524
2020-01-13 04:00:00,-7.018,-3.969
2020-01-13 05:00:00,-6.524,-3.243
2020-01-13 06:00:00,-6.322,-3.348
2020-01-13 07:00:00,-7.285,-3.861
2020-01-13 08:00:00,-6.863,-3.862
2020-01-13 09:00:00,-5.575,-3.196
2020-01-13 10:00:00,-4.502,-2.722
2020-01-13 11:00:00,0.283,1.068
2020-01-13 12:00:00,-1.109,-0.289
2020-01-13 13:00:00,-1.587,-0.226
2020-01-13 14:00:00,-3.044,-1.568
2020-01-13 15:00:00,-2.62,-0.958
2020-01-13 16:00:00,-6.263,-3.673
2020-01-13 17:00:00,-7.641,-5.089
2020-01-13 18:00:00,-4.874,-2.14
2020-01-13 19:00:00,-5.602,-2.567
2020-01-13 20:00:00,-6.073,-2.973
2020-01-13 21:00:00,-6.159,-2.785
2020-01-13 22:00:00,-5.898,-3.007
2020-01-13 23:00:00,-6.601,-3.812
2020-01-14 00:00:00,-6.851,-3.89
2020-01-14 01:00:00,-6.655,-3.443
2020-01-14 02:00:00,-6.479,-3.642
2020-01-14 03:00:00,-6.43,-3.303
2020-01-14 04:00:00,-7.414,-4.221
2020-01-14 05:00:00,-6.774,-3.553
2020-01-14 06:00:00,-6.702,-3.094
2020-01-14 07:00:00,-6.77,-3.557
2020-01-14 08:00:00,-7.404,-4.638
2020-01-14 09:00:00,-6.207,-3.493
2020-01-14 10:00:00,-5.624,-1.048
2020-01-14 11:00:00,0.287,0.971
2020-01-14 12:00:00,-3.491,-2.067
2020-01-14 13:00:00,-3.45,-0.427
2020-01-14 14:00:00,-2.646,-0.816
2020-01-14 15:00:00,-4.768,-1.288
2020-01-14 16:00:00,-5.1,-1.267
2020-01-14 17:00:00,-6.196,-3.492
2020-01-14 18:00:00,-5.25,-2.232
2020-01-14 19:00:00,-6.186,-3.293
2020-01-14 20:00:00,-5.25,-2.232
2020-01-14 21:00:00,-5.254,-2.0
2020-01-14 22:00:00,-5.816,-1.32
2020-01-14 23:00:00,-5.9,-1.611
2020-01-15 00:00:00,-6.597,-1.845
2020-01-15 01:00:00,-7.634,-4.396
2020-01-15 02:00:00,-7.298,-4.303
2020-01-15 03:00:00,-4.531,-0.86
2020-01-15 04:00:00,-5.102,-2.164
2020-01-15 05:00:00,-5.599,-2.902
2020-01-15 06:00:00,-5.262,-2.231
2020-01-15 07:00:00,-5.675,-2.24
2020-01-15 08:00:00,-5.727,-2.589
2020-01-15 09:00:00,-5.104,-2.008
2020-01-15 10:00:00,-4.002,-0.856
2020-01-15 11:00:00,0.226,0.553
2020-01-15 12:00:00,-1.756,-0.889
2020-01-15 13:00:00,-4.745,-2.379
2020-01-15 14:00:00,-4.927,-1.986
2020-01-15 15:00:00,-5.973,-2.704
2020-01-15 16:00:00,-4.379,-2.167
2020-01-15 17:00:00,-5.699,-2.215
2020-01-15 18:00:00,-6.426,-3.741
2020-01-15 19:00:00,-6.956,-3.711
2020-01-15 20:00:00,-6.943,-3.568
2020-01-15 21:00:00,-4.604,-1.117
2020-01-15 22:00:00,-4.761,-0.818
2020-01-15 23:00:00,-4.669,-0.915
2020-01-16 00:00:00,-5.151,-1.237
2020-01-16 01:00:00,-5.665,-2.072
2020-01-16 02:00:00,-5.721,-2.117
2020-01-16 03:00:00,-4.377,-1.175
2020-01-16 04:00:00,-5.036,-2.209
2020-01-16 05:00:00,-5.109,-1.788
2020-01-16 06:00:00,-4.096,-1.482
2020-01-16 07:00:00,-4.179,-1.507
2020-01-16 08:00:00,-4.801,-1.318
2020-01-16 09:00:00,-5.428,-1.791
2020-01-16 10:00:00,-4.536,-1.133
2020-01-16 11:00:00,0.746,1.132
2020-01-16 12:00:00,-0.288,1.744
2020-01-16 13:00:00,-3.541,-0.216
2020-01-16 14:00:00,-5.13,-1.53
2020-01-16 15:00:00,-6.053,-2.439
2020-01-16 16:00:00,-6.143,-2.544
2020-01-16 17:00:00,-6.331,-2.7
2020-01-16 18:00:00,-6.084,-1.924
2020-01-16 19:00:00,-7.412,-3.969
2020-01-16 20:00:00,-5.198,-1.722
2020-01-16 21:00:00,-5.133,-2.042
2020-01-16 22:00:00,-5.785,-2.171
2020-01-16 23:00:00,-5.953,-2.494
2020-01-17 00:00:00,-5.85,-2.583
2020-01-17 01:00:00,-6.092,-2.83
2020-01-17 02:00:00,-6.259,-2.896
2020-01-17 03:00:00,-6.108,-2.964
2020-01-17 04:00:00,-7.075,-4.47
2020-01-17 05:00:00,-6.569,-4.082
2020-01-17 06:00:00,-6.192,-3.443
2020-01-17 07:00:00,-6.795,-3.846
2020-01-17 08:00:00,-7.232,-4.527
2020-01-17 09:00:00,-6.468,-3.88
2020-01-17 10:00:00,-4.712,-2.093
2020-01-17 11:00:00,2.47,3.011
2020-01-17 12:00:00,1.998,2.912
2020-01-17 13:00:00,-0.184,0.913
2020-01-17 14:00:00,0.759,2.055
2020-01-17 15:00:00,-0.486,0.312
2020-01-17 16:00:00,-2.058,-0.799
2020-01-17 17:00:00,-2.69,-2.183
2020-01-17 18:00:00,-3.291,-2.253
2020-01-17 19:00:00,-3.877,-3.129
2020-01-17 20:00:00,-3.703,-2.897
2020-01-17 21:00:00,-3.609,-2.931
2020-01-17 22:00:00,-3.312,-3.261
2020-01-17 23:00:00,-3.362,-3.555
2020-01-18 00:00:00,-4.125,-4.394
2020-01-18 01:00:00,-4.218,-4.477
2020-01-18 02:00:00,-3.305,-3.604
2020-01-18 03:00:00,-4.285,-4.639
2020-01-18 04:00:00,-1.938,-2.123
2020-01-18 05:00:00,-2.465,-2.618
2020-01-18 06:00:00,-2.232,-2.598
2020-01-18 07:00:00,-2.42,-2.84
2020-01-18 08:00:00,-1.839,-2.248
2020-01-18 09:00:00,-2.897,-3.365
2020-01-18 10:00:00,-2.012,-2.314
2020-01-18 11:00:00,-1.586,-1.851
2020-01-18 12:00:00,-1.804,-1.91
2020-01-18 13:00:00,-0.821,-1.145
2020-01-18 14:00:00,-1.465,-1.385
2020-01-18 15:00:00,-2.419,-1.867
2020-01-18 16:00:00,-5.435,-3.864
2020-01-18 17:00:00,-5.488,-4.114
2020-01-18 18:00:00,-5.075,-4.29
2020-01-18 19:00:00,-5.194,-4.302
2020-01-18 20:00:00,-7.499,-5.555
2020-01-18 21:00:00,-9.267,-6.745
2020-01-18 22:00:00,-10.115,-7.098
2020-01-18 23:00:00,-11.735,-8.642
2020-01-19 00:00:00,-10.382,-8.486
2020-01-19 01:00:00,-6.678,-6.499
2020-01-19 02:00:00,-6.572,-6.57
2020-01-19 03:00:00,-5.754,-6.051
2020-01-19 04:00:00,-6.231,-6.534
2020-01-19 05:00:00,-6.397,-6.636
2020-01-19 06:00:00,-7.381,-7.024
2020-01-19 07:00:00,-9.537,-8.78
2020-01-19 08:00:00,-12.211,-9.984
2020-01-19 09:00:00,-13.192,-10.504
2020-01-19 10:00:00,-10.0,-7.982
2020-01-19 11:00:00,-3.258,-3.885
2020-01-19 12:00:00,-4.587,-5.788
2020-01-19 13:00:00,-4.4,-5.46
2020-01-19 14:00:00,-5.027,-6.214
2020-01-19 15:00:00,-6.572,-7.494
2020-01-19 16:00:00,-4.595,-5.403
2020-01-19 17:00:00,-5.207,-6.143
2020-01-19 18:00:00,-5.52,-6.156
2020-01-19 19:00:00,-6.101,-6.685
2020-01-19 20:00:00,-8.312,-7.631
2020-01-19 21:00:00,-11.57,-9.914
2020-01-19 22:00:00,-12.848,-10.666
