,time,ghi,sea,temp,RH,wind,SW_global,ppt,press,Discharge,alb,vp_a,LW_in,SW_direct,SW_diffuse,T_F,e_a,T_s,T_bulk,f_cone,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,rain2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,rho_air,s_cone,vp_ice,Qr
12,2021-01-18 12:00:00,601.881,0.608,-5.558,32.127,1.924,630.15,0,620.718,0.0,0.79,1.299,168.402,630.15,0.0,0.0,0.579,-18.936320657662975,-0.17983293434702555,0.2972280398694555,100836.51520964288,109.96348441618635,0.0,37.62136532367521,0.0,1.9050187981395326,0.0,66.14208598225974,39.33263235798485,-61.29242732983167,81.66729084503812,2.6999252564430445,0,3.734664852625396,0.0,325.46796026311983,1.0186771047916217,10.152936379344602,0.0,0,0,1.1107657998169362,6.452528341011025e-06,0.0,0.0,66.14208598225974,0.0,,100874.13657496656,0.0,917,0.10033325007965624,1.1427237881430217,-0.0
13,2021-01-18 13:00:00,602.025,0.608,-4.588,30.298,1.992,696.9,0,620.072,0.0,0.785,1.319,171.132,696.9,0.0,0.0,0.58,-17.031301859523442,-0.2005270140954022,0.29722803986945545,100837.6259754427,109.96469572022104,0.36086779134743285,37.62136532367521,0.0,1.729433383915806,0.0,60.0457757641357,44.534717511780045,-65.52531649729718,78.56230773233625,-0.8771506192053177,0,3.3512176365219,0.0,325.4703503894528,1.018680845194365,10.152973659137098,0.0,0,0,0.0,3.7217305006558254e-06,0.0,0.0,60.0457757641357,0.0,,100875.24734076638,0.0,917,0.10033325007965624,1.3680378071949288,-0.0
14,2021-01-18 14:00:00,537.92,0.546,-3.788,28.638,2.612,578.9,0,619.609,0.0,0.78,1.324,173.201,578.9,0.0,0.0,0.58,-15.301868475607636,-0.21909631364960966,0.2719180822303771,100837.26510765136,109.96430218936898,2.731956682701114,37.98223311502264,0.0,1.6223810897151876,0.0,56.32892947656597,34.630943116696365,-69.91343604628912,95.24875215573392,-6.6405017863402165,0,3.003172036765012,0.0,325.4695738814419,1.0186796300079315,10.152961547634355,0.0,0,0,0.0,-1.2091142913460153e-06,0.0,0.0,56.32892947656597,0.0,,100875.24734076638,0.0,917,0.10033325007965624,1.6071222016234699,-0.0
15,2021-01-18 15:00:00,416.207,0.431,-2.983,24.98,2.059,426.075,0,619.302,0.0,0.775,1.226,173.302,426.075,0.0,0.0,0.574,-13.679487385892449,-0.2357370913419221,0.22228193711515037,100834.53315096865,109.96132295634531,4.865053005166491,40.714189797723755,0.0,0.16964224890893323,0.0,5.8899640384213825,21.309474680175978,-75.9891336015312,69.71835848393465,-11.825581606555303,0,2.676846082397247,0.0,325.46369528228524,1.0186704303211784,10.152869856328177,0.0,0,0,0.0,-9.1536452643995e-06,0.0,0.0,5.8899640384213825,0.0,,100875.24734076638,0.0,917,0.10033325007965624,1.8656057573832276,-0.0
16,2021-01-18 16:00:00,250.975,0.279,-3.048,22.095,2.265,206.4,0,619.116,0.0,0.771,1.079,170.014,206.4,0.0,0.0,0.563,-13.509845136983515,-0.2505698089870384,0.15228369568267253,100829.66809796348,109.95601755503107,6.825205474133185,45.57924280289025,0.0,-0.33680410683275464,0.0,-11.693809118873894,7.197780246658926,-79.92972106360733,74.98867185191472,-16.59069705048281,0,2.6401568966426083,0.0,325.4532265747092,1.0186540471596126,10.152706568868108,0.0,0,0,0.0,-1.630105413030532e-05,0.0,0.0,-11.693809118873894,0.0,,100875.24734076638,0.0,917,0.10033325007965624,1.894722850711064,-0.0
17,2021-01-18 17:00:00,69.61,0.1,-3.579,18.805,1.856,19.05,0,619.28,60.0,0.766,0.883,163.956,19.05,0.0,0.0,0.548,-13.84664924381627,-0.2651994628440551,0.06547672090238367,100822.84289248935,109.94857458286734,6.5426741052217565,52.404448277023434,0.0,13.388565196252697,0.0,-37.278696544300715,0.2918755787665557,-84.69333865276559,60.32303601278486,-15.90463804905309,0,2.7043685659665546,0.0,325.4385396923911,1.018631062257817,10.152477483278064,0.0,0,0,0.0,-2.286956021934404e-05,1838.6733923804004,1761.3266076195996,464.84981211443903,,-502.12850865873975,100875.24734076638,1.0,917,0.10033325007965624,1.8373155923852285,-0.0
18,2021-01-18 18:00:00,0.0,0.0,-4.328,21.152,1.943,0.0,0,619.661,60.0,0.762,0.939,163.634,0.0,0.0,0.0,0.553,-0.4580840475635721,-0.28018526494300755,0.01588875880084017,102577.62682600373,111.86218846892446,35.91748264549534,58.94712238224519,0.0,-2.0279093152237375,1838.6733923804004,-250.57983031749504,0.0,-140.48520494078522,-23.816373788674973,-86.31347203155616,0,0.03522044352132107,0.0,329.2037608405263,1.0245067360897386,10.21103906507928,0.0,0,0,0.0,0.005880108385029919,2960.698531388292,639.3014686117081,-70.4088339825031,,-180.17099633499194,104475.24734076638,1.0,917,0.10033325007965624,5.886114792016866,-0.0
19,2021-01-18 19:00:00,0.0,0.0,-6.072,25.01,0.637,0.0,0,620.037,60.0,0.757,0.972,160.383,0.0,0.0,0.0,0.556,-2.4859933627873096,-0.2803793137743808,0.015981280321376544,103181.01081196994,112.52018627259535,9.519844145009861,94.86460502774054,0.0,1.8271254179913765,4799.371923768693,-164.46903242698573,0.0,-134.79012874709142,-7.239611617508883,-22.875837392369636,0,0.4365453299842082,0.0,329.22311651312265,1.030533108284132,10.21103906507928,0.0,0,0,0.0,0.001998755427310091,2791.270312753539,808.7296872464609,63.43763463918653,,-227.90666706617225,108075.24734076638,1.0,917,0.10033325007965624,4.971298037453979,-0.0
20,2021-01-18 20:00:00,0.0,0.0,-6.408,24.04,1.662,0.0,0,620.223,60.0,0.753,0.911,158.125,0.0,0.0,0.0,0.551,-0.6588679447959331,-0.2827705581446394,0.016103804123019174,103980.2206550714,113.3917346293036,30.307380093076937,104.3844491727504,0.0,-1.4385399071749674,7590.6422365222315,-248.14744118418176,0.0,-145.09949808298262,-30.30053725021437,-72.82181709724263,0,0.074411246257882,0.0,329.2489269841184,1.0385153154490097,10.21103906507928,0.0,0,0,0.0,0.002647287851287643,2896.6244710554274,703.3755289445727,-49.945979704873,,-198.20146147930873,111675.24734076638,1.0,917,0.10092343215182194,5.78914467546082,-0.0
21,2021-01-18 21:00:00,0.0,0.0,-6.982,23.688,2.683,0.0,0,620.394,60.0,0.748,0.859,155.504,0.0,0.0,0.0,0.546,-2.0974078519709005,-0.2831750560547724,0.01620696719860664,104653.2888039229,114.12572388650261,42.91387090774171,134.69182926582732,0.0,-0.8722287804904649,10487.266707577659,-285.70057544755275,0.0,-141.36787320601294,-41.58601358707768,-103.10552403585326,0,0.3588353813911387,0.0,329.2708166062654,1.0452376668396837,10.21103906507928,0.0,0,0,0.0,0.0022292836727586906,2693.51869722085,906.48130277915,-30.28370693861065,,-255.41686850894212,115275.24734076638,1.0,917,0.10170515545284974,5.135848642962456,-0.0
22,2021-01-18 22:00:00,0.0,0.0,-7.745,25.95,3.386,0.0,0,620.408,60.0,0.744,0.887,154.502,0.0,0.0,0.0,0.549,-2.9696366324613654,-0.28511326095988504,0.016339298398777465,105516.85623579432,115.06745500086622,49.231135457704546,177.60570017356903,0.0,-0.43686155664846943,13180.78540479851,-307.63559788712183,0.0,-138.56702459682322,-51.32601031722514,-118.27331905730193,0,0.5307560842284823,0.0,329.29910637188414,1.0538626533830036,10.21103906507928,0.0,0,0,0.0,0.0028600503502553233,2561.9347603162505,1038.0652396837497,-15.167795021448654,,-292.4678028656732,118875.24734076638,1.0,917,0.10236349701317769,4.773211499312553,-0.0
23,2021-01-18 23:00:00,0.0,0.0,-8.338,26.19,3.322,0.0,0,620.303,60.0,0.739,0.855,152.371,0.0,0.0,0.0,0.546,-3.406498189109835,-0.2879568560808888,0.016490783126540787,106505.69034002036,116.14579099238861,46.57505387751993,226.83683563127357,0.0,0.18410460858519448,15742.720165114759,-302.0865113099984,0.0,-138.80713364713338,-52.01443670650878,-111.88122315637723,0,0.6162822000209546,0.0,329.33178225630104,1.0637387563111134,10.21103906507928,0.0,0,0,0.0,0.0032746398962425587,2504.998460471338,1095.0015395286619,6.392095900924701,,-308.4786072109231,122475.24734076638,1.0,917,0.10320816977256576,4.60049935604928,-0.0
24,2021-01-19 00:00:00,0.0,0.0,-8.74,26.985,3.381,0.0,0,620.096,60.0,0.735,0.854,151.449,0.0,0.0,0.0,0.546,-3.2223935805246406,-0.2912283380221126,0.016651347649624785,107554.1168256715,117.28911322319684,48.354467786700965,273.4118895087935,0.0,-0.12275726503693048,18247.718625586098,-315.3266164598548,0.0,-140.52488431752113,-59.23735849249919,-116.14334465719877,0,0.5789710073642952,0.0,329.36675666462645,1.0742100455198844,10.21103906507928,0.0,0,0,0.0,0.0034716425574694092,2495.7021145346207,1104.297885465379,-4.262121500821536,,-311.06449495903325,126075.24734076638,1.0,917,0.1041753683960521,4.672577722808371,-0.0
25,2021-01-19 01:00:00,0.0,0.0,-9.112,28.38,3.45,0.0,0,619.928,60.0,0.731,0.872,151.088,0.0,0.0,0.0,0.548,-3.3451508455615713,-0.29427212049283447,0.016813011432390453,108610.06024335018,118.44063276265014,48.515105082803615,321.76635729549446,0.0,-0.010750453860715613,20743.420740120717,-319.45983506848677,0.0,-140.35511277931826,-63.190444418071465,-116.51659947457809,0,0.6023216034810182,0.0,329.40232431090743,1.0847564110170749,10.21103906507928,0.0,0,0,0.0,0.0034961620022442765,2467.1008973410744,1132.8991026589258,-0.3732548173793333,,-319.0865802511074,129675.24734076638,1.0,917,0.10520085553228113,4.624403890993523,-0.0
26,2021-01-19 02:00:00,0.0,0.0,-9.525,28.73,3.112,0.0,0,619.813,60.0,0.727,0.855,149.746,0.0,0.0,0.0,0.547,-3.3559012994222868,-0.29740821480861135,0.0169789746757491,109694.4442409263,119.6231671111519,43.93780531584499,370.2814623782981,0.0,0.31696261318788477,23210.521637461792,-307.55288012643445,0.0,-141.6506650080486,-60.994050791253436,-105.5116852789234,0,0.6035209517909741,0.0,329.43920752771135,1.0955868303238998,10.21103906507928,0.0,0,0,0.0,0.0035899392968023578,2468.8516816536494,1131.1483183463504,11.004914195654706,,-318.5577943220892,133275.24734076636,1.0,917,0.10623369513165727,4.620206714587837,-0.0
27,2021-01-19 03:00:00,0.0,0.0,-9.905,29.135,2.717,0.0,0,619.577,60.0,0.722,0.841,148.577,0.0,0.0,0.0,0.546,-3.038938686234402,-0.3005198385348625,0.0171453142863863,110781.65475395681,120.80878381020372,39.80379550764506,414.21926769414307,0.0,0.2862389699648577,25679.373319115442,-298.5005585257133,0.0,-144.19144802029382,-59.275706572614006,-95.5734932876534,0,0.5400893548479038,0.0,329.476550529732,1.1064454798034467,10.21103906507928,0.0,0,0,0.0,0.0035988937320160664,2504.6586585265554,1095.3413414734446,9.938191991269989,,-308.4387505169833,136875.24734076636,1.0,917,0.1072943530370671,4.745424484565454,-0.0
28,2021-01-19 04:00:00,0.0,0.0,-10.385,30.078,2.086,0.0,0,619.522,60.0,0.718,0.836,147.406,0.0,0.0,0.0,0.545,-2.7526997162695443,-0.3032774072940185,0.017306753676886152,111837.19229992261,121.95986074146413,31.524056930274607,454.02306320178815,0.0,0.5728416881514152,28184.031977641996,-272.41627369098103,0.0,-146.60541883146396,-50.60922992807168,-75.684479998684,0,0.4828550672385759,0.0,329.5131538893193,1.116987791606701,10.21103906507928,0.0,0,0,0.0,0.0034936535829627495,2561.837205866378,1038.1627941336221,19.889013288969423,,-292.30528697995044,140475.24734076636,1.0,917,0.10835777561437192,4.861155165153793,-0.0
29,2021-01-19 05:00:00,0.0,0.0,-10.765,28.788,2.306,0.0,0,619.662,60.0,0.714,0.776,145.044,0.0,0.0,0.0,0.54,-2.179858028118129,-0.3057197542780576,0.01746066389147846,112843.83103712596,123.05761290853431,37.46294667858584,485.54712013206273,0.0,-0.41039156324955706,30745.869183508374,-304.0071376226053,0.0,-151.46682191428462,-62.976353393430614,-89.93323916544682,0,0.36927685055677273,0.0,329.5483810815445,1.1270417205089853,10.21103906507928,0.0,0,0,0.0,0.0033314365575794554,2570.7728853599674,1029.2271146400324,-14.248759166762838,,-289.75837845584243,144075.24734076636,1.0,917,0.10939021822242226,5.10052502296634,-0.0
30,2021-01-19 06:00:00,0.0,0.0,-11.27,29.045,2.471,0.0,0,620.002,60.0,0.71,0.753,143.327,0.0,0.0,0.0,0.537,-2.590249591367686,-0.30757114257448553,0.017612251383981696,113835.5952050874,124.13914417130579,38.77748531228345,523.0100668106486,0.0,-0.09060454042149192,33316.64206886834,-312.316480661687,0.0,-151.3916041617756,-68.29542384363094,-93.07902088098373,0,0.4495682247032835,0.0,329.58339270372363,1.1369470878110817,10.21103906507928,0.0,0,0,0.0,0.003281858825165522,2501.7032922763074,1098.2967077236926,-3.1457817155369128,,-309.1706989461501,147675.24734076636,1.0,917,0.11037483191728782,4.9279749221268165,-0.0
31,2021-01-19 07:00:00,0.0,0.0,-11.448,30.535,2.676,2.087,0,620.526,60.0,0.706,0.78,143.685,2.087,0.0,0.0,0.54,-2.680854131789178,-0.3098056763090636,0.01777414138173856,114895.11442749882,125.29456317066392,41.37082067234776,561.7875521229321,0.0,-0.17896095977055004,35818.34536114465,-324.25749356591496,0.010905822120724386,-150.6390231741658,-74.80358986388632,-99.29252974513325,0,0.4667433951497093,0.0,329.62113054918666,1.1475291671003434,10.21103906507928,0.0,0,0,0.0,0.0035056954474547443,2470.052502735476,1129.947497264524,-6.213508864149517,,-318.04398470176545,151275.24734076636,1.0,917,0.11134489649533567,4.89060449667837,-0.0
32,2021-01-19 08:00:00,70.064,0.101,-11.505,31.928,3.298,120.03,0,620.962,60.0,0.702,0.812,144.388,120.03,0.0,0.0,0.543,-2.859815091559728,-0.31210444743729515,0.06794185420388088,115983.69110409099,126.48166968821263,49.71411347419809,603.1583727952799,0.0,-0.5763336958263,38288.39786388013,-356.54584944059485,2.4302081065073637,-149.15781603435622,-91.0167231448041,-119.30278523502402,0,0.5012668670821226,0.0,329.6602629267928,1.1584014613074476,10.21103906507928,0.0,0,0,0.0,0.0036014272372977348,2404.213519192669,1195.7864808073311,-20.010255489890753,,-336.5355939507041,154875.24734076636,1.0,917,0.11238123366159443,4.817548919879158,-0.0
33,2021-01-19 09:00:00,252.061,0.28,-10.592,32.572,2.593,308.6,0,621.361,60.0,0.698,0.891,148.292,308.6,0.0,0.0,0.55,-3.436148787386028,-0.31455037023289517,0.15468972778543863,117129.76347142413,127.73147597756176,36.10841726421505,652.872486269478,0.0,0.9407157358909938,40692.6113830728,-273.6692782202598,14.416649498365084,-142.75812785813517,-59.30043743437425,-86.64121719751559,0,0.6138547714001775,0.0,329.70185584114705,1.1698480008376588,10.21103906507928,0.0,0,0,0.0,0.0037911948448171515,2511.4004351937992,1088.5995648062008,32.66156803750842,,-306.33084625776826,158475.24734076636,1.0,917,0.11344599251109158,4.588986174612986,-0.0
34,2021-01-19 10:00:00,417.996,0.433,-8.775,32.172,2.192,481.5,0,621.545,60.0,0.694,1.015,155.161,481.5,0.0,0.0,0.56,-2.4954330514950342,-0.31751673006486203,0.22499945438365382,118182.25461896611,128.87923077313644,32.64516744862067,688.9809035336931,0.0,0.23960708376512066,43204.0118182666,-228.74118164069768,33.151194609433176,-139.9709530219056,-44.02741658056137,-78.32208021481043,0,0.4280735671465148,0.0,329.7404080925187,1.1803598863598364,10.21103906507928,0.0,0,0,0.0,0.0034811899758540685,2757.466711558311,842.5332884416889,8.31913698270516,,-237.06031862340285,162075.24734076636,1.0,917,0.11456698905779536,4.967361180455443,-0.0
35,2021-01-19 11:00:00,540.448,0.548,-7.979,29.858,2.22,610.725,0,621.16,60.0,0.69,1.002,156.688,610.725,0.0,0.0,0.559,-2.2558259677299137,-0.3195671479533208,0.2744492802651155,118992.14273995918,129.76242392580062,34.033882146130566,721.6260709823138,0.0,-0.09574887862608272,45961.47852982491,-209.4300345687964,51.96004137387293,-139.4904480936235,-40.63358782505341,-81.64647290268113,0,0.3804328786887103,0.0,329.7703055971914,1.1884487441459877,10.21103906507928,0.0,0,0,0.0,0.0026784498684079084,2867.4159466162832,732.5840533837167,-3.324392687870713,,-206.1056418809257,165675.24734076636,1.0,917,0.1155964519219741,5.068174691485521,-0.0
36,2021-01-19 12:00:00,605.27,0.611,-7.3,27.288,3.005,680.95,0,620.175,60.0,0.686,0.965,157.397,680.95,0.0,0.0,0.556,-2.3515748463559962,-0.3213771346191564,0.3000556203364843,119690.69291119676,130.52420164797903,46.04950546596156,755.6599531284444,0.0,-0.8299704687748817,48828.89447644119,-231.76827947228557,64.1573826457925,-138.36292713265914,-47.49852112545913,-110.46297495612902,0,0.3987610961692197,0.0,329.79625480630517,1.1954256003871981,10.21103906507928,0.0,0,0,0.0,0.0023100252183072727,2878.569311507617,721.4306884923831,-28.816502053447877,,-202.9517774188377,169275.24734076636,1.0,917,0.11638861986243516,5.027667226105643,-0.0
37,2021-01-19 13:00:00,605.757,0.612,-6.35,22.465,2.94,668.05,0,619.274,60.0,0.682,0.855,156.833,668.05,0.0,0.0,0.546,-3.1815453151308777,-0.3232633973751134,0.30051409418333125,120366.0740942232,131.26071329795332,42.53134682352418,801.709458594406,0.0,0.2432932237372375,51707.46378794881,-202.65270200026808,63.84118411689746,-135.31766259431393,-29.721602060201906,-102.01585551612919,0,0.5612340534794794,0.0,329.82148581100205,1.2021710534928007,10.21103906507928,0.0,0,0,0.0,0.002233232304007986,2849.5481307104224,750.4518692895778,8.44711943999981,,-211.09982144026787,172875.24734076636,1.0,917,0.11707188590389715,4.688709048441135,-0.0
38,2021-01-19 14:00:00,541.859,0.55,-5.604,21.09,2.974,580.175,0,618.774,0.0,0.679,0.85,158.39,580.175,0.0,0.0,0.545,-2.93825209139364,-0.3259035129119856,0.27548686968638164,121073.99461668925,132.03270950565894,44.18674529211254,844.2408054179301,0.0,-6.171023675603804,54557.01191865923,-214.2574020523925,51.30562087311516,-134.8152216097904,-25.28262311744015,-105.97795468419088,0,0.5127764859137549,0.0,329.84808273188366,1.209241497275955,10.21103906507928,0.0,0,0,0.0,0.00234064862635421,0.0,0.0,-214.2574020523925,0.0,,176475.24734076636,0.0,917,0.11773248988970222,4.785844023587519,-0.0
39,2021-01-19 15:00:00,420.179,0.435,-5.174,19.5,4.261,227.375,0,618.601,0.0,0.675,0.812,158.337,227.375,0.0,0.0,0.542,-9.109275766997444,-0.3283017673937308,0.2261360310982839,121029.80787139713,131.98452330577658,32.28274883224453,888.4275507100426,0.0,-3.2905011256155325,54557.01191865923,-114.2459111625228,16.710746023065997,-108.98730989927873,53.459803193474514,-77.15016906806851,0,1.721018588283925,0.0,331.0328623630751,1.2043767119646092,10.229773557774328,0.0,0,0,0.0,-0.00014608603901309958,0.0,0.0,-114.2459111625228,0.0,,176475.24734076636,0.0,917,0.11773248988970222,2.8118096403268478,-0.0
40,2021-01-19 16:00:00,254.739,0.282,-5.322,20.475,3.7,170.95,0,618.402,0.0,0.671,0.843,158.85,170.95,0.0,0.0,0.544,-12.399776892612977,-0.33638282861185087,0.1560583505336443,120997.52512256488,131.94931856332047,17.557396109577553,920.7102995422872,0.0,-1.2314693919150947,54557.01191865923,-42.756509533720305,8.777119582806014,-95.39565984832959,83.46406077151296,-41.96659365957739,0,2.3645636198677047,0.0,330.97399462860454,1.204269619755917,10.22886393453615,0.0,0,0,0.0,-0.00010634818007128788,0.0,0.0,-42.756509533720305,0.0,,176475.24734076636,0.0,917,0.11773248988970222,2.0957525790545994,-0.0
