"TOA5","Gangles","CR1000X","19328","CR1000X.Std.04.02","CPU:GANGLAS.cr1x","40227","Table24Hr"
"TIMESTAMP","RECORD","BattV_Min","AirTC_Min","AirTC_Max","WS_ms_Max"
"TS","RN","Volts","Deg C","Deg C","meters/second"
"","","Min","Min","Max","Max"
"2021-02-24 00:00:00",104,12.84,-5.489,-0.657,10.82
"2021-02-25 00:00:00",105,12.81,-7.055,-0.253,13.59
"2021-02-26 00:00:00",106,12.81,-5.593,0.579,11.73
"2021-02-27 00:00:00",107,12.83,-4.229,2.374,12.98
"2021-02-28 00:00:00",108,12.83,-5.667,1.301,14.04
"2021-03-01 00:00:00",109,12.78,-8.71,-0.721,7.36
"2021-03-02 00:00:00",110,12.74,-10.48,-0.495,11.04
"2021-03-03 00:00:00",111,12.76,-10.15,0.862,6.403
"2021-03-04 00:00:00",112,12.79,-7.044,2.622,10.38
"2021-03-05 00:00:00",113,12.78,-7.848,1.61,12
"2021-03-06 00:00:00",114,12.79,-7.46,-1.011,11.08
"2021-03-07 00:00:00",115,12.78,-9.09,0.982,7.765
"2021-03-08 00:00:00",116,12.8,-5.758,2.513,11.16
"2021-03-09 00:00:00",117,12.79,-6.262,1.401,10.92
"2021-03-10 00:00:00",118,12.8,-7.598,1.122,10.93
"2021-03-11 00:00:00",119,12.79,-6.669,1.565,9.38
"2021-03-12 00:00:00",120,12.8,-6.126,0.038,10.61
"2021-03-13 00:00:00",121,12.8,-4.473,3.736,14.03
"2021-03-14 00:00:00",122,12.8,-5.626,3.484,7.579
"2021-03-15 00:00:00",123,12.8,-4.05,4.715,9.61
"2021-03-16 00:00:00",124,12.78,-6.147,4.255,13.8
"2021-03-17 00:00:00",125,12.81,-3.028,2.753,13.38
"2021-03-18 00:00:00",126,12.81,-4.808,2.322,12
"2021-03-19 00:00:00",127,12.79,-4.904,2.246,16.02
"2021-03-20 00:00:00",128,12.78,-6.256,3.796,11.6
"2021-03-21 00:00:00",129,12.79,-5.386,4.839,9.41
"2021-03-22 00:00:00",130,12.79,-3.812,5.455,7.484
"2021-03-23 00:00:00",131,12.83,-2.774,5.245,13
"2021-03-24 00:00:00",132,12.79,-4.224,3.652,11.44
"2021-03-25 00:00:00",133,12.78,-5.171,1.63,11.48
"2021-03-26 00:00:00",134,12.78,-6.689,3.93,9.98
"2021-03-27 00:00:00",135,12.78,-4.629,7.463,7.922
"2021-03-28 00:00:00",136,12.81,-1.805,7.091,10.09
"2021-03-29 00:00:00",137,12.81,-1.581,6.339,13.36
"2021-03-30 00:00:00",138,12.83,-2.242,3.364,10.82
"2021-03-31 00:00:00",139,12.79,-4.673,0.319,10.49
"2021-04-01 00:00:00",140,12.79,-5.592,3.639,17.41
"2021-04-02 00:00:00",141,12.76,-8.28,1.823,12.39
"2021-04-03 00:00:00",142,12.76,-8,-2.359,10.92
"2021-04-04 00:00:00",143,12.73,-10.89,0.351,13.85
"2021-04-05 00:00:00",144,12.76,-7.203,4.811,10.7
"2021-04-06 00:00:00",145,12.8,-3.495,2.289,9.3
"2021-04-07 00:00:00",146,12.8,-2.622,1.193,8.71
"2021-04-08 00:00:00",147,12.81,-3.861,3.07,13.02
"2021-04-09 00:00:00",148,12.78,-5.443,3.497,13.58
"2021-04-10 00:00:00",149,12.76,-6.765,0.302,11.65
"2021-04-11 00:00:00",150,12.76,-6.953,3.243,10.48
"2021-04-12 00:00:00",151,12.77,-4.816,4.139,11.15
"2021-04-13 00:00:00",152,12.78,-4.757,2.955,11.23
"2021-04-14 00:00:00",153,12.77,-4.639,6.145,7.739
"2021-04-15 00:00:00",154,12.8,-1.991,6.188,14.56
"2021-04-16 00:00:00",155,12.8,-1.954,7.359,7.791
"2021-04-17 00:00:00",156,12.79,-2.536,7.349,9.74
"2021-04-18 00:00:00",157,12.8,-1.235,5.371,11.49
"2021-04-19 00:00:00",158,12.8,-3.938,3.612,9.53
"2021-04-20 00:00:00",159,12.78,-6.057,4.013,10.74
"2021-04-21 00:00:00",160,12.77,-4.33,4.04,7.994
"2021-04-22 00:00:00",161,12.78,-5.719,-1.229,9.87
"2021-04-23 00:00:00",162,12.75,-6.336,1.753,8.4
"2021-04-24 00:00:00",163,12.79,-7.116,0.743,9.79
"2021-04-25 00:00:00",164,12.73,-8.16,1.528,8.57
"2021-04-26 00:00:00",165,12.77,-4.159,6.171,9.12
"2021-04-27 00:00:00",166,12.79,-1.511,7.12,10.28
"2021-04-28 00:00:00",167,12.8,0.238,9.2,9.94
"2021-04-29 00:00:00",168,12.8,0.386,8.66,10.77
"2021-04-30 00:00:00",169,12.8,0.126,8.32,11.23
"2021-05-01 00:00:00",170,12.8,0.702,8.91,7.023
"2021-05-02 00:00:00",171,12.8,1.399,10.83,9.25
"2021-05-03 00:00:00",172,12.8,1.648,12.16,8.35
"2021-05-04 00:00:00",173,12.8,2.404,14.17,9.46
"2021-05-05 00:00:00",174,12.81,3.763,14.23,13.42
"2021-05-06 00:00:00",175,12.8,0.57,8.63,9.12
"2021-05-07 00:00:00",176,12.79,1.639,11.46,8.45
"2021-05-08 00:00:00",177,12.81,2.158,9.38,8.75
"2021-05-09 00:00:00",178,12.8,2.186,9.07,8.58
"2021-05-10 00:00:00",179,12.8,1.772,8.61,12.37
"2021-05-11 00:00:00",180,12.79,1.894,12.32,9.9
"2021-05-12 00:00:00",181,12.8,3.026,11.92,10.04
"2021-05-13 00:00:00",182,12.8,2.904,11.3,11.08
"2021-05-14 00:00:00",183,12.79,-1.491,6.075,9.66
"2021-05-15 00:00:00",184,12.77,-0.296,6.209,12.69
"2021-05-16 00:00:00",185,12.77,-1.112,8.49,11.66
"2021-05-17 00:00:00",186,12.78,0.275,9.39,9.08
"2021-05-18 00:00:00",187,12.8,2.434,9.92,15.3
"2021-05-19 00:00:00",188,12.78,1.619,11.86,10.17
"2021-05-20 00:00:00",189,12.79,3.581,10.59,10.14
"2021-05-21 00:00:00",190,12.79,0.655,12.42,11.02
"2021-05-22 00:00:00",191,12.81,3.207,10.62,10.61
"2021-05-23 00:00:00",192,12.77,-2.02,9.61,10.19
"2021-05-24 00:00:00",193,12.79,0.426,11.66,9.37
"2021-05-25 00:00:00",194,12.77,-1.823,8.3,8.05
"2021-05-26 00:00:00",195,12.78,-2.325,8.87,8.72
"2021-05-27 00:00:00",196,12.79,-0.776,10.09,9.46
"2021-05-28 00:00:00",197,12.79,2.569,13.81,9.27
"2021-05-29 00:00:00",198,12.8,4.697,15.04,8.04
"2021-05-30 00:00:00",199,12.81,6.173,15.56,9.07
"2021-05-31 00:00:00",200,12.82,6.968,16.25,12.15
"2021-06-01 00:00:00",201,12.8,5.459,13.78,9.3
"2021-06-02 00:00:00",202,12.82,1.145,8.12,7.631
"2021-06-03 00:00:00",203,12.78,2.32,9.76,7.997
"2021-06-04 00:00:00",204,12.79,2.432,13.67,9.92
"2021-06-05 00:00:00",205,12.8,1.13,6.168,8.16
"2021-06-06 00:00:00",206,12.79,3.491,13.74,9.88
"2021-06-07 00:00:00",207,12.81,6.573,15.62,9.64
"2021-06-08 00:00:00",208,12.81,8.14,16.79,9.86
"2021-06-09 00:00:00",209,12.83,8.45,19.08,8.54
"2021-06-10 00:00:00",210,12.83,9.28,20.13,9.72
"2021-06-11 00:00:00",211,12.83,9.89,19.69,10.13
"2021-06-12 00:00:00",212,12.83,9.13,18.16,12.44
"2021-06-13 00:00:00",213,12.82,8.26,17.62,11.41
"2021-06-14 00:00:00",214,12.81,7.108,15.73,10.66
"2021-06-15 00:00:00",215,12.82,6.128,15.14,12.11
"2021-06-16 00:00:00",216,12.8,2.133,14.67,8.08
"2021-06-17 00:00:00",217,12.78,1.367,9.26,11.38
"2021-06-18 00:00:00",218,12.77,2.437,14.17,10.36
"2021-06-19 00:00:00",219,12.81,2.337,10.54,6.504
"2021-06-20 00:00:00",220,12.78,4.65,15.11,8.01
"2021-06-21 00:00:00",221,12.81,5.772,15.17,11.18
"2021-06-22 00:00:00",222,12.81,4.118,15.31,11.46
"2021-06-23 00:00:00",223,12.78,3.272,12.29,11.49
"2021-06-24 00:00:00",224,12.79,3.415,14.04,10.68
"2021-06-25 00:00:00",225,12.78,5.455,14.8,9.63
"2021-06-26 00:00:00",226,12.8,5.276,13.74,11.79
"2021-06-27 00:00:00",227,12.8,4.898,16.41,11.11
"2021-06-28 00:00:00",228,12.8,5.68,17.52,9.9
"2021-06-29 00:00:00",229,12.81,8.71,18.72,8.05
"2021-06-30 00:00:00",230,12.82,9.71,21.01,7.853
"2021-07-01 00:00:00",231,12.82,9.98,21.51,11.15
"2021-07-02 00:00:00",232,12.82,10.31,20.11,9.48
"2021-07-03 00:00:00",233,12.83,4.268,12.89,12.63
"2021-07-04 00:00:00",234,12.79,6.624,12.49,8.02
"2021-07-05 00:00:00",235,12.79,5.754,16.86,8.99
"2021-07-06 00:00:00",236,12.8,7.947,18.65,8.86
"2021-07-07 00:00:00",237,12.81,9.2,19.59,9.51
"2021-07-08 00:00:00",238,12.81,7.876,18.82,9.42
