,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing_type,LW_in,DroneV,h_s,h_f,a,vp_a,cld,Discharge,T_s,T_bulk,f_cone,ice,iceV,solid,gas,vapour,melted,delta_T_s,unfrozen_water,TotalE,SW,LW,Qs,Ql,Qf,Qg,meltwater,SA,h_ice,r_ice,ppt,dpt,cdt,thickness,fountain_in,$q_{T}$,$q_{melt}$,s_cone,input,vp_ice
249,2019-02-02 07:15:00,0.041,-3.8,91.4,0.403,0.062,6.397,0.0,883.1,v_aSW_directSW_diffuseLW_in,262.46,,,1.35,0.821,4.214,0,3.58,-0.5945196312323018,-0.4907074157994524,0.028219848907282127,359.1098416877064,0.39161378591898194,1.2713504821546107,0.018602236731550183,2.5899833764036377,0.018602236731550183,-0.0131919301203771,13113.786361397626,-38.58839773119653,1.1453761838831733,-34.8123042831142,-4.200697187819883,-4.249867866318149,-0.9443382178231547,0.2235657736775422,4.266436134527289,12.226791413591423,0.09620177592442594,1.9716196244047748,0.0,0.0,0.0,0.00013101876925693566,52.42864951784539,-0.4791621668464816,-38.58839773119653,0.0485936813741494,13273.349000617454,5.844235701879354
250,2019-02-02 07:30:00,0.081,-4.0,90.5,0.401,0.124,12.794,0.0,883.2,v_aSW_directSW_diffuseLW_in,267.902,,,1.35,0.82,4.11,0,3.58,-0.6077115613526789,-0.493974306402776,0.04816525701153188,360.36258993312947,0.392979923591199,1.0839753705931394,0.019618535016128317,2.608585613135188,0.019618535016128317,-0.009658168277390139,13166.215010915472,-32.90086104589277,2.3039950485364984,-29.31275547498751,-4.423943063052107,-4.482014218768332,-1.7130974923385396,0.24493993594889385,4.28503837125884,12.226892896109087,0.09653737409525164,1.9716196244047748,0.0,0.0,0.0,0.00011173312981347386,52.616024629406866,-0.35080756169362726,-32.90086104589277,0.048793273678977976,13325.7776501353,5.837861293162709
251,2019-02-02 07:45:00,0.119,-4.1,90.8,0.4,0.187,19.191,0.0,883.4,v_aSW_directSW_diffuseLW_in,273.343,,,1.35,0.82,4.093,0,3.58,-0.6173697296300691,-0.4975411173204573,0.06703940507013072,361.42694676870644,0.3941406180683822,0.8874967680213398,0.019709506895596668,2.6282041481513163,0.019709506895596668,-0.004138123108626424,13218.83103554488,-26.937144576972393,3.4566365463746616,-23.82962773685125,-4.531459265944161,-4.502765631553353,-2.290752156477417,0.25805803592577564,4.304656906274968,12.226979394448419,0.09682250417500271,1.9716196244047748,0.0,0.0,0.0,9.492963478502222e-05,52.81250323197866,-0.15030643865707916,-26.937144576972393,0.048963488139552244,13378.393674764708,5.833200823192634
252,2019-02-02 08:00:00,0.156,-4.0,91.9,0.398,0.249,25.588,0.0,883.5,v_aSW_directSW_diffuseLW_in,278.784,,,1.35,0.819,4.174,0,3.58,-0.6215078527386955,-0.5012879139240008,0.08532013106130167,362.29473402983217,0.395086950959468,0.6763901386864746,0.018675760614089258,2.647913655046913,0.018675760614089258,0.0027558288361251688,13271.643538776858,-20.529554858363973,4.6352732929868035,-18.37057912507578,-4.374474239344948,-4.266574864362292,-2.6786755677342056,0.25890078080415624,4.324366413170565,12.227050106265184,0.09705497531879688,1.9716196244047748,0.0,0.0,0.0,7.739711179324852e-05,53.02360986131353,0.10009823464240775,-20.529554858363973,0.0491081053244401,13431.206177996686,5.831205312779312
253,2019-02-02 08:15:00,0.191,-3.8,91.7,0.395,3.486,35.093,0.0,883.6,v_aSW_directSW_diffuseLW_in,278.199,,,1.35,0.819,4.228,0,3.58,-0.6187520239025703,-0.5050379643664848,0.10250189070574385,362.95244840790457,0.3958041967370824,0.6338592953042181,0.017946002928375105,2.666589415661002,0.017946002928375105,0.0008403701627623673,13324.667148638171,-19.23858920044323,6.4165082079710425,-18.967598706189733,-4.088496684006729,-4.099839908682911,-2.843892001464952,0.24488998324714065,4.343042173784654,12.22710381294668,0.09723117013129277,1.9716196244047748,0.0,0.0,0.0,5.866057400442478e-05,53.06614070469578,0.03052423598881493,-19.23858920044323,0.04922601404319935,13484.229787858,5.8325373152198825
254,2019-02-02 08:30:00,0.225,-3.6,93.0,0.391,6.724,44.598,0.0,883.8,v_aSW_directSW_diffuseLW_in,277.614,,,1.35,0.818,4.353,0,3.58,-0.6179116537398079,-0.5085786630509885,0.1190719199748268,363.5683617002804,0.3964758579065217,0.5804842318595161,0.01638496255235095,2.6845354185893773,0.01638496255235095,0.006278089805973781,13377.733289342867,-17.61850262479484,8.262552405363756,-19.556264063463516,-3.7945876055276906,-3.743198240180046,-2.7656584523617047,0.23545509119431496,4.360988176713029,12.22715419440325,0.09739616686951512,1.9716196244047748,0.0,0.0,0.0,5.493215562037809e-05,53.11951576814049,0.2280351008258079,-17.61850262479484,0.04931537956295527,13537.295928562695,5.832946749354782
255,2019-02-02 08:45:00,0.257,-3.6,91.2,0.388,9.961,54.103,0.0,883.9,v_aSW_directSW_diffuseLW_in,277.029,,,1.35,0.818,4.269,0,3.58,-0.6116335639338342,-0.5119771958870831,0.13454123447109662,364.13246096958756,0.3970910152340104,0.5321985822037818,0.01721549177463999,2.7009203811417284,0.01721549177463999,-0.008621822196539081,13430.852805111008,-16.15290504075014,10.090656073055122,-20.16864764363936,-3.7738273977689336,-3.932920488947174,-2.5157019818192823,0.21461590942231049,4.37737313926538,12.227200412256702,0.09754728317212043,1.9716196244047748,0.0,0.0,0.0,5.031075242105857e-05,53.16780141779622,-0.31316501589690526,-16.15290504075014,0.049399065450527094,13590.415444330836,5.835980021468025
256,2019-02-02 09:00:00,0.288,-3.9,91.2,0.384,13.198,63.608,0.0,884.0,v_aSW_directSW_diffuseLW_in,276.444,,,1.35,0.817,4.174,0,3.58,-0.6202553861303732,-0.5150701510642447,0.1493949998179457,364.64744406001665,0.3976526107524718,0.5072737495770012,0.018025783110464526,2.7181358729163683,0.018025783110464526,-0.00818895448679586,13484.020606528804,-15.396351405586806,12.0010878829903,-20.716041728278412,-4.099556163167178,-4.118019261391455,-2.808364050163849,0.22652265303233315,4.39458863104002,12.227242668331748,0.09768524176339015,1.9716196244047748,0.0,0.0,0.0,4.593001664538768e-05,53.192726250423,-0.2974422347825594,-15.396351405586806,0.04947571121968804,13643.583245748632,5.831819210223076
257,2019-02-02 09:15:00,0.316,-3.7,92.6,0.39,21.486,80.656,0.0,884.2,v_aSW_directSW_diffuseLW_in,273.491,,,1.35,0.817,4.302,0,3.58,-0.6284443406171691,-0.518330102093326,0.16268851877139126,365.13669202648316,0.39818614179551054,0.4919584811015501,0.016850384847658773,2.736161656026833,0.016850384847658773,0.004133131725965673,13537.213332779227,-14.93146601039956,15.399729169120953,-23.633327162393527,-3.900199576200772,-3.8494849741220216,-3.0348059957491356,0.23713755482292298,4.412614414150484,12.227282867936239,0.09781630618373656,1.9716196244047748,0.0,0.0,0.0,4.363461636535482e-05,53.208041518898455,0.15012513980926379,-14.93146601039956,0.049545683434187256,13696.775971999055,5.827871777021136
258,2019-02-02 09:30:00,0.342,-2.9,93.3,0.396,29.774,97.704,0.0,884.3,v_aSW_directSW_diffuseLW_in,270.538,,,1.35,0.816,4.602,0,3.58,-0.6243112088912035,-0.5217382536495467,0.1749186773664571,365.61180012273707,0.3987042531327558,0.4339918363556762,0.0137681406361019,2.753012040874492,0.0137681406361019,0.01597801206434314,13590.421374298126,-13.172074242186213,18.93581328078324,-26.604352627101377,-2.934411425569222,-3.1453335662153616,-2.79002042352712,0.2208969532282669,4.429464798998143,12.22732195718136,0.09794358268053457,1.9716196244047748,0.0,0.0,0.0,4.237338277369021e-05,53.26600816364433,0.5803592660655355,-13.172074242186213,0.04961215894433338,13749.984013517955,5.829867607191826
259,2019-02-02 09:45:00,0.367,-0.9,85.0,0.402,38.063,114.753,0.0,884.3,v_aSW_directSW_diffuseLW_in,267.586,,,1.35,0.816,4.861,0,3.58,-0.6083331968268604,-0.5249088791512773,0.1865661053783659,366.03202381845665,0.39916251234291894,0.31668724408127447,0.011116407099137839,2.766780181510594,0.011116407099137839,0.013507693396644614,13643.68738246177,-9.611738589865858,22.421184883099087,-29.626043842904494,-0.3817912784971911,-2.539537496210588,-2.2047475761246225,0.17965922456136216,4.443232939634244,12.227356573100227,0.09805615621966053,1.9716196244047748,0.0,0.0,0.0,3.747829751828588e-05,53.38331275591873,0.49063143739948245,-9.611738589865858,0.04967671323017157,13803.250021681599,5.837581729543912
260,2019-02-02 10:00:00,0.388,1.2,80.9,0.408,46.351,131.801,0.0,884.2,v_aSW_directSW_diffuseLW_in,264.633,,,1.35,0.815,5.389,0,3.58,-0.5948255034302158,-0.5274846492303057,0.19625907426555247,366.3375946554388,0.39949574117277953,0.19394195982766693,0.0052578216950959385,2.7778965886097318,0.0052578216950959385,0.034271861386753526,13697.07069521769,-5.886298273832361,26.066093804987293,-32.637969843903306,2.384219465010469,-1.201144192486814,-1.843664230334598,0.14502253040778054,4.454349346733382,12.227381769400585,0.09813801545540368,1.9716196244047748,0.0,0.0,0.0,2.7252728573701335e-05,53.506058040172334,1.244835229878375,-5.886298273832361,0.049733810216696005,13856.633334437518,5.844108557015558
261,2019-02-02 10:15:00,0.408,0.9,80.4,0.361,46.421,145.184,0.0,884.1,v_aSW_directSW_diffuseLW_in,265.891,,,1.35,0.815,5.241,0,3.58,-0.5605536420434623,-0.529562103823434,0.20540805096953357,366.5262787935714,0.39970150359168094,0.06194419450273061,0.006334623619380521,2.7831544103048276,0.006334623619380521,-0.008849933851160108,13750.576753257863,-1.88005494653776,28.623060719800502,-31.529516830275156,1.7164826901238917,-1.4471366899143683,-0.7568236450284891,0.06674211884149123,4.459607168428478,12.22739733810723,0.09818856196532894,1.9716196244047748,0.0,0.0,0.0,1.6828003147518716e-05,53.638055805497274,-0.32145057181736236,-1.88005494653776,0.049775328993811985,13910.139392477691,5.860701248532839
262,2019-02-02 10:30:00,0.424,0.7,81.2,0.315,46.491,158.566,0.0,884.2,v_aSW_directSW_diffuseLW_in,267.148,,,1.35,0.814,5.217,0,3.58,-0.5694035758946223,-0.5305176968600971,0.21266644823253605,366.5818883644548,0.399762146526123,0.0,0.005703270948920671,2.789489033924208,0.005703270948920671,0.03576084918040942,13804.21480906336,2.601823283605584,31.33227210712887,-30.23389429731884,1.3018894431677708,-1.3029044881605563,0.11781297981977698,0.08374305080800772,4.465941792047859,12.227401928090183,0.09820345918856357,1.9716196244047748,0.0,0.0,0.0,4.959594651679711e-06,53.7,1.2989187954450276,0.0,0.04980096604332173,13963.777448283188,5.85641385851526
263,2019-02-02 10:45:00,0.438,0.9,83.8,0.268,46.561,171.949,0.0,884.2,v_aSW_directSW_diffuseLW_in,268.406,,,1.35,0.814,5.463,0,3.58,-0.5336427267142129,-0.5317165225515701,0.21897104732093764,366.5761850935059,0.39975592703762913,0.0,0.003117435037480655,2.7951923048731286,0.003117435037480655,0.14563705515293937,13857.91480906336,6.001992423723686,33.8788790337817,-29.13198350084366,1.2509488839367653,-0.7121094207482157,0.0,0.004148006848880818,4.47164506299678,12.228507236354774,0.09819301822191819,1.971709105733016,0.0,0.0,0.0,-5.086516768233121e-07,53.7,5.28988300297547,0.0,0.04980096604332173,14017.477448283189,5.873763604067576
264,2019-02-02 11:00:00,0.448,1.2,85.9,0.221,46.631,185.332,0.0,884.2,v_aSW_directSW_diffuseLW_in,269.664,,,1.35,0.813,5.722,0,3.58,-0.3880056715612735,-0.5317759097367792,0.22344885293045588,366.5730676584684,0.3997525274356253,0.0,0.0013950240099442222,2.7983097399106094,0.0013950240099442222,0.2370337945244168,13911.614809063361,8.92829352499975,36.60555732720702,-28.510295894994158,1.1426366688297502,-0.3186643377799088,0.0,-0.30960457604286556,4.47476249803426,12.22843790719029,0.09819273987029976,1.9717035164515113,0.0,0.0,0.0,-2.7800629611510076e-07,53.7,8.609629187219841,0.0,0.04980096604332173,14071.17744828319,5.944905717623599
265,2019-02-02 11:15:00,0.456,0.9,85.1,0.258,77.443,188.028,0.0,884.3,v_aSW_directSW_diffuseLW_in,263.967,,,1.35,0.813,5.547,0,3.58,-0.15097187703685672,-0.527343275681405,0.22701503065329845,366.5716726344585,0.39975100614444764,0.0,0.0037654017900117472,2.7997047639205537,0.0037654017900117472,0.06651559605331885,13965.314809063362,3.276134313150162,38.448831578531205,-35.24511742470605,0.8829248688390422,-0.8601302225309755,0.0,-0.8105047095140335,4.476157522044204,12.228406882951997,0.09819261530995461,1.9717010152882801,0.0,0.0,0.0,-1.2440601074632782e-07,53.7,2.416004090619187,0.0,0.04980096604332173,14124.87744828319,6.062376391462795
266,2019-02-02 11:30:00,0.461,0.8,88.6,0.294,108.256,190.724,0.0,884.3,v_aSW_directSW_diffuseLW_in,258.27,,,1.35,0.812,5.734,0,3.58,-0.08445628098353787,-0.5157391986979023,0.22923652822988067,366.56790723266846,0.3997468999265741,0.0,0.003011490104857635,2.8034701657105656,0.003011490104857635,-0.0189392649467801,14019.014809063363,0.0,40.52156316481013,-41.23383344099835,0.8467138222413,-0.687918988924977,0.0,-0.92875822680205,4.4799229238342155,12.228323143177157,0.09819227909929149,1.9716942642011057,0.0,0.0,0.0,-3.357933631761928e-07,53.7,-0.687918988924977,0.0,0.04980096604332173,14178.577448283191,6.095717887434907
