,time,temp,RH,wind,SW_global,LW_in,press
0,2021-01-01 00:00:00,-9.854,82.468,2.084,0.0,253.869,783.523
1,2021-01-01 01:00:00,-9.589,81.754,2.171,0.0,255.193,783.51
2,2021-01-01 02:00:00,-9.802,83.176,2.218,0.0,245.757,783.696
3,2021-01-01 03:00:00,-9.637,83.93,2.141,0.0,249.253,783.649
4,2021-01-01 04:00:00,-9.717,85.351,2.087,0.0,254.886,783.449
5,2021-01-01 05:00:00,-9.588,84.361,1.961,0.0,257.807,783.331
6,2021-01-01 06:00:00,-9.821,85.105,1.877,0.0,255.77,783.471
7,2021-01-01 07:00:00,-9.91,85.584,1.837,0.0,253.049,783.783
8,2021-01-01 08:00:00,-9.741,85.628,1.866,14.842,253.512,783.917
9,2021-01-01 09:00:00,-9.304,85.857,1.709,94.193,253.548,784.313
10,2021-01-01 10:00:00,-8.754,86.16,1.498,193.856,235.944,783.952
11,2021-01-01 11:00:00,-8.011,85.515,1.322,246.536,241.156,783.867
12,2021-01-01 12:00:00,-7.902,84.525,1.222,233.231,236.875,783.643
13,2021-01-01 13:00:00,-7.407,85.772,1.113,229.915,249.432,783.209
14,2021-01-01 14:00:00,-7.454,86.384,1.261,146.345,260.64,783.403
15,2021-01-01 15:00:00,-7.795,86.179,1.237,55.241,266.151,783.603
16,2021-01-01 16:00:00,-7.094,83.953,1.213,13.305,255.628,783.79
17,2021-01-01 17:00:00,-7.301,84.006,1.359,0.0,260.582,784.071
18,2021-01-01 18:00:00,-7.735,84.923,1.403,0.0,266.443,784.098
19,2021-01-01 19:00:00,-7.732,84.354,1.396,0.0,247.462,784.309
20,2021-01-01 20:00:00,-7.451,84.035,1.434,0.0,250.052,784.547
21,2021-01-01 21:00:00,-7.365,83.87,1.572,0.0,254.022,784.575
22,2021-01-01 22:00:00,-7.28,83.001,0.498,0.0,243.956,784.652
23,2021-01-01 23:00:00,-7.528,83.052,0.68,0.0,250.841,784.75
24,2021-01-02 00:00:00,-7.477,83.631,1.046,0.0,252.656,785.039
25,2021-01-02 01:00:00,-7.132,82.776,0.938,0.0,253.998,784.858
26,2021-01-02 02:00:00,-6.573,83.121,1.148,0.0,251.336,784.728
27,2021-01-02 03:00:00,-6.396,83.448,1.521,0.0,257.105,784.712
28,2021-01-02 04:00:00,-5.902,82.561,1.413,0.0,247.323,784.713
29,2021-01-02 05:00:00,-6.085,82.218,1.182,0.0,236.251,784.56
30,2021-01-02 06:00:00,-6.527,84.224,1.209,0.0,240.656,784.539
31,2021-01-02 07:00:00,-6.505,85.766,1.353,0.0,255.382,784.771
32,2021-01-02 08:00:00,-6.25,85.73,1.505,10.382,262.459,784.935
33,2021-01-02 09:00:00,-6.254,85.795,1.567,45.974,268.43,784.933
34,2021-01-02 10:00:00,-6.24,87.525,0.733,121.091,261.389,784.949
35,2021-01-02 11:00:00,-5.314,84.68,1.102,219.006,248.761,784.499
36,2021-01-02 12:00:00,-4.43,82.861,1.075,225.184,244.366,784.283
37,2021-01-02 13:00:00,-4.44,84.368,0.981,193.796,256.89,783.877
38,2021-01-02 14:00:00,-5.018,87.251,0.854,145.456,260.058,783.856
39,2021-01-02 15:00:00,-5.204,89.501,0.526,77.332,262.719,783.868
40,2021-01-02 16:00:00,-5.531,90.604,0.518,13.079,264.984,783.924
41,2021-01-02 17:00:00,-5.789,89.973,0.522,0.0,262.102,783.654
42,2021-01-02 18:00:00,-5.966,87.935,0.444,0.0,271.152,783.729
43,2021-01-02 19:00:00,-6.234,88.329,0.453,0.0,254.861,783.574
44,2021-01-02 20:00:00,-6.75,89.164,0.447,0.0,254.383,783.786
45,2021-01-02 21:00:00,-6.679,87.168,0.624,0.0,266.903,783.656
46,2021-01-02 22:00:00,-6.338,89.654,0.547,0.0,260.936,784.038
47,2021-01-02 23:00:00,-6.475,91.169,0.472,0.0,245.194,783.713
48,2021-01-03 00:00:00,-6.542,91.203,0.13,0.0,242.797,783.566
49,2021-01-03 01:00:00,-6.57,90.571,0.334,0.0,243.546,783.271
50,2021-01-03 02:00:00,-6.354,90.865,0.191,0.0,242.608,783.526
51,2021-01-03 03:00:00,-6.852,93.597,0.052,0.0,264.724,783.522
52,2021-01-03 04:00:00,-7.196,94.59,0.197,0.0,264.763,783.365
53,2021-01-03 05:00:00,-7.259,94.259,0.139,0.0,270.492,783.278
54,2021-01-03 06:00:00,-7.021,92.937,0.137,0.0,238.998,783.549
55,2021-01-03 07:00:00,-7.471,92.091,0.542,0.0,254.907,783.726
56,2021-01-03 08:00:00,-7.457,94.092,1.065,12.733,261.742,784.068
57,2021-01-03 09:00:00,-7.048,93.848,1.304,58.255,256.416,784.246
58,2021-01-03 10:00:00,-6.689,92.611,1.18,133.477,267.292,784.405
59,2021-01-03 11:00:00,-6.602,91.204,1.153,158.31,256.338,784.69
60,2021-01-03 12:00:00,-6.095,91.293,1.326,160.555,270.05,784.768
61,2021-01-03 13:00:00,-6.135,89.222,0.864,163.177,261.731,784.562
62,2021-01-03 14:00:00,-6.421,91.1,0.88,122.839,262.833,784.888
63,2021-01-03 15:00:00,-6.84,91.691,0.849,79.306,252.382,785.264
64,2021-01-03 16:00:00,-7.091,90.507,1.22,18.248,236.329,785.565
65,2021-01-03 17:00:00,-7.252,90.82,1.549,0.0,235.495,785.707
66,2021-01-03 18:00:00,-7.465,89.993,1.601,0.0,243.963,786.029
67,2021-01-03 19:00:00,-7.928,90.575,1.587,0.0,227.733,786.284
68,2021-01-03 20:00:00,-8.567,90.514,1.49,0.0,230.922,786.528
69,2021-01-03 21:00:00,-9.706,90.99,1.503,0.0,231.942,786.468
70,2021-01-03 22:00:00,-8.555,89.579,1.728,0.0,220.57,786.432
71,2021-01-03 23:00:00,-8.5,87.269,1.572,0.0,218.519,786.341
72,2021-01-04 00:00:00,-9.349,86.407,1.467,0.0,228.082,786.334
73,2021-01-04 01:00:00,-9.362,86.459,0.757,0.0,231.589,786.145
74,2021-01-04 02:00:00,-9.381,86.377,0.601,0.0,231.471,786.308
75,2021-01-04 03:00:00,-9.458,87.46,0.563,0.0,231.271,786.352
76,2021-01-04 04:00:00,-9.941,87.824,0.736,0.0,216.778,786.013
77,2021-01-04 05:00:00,-9.591,87.018,1.116,0.0,223.573,786.018
78,2021-01-04 06:00:00,-9.732,85.435,1.064,0.0,218.158,786.052
79,2021-01-04 07:00:00,-10.409,85.07,1.471,0.0,218.212,786.154
80,2021-01-04 08:00:00,-9.804,83.224,1.721,17.856,218.408,786.229
81,2021-01-04 09:00:00,-9.092,83.321,1.656,107.002,218.404,786.249
82,2021-01-04 10:00:00,-8.705,84.596,0.75,206.815,218.198,786.231
83,2021-01-04 11:00:00,-7.814,82.297,1.25,304.972,212.586,785.752
84,2021-01-04 12:00:00,-7.604,80.358,1.619,331.025,205.277,785.103
85,2021-01-04 13:00:00,-7.35,79.63,1.468,308.814,204.186,784.866
86,2021-01-04 14:00:00,-7.238,81.42,1.54,230.669,203.469,784.839
87,2021-01-04 15:00:00,-7.114,82.226,1.762,116.178,202.095,784.797
88,2021-01-04 16:00:00,-7.489,84.797,1.918,26.325,204.86,784.747
89,2021-01-04 17:00:00,-8.114,87.795,1.945,0.0,202.21,784.717
90,2021-01-04 18:00:00,-10.124,87.886,2.004,0.0,216.532,784.742
91,2021-01-04 19:00:00,-9.841,85.987,2.013,0.0,217.705,784.696
92,2021-01-04 20:00:00,-10.135,84.824,2.179,0.0,211.245,784.674
93,2021-01-04 21:00:00,-10.661,83.606,2.27,0.0,240.692,784.732
94,2021-01-04 22:00:00,-8.825,81.377,1.595,0.0,243.628,784.568
95,2021-01-04 23:00:00,-8.65,81.478,1.803,0.0,246.539,784.59
96,2021-01-05 00:00:00,-8.753,82.2,1.905,0.0,237.853,784.561
97,2021-01-05 01:00:00,-8.626,82.633,1.84,0.0,243.674,784.753
98,2021-01-05 02:00:00,-8.105,81.413,1.649,0.0,238.427,784.93
99,2021-01-05 03:00:00,-7.607,80.118,1.54,0.0,233.454,784.792
100,2021-01-05 04:00:00,-6.99,78.834,1.327,0.0,224.486,784.669
101,2021-01-05 05:00:00,-7.371,79.913,1.135,0.0,225.799,784.821
102,2021-01-05 06:00:00,-7.664,80.535,0.922,0.0,226.003,785.146
103,2021-01-05 07:00:00,-8.444,81.342,0.765,0.0,224.162,785.17
104,2021-01-05 08:00:00,-10.097,83.078,0.606,19.318,223.727,785.331
105,2021-01-05 09:00:00,-10.082,83.899,0.507,118.213,209.818,785.303
106,2021-01-05 10:00:00,-8.835,81.82,0.727,216.459,214.459,785.149
107,2021-01-05 11:00:00,-8.132,76.892,0.313,315.414,202.802,785.074
108,2021-01-05 12:00:00,-8.035,73.822,0.341,352.227,189.35,784.616
109,2021-01-05 13:00:00,-8.267,75.857,0.207,318.398,197.344,784.304
110,2021-01-05 14:00:00,-8.232,77.616,0.795,224.566,204.971,784.336
111,2021-01-05 15:00:00,-8.72,82.206,1.177,121.271,208.591,784.384
112,2021-01-05 16:00:00,-8.997,87.357,0.993,23.281,215.212,784.476
113,2021-01-05 17:00:00,-9.504,90.303,0.713,0.0,231.742,784.464
114,2021-01-05 18:00:00,-9.469,88.75,0.832,0.0,238.295,784.57
115,2021-01-05 19:00:00,-9.568,86.175,0.895,0.0,245.782,784.431
116,2021-01-05 20:00:00,-9.672,84.626,0.929,0.0,239.015,784.399
117,2021-01-05 21:00:00,-9.987,86.126,0.866,0.0,237.806,784.256
118,2021-01-05 22:00:00,-10.373,85.645,1.27,0.0,239.879,784.42
119,2021-01-05 23:00:00,-10.333,85.156,0.608,0.0,243.078,784.188
120,2021-01-06 00:00:00,-10.492,85.114,0.675,0.0,243.417,783.959
121,2021-01-06 01:00:00,-10.803,86.445,0.811,0.0,241.477,784.154
122,2021-01-06 02:00:00,-10.686,87.311,0.775,0.0,246.164,784.03
123,2021-01-06 03:00:00,-10.73,88.31,0.787,0.0,242.7,784.152
124,2021-01-06 04:00:00,-10.801,89.666,0.691,0.0,244.855,784.131
125,2021-01-06 05:00:00,-10.899,90.639,0.667,0.0,243.842,784.219
126,2021-01-06 06:00:00,-11.002,88.645,0.569,0.0,241.423,784.221
127,2021-01-06 07:00:00,-10.874,89.652,0.603,0.0,241.602,784.79
128,2021-01-06 08:00:00,-11.108,91.241,0.534,15.355,232.213,785.006
129,2021-01-06 09:00:00,-10.81,91.477,0.821,91.541,240.449,785.55
130,2021-01-06 10:00:00,-10.819,89.767,0.84,188.492,230.123,786.017
131,2021-01-06 11:00:00,-10.381,89.212,1.047,241.85,237.161,786.038
132,2021-01-06 12:00:00,-10.294,88.977,1.182,249.052,235.252,785.776
133,2021-01-06 13:00:00,-10.247,90.361,1.154,213.28,243.924,785.892
134,2021-01-06 14:00:00,-10.659,92.588,1.274,166.703,240.656,786.315
135,2021-01-06 15:00:00,-10.893,95.004,1.264,96.619,240.578,786.575
136,2021-01-06 16:00:00,-11.119,97.126,1.064,21.232,232.641,786.921
137,2021-01-06 17:00:00,-10.987,97.335,0.83,0.0,222.735,787.176
138,2021-01-06 18:00:00,-11.017,95.033,0.824,0.0,216.503,787.429
139,2021-01-06 19:00:00,-11.581,93.625,0.849,0.0,224.237,787.783
140,2021-01-06 20:00:00,-11.634,90.739,0.754,0.0,213.667,788.013
141,2021-01-06 21:00:00,-11.384,89.454,0.646,0.0,214.588,787.946
142,2021-01-06 22:00:00,-13.455,89.501,0.505,0.0,212.8,788.208
143,2021-01-06 23:00:00,-13.8,86.688,0.327,0.0,215.358,788.261
144,2021-01-07 00:00:00,-13.802,85.336,0.241,0.0,210.953,788.237
145,2021-01-07 01:00:00,-14.024,83.928,0.299,0.0,205.21,788.341
146,2021-01-07 02:00:00,-14.476,83.529,0.35,0.0,188.915,788.352
147,2021-01-07 03:00:00,-14.68,84.326,0.173,0.0,198.443,788.226
148,2021-01-07 04:00:00,-15.139,81.488,0.171,0.0,194.961,788.104
149,2021-01-07 05:00:00,-15.448,80.352,0.16,0.0,193.331,787.948
150,2021-01-07 06:00:00,-15.799,81.276,0.227,0.0,198.55,787.724
151,2021-01-07 07:00:00,-16.419,81.659,0.234,0.0,193.452,787.828
152,2021-01-07 08:00:00,-15.826,77.899,0.263,22.045,196.659,788.005
153,2021-01-07 09:00:00,-14.038,77.739,0.441,126.711,198.696,788.393
154,2021-01-07 10:00:00,-12.96,73.851,0.231,240.388,192.247,788.446
155,2021-01-07 11:00:00,-11.446,72.781,0.475,329.353,188.59,787.957
156,2021-01-07 12:00:00,-9.153,63.439,0.291,377.934,172.588,787.461
157,2021-01-07 13:00:00,-8.745,62.848,0.48,349.394,175.007,787.221
158,2021-01-07 14:00:00,-9.051,66.468,0.678,269.154,179.184,787.328
159,2021-01-07 15:00:00,-9.976,71.269,0.609,155.085,175.342,787.49
160,2021-01-07 16:00:00,-11.16,78.701,0.335,34.206,175.402,787.644
161,2021-01-07 17:00:00,-11.943,82.17,0.193,0.0,180.543,787.82
162,2021-01-07 18:00:00,-12.116,81.345,0.304,0.0,174.525,787.812
163,2021-01-07 19:00:00,-12.447,80.557,0.465,0.0,170.997,787.996
164,2021-01-07 20:00:00,-12.493,79.668,0.417,0.0,170.034,788.035
165,2021-01-07 21:00:00,-13.391,78.511,0.359,0.0,180.19,787.985
166,2021-01-07 22:00:00,-14.124,77.922,0.474,0.0,175.481,788.018
167,2021-01-07 23:00:00,-14.582,76.184,0.374,0.0,177.475,787.894
168,2021-01-08 00:00:00,-14.74,77.416,0.61,0.0,188.473,787.722
169,2021-01-08 01:00:00,-15.243,78.113,0.747,0.0,195.004,787.676
170,2021-01-08 02:00:00,-16.543,77.87,0.737,0.0,194.947,787.947
171,2021-01-08 03:00:00,-17.071,77.091,0.624,0.0,201.389,788.004
172,2021-01-08 04:00:00,-17.403,77.54,0.579,0.0,204.296,787.852
173,2021-01-08 05:00:00,-17.335,74.896,0.575,0.0,200.686,787.674
174,2021-01-08 06:00:00,-16.841,76.198,0.562,0.0,204.796,787.58
175,2021-01-08 07:00:00,-17.358,75.654,0.557,0.0,194.669,787.854
176,2021-01-08 08:00:00,-16.603,74.149,0.499,21.91,189.728,788.158
177,2021-01-08 09:00:00,-15.24,75.57,0.418,129.589,198.685,788.633
178,2021-01-08 10:00:00,-13.375,81.999,0.53,210.899,211.145,788.706
179,2021-01-08 11:00:00,-12.017,74.811,0.453,322.074,187.773,788.669
180,2021-01-08 12:00:00,-11.115,71.812,0.716,366.858,174.061,788.333
181,2021-01-08 13:00:00,-9.982,68.921,0.8,358.284,165.91,788.124
182,2021-01-08 14:00:00,-10.234,71.34,0.672,283.062,165.539,788.419
183,2021-01-08 15:00:00,-11.078,75.435,0.46,163.629,167.812,788.743
184,2021-01-08 16:00:00,-12.351,83.153,0.414,37.762,167.062,788.826
185,2021-01-08 17:00:00,-13.72,89.281,0.324,0.0,164.401,789.173
186,2021-01-08 18:00:00,-14.366,87.607,0.242,0.0,165.165,789.446
187,2021-01-08 19:00:00,-15.678,85.98,0.238,0.0,169.042,789.623
188,2021-01-08 20:00:00,-16.63,83.379,0.138,0.0,171.186,789.768
189,2021-01-08 21:00:00,-17.132,79.514,0.263,0.0,182.947,790.046
190,2021-01-08 22:00:00,-18.853,78.564,0.075,0.0,182.312,790.091
191,2021-01-08 23:00:00,-19.125,73.239,0.214,0.0,191.672,789.921
192,2021-01-09 00:00:00,-19.848,71.311,0.086,0.0,185.066,789.924
193,2021-01-09 01:00:00,-20.198,74.522,0.076,0.0,177.76,789.912
194,2021-01-09 02:00:00,-20.01,74.195,0.279,0.0,176.298,790.196
195,2021-01-09 03:00:00,-21.195,75.512,0.258,0.0,179.68,790.179
196,2021-01-09 04:00:00,-20.85,74.288,0.251,0.0,188.43,789.876
197,2021-01-09 05:00:00,-20.267,71.467,0.29,0.0,185.968,789.932
198,2021-01-09 06:00:00,-19.832,73.485,0.208,0.0,176.055,789.876
199,2021-01-09 07:00:00,-19.065,72.408,0.185,0.0,202.588,790.247
200,2021-01-09 08:00:00,-17.588,71.725,0.201,20.538,205.538,790.454
201,2021-01-09 09:00:00,-16.159,71.047,0.179,110.98,200.601,790.996
202,2021-01-09 10:00:00,-15.288,63.039,0.382,208.337,202.855,790.795
203,2021-01-09 11:00:00,-12.278,59.88,0.593,294.228,202.845,790.548
204,2021-01-09 12:00:00,-9.948,54.211,0.718,338.273,190.146,790.121
205,2021-01-09 13:00:00,-9.271,54.179,0.797,329.759,192.186,789.861
206,2021-01-09 14:00:00,-9.408,55.023,0.778,265.176,182.922,790.007
207,2021-01-09 15:00:00,-9.929,56.213,0.735,153.006,182.084,790.08
208,2021-01-09 16:00:00,-10.607,58.863,0.459,35.441,183.386,790.34
209,2021-01-09 17:00:00,-12.175,60.941,0.365,0.0,183.001,790.586
210,2021-01-09 18:00:00,-13.428,63.003,0.364,0.0,183.268,790.716
211,2021-01-09 19:00:00,-14.461,63.397,0.412,0.0,185.087,791.123
212,2021-01-09 20:00:00,-14.656,64.465,0.481,0.0,182.679,791.201
213,2021-01-09 21:00:00,-14.452,62.888,0.498,0.0,191.811,791.375
214,2021-01-09 22:00:00,-14.716,60.826,0.538,0.0,195.478,791.302
215,2021-01-09 23:00:00,-14.084,59.143,0.66,0.0,202.374,791.148
216,2021-01-10 00:00:00,-13.944,58.508,0.479,0.0,196.909,791.072
217,2021-01-10 01:00:00,-13.95,58.122,0.438,0.0,188.216,791.122
218,2021-01-10 02:00:00,-14.361,58.031,0.333,0.0,183.068,791.109
219,2021-01-10 03:00:00,-15.117,58.273,0.244,0.0,169.952,791.257
220,2021-01-10 04:00:00,-15.408,57.962,0.375,0.0,164.961,791.12
221,2021-01-10 05:00:00,-15.676,58.83,0.412,0.0,161.13,790.888
222,2021-01-10 06:00:00,-16.005,59.5,0.136,0.0,161.626,790.766
223,2021-01-10 07:00:00,-16.43,58.669,0.084,0.0,159.411,791.054
224,2021-01-10 08:00:00,-16.316,57.89,0.143,28.042,158.858,791.011
225,2021-01-10 09:00:00,-15.584,59.0,0.23,148.38,162.304,791.528
226,2021-01-10 10:00:00,-15.029,53.756,0.287,274.985,162.022,791.332
227,2021-01-10 11:00:00,-11.739,51.199,0.503,368.124,154.688,791.163
228,2021-01-10 12:00:00,-10.254,51.655,0.45,391.45,155.937,790.751
229,2021-01-10 13:00:00,-9.518,51.88,0.341,375.191,153.158,790.557
230,2021-01-10 14:00:00,-9.85,49.586,0.269,299.396,151.381,790.786
231,2021-01-10 15:00:00,-10.524,46.627,0.26,177.492,151.246,790.852
232,2021-01-10 16:00:00,-11.604,47.548,0.669,44.121,151.189,791.197
233,2021-01-10 17:00:00,-13.492,49.439,0.711,0.0,153.322,791.321
234,2021-01-10 18:00:00,-15.234,49.179,0.352,0.0,152.812,791.528
235,2021-01-10 19:00:00,-16.131,46.5,0.45,0.0,152.876,791.79
236,2021-01-10 20:00:00,-16.641,43.251,0.575,0.0,150.586,791.865
237,2021-01-10 21:00:00,-16.128,38.554,0.651,0.0,150.3,792.118
238,2021-01-10 22:00:00,-16.977,31.978,0.469,0.0,150.308,792.129
239,2021-01-10 23:00:00,-17.032,28.478,0.645,0.0,152.098,792.009
240,2021-01-11 00:00:00,-16.715,25.184,0.665,0.0,153.918,791.842
241,2021-01-11 01:00:00,-16.924,24.17,0.578,0.0,155.098,791.979
242,2021-01-11 02:00:00,-16.612,20.528,0.635,0.0,158.376,792.097
243,2021-01-11 03:00:00,-15.581,17.188,0.713,0.0,159.304,792.204
244,2021-01-11 04:00:00,-15.36,15.32,0.655,0.0,161.794,792.175
245,2021-01-11 05:00:00,-15.047,14.634,0.609,0.0,160.253,792.172
246,2021-01-11 06:00:00,-14.796,13.432,0.747,0.0,167.437,792.258
247,2021-01-11 07:00:00,-14.616,13.305,0.964,0.0,167.573,792.729
248,2021-01-11 08:00:00,-15.115,12.601,0.817,27.289,165.2,793.186
249,2021-01-11 09:00:00,-14.212,15.571,0.892,134.818,173.052,793.595
250,2021-01-11 10:00:00,-14.887,21.603,0.558,260.459,173.43,793.992
251,2021-01-11 11:00:00,-13.765,32.323,0.797,350.72,171.3,794.041
252,2021-01-11 12:00:00,-12.379,39.533,0.629,387.276,167.951,793.572
253,2021-01-11 13:00:00,-11.475,40.539,0.826,362.081,172.36,793.353
254,2021-01-11 14:00:00,-10.641,34.892,1.085,284.599,171.147,793.491
255,2021-01-11 15:00:00,-11.031,29.912,1.069,165.211,174.496,793.608
256,2021-01-11 16:00:00,-13.263,32.508,1.03,42.267,179.605,794.043
257,2021-01-11 17:00:00,-14.897,33.639,0.769,0.0,177.193,794.164
258,2021-01-11 18:00:00,-15.984,33.936,0.801,0.0,179.519,794.342
259,2021-01-11 19:00:00,-15.738,34.685,0.981,0.0,178.021,794.786
260,2021-01-11 20:00:00,-15.572,33.908,0.676,0.0,182.483,794.962
261,2021-01-11 21:00:00,-14.576,32.056,0.708,0.0,189.653,794.652
262,2021-01-11 22:00:00,-14.488,33.233,0.918,0.0,198.568,794.872
263,2021-01-11 23:00:00,-14.361,33.372,0.866,0.0,192.186,794.574
264,2021-01-12 00:00:00,-12.572,29.808,1.1,0.0,191.897,794.553
265,2021-01-12 01:00:00,-12.621,32.272,0.863,0.0,200.979,795.012
266,2021-01-12 02:00:00,-12.81,33.611,0.937,0.0,202.199,794.784
267,2021-01-12 03:00:00,-12.224,34.575,1.039,0.0,206.958,794.588
268,2021-01-12 04:00:00,-12.002,39.726,1.028,0.0,225.41,794.432
269,2021-01-12 05:00:00,-11.42,42.254,1.136,0.0,221.522,794.148
270,2021-01-12 06:00:00,-10.568,45.17,1.068,0.0,217.588,794.021
271,2021-01-12 07:00:00,-11.394,51.555,1.095,0.0,228.3,793.927
272,2021-01-12 08:00:00,-12.35,58.883,1.149,18.474,235.884,794.006
273,2021-01-12 09:00:00,-12.371,65.741,1.185,105.886,218.622,793.844
274,2021-01-12 10:00:00,-12.144,77.167,0.93,195.514,226.12,793.873
275,2021-01-12 11:00:00,-11.489,82.397,1.003,237.902,234.649,793.473
276,2021-01-12 12:00:00,-10.812,86.827,1.053,228.348,250.509,792.716
277,2021-01-12 13:00:00,-10.442,90.038,1.286,144.507,270.139,792.181
278,2021-01-12 14:00:00,-10.406,91.93,1.371,103.355,275.704,791.837
279,2021-01-12 15:00:00,-10.361,91.155,1.543,47.255,274.99,791.746
280,2021-01-12 16:00:00,-10.366,92.731,1.553,10.367,276.792,791.521
281,2021-01-12 17:00:00,-10.099,93.285,1.479,0.0,279.067,791.582
282,2021-01-12 18:00:00,-9.934,92.261,1.522,0.0,279.881,791.487
283,2021-01-12 19:00:00,-9.695,92.164,1.455,0.0,271.134,791.68
284,2021-01-12 20:00:00,-9.141,91.384,1.499,0.0,274.837,791.87
285,2021-01-12 21:00:00,-8.765,92.478,1.414,0.0,275.215,792.015
286,2021-01-12 22:00:00,-8.864,91.99,1.363,0.0,274.559,792.24
287,2021-01-12 23:00:00,-8.535,92.138,1.466,0.0,276.574,792.449
288,2021-01-13 00:00:00,-8.424,92.313,1.304,0.0,267.471,792.382
289,2021-01-13 01:00:00,-7.954,91.373,1.458,0.0,276.282,792.198
290,2021-01-13 02:00:00,-8.176,91.886,1.724,0.0,269.197,792.767
291,2021-01-13 03:00:00,-7.834,91.759,1.842,0.0,275.682,792.932
292,2021-01-13 04:00:00,-7.966,90.099,1.907,0.0,261.339,793.016
293,2021-01-13 05:00:00,-7.447,89.117,1.787,0.0,272.8,793.222
294,2021-01-13 06:00:00,-7.87,88.275,1.949,0.0,264.307,793.429
295,2021-01-13 07:00:00,-7.961,87.552,1.844,0.0,254.814,793.945
296,2021-01-13 08:00:00,-7.713,87.266,1.882,17.721,261.289,794.191
297,2021-01-13 09:00:00,-7.193,88.432,1.495,94.48,254.875,794.855
298,2021-01-13 10:00:00,-7.246,90.072,1.205,159.47,257.03,795.508
299,2021-01-13 11:00:00,-6.522,88.612,1.248,230.865,262.869,795.832
300,2021-01-13 12:00:00,-6.27,86.662,1.42,220.498,266.333,795.188
301,2021-01-13 13:00:00,-6.228,86.141,1.398,234.044,259.858,794.915
302,2021-01-13 14:00:00,-6.175,86.974,1.277,182.118,265.905,795.043
303,2021-01-13 15:00:00,-6.621,88.938,1.341,90.185,267.827,795.204
304,2021-01-13 16:00:00,-7.021,90.636,1.497,22.753,268.184,795.119
305,2021-01-13 17:00:00,-7.383,93.711,1.229,0.0,278.821,794.885
306,2021-01-13 18:00:00,-7.836,96.379,1.169,0.0,279.003,794.667
307,2021-01-13 19:00:00,-7.802,94.946,1.289,0.0,284.215,794.528
308,2021-01-13 20:00:00,-7.238,91.585,1.384,0.0,284.482,794.329
309,2021-01-13 21:00:00,-6.492,90.775,1.364,0.0,287.297,794.177
310,2021-01-13 22:00:00,-6.01,91.203,1.304,0.0,289.341,794.19
311,2021-01-13 23:00:00,-5.541,91.948,1.395,0.0,288.114,793.964
312,2021-01-14 00:00:00,-4.891,92.413,1.569,0.0,287.893,793.472
313,2021-01-14 01:00:00,-4.345,91.564,1.727,0.0,290.304,793.385
314,2021-01-14 02:00:00,-3.909,90.979,1.71,0.0,289.38,793.39
315,2021-01-14 03:00:00,-3.519,90.955,1.669,0.0,285.642,793.461
316,2021-01-14 04:00:00,-3.82,91.271,1.819,0.0,278.104,793.076
317,2021-01-14 05:00:00,-3.761,90.647,1.913,0.0,287.036,792.572
318,2021-01-14 06:00:00,-3.517,90.445,2.111,0.0,289.972,792.312
319,2021-01-14 07:00:00,-3.429,90.053,2.198,0.0,289.348,792.002
320,2021-01-14 08:00:00,-3.59,89.775,2.28,6.886,292.237,791.981
321,2021-01-14 09:00:00,-3.49,90.711,2.196,33.964,291.538,792.209
322,2021-01-14 10:00:00,-3.414,90.527,1.98,69.692,290.536,791.903
323,2021-01-14 11:00:00,-3.659,91.316,1.988,99.106,290.122,792.119
324,2021-01-14 12:00:00,-4.024,92.516,1.927,106.956,289.965,791.719
325,2021-01-14 13:00:00,-4.004,91.865,1.668,97.629,289.619,791.809
326,2021-01-14 14:00:00,-3.952,91.596,1.681,72.766,289.576,791.802
327,2021-01-14 15:00:00,-4.226,92.374,1.575,37.521,291.463,791.878
328,2021-01-14 16:00:00,-4.404,92.63,1.434,11.286,291.349,792.002
329,2021-01-14 17:00:00,-4.58,92.715,1.201,0.0,292.359,791.772
330,2021-01-14 18:00:00,-4.491,91.271,0.953,0.0,294.264,791.563
331,2021-01-14 19:00:00,-4.671,92.744,0.734,0.0,290.079,791.392
332,2021-01-14 20:00:00,-4.803,94.294,0.724,0.0,288.103,791.252
333,2021-01-14 21:00:00,-4.789,94.963,0.755,0.0,289.594,790.86
334,2021-01-14 22:00:00,-4.849,94.034,1.179,0.0,289.558,790.645
335,2021-01-14 23:00:00,-4.694,92.967,1.391,0.0,291.356,790.464
336,2021-01-15 00:00:00,-4.681,91.824,1.406,0.0,291.338,790.496
337,2021-01-15 01:00:00,-4.701,92.935,1.37,0.0,291.089,790.237
338,2021-01-15 02:00:00,-4.802,93.612,0.903,0.0,291.456,790.211
339,2021-01-15 03:00:00,-5.102,94.545,0.909,0.0,288.025,790.16
340,2021-01-15 04:00:00,-5.162,94.037,0.891,0.0,290.058,790.213
341,2021-01-15 05:00:00,-5.217,94.212,1.171,0.0,289.526,790.17
342,2021-01-15 06:00:00,-5.495,94.405,1.308,0.0,285.713,790.514
343,2021-01-15 07:00:00,-5.622,93.434,1.245,0.0,286.862,790.625
344,2021-01-15 08:00:00,-5.309,94.401,1.323,11.738,289.309,791.081
345,2021-01-15 09:00:00,-5.207,95.331,1.31,53.478,288.139,791.636
346,2021-01-15 10:00:00,-4.913,94.168,0.862,84.459,288.135,792.068
347,2021-01-15 11:00:00,-5.112,94.38,1.231,134.034,290.8,792.271
348,2021-01-15 12:00:00,-5.197,93.588,1.693,200.08,281.582,792.214
