time,temp,RH,wind,SW_global,ppt,press,LW_in,LW_out,SW_direct,SW_diffuse
2021-12-14 19:00:00,1.68,83.845,0.385,1.365,0,90.785,303.315,309.06,1.365,0
2021-12-14 20:00:00,1.45,83.325,0.495,0.6,0,90.775,289.165,303.065,0.6,0
2021-12-14 21:00:00,1.765,82.775,0.365,1.545,0,90.785,304.055,308.585,1.545,0
2021-12-14 22:00:00,1.92,82.25,0.46,0.85,0,90.78,297.975,307.53,0.85,0
2021-12-14 23:00:00,1.2,82.54,0.41,0.095,0,90.77,276.33,297.745,0.095,0
2021-12-15 00:00:00,0.81,82.525,0.325,1.515,0,90.765,288.43,298.345,1.515,0
2021-12-15 01:00:00,1.285,83.195,0.33,0.86,0,90.775,288.265,302.145,0.86,0
2021-12-15 02:00:00,0.135,85.495,0.29,0.035,0,90.775,267.19,290.485,0.035,0
2021-12-15 03:00:00,-0.475,84.445,0.335,0.565,0,90.8,259.25,284.87,0.565,0
2021-12-15 04:00:00,-0.68,83.87,0.31,1.03,0,90.79,261.805,283.51,1.03,0
2021-12-15 05:00:00,-0.385,83.43,0.33,0.785,0,90.8,258.315,283.34,0.785,0
2021-12-15 06:00:00,-0.325,82.615,0.305,1.245,0,90.8,258.905,281.86,1.245,0
2021-12-15 07:00:00,0.2,80.03,0.34,1.23,0,90.8,255.76,282.8,1.23,0
2021-12-15 08:00:00,-0.275,80.985,0.4,5.6,0,90.825,258.735,282.0,5.6,0
2021-12-15 09:00:00,0.15,82.12,0.23,33.9,0,90.83,272.52,288.3,33.9,0
2021-12-15 10:00:00,2.06,79.785,0.39,158.145,0,90.85,272.615,302.81,158.145,0
2021-12-15 11:00:00,3.04,73.905,0.51,247.59,0,90.85,261.73,311.135,247.59,0
2021-12-15 12:00:00,1.085,82.72,0.47,66.835,0,90.795,259.035,295.57,66.835,0
2021-12-15 13:00:00,0.81,84.32,0.355,57.835,0,90.77,258.155,289.16,57.835,0
2021-12-15 14:00:00,0.63,85.135,0.375,46.89,0,90.735,257.78,287.345,46.89,0
2021-12-15 15:00:00,0.16,86.85,0.3,33.105,0,90.75,255.885,284.39,33.105,0
2021-12-15 16:00:00,-0.265,87.305,0.305,15.85,0,90.775,255.485,282.26,15.85,0
2021-12-15 17:00:00,-0.615,87.435,0.32,1.295,0,90.805,253.995,281.035,1.295,0
2021-12-15 18:00:00,-1.82,89.745,0.395,-0.065,0,90.87,251.73,279.755,-0.065,0
2021-12-15 19:00:00,-1.965,90.95,0.375,0.24,0,90.905,256.385,283.69,0.24,0
2021-12-15 20:00:00,-1.82,88.73,0.24,-0.15,0,90.89,255.94,284.66,-0.15,0
2021-12-15 21:00:00,-1.38,86.96,0.32,0.9,0,90.93,253.425,285.245,0.9,0
2021-12-15 22:00:00,-0.23,83.63,0.44,0.855,0,90.945,253.55,290.06,0.855,0
2021-12-15 23:00:00,-2.12,88.425,0.41,-0.9,0,90.995,248.465,285.725,-0.9,0
2021-12-16 00:00:00,-2.99,91.505,0.295,0.38,0,91.01,249.245,283.64,0.38,0
2021-12-16 01:00:00,-2.78,91.225,0.34,0.405,0,91.025,252.605,285.67,0.405,0
2021-12-16 02:00:00,-3.145,91.245,0.55,-0.13,0,91.02,247.995,287.21,-0.13,0
2021-12-16 03:00:00,-3.97,93.195,0.43,-0.37,0,91.055,245.56,285.3,-0.37,0
2021-12-16 04:00:00,-3.575,92.915,0.37,0.24,0,91.02,248.275,285.94,0.24,0
2021-12-16 05:00:00,-3.33,91.62,0.4,0.3,0,90.99,251.525,287.31,0.3,0
2021-12-16 06:00:00,-3.37,92.01,0.385,-0.135,0,91.005,248.295,287.985,-0.135,0
2021-12-16 07:00:00,-3.81,92.13,0.44,-0.425,0,91.06,242.7,286.475,-0.425,0
2021-12-16 08:00:00,-4.85,94.06,0.535,1.91,0,91.095,237.915,284.72,1.91,0
2021-12-16 09:00:00,-4.41,94.31,0.565,14.695,0,91.115,240.76,286.55,14.695,0
2021-12-16 10:00:00,-3.405,91.73,0.41,113.48,0,91.105,242.735,292.98,113.48,0
2021-12-16 11:00:00,-0.82,84.915,0.585,358.725,0,91.13,243.59,306.73,358.725,0
2021-12-16 12:00:00,-3.255,93.06,0.555,38.15,0,91.12,264.18,288.05,38.15,0
2021-12-16 13:00:00,-4.255,97.35,0.645,34.52,0,91.13,280.58,291.35,34.52,0
2021-12-16 14:00:00,-4.875,97.24,0.5,30.35,0,91.12,270.595,286.83,30.35,0
2021-12-16 15:00:00,-5.15,97.11,0.49,22.885,0,91.13,278.87,285.955,22.885,0
2021-12-16 16:00:00,-4.21,97.2,0.57,10.82,0,91.14,291.46,292.955,10.82,0
2021-12-16 17:00:00,-4.73,96.68,0.645,-0.435,0,91.165,284.85,289.435,-0.435,0
2021-12-16 18:00:00,-5.765,96.57,0.65,0.37,0,91.18,279.96,280.995,0.37,0
2021-12-16 19:00:00,-5.135,96.205,0.535,-1.815,0,91.15,282.465,282.725,-1.815,0
2021-12-16 20:00:00,-6.435,95.49,0.56,-1.065,0,91.14,278.25,275.695,-1.065,0
2021-12-16 21:00:00,-6.82,95.08,0.585,-1.41,0,91.145,273.265,268.36,-1.41,0
2021-12-16 22:00:00,-5.24,96.41,0.795,-0.2,0,91.115,280.46,278.495,-0.2,0
2021-12-16 23:00:00,-5.265,96.295,0.785,-1.48,0,91.125,285.73,285.24,-1.48,0
2021-12-17 00:00:00,-5.18,95.65,0.62,-1.215,0,91.07,281.78,281.475,-1.215,0
2021-12-17 01:00:00,-4.62,95.99,0.68,-0.545,0,91.01,283.63,284.04,-0.545,0
2021-12-17 02:00:00,-5.395,95.425,0.485,-1.85,0,91.055,281.585,282.505,-1.85,0
2021-12-17 03:00:00,-6.665,94.785,0.435,-1.355,0,91.065,274.915,276.12,-1.355,0
2021-12-17 04:00:00,-6.79,95.135,0.53,-0.575,0,91.035,273.8,275.54,-0.575,0
2021-12-17 05:00:00,-6.79,95.005,0.485,-0.83,0,91.075,273.38,275.4,-0.83,0
2021-12-17 06:00:00,-5.775,95.62,0.425,0.195,0,91.05,275.79,277.68,0.195,0
2021-12-17 07:00:00,-6.795,94.61,0.45,-1.545,0,91.12,274.085,276.505,-1.545,0
2021-12-17 08:00:00,-7.61,94.725,0.415,1.82,0,91.21,271.095,273.12,1.82,0
2021-12-17 09:00:00,-7.51,94.865,0.38,12.785,0,91.27,270.25,272.935,12.785,0
2021-12-17 10:00:00,-6.36,95.645,0.405,89.555,0,91.255,276.975,279.915,89.555,0
2021-12-17 11:00:00,-3.335,96.645,0.49,259.565,0,91.25,291.565,305.04,259.565,0
2021-12-17 12:00:00,-5.36,94.91,0.435,26.38,0,91.21,260.475,278.62,26.38,0
2021-12-17 13:00:00,-5.7,95.615,0.475,28.885,0,91.205,257.33,271.93,28.885,0
2021-12-17 14:00:00,-5.73,95.37,0.48,25.53,0,91.215,255.735,270.635,25.53,0
2021-12-17 15:00:00,-6.215,95.14,0.45,18.45,0,91.21,254.2,268.36,18.45,0
2021-12-17 16:00:00,-6.665,95.38,0.395,9.545,0,91.205,254.07,266.375,9.545,0
2021-12-17 17:00:00,-5.545,95.815,0.455,0.865,0,91.155,257.795,271.48,0.865,0
2021-12-17 18:00:00,-6.415,94.995,0.48,-1.395,0,91.19,256.045,270.295,-1.395,0
2021-12-17 19:00:00,-6.445,95.705,0.435,-0.38,0,91.18,257.185,269.615,-0.38,0
2021-12-17 20:00:00,-5.645,95.355,0.335,-0.345,0,91.175,259.95,270.85,-0.345,0
2021-12-17 21:00:00,-6.535,95.02,0.39,-0.62,0,91.185,258.3,268.895,-0.62,0
2021-12-17 22:00:00,-5.55,95.735,0.375,0.455,0,91.19,262.75,272.575,0.455,0
2021-12-17 23:00:00,-5.31,95.155,0.43,-0.575,0,91.165,265.6,275.855,-0.575,0
2021-12-18 00:00:00,-5.56,95.085,0.295,-0.64,0,91.135,264.925,274.275,-0.64,0
2021-12-18 01:00:00,-5.375,95.435,0.22,0.055,0,91.115,264.865,273.62,0.055,0
2021-12-18 02:00:00,-5.15,95.28,0.33,0.375,0,91.095,266.11,274.535,0.375,0
2021-12-18 03:00:00,-4.945,94.875,0.33,-0.21,0,91.07,267.68,276.365,-0.21,0
2021-12-18 04:00:00,-5.075,94.54,0.295,-0.27,0,91.045,267.3,275.81,-0.27,0
2021-12-18 05:00:00,-5.195,93.98,0.39,-0.155,0,91.0,266.56,275.325,-0.155,0
2021-12-18 06:00:00,-5.33,93.625,0.35,-0.215,0,91.005,266.7,275.205,-0.215,0
2021-12-18 07:00:00,-4.485,91.605,0.5,0.225,0,91.015,269.505,278.13,0.225,0
2021-12-18 08:00:00,-4.55,90.625,0.485,1.74,0,91.025,270.53,279.7,1.74,0
2021-12-18 09:00:00,-4.365,88.185,0.5,12.29,0,91.035,271.555,280.59,12.29,0
2021-12-18 10:00:00,-3.78,87.285,0.375,92.96,0,91.03,275.05,284.28,92.96,0
2021-12-18 11:00:00,0.09,77.205,0.705,293.385,0,90.975,287.65,307.845,293.385,0
2021-12-18 12:00:00,-1.51,82.775,0.43,29.98,0,90.925,274.02,289.6,29.98,0
2021-12-18 13:00:00,-2.395,83.62,0.465,35.24,0,90.875,268.01,280.995,35.24,0
2021-12-18 14:00:00,-2.045,81.645,0.445,39.37,0,90.815,268.405,281.05,39.37,0
2021-12-18 15:00:00,-1.775,82.365,0.385,22.995,0,90.78,265.92,279.61,22.995,0
2021-12-18 16:00:00,-2.355,83.935,0.315,10.605,0,90.855,262.245,275.9,10.605,0
2021-12-18 17:00:00,-3.225,85.77,0.36,0.76,0,90.885,258.86,272.75,0.76,0
2021-12-18 18:00:00,-4.93,90.665,0.485,-1.255,0,91.005,253.535,270.03,-1.255,0
2021-12-18 19:00:00,-6.91,94.32,0.39,-1.08,0,91.04,251.27,263.81,-1.08,0
2021-12-18 20:00:00,-6.235,94.82,0.485,0.495,0,90.995,255.325,267.995,0.495,0
2021-12-18 21:00:00,-4.03,88.71,0.325,0.79,0,91.01,262.54,272.62,0.79,0
2021-12-18 22:00:00,-3.8,87.96,0.44,-0.34,0,91.03,263.835,273.935,-0.34,0
2021-12-18 23:00:00,-4.6,90.365,0.335,-0.09,0,91.04,261.755,270.34,-0.09,0
2021-12-19 00:00:00,-5.785,90.52,0.355,-0.685,0,91.005,259.14,267.69,-0.685,0
2021-12-19 01:00:00,-6.45,92.43,0.51,-0.14,0,90.96,258.385,266.975,-0.14,0
2021-12-19 02:00:00,-5.42,91.325,0.44,0.58,0,90.945,260.955,268.66,0.58,0
2021-12-19 03:00:00,-5.42,90.32,0.28,0.04,0,90.95,261.33,268.285,0.04,0
2021-12-19 04:00:00,-5.52,90.275,0.24,0.45,0,90.91,261.405,267.14,0.45,0
2021-12-19 05:00:00,-5.045,89.47,0.295,0.875,0,90.875,263.28,268.735,0.875,0
2021-12-19 06:00:00,-5.52,89.31,0.33,-0.5,0,90.88,262.74,267.945,-0.5,0
2021-12-19 07:00:00,-5.685,89.23,0.31,0.915,0,90.835,261.895,266.805,0.915,0
2021-12-19 08:00:00,-4.375,85.12,0.365,3.185,0,90.785,266.7,271.495,3.185,0
2021-12-19 09:00:00,-4.535,85.89,0.29,14.745,0,90.76,267.21,271.615,14.745,0
2021-12-19 10:00:00,-3.2,82.445,0.43,110.69,0,90.74,272.87,279.165,110.69,0
2021-12-19 11:00:00,-0.08,72.56,0.55,295.32,0,90.71,272.26,301.1,295.32,0
2021-12-19 12:00:00,-2.52,80.205,0.455,30.675,0,90.66,257.865,278.875,30.675,0
2021-12-19 13:00:00,-3.365,84.115,0.53,33.29,0,90.57,252.085,271.925,33.29,0
2021-12-19 14:00:00,-2.725,81.895,0.33,30.59,0,90.5,251.625,270.56,30.59,0
2021-12-19 15:00:00,-2.605,79.74,0.32,22.36,0,90.46,250.46,269.55,22.36,0
2021-12-19 16:00:00,-2.51,79.0,0.365,11.91,0,90.425,248.785,268.425,11.91,0
2021-12-19 17:00:00,-2.52,79.915,0.39,1.015,0,90.38,247.095,267.985,1.015,0
2021-12-19 18:00:00,-2.665,80.73,0.42,-0.395,0,90.37,245.125,267.595,-0.395,0
2021-12-19 19:00:00,-2.63,79.445,0.455,-0.015,0,90.36,243.43,267.145,-0.015,0
2021-12-19 20:00:00,-2.765,79.375,0.42,-0.29,0,90.35,242.28,266.43,-0.29,0
2021-12-19 21:00:00,-2.52,78.96,0.49,-0.42,0,90.33,241.08,268.44,-0.42,0
2021-12-19 22:00:00,-1.39,73.235,0.7,-1.435,0,90.32,240.405,273.52,-1.435,0
2021-12-19 23:00:00,-2.105,75.295,0.59,-1.41,0,90.3,237.83,269.98,-1.41,0
2021-12-20 00:00:00,-1.8,73.24,0.68,-2.12,0,90.245,237.03,272.585,-2.12,0
2021-12-20 01:00:00,-2.01,74.84,0.48,-1.14,0,90.195,235.715,268.125,-1.14,0
2021-12-20 02:00:00,-2.195,74.635,0.445,-1.225,0,90.165,234.84,266.595,-1.225,0
2021-12-20 03:00:00,-2.61,74.25,0.42,-0.8,0,90.15,233.755,264.375,-0.8,0
2021-12-20 04:00:00,-3.42,75.655,0.28,-0.675,0,90.11,231.985,260.8,-0.675,0
2021-12-20 05:00:00,-3.905,77.865,0.31,-0.005,0,90.085,230.9,259.23,-0.005,0
2021-12-20 06:00:00,-3.93,77.935,0.3,0.04,0,90.065,230.14,258.28,0.04,0
2021-12-20 07:00:00,-4.26,78.395,0.3,0.13,0,90.06,229.46,257.385,0.13,0
2021-12-20 08:00:00,-4.105,77.385,0.48,2.46,0,90.055,228.415,259.965,2.46,0
2021-12-20 09:00:00,-6.045,83.675,0.46,15.275,0,90.075,224.75,257.535,15.275,0
2021-12-20 10:00:00,-6.54,85.495,0.59,119.15,0,90.085,223.42,259.34,119.15,0
2021-12-20 11:00:00,-4.695,87.65,0.76,353.015,0,90.085,227.21,283.92,353.015,0
2021-12-20 12:00:00,-6.525,92.705,0.525,36.265,0,90.075,221.505,264.195,36.265,0
2021-12-20 13:00:00,-7.45,94.35,0.64,36.68,0,90.07,229.28,261.2,36.68,0
2021-12-20 14:00:00,-8.46,94.495,0.385,32.1,0,90.015,217.98,252.17,32.1,0
2021-12-20 15:00:00,-8.445,93.665,0.41,23.645,0,90.01,217.505,250.88,23.645,0
2021-12-20 16:00:00,-8.71,93.46,0.47,11.07,0,90.025,216.4,250.615,11.07,0
2021-12-20 17:00:00,-9.26,93.615,0.395,0.59,0,90.005,216.01,250.265,0.59,0
2021-12-20 18:00:00,-9.775,93.69,0.415,0.015,0,90.01,223.575,251.69,0.015,0
2021-12-20 19:00:00,-10.15,94.07,0.5,-1.02,0,90.01,229.87,256.57,-1.02,0
2021-12-20 20:00:00,-9.975,93.51,0.375,-0.47,0,89.985,231.555,255.17,-0.47,0
2021-12-20 21:00:00,-9.385,93.225,0.31,0.215,0,89.97,235.575,256.35,0.215,0
2021-12-20 22:00:00,-9.245,92.275,0.33,-0.425,0,89.96,238.825,258.145,-0.425,0
2021-12-20 23:00:00,-9.725,92.605,0.355,0.03,0,89.935,238.87,257.115,0.03,0
2021-12-21 00:00:00,-9.575,91.785,0.325,-0.075,0,89.93,240.295,257.345,-0.075,0
2021-12-21 01:00:00,-10.31,91.49,0.5,-0.665,0,89.91,239.385,256.35,-0.665,0
2021-12-21 02:00:00,-11.095,92.13,0.495,-0.29,0,89.905,241.69,255.175,-0.29,0
2021-12-21 03:00:00,-11.575,92.375,0.455,-1.0,0,89.89,242.37,254.86,-1.0,0
2021-12-21 04:00:00,-11.82,92.17,0.445,-0.545,0,89.87,237.99,251.725,-0.545,0
2021-12-21 05:00:00,-11.545,91.78,0.43,-0.245,0,89.865,238.915,252.275,-0.245,0
2021-12-21 06:00:00,-12.315,91.32,0.475,-0.35,0,89.885,240.405,251.52,-0.35,0
2021-12-21 07:00:00,-12.695,92.275,0.495,1.1,0,89.915,249.55,253.05,1.1,0
2021-12-21 08:00:00,-11.175,92.015,0.505,2.165,0,89.955,258.345,261.76,2.165,0
2021-12-21 09:00:00,-11.975,91.72,0.425,12.495,0,89.93,248.77,255.235,12.495,0
2021-12-21 10:00:00,-9.775,93.55,0.31,86.79,0,89.9,254.295,261.54,86.79,0
2021-12-21 11:00:00,-5.99,92.84,0.45,207.81,0,89.89,280.5,302.0,207.81,0
2021-12-21 12:00:00,-8.935,92.02,0.455,26.98,0,89.885,253.33,275.09,26.98,0
2021-12-21 13:00:00,-10.075,92.13,0.395,28.585,0,89.855,243.33,264.565,28.585,0
2021-12-21 14:00:00,-10.5,92.125,0.48,26.335,0,89.82,240.265,262.3,26.335,0
2021-12-21 15:00:00,-10.98,91.99,0.41,19.495,0,89.84,236.76,259.4,19.495,0
2021-12-21 16:00:00,-11.64,91.43,0.42,9.63,0,89.88,233.78,255.905,9.63,0
2021-12-21 17:00:00,-12.03,91.61,0.425,0.66,0,89.895,231.745,252.835,0.66,0
2021-12-21 18:00:00,-12.01,91.575,0.425,0.035,0,89.895,232.61,252.59,0.035,0
2021-12-21 19:00:00,-11.675,91.7,0.35,-0.02,0,89.91,233.785,253.145,-0.02,0
2021-12-21 20:00:00,-11.535,91.79,0.365,0.24,0,89.935,234.195,253.575,0.24,0
2021-12-21 21:00:00,-11.835,91.395,0.39,-0.085,0,89.985,233.225,253.145,-0.085,0
2021-12-21 22:00:00,-12.13,91.2,0.35,-0.215,0,90.01,231.88,251.57,-0.215,0
2021-12-21 23:00:00,-11.865,91.79,0.43,0.44,0,90.03,233.07,252.835,0.44,0
2021-12-22 00:00:00,-11.87,91.24,0.43,-0.23,0,90.035,233.845,253.855,-0.23,0
2021-12-22 01:00:00,-11.975,91.26,0.345,-0.1,0,90.02,232.595,251.87,-0.1,0
2021-12-22 02:00:00,-12.095,91.225,0.375,0.225,0,90.04,231.55,251.11,0.225,0
2021-12-22 03:00:00,-11.955,91.545,0.36,0.115,0,90.04,231.985,251.835,0.115,0
2021-12-22 04:00:00,-11.22,91.785,0.295,0.395,0,90.03,233.155,253.295,0.395,0
2021-12-22 05:00:00,-11.68,91.06,0.32,-0.06,0,90.05,232.26,252.74,-0.06,0
2021-12-22 06:00:00,-11.185,91.88,0.325,0.54,0,90.035,233.435,253.515,0.54,0
2021-12-22 07:00:00,-10.83,91.915,0.305,0.455,0,90.03,234.52,255.12,0.455,0
2021-12-22 08:00:00,-10.545,91.76,0.345,2.425,0,90.05,235.28,256.07,2.425,0
2021-12-22 09:00:00,-10.805,92.0,0.35,12.735,0,90.08,235.09,256.545,12.735,0
2021-12-22 10:00:00,-9.94,93.31,0.375,74.645,0,90.115,238.145,261.695,74.645,0
2021-12-22 11:00:00,-6.4,93.845,0.45,249.45,0,90.155,256.14,295.055,249.45,0
2021-12-22 12:00:00,-8.755,92.12,0.44,25.015,0,90.095,238.98,279.235,25.015,0
2021-12-22 13:00:00,-8.865,92.205,0.425,27.955,0,89.99,232.02,269.01,27.955,0
2021-12-22 14:00:00,-9.02,91.995,0.4,26.71,0,90.005,229.675,267.275,26.71,0
2021-12-22 15:00:00,-9.01,91.16,0.385,22.975,0,90.045,228.0,265.925,22.975,0
2021-12-22 16:00:00,-8.155,91.445,0.385,14.355,0,90.025,229.135,266.47,14.355,0
2021-12-22 17:00:00,-7.575,90.935,0.32,1.325,0,90.025,228.435,266.35,1.325,0
2021-12-22 18:00:00,-7.365,89.425,0.33,0.54,0,90.05,228.905,266.345,0.54,0
2021-12-22 19:00:00,-6.74,86.815,0.425,1.005,0,90.015,229.265,267.745,1.005,0
2021-12-22 20:00:00,-6.02,83.01,0.375,0.705,0,89.98,230.215,270.445,0.705,0
2021-12-22 21:00:00,-7.23,82.92,0.495,0.0,0,89.99,227.025,268.225,0.0,0
2021-12-22 22:00:00,-8.325,85.265,0.39,0.155,0,89.98,224.105,263.65,0.155,0
2021-12-22 23:00:00,-8.1,85.115,0.34,0.67,0,89.935,224.995,263.015,0.67,0
2021-12-23 00:00:00,-7.54,84.14,0.3,0.765,0,89.955,228.515,264.235,0.765,0
2021-12-23 01:00:00,-6.935,83.08,0.305,0.77,0,89.97,231.87,266.75,0.77,0
2021-12-23 02:00:00,-6.645,81.67,0.335,0.955,0,89.97,237.64,269.16,0.955,0
2021-12-23 03:00:00,-6.095,81.275,0.295,0.815,0,89.96,238.935,271.275,0.815,0
2021-12-23 04:00:00,-5.19,78.745,0.43,1.16,0,89.875,247.705,275.86,1.16,0
2021-12-23 05:00:00,-4.68,77.005,0.435,-0.08,0,89.82,240.695,278.22,-0.08,0
2021-12-23 06:00:00,-5.85,79.41,0.585,0.165,0,89.79,231.695,273.885,0.165,0
2021-12-23 07:00:00,-6.18,79.095,0.62,-0.53,0,89.825,229.47,273.86,-0.53,0
2021-12-23 08:00:00,-5.6,78.325,0.55,1.72,0,89.825,231.03,274.075,1.72,0
2021-12-23 09:00:00,-5.775,77.91,0.45,13.62,0,89.825,231.235,273.565,13.62,0
2021-12-23 10:00:00,-4.815,75.93,0.385,92.26,0,89.84,235.585,278.72,92.26,0
2021-12-23 11:00:00,-1.445,67.945,0.565,238.98,0,89.82,249.13,300.77,238.98,0
2021-12-23 12:00:00,-2.655,73.715,0.56,43.305,0,89.795,245.52,283.27,43.305,0
2021-12-23 13:00:00,-3.075,75.885,0.5,47.98,0,89.72,248.82,278.115,47.98,0
2021-12-23 14:00:00,-1.315,73.42,0.505,77.305,0,89.67,271.34,290.695,77.305,0
2021-12-23 15:00:00,-0.895,78.0,0.54,37.775,0,89.68,269.165,291.835,37.775,0
2021-12-23 16:00:00,0.1,75.26,0.525,22.325,0,89.685,285.83,297.16,22.325,0
2021-12-23 17:00:00,0.475,64.675,0.445,-1.625,0,89.63,256.48,286.095,-1.625,0
2021-12-23 18:00:00,-0.605,68.12,0.34,-1.92,0,89.625,258.83,281.245,-1.92,0
2021-12-23 19:00:00,0.72,65.46,0.58,-0.015,0,89.665,284.28,292.04,-0.015,0
2021-12-23 20:00:00,1.66,61.775,0.63,-2.62,0,89.665,278.27,294.845,-2.62,0
2021-12-23 21:00:00,0.67,68.08,0.45,-3.47,0,89.64,265.21,287.795,-3.47,0
2021-12-23 22:00:00,1.31,70.39,0.66,-2.125,0,89.61,269.345,290.26,-2.125,0
2021-12-23 23:00:00,2.365,68.18,0.675,-3.56,0,89.57,265.975,291.305,-3.56,0
2021-12-24 00:00:00,1.705,72.815,0.57,-3.88,0,89.53,262.54,288.105,-3.88,0
2021-12-24 01:00:00,0.435,78.485,0.43,-3.31,0,89.49,259.355,283.16,-3.31,0
2021-12-24 02:00:00,-0.165,80.78,0.61,-1.91,0,89.43,258.475,282.83,-1.91,0
2021-12-24 03:00:00,0.03,80.185,0.66,-3.46,0,89.4,259.905,286.375,-3.46,0
2021-12-24 04:00:00,-0.69,83.13,0.58,-2.795,0,89.315,260.465,284.695,-2.795,0
2021-12-24 05:00:00,-1.01,84.83,0.655,-2.135,0,89.26,260.4,285.42,-2.135,0
2021-12-24 06:00:00,-1.165,85.235,0.61,-2.075,0,89.225,262.475,285.315,-2.075,0
2021-12-24 07:00:00,-1.49,86.065,0.6,-2.325,0,89.26,261.72,283.435,-2.325,0
2021-12-24 08:00:00,-1.59,86.995,0.6,1.185,0,89.285,259.41,282.765,1.185,0
2021-12-24 09:00:00,-1.765,86.71,0.565,24.545,0,89.28,255.62,281.645,24.545,0
2021-12-24 10:00:00,-0.335,83.33,0.475,95.16,0,89.26,275.585,293.195,95.16,0
2021-12-24 11:00:00,1.71,80.075,0.625,136.16,0,89.26,301.245,310.505,136.16,0
2021-12-24 12:00:00,2.72,79.415,0.59,82.34,0,89.215,314.03,317.06,82.34,0
2021-12-24 13:00:00,3.28,77.27,0.56,82.675,0,89.13,318.74,319.085,82.675,0
2021-12-24 14:00:00,3.97,72.38,0.68,88.24,0,89.04,317.64,320.225,88.24,0
2021-12-24 15:00:00,5.86,61.85,1.42,61.51,0,88.98,316.77,321.3,61.51,0
2021-12-24 16:00:00,3.56,74.475,0.72,22.98,0,89.02,311.935,319.23,22.98,0
2021-12-24 17:00:00,3.06,77.835,0.795,1.345,0,89.01,314.0,318.2,1.345,0
2021-12-24 18:00:00,3.215,78.565,0.645,0.535,0,88.975,313.57,318.225,0.535,0
2021-12-24 19:00:00,2.88,79.625,0.745,-0.155,0,88.98,310.44,317.955,-0.155,0
2021-12-24 20:00:00,1.935,84.09,0.815,-0.34,0,89.03,309.555,317.245,-0.34,0
2021-12-24 21:00:00,2.13,84.22,0.675,-0.585,0,89.015,295.245,316.595,-0.585,0
2021-12-24 22:00:00,1.77,86.025,0.72,-1.72,0,88.96,257.835,303.785,-1.72,0
2021-12-24 23:00:00,1.565,85.9,0.57,0.44,0,88.945,280.43,301.99,0.44,0
2021-12-25 00:00:00,1.58,85.065,0.52,-0.18,0,88.93,281.605,302.645,-0.18,0
2021-12-25 01:00:00,1.3,85.7,0.63,-0.215,0,88.875,273.865,299.685,-0.215,0
2021-12-25 02:00:00,0.85,87.06,0.505,-0.21,0,88.855,271.23,297.12,-0.21,0
2021-12-25 03:00:00,1.095,84.765,0.555,0.475,0,88.84,263.355,294.33,0.475,0
2021-12-25 04:00:00,1.22,81.555,0.475,-0.14,0,88.81,254.565,289.155,-0.14,0
2021-12-25 05:00:00,4.47,63.745,1.73,0.595,0,88.76,264.505,303.25,0.595,0
2021-12-25 06:00:00,6.03,54.51,2.4,-1.19,0,88.745,277.835,314.18,-1.19,0
2021-12-25 07:00:00,3.635,66.595,1.025,-3.205,0,88.735,275.99,307.75,-3.205,0
2021-12-25 08:00:00,2.405,72.585,0.605,2.69,0,88.715,283.49,303.85,2.69,0
2021-12-25 09:00:00,1.68,77.78,0.51,37.64,0,88.725,278.945,302.485,37.64,0
2021-12-25 10:00:00,2.09,77.795,0.455,121.29,0,88.7,277.875,306.335,121.29,0
2021-12-25 11:00:00,3.63,72.85,0.535,166.565,0,88.725,270.69,313.365,166.565,0
2021-12-25 12:00:00,4.02,70.03,0.575,175.935,0,88.72,282.86,316.63,175.935,0
2021-12-25 13:00:00,4.19,71.675,0.55,171.675,0,88.67,289.9,321.11,171.675,0
2021-12-25 14:00:00,3.905,75.295,0.48,145.495,0,88.67,288.16,319.99,145.495,0
2021-12-25 15:00:00,3.14,78.25,0.4,85.18,0,88.65,273.66,312.42,85.18,0
2021-12-25 16:00:00,1.93,82.35,0.48,31.47,0,88.64,266.015,302.005,31.47,0
2021-12-25 17:00:00,0.445,86.575,0.5,0.675,0,88.68,262.225,294.59,0.675,0
2021-12-25 18:00:00,0.265,86.545,0.485,0.955,0,88.705,279.96,296.225,0.955,0
2021-12-25 19:00:00,1.415,82.315,0.48,1.065,0,88.71,300.62,307.12,1.065,0
2021-12-25 20:00:00,0.86,83.905,0.355,-0.47,0,88.705,280.24,301.31,-0.47,0
2021-12-25 21:00:00,0.505,83.9,0.535,-0.105,0,88.685,273.99,296.885,-0.105,0
2021-12-25 22:00:00,0.88,83.84,0.47,1.56,0,88.68,299.58,304.31,1.56,0
2021-12-25 23:00:00,1.41,84.89,0.47,0.63,0,88.7,304.88,309.82,0.63,0
2021-12-26 00:00:00,1.185,85.615,0.5,-0.365,0,88.695,295.75,308.52,-0.365,0
2021-12-26 01:00:00,0.26,88.96,0.715,-0.35,0,88.715,287.475,303.99,-0.35,0
2021-12-26 02:00:00,0.385,88.205,0.475,0.145,0,88.685,290.52,304.06,0.145,0
2021-12-26 03:00:00,0.77,87.1,0.6,0.44,0,88.69,293.035,305.33,0.44,0
2021-12-26 04:00:00,0.72,87.5,0.53,0.025,0,88.73,291.365,304.615,0.025,0
2021-12-26 05:00:00,0.71,88.765,0.35,0.62,0,88.74,305.97,308.525,0.62,0
2021-12-26 06:00:00,0.855,89.245,0.39,0.58,0,88.755,308.6,310.835,0.58,0
