time,temp,RH,wind,SW_global,ppt,press,LW_in,snow_h
2021-12-16 01:00:00,-2.78,91.225,0.34,0.405,0.0,91.025,252.605,53.3
2021-12-16 02:00:00,-3.145,91.245,0.55,-0.13,0.0,91.02,247.995,53.34
2021-12-16 03:00:00,-3.97,93.195,0.43,-0.37,0.0,91.055,245.56,53.21
2021-12-16 04:00:00,-3.575,92.915,0.37,0.24,0.0,91.02,248.275,52.94
2021-12-16 05:00:00,-3.33,91.62,0.4,0.3,0.0,90.99,251.525,53.005
2021-12-16 06:00:00,-3.37,92.01,0.385,-0.135,0.0,91.005,248.295,52.9
2021-12-16 07:00:00,-3.81,92.13,0.44,-0.425,0.0,91.06,242.7,52.76
2021-12-16 08:00:00,-4.85,94.06,0.535,1.91,0.0,91.095,237.915,52.665
2021-12-16 09:00:00,-4.41,94.31,0.565,14.695,0.0,91.115,240.76,52.54
2021-12-16 10:00:00,-3.405,91.73,0.41,113.48,0.0,91.105,242.735,52.23
2021-12-16 11:00:00,-0.82,84.915,0.585,358.725,0.0,91.13,243.59,52.135
2021-12-16 12:00:00,-3.255,93.06,0.555,38.15,0.0,91.12,264.18,52.025
2021-12-16 13:00:00,-4.255,97.35,0.645,34.52,0.0,91.13,280.58,51.97
2021-12-16 14:00:00,-4.875,97.24,0.5,30.35,0.0,91.12,270.595,52.38
2021-12-16 15:00:00,-5.15,97.11,0.49,22.885,0.0,91.13,278.87,52.46
2021-12-16 16:00:00,-4.21,97.2,0.57,10.82,0.0,91.14,291.46,52.385
2021-12-16 17:00:00,-4.73,96.68,0.645,-0.435,0.0,91.165,284.85,52.25
2021-12-16 18:00:00,-5.765,96.57,0.65,0.37,0.0,91.18,279.96,52.2
2021-12-16 19:00:00,-5.135,96.205,0.535,-1.815,0.0,91.15,282.465,52.06
2021-12-16 20:00:00,-6.435,95.49,0.56,-1.065,0.0,91.14,278.25,51.915
2021-12-16 21:00:00,-6.82,95.08,0.585,-1.41,0.0,91.145,273.265,51.785
2021-12-16 22:00:00,-5.24,96.41,0.795,-0.2,0.0,91.115,280.46,51.835
2021-12-16 23:00:00,-5.265,96.295,0.785,-1.48,0.0,91.125,285.73,51.745
2021-12-17 00:00:00,-5.18,95.65,0.62,-1.215,0.0,91.07,281.78,51.69
2021-12-17 01:00:00,-4.62,95.99,0.68,-0.545,0.0,91.01,283.63,51.595
2021-12-17 02:00:00,-5.395,95.425,0.485,-1.85,0.0,91.055,281.585,51.45
2021-12-17 03:00:00,-6.665,94.785,0.435,-1.355,0.0,91.065,274.915,51.225
2021-12-17 04:00:00,-6.79,95.135,0.53,-0.575,0.0,91.035,273.8,51.22
2021-12-17 05:00:00,-6.79,95.005,0.485,-0.83,0.0,91.075,273.38,51.095
2021-12-17 06:00:00,-5.775,95.62,0.425,0.195,0.0,91.05,275.79,50.985
2021-12-17 07:00:00,-6.795,94.61,0.45,-1.545,0.0,91.12,274.085,50.875
2021-12-17 08:00:00,-7.61,94.725,0.415,1.82,0.0,91.21,271.095,50.59
2021-12-17 09:00:00,-7.51,94.865,0.38,12.785,0.0,91.27,270.25,50.34
2021-12-17 10:00:00,-6.36,95.645,0.405,89.555,0.0,91.255,276.975,50.355
2021-12-17 11:00:00,-3.335,96.645,0.49,259.565,0.0,91.25,291.565,50.73
2021-12-17 12:00:00,-5.36,94.91,0.435,26.38,0.0,91.21,260.475,50.34
2021-12-17 13:00:00,-5.7,95.615,0.475,28.885,0.0,91.205,257.33,49.935
2021-12-17 14:00:00,-5.73,95.37,0.48,25.53,0.0,91.215,255.735,49.635
2021-12-17 15:00:00,-6.215,95.14,0.45,18.45,0.0,91.21,254.2,49.675
2021-12-17 16:00:00,-6.665,95.38,0.395,9.545,0.0,91.205,254.07,49.585
2021-12-17 17:00:00,-5.545,95.815,0.455,0.865,0.0,91.155,257.795,49.565
2021-12-17 18:00:00,-6.415,94.995,0.48,-1.395,0.0,91.19,256.045,49.54
2021-12-17 19:00:00,-6.445,95.705,0.435,-0.38,0.0,91.18,257.185,49.59
2021-12-17 20:00:00,-5.645,95.355,0.335,-0.345,0.0,91.175,259.95,49.52
2021-12-17 21:00:00,-6.535,95.02,0.39,-0.62,0.0,91.185,258.3,49.47
2021-12-17 22:00:00,-5.55,95.735,0.375,0.455,0.0,91.19,262.75,49.37
2021-12-17 23:00:00,-5.31,95.155,0.43,-0.575,0.0,91.165,265.6,49.505
2021-12-18 00:00:00,-5.56,95.085,0.295,-0.64,0.0,91.135,264.925,49.35
2021-12-18 01:00:00,-5.375,95.435,0.22,0.055,0.0,91.115,264.865,49.345
2021-12-18 02:00:00,-5.15,95.28,0.33,0.375,0.0,91.095,266.11,49.34
2021-12-18 03:00:00,-4.945,94.875,0.33,-0.21,0.0,91.07,267.68,49.395
2021-12-18 04:00:00,-5.075,94.54,0.295,-0.27,0.0,91.045,267.3,49.275
2021-12-18 05:00:00,-5.195,93.98,0.39,-0.155,0.0,91.0,266.56,49.275
2021-12-18 06:00:00,-5.33,93.625,0.35,-0.215,0.0,91.005,266.7,49.12
2021-12-18 07:00:00,-4.485,91.605,0.5,0.225,0.0,91.015,269.505,48.93
2021-12-18 08:00:00,-4.55,90.625,0.485,1.74,0.0,91.025,270.53,49.015
2021-12-18 09:00:00,-4.365,88.185,0.5,12.29,0.0,91.035,271.555,48.95
2021-12-18 10:00:00,-3.78,87.285,0.375,92.96,0.0,91.03,275.05,48.865
2021-12-18 11:00:00,0.09,77.205,0.705,293.385,0.0,90.975,287.65,49.075
2021-12-18 12:00:00,-1.51,82.775,0.43,29.98,0.0,90.925,274.02,49.2
2021-12-18 13:00:00,-2.395,83.62,0.465,35.24,0.0,90.875,268.01,49.045
2021-12-18 14:00:00,-2.045,81.645,0.445,39.37,0.0,90.815,268.405,48.925
2021-12-18 15:00:00,-1.775,82.365,0.385,22.995,0.0,90.78,265.92,49.04
2021-12-18 16:00:00,-2.355,83.935,0.315,10.605,0.0,90.855,262.245,48.945
2021-12-18 17:00:00,-3.225,85.77,0.36,0.76,0.0,90.885,258.86,48.91
2021-12-18 18:00:00,-4.93,90.665,0.485,-1.255,0.0,91.005,253.535,48.975
2021-12-18 19:00:00,-6.91,94.32,0.39,-1.08,0.0,91.04,251.27,48.74
2021-12-18 20:00:00,-6.235,94.82,0.485,0.495,0.0,90.995,255.325,48.92
2021-12-18 21:00:00,-4.03,88.71,0.325,0.79,0.0,91.01,262.54,48.675
2021-12-18 22:00:00,-3.8,87.96,0.44,-0.34,0.0,91.03,263.835,48.79
2021-12-18 23:00:00,-4.6,90.365,0.335,-0.09,0.0,91.04,261.755,48.72
2021-12-19 00:00:00,-5.785,90.52,0.355,-0.685,0.0,91.005,259.14,48.905
2021-12-19 01:00:00,-6.45,92.43,0.51,-0.14,0.0,90.96,258.385,48.975
2021-12-19 02:00:00,-5.42,91.325,0.44,0.58,0.0,90.945,260.955,48.8
2021-12-19 03:00:00,-5.42,90.32,0.28,0.04,0.0,90.95,261.33,48.78
2021-12-19 04:00:00,-5.52,90.275,0.24,0.45,0.0,90.91,261.405,48.725
2021-12-19 05:00:00,-5.045,89.47,0.295,0.875,0.0,90.875,263.28,48.725
2021-12-19 06:00:00,-5.52,89.31,0.33,-0.5,0.0,90.88,262.74,48.43
2021-12-19 07:00:00,-5.685,89.23,0.31,0.915,0.0,90.835,261.895,48.505
2021-12-19 08:00:00,-4.375,85.12,0.365,3.185,0.0,90.785,266.7,48.485
2021-12-19 09:00:00,-4.535,85.89,0.29,14.745,0.0,90.76,267.21,48.39
2021-12-19 10:00:00,-3.2,82.445,0.43,110.69,0.0,90.74,272.87,48.15
2021-12-19 11:00:00,-0.08,72.56,0.55,295.32,0.0,90.71,272.26,48.2
2021-12-19 12:00:00,-2.52,80.205,0.455,30.675,0.0,90.66,257.865,48.735
2021-12-19 13:00:00,-3.365,84.115,0.53,33.29,0.0,90.57,252.085,48.685
2021-12-19 14:00:00,-2.725,81.895,0.33,30.59,0.0,90.5,251.625,48.53
2021-12-19 15:00:00,-2.605,79.74,0.32,22.36,0.0,90.46,250.46,48.42
2021-12-19 16:00:00,-2.51,79.0,0.365,11.91,0.0,90.425,248.785,48.56
2021-12-19 17:00:00,-2.52,79.915,0.39,1.015,0.0,90.38,247.095,48.45
2021-12-19 18:00:00,-2.665,80.73,0.42,-0.395,0.0,90.37,245.125,48.445
2021-12-19 19:00:00,-2.63,79.445,0.455,-0.015,0.0,90.36,243.43,48.505
2021-12-19 20:00:00,-2.765,79.375,0.42,-0.29,0.0,90.35,242.28,48.57
2021-12-19 21:00:00,-2.52,78.96,0.49,-0.42,0.0,90.33,241.08,48.68
2021-12-19 22:00:00,-1.39,73.235,0.7,-1.435,0.0,90.32,240.405,48.615
2021-12-19 23:00:00,-2.105,75.295,0.59,-1.41,0.0,90.3,237.83,48.59
2021-12-20 00:00:00,-1.8,73.24,0.68,-2.12,0.0,90.245,237.03,48.5
2021-12-20 01:00:00,-2.01,74.84,0.48,-1.14,0.0,90.195,235.715,48.545
2021-12-20 02:00:00,-2.195,74.635,0.445,-1.225,0.0,90.165,234.84,48.41
2021-12-20 03:00:00,-2.61,74.25,0.42,-0.8,0.0,90.15,233.755,48.39
2021-12-20 04:00:00,-3.42,75.655,0.28,-0.675,0.0,90.11,231.985,48.29
2021-12-20 05:00:00,-3.905,77.865,0.31,-0.005,0.0,90.085,230.9,48.39
2021-12-20 06:00:00,-3.93,77.935,0.3,0.04,0.0,90.065,230.14,48.32
2021-12-20 07:00:00,-4.26,78.395,0.3,0.13,0.0,90.06,229.46,48.265
2021-12-20 08:00:00,-4.105,77.385,0.48,2.46,0.0,90.055,228.415,48.155
2021-12-20 09:00:00,-6.045,83.675,0.46,15.275,0.0,90.075,224.75,48.25
2021-12-20 10:00:00,-6.54,85.495,0.59,119.15,0.0,90.085,223.42,47.755
2021-12-20 11:00:00,-4.695,87.65,0.76,353.015,0.0,90.085,227.21,47.62
2021-12-20 12:00:00,-6.525,92.705,0.525,36.265,0.0,90.075,221.505,47.415
2021-12-20 13:00:00,-7.45,94.35,0.64,36.68,0.0,90.07,229.28,46.94
2021-12-20 14:00:00,-8.46,94.495,0.385,32.1,0.0,90.015,217.98,46.655
2021-12-20 15:00:00,-8.445,93.665,0.41,23.645,0.0,90.01,217.505,47.175
2021-12-20 16:00:00,-8.71,93.46,0.47,11.07,0.0,90.025,216.4,47.775
2021-12-20 17:00:00,-9.26,93.615,0.395,0.59,0.0,90.005,216.01,48.03
2021-12-20 18:00:00,-9.775,93.69,0.415,0.015,0.0,90.01,223.575,47.9
2021-12-20 19:00:00,-10.15,94.07,0.5,-1.02,0.0,90.01,229.87,48.33
2021-12-20 20:00:00,-9.975,93.51,0.375,-0.47,0.0,89.985,231.555,48.12
2021-12-20 21:00:00,-9.385,93.225,0.31,0.215,0.0,89.97,235.575,48.205
2021-12-20 22:00:00,-9.245,92.275,0.33,-0.425,0.0,89.96,238.825,48.185
2021-12-20 23:00:00,-9.725,92.605,0.355,0.03,0.0,89.935,238.87,48.33
2021-12-21 00:00:00,-9.575,91.785,0.325,-0.075,0.0,89.93,240.295,48.26
2021-12-21 01:00:00,-10.31,91.49,0.5,-0.665,0.0,89.91,239.385,48.255
2021-12-21 02:00:00,-11.095,92.13,0.495,-0.29,0.0,89.905,241.69,48.22
2021-12-21 03:00:00,-11.575,92.375,0.455,-1.0,0.0,89.89,242.37,48.11
2021-12-21 04:00:00,-11.82,92.17,0.445,-0.545,0.0,89.87,237.99,48.08
2021-12-21 05:00:00,-11.545,91.78,0.43,-0.245,0.0,89.865,238.915,48.095
2021-12-21 06:00:00,-12.315,91.32,0.475,-0.35,0.0,89.885,240.405,48.05
2021-12-21 07:00:00,-12.695,92.275,0.495,1.1,0.0,89.915,249.55,47.99
2021-12-21 08:00:00,-11.175,92.015,0.505,2.165,0.0,89.955,258.345,47.955
2021-12-21 09:00:00,-11.975,91.72,0.425,12.495,0.0,89.93,248.77,47.595
2021-12-21 10:00:00,-9.775,93.55,0.31,86.79,0.0,89.9,254.295,47.6
2021-12-21 11:00:00,-5.99,92.84,0.45,207.81,0.0,89.89,280.5,46.96
2021-12-21 12:00:00,-8.935,92.02,0.455,26.98,0.0,89.885,253.33,46.715
2021-12-21 13:00:00,-10.075,92.13,0.395,28.585,0.0,89.855,243.33,46.68
2021-12-21 14:00:00,-10.5,92.125,0.48,26.335,0.0,89.82,240.265,46.705
2021-12-21 15:00:00,-10.98,91.99,0.41,19.495,0.0,89.84,236.76,46.68
2021-12-21 16:00:00,-11.64,91.43,0.42,9.63,0.0,89.88,233.78,46.77
2021-12-21 17:00:00,-12.03,91.61,0.425,0.66,0.0,89.895,231.745,47.115
2021-12-21 18:00:00,-12.01,91.575,0.425,0.035,0.0,89.895,232.61,47.25
2021-12-21 19:00:00,-11.675,91.7,0.35,-0.02,0.0,89.91,233.785,47.06
2021-12-21 20:00:00,-11.535,91.79,0.365,0.24,0.0,89.935,234.195,47.015
2021-12-21 21:00:00,-11.835,91.395,0.39,-0.085,0.0,89.985,233.225,46.99
2021-12-21 22:00:00,-12.13,91.2,0.35,-0.215,0.0,90.01,231.88,47.05
2021-12-21 23:00:00,-11.865,91.79,0.43,0.44,0.0,90.03,233.07,47.135
2021-12-22 00:00:00,-11.87,91.24,0.43,-0.23,0.0,90.035,233.845,47.09
2021-12-22 01:00:00,-11.975,91.26,0.345,-0.1,0.0,90.02,232.595,46.875
2021-12-22 02:00:00,-12.095,91.225,0.375,0.225,0.0,90.04,231.55,47.03
2021-12-22 03:00:00,-11.955,91.545,0.36,0.115,0.0,90.04,231.985,46.815
2021-12-22 04:00:00,-11.22,91.785,0.295,0.395,0.0,90.03,233.155,47.135
2021-12-22 05:00:00,-11.68,91.06,0.32,-0.06,0.0,90.05,232.26,46.64
2021-12-22 06:00:00,-11.185,91.88,0.325,0.54,0.0,90.035,233.435,46.9
2021-12-22 07:00:00,-10.83,91.915,0.305,0.455,0.0,90.03,234.52,46.72
2021-12-22 08:00:00,-10.545,91.76,0.345,2.425,0.0,90.05,235.28,46.42
2021-12-22 09:00:00,-10.805,92.0,0.35,12.735,0.0,90.08,235.09,46.9
2021-12-22 10:00:00,-9.94,93.31,0.375,74.645,0.0,90.115,238.145,47.38
2021-12-22 11:00:00,-6.4,93.845,0.45,249.45,0.0,90.155,256.14,47.75
2021-12-22 12:00:00,-8.755,92.12,0.44,25.015,0.0,90.095,238.98,48.035
2021-12-22 13:00:00,-8.865,92.205,0.425,27.955,0.0,89.99,232.02,48.12
2021-12-22 14:00:00,-9.02,91.995,0.4,26.71,0.0,90.005,229.675,48.035
2021-12-22 15:00:00,-9.01,91.16,0.385,22.975,0.0,90.045,228.0,48.19
2021-12-22 16:00:00,-8.155,91.445,0.385,14.355,0.0,90.025,229.135,48.005
2021-12-22 17:00:00,-7.575,90.935,0.32,1.325,0.0,90.025,228.435,48.225
2021-12-22 18:00:00,-7.365,89.425,0.33,0.54,0.0,90.05,228.905,48.17
2021-12-22 19:00:00,-6.74,86.815,0.425,1.005,0.0,90.015,229.265,48.135
2021-12-22 20:00:00,-6.02,83.01,0.375,0.705,0.0,89.98,230.215,48.1
2021-12-22 21:00:00,-7.23,82.92,0.495,0.0,0.0,89.99,227.025,48.265
2021-12-22 22:00:00,-8.325,85.265,0.39,0.155,0.0,89.98,224.105,48.42
2021-12-22 23:00:00,-8.1,85.115,0.34,0.67,0.0,89.935,224.995,48.725
2021-12-23 00:00:00,-7.54,84.14,0.3,0.765,0.0,89.955,228.515,48.345
2021-12-23 01:00:00,-6.935,83.08,0.305,0.77,0.0,89.97,231.87,48.58
2021-12-23 02:00:00,-6.645,81.67,0.335,0.955,0.0,89.97,237.64,48.7
2021-12-23 03:00:00,-6.095,81.275,0.295,0.815,0.0,89.96,238.935,48.13
2021-12-23 04:00:00,-5.19,78.745,0.43,1.16,0.0,89.875,247.705,48.25
2021-12-23 05:00:00,-4.68,77.005,0.435,-0.08,0.0,89.82,240.695,47.945
2021-12-23 06:00:00,-5.85,79.41,0.585,0.165,0.0,89.79,231.695,47.875
2021-12-23 07:00:00,-6.18,79.095,0.62,-0.53,0.0,89.825,229.47,47.835
2021-12-23 08:00:00,-5.6,78.325,0.55,1.72,0.0,89.825,231.03,47.485
2021-12-23 09:00:00,-5.775,77.91,0.45,13.62,0.0,89.825,231.235,47.36
2021-12-23 10:00:00,-4.815,75.93,0.385,92.26,0.0,89.84,235.585,47.01
2021-12-23 11:00:00,-1.445,67.945,0.565,238.98,0.0,89.82,249.13,46.6
2021-12-23 12:00:00,-2.655,73.715,0.56,43.305,0.0,89.795,245.52,46.54
2021-12-23 13:00:00,-3.075,75.885,0.5,47.98,0.0,89.72,248.82,46.555
2021-12-23 14:00:00,-1.315,73.42,0.505,77.305,0.0,89.67,271.34,46.53
2021-12-23 15:00:00,-0.895,78.0,0.54,37.775,0.0,89.68,269.165,46.565
2021-12-23 16:00:00,0.1,75.26,0.525,22.325,0.0,89.685,285.83,46.425
2021-12-23 17:00:00,0.475,64.675,0.445,-1.625,0.0,89.63,256.48,46.47
2021-12-23 18:00:00,-0.605,68.12,0.34,-1.92,0.0,89.625,258.83,46.535
2021-12-23 19:00:00,0.72,65.46,0.58,-0.015,0.0,89.665,284.28,46.445
2021-12-23 20:00:00,1.66,61.775,0.63,-2.62,0.0,89.665,278.27,46.37
2021-12-23 21:00:00,0.67,68.08,0.45,-3.47,0.0,89.64,265.21,46.67
2021-12-23 22:00:00,1.31,70.39,0.66,-2.125,0.0,89.61,269.345,46.645
2021-12-23 23:00:00,2.365,68.18,0.675,-3.56,0.0,89.57,265.975,46.585
2021-12-24 00:00:00,1.705,72.815,0.57,-3.88,0.0,89.53,262.54,46.865
2021-12-24 01:00:00,0.435,78.485,0.43,-3.31,0.0,89.49,259.355,46.695
2021-12-24 02:00:00,-0.165,80.78,0.61,-1.91,0.0,89.43,258.475,46.99
2021-12-24 03:00:00,0.03,80.185,0.66,-3.46,0.0,89.4,259.905,47.085
2021-12-24 04:00:00,-0.69,83.13,0.58,-2.795,0.0,89.315,260.465,47.15
2021-12-24 05:00:00,-1.01,84.83,0.655,-2.135,0.0,89.26,260.4,47.245
2021-12-24 06:00:00,-1.165,85.235,0.61,-2.075,0.0,89.225,262.475,47.165
2021-12-24 07:00:00,-1.49,86.065,0.6,-2.325,0.0,89.26,261.72,46.85
2021-12-24 08:00:00,-1.59,86.995,0.6,1.185,0.0,89.285,259.41,46.67
2021-12-24 09:00:00,-1.765,86.71,0.565,24.545,0.0,89.28,255.62,46.675
2021-12-24 10:00:00,-0.335,83.33,0.475,95.16,0.0,89.26,275.585,46.455
2021-12-24 11:00:00,1.71,80.075,0.625,136.16,0.0,89.26,301.245,46.31
2021-12-24 12:00:00,2.72,79.415,0.59,82.34,0.0,89.215,314.03,46.15
2021-12-24 13:00:00,3.28,77.27,0.56,82.675,0.0,89.13,318.74,46.39
2021-12-24 14:00:00,3.97,72.38,0.68,88.24,0.0,89.04,317.64,47.035
2021-12-24 15:00:00,5.86,61.85,1.42,61.51,0.0,88.98,316.77,45.83
2021-12-24 16:00:00,3.56,74.475,0.72,22.98,0.0,89.02,311.935,45.7
2021-12-24 17:00:00,3.06,77.835,0.795,1.345,0.0,89.01,314.0,46.255
2021-12-24 18:00:00,3.215,78.565,0.645,0.535,0.0,88.975,313.57,46.19
2021-12-24 19:00:00,2.88,79.625,0.745,-0.155,0.0,88.98,310.44,46.32
2021-12-24 20:00:00,1.935,84.09,0.815,-0.34,0.0,89.03,309.555,45.98
2021-12-24 21:00:00,2.13,84.22,0.675,-0.585,0.0,89.015,295.245,45.885
2021-12-24 22:00:00,1.77,86.025,0.72,-1.72,0.0,88.96,257.835,45.82
2021-12-24 23:00:00,1.565,85.9,0.57,0.44,0.0,88.945,280.43,46.075
2021-12-25 00:00:00,1.58,85.065,0.52,-0.18,0.0,88.93,281.605,46.01
2021-12-25 01:00:00,1.3,85.7,0.63,-0.215,0.0,88.875,273.865,46.075
2021-12-25 02:00:00,0.85,87.06,0.505,-0.21,0.0,88.855,271.23,46.235
2021-12-25 03:00:00,1.095,84.765,0.555,0.475,0.0,88.84,263.355,46.095
2021-12-25 04:00:00,1.22,81.555,0.475,-0.14,0.0,88.81,254.565,45.81
2021-12-25 05:00:00,4.47,63.745,1.73,0.595,0.0,88.76,264.505,45.34
2021-12-25 06:00:00,6.03,54.51,2.4,-1.19,0.0,88.745,277.835,45.34
2021-12-25 07:00:00,3.635,66.595,1.025,-3.205,0.0,88.735,275.99,45.315
2021-12-25 08:00:00,2.405,72.585,0.605,2.69,0.0,88.715,283.49,45.505
2021-12-25 09:00:00,1.68,77.78,0.51,37.64,0.0,88.725,278.945,45.35
2021-12-25 10:00:00,2.09,77.795,0.455,121.29,0.0,88.7,277.875,45.045
2021-12-25 11:00:00,3.63,72.85,0.535,166.565,0.0,88.725,270.69,44.82
2021-12-25 12:00:00,4.02,70.03,0.575,175.935,0.0,88.72,282.86,44.695
2021-12-25 13:00:00,4.19,71.675,0.55,171.675,0.0,88.67,289.9,44.07
2021-12-25 14:00:00,3.905,75.295,0.48,145.495,0.0,88.67,288.16,44.08
2021-12-25 15:00:00,3.14,78.25,0.4,85.18,0.0,88.65,273.66,44.995
2021-12-25 16:00:00,1.93,82.35,0.48,31.47,0.0,88.64,266.015,45.055
2021-12-25 17:00:00,0.445,86.575,0.5,0.675,0.0,88.68,262.225,45.065
2021-12-25 18:00:00,0.265,86.545,0.485,0.955,0.0,88.705,279.96,45.07
2021-12-25 19:00:00,1.415,82.315,0.48,1.065,0.0,88.71,300.62,45.145
2021-12-25 20:00:00,0.86,83.905,0.355,-0.47,0.0,88.705,280.24,44.96
2021-12-25 21:00:00,0.505,83.9,0.535,-0.105,0.0,88.685,273.99,44.92
2021-12-25 22:00:00,0.88,83.84,0.47,1.56,0.0,88.68,299.58,44.915
2021-12-25 23:00:00,1.41,84.89,0.47,0.63,0.0,88.7,304.88,44.97
2021-12-26 00:00:00,1.185,85.615,0.5,-0.365,0.0,88.695,295.75,44.865
2021-12-26 01:00:00,0.26,88.96,0.715,-0.35,0.0,88.715,287.475,44.855
2021-12-26 02:00:00,0.385,88.205,0.475,0.145,0.0,88.685,290.52,44.78
2021-12-26 03:00:00,0.77,87.1,0.6,0.44,0.0,88.69,293.035,44.745
2021-12-26 04:00:00,0.72,87.5,0.53,0.025,0.0,88.73,291.365,44.74
2021-12-26 05:00:00,0.71,88.765,0.35,0.62,0.0,88.74,305.97,44.735
2021-12-26 06:00:00,0.855,89.245,0.39,0.58,0.0,88.755,308.6,44.68
2021-12-26 07:00:00,1.16,88.67,0.415,0.465,0.2,88.765,311.365,44.64
2021-12-26 08:00:00,1.4,88.87,1.06,1.77,0.0,88.82,314.785,44.74
2021-12-26 09:00:00,1.435,92.52,0.725,24.845,0.0,88.84,314.2,44.96
2021-12-26 10:00:00,2.41,90.57,0.655,101.14,0.0,88.845,315.215,44.61
2021-12-26 11:00:00,2.77,91.16,0.425,120.25,0.0,88.83,297.965,44.8
2021-12-26 12:00:00,2.66,90.87,0.525,121.525,0.0,88.805,293.585,44.365
2021-12-26 13:00:00,2.775,89.595,0.355,132.58,0.0,88.78,296.21,44.105
2021-12-26 14:00:00,2.785,88.545,0.59,98.65,0.0,88.745,289.8,44.01
2021-12-26 15:00:00,2.155,89.58,0.35,64.985,0.0,88.79,298.645,43.9
2021-12-26 16:00:00,2.62,89.82,0.49,48.9,0.0,88.81,311.34,43.8
2021-12-26 17:00:00,1.295,93.08,0.525,0.035,0.0,88.82,298.645,43.495
2021-12-26 18:00:00,1.055,92.27,0.585,-0.865,0.0,88.81,288.35,43.47
2021-12-26 19:00:00,0.445,91.95,0.44,-0.305,0.0,88.82,289.22,43.39
2021-12-26 20:00:00,0.47,90.115,0.58,-0.55,0.0,88.81,281.775,43.38
2021-12-26 21:00:00,-0.17,90.205,0.465,-0.355,0.0,88.805,276.57,43.41
2021-12-26 22:00:00,0.075,88.535,0.715,-0.705,0.0,88.81,275.725,43.265
2021-12-26 23:00:00,-0.91,90.99,0.66,-1.25,0.0,88.805,268.25,43.23
2021-12-27 00:00:00,-0.915,89.87,0.55,-1.345,0.0,88.78,264.925,43.25
2021-12-27 01:00:00,-0.615,89.125,0.705,0.765,0.0,88.755,284.46,43.31
2021-12-27 02:00:00,0.92,87.365,0.575,0.95,0.0,88.765,304.02,43.28
2021-12-27 03:00:00,0.885,88.805,0.505,0.16,0.0,88.745,299.965,43.19
2021-12-27 04:00:00,0.21,87.65,0.815,-2.095,0.0,88.695,265.235,43.095
2021-12-27 05:00:00,-1.13,89.215,0.44,-1.075,0.0,88.665,263.45,43.23
2021-12-27 06:00:00,-0.835,87.1,0.625,-0.055,0.0,88.615,267.475,43.29
2021-12-27 07:00:00,-1.095,86.245,0.715,-1.01,0.0,88.57,258.505,43.285
2021-12-27 08:00:00,0.74,75.095,1.51,4.55,0.0,88.49,262.72,43.11
2021-12-27 09:00:00,7.125,44.98,3.735,49.365,0.0,88.47,278.61,42.445
2021-12-27 10:00:00,7.78,43.19,4.54,104.575,0.0,88.48,289.275,42.705
2021-12-27 11:00:00,8.385,40.965,4.23,166.16,0.0,88.45,295.405,41.995
2021-12-27 12:00:00,8.165,42.3,5.825,159.665,0.0,88.405,303.655,40.245
2021-12-27 13:00:00,5.075,62.68,3.99,127.86,0.0,88.405,311.265,39.045
2021-12-27 14:00:00,7.37,48.215,6.395,115.015,0.0,88.43,318.515,38.515
2021-12-27 15:00:00,6.855,52.51,5.845,53.665,0.0,88.45,323.055,37.955
2021-12-27 16:00:00,5.235,65.37,2.605,12.445,0.0,88.505,321.775,37.505
2021-12-27 17:00:00,1.03,94.605,0.74,0.39,0.0,88.62,313.32,37.425
2021-12-27 18:00:00,1.07,94.63,0.615,-0.195,0.2,88.69,315.39,37.2
2021-12-27 19:00:00,1.27,93.945,0.86,-0.525,0.0,88.775,315.175,37.265
2021-12-27 20:00:00,1.41,94.085,0.605,-0.605,0.0,88.8,313.99,37.215
2021-12-27 21:00:00,1.265,95.445,0.595,-1.3,0.0,88.79,305.595,37.105
2021-12-27 22:00:00,1.17,95.03,0.505,-1.805,0.0,88.74,300.43,36.985
2021-12-27 23:00:00,0.35,95.37,0.615,-1.735,0.0,88.76,292.55,36.845
2021-12-28 00:00:00,1.535,88.21,0.89,-0.81,0.0,88.705,303.575,36.8
2021-12-28 01:00:00,6.285,56.745,3.385,-5.69,0.0,88.625,281.65,36.7
2021-12-28 02:00:00,6.705,54.275,4.115,-0.835,0.0,88.555,302.985,36.54
2021-12-28 03:00:00,7.05,52.98,4.345,-0.615,0.0,88.45,296.385,36.08
2021-12-28 04:00:00,7.8,49.615,3.855,-0.01,0.2,88.415,323.475,35.535
2021-12-28 05:00:00,7.4,54.295,3.065,-0.355,0.6,88.47,328.695,35.165
2021-12-28 06:00:00,5.495,71.14,2.855,-3.02,0.2,88.535,329.805,34.575
2021-12-28 07:00:00,4.35,79.97,1.92,-2.01,0.0,88.58,327.16,34.35
2021-12-28 08:00:00,2.57,91.5,0.84,1.555,0.0,88.56,321.195,34.25
2021-12-28 09:00:00,2.5,94.48,1.01,44.03,0.0,88.65,322.79,34.04
2021-12-28 10:00:00,2.66,93.24,0.82,65.7,1.2,88.67,324.84,33.83
2021-12-28 11:00:00,3.17,92.3,0.775,50.445,0.0,88.74,327.49,33.015
2021-12-28 12:00:00,4.185,89.095,1.43,113.44,0.4,88.69,326.925,32.67
2021-12-28 13:00:00,3.91,91.825,1.07,62.245,0.0,88.72,330.98,32.4
2021-12-28 14:00:00,3.775,93.35,0.95,76.705,2.2,88.69,327.735,32.4
2021-12-28 15:00:00,3.555,93.755,0.845,16.365,2.8,88.75,329.2,32.33
