time,temp,RH,wind,SW_direct,SW_diffuse,ppt,vp_a,press,LW_in,snow_h,SW_global
2021-12-29 00:00:00,2.595,93.7,0.695,-0.279,-0.186,0.0,6.817,88.985,312.105,30.415,-0.465
2021-12-29 01:00:00,2.55,93.66,0.83,-0.249,-0.166,0.0,6.917,89.015,314.815,30.22,-0.41500000000000004
2021-12-29 02:00:00,2.48,93.14,0.845,0.072,0.048,0.0,6.917,89.08,320.695,30.12,0.12
2021-12-29 03:00:00,2.535,92.675,0.66,-0.162,-0.108,0.0,6.767,89.155,318.945,30.005,-0.27
2021-12-29 04:00:00,2.36,94.34,0.75,-0.348,-0.232,0.0,6.7,89.195,312.06,29.945,-0.58
2021-12-29 05:00:00,2.075,95.18,0.85,-0.417,-0.278,0.0,6.7,89.235,310.025,29.87,-0.6950000000000001
2021-12-29 06:00:00,2.42,93.195,0.915,-0.333,-0.222,0.0,6.7,89.29,313.345,29.835,-0.555
2021-12-29 07:00:00,2.315,93.3,0.66,-0.222,-0.148,0.0,6.717,89.33,314.45,29.795,-0.37
2021-12-29 08:00:00,2.24,93.17,0.66,0.126,0.084,0.0,6.417,89.43,318.225,29.755,0.21000000000000002
2021-12-29 09:00:00,1.695,93.705,0.52,1.155,0.77,0.0,6.017,89.57,319.195,29.71,1.925
2021-12-29 10:00:00,0.29,97.515,0.69,3.348,2.232,3.975,6.0,89.565,315.05,31.035,5.58
2021-12-29 11:00:00,0.305,98.11,25.18,5.181,3.454,3.645,6.1,89.53,315.155,32.25,8.635
2021-12-29 12:00:00,0.44,98.245,14.07,6.387,4.258,0.0,6.25,89.515,315.65,32.23,10.645
2021-12-29 13:00:00,0.96,97.86,2.96,7.419,4.946,0.0,6.533,89.485,315.65,32.1,12.364999999999998
2021-12-29 14:00:00,1.53,96.765,4.14,8.757,5.838,0.0,6.6,89.465,315.725,31.845,14.594999999999999
2021-12-29 15:00:00,1.585,97.755,1.62,5.436,3.624,0.0,6.567,89.475,315.8,31.66,9.06
2021-12-29 16:00:00,1.48,98.19,2.99,-0.999,-0.666,0.0,6.7,89.53,315.855,31.455,-1.665
2021-12-29 17:00:00,1.74,98.66,1.685,-3.594,-2.396,0.0,6.9,89.54,315.725,31.275,-5.99
2021-12-29 18:00:00,1.96,98.685,1.43,-2.844,-1.896,0.0,7.133,89.615,318.73,31.1,-4.74
2021-12-29 19:00:00,2.56,98.765,0.955,0.588,0.392,0.0,7.517,89.655,330.035,30.855,0.98
2021-12-29 20:00:00,2.825,98.87,0.775,0.78,0.52,0.0,7.75,89.705,332.54,30.13,1.3
2021-12-29 21:00:00,3.625,99.005,0.605,0.564,0.376,0.0,7.683,89.81,335.76,29.625,0.94
2021-12-29 22:00:00,3.23,99.16,0.695,0.621,0.414,0.0,7.8,89.895,334.62,29.065,1.035
2021-12-29 23:00:00,3.225,99.33,0.57,0.777,0.518,0.0,7.75,89.98,334.795,28.94,1.295
2021-12-30 00:00:00,3.425,99.45,0.55,0.678,0.452,0.0,7.717,90.055,333.975,28.935,1.1300000000000001
2021-12-30 01:00:00,3.43,99.45,0.67,0.534,0.356,0.0,7.85,90.095,333.53,29.025,0.89
2021-12-30 02:00:00,3.235,99.42,0.585,0.591,0.394,0.0,7.917,90.135,332.925,28.765,0.985
2021-12-30 03:00:00,3.725,99.525,0.82,0.66,0.44,0.0,7.767,90.205,333.245,28.445,1.1
2021-12-30 04:00:00,3.51,98.985,0.77,0.369,0.246,0.0,7.7,90.225,333.005,28.34,0.615
2021-12-30 05:00:00,3.015,99.045,0.475,0.537,0.358,0.0,7.783,90.275,332.72,27.615,0.895
2021-12-30 06:00:00,2.76,99.255,0.52,0.534,0.356,0.0,7.65,90.335,332.745,27.87,0.89
2021-12-30 07:00:00,2.89,99.55,0.635,0.636,0.424,0.0,7.6,90.39,330.93,27.24,1.06
2021-12-30 08:00:00,2.94,99.48,0.56,1.533,1.022,1.23,7.783,90.435,329.125,27.65,2.5549999999999997
2021-12-30 09:00:00,2.845,99.56,0.535,17.736,11.824,0.0,8.217,90.455,329.25,27.735,29.560000000000002
2021-12-30 10:00:00,3.735,99.645,0.62,37.911,25.274,0.0,8.467,90.47,334.24,27.665,63.185
2021-12-30 11:00:00,4.055,99.055,0.4,50.439,33.626,0.0,8.65,90.5,339.16,27.185,84.065
2021-12-30 12:00:00,4.225,98.28,0.44,64.365,42.91,0.0,8.6,90.5,337.175,26.27,107.27499999999999
2021-12-30 13:00:00,4.33,97.32,0.39,48.648,32.432,0.0,8.533,90.44,320.22,26.545,81.08000000000001
2021-12-30 14:00:00,4.46,97.35,0.315,35.364,23.576,0.0,8.483,90.435,316.665,26.465,58.94
2021-12-30 15:00:00,4.09,97.42,0.385,22.29,14.86,0.0,8.35,90.445,310.41,26.215,37.15
2021-12-30 16:00:00,4.045,97.605,0.515,10.962,7.308,0.0,7.967,90.46,309.37,26.045,18.27
2021-12-30 17:00:00,3.45,97.78,0.525,0.642,0.428,0.0,7.7,90.505,308.79,25.94,1.07
2021-12-30 18:00:00,2.915,98.125,0.53,-0.663,-0.442,0.0,7.567,90.565,308.51,25.9,-1.105
2021-12-30 19:00:00,2.75,97.855,0.55,-0.495,-0.33,0.0,7.383,90.595,308.39,25.68,-0.825
2021-12-30 20:00:00,2.61,96.765,0.625,-0.837,-0.558,0.0,7.267,90.585,308.43,25.4,-1.395
2021-12-30 21:00:00,2.425,96.085,0.725,-0.849,-0.566,0.0,7.1,90.57,307.575,25.345,-1.415
2021-12-30 22:00:00,2.085,96.145,0.5,-0.615,-0.41,0.0,6.983,90.56,305.78,25.265,-1.025
2021-12-30 23:00:00,1.83,95.55,0.445,-0.534,-0.356,0.0,6.817,90.59,304.425,25.16,-0.89
2021-12-31 00:00:00,1.61,94.8,0.38,-0.576,-0.384,0.0,6.6,90.59,303.22,25.21,-0.96
2021-12-31 01:00:00,1.29,93.92,0.455,-0.42,-0.28,0.0,6.533,90.585,301.59,25.13,-0.7
2021-12-31 02:00:00,1.275,92.205,0.48,-0.351,-0.234,0.0,6.417,90.58,301.125,25.06,-0.585
2021-12-31 03:00:00,1.535,90.795,0.51,-0.342,-0.228,0.0,6.317,90.58,301.735,25.16,-0.5700000000000001
2021-12-31 04:00:00,2.665,84.375,0.755,-0.489,-0.326,0.0,6.033,90.535,304.24,25.245,-0.815
2021-12-31 05:00:00,4.14,74.17,0.6,-0.363,-0.242,0.0,5.817,90.51,305.655,25.365,-0.605
2021-12-31 06:00:00,5.28,63.75,0.41,-0.288,-0.192,0.0,5.933,90.52,300.52,25.1,-0.48
2021-12-31 07:00:00,4.835,66.405,0.645,-0.684,-0.456,0.0,5.833,90.545,295.355,25.175,-1.1400000000000001
2021-12-31 08:00:00,3.08,74.63,0.64,0.888,0.592,0.0,5.617,90.57,289.595,25.035,1.48
2021-12-31 09:00:00,3.94,68.62,0.485,11.352,7.568,0.0,5.717,90.565,291.865,25.245,18.92
2021-12-31 10:00:00,7.085,52.545,0.785,45.117,30.078,0.0,5.933,90.575,299.035,25.15,75.195
2021-12-31 11:00:00,8.89,49.74,0.575,177.255,118.17,0.0,5.783,90.62,307.765,25.16,295.425
2021-12-31 12:00:00,6.625,57.13,0.585,29.769,19.846,0.0,5.833,90.585,291.615,25.45,49.614999999999995
2021-12-31 13:00:00,5.665,61.685,0.655,21.585,14.39,0.0,5.833,90.525,282.47,25.59,35.975
2021-12-31 14:00:00,6.09,58.375,0.605,20.328,13.552,0.0,6.05,90.48,279.955,25.56,33.879999999999995
2021-12-31 15:00:00,5.365,63.955,0.64,14.913,9.942,0.0,5.983,90.58,271.915,25.455,24.855
2021-12-31 16:00:00,3.57,73.7,0.635,8.325,5.55,0.0,5.85,90.685,263.2,25.71,13.875
2021-12-31 17:00:00,4.04,69.0,0.775,1.233,0.822,0.0,5.8,90.675,262.86,25.675,2.055
2021-12-31 18:00:00,5.135,62.565,0.825,-0.324,-0.216,0.0,5.8,90.665,264.105,25.47,-0.54
2021-12-31 19:00:00,4.07,67.56,0.49,-0.492,-0.328,0.0,5.783,90.71,261.83,25.52,-0.8200000000000001
2021-12-31 20:00:00,3.43,69.605,0.57,-0.06,-0.04,0.0,5.767,90.825,259.38,25.62,-0.1
2021-12-31 21:00:00,3.88,67.165,0.595,-0.039,-0.026,0.0,5.7,90.855,259.155,25.58,-0.065
2021-12-31 22:00:00,3.075,70.565,0.425,-0.009,-0.006,0.0,5.633,90.85,258.095,25.46,-0.015
2021-12-31 23:00:00,2.87,70.36,0.51,-0.078,-0.052,0.0,5.633,90.835,257.275,25.61,-0.13
2022-01-01 00:00:00,2.965,69.815,0.415,0.336,0.224,0.0,5.6,90.835,257.415,25.49,0.56
2022-01-01 01:00:00,2.85,70.315,0.385,0.063,0.042,0.0,5.517,90.86,256.295,25.445,0.10500000000000001
2022-01-01 02:00:00,2.72,70.055,0.375,0.594,0.396,0.0,5.417,90.86,256.325,25.55,0.99
2022-01-01 03:00:00,3.875,65.36,0.46,0.342,0.228,0.0,5.433,90.835,258.07,25.445,0.5700000000000001
2022-01-01 04:00:00,3.72,66.12,0.485,-0.105,-0.07,0.0,5.5,90.825,258.355,25.41,-0.175
2022-01-01 05:00:00,3.165,68.485,0.435,0.252,0.168,0.0,5.567,90.81,257.595,25.335,0.42000000000000004
2022-01-01 06:00:00,3.035,68.885,0.42,-0.039,-0.026,0.0,5.6,90.795,257.005,25.175,-0.065
2022-01-01 07:00:00,2.11,73.15,0.455,-0.015,-0.01,0.0,5.6,90.82,255.625,25.29,-0.025
2022-01-01 08:00:00,2.35,72.835,0.47,1.899,1.266,0.0,5.633,90.82,256.565,25.3,3.165
2022-01-01 09:00:00,2.935,69.88,0.42,9.426,6.284,0.0,5.85,90.83,258.14,25.205,15.71
2022-01-01 10:00:00,3.31,69.49,0.52,51.3,34.2,0.0,6.0,90.825,259.585,25.15,85.5
2022-01-01 11:00:00,6.45,61.815,0.64,185.301,123.534,0.0,6.083,90.84,268.625,24.92,308.835
2022-01-01 12:00:00,5.36,67.225,0.565,48.654,32.436,1.17,6.15,90.8,271.63,25.31,81.09
2022-01-01 13:00:00,5.325,66.09,0.49,43.812,29.208,0.0,6.1,90.745,273.715,25.18,73.02
2022-01-01 14:00:00,4.01,72.95,0.505,22.122,14.748,0.0,6.117,90.735,266.225,25.23,36.87
2022-01-01 15:00:00,3.63,73.02,0.46,16.722,11.148,0.0,5.9,90.71,264.65,25.095,27.87
2022-01-01 16:00:00,4.5,68.495,0.415,9.813,6.542,0.0,5.767,90.69,266.55,25.245,16.355
2022-01-01 17:00:00,5.59,62.56,0.44,1.692,1.128,0.0,5.817,90.67,268.605,25.265,2.82
2022-01-01 18:00:00,5.47,62.97,0.47,-0.018,-0.012,0.0,5.75,90.66,267.84,25.09,-0.03
2022-01-01 19:00:00,4.32,67.505,0.355,0.075,0.05,0.0,5.8,90.67,266.315,25.165,0.125
2022-01-01 20:00:00,5.305,62.92,0.565,0.354,0.236,0.0,5.867,90.66,267.32,25.08,0.59
2022-01-01 21:00:00,3.795,70.025,0.595,-0.114,-0.076,0.0,5.85,90.67,263.57,25.32,-0.19
2022-01-01 22:00:00,3.67,70.155,0.55,0.078,0.052,0.0,5.833,90.62,263.66,25.11,0.13
2022-01-01 23:00:00,2.98,73.2,0.775,-0.03,-0.02,0.0,5.85,90.63,262.56,25.275,-0.05
2022-01-02 00:00:00,3.635,70.485,0.62,-0.126,-0.084,0.0,5.8,90.605,264.0,25.075,-0.21000000000000002
2022-01-02 01:00:00,3.05,72.27,0.51,0.36,0.24,0.0,5.8,90.575,265.0,25.0,0.6
2022-01-02 02:00:00,2.555,74.6,0.395,0.057,0.038,0.0,5.783,90.58,264.65,25.03,0.095
2022-01-02 03:00:00,3.065,71.36,0.445,0.534,0.356,0.0,5.733,90.54,259.8,25.12,0.89
2022-01-02 04:00:00,3.3,69.675,0.47,0.129,0.086,0.0,5.65,90.465,259.19,25.095,0.215
2022-01-02 05:00:00,2.695,71.365,0.44,0.267,0.178,0.0,5.583,90.42,257.9,25.02,0.445
2022-01-02 06:00:00,2.49,70.79,0.55,0.048,0.032,0.0,5.417,90.35,258.52,24.94,0.08
2022-01-02 07:00:00,3.985,64.45,0.62,1.179,0.786,0.0,5.667,90.315,263.295,24.995,1.965
2022-01-02 08:00:00,3.61,68.15,0.59,3.456,2.304,0.0,5.567,90.36,265.25,24.82,5.76
2022-01-02 09:00:00,3.685,65.915,0.65,12.498,8.332,0.0,5.817,90.35,261.545,24.88,20.83
2022-01-02 10:00:00,3.3,70.935,0.645,34.821,23.214,0.0,6.083,90.38,264.175,25.025,58.035
2022-01-02 11:00:00,5.565,66.035,0.58,184.836,123.224,0.0,6.15,90.43,278.165,24.735,308.06
2022-01-02 12:00:00,5.97,64.225,0.7,66.894,44.596,0.0,6.35,90.4,278.655,24.92,111.49000000000001
2022-01-02 13:00:00,6.21,63.775,0.545,96.924,64.616,0.0,6.55,90.355,310.6,24.83,161.54000000000002
2022-01-02 14:00:00,5.595,68.39,0.745,58.938,39.292,0.0,6.617,90.36,288.265,24.88,98.23
2022-01-02 15:00:00,6.055,67.775,0.56,52.38,34.92,0.0,6.517,90.32,311.455,25.0,87.30000000000001
2022-01-02 16:00:00,5.595,70.04,0.585,15.48,10.32,0.0,6.25,90.33,324.315,24.91,25.8
2022-01-02 17:00:00,5.575,67.58,0.755,1.098,0.732,0.0,6.317,90.315,302.25,24.945,1.83
2022-01-02 18:00:00,5.175,68.74,0.81,0.213,0.142,0.0,6.35,90.32,309.115,25.08,0.355
2022-01-02 19:00:00,4.615,72.19,0.595,-0.171,-0.114,0.0,6.317,90.365,301.815,25.055,-0.28500000000000003
2022-01-02 20:00:00,4.45,73.255,0.46,0.444,0.296,0.0,6.3,90.365,311.83,25.155,0.74
2022-01-02 21:00:00,4.685,71.82,0.59,0.06,0.04,0.0,6.267,90.355,303.32,25.12,0.1
2022-01-02 22:00:00,4.655,71.28,0.635,-0.306,-0.204,0.0,6.25,90.32,282.55,25.205,-0.51
2022-01-02 23:00:00,4.0,74.775,0.575,-0.501,-0.334,0.0,6.233,90.32,276.445,25.12,-0.835
2022-01-03 00:00:00,3.935,74.745,0.635,-0.18,-0.12,0.0,6.267,90.32,276.07,25.115,-0.3
2022-01-03 01:00:00,3.975,74.345,0.515,-0.042,-0.028,0.0,6.317,90.3,278.98,25.15,-0.07
2022-01-03 02:00:00,4.32,72.98,0.84,0.405,0.27,0.0,6.417,90.285,292.31,25.1,0.675
2022-01-03 03:00:00,4.42,72.9,0.865,0.198,0.132,0.0,6.5,90.265,300.805,25.045,0.33
2022-01-03 04:00:00,4.46,74.025,0.785,-0.018,-0.012,0.0,6.533,90.2,307.905,25.105,-0.03
2022-01-03 05:00:00,4.095,76.66,0.595,0.165,0.11,0.0,6.467,90.2,311.605,25.015,0.275
2022-01-03 06:00:00,3.92,77.705,0.65,-0.348,-0.232,0.0,6.417,90.2,297.365,25.04,-0.58
2022-01-03 07:00:00,2.755,83.665,0.525,-0.126,-0.084,0.0,6.483,90.24,293.33,24.985,-0.21000000000000002
2022-01-03 08:00:00,2.625,85.85,0.4,1.845,1.23,0.0,6.617,90.205,303.875,25.025,3.075
2022-01-03 09:00:00,2.85,85.91,0.505,16.608,11.072,0.0,6.817,90.215,308.24,25.01,27.68
2022-01-03 10:00:00,3.29,85.145,0.54,44.724,29.816,0.0,7.083,90.245,311.79,24.96,74.53999999999999
2022-01-03 11:00:00,3.81,83.77,0.41,76.053,50.702,0.0,7.2,90.24,303.175,24.86,126.755
2022-01-03 12:00:00,4.595,80.955,0.605,93.786,62.524,0.0,7.4,90.185,311.055,24.825,156.31
2022-01-03 13:00:00,4.835,80.485,0.385,104.394,69.596,0.0,7.383,90.1,308.725,24.63,173.99
2022-01-03 14:00:00,5.165,78.915,0.5,98.943,65.962,0.0,7.217,90.03,302.79,24.475,164.905
2022-01-03 15:00:00,5.27,78.08,0.505,65.304,43.536,0.0,7.033,89.92,312.515,24.53,108.84
2022-01-03 16:00:00,4.805,79.485,0.58,19.434,12.956,0.0,6.867,89.85,315.53,24.805,32.39
2022-01-03 17:00:00,4.43,80.085,0.77,1.176,0.784,0.0,6.717,89.82,315.085,24.615,1.96
2022-01-03 18:00:00,3.94,81.175,0.805,0.162,0.108,0.0,6.533,89.76,317.185,24.135,0.27
2022-01-03 19:00:00,4.075,78.285,0.74,0.225,0.15,0.0,6.433,89.67,317.76,24.26,0.375
2022-01-03 20:00:00,3.56,80.225,0.685,0.216,0.144,0.0,6.4,89.615,317.02,24.355,0.36
2022-01-03 21:00:00,3.68,78.555,0.64,0.414,0.276,0.0,6.383,89.55,320.915,24.36,0.69
2022-01-03 22:00:00,3.735,78.27,0.845,0.36,0.24,0.0,6.467,89.435,319.725,24.31,0.6
2022-01-03 23:00:00,3.695,79.2,0.61,0.372,0.248,0.0,6.933,89.43,321.4,24.095,0.62
2022-01-04 00:00:00,6.025,68.315,1.48,0.222,0.148,0.0,7.733,89.345,333.075,23.71,0.37
2022-01-04 01:00:00,7.645,68.515,5.01,-2.724,-1.816,0.0,7.933,89.25,337.39,23.15,-4.54
2022-01-04 02:00:00,7.945,69.75,4.01,-1.68,-1.12,0.0,8.067,89.145,339.97,22.6,-2.8
2022-01-04 03:00:00,7.44,76.04,2.485,-1.392,-0.928,0.0,7.55,89.07,339.4,22.25,-2.32
2022-01-04 04:00:00,4.075,93.735,0.81,0.072,0.048,0.0,7.567,89.0,331.61,22.07,0.12
2022-01-04 05:00:00,3.71,96.01,0.75,0.42,0.28,0.0,8.183,88.93,330.485,21.84,0.7
2022-01-04 06:00:00,5.32,91.53,1.015,0.612,0.408,0.0,7.983,88.805,333.57,21.545,1.02
2022-01-04 07:00:00,4.45,96.215,0.97,0.105,0.07,0.0,7.967,88.84,327.865,21.605,0.175
2022-01-04 08:00:00,4.485,94.36,0.815,1.059,0.706,0.0,8.167,88.805,328.3,21.39,1.765
2022-01-04 09:00:00,4.815,93.055,1.035,19.839,13.226,0.0,8.433,88.775,327.52,21.215,33.065
2022-01-04 10:00:00,5.385,90.295,0.975,61.056,40.704,0.0,8.983,88.725,329.095,21.015,101.75999999999999
2022-01-04 11:00:00,6.53,87.93,0.64,120.801,80.534,0.0,8.9,88.71,338.675,20.6,201.335
2022-01-04 12:00:00,7.21,83.91,0.695,104.814,69.876,0.0,8.867,88.6,320.1,20.21,174.69
2022-01-04 13:00:00,6.245,87.77,0.685,87.606,58.404,0.0,8.567,88.5,308.885,19.76,146.01
2022-01-04 14:00:00,6.245,87.49,0.705,60.612,40.408,0.0,8.383,88.415,300.275,19.645,101.02000000000001
2022-01-04 15:00:00,6.66,83.48,1.165,46.287,30.858,0.0,7.933,88.375,305.595,19.825,77.145
2022-01-04 16:00:00,6.71,79.745,0.89,17.325,11.55,0.0,7.583,88.34,301.065,19.87,28.875
2022-01-04 17:00:00,5.435,81.87,0.92,0.564,0.376,0.0,7.333,88.29,288.595,19.94,0.94
2022-01-04 18:00:00,10.31,54.915,2.13,0.9,0.6,0.0,7.1,88.22,288.98,19.69,1.5
2022-01-04 19:00:00,8.795,58.825,1.03,-1.929,-1.286,0.0,7.0,88.23,277.0,19.41,-3.215
2022-01-04 20:00:00,8.99,56.73,1.315,-0.237,-0.158,0.0,6.983,88.255,288.65,19.66,-0.395
2022-01-04 21:00:00,5.83,72.085,0.685,-0.438,-0.292,0.0,6.883,88.275,319.385,19.675,-0.73
2022-01-04 22:00:00,8.34,58.925,1.67,1.698,1.132,0.0,7.1,88.27,331.935,19.675,2.83
2022-01-04 23:00:00,10.325,50.265,2.345,0.228,0.152,0.0,7.45,88.21,333.635,18.85,0.38
2022-01-05 00:00:00,6.825,70.335,0.83,-0.777,-0.518,0.0,7.683,88.26,329.23,18.185,-1.295
2022-01-05 01:00:00,5.045,87.285,0.7,-0.048,-0.032,1.14,6.533,88.32,330.89,18.565,-0.08
2022-01-05 02:00:00,3.015,92.455,0.855,-0.738,-0.492,0.0,5.833,88.445,324.86,18.65,-1.23
2022-01-05 03:00:00,0.68,95.035,0.7,-0.582,-0.388,0.0,5.733,88.62,315.88,18.69,-0.97
2022-01-05 04:00:00,0.13,96.645,0.54,-0.012,-0.008,5.985,5.783,88.645,315.7,20.685,-0.02
2022-01-05 05:00:00,-0.1,97.325,0.65,0.036,0.024,11.28,5.783,88.65,315.745,24.445,0.06
2022-01-05 06:00:00,-0.09,97.63,0.5,0.036,0.024,4.515,5.633,88.63,315.72,25.95,0.06
2022-01-05 07:00:00,-0.285,97.745,4.325,0.093,0.062,6.525,5.767,88.645,315.705,28.125,0.155
2022-01-05 08:00:00,-0.26,97.975,6.155,0.21,0.14,0.0,5.75,88.68,315.685,27.71,0.35
2022-01-05 09:00:00,-0.16,97.84,1.54,2.505,1.67,4.2,5.583,88.71,315.635,29.11,4.175
2022-01-05 10:00:00,-0.445,97.475,1.165,8.271,5.514,3.135,5.367,88.795,315.58,30.155,13.785
2022-01-05 11:00:00,-1.155,97.56,1.785,11.457,7.638,4.905,5.233,88.93,315.745,31.79,19.095
2022-01-05 12:00:00,-1.385,97.15,1.78,16.329,10.886,0.0,4.867,88.965,315.8,31.86,27.215
2022-01-05 13:00:00,-2.04,96.495,1.82,12.975,8.65,3.84,4.533,89.015,315.61,33.14,21.625
2022-01-05 14:00:00,-2.86,91.935,1.27,10.473,6.982,0.0,4.533,89.135,311.42,32.885,17.455000000000002
2022-01-05 15:00:00,-2.975,90.585,1.155,12.12,8.08,0.0,4.333,89.145,309.88,33.105,20.2
2022-01-05 16:00:00,-3.205,89.205,0.99,5.421,3.614,0.0,4.133,89.165,304.9,32.805,9.035
2022-01-05 17:00:00,-3.625,88.66,1.255,0.651,0.434,0.0,4.033,89.205,298.035,32.755,1.085
2022-01-05 18:00:00,-4.195,92.26,0.98,0.396,0.264,0.0,3.967,89.235,293.17,32.635,0.66
2022-01-05 19:00:00,-4.635,94.375,0.945,-0.36,-0.24,0.0,3.983,89.275,289.495,32.68,-0.6
2022-01-05 20:00:00,-4.625,93.94,1.06,-0.243,-0.162,0.0,3.933,89.31,290.315,32.585,-0.405
2022-01-05 21:00:00,-4.75,93.96,1.355,-0.276,-0.184,0.0,3.7,89.335,291.485,32.54,-0.46
2022-01-05 22:00:00,-5.33,92.895,1.085,0.33,0.22,0.0,3.667,89.375,289.975,32.295,0.55
2022-01-05 23:00:00,-5.875,94.76,3.04,-0.174,-0.116,0.0,3.8,89.395,286.24,32.245,-0.29
2022-01-06 00:00:00,-5.34,92.62,0.97,-0.258,-0.172,0.0,3.8,89.435,288.405,32.11,-0.43
2022-01-06 01:00:00,-5.3,91.575,1.84,-0.186,-0.124,0.0,3.55,89.435,288.94,31.96,-0.31
2022-01-06 02:00:00,-6.11,91.33,1.04,0.483,0.322,0.0,3.233,89.44,286.23,31.725,0.8049999999999999
2022-01-06 03:00:00,-8.185,92.31,2.15,0.708,0.472,0.0,3.267,89.475,277.735,31.38,1.18
2022-01-06 04:00:00,-7.885,94.665,1.365,-0.348,-0.232,0.0,3.383,89.495,275.195,31.33,-0.58
2022-01-06 05:00:00,-7.12,93.525,1.045,-0.342,-0.228,0.0,3.517,89.54,278.65,31.135,-0.5700000000000001
2022-01-06 06:00:00,-6.6,93.615,0.53,-0.336,-0.224,0.0,3.5,89.595,281.195,30.895,-0.56
2022-01-06 07:00:00,-6.625,92.96,0.79,0.03,0.02,0.0,3.433,89.615,282.185,30.645,0.05
2022-01-06 08:00:00,-6.895,93.41,0.955,0.345,0.23,0.0,3.45,89.655,280.78,30.365,0.575
2022-01-06 09:00:00,-7.205,93.63,1.31,3.813,2.542,0.0,3.517,89.685,280.43,30.015,6.355
2022-01-06 10:00:00,-6.865,92.735,0.58,12.567,8.378,0.0,3.667,89.685,283.29,29.835,20.945
2022-01-06 11:00:00,-4.305,85.535,0.425,63.369,42.246,0.0,3.867,89.71,302.02,29.55,105.61500000000001
2022-01-06 12:00:00,-4.985,86.65,0.43,22.974,15.316,2.205,4.1,89.725,311.82,30.285,38.29
2022-01-06 13:00:00,-5.65,90.07,0.36,14.988,9.992,0.0,4.483,89.715,299.17,30.405,24.98
2022-01-06 14:00:00,-4.64,89.775,0.34,17.091,11.394,0.0,4.267,89.7,301.375,30.28,28.485
2022-01-06 15:00:00,-4.21,87.67,0.355,10.2,6.8,0.0,3.767,89.71,304.87,30.125,17.0
2022-01-06 16:00:00,-5.67,90.11,0.38,5.568,3.712,0.0,3.567,89.76,296.29,30.03,9.28
2022-01-06 17:00:00,-6.97,94.605,0.31,0.429,0.286,0.0,3.483,89.835,281.93,30.02,0.715
2022-01-06 18:00:00,-6.97,95.14,0.37,0.09,0.06,0.0,3.317,89.84,279.56,29.91,0.15
2022-01-06 19:00:00,-6.715,90.15,0.57,-0.387,-0.258,0.0,3.15,89.83,276.385,29.835,-0.645
2022-01-06 20:00:00,-7.98,89.565,0.415,0.51,0.34,0.0,3.05,89.84,275.375,29.575,0.8500000000000001
2022-01-06 21:00:00,-9.08,93.95,0.375,0.054,0.036,0.0,3.0,89.845,268.58,29.59,0.09
2022-01-06 22:00:00,-9.195,93.325,0.385,-0.066,-0.044,0.0,3.0,89.845,266.415,29.445,-0.11
2022-01-06 23:00:00,-9.53,92.67,0.37,-0.237,-0.158,0.0,3.183,89.87,265.105,29.315,-0.395
2022-01-07 00:00:00,-7.565,92.005,0.51,-1.344,-0.896,0.0,3.033,89.91,270.8,29.355,-2.24
2022-01-07 01:00:00,-9.125,92.27,0.375,0.492,0.328,0.0,2.967,89.86,270.455,29.13,0.8200000000000001
2022-01-07 02:00:00,-9.035,91.775,0.57,-0.132,-0.088,0.0,2.8,89.805,268.245,28.975,-0.22
2022-01-07 03:00:00,-10.61,93.06,0.425,0.54,0.36,0.0,2.767,89.8,264.575,28.96,0.9
2022-01-07 04:00:00,-10.815,93.73,0.465,-0.12,-0.08,0.0,2.733,89.82,260.22,28.855,-0.2
2022-01-07 05:00:00,-10.085,92.83,0.525,-0.495,-0.33,0.0,2.7,89.785,262.05,28.865,-0.825
2022-01-07 06:00:00,-10.96,92.82,0.44,0.087,0.058,0.0,2.883,89.825,261.135,28.735,0.145
2022-01-07 07:00:00,-9.82,93.575,0.415,-0.672,-0.448,0.0,3.017,89.815,263.295,28.76,-1.12
2022-01-07 08:00:00,-8.885,93.6,0.395,-0.324,-0.216,0.0,3.167,89.81,268.0,28.885,-0.54
2022-01-07 09:00:00,-8.375,92.855,0.39,4.35,2.9,0.0,3.1,89.845,273.645,28.61,7.25
2022-01-07 10:00:00,-9.02,92.99,0.46,12.864,8.576,0.0,3.317,89.865,275.09,28.415,21.44
2022-01-07 11:00:00,-5.96,88.74,0.5,69.774,46.516,0.0,3.95,89.805,293.68,27.89,116.28999999999999
2022-01-07 12:00:00,-4.75,83.595,0.545,36.03,24.02,1.23,4.367,89.745,308.765,28.3,60.05
2022-01-07 13:00:00,-3.63,82.25,0.67,26.169,17.446,0.0,4.283,89.735,311.605,28.35,43.615
2022-01-07 14:00:00,-3.535,80.31,0.615,21.879,14.586,0.0,4.183,89.675,313.605,28.26,36.465
2022-01-07 15:00:00,-3.44,82.445,0.44,11.118,7.412,0.0,4.2,89.695,309.965,28.16,18.53
2022-01-07 16:00:00,-3.23,83.99,0.75,2.064,1.376,0.0,4.2,89.68,301.8,28.14,3.44
2022-01-07 17:00:00,-3.215,86.125,0.5,0.219,0.146,0.0,4.25,89.69,299.395,28.12,0.365
2022-01-07 18:00:00,-3.365,89.685,0.455,-0.183,-0.122,0.0,4.2,89.7,298.15,28.04,-0.305
2022-01-07 19:00:00,-3.86,93.675,0.51,-0.027,-0.018,2.085,4.2,89.785,298.0,28.735,-0.045
