,When,T_a,RH,v_a,Discharge,SW_direct,SW_diffuse,Prec,p_a,missing,LW_in
16808,2019-03-30 01:35:00,-3.324706573706234,91.93869574018146,0.49690542026031853,0.0,0.0,0.0,0.0,913.9393554775211,1,228.25846166666668
16809,2019-03-30 01:40:00,-3.393907795352731,91.96917534815756,0.5010936999126321,0.0,0.0,0.0,0.0,913.9198969673919,1,228.23469333333333
16810,2019-03-30 01:45:00,-3.463109016999228,91.99965495613364,0.5052819795649455,0.0,0.0,0.0,0.0,913.9004384572626,1,228.210925
16811,2019-03-30 01:50:00,-3.532310238645725,92.03013456410974,0.509470259217259,0.0,0.0,0.0,0.0,913.8809799471333,1,228.18715666666668
16812,2019-03-30 01:55:00,-3.6015114602922216,92.06061417208585,0.5136585388695725,0.0,0.0,0.0,0.0,913.8615214370041,1,228.16338833333333
16813,2019-03-30 02:00:00,-3.670712681938719,92.09109378006194,0.5178468185218859,0.0,0.0,0.0,0.0,913.8420629268749,1,228.13962
16814,2019-03-30 02:05:00,-3.6801787563934405,92.05714039323563,0.5184056866279578,0.0,0.0,0.0,0.0,913.8391258566035,1,228.2868525
16815,2019-03-30 02:10:00,-3.6896448308481626,92.0231870064093,0.5189645547340296,0.0,0.0,0.0,0.0,913.8361887863321,1,228.434085
16816,2019-03-30 02:15:00,-3.6991109053028848,91.989233619583,0.5195234228401016,0.0,0.0,0.0,0.0,913.8332517160608,1,228.5813175
16817,2019-03-30 02:20:00,-3.7085769797576065,91.95528023275668,0.5200822909461734,0.0,0.0,0.0,0.0,913.8303146457894,1,228.72855
16818,2019-03-30 02:25:00,-3.7180430542123286,91.92132684593037,0.5206411590522453,0.0,0.0,0.0,0.0,913.827377575518,1,228.8757825
16819,2019-03-30 02:30:00,-3.727509128667051,91.88737345910405,0.5212000271583173,0.0,0.0,0.0,0.0,913.8244405052468,1,229.023015
16820,2019-03-30 02:35:00,-3.736975203121773,91.85342007227774,0.5217588952643891,0.0,0.0,0.0,0.0,913.8215034349754,1,229.1702475
16821,2019-03-30 02:40:00,-3.746441277576495,91.81946668545143,0.522317763370461,0.0,0.0,0.0,0.0,913.818566364704,1,229.31748
16822,2019-03-30 02:45:00,-3.755907352031217,91.78551329862512,0.522876631476533,0.0,0.0,0.0,0.0,913.8156292944326,1,229.4647125
16823,2019-03-30 02:50:00,-3.765373426485939,91.75155991179881,0.5234354995826047,0.0,0.0,0.0,0.0,913.8126922241612,1,229.611945
16824,2019-03-30 02:55:00,-3.774839500940661,91.7176065249725,0.5239943676886767,0.0,0.0,0.0,0.0,913.8097551538899,1,229.7591775
16825,2019-03-30 03:00:00,-3.784305575395383,91.68365313814618,0.5245532357947486,0.0,0.0,0.0,0.0,913.8068180836185,1,229.90641
16826,2019-03-30 03:05:00,-3.8196592902327193,91.70173256665072,0.5248081370936635,0.0,0.0,0.0,0.0,913.7953316213687,1,229.9981425
16827,2019-03-30 03:10:00,-3.8550130050700555,91.71981199515528,0.5250630383925785,0.0,0.0,0.0,0.0,913.7838451591189,1,230.089875
16828,2019-03-30 03:15:00,-3.8903667199073917,91.73789142365983,0.5253179396914935,0.0,0.0,0.0,0.0,913.7723586968691,1,230.18160749999998
16829,2019-03-30 03:20:00,-3.925720434744728,91.75597085216438,0.5255728409904086,0.0,0.0,0.0,0.0,913.7608722346192,1,230.27334
16830,2019-03-30 03:25:00,-3.9610741495820645,91.77405028066892,0.5258277422893236,0.0,0.0,0.0,0.0,913.7493857723694,1,230.3650725
16831,2019-03-30 03:30:00,-3.9964278644194007,91.79212970917348,0.5260826435882386,0.0,0.0,0.0,0.0,913.7378993101196,1,230.456805
16832,2019-03-30 03:35:00,-4.031781579256736,91.81020913767803,0.5263375448871537,0.0,0.0,0.0,0.0,913.7264128478698,1,230.5485375
16833,2019-03-30 03:40:00,-4.067135294094073,91.82828856618258,0.5265924461860686,0.0,0.0,0.0,0.0,913.7149263856198,1,230.64027000000002
16834,2019-03-30 03:45:00,-4.10248900893141,91.84636799468711,0.5268473474849835,0.0,0.0,0.0,0.0,913.7034399233701,1,230.73200250000002
16835,2019-03-30 03:50:00,-4.137842723768745,91.86444742319168,0.5271022487838986,0.0,0.0,0.0,0.0,913.6919534611203,1,230.823735
16836,2019-03-30 03:55:00,-4.173196438606082,91.88252685169623,0.5273571500828136,0.0,0.0,0.0,0.0,913.6804669988704,1,230.9154675
16837,2019-03-30 04:00:00,-4.208550153443418,91.90060628020078,0.5276120513817286,0.0,0.0,0.0,0.0,913.6689805366207,1,231.0072
16838,2019-03-30 04:05:00,-4.2378818713831645,91.76964135030124,0.5275548481794369,0.0,0.0,0.0,0.0,913.6718135506882,1,230.65531083333335
16839,2019-03-30 04:10:00,-4.26721358932291,91.63867642040171,0.5274976449771451,0.0,0.0,0.0,0.0,913.6746465647556,1,230.30342166666668
16840,2019-03-30 04:15:00,-4.296545307262656,91.50771149050217,0.5274404417748535,0.0,0.0,0.0,0.0,913.677479578823,1,229.9515325
16841,2019-03-30 04:20:00,-4.325877025202402,91.37674656060264,0.5273832385725618,0.0,0.0,0.0,0.0,913.6803125928905,1,229.59964333333335
16842,2019-03-30 04:25:00,-4.355208743142148,91.2457816307031,0.52732603537027,0.0,0.0,0.0,0.0,913.683145606958,1,229.24775416666668
16843,2019-03-30 04:30:00,-4.384540461081894,91.11481670080357,0.5272688321679784,0.0,0.0,0.0,0.0,913.6859786210254,1,228.89586500000001
16844,2019-03-30 04:35:00,-4.41387217902164,90.98385177090404,0.5272116289656865,0.0,0.0,0.0,0.0,913.6888116350929,1,228.54397583333332
16845,2019-03-30 04:40:00,-4.443203896961386,90.85288684100452,0.5271544257633949,0.0,0.0,0.0,0.0,913.6916446491604,1,228.19208666666665
16846,2019-03-30 04:45:00,-4.4725356149011315,90.72192191110497,0.5270972225611031,0.0,0.0,0.0,0.0,913.6944776632279,1,227.8401975
16847,2019-03-30 04:50:00,-4.501867332840877,90.59095698120544,0.5270400193588114,0.0,0.0,0.0,0.0,913.6973106772953,1,227.48830833333332
16848,2019-03-30 04:55:00,-4.531199050780624,90.45999205130592,0.5269828161565198,0.0,0.0,0.0,0.0,913.7001436913627,1,227.13641916666666
16849,2019-03-30 05:00:00,-4.56053076872037,90.32902712140638,0.5269256129542279,0.0,0.0,0.0,0.0,913.7029767054302,1,226.78453
16850,2019-03-30 05:05:00,-4.522183066724909,90.26692924165054,0.528755636739678,0.0,0.8927350000000001,1.0029016666666666,0.0,913.6892345732119,1,226.99212416666666
16851,2019-03-30 05:10:00,-4.483835364729449,90.20483136189472,0.5305856605251278,0.0,1.7854700000000001,2.005803333333333,0.0,913.6754924409937,1,227.19971833333332
16852,2019-03-30 05:15:00,-4.445487662733989,90.14273348213887,0.5324156843105778,0.0,2.678205,3.008705,0.0,913.6617503087755,1,227.4073125
16853,2019-03-30 05:20:00,-4.407139960738529,90.08063560238304,0.5342457080960278,0.0,3.5709400000000002,4.011606666666666,0.0,913.6480081765573,1,227.61490666666666
16854,2019-03-30 05:25:00,-4.368792258743068,90.0185377226272,0.5360757318814777,0.0,4.463675,5.014508333333333,0.0,913.634266044339,1,227.82250083333332
16855,2019-03-30 05:30:00,-4.330444556747609,89.95643984287136,0.5379057556669277,0.0,5.35641,6.01741,0.0,913.6205239121207,1,228.030095
16856,2019-03-30 05:35:00,-4.292096854752148,89.89434196311552,0.5397357794523776,0.0,6.249145,7.020311666666666,0.0,913.6067817799025,1,228.23768916666666
16857,2019-03-30 05:40:00,-4.253749152756687,89.83224408335968,0.5415658032378277,0.0,7.1418800000000005,8.023213333333333,0.0,913.5930396476842,1,228.44528333333332
