,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing,LW_in,a,vp_a,Discharge
5245,2019-03-26 08:15:00,0.483,-0.237,81.324,1.113,177.646,114.857,0,912.796,1,242.363,0.35,4.881,0.0
5246,2019-03-26 08:30:00,0.521,-0.014,80.123,1.148,189.065,135.367,0,912.843,1,242.082,0.35,4.888,0.0
5247,2019-03-26 08:45:00,0.558,0.208,78.922,1.183,200.484,155.877,0,912.89,1,241.8,0.35,4.893,0.0
5248,2019-03-26 09:00:00,0.593,0.431,77.72,1.218,211.903,176.387,0,912.936,1,241.518,0.35,4.897,0.0
5249,2019-03-26 09:15:00,0.626,0.673,76.514,1.257,244.569,175.021,0,913.018,1,242.779,0.35,4.906,0.0
5250,2019-03-26 09:30:00,0.657,0.914,75.308,1.296,277.236,173.654,0,913.1,1,244.04,0.35,4.914,0.0
5251,2019-03-26 09:45:00,0.686,1.155,74.102,1.335,309.902,172.288,0,913.181,1,245.301,0.35,4.92,0.0
5252,2019-03-26 10:00:00,0.711,1.397,72.896,1.374,342.568,170.922,0,913.263,1,246.562,0.35,4.925,0.0
5253,2019-03-26 10:15:00,0.734,1.651,72.003,1.358,350.474,191.666,0,913.199,1,247.146,0.35,4.954,0.0
5254,2019-03-26 10:30:00,0.754,1.905,71.11,1.342,358.38,212.41,0,913.136,1,247.729,0.35,4.983,0.0
5255,2019-03-26 10:45:00,0.77,2.159,70.216,1.326,366.287,233.153,0,913.073,1,248.312,0.35,5.011,0.0
5256,2019-03-26 11:00:00,0.782,2.414,69.323,1.31,374.193,253.897,0,913.01,1,248.896,0.35,5.038,0.0
5257,2019-03-26 11:15:00,0.79,2.566,69.049,1.299,424.546,233.9,0,913.043,1,243.02,0.35,5.073,0.0
5258,2019-03-26 11:30:00,0.794,2.719,68.775,1.288,474.898,213.904,0,913.075,1,237.144,0.35,5.108,0.0
5259,2019-03-26 11:45:00,0.794,2.872,68.501,1.277,525.25,193.908,0,913.108,1,231.269,0.35,5.143,0.0
5260,2019-03-26 12:00:00,0.789,3.025,68.227,1.266,575.603,173.911,0,913.141,1,225.393,0.35,5.178,0.0
5261,2019-03-26 12:15:00,0.781,3.113,68.224,1.293,582.095,167.049,0,913.122,1,223.494,0.35,5.21,0.0
5262,2019-03-26 12:30:00,0.768,3.201,68.221,1.32,588.588,160.187,0,913.104,1,221.594,0.35,5.243,0.0
5263,2019-03-26 12:45:00,0.752,3.289,68.218,1.347,595.08,153.325,0,913.086,1,219.694,0.35,5.275,0.0
5264,2019-03-26 13:00:00,0.732,3.377,68.214,1.374,601.572,146.463,0,913.067,1,217.795,0.35,5.308,0.0
5265,2019-03-26 13:15:00,0.709,3.447,68.139,1.356,592.425,137.42,0,913.044,1,217.719,0.35,5.329,0.0
5266,2019-03-26 13:30:00,0.683,3.518,68.064,1.338,583.278,128.378,0,913.02,1,217.643,0.35,5.349,0.0
5267,2019-03-26 13:45:00,0.655,3.589,67.99,1.321,574.131,119.336,0,912.996,1,217.567,0.35,5.37,0.0
5268,2019-03-26 14:00:00,0.623,3.659,67.915,1.303,564.984,110.293,0,912.973,1,217.491,0.35,5.391,0.0
5269,2019-03-26 14:15:00,0.59,3.642,67.883,1.269,531.431,108.913,0,912.917,1,218.523,0.35,5.382,0.0
5270,2019-03-26 14:30:00,0.555,3.625,67.851,1.235,497.878,107.534,0,912.86,1,219.554,0.35,5.373,0.0
5271,2019-03-26 14:45:00,0.518,3.607,67.819,1.2,464.324,106.154,0,912.804,1,220.586,0.35,5.364,0.0
5272,2019-03-26 15:00:00,0.479,3.59,67.787,1.166,430.771,104.774,0,912.748,1,221.618,0.35,5.355,0.0
5273,2019-03-26 15:15:00,0.439,3.474,68.007,1.137,396.922,99.311,0,912.739,1,220.571,0.35,5.328,0.0
5274,2019-03-26 15:30:00,0.399,3.357,68.228,1.108,363.073,93.848,0,912.73,1,219.524,0.35,5.302,0.0
5275,2019-03-26 15:45:00,0.357,3.241,68.449,1.078,329.224,88.384,0,912.721,1,218.478,0.35,5.275,0.0
5276,2019-03-26 16:00:00,0.314,3.124,68.669,1.049,295.375,82.921,0,912.712,1,217.431,0.35,5.249,0.0
5277,2019-03-26 16:15:00,0.271,2.81,69.474,1.008,255.034,76.528,0,912.671,1,217.234,0.35,5.193,0.0
5278,2019-03-26 16:30:00,0.227,2.496,70.278,0.967,214.693,70.136,0,912.629,1,217.037,0.35,5.137,0.0
5279,2019-03-26 16:45:00,0.183,2.183,71.082,0.926,174.352,63.743,0,912.588,1,216.84,0.35,5.081,0.0
5280,2019-03-26 17:00:00,0.138,1.869,71.886,0.885,134.011,57.35,0,912.547,1,216.643,0.35,5.024,0.0
5281,2019-03-26 17:15:00,0.093,1.52,72.396,0.88,105.21,46.871,0,912.68,1,216.502,0.35,4.935,0.0
5282,2019-03-26 17:30:00,0.049,1.171,72.906,0.874,76.408,36.392,0,912.814,1,216.361,0.35,4.846,0.0
5283,2019-03-26 17:45:00,0.004,0.821,73.416,0.868,47.607,25.912,0,912.947,1,216.22,0.35,4.759,0.0
5284,2019-03-26 18:00:00,0.0,0.472,73.926,0.863,18.805,15.433,0,913.08,1,216.079,0.35,4.672,0.0
5285,2019-03-26 18:15:00,0.0,0.237,74.763,0.852,14.104,11.575,0,913.143,1,215.266,0.35,4.645,0.0
5286,2019-03-26 18:30:00,0.0,0.001,75.6,0.842,9.402,7.716,0,913.205,1,214.452,0.35,4.617,0.0
5287,2019-03-26 18:45:00,0.0,-0.234,76.437,0.832,4.701,3.858,0,913.268,1,213.639,0.35,4.589,3.58
5288,2019-03-26 19:00:00,0.0,-0.47,77.274,0.822,0.0,0.0,0,913.33,1,212.826,0.35,4.56,3.58
5289,2019-03-26 19:15:00,0.0,-0.675,77.817,0.799,0.0,0.0,0,913.416,1,212.981,0.35,4.524,3.58
5290,2019-03-26 19:30:00,0.0,-0.881,78.361,0.776,0.0,0.0,0,913.502,1,213.136,0.35,4.487,3.58
5291,2019-03-26 19:45:00,0.0,-1.087,78.905,0.754,0.0,0.0,0,913.588,1,213.291,0.35,4.451,3.58
5292,2019-03-26 20:00:00,0.0,-1.293,79.449,0.731,0.0,0.0,0,913.674,1,213.446,0.35,4.414,3.58
5293,2019-03-26 20:15:00,0.0,-1.422,79.881,0.706,0.0,0.0,0,913.68,1,213.978,0.35,4.396,3.58
5294,2019-03-26 20:30:00,0.0,-1.551,80.313,0.68,0.0,0.0,0,913.686,1,214.51,0.35,4.378,3.58
5295,2019-03-26 20:45:00,0.0,-1.68,80.745,0.655,0.0,0.0,0,913.692,1,215.043,0.35,4.36,3.58
5296,2019-03-26 21:00:00,0.0,-1.809,81.177,0.63,0.0,0.0,0,913.698,1,215.575,0.35,4.342,3.58
5297,2019-03-26 21:15:00,0.0,-1.897,81.627,0.654,0.0,0.0,0,913.775,1,214.677,0.35,4.337,3.58
5298,2019-03-26 21:30:00,0.0,-1.985,82.077,0.679,0.0,0.0,0,913.853,1,213.78,0.35,4.333,3.58
5299,2019-03-26 21:45:00,0.0,-2.072,82.527,0.703,0.0,0.0,0,913.931,1,212.882,0.35,4.329,3.58
5300,2019-03-26 22:00:00,0.0,-2.16,82.977,0.727,0.0,0.0,0,914.009,1,211.984,0.35,4.324,3.58
5301,2019-03-26 22:15:00,0.0,-2.362,83.391,0.708,0.0,0.0,0,913.94,1,212.198,0.35,4.281,3.58
5302,2019-03-26 22:30:00,0.0,-2.564,83.804,0.688,0.0,0.0,0,913.87,1,212.412,0.35,4.238,3.58
5303,2019-03-26 22:45:00,0.0,-2.766,84.218,0.668,0.0,0.0,0,913.801,1,212.625,0.35,4.196,3.58
5304,2019-03-26 23:00:00,0.0,-2.968,84.631,0.648,0.0,0.0,0,913.732,1,212.839,0.35,4.153,3.58
5305,2019-03-26 23:15:00,0.0,-3.079,84.786,0.642,0.0,0.0,0,913.687,1,212.616,0.35,4.126,3.58
5306,2019-03-26 23:30:00,0.0,-3.191,84.941,0.636,0.0,0.0,0,913.642,1,212.392,0.35,4.099,3.58
5307,2019-03-26 23:45:00,0.0,-3.303,85.095,0.629,0.0,0.0,0,913.597,1,212.168,0.35,4.073,3.58
5308,2019-03-27 00:00:00,0.0,-3.414,85.25,0.623,0.0,0.0,0,913.553,1,211.945,0.35,4.046,3.58
5309,2019-03-27 00:15:00,0.0,-3.478,85.329,0.623,0.0,0.0,0,913.546,1,212.064,0.35,4.03,3.58
5310,2019-03-27 00:30:00,0.0,-3.542,85.407,0.623,0.0,0.0,0,913.539,1,212.182,0.35,4.015,3.58
5311,2019-03-27 00:45:00,0.0,-3.606,85.486,0.623,0.0,0.0,0,913.532,1,212.301,0.35,3.999,3.58
5312,2019-03-27 01:00:00,0.0,-3.67,85.565,0.623,0.0,0.0,0,913.524,1,212.42,0.35,3.984,3.58
5313,2019-03-27 01:15:00,0.0,-3.695,85.405,0.626,0.0,0.0,0,913.473,1,212.427,0.35,3.969,3.58
5314,2019-03-27 01:30:00,0.0,-3.719,85.246,0.629,0.0,0.0,0,913.422,1,212.434,0.35,3.954,3.58
5315,2019-03-27 01:45:00,0.0,-3.744,85.086,0.632,0.0,0.0,0,913.371,1,212.442,0.35,3.94,3.58
5316,2019-03-27 02:00:00,0.0,-3.768,84.927,0.635,0.0,0.0,0,913.32,1,212.449,0.35,3.925,3.58
5317,2019-03-27 02:15:00,0.0,-3.908,85.105,0.625,0.0,0.0,0,913.256,1,212.264,0.35,3.892,3.58
5318,2019-03-27 02:30:00,0.0,-4.048,85.283,0.614,0.0,0.0,0,913.192,1,212.079,0.35,3.859,3.58
5319,2019-03-27 02:45:00,0.0,-4.188,85.461,0.604,0.0,0.0,0,913.128,1,211.894,0.35,3.827,3.58
5320,2019-03-27 03:00:00,0.0,-4.328,85.639,0.593,0.0,0.0,0,913.063,1,211.709,0.35,3.795,3.58
5321,2019-03-27 03:15:00,0.0,-4.367,85.882,0.604,0.0,0.0,0,913.046,1,211.889,0.35,3.794,3.58
5322,2019-03-27 03:30:00,0.0,-4.407,86.125,0.615,0.0,0.0,0,913.028,1,212.068,0.35,3.793,3.58
5323,2019-03-27 03:45:00,0.0,-4.447,86.368,0.626,0.0,0.0,0,913.01,1,212.248,0.35,3.793,3.58
5324,2019-03-27 04:00:00,0.0,-4.487,86.611,0.637,0.0,0.0,0,912.993,1,212.428,0.35,3.792,3.58
5325,2019-03-27 04:15:00,0.0,-4.545,86.576,0.631,0.0,0.0,0,913.04,1,211.998,0.35,3.774,3.58
5326,2019-03-27 04:30:00,0.0,-4.604,86.541,0.625,0.0,0.0,0,913.086,1,211.568,0.35,3.755,3.58
5327,2019-03-27 04:45:00,0.0,-4.663,86.505,0.62,0.0,0.0,0,913.133,1,211.137,0.35,3.737,3.58
5328,2019-03-27 05:00:00,0.0,-4.722,86.47,0.614,0.0,0.0,0,913.18,1,210.707,0.35,3.719,3.58
5329,2019-03-27 05:15:00,0.0,-4.665,86.497,0.608,1.886,2.151,0,913.148,1,210.416,0.35,3.736,3.58
5330,2019-03-27 05:30:00,0.013,-4.608,86.524,0.602,3.773,4.302,0,913.116,1,210.125,0.35,3.754,3.58
5331,2019-03-27 05:45:00,0.058,-4.551,86.551,0.596,5.66,6.452,0,913.084,1,209.834,0.35,3.771,3.58
5332,2019-03-27 06:00:00,0.102,-4.493,86.578,0.589,7.546,8.603,0,913.052,1,209.543,0.35,3.789,3.58
5333,2019-03-27 06:15:00,0.147,-3.976,85.9,0.583,30.794,18.971,0,913.073,1,210.211,0.35,3.909,3.58
5334,2019-03-27 06:30:00,0.192,-3.458,85.222,0.577,54.043,29.34,0,913.095,1,210.878,0.35,4.032,3.58
5335,2019-03-27 06:45:00,0.236,-2.94,84.544,0.571,77.292,39.708,0,913.116,1,211.546,0.35,4.157,3.58
5336,2019-03-27 07:00:00,0.28,-2.422,83.866,0.565,100.54,50.076,0,913.137,1,212.214,0.35,4.286,0.0
5337,2019-03-27 07:15:00,0.324,-1.866,82.721,0.612,139.182,57.267,0,913.17,1,213.638,0.35,4.406,0.0
5338,2019-03-27 07:30:00,0.366,-1.309,81.575,0.658,177.824,64.458,0,913.202,1,215.061,0.35,4.527,0.0
5339,2019-03-27 07:45:00,0.408,-0.753,80.43,0.705,216.465,71.649,0,913.235,1,216.484,0.35,4.649,0.0
5340,2019-03-27 08:00:00,0.449,-0.196,79.284,0.751,255.107,78.84,0,913.268,1,217.908,0.35,4.773,0.0
5341,2019-03-27 08:15:00,0.489,0.206,78.094,0.786,294.533,82.826,0,913.308,1,218.148,0.35,4.841,0.0
5342,2019-03-27 08:30:00,0.527,0.609,76.904,0.82,333.959,86.811,0,913.349,1,218.388,0.35,4.909,0.0
5343,2019-03-27 08:45:00,0.564,1.011,75.715,0.855,373.385,90.796,0,913.389,1,218.628,0.35,4.975,0.0
5344,2019-03-27 09:00:00,0.6,1.414,74.525,0.889,412.811,94.782,0,913.43,1,218.868,0.35,5.041,0.0
5345,2019-03-27 09:15:00,0.633,1.795,73.782,0.903,442.902,98.598,0,913.512,1,219.786,0.35,5.13,0.0
5346,2019-03-27 09:30:00,0.664,2.176,73.039,0.917,472.994,102.414,0,913.594,1,220.704,0.35,5.218,0.0
5347,2019-03-27 09:45:00,0.692,2.557,72.297,0.931,503.086,106.23,0,913.677,1,221.622,0.35,5.308,0.0
5348,2019-03-27 10:00:00,0.718,2.939,71.554,0.944,533.177,110.046,0,913.759,1,222.54,0.35,5.398,0.0
5349,2019-03-27 10:15:00,0.741,3.175,71.316,1.011,550.74,112.819,0,913.797,1,223.735,0.35,5.471,0.0
5350,2019-03-27 10:30:00,0.761,3.412,71.078,1.078,568.302,115.592,0,913.835,1,224.93,0.35,5.545,0.0
5351,2019-03-27 10:45:00,0.777,3.648,70.84,1.145,585.865,118.364,0,913.872,1,226.125,0.35,5.619,0.0
5352,2019-03-27 11:00:00,0.789,3.885,70.603,1.212,603.428,121.137,0,913.91,1,227.32,0.35,5.694,0.0
5353,2019-03-27 11:15:00,0.797,4.184,69.676,1.234,617.653,119.361,0,913.884,1,227.97,0.35,5.739,0.0
5354,2019-03-27 11:30:00,0.801,4.483,68.75,1.256,631.878,117.586,0,913.857,1,228.62,0.35,5.783,0.0
5355,2019-03-27 11:45:00,0.8,4.782,67.824,1.278,646.103,115.81,0,913.831,1,229.269,0.35,5.826,0.0
5356,2019-03-27 12:00:00,0.796,5.081,66.898,1.301,660.328,114.034,0,913.804,1,229.919,0.35,5.868,0.0
5357,2019-03-27 12:15:00,0.787,5.238,66.638,1.3,642.408,118.955,0,913.804,1,233.158,0.35,5.909,0.0
5358,2019-03-27 12:30:00,0.775,5.395,66.379,1.298,624.489,123.876,0,913.803,1,236.397,0.35,5.951,0.0
5359,2019-03-27 12:45:00,0.758,5.551,66.119,1.297,606.57,128.797,0,913.803,1,239.636,0.35,5.992,0.0
5360,2019-03-27 13:00:00,0.738,5.708,65.86,1.296,588.65,133.718,0,913.802,1,242.875,0.35,6.034,0.0
5361,2019-03-27 13:15:00,0.715,5.732,66.025,1.277,557.113,142.117,0,913.808,1,244.876,0.35,6.059,0.0
5362,2019-03-27 13:30:00,0.689,5.756,66.19,1.259,525.576,150.516,0,913.813,1,246.878,0.35,6.085,0.0
5363,2019-03-27 13:45:00,0.66,5.779,66.356,1.24,494.04,158.916,0,913.818,1,248.88,0.35,6.11,0.0
5364,2019-03-27 14:00:00,0.629,5.803,66.521,1.222,462.503,167.315,0,913.824,1,250.881,0.35,6.135,0.0
5365,2019-03-27 14:15:00,0.595,5.731,67.087,1.209,451.257,153.498,0,913.832,1,248.668,0.35,6.156,0.0
5366,2019-03-27 14:30:00,0.56,5.658,67.653,1.197,440.01,139.68,0,913.84,1,246.454,0.35,6.177,0.0
5367,2019-03-27 14:45:00,0.523,5.586,68.219,1.184,428.764,125.863,0,913.848,1,244.241,0.35,6.198,0.0
5368,2019-03-27 15:00:00,0.484,5.514,68.785,1.172,417.518,112.046,0,913.857,1,242.028,0.35,6.218,0.0
5369,2019-03-27 15:15:00,0.444,5.325,69.475,1.136,380.553,107.187,0,913.903,1,241.397,0.35,6.198,0.0
5370,2019-03-27 15:30:00,0.403,5.137,70.164,1.1,343.588,102.328,0,913.949,1,240.766,0.35,6.178,0.0
5371,2019-03-27 15:45:00,0.361,4.948,70.854,1.064,306.623,97.47,0,913.996,1,240.136,0.35,6.157,0.0
5372,2019-03-27 16:00:00,0.318,4.76,71.544,1.028,269.658,92.611,0,914.042,1,239.505,0.35,6.136,0.0
5373,2019-03-27 16:15:00,0.275,4.422,72.346,1.005,234.604,84.268,0,914.126,1,238.262,0.35,6.059,0.0
5374,2019-03-27 16:30:00,0.231,4.084,73.147,0.983,199.55,75.924,0,914.209,1,237.02,0.35,5.983,0.0
5375,2019-03-27 16:45:00,0.187,3.746,73.948,0.961,164.495,67.58,0,914.293,1,235.777,0.35,5.906,0.0
5376,2019-03-27 17:00:00,0.142,3.407,74.749,0.939,129.441,59.237,0,914.376,1,234.534,0.35,5.829,0.0
5377,2019-03-27 17:15:00,0.097,3.093,75.346,0.932,101.778,48.502,0,914.424,1,233.461,0.35,5.746,0.0
5378,2019-03-27 17:30:00,0.053,2.779,75.943,0.925,74.114,37.766,0,914.471,1,232.388,0.35,5.664,0.0
5379,2019-03-27 17:45:00,0.008,2.464,76.54,0.918,46.451,27.031,0,914.519,1,231.314,0.35,5.582,0.0
5380,2019-03-27 18:00:00,0.0,2.15,77.136,0.911,18.787,16.296,0,914.567,1,230.241,0.35,5.501,0.0
5381,2019-03-27 18:15:00,0.0,1.975,77.694,0.885,14.09,12.222,0,914.696,1,229.671,0.35,5.472,0.0
5382,2019-03-27 18:30:00,0.0,1.8,78.251,0.86,9.394,8.148,0,914.826,1,229.1,0.35,5.442,0.0
5383,2019-03-27 18:45:00,0.0,1.625,78.808,0.834,4.697,4.074,0,914.956,1,228.53,0.35,5.413,0.0
5384,2019-03-27 19:00:00,0.0,1.451,79.366,0.808,0.0,0.0,0,915.085,1,227.96,0.35,5.383,0.0
5385,2019-03-27 19:15:00,0.0,1.289,79.934,0.783,0.0,0.0,0,915.148,1,227.092,0.35,5.359,0.0
5386,2019-03-27 19:30:00,0.0,1.127,80.503,0.757,0.0,0.0,0,915.211,1,226.224,0.35,5.334,0.0
5387,2019-03-27 19:45:00,0.0,0.965,81.071,0.732,0.0,0.0,0,915.273,1,225.355,0.35,5.31,0.0
5388,2019-03-27 20:00:00,0.0,0.803,81.64,0.707,0.0,0.0,0,915.336,1,224.487,0.35,5.285,0.0
5389,2019-03-27 20:15:00,0.0,0.683,81.944,0.687,0.0,0.0,0,915.36,1,223.953,0.35,5.259,0.0
5390,2019-03-27 20:30:00,0.0,0.564,82.249,0.666,0.0,0.0,0,915.384,1,223.419,0.35,5.233,0.0
5391,2019-03-27 20:45:00,0.0,0.445,82.553,0.646,0.0,0.0,0,915.408,1,222.885,0.35,5.207,0.0
5392,2019-03-27 21:00:00,0.0,0.325,82.858,0.626,0.0,0.0,0,915.432,1,222.351,0.35,5.181,0.0
5393,2019-03-27 21:15:00,0.0,0.136,83.165,0.62,0.0,0.0,0,915.452,1,221.981,0.35,5.129,0.0
5394,2019-03-27 21:30:00,0.0,-0.054,83.472,0.613,0.0,0.0,0,915.473,1,221.612,0.35,5.078,3.58
5395,2019-03-27 21:45:00,0.0,-0.244,83.779,0.606,0.0,0.0,0,915.494,1,221.242,0.35,5.026,3.58
5396,2019-03-27 22:00:00,0.0,-0.434,84.086,0.6,0.0,0.0,0,915.514,1,220.872,0.35,4.975,3.58
5397,2019-03-27 22:15:00,0.0,-0.6,84.388,0.606,0.0,0.0,0,915.571,1,220.521,0.35,4.933,3.58
5398,2019-03-27 22:30:00,0.0,-0.767,84.69,0.613,0.0,0.0,0,915.628,1,220.169,0.35,4.89,3.58
5399,2019-03-27 22:45:00,0.0,-0.934,84.992,0.619,0.0,0.0,0,915.685,1,219.818,0.35,4.848,3.58
5400,2019-03-27 23:00:00,0.0,-1.1,85.294,0.625,0.0,0.0,0,915.742,1,219.466,0.35,4.806,3.58
5401,2019-03-27 23:15:00,0.0,-1.202,85.348,0.615,0.0,0.0,0,915.683,1,219.126,0.35,4.773,3.58
5402,2019-03-27 23:30:00,0.0,-1.305,85.402,0.605,0.0,0.0,0,915.624,1,218.785,0.35,4.741,3.58
5403,2019-03-27 23:45:00,0.0,-1.407,85.456,0.594,0.0,0.0,0,915.565,1,218.444,0.35,4.708,3.58
5404,2019-03-28 00:00:00,0.0,-1.509,85.51,0.584,0.0,0.0,0,915.506,1,218.104,0.35,4.676,3.58
5405,2019-03-28 00:15:00,0.0,-1.683,85.751,0.581,0.0,0.0,0,915.445,1,217.819,0.35,4.629,3.58
5406,2019-03-28 00:30:00,0.0,-1.857,85.993,0.578,0.0,0.0,0,915.384,1,217.534,0.35,4.583,3.58
5407,2019-03-28 00:45:00,0.0,-2.032,86.234,0.575,0.0,0.0,0,915.323,1,217.248,0.35,4.537,3.58
5408,2019-03-28 01:00:00,0.0,-2.206,86.475,0.572,0.0,0.0,0,915.262,1,216.963,0.35,4.491,3.58
5409,2019-03-28 01:15:00,0.0,-2.276,86.351,0.562,0.0,0.0,0,915.21,1,216.64,0.35,4.461,3.58
5410,2019-03-28 01:30:00,0.0,-2.346,86.227,0.551,0.0,0.0,0,915.157,1,216.316,0.35,4.432,3.58
5411,2019-03-28 01:45:00,0.0,-2.416,86.103,0.54,0.0,0.0,0,915.104,1,215.993,0.35,4.402,3.58
5412,2019-03-28 02:00:00,0.0,-2.486,85.979,0.53,0.0,0.0,0,915.051,1,215.67,0.35,4.373,3.58
5413,2019-03-28 02:15:00,0.0,-2.694,85.981,0.53,0.0,0.0,0,915.004,1,215.507,0.35,4.306,3.58
5414,2019-03-28 02:30:00,0.0,-2.903,85.982,0.531,0.0,0.0,0,914.957,1,215.344,0.35,4.24,3.58
5415,2019-03-28 02:45:00,0.0,-3.111,85.983,0.532,0.0,0.0,0,914.911,1,215.18,0.35,4.175,3.58
5416,2019-03-28 03:00:00,0.0,-3.319,85.984,0.533,0.0,0.0,0,914.864,1,215.017,0.35,4.11,3.58
5417,2019-03-28 03:15:00,0.0,-3.424,85.973,0.533,0.0,0.0,0,914.823,1,214.78,0.35,4.077,3.58
5418,2019-03-28 03:30:00,0.0,-3.529,85.962,0.533,0.0,0.0,0,914.782,1,214.544,0.35,4.045,3.58
5419,2019-03-28 03:45:00,0.0,-3.633,85.95,0.533,0.0,0.0,0,914.741,1,214.308,0.35,4.013,3.58
5420,2019-03-28 04:00:00,0.0,-3.738,85.939,0.533,0.0,0.0,0,914.7,1,214.071,0.35,3.981,3.58
5421,2019-03-28 04:15:00,0.0,-3.824,85.93,0.532,0.0,0.0,0,914.739,1,213.648,0.35,3.955,3.58
5422,2019-03-28 04:30:00,0.0,-3.911,85.922,0.532,0.0,0.0,0,914.778,1,213.225,0.35,3.929,3.58
5423,2019-03-28 04:45:00,0.0,-3.997,85.913,0.532,0.0,0.0,0,914.817,1,212.802,0.35,3.903,3.58
5424,2019-03-28 05:00:00,0.0,-4.084,85.904,0.531,0.0,0.0,0,914.856,1,212.379,0.35,3.877,3.58
5425,2019-03-28 05:15:00,0.0,-4.048,85.84,0.531,2.242,2.434,0,914.928,1,212.11,0.35,3.885,3.58
5426,2019-03-28 05:30:00,0.018,-4.012,85.777,0.531,4.483,4.868,0,915.001,1,211.842,0.35,3.892,3.58
5427,2019-03-28 05:45:00,0.063,-3.977,85.713,0.531,6.724,7.301,0,915.073,1,211.574,0.35,3.9,3.58
5428,2019-03-28 06:00:00,0.108,-3.941,85.65,0.531,8.966,9.735,0,915.146,1,211.305,0.35,3.907,3.58
5429,2019-03-28 06:15:00,0.153,-3.293,85.324,0.544,31.102,21.522,0,915.208,1,212.516,0.35,4.087,3.58
5430,2019-03-28 06:30:00,0.198,-2.645,84.999,0.556,53.239,33.308,0,915.269,1,213.728,0.35,4.273,3.58
5431,2019-03-28 06:45:00,0.242,-1.998,84.674,0.569,75.376,45.095,0,915.331,1,214.94,0.35,4.466,3.58
5432,2019-03-28 07:00:00,0.286,-1.35,84.349,0.582,97.512,56.882,0,915.393,1,216.151,0.35,4.667,3.58
5433,2019-03-28 07:15:00,0.33,-0.687,83.047,0.593,139.434,62.296,0,915.417,1,217.009,0.35,4.824,0.0
5434,2019-03-28 07:30:00,0.372,-0.025,81.746,0.603,181.356,67.711,0,915.44,1,217.866,0.35,4.983,0.0
5435,2019-03-28 07:45:00,0.414,0.637,80.445,0.614,223.279,73.126,0,915.464,1,218.724,0.35,5.145,0.0
5436,2019-03-28 08:00:00,0.455,1.299,79.144,0.624,265.201,78.54,0,915.487,1,219.582,0.35,5.31,0.0
5437,2019-03-28 08:15:00,0.495,1.675,78.364,0.647,305.578,82.217,0,915.507,1,219.296,0.35,5.401,0.0
5438,2019-03-28 08:30:00,0.534,2.05,77.584,0.67,345.954,85.894,0,915.527,1,219.011,0.35,5.493,0.0
5439,2019-03-28 08:45:00,0.571,2.426,76.804,0.693,386.33,89.57,0,915.547,1,218.726,0.35,5.586,0.0
5440,2019-03-28 09:00:00,0.606,2.801,76.025,0.715,426.707,93.247,0,915.567,1,218.44,0.35,5.679,0.0
5441,2019-03-28 09:15:00,0.639,3.092,75.201,0.724,458.01,96.426,0,915.589,1,219.359,0.35,5.735,0.0
5442,2019-03-28 09:30:00,0.671,3.384,74.378,0.733,489.312,99.605,0,915.611,1,220.278,0.35,5.79,0.0
5443,2019-03-28 09:45:00,0.699,3.675,73.554,0.742,520.614,102.784,0,915.633,1,221.196,0.35,5.845,0.0
5444,2019-03-28 10:00:00,0.725,3.966,72.731,0.751,551.917,105.963,0,915.655,1,222.115,0.35,5.9,0.0
5445,2019-03-28 10:15:00,0.748,4.249,72.294,0.76,574.756,107.381,0,915.661,1,222.926,0.35,5.982,0.0
5446,2019-03-28 10:30:00,0.768,4.531,71.858,0.769,597.594,108.799,0,915.668,1,223.737,0.35,6.065,0.0
5447,2019-03-28 10:45:00,0.783,4.814,71.422,0.778,620.433,110.217,0,915.674,1,224.548,0.35,6.149,0.0
5448,2019-03-28 11:00:00,0.796,5.097,70.986,0.787,643.272,111.635,0,915.68,1,225.359,0.35,6.233,0.0
5449,2019-03-28 11:15:00,0.804,5.308,70.588,0.815,651.845,111.912,0,915.625,1,226.272,0.35,6.29,0.0
5450,2019-03-28 11:30:00,0.807,5.52,70.189,0.842,660.418,112.188,0,915.57,1,227.186,0.35,6.347,0.0
5451,2019-03-28 11:45:00,0.807,5.731,69.791,0.87,668.991,112.465,0,915.515,1,228.099,0.35,6.405,0.0
5452,2019-03-28 12:00:00,0.802,5.942,69.393,0.897,677.564,112.742,0,915.46,1,229.012,0.35,6.462,0.0
5453,2019-03-28 12:15:00,0.794,6.106,69.473,0.907,672.226,112.088,0,915.429,1,229.939,0.35,6.543,0.0
5454,2019-03-28 12:30:00,0.781,6.271,69.554,0.917,666.887,111.434,0,915.398,1,230.866,0.35,6.626,0.0
5455,2019-03-28 12:45:00,0.764,6.435,69.635,0.926,661.548,110.779,0,915.368,1,231.794,0.35,6.709,0.0
5456,2019-03-28 13:00:00,0.744,6.599,69.715,0.936,656.21,110.125,0,915.337,1,232.721,0.35,6.793,0.0
5457,2019-03-28 13:15:00,0.721,6.639,69.653,0.945,635.934,109.368,0,915.29,1,233.439,0.35,6.806,0.0
5458,2019-03-28 13:30:00,0.695,6.68,69.59,0.953,615.658,108.61,0,915.243,1,234.156,0.35,6.819,0.0
5459,2019-03-28 13:45:00,0.665,6.72,69.528,0.962,595.383,107.853,0,915.196,1,234.874,0.35,6.832,0.0
5460,2019-03-28 14:00:00,0.634,6.761,69.465,0.971,575.107,107.096,0,915.15,1,235.592,0.35,6.845,0.0
