,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing,LW_in,a,vp_a,Discharge,T_s,T_bulk,f_cone,TotalE,SW,LW,Qs,Ql,Qf,Qg,ppt,dpt,cdt,vp_ice
6905,2019-04-12 15:30:00,0.471,5.742,73.687,0.879,148.388,186.794,0,903.985,1,301.258,0.35,6.767,0.0,0,0,1,236.045,217.868,1.384,16.793,0,0,0,0,0,0,6.139
6906,2019-04-12 15:45:00,0.428,5.645,73.745,0.869,113.686,179.746,0,904.017,1,299.874,0.35,6.727,0.0,0,0,1,207.059,190.73,-0.001,16.329,0,0,0,0,0,0,6.139
6907,2019-04-12 16:00:00,0.384,5.548,73.802,0.859,78.984,172.697,0,904.048,1,298.489,0.35,6.687,0.0,0,0,1,178.078,163.593,-1.386,15.871,0,0,0,0,0,0,6.139
6908,2019-04-12 16:15:00,0.34,5.438,73.994,0.821,79.246,152.39,0,904.094,1,296.26,0.35,6.654,0.0,0,0,1,161.817,150.563,-3.615,14.869,0,0,0,0,0,0,6.139
6909,2019-04-12 16:30:00,0.295,5.329,74.185,0.783,79.508,132.082,0,904.14,1,294.031,0.35,6.62,0.0,0,0,1,145.584,137.534,-5.844,13.894,0,0,0,0,0,0,6.139
6910,2019-04-12 16:45:00,0.25,5.219,74.377,0.745,79.769,111.775,0,904.187,1,291.802,0.35,6.587,0.0,0,0,1,129.378,124.504,-8.073,12.947,0,0,0,0,0,0,6.139
6911,2019-04-12 17:00:00,0.205,5.11,74.569,0.707,80.031,91.468,0,904.233,1,289.573,0.35,6.554,0.0,0,0,1,113.2,111.474,-10.302,12.027,0,0,0,0,0,0,6.139
6912,2019-04-12 17:15:00,0.161,4.798,75.303,0.683,67.248,76.943,0,904.277,1,285.353,0.35,6.475,0.0,0,0,1,90.115,93.724,-14.521,10.912,0,0,0,0,0,0,6.139
6913,2019-04-12 17:30:00,0.116,4.485,76.038,0.659,54.466,62.418,0,904.322,1,281.134,0.35,6.397,0.0,0,0,1,67.079,75.974,-18.741,9.846,0,0,0,0,0,0,6.139
6914,2019-04-12 17:45:00,0.071,4.173,76.772,0.635,41.683,47.893,0,904.366,1,276.914,0.35,6.319,0.0,0,0,1,44.093,58.224,-22.961,8.829,0,0,0,0,0,0,6.139
6915,2019-04-12 18:00:00,0.027,3.861,77.507,0.611,28.9,33.368,0,904.411,1,272.694,0.35,6.241,0.0,0,0,1,21.156,40.474,-27.181,7.862,0,0,0,0,0,0,6.139
6916,2019-04-12 18:15:00,0.0,3.61,78.333,0.593,21.684,25.175,0,904.491,1,271.318,0.35,6.197,0.0,0,0,1,9.033,30.458,-28.556,7.131,0,0,0,0,0,0,6.139
6917,2019-04-12 18:30:00,0.0,3.359,79.16,0.575,14.468,16.982,0,904.571,1,269.943,0.35,6.152,3.58,0,0,1,-3.059,20.442,-29.932,6.43,0,0,0,0,0,0,6.139
6918,2019-04-12 18:45:00,0.0,3.108,79.986,0.556,7.252,8.788,0,904.651,1,268.568,0.35,6.107,3.58,0,0,1,-15.121,10.426,-31.307,5.76,0,0,0,0,0,0,6.139
6919,2019-04-12 19:00:00,0.0,2.858,80.813,0.538,0.036,0.595,0,904.731,1,267.192,0.35,6.061,3.58,0,0,1,-27.152,0.41,-32.683,5.121,0,0,0,0,0,0,6.139
6920,2019-04-12 19:15:00,0.0,2.686,81.442,0.533,0.027,0.446,0,904.759,1,266.372,0.35,6.034,3.58,0,0,1,-28.43,0.308,-33.503,4.766,0,0,0,0,0,0,6.139
6921,2019-04-12 19:30:00,0.0,2.514,82.071,0.527,0.018,0.298,0,904.787,1,265.552,0.35,6.007,3.58,0,0,1,-29.701,0.205,-34.323,4.417,0,0,0,0,0,0,6.139
6922,2019-04-12 19:45:00,0.0,2.343,82.7,0.522,0.009,0.149,0,904.815,1,264.731,0.35,5.979,3.58,0,0,1,-30.967,0.103,-35.143,4.074,0,0,0,0,0,0,6.139
6923,2019-04-12 20:00:00,0.0,2.171,83.329,0.517,0.0,0.0,0,904.843,1,263.911,0.35,5.951,3.58,0,0,1,-32.226,0.0,-35.964,3.737,0,0,0,0,0,0,6.139
6924,2019-04-12 20:15:00,0.0,1.944,84.078,0.504,0.0,0.0,0,904.83,1,267.395,0.35,5.908,3.58,0,0,1,-29.217,0.0,-32.48,3.262,0,0,0,0,0,0,6.139
6925,2019-04-12 20:30:00,0.0,1.717,84.827,0.491,0.0,0.0,0,904.818,1,270.879,0.35,5.865,3.58,0,0,1,-26.189,0.0,-28.996,2.807,0,0,0,0,0,0,6.139
6926,2019-04-12 20:45:00,0.0,1.491,85.576,0.478,0.0,0.0,0,904.806,1,274.362,0.35,5.821,3.58,0,0,1,-23.141,0.0,-25.512,2.372,0,0,0,0,0,0,6.139
6927,2019-04-12 21:00:00,0.0,1.264,86.325,0.465,0.0,0.0,0,904.793,1,277.846,0.35,5.777,3.58,0,0,1,-20.073,0.0,-22.029,1.956,0,0,0,0,0,0,6.139
6928,2019-04-12 21:15:00,0.0,1.101,86.765,0.482,0.0,0.0,0,904.758,1,272.554,0.35,5.738,3.58,0,0,1,-25.555,0.0,-27.321,1.766,0,0,0,0,0,0,6.139
6929,2019-04-12 21:30:00,0.0,0.937,87.204,0.499,0.0,0.0,0,904.722,1,267.262,0.35,5.7,3.58,0,0,1,-31.056,0.0,-32.613,1.557,0,0,0,0,0,0,6.139
6930,2019-04-12 21:45:00,0.0,0.774,87.643,0.516,0.0,0.0,0,904.687,1,261.969,0.35,5.662,3.58,0,0,1,-36.575,0.0,-37.905,1.33,0,0,0,0,0,0,6.139
6931,2019-04-12 22:00:00,0.0,0.611,88.082,0.533,0.0,0.0,0,904.651,1,256.677,0.35,5.623,3.58,0,0,1,-42.113,0.0,-43.198,1.085,0,0,0,0,0,0,6.139
6932,2019-04-12 22:15:00,0.0,0.418,88.545,0.526,0.0,0.0,0,904.661,1,252.484,0.35,5.574,3.58,0,0,1,-46.658,0.0,-47.39,0.732,0,0,0,0,0,0,6.139
6933,2019-04-12 22:30:00,0.0,0.224,89.008,0.52,0.0,0.0,0,904.671,1,248.292,0.35,5.525,3.58,0,0,1,-51.196,0.0,-51.583,0.388,0,0,0,0,0,0,6.139
6934,2019-04-12 22:45:00,0.0,0.03,89.471,0.514,0.0,0.0,0,904.68,1,244.099,0.35,5.476,3.58,0,0,1,-55.725,0.0,-55.776,0.051,0,0,0,0,0,0,6.139
6935,2019-04-12 23:00:00,0.0,-0.164,89.933,0.507,0.0,0.0,0,904.69,1,239.906,0.35,5.427,3.58,0,0,1,-60.246,0.0,-59.969,-0.277,0,0,0,0,0,0,6.139
6936,2019-04-12 23:15:00,0.0,-0.136,89.717,0.512,0.0,0.0,0,904.701,1,240.46,0.35,5.425,3.58,0,0,1,-59.645,0.0,-59.414,-0.231,0,0,0,0,0,0,6.139
6937,2019-04-12 23:30:00,0.0,-0.108,89.502,0.516,0.0,0.0,0,904.711,1,241.015,0.35,5.423,3.58,0,0,1,-59.045,0.0,-58.86,-0.185,0,0,0,0,0,0,6.139
6938,2019-04-12 23:45:00,0.0,-0.079,89.286,0.521,0.0,0.0,0,904.722,1,241.57,0.35,5.421,3.58,0,0,1,-58.443,0.0,-58.305,-0.138,0,0,0,0,0,0,6.139
6939,2019-04-13 00:00:00,0.0,-0.051,89.07,0.525,0.0,0.0,0,904.733,1,242.124,0.35,5.419,3.58,0,0,1,-57.84,0.0,-57.751,-0.09,0,0,0,0,0,0,6.139
6940,2019-04-13 00:15:00,0.0,-0.108,89.029,0.516,0.0,0.0,0,904.671,1,242.712,0.35,5.395,3.58,0,0,1,-57.347,0.0,-57.162,-0.185,0,0,0,0,0,0,6.139
6941,2019-04-13 00:30:00,0.0,-0.164,88.988,0.507,0.0,0.0,0,904.609,1,243.301,0.35,5.37,3.58,0,0,1,-56.851,0.0,-56.574,-0.278,0,0,0,0,0,0,6.139
6942,2019-04-13 00:45:00,0.0,-0.221,88.948,0.498,0.0,0.0,0,904.546,1,243.89,0.35,5.345,3.58,0,0,1,-56.351,0.0,-55.985,-0.366,0,0,0,0,0,0,6.139
6943,2019-04-13 01:00:00,0.0,-0.277,88.907,0.489,0.0,0.0,0,904.484,1,244.478,0.35,5.321,3.58,0,0,1,-55.848,0.0,-55.397,-0.452,0,0,0,0,0,0,6.139
6944,2019-04-13 01:15:00,0.0,-0.394,89.196,0.48,0.0,0.0,0,904.422,1,242.954,0.35,5.293,3.58,0,0,1,-57.552,0.0,-56.921,-0.631,0,0,0,0,0,0,6.139
6945,2019-04-13 01:30:00,0.0,-0.511,89.486,0.472,0.0,0.0,0,904.36,1,241.43,0.35,5.265,3.58,0,0,1,-59.249,0.0,-58.445,-0.804,0,0,0,0,0,0,6.139
6946,2019-04-13 01:45:00,0.0,-0.628,89.775,0.464,0.0,0.0,0,904.299,1,239.906,0.35,5.237,3.58,0,0,1,-60.939,0.0,-59.969,-0.971,0,0,0,0,0,0,6.139
6947,2019-04-13 02:00:00,0.0,-0.745,90.065,0.456,0.0,0.0,0,904.237,1,238.382,0.35,5.209,3.58,0,0,1,-62.624,0.0,-61.493,-1.131,0,0,0,0,0,0,6.139
6948,2019-04-13 02:15:00,0.0,-0.744,90.268,0.441,0.0,0.0,0,904.186,1,241.55,0.35,5.221,3.58,0,0,1,-59.418,0.0,-58.325,-1.093,0,0,0,0,0,0,6.139
6949,2019-04-13 02:30:00,0.0,-0.744,90.471,0.426,0.0,0.0,0,904.135,1,244.718,0.35,5.233,3.58,0,0,1,-56.213,0.0,-55.157,-1.056,0,0,0,0,0,0,6.139
6950,2019-04-13 02:45:00,0.0,-0.743,90.674,0.412,0.0,0.0,0,904.084,1,247.885,0.35,5.245,3.58,0,0,1,-53.007,0.0,-51.989,-1.018,0,0,0,0,0,0,6.139
6951,2019-04-13 03:00:00,0.0,-0.742,90.876,0.397,0.0,0.0,0,904.033,1,251.053,0.35,5.257,3.58,0,0,1,-49.802,0.0,-48.822,-0.981,0,0,0,0,0,0,6.139
6952,2019-04-13 03:15:00,0.0,-0.822,91.077,0.376,0.0,0.0,0,903.967,1,247.829,0.35,5.238,3.58,0,0,1,-53.074,0.0,-52.046,-1.029,0,0,0,0,0,0,6.139
6953,2019-04-13 03:30:00,0.0,-0.902,91.277,0.355,0.0,0.0,0,903.901,1,244.605,0.35,5.219,3.58,0,0,1,-56.335,0.0,-55.27,-1.065,0,0,0,0,0,0,6.139
6954,2019-04-13 03:45:00,0.0,-0.983,91.477,0.334,0.0,0.0,0,903.835,1,241.381,0.35,5.199,3.58,0,0,1,-59.584,0.0,-58.494,-1.091,0,0,0,0,0,0,6.139
6955,2019-04-13 04:00:00,0.0,-1.063,91.677,0.312,0.0,0.0,0,903.769,1,238.157,0.35,5.18,3.58,0,0,1,-62.823,0.0,-61.718,-1.105,0,0,0,0,0,0,6.139
6956,2019-04-13 04:15:00,0.0,-1.079,91.787,0.291,0.004,0.09,0,903.742,1,238.552,0.35,5.18,3.58,0,0,1,-62.304,0.062,-61.322,-1.044,0,0,0,0,0,0,6.139
6957,2019-04-13 04:30:00,0.0,-1.095,91.897,0.269,0.009,0.181,0,903.716,1,238.948,0.35,5.18,3.58,0,0,1,-61.784,0.124,-60.927,-0.981,0,0,0,0,0,0,6.139
6958,2019-04-13 04:45:00,0.0,-1.112,92.007,0.247,0.013,0.272,0,903.689,1,239.344,0.35,5.18,3.58,0,0,1,-61.261,0.185,-60.531,-0.915,0,0,0,0,0,0,6.139
6959,2019-04-13 05:00:00,0.02,-1.128,92.117,0.226,0.018,0.362,0,903.662,1,239.739,0.35,5.18,3.58,0,0,1,-60.735,0.247,-60.136,-0.847,0,0,0,0,0,0,6.139
6960,2019-04-13 05:15:00,0.064,-1.087,92.24,0.23,8.141,8.416,0,903.77,1,240.965,0.35,5.203,3.58,0,0,1,-48.98,10.762,-58.91,-0.833,0,0,0,0,0,0,6.139
6961,2019-04-13 05:30:00,0.109,-1.047,92.363,0.234,16.263,16.47,0,903.879,1,242.191,0.35,5.225,3.58,0,0,1,-37.224,21.277,-57.684,-0.817,0,0,0,0,0,0,6.139
6962,2019-04-13 05:45:00,0.154,-1.007,92.486,0.239,24.386,24.525,0,903.987,1,243.417,0.35,5.247,3.58,0,0,1,-25.466,31.792,-56.458,-0.8,0,0,0,0,0,0,6.139
6963,2019-04-13 06:00:00,0.199,-0.966,92.609,0.243,32.508,32.579,0,904.096,1,244.643,0.35,5.27,3.58,0,0,1,-13.707,42.307,-55.232,-0.782,0,0,0,0,0,0,6.139
6964,2019-04-13 06:15:00,0.244,-0.629,92.028,0.265,39.089,42.392,0,904.153,1,255.306,0.35,5.368,0.0,0,0,1,7.84,52.963,-44.569,-0.554,0,0,0,0,0,0,6.139
6965,2019-04-13 06:30:00,0.288,-0.291,91.448,0.286,45.67,52.206,0,904.211,1,265.968,0.35,5.467,0.0,0,0,1,29.435,63.619,-33.907,-0.277,0,0,0,0,0,0,6.139
6966,2019-04-13 06:45:00,0.333,0.047,90.867,0.308,52.25,62.02,0,904.269,1,276.63,0.35,5.568,0.0,0,0,1,51.079,74.275,-23.244,0.048,0,0,0,0,0,0,6.139
6967,2019-04-13 07:00:00,0.378,0.384,90.286,0.329,58.831,71.833,0,904.326,1,287.293,0.35,5.67,0.0,0,0,1,72.771,84.932,-12.582,0.421,0,0,0,0,0,0,6.139
6968,2019-04-13 07:15:00,0.422,0.745,88.859,0.354,73.299,82.101,0,904.366,1,285.066,0.35,5.728,0.0,0,0,1,87.079,101.01,-14.809,0.877,0,0,0,0,0,0,6.139
6969,2019-04-13 07:30:00,0.465,1.106,87.432,0.378,87.768,92.369,0,904.407,1,282.839,0.35,5.785,0.0,0,0,1,101.445,117.089,-17.036,1.392,0,0,0,0,0,0,6.139
6970,2019-04-13 07:45:00,0.508,1.467,86.005,0.402,102.236,102.637,0,904.447,1,280.612,0.35,5.84,0.0,0,0,1,115.87,133.167,-19.263,1.965,0,0,0,0,0,0,6.139
6971,2019-04-13 08:00:00,0.55,1.828,84.578,0.426,116.704,112.905,0,904.487,1,278.385,0.35,5.894,0.0,0,0,1,130.353,149.246,-21.49,2.596,0,0,0,0,0,0,6.139
6972,2019-04-13 08:15:00,0.591,2.133,83.386,0.45,124.791,120.778,0,904.477,1,278.41,0.35,5.939,0.0,0,0,1,141.352,159.62,-21.465,3.197,0,0,0,0,0,0,6.139
6973,2019-04-13 08:30:00,0.631,2.438,82.194,0.473,132.878,128.652,0,904.466,1,278.434,0.35,5.983,0.0,0,0,1,152.399,169.994,-21.441,3.845,0,0,0,0,0,0,6.139
6974,2019-04-13 08:45:00,0.669,2.744,81.001,0.497,140.966,136.525,0,904.456,1,278.458,0.35,6.026,0.0,0,0,1,163.493,180.369,-21.416,4.541,0,0,0,0,0,0,6.139
6975,2019-04-13 09:00:00,0.706,3.049,79.809,0.52,149.053,144.398,0,904.445,1,278.483,0.35,6.068,0.0,0,0,1,174.636,190.743,-21.392,5.284,0,0,0,0,0,0,6.139
6976,2019-04-13 09:15:00,0.741,3.194,79.778,0.52,164.478,164.611,0,904.352,1,280.777,0.35,6.128,0.0,0,0,1,200.339,213.908,-19.098,5.528,0,0,0,0,0,0,6.139
6977,2019-04-13 09:30:00,0.773,3.338,79.747,0.519,179.904,184.824,0,904.26,1,283.071,0.35,6.189,0.0,0,0,1,226.041,237.073,-16.804,5.772,0,0,0,0,0,0,6.139
6978,2019-04-13 09:45:00,0.803,3.483,79.716,0.519,195.33,205.037,0,904.167,1,285.364,0.35,6.25,0.0,0,0,1,251.743,260.238,-14.51,6.015,0,0,0,0,0,0,6.139
6979,2019-04-13 10:00:00,0.83,3.628,79.685,0.518,210.755,225.25,0,904.074,1,287.658,0.35,6.312,0.0,0,0,1,277.444,283.403,-12.217,6.257,0,0,0,0,0,0,6.139
6980,2019-04-13 10:15:00,0.854,3.777,79.209,0.551,235.323,210.992,0,904.004,1,286.166,0.35,6.34,0.0,0,0,1,283.324,290.104,-13.708,6.928,0,0,0,0,0,0,6.139
6981,2019-04-13 10:30:00,0.875,3.927,78.732,0.584,259.89,196.733,0,903.933,1,284.674,0.35,6.369,0.0,0,0,1,289.237,296.805,-15.2,7.631,0,0,0,0,0,0,6.139
6982,2019-04-13 10:45:00,0.891,4.077,78.256,0.617,284.458,182.474,0,903.862,1,283.183,0.35,6.398,0.0,0,0,1,295.182,303.506,-16.692,8.368,0,0,0,0,0,0,6.139
6983,2019-04-13 11:00:00,0.903,4.226,77.78,0.65,309.026,168.216,0,903.792,1,281.691,0.35,6.426,0.0,0,0,1,301.16,310.207,-18.184,9.136,0,0,0,0,0,0,6.139
6984,2019-04-13 11:15:00,0.911,4.243,78.087,0.696,281.788,173.498,0,903.759,1,281.669,0.35,6.459,0.0,0,0,1,287.566,295.936,-18.205,9.835,0,0,0,0,0,0,6.139
6985,2019-04-13 11:30:00,0.914,4.261,78.394,0.743,254.551,178.78,0,903.727,1,281.648,0.35,6.492,0.0,0,0,1,273.977,281.665,-18.227,10.539,0,0,0,0,0,0,6.139
6986,2019-04-13 11:45:00,0.912,4.278,78.701,0.79,227.314,184.062,0,903.694,1,281.626,0.35,6.526,0.0,0,0,1,260.393,267.394,-18.249,11.248,0,0,0,0,0,0,6.139
6987,2019-04-13 12:00:00,0.905,4.295,79.007,0.837,200.076,189.344,0,903.662,1,281.604,0.35,6.559,0.0,0,0,1,246.815,253.123,-18.271,11.963,0,0,0,0,0,0,6.139
6988,2019-04-13 12:15:00,0.894,4.32,79.13,0.833,231.885,183.078,0,903.76,1,279.548,0.35,6.581,0.0,0,0,1,261.374,269.726,-20.327,11.975,0,0,0,0,0,0,6.139
6989,2019-04-13 12:30:00,0.879,4.345,79.252,0.829,263.694,176.812,0,903.859,1,277.491,0.35,6.602,0.0,0,0,1,275.933,286.329,-22.384,11.988,0,0,0,0,0,0,6.139
6990,2019-04-13 12:45:00,0.859,4.37,79.375,0.825,295.503,170.547,0,903.958,1,275.434,0.35,6.624,0.0,0,0,1,290.491,302.932,-24.44,11.999,0,0,0,0,0,0,6.139
6991,2019-04-13 13:00:00,0.836,4.394,79.497,0.821,327.312,164.281,0,904.056,1,273.378,0.35,6.646,0.0,0,0,1,305.049,319.535,-26.497,12.01,0,0,0,0,0,0,6.139
6992,2019-04-13 13:15:00,0.809,4.338,79.305,0.806,291.76,172.553,0,903.999,1,277.994,0.35,6.603,0.0,0,0,1,291.562,301.803,-21.881,11.64,0,0,0,0,0,0,6.139
6993,2019-04-13 13:30:00,0.78,4.282,79.113,0.791,256.207,180.824,0,903.942,1,282.61,0.35,6.561,0.0,0,0,1,278.081,284.071,-17.265,11.275,0,0,0,0,0,0,6.139
6994,2019-04-13 13:45:00,0.748,4.225,78.921,0.776,220.655,189.096,0,903.884,1,287.226,0.35,6.52,0.0,0,0,1,264.606,266.338,-12.649,10.916,0,0,0,0,0,0,6.139
6995,2019-04-13 14:00:00,0.714,4.169,78.729,0.761,185.103,197.368,0,903.827,1,291.842,0.35,6.478,0.0,0,0,1,251.137,248.606,-8.033,10.563,0,0,0,0,0,0,6.139
6996,2019-04-13 14:15:00,0.677,4.127,78.77,0.76,176.129,192.591,0,903.794,1,289.97,0.35,6.463,0.0,0,0,1,240.207,239.668,-9.905,10.444,0,0,0,0,0,0,6.139
6997,2019-04-13 14:30:00,0.639,4.086,78.811,0.759,167.156,187.814,0,903.76,1,288.097,0.35,6.447,0.0,0,0,1,229.278,230.73,-11.778,10.326,0,0,0,0,0,0,6.139
6998,2019-04-13 14:45:00,0.6,4.044,78.851,0.758,158.182,183.036,0,903.727,1,286.224,0.35,6.432,0.0,0,0,1,218.349,221.792,-13.65,10.208,0,0,0,0,0,0,6.139
6999,2019-04-13 15:00:00,0.559,4.002,78.892,0.758,149.208,178.259,0,903.694,1,284.352,0.35,6.416,0.0,0,0,1,207.421,212.854,-15.523,10.09,0,0,0,0,0,0,6.139
7000,2019-04-13 15:15:00,0.517,3.837,79.186,0.768,137.574,162.458,0,903.741,1,284.449,0.35,6.365,0.0,0,0,1,189.407,195.021,-15.426,9.812,0,0,0,0,0,0,6.139
7001,2019-04-13 15:30:00,0.475,3.671,79.479,0.779,125.94,146.658,0,903.789,1,284.545,0.35,6.315,0.0,0,0,1,171.382,177.189,-15.329,9.522,0,0,0,0,0,0,6.139
7002,2019-04-13 15:45:00,0.432,3.506,79.773,0.79,114.306,130.858,0,903.837,1,284.642,0.35,6.264,0.0,0,0,1,153.344,159.356,-15.232,9.22,0,0,0,0,0,0,6.139
7003,2019-04-13 16:00:00,0.388,3.34,80.066,0.801,102.672,115.057,0,903.884,1,284.739,0.35,6.214,0.0,0,0,1,135.295,141.524,-15.136,8.906,0,0,0,0,0,0,6.139
7004,2019-04-13 16:15:00,0.343,3.099,80.58,0.803,84.944,99.473,0,903.899,1,286.897,0.35,6.148,0.0,0,0,1,115.175,119.871,-12.978,8.282,0,0,0,0,0,0,6.139
7005,2019-04-13 16:30:00,0.299,2.858,81.094,0.805,67.216,83.889,0,903.914,1,289.055,0.35,6.082,0.0,0,0,1,95.053,98.218,-10.82,7.655,0,0,0,0,0,0,6.139
7006,2019-04-13 16:45:00,0.254,2.617,81.608,0.806,49.488,68.305,0,903.929,1,291.213,0.35,6.017,0.0,0,0,1,74.929,76.565,-8.662,7.025,0,0,0,0,0,0,6.139
7007,2019-04-13 17:00:00,0.209,2.376,82.122,0.808,31.76,52.721,0,903.945,1,293.371,0.35,5.952,0.0,0,0,1,54.801,54.913,-6.504,6.392,0,0,0,0,0,0,6.139
7008,2019-04-13 17:15:00,0.164,2.179,82.302,0.753,26.747,46.172,0,904.024,1,291.738,0.35,5.882,0.0,0,0,1,44.723,47.398,-8.137,5.462,0,0,0,0,0,0,6.139
7009,2019-04-13 17:30:00,0.12,1.983,82.482,0.697,21.734,39.623,0,904.103,1,290.105,0.35,5.812,0.0,0,0,1,34.717,39.882,-9.77,4.604,0,0,0,0,0,0,6.139
7010,2019-04-13 17:45:00,0.075,1.786,82.662,0.642,16.722,33.074,0,904.182,1,288.472,0.35,5.743,0.0,0,0,1,24.784,32.367,-11.403,3.819,0,0,0,0,0,0,6.139
7011,2019-04-13 18:00:00,0.031,1.59,82.843,0.587,11.709,26.525,0,904.261,1,286.839,0.35,5.675,0.0,0,0,1,14.922,24.852,-13.036,3.106,0,0,0,0,0,0,6.139
7012,2019-04-13 18:15:00,0.0,1.469,83.164,0.571,8.782,20.006,0,904.282,1,285.263,0.35,5.648,0.0,0,0,1,6.892,18.713,-14.612,2.791,0,0,0,0,0,0,6.139
7013,2019-04-13 18:30:00,0.0,1.348,83.486,0.554,5.855,13.488,0,904.304,1,283.686,0.35,5.621,3.58,0,0,1,-1.126,12.573,-16.188,2.489,0,0,0,0,0,0,6.139
7014,2019-04-13 18:45:00,0.0,1.227,83.808,0.538,2.928,6.97,0,904.326,1,282.11,0.35,5.594,3.58,0,0,1,-9.131,6.433,-17.764,2.2,0,0,0,0,0,0,6.139
7015,2019-04-13 19:00:00,0.0,1.107,84.13,0.522,0.001,0.451,0,904.347,1,280.534,0.35,5.567,3.58,0,0,1,-17.123,0.294,-19.341,1.924,0,0,0,0,0,0,6.139
7016,2019-04-13 19:15:00,0.0,0.863,84.929,0.518,0.001,0.338,0,904.436,1,282.625,0.35,5.522,3.58,0,0,1,-15.539,0.22,-17.25,1.49,0,0,0,0,0,0,6.139
7017,2019-04-13 19:30:00,0.0,0.619,85.727,0.515,0.0,0.226,0,904.525,1,284.716,0.35,5.476,3.58,0,0,1,-13.95,0.147,-15.159,1.062,0,0,0,0,0,0,6.139
7018,2019-04-13 19:45:00,0.0,0.376,86.526,0.511,0.0,0.113,0,904.614,1,286.807,0.35,5.43,3.58,0,0,1,-12.354,0.073,-13.068,0.64,0,0,0,0,0,0,6.139
7019,2019-04-13 20:00:00,0.0,0.132,87.324,0.507,0.0,0.0,0,904.703,1,288.898,0.35,5.384,3.58,0,0,1,-10.753,0.0,-10.977,0.224,0,0,0,0,0,0,6.139
7020,2019-04-13 20:15:00,0.0,0.035,87.725,0.491,0.0,0.0,0,904.634,1,288.844,0.35,5.371,3.58,0,0,1,-10.973,0.0,-11.03,0.058,0,0,0,0,0,0,6.139
7021,2019-04-13 20:30:00,0.0,-0.062,88.125,0.474,0.0,0.0,0,904.565,1,288.79,0.35,5.358,3.58,0,0,1,-11.182,0.0,-11.084,-0.098,0,0,0,0,0,0,6.139
7022,2019-04-13 20:45:00,0.0,-0.159,88.526,0.458,0.0,0.0,0,904.497,1,288.737,0.35,5.344,3.58,0,0,1,-11.38,0.0,-11.138,-0.243,0,0,0,0,0,0,6.139
7023,2019-04-13 21:00:00,0.0,-0.256,88.927,0.442,0.0,0.0,0,904.428,1,288.683,0.35,5.33,3.58,0,0,1,-11.568,0.0,-11.192,-0.377,0,0,0,0,0,0,6.139
7024,2019-04-13 21:15:00,0.0,-0.293,89.094,0.465,0.0,0.0,0,904.311,1,289.024,0.35,5.326,3.58,0,0,1,-11.306,0.0,-10.851,-0.455,0,0,0,0,0,0,6.139
7025,2019-04-13 21:30:00,0.0,-0.331,89.262,0.488,0.0,0.0,0,904.194,1,289.364,0.35,5.321,3.58,0,0,1,-11.048,0.0,-10.511,-0.538,0,0,0,0,0,0,6.139
7026,2019-04-13 21:45:00,0.0,-0.368,89.429,0.512,0.0,0.0,0,904.078,1,289.704,0.35,5.317,3.58,0,0,1,-10.797,0.0,-10.17,-0.627,0,0,0,0,0,0,6.139
7027,2019-04-13 22:00:00,0.0,-0.406,89.596,0.535,0.0,0.0,0,903.961,1,290.045,0.35,5.312,3.58,0,0,1,-10.552,0.0,-9.83,-0.722,0,0,0,0,0,0,6.139
7028,2019-04-13 22:15:00,0.0,-0.493,89.846,0.563,0.0,0.0,0,903.917,1,286.689,0.35,5.293,3.58,0,0,1,-14.11,0.0,-13.186,-0.924,0,0,0,0,0,0,6.139
7029,2019-04-13 22:30:00,0.0,-0.58,90.095,0.591,0.0,0.0,0,903.874,1,283.332,0.35,5.274,3.58,0,0,1,-17.684,0.0,-16.543,-1.142,0,0,0,0,0,0,6.139
7030,2019-04-13 22:45:00,0.0,-0.667,90.345,0.62,0.0,0.0,0,903.831,1,279.976,0.35,5.255,3.58,0,0,1,-21.275,0.0,-19.899,-1.376,0,0,0,0,0,0,6.139
7031,2019-04-13 23:00:00,0.0,-0.755,90.594,0.648,0.0,0.0,0,903.788,1,276.619,0.35,5.236,3.58,0,0,1,-24.883,0.0,-23.256,-1.627,0,0,0,0,0,0,6.139
7032,2019-04-13 23:15:00,0.0,-0.742,90.428,0.627,0.0,0.0,0,903.598,1,277.052,0.35,5.231,3.58,0,0,1,-24.371,0.0,-22.823,-1.548,0,0,0,0,0,0,6.139
7033,2019-04-13 23:30:00,0.0,-0.729,90.262,0.607,0.0,0.0,0,903.408,1,277.484,0.35,5.227,3.58,0,0,1,-23.862,0.0,-22.391,-1.471,0,0,0,0,0,0,6.139
7034,2019-04-13 23:45:00,0.0,-0.716,90.096,0.587,0.0,0.0,0,903.219,1,277.916,0.35,5.222,3.58,0,0,1,-23.354,0.0,-21.958,-1.396,0,0,0,0,0,0,6.139
7035,2019-04-14 00:00:00,0.0,-0.703,89.93,0.566,0.0,0.0,0,903.029,1,278.349,0.35,5.217,3.58,0,0,1,-22.848,0.0,-21.526,-1.323,0,0,0,0,0,0,6.139
7036,2019-04-14 00:15:00,0.0,-0.763,90.159,0.566,0.0,0.0,0,902.985,1,278.452,0.35,5.208,3.58,0,0,1,-22.858,0.0,-21.422,-1.436,0,0,0,0,0,0,6.139
7037,2019-04-14 00:30:00,0.0,-0.824,90.388,0.566,0.0,0.0,0,902.942,1,278.556,0.35,5.198,3.58,0,0,1,-22.868,0.0,-21.319,-1.549,0,0,0,0,0,0,6.139
