,TIMESTAMP,WS,T_A,RH,PRESS
55,2020-12-22 17:00:00,0.4,3.483,84.05,903.883
56,2020-12-22 18:00:00,0.483,3.242,84.108,903.958
57,2020-12-22 19:00:00,0.758,3.55,81.467,903.792
58,2020-12-22 20:00:00,0.608,3.283,82.067,903.417
59,2020-12-22 21:00:00,0.45,3.542,80.2,903.192
60,2020-12-22 22:00:00,0.55,2.7,81.95,903.067
61,2020-12-22 23:00:00,0.575,2.683,79.925,902.425
62,2020-12-23 00:00:00,0.45,3.567,73.258,901.958
63,2020-12-23 01:00:00,1.333,7.925,52.758,901.6
64,2020-12-23 02:00:00,1.033,8.55,49.433,901.375
65,2020-12-23 03:00:00,0.542,4.442,70.667,901.042
66,2020-12-23 04:00:00,0.633,4.367,71.267,900.533
67,2020-12-23 05:00:00,0.575,4.508,70.992,900.2
68,2020-12-23 06:00:00,0.558,4.2,73.15,900.067
69,2020-12-23 07:00:00,0.608,4.142,73.058,899.892
70,2020-12-23 08:00:00,0.608,4.3,72.008,899.492
71,2020-12-23 09:00:00,1.008,6.3,62.417,899.242
72,2020-12-23 10:00:00,2.775,12.85,36.825,898.933
73,2020-12-23 11:00:00,2.517,13.35,34.975,898.433
74,2020-12-23 12:00:00,2.708,13.417,34.7,897.7
75,2020-12-23 13:00:00,3.083,13.358,34.692,897.1
76,2020-12-23 14:00:00,1.575,10.725,45.983,896.775
77,2020-12-23 15:00:00,0.658,6.392,65.65,896.633
78,2020-12-23 16:00:00,0.5,5.617,69.042,896.817
79,2020-12-23 17:00:00,0.583,4.625,72.442,896.392
80,2020-12-23 18:00:00,0.625,4.375,72.208,895.892
81,2020-12-23 19:00:00,0.683,4.792,70.142,895.608
82,2020-12-23 20:00:00,0.583,4.867,69.892,895.692
83,2020-12-23 21:00:00,0.483,4.525,72.058,895.683
84,2020-12-23 22:00:00,0.617,4.325,72.875,895.617
85,2020-12-23 23:00:00,0.6,4.283,73.733,895.117
86,2020-12-24 00:00:00,0.45,4.092,75.367,894.992
87,2020-12-24 01:00:00,0.542,4.075,76.025,894.542
88,2020-12-24 02:00:00,0.508,3.875,77.558,894.658
89,2020-12-24 03:00:00,0.525,3.5,80.608,894.708
90,2020-12-24 04:00:00,0.667,2.95,90.2,894.733
91,2020-12-24 05:00:00,0.467,2.942,89.383,895.433
92,2020-12-24 06:00:00,0.508,2.067,89.733,895.392
93,2020-12-24 07:00:00,0.558,1.483,90.058,894.892
94,2020-12-24 08:00:00,0.358,1.55,90.875,894.508
95,2020-12-24 09:00:00,0.383,2.008,91.175,894.5
96,2020-12-24 10:00:00,0.358,2.675,89.842,894.658
97,2020-12-24 11:00:00,0.767,3.567,85.067,894.117
98,2020-12-24 12:00:00,0.742,4.65,76.067,893.225
99,2020-12-24 13:00:00,0.458,4.0,82.35,893.075
100,2020-12-24 14:00:00,0.517,3.642,85.617,892.408
101,2020-12-24 15:00:00,0.383,3.508,84.7,892.025
102,2020-12-24 16:00:00,0.342,2.783,87.892,891.733
103,2020-12-24 17:00:00,0.5,2.358,89.333,891.5
104,2020-12-24 18:00:00,0.358,2.125,89.242,891.6
105,2020-12-24 19:00:00,0.408,1.208,89.325,891.775
106,2020-12-24 20:00:00,0.492,1.058,90.825,891.917
107,2020-12-24 21:00:00,0.467,1.492,89.167,891.767
108,2020-12-24 22:00:00,0.4,1.25,89.833,891.6
109,2020-12-24 23:00:00,0.85,1.017,89.392,891.792
110,2020-12-25 00:00:00,1.083,0.083,90.767,892.708
111,2020-12-25 01:00:00,1.125,-0.6,91.467,893.267
112,2020-12-25 02:00:00,0.108,-1.05,91.533,893.867
113,2020-12-25 03:00:00,0.0,-1.317,91.833,894.092
114,2020-12-25 04:00:00,0.0,-1.575,91.942,894.067
115,2020-12-25 05:00:00,0.0,-1.758,91.683,894.125
116,2020-12-25 06:00:00,0.0,-1.875,91.583,894.25
117,2020-12-25 07:00:00,0.0,-2.0,91.4,894.183
118,2020-12-25 08:00:00,0.0,-2.0,91.258,894.375
119,2020-12-25 09:00:00,0.0,-2.125,89.258,894.867
120,2020-12-25 10:00:00,0.0,-2.2,87.292,895.325
121,2020-12-25 11:00:00,0.0,-2.117,86.45,895.317
122,2020-12-25 12:00:00,0.0,-2.292,86.867,895.208
123,2020-12-25 13:00:00,0.0,-2.558,88.308,895.0
124,2020-12-25 14:00:00,0.0,-2.417,89.192,894.692
125,2020-12-25 15:00:00,0.0,-2.517,89.167,894.692
126,2020-12-25 16:00:00,0.0,-2.625,90.283,894.917
127,2020-12-25 17:00:00,0.0,-2.825,89.942,895.508
128,2020-12-25 18:00:00,0.0,-2.858,90.075,895.717
129,2020-12-25 19:00:00,0.0,-2.8,90.175,896.033
130,2020-12-25 20:00:00,0.0,-2.858,89.85,896.592
131,2020-12-25 21:00:00,0.0,-3.183,88.858,897.325
132,2020-12-25 22:00:00,0.0,-3.475,87.917,897.933
133,2020-12-25 23:00:00,0.0,-3.842,86.975,898.525
134,2020-12-26 00:00:00,0.0,-4.258,87.258,899.15
135,2020-12-26 01:00:00,0.0,-4.5,87.483,899.625
136,2020-12-26 02:00:00,0.0,-4.617,88.442,899.633
137,2020-12-26 03:00:00,0.0,-4.7,88.825,899.792
138,2020-12-26 04:00:00,0.0,-4.717,88.842,900.458
139,2020-12-26 05:00:00,0.0,-4.792,89.092,900.733
140,2020-12-26 06:00:00,0.0,-4.8,88.858,901.175
141,2020-12-26 07:00:00,0.0,-4.858,88.642,901.492
142,2020-12-26 08:00:00,0.0,-5.133,88.0,901.742
143,2020-12-26 09:00:00,0.0,-5.158,87.708,902.175
144,2020-12-26 10:00:00,0.0,-4.342,86.325,902.3
145,2020-12-26 11:00:00,0.0,-3.708,82.35,901.792
146,2020-12-26 12:00:00,0.0,-4.758,74.125,900.917
147,2020-12-26 13:00:00,0.0,-5.942,82.533,901.433
148,2020-12-26 14:00:00,0.0,-4.5,78.325,901.3
149,2020-12-26 15:00:00,0.0,-5.367,79.05,900.925
150,2020-12-26 16:00:00,0.0,-7.033,84.075,900.817
151,2020-12-26 17:00:00,0.0,-6.258,72.642,900.092
152,2020-12-26 18:00:00,0.0,-9.608,84.658,900.075
153,2020-12-26 19:00:00,0.0,-10.917,87.925,900.275
154,2020-12-26 20:00:00,0.0,-11.375,88.283,899.575
155,2020-12-26 21:00:00,0.0,-11.383,87.417,898.358
156,2020-12-26 22:00:00,0.0,-11.608,87.542,897.192
157,2020-12-26 23:00:00,0.0,-11.625,87.117,896.675
158,2020-12-27 00:00:00,0.0,-10.892,87.5,895.767
159,2020-12-27 01:00:00,0.0,-11.117,86.808,894.592
160,2020-12-27 02:00:00,0.0,-11.908,86.742,894.367
161,2020-12-27 03:00:00,0.0,-11.95,86.858,892.925
162,2020-12-27 04:00:00,0.0,-11.475,87.308,891.4
163,2020-12-27 05:00:00,0.0,-9.9,87.433,889.758
164,2020-12-27 06:00:00,0.0,-10.333,87.483,888.817
165,2020-12-27 07:00:00,0.0,-9.692,87.767,888.233
166,2020-12-27 08:00:00,0.0,-8.7,88.242,886.8
167,2020-12-27 09:00:00,0.0,-7.008,89.042,885.55
168,2020-12-27 10:00:00,0.0,-5.933,89.108,884.192
169,2020-12-27 11:00:00,0.0,-4.192,89.458,882.542
170,2020-12-27 12:00:00,0.0,-3.25,87.917,880.817
171,2020-12-27 13:00:00,0.0,-2.583,80.35,878.95
172,2020-12-27 14:00:00,0.467,1.275,53.433,877.333
173,2020-12-27 15:00:00,2.975,3.467,32.383,876.642
174,2020-12-27 16:00:00,5.292,2.233,32.842,875.892
175,2020-12-27 17:00:00,5.217,2.15,33.633,874.633
176,2020-12-27 18:00:00,6.925,2.183,31.0,873.475
177,2020-12-27 19:00:00,6.5,2.058,30.283,872.525
178,2020-12-27 20:00:00,6.558,1.475,29.425,872.2
179,2020-12-27 21:00:00,7.008,0.425,33.375,872.658
180,2020-12-27 22:00:00,7.233,0.117,34.158,872.617
181,2020-12-27 23:00:00,7.567,-0.267,38.533,871.942
182,2020-12-28 00:00:00,7.117,-0.683,43.7,871.125
183,2020-12-28 01:00:00,6.992,0.075,41.308,869.5
184,2020-12-28 02:00:00,6.375,1.192,41.567,868.492
185,2020-12-28 03:00:00,5.283,1.617,42.408,867.283
186,2020-12-28 04:00:00,5.025,1.708,43.025,866.683
187,2020-12-28 05:00:00,5.583,1.333,45.492,865.917
188,2020-12-28 06:00:00,5.058,1.308,43.575,865.792
189,2020-12-28 07:00:00,4.717,0.958,45.8,865.483
190,2020-12-28 08:00:00,4.708,1.292,42.517,864.683
191,2020-12-28 09:00:00,3.7,1.858,41.592,864.7
192,2020-12-28 10:00:00,3.667,1.875,43.6,864.6
193,2020-12-28 11:00:00,3.833,1.6,47.65,864.567
194,2020-12-28 12:00:00,3.233,1.9,44.908,864.117
195,2020-12-28 13:00:00,1.108,1.492,57.758,864.025
196,2020-12-28 14:00:00,0.517,0.275,78.192,864.192
197,2020-12-28 15:00:00,0.4,-0.283,81.875,864.825
198,2020-12-28 16:00:00,0.575,-1.342,88.617,865.858
199,2020-12-28 17:00:00,0.067,-2.283,87.233,865.617
200,2020-12-28 18:00:00,0.025,-0.167,56.308,865.2
201,2020-12-28 19:00:00,2.375,0.542,48.258,864.9
202,2020-12-28 20:00:00,1.983,1.583,39.075,864.508
203,2020-12-28 21:00:00,2.633,2.142,38.108,864.892
204,2020-12-28 22:00:00,2.675,1.8,42.242,865.75
205,2020-12-28 23:00:00,3.667,1.208,45.967,866.475
206,2020-12-29 00:00:00,3.983,0.433,54.233,867.325
207,2020-12-29 01:00:00,3.133,1.233,46.333,867.3
208,2020-12-29 02:00:00,1.958,1.8,43.325,867.658
209,2020-12-29 03:00:00,2.892,2.417,39.675,868.333
210,2020-12-29 04:00:00,3.433,1.992,42.458,868.867
211,2020-12-29 05:00:00,3.367,1.975,41.758,869.467
212,2020-12-29 06:00:00,1.892,1.6,45.167,870.292
213,2020-12-29 07:00:00,0.642,-1.092,60.458,871.392
214,2020-12-29 08:00:00,1.1,0.2,53.292,872.2
215,2020-12-29 09:00:00,0.767,-0.175,56.35,873.092
216,2020-12-29 10:00:00,0.617,0.083,58.15,874.308
217,2020-12-29 11:00:00,0.533,0.317,57.15,874.917
218,2020-12-29 12:00:00,1.608,0.608,53.233,875.033
219,2020-12-29 13:00:00,2.642,2.608,40.767,875.075
220,2020-12-29 14:00:00,2.833,2.958,41.033,875.4
221,2020-12-29 15:00:00,1.392,2.417,49.058,876.1
222,2020-12-29 16:00:00,0.825,-0.45,82.075,877.458
223,2020-12-29 17:00:00,1.1,-0.233,75.967,877.35
224,2020-12-29 18:00:00,0.508,-2.15,79.708,877.725
225,2020-12-29 19:00:00,0.358,-4.367,87.242,878.558
226,2020-12-29 20:00:00,0.433,-4.833,88.717,878.867
227,2020-12-29 21:00:00,,,,
228,2020-12-29 22:00:00,,,,
229,2020-12-29 23:00:00,,,,
230,2020-12-30 00:00:00,,,,
231,2020-12-30 01:00:00,,,,
232,2020-12-30 02:00:00,,,,
233,2020-12-30 03:00:00,,,,
234,2020-12-30 04:00:00,,,,
235,2020-12-30 05:00:00,,,,
236,2020-12-30 06:00:00,,,,
237,2020-12-30 07:00:00,,,,
238,2020-12-30 08:00:00,,,,
239,2020-12-30 09:00:00,,,,
240,2020-12-30 10:00:00,,,,
241,2020-12-30 11:00:00,,,,
242,2020-12-30 12:00:00,,,,
243,2020-12-30 13:00:00,,,,
244,2020-12-30 14:00:00,,,,
245,2020-12-30 15:00:00,,,,
246,2020-12-30 16:00:00,,,,
247,2020-12-30 17:00:00,,,,
248,2020-12-30 18:00:00,,,,
249,2020-12-30 19:00:00,,,,
250,2020-12-30 20:00:00,,,,
251,2020-12-30 21:00:00,,,,
252,2020-12-30 22:00:00,,,,
253,2020-12-30 23:00:00,,,,
254,2020-12-31 00:00:00,,,,
255,2020-12-31 01:00:00,,,,
256,2020-12-31 02:00:00,,,,
257,2020-12-31 03:00:00,,,,
258,2020-12-31 04:00:00,,,,
259,2020-12-31 05:00:00,,,,
260,2020-12-31 06:00:00,,,,
261,2020-12-31 07:00:00,,,,
262,2020-12-31 08:00:00,,,,
263,2020-12-31 09:00:00,,,,
264,2020-12-31 10:00:00,,,,
265,2020-12-31 11:00:00,,,,
266,2020-12-31 12:00:00,,,,
267,2020-12-31 13:00:00,,,,
268,2020-12-31 14:00:00,,,,
269,2020-12-31 15:00:00,,,,
270,2020-12-31 16:00:00,,,,
271,2020-12-31 17:00:00,,,,
272,2020-12-31 18:00:00,,,,
273,2020-12-31 19:00:00,,,,
274,2020-12-31 20:00:00,,,,
275,2020-12-31 21:00:00,,,,
276,2020-12-31 22:00:00,,,,
277,2020-12-31 23:00:00,,,,
278,2021-01-01 00:00:00,,,,
279,2021-01-01 01:00:00,,,,
280,2021-01-01 02:00:00,,,,
281,2021-01-01 03:00:00,,,,
282,2021-01-01 04:00:00,,,,
283,2021-01-01 05:00:00,,,,
284,2021-01-01 06:00:00,,,,
285,2021-01-01 07:00:00,,,,
286,2021-01-01 08:00:00,,,,
287,2021-01-01 09:00:00,,,,
288,2021-01-01 10:00:00,,,,
289,2021-01-01 11:00:00,,,,
290,2021-01-01 12:00:00,,,,
291,2021-01-01 13:00:00,,,,
292,2021-01-01 14:00:00,,,,
293,2021-01-01 15:00:00,,,,
294,2021-01-01 16:00:00,,,,
295,2021-01-01 17:00:00,,,,
296,2021-01-01 18:00:00,,,,
297,2021-01-01 19:00:00,,,,
298,2021-01-01 20:00:00,,,,
299,2021-01-01 21:00:00,,,,
300,2021-01-01 22:00:00,,,,
301,2021-01-01 23:00:00,,,,
302,2021-01-02 00:00:00,,,,
303,2021-01-02 01:00:00,,,,
304,2021-01-02 02:00:00,,,,
305,2021-01-02 03:00:00,,,,
306,2021-01-02 04:00:00,,,,
307,2021-01-02 05:00:00,,,,
308,2021-01-02 06:00:00,,,,
309,2021-01-02 07:00:00,,,,
310,2021-01-02 08:00:00,,,,
311,2021-01-02 09:00:00,,,,
312,2021-01-02 10:00:00,,,,
313,2021-01-02 11:00:00,,,,
314,2021-01-02 12:00:00,,,,
315,2021-01-02 13:00:00,,,,
316,2021-01-02 14:00:00,,,,
317,2021-01-02 15:00:00,,,,
318,2021-01-02 16:00:00,,,,
319,2021-01-02 17:00:00,,,,
320,2021-01-02 18:00:00,,,,
321,2021-01-02 19:00:00,,,,
322,2021-01-02 20:00:00,,,,
323,2021-01-02 21:00:00,,,,
324,2021-01-02 22:00:00,,,,
325,2021-01-02 23:00:00,,,,
326,2021-01-03 00:00:00,,,,
327,2021-01-03 01:00:00,,,,
328,2021-01-03 02:00:00,,,,
329,2021-01-03 03:00:00,,,,
330,2021-01-03 04:00:00,,,,
331,2021-01-03 05:00:00,,,,
332,2021-01-03 06:00:00,,,,
333,2021-01-03 07:00:00,,,,
334,2021-01-03 08:00:00,,,,
335,2021-01-03 09:00:00,,,,
336,2021-01-03 10:00:00,,,,
337,2021-01-03 11:00:00,,,,
338,2021-01-03 12:00:00,,,,
339,2021-01-03 13:00:00,,,,
340,2021-01-03 14:00:00,,,,
341,2021-01-03 15:00:00,,,,
342,2021-01-03 16:00:00,,,,
343,2021-01-03 17:00:00,,,,
344,2021-01-03 18:00:00,,,,
345,2021-01-03 19:00:00,,,,
346,2021-01-03 20:00:00,,,,
347,2021-01-03 21:00:00,,,,
348,2021-01-03 22:00:00,,,,
349,2021-01-03 23:00:00,,,,
350,2021-01-04 00:00:00,,,,
351,2021-01-04 01:00:00,,,,
352,2021-01-04 02:00:00,,,,
353,2021-01-04 03:00:00,,,,
354,2021-01-04 04:00:00,,,,
355,2021-01-04 05:00:00,,,,
356,2021-01-04 06:00:00,,,,
357,2021-01-04 07:00:00,,,,
358,2021-01-04 08:00:00,,,,
359,2021-01-04 09:00:00,,,,
360,2021-01-04 10:00:00,,,,
361,2021-01-04 11:00:00,,,,
362,2021-01-04 12:00:00,,,,
363,2021-01-04 13:00:00,,,,
364,2021-01-04 14:00:00,,,,
365,2021-01-04 15:00:00,,,,
366,2021-01-04 16:00:00,,,,
367,2021-01-04 17:00:00,,,,
368,2021-01-04 18:00:00,,,,
369,2021-01-04 19:00:00,,,,
370,2021-01-04 20:00:00,,,,
371,2021-01-04 21:00:00,,,,
372,2021-01-04 22:00:00,,,,
373,2021-01-04 23:00:00,,,,
374,2021-01-05 00:00:00,,,,
375,2021-01-05 01:00:00,,,,
376,2021-01-05 02:00:00,,,,
377,2021-01-05 03:00:00,,,,
378,2021-01-05 04:00:00,,,,
379,2021-01-05 05:00:00,,,,
380,2021-01-05 06:00:00,,,,
381,2021-01-05 07:00:00,,,,
382,2021-01-05 08:00:00,,,,
383,2021-01-05 09:00:00,,,,
384,2021-01-05 10:00:00,,,,
385,2021-01-05 11:00:00,,,,
386,2021-01-05 12:00:00,,,,
387,2021-01-05 13:00:00,,,,
388,2021-01-05 14:00:00,,,,
389,2021-01-05 15:00:00,,,,
390,2021-01-05 16:00:00,,,,
391,2021-01-05 17:00:00,,,,
392,2021-01-05 18:00:00,,,,
393,2021-01-05 19:00:00,,,,
394,2021-01-05 20:00:00,,,,
395,2021-01-05 21:00:00,,,,
396,2021-01-05 22:00:00,,,,
397,2021-01-05 23:00:00,,,,
398,2021-01-06 00:00:00,,,,
399,2021-01-06 01:00:00,,,,
400,2021-01-06 02:00:00,,,,
401,2021-01-06 03:00:00,,,,
402,2021-01-06 04:00:00,,,,
403,2021-01-06 05:00:00,,,,
404,2021-01-06 06:00:00,,,,
405,2021-01-06 07:00:00,,,,
406,2021-01-06 08:00:00,,,,
407,2021-01-06 09:00:00,,,,
408,2021-01-06 10:00:00,,,,
409,2021-01-06 11:00:00,,,,
410,2021-01-06 12:00:00,,,,
411,2021-01-06 13:00:00,,,,
412,2021-01-06 14:00:00,,,,
413,2021-01-06 15:00:00,,,,
414,2021-01-06 16:00:00,,,,
415,2021-01-06 17:00:00,,,,
416,2021-01-06 18:00:00,,,,
417,2021-01-06 19:00:00,,,,
418,2021-01-06 20:00:00,,,,
419,2021-01-06 21:00:00,,,,
420,2021-01-06 22:00:00,,,,
421,2021-01-06 23:00:00,,,,
422,2021-01-07 00:00:00,,,,
423,2021-01-07 01:00:00,,,,
424,2021-01-07 02:00:00,,,,
425,2021-01-07 03:00:00,,,,
426,2021-01-07 04:00:00,,,,
427,2021-01-07 05:00:00,,,,
428,2021-01-07 06:00:00,,,,
429,2021-01-07 07:00:00,,,,
430,2021-01-07 08:00:00,,,,
431,2021-01-07 09:00:00,,,,
432,2021-01-07 10:00:00,,,,
433,2021-01-07 11:00:00,,,,
434,2021-01-07 12:00:00,,,,
435,2021-01-07 13:00:00,,,,
436,2021-01-07 14:00:00,,,,
437,2021-01-07 15:00:00,,,,
438,2021-01-07 16:00:00,,,,
439,2021-01-07 17:00:00,,,,
440,2021-01-07 18:00:00,,,,
441,2021-01-07 19:00:00,,,,
442,2021-01-07 20:00:00,,,,
443,2021-01-07 21:00:00,,,,
444,2021-01-07 22:00:00,,,,
445,2021-01-07 23:00:00,,,,
446,2021-01-08 00:00:00,,,,
447,2021-01-08 01:00:00,,,,
448,2021-01-08 02:00:00,,,,
449,2021-01-08 03:00:00,,,,
450,2021-01-08 04:00:00,,,,
451,2021-01-08 05:00:00,,,,
452,2021-01-08 06:00:00,,,,
453,2021-01-08 07:00:00,,,,
454,2021-01-08 08:00:00,,,,
455,2021-01-08 09:00:00,,,,
456,2021-01-08 10:00:00,,,,
457,2021-01-08 11:00:00,,,,
458,2021-01-08 12:00:00,,,,
459,2021-01-08 13:00:00,,,,
460,2021-01-08 14:00:00,,,,
461,2021-01-08 15:00:00,,,,
462,2021-01-08 16:00:00,,,,
463,2021-01-08 17:00:00,,,,
464,2021-01-08 18:00:00,,,,
465,2021-01-08 19:00:00,,,,
466,2021-01-08 20:00:00,,,,
467,2021-01-08 21:00:00,,,,
468,2021-01-08 22:00:00,,,,
469,2021-01-08 23:00:00,,,,
470,2021-01-09 00:00:00,,,,
471,2021-01-09 01:00:00,,,,
472,2021-01-09 02:00:00,,,,
473,2021-01-09 03:00:00,,,,
474,2021-01-09 04:00:00,,,,
475,2021-01-09 05:00:00,,,,
476,2021-01-09 06:00:00,,,,
477,2021-01-09 07:00:00,,,,
478,2021-01-09 08:00:00,,,,
479,2021-01-09 09:00:00,,,,
480,2021-01-09 10:00:00,,,,
481,2021-01-09 11:00:00,,,,
482,2021-01-09 12:00:00,,,,
483,2021-01-09 13:00:00,,,,
484,2021-01-09 14:00:00,,,,
485,2021-01-09 15:00:00,,,,
486,2021-01-09 16:00:00,,,,
487,2021-01-09 17:00:00,,,,
488,2021-01-09 18:00:00,,,,
489,2021-01-09 19:00:00,,,,
490,2021-01-09 20:00:00,,,,
491,2021-01-09 21:00:00,,,,
492,2021-01-09 22:00:00,,,,
493,2021-01-09 23:00:00,,,,
494,2021-01-10 00:00:00,,,,
495,2021-01-10 01:00:00,,,,
496,2021-01-10 02:00:00,,,,
497,2021-01-10 03:00:00,,,,
498,2021-01-10 04:00:00,,,,
499,2021-01-10 05:00:00,,,,
500,2021-01-10 06:00:00,,,,
501,2021-01-10 07:00:00,,,,
502,2021-01-10 08:00:00,,,,
503,2021-01-10 09:00:00,,,,
504,2021-01-10 10:00:00,,,,
505,2021-01-10 11:00:00,,,,
506,2021-01-10 12:00:00,,,,
507,2021-01-10 13:00:00,,,,
508,2021-01-10 14:00:00,,,,
509,2021-01-10 15:00:00,,,,
510,2021-01-10 16:00:00,,,,
511,2021-01-10 17:00:00,,,,
512,2021-01-10 18:00:00,,,,
513,2021-01-10 19:00:00,,,,
514,2021-01-10 20:00:00,,,,
515,2021-01-10 21:00:00,,,,
516,2021-01-10 22:00:00,,,,
517,2021-01-10 23:00:00,,,,
518,2021-01-11 00:00:00,,,,
519,2021-01-11 01:00:00,,,,
520,2021-01-11 02:00:00,,,,
521,2021-01-11 03:00:00,,,,
522,2021-01-11 04:00:00,,,,
523,2021-01-11 05:00:00,,,,
524,2021-01-11 06:00:00,,,,
525,2021-01-11 07:00:00,,,,
526,2021-01-11 08:00:00,,,,
527,2021-01-11 09:00:00,,,,
528,2021-01-11 10:00:00,,,,
529,2021-01-11 11:00:00,,,,
530,2021-01-11 12:00:00,,,,
531,2021-01-11 13:00:00,,,,
532,2021-01-11 14:00:00,,,,
533,2021-01-11 15:00:00,,,,
534,2021-01-11 16:00:00,,,,
535,2021-01-11 17:00:00,,,,
536,2021-01-11 18:00:00,,,,
537,2021-01-11 19:00:00,,,,
538,2021-01-11 20:00:00,,,,
539,2021-01-11 21:00:00,,,,
540,2021-01-11 22:00:00,,,,
541,2021-01-11 23:00:00,,,,
542,2021-01-12 00:00:00,,,,
543,2021-01-12 01:00:00,,,,
544,2021-01-12 02:00:00,,,,
545,2021-01-12 03:00:00,,,,
546,2021-01-12 04:00:00,,,,
547,2021-01-12 05:00:00,,,,
548,2021-01-12 06:00:00,,,,
549,2021-01-12 07:00:00,,,,
550,2021-01-12 08:00:00,,,,
551,2021-01-12 09:00:00,,,,
552,2021-01-12 10:00:00,,,,
553,2021-01-12 11:00:00,,,,
554,2021-01-12 12:00:00,,,,
555,2021-01-12 13:00:00,,,,
556,2021-01-12 14:00:00,,,,
557,2021-01-12 15:00:00,,,,
558,2021-01-12 16:00:00,,,,
559,2021-01-12 17:00:00,,,,
560,2021-01-12 18:00:00,,,,
561,2021-01-12 19:00:00,,,,
562,2021-01-12 20:00:00,,,,
563,2021-01-12 21:00:00,,,,
564,2021-01-12 22:00:00,,,,
565,2021-01-12 23:00:00,,,,
566,2021-01-13 00:00:00,,,,
567,2021-01-13 01:00:00,,,,
568,2021-01-13 02:00:00,,,,
569,2021-01-13 03:00:00,,,,
570,2021-01-13 04:00:00,,,,
571,2021-01-13 05:00:00,,,,
572,2021-01-13 06:00:00,,,,
573,2021-01-13 07:00:00,,,,
574,2021-01-13 08:00:00,,,,
575,2021-01-13 09:00:00,,,,
576,2021-01-13 10:00:00,,,,
577,2021-01-13 11:00:00,,,,
578,2021-01-13 12:00:00,,,,
579,2021-01-13 13:00:00,,,,
580,2021-01-13 14:00:00,,,,
581,2021-01-13 15:00:00,,,,
582,2021-01-13 16:00:00,,,,
583,2021-01-13 17:00:00,,,,
584,2021-01-13 18:00:00,,,,
585,2021-01-13 19:00:00,,,,
