,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,vp_a,p_a,missing,LW_in,DroneV,dia,h_s,cam_temp,a,cld,Discharge
0,2020-11-22 00:00:00,0.0,-0.65,90.2,2.1,0.0,0.0,0.0,5.25,806.422,0,217.021,,,,-6.639,0.35,0,12.33
1,2020-11-22 00:15:00,0.0,-0.6,89.6,1.5,0.0,0.0,0.0,5.2,806.318,0,217.284,,,,,0.35,0,12.33
2,2020-11-22 00:30:00,0.0,-0.6,89.6,2.1,0.0,0.0,0.0,5.2,806.214,0,217.548,,,,,0.35,0,12.33
3,2020-11-22 00:45:00,0.0,-0.6,90.2,2.1,0.0,0.0,0.0,5.3,806.111,0,217.811,,,,,0.35,0,12.33
4,2020-11-22 01:00:00,0.0,-0.45,89.25,2.1,0.0,0.0,0.0,5.25,806.007,0,218.074,,,,-6.221,0.35,0,12.33
5,2020-11-22 01:15:00,0.0,-0.3,88.9,2.1,0.0,0.0,0.0,5.3,806.028,0,218.236,,,,,0.35,0,12.33
6,2020-11-22 01:30:00,0.0,-0.3,88.9,1.8,0.0,0.0,0.0,5.3,806.049,0,218.399,,,,,0.35,0,12.33
7,2020-11-22 01:45:00,0.0,-0.3,87.6,1.5,0.0,0.0,0.0,5.2,806.07,0,218.562,,,,,0.35,0,12.33
8,2020-11-22 02:00:00,0.0,-0.45,88.9,2.1,0.0,0.0,0.0,5.25,806.091,0,218.724,,,,-5.757,0.35,0,12.33
9,2020-11-22 02:15:00,0.0,-0.5,90.2,1.5,0.0,0.0,0.0,5.3,806.056,0,218.972,,,,,0.35,0,12.33
10,2020-11-22 02:30:00,0.0,-0.5,90.2,1.55,0.0,0.0,0.0,5.3,806.021,0,219.221,,,,,0.35,0,12.33
11,2020-11-22 02:45:00,0.0,-0.6,89.6,0.0,0.0,0.0,0.0,5.2,805.986,0,219.469,,,,,0.35,0,12.33
12,2020-11-22 03:00:00,0.0,-0.7,88.9,0.75,0.0,0.0,0.0,5.2,805.951,0,219.718,,,,-5.796,0.35,0,12.33
13,2020-11-22 03:15:00,0.0,-0.9,88.9,0.0,0.0,0.0,0.0,5.1,805.963,0,219.764,,,,,0.35,0,12.33
14,2020-11-22 03:30:00,0.0,-1.1,89.85,1.25,0.0,0.0,0.0,5.05,805.975,0,219.809,,,,,0.35,0,12.33
15,2020-11-22 03:45:00,0.0,-1.2,90.2,1.5,0.0,0.0,0.0,5.0,805.987,0,219.854,,,,,0.35,0,12.33
16,2020-11-22 04:00:00,0.0,-1.15,91.5,1.5,0.0,0.0,0.0,5.15,805.999,0,219.9,,,,-5.655,0.35,0,12.33
17,2020-11-22 04:15:00,0.0,-0.9,91.5,2.1,0.0,0.0,0.0,5.2,806.071,0,219.779,,,,,0.35,0,12.33
18,2020-11-22 04:30:00,0.0,-0.85,91.55,1.8,0.0,0.0,0.0,5.25,806.144,0,219.658,,,,,0.35,0,12.33
19,2020-11-22 04:45:00,0.0,-0.6,92.2,2.1,0.0,0.0,0.0,5.4,806.216,0,219.537,,,,,0.35,0,12.33
20,2020-11-22 05:00:00,0.0,-0.45,92.25,2.1,0.0,0.0,0.0,5.45,806.288,0,219.416,,,,-6.458,0.35,0,12.33
21,2020-11-22 05:15:00,0.0,-0.2,90.9,2.1,0.0,0.0,0.0,5.5,806.322,0,220.022,,,,,0.35,0,12.33
22,2020-11-22 05:30:00,0.0,-0.1,91.25,2.1,0.0,0.0,0.0,5.55,806.356,0,220.629,,,,,0.35,0,12.33
23,2020-11-22 05:45:00,0.0,0.1,90.9,2.6,0.0,0.0,0.0,5.6,806.391,0,221.236,,,,,0.35,0,0.0
24,2020-11-22 06:00:00,0.0,0.15,90.25,1.8,0.0,0.0,0.0,5.6,806.425,0,221.842,,,,-6.347,0.35,0,0.0
25,2020-11-22 06:15:00,0.0,0.3,89.6,2.1,0.168,0.439,0.0,5.6,806.454,0,219.777,,,,,0.35,0,0.0
26,2020-11-22 06:30:00,0.0,0.45,89.3,2.1,0.336,0.878,0.0,5.6,806.482,0,217.712,,,,,0.35,0,0.0
27,2020-11-22 06:45:00,0.0,0.6,89.0,1.0,0.505,1.317,0.0,5.7,806.511,0,215.646,,,,,0.35,0,0.0
28,2020-11-22 07:00:00,0.038,0.45,88.0,1.25,0.673,1.756,0.0,5.6,806.54,0,213.581,,,,-5.289,0.35,0,0.0
29,2020-11-22 07:15:00,0.075,0.3,89.0,1.5,11.885,10.393,0.0,5.6,806.536,0,214.315,,,,,0.35,0,0.0
30,2020-11-22 07:30:00,0.111,0.3,89.3,1.8,23.097,19.03,0.0,5.6,806.533,0,215.049,,,,,0.35,0,0.0
31,2020-11-22 07:45:00,0.145,0.3,90.3,2.1,34.31,27.668,0.0,5.6,806.53,0,215.783,,,,,0.35,0,0.0
32,2020-11-22 08:00:00,0.178,0.4,91.0,1.25,45.522,36.305,0.0,5.7,806.526,0,216.517,,,,-4.023,0.35,0,0.0
33,2020-11-22 08:15:00,0.209,0.4,91.0,0.5,72.426,43.117,0.0,5.7,806.55,0,216.616,,,,,0.35,0,0.0
34,2020-11-22 08:30:00,0.238,0.3,90.3,1.25,99.33,49.929,0.0,5.65,806.573,0,216.715,,,,,0.35,0,0.0
35,2020-11-22 08:45:00,0.266,0.3,91.0,1.5,126.233,56.741,0.0,5.7,806.596,0,216.814,,,,,0.35,0,0.0
36,2020-11-22 09:00:00,0.291,0.55,91.35,0.75,153.137,63.553,0.0,5.8,806.62,0,216.913,,,,-4.218,0.35,0,0.0
37,2020-11-22 09:15:00,0.314,0.9,93.0,1.0,171.012,70.032,0.0,6.1,806.535,0,219.234,,,,,0.35,0,0.0
38,2020-11-22 09:30:00,0.334,1.3,92.35,0.0,188.886,76.512,0.0,6.2,806.45,0,221.555,,,,,0.35,0,0.0
39,2020-11-22 09:45:00,0.352,1.7,91.1,0.0,206.761,82.992,0.0,6.3,806.365,0,223.875,,,,,0.35,0,0.0
40,2020-11-22 10:00:00,0.368,2.05,87.85,0.5,224.636,89.471,0.0,6.2,806.28,0,226.196,,,,-0.203,0.35,0,0.0
41,2020-11-22 10:15:00,0.381,2.3,84.7,0.0,235.001,94.569,0.0,6.1,806.258,0,226.242,,,,,0.35,0,0.0
42,2020-11-22 10:30:00,0.39,2.3,83.5,0.5,245.366,99.668,0.0,6.05,806.236,0,226.288,,,,,0.35,0,0.0
43,2020-11-22 10:45:00,0.398,2.2,82.9,0.0,255.731,104.766,0.0,5.9,806.214,0,226.335,,,,,0.35,0,0.0
44,2020-11-22 11:00:00,0.402,2.25,82.9,0.0,266.096,109.864,0.0,5.95,806.192,0,226.381,,,,3.08,0.35,0,0.0
45,2020-11-22 11:15:00,0.403,2.4,83.5,0.0,274.64,105.974,0.0,6.1,806.086,0,226.616,,,,,0.35,0,0.0
46,2020-11-22 11:30:00,0.401,2.65,82.95,0.0,283.184,102.084,0.0,6.15,805.98,0,226.851,,,,,0.35,0,0.0
47,2020-11-22 11:45:00,0.396,2.7,83.0,0.0,291.728,98.194,0.0,6.2,805.875,0,227.086,,,,,0.35,0,0.0
48,2020-11-22 12:00:00,0.388,2.7,83.0,0.0,300.272,94.304,0.0,6.2,805.769,0,227.321,,,,-2.358,0.35,0,0.0
49,2020-11-22 12:15:00,0.377,2.7,81.8,0.5,283.663,97.556,0.0,6.1,805.705,0,227.758,,,,,0.35,0,0.0
50,2020-11-22 12:30:00,0.364,2.5,79.95,0.75,267.054,100.809,0.0,5.85,805.64,0,228.194,,,,,0.35,0,0.0
51,2020-11-22 12:45:00,0.348,2.4,81.1,0.0,250.445,104.061,0.0,5.9,805.576,0,228.631,,,,,0.35,0,0.0
52,2020-11-22 13:00:00,0.329,2.4,82.0,0.0,233.836,107.313,0.0,5.95,805.512,0,229.068,,,,-2.024,0.35,0,0.0
53,2020-11-22 13:15:00,0.308,2.4,82.3,0.0,218.126,102.012,0.0,6.0,805.461,0,230.192,,,,,0.35,0,0.0
54,2020-11-22 13:30:00,0.284,2.5,83.5,0.25,202.416,96.712,0.0,6.1,805.41,0,231.316,,,,,0.35,0,0.0
55,2020-11-22 13:45:00,0.258,2.4,86.0,1.5,186.705,91.412,0.0,6.2,805.358,0,232.44,,,,,0.35,0,0.0
56,2020-11-22 14:00:00,0.23,2.55,87.55,1.5,170.995,86.111,0.0,6.45,805.307,0,233.564,,,,-1.545,0.35,0,0.0
57,2020-11-22 14:15:00,0.201,2.7,87.9,1.5,144.021,81.06,0.0,6.5,805.254,0,232.818,,,,,0.35,0,0.0
58,2020-11-22 14:30:00,0.169,2.7,87.6,1.05,117.047,76.008,0.0,6.5,805.2,0,232.072,,,,,0.35,0,0.0
59,2020-11-22 14:45:00,0.136,2.7,87.9,2.1,90.073,70.957,0.0,6.5,805.147,0,231.325,,,,,0.35,0,0.0
60,2020-11-22 15:00:00,0.101,2.65,87.25,1.0,63.099,65.906,0.0,6.45,805.094,0,230.579,,,,-2.309,0.35,0,0.0
61,2020-11-22 15:15:00,0.065,2.6,86.6,1.0,48.634,53.079,0.0,6.4,805.096,0,231.354,,,,,0.35,0,0.0
62,2020-11-22 15:30:00,0.028,2.45,88.55,1.25,34.169,40.251,0.0,6.45,805.098,0,232.128,,,,,0.35,0,0.0
63,2020-11-22 15:45:00,0.0,2.3,86.6,1.0,19.704,27.424,0.0,6.2,805.099,0,232.902,,,,,0.35,0,0.0
64,2020-11-22 16:00:00,0.0,2.25,87.9,1.0,5.239,14.596,0.0,6.3,805.101,0,233.677,13.22,10.87,,-2.978,0.35,0,0.0
65,2020-11-22 16:15:00,0.0,2.1,87.8,1.0,3.929,10.947,0.0,6.2,805.151,0,234.61,,,,,0.35,0,0.0
66,2020-11-22 16:30:00,0.0,2.0,89.1,1.25,2.62,7.298,0.0,6.3,805.2,0,235.544,,,,,0.35,0,0.0
67,2020-11-22 16:45:00,0.0,1.9,89.1,1.0,1.31,3.649,0.0,6.2,805.25,0,236.477,,,,,0.35,0,0.0
68,2020-11-22 17:00:00,0.0,1.8,89.1,1.25,0.0,0.0,0.0,6.2,805.3,0,237.41,,,,-3.389,0.35,0,0.0
69,2020-11-22 17:15:00,0.0,1.7,89.7,2.1,0.0,0.0,0.0,6.2,805.328,0,239.308,,,,,0.35,0,0.0
70,2020-11-22 17:30:00,0.0,1.7,89.7,2.1,0.0,0.0,0.0,6.2,805.357,0,241.205,,,,,0.35,0,0.0
71,2020-11-22 17:45:00,0.0,1.7,90.4,1.5,0.0,0.0,0.0,6.2,805.386,0,243.102,,,,,0.35,0,0.0
72,2020-11-22 18:00:00,0.0,1.7,89.75,2.1,0.0,0.0,0.0,6.2,805.414,0,245.0,,,,-4.237,0.35,0,0.0
73,2020-11-22 18:15:00,0.0,1.7,90.4,2.1,0.0,0.0,0.0,6.2,805.41,0,242.808,,,,,0.35,0,0.0
74,2020-11-22 18:30:00,0.0,1.75,90.1,2.1,0.0,0.0,0.0,6.2,805.406,0,240.616,,,,,0.35,0,0.0
75,2020-11-22 18:45:00,0.0,1.7,90.4,1.5,0.0,0.0,0.0,6.2,805.403,0,238.425,,,,,0.35,0,0.0
76,2020-11-22 19:00:00,0.0,1.7,88.75,0.75,0.0,0.0,0.0,6.15,805.399,0,236.233,,,,-4.883,0.35,0,0.0
77,2020-11-22 19:15:00,0.0,1.5,89.1,0.5,0.0,0.0,0.0,6.1,805.418,0,238.095,,,,,0.35,0,0.0
78,2020-11-22 19:30:00,0.0,1.3,89.4,1.8,0.0,0.0,0.0,6.0,805.436,0,239.957,,,,,0.35,0,0.0
79,2020-11-22 19:45:00,0.0,1.2,90.4,1.0,0.0,0.0,0.0,6.0,805.455,0,241.82,,,,,0.35,0,0.0
80,2020-11-22 20:00:00,0.0,1.2,89.7,1.55,0.0,0.0,0.0,6.0,805.474,0,243.682,,,,-3.389,0.35,0,0.0
81,2020-11-22 20:15:00,0.0,1.1,91.0,1.0,0.0,0.0,0.0,6.0,805.485,0,243.499,,,,,0.35,0,0.0
82,2020-11-22 20:30:00,0.0,1.1,91.0,1.3,0.0,0.0,0.0,6.0,805.496,0,243.317,,,,,0.35,0,0.0
83,2020-11-22 20:45:00,0.0,1.2,91.0,2.1,0.0,0.0,0.0,6.1,805.506,0,243.134,,,,,0.35,0,0.0
84,2020-11-22 21:00:00,0.0,1.25,91.0,1.0,0.0,0.0,0.0,6.1,805.517,0,242.952,,,,-5.728,0.35,0,0.0
85,2020-11-22 21:15:00,0.0,1.4,91.0,2.1,0.0,0.0,0.0,6.1,805.437,0,240.648,,,,,0.35,0,0.0
86,2020-11-22 21:30:00,0.0,1.55,90.7,1.0,0.0,0.0,0.0,6.2,805.358,0,238.344,,,,,0.35,0,0.0
87,2020-11-22 21:45:00,0.0,1.7,91.1,2.6,0.0,0.0,0.0,6.3,805.278,0,236.04,,,,,0.35,0,0.0
88,2020-11-22 22:00:00,0.0,1.9,90.75,1.55,0.0,0.0,0.0,6.35,805.198,0,233.736,,,,-3.883,0.35,0,0.0
89,2020-11-22 22:15:00,0.0,2.0,89.1,0.5,0.0,0.0,0.0,6.3,805.166,0,232.786,,,,,0.35,0,0.0
90,2020-11-22 22:30:00,0.0,2.15,87.2,1.0,0.0,0.0,0.0,6.2,805.135,0,231.836,,,,,0.35,0,0.0
91,2020-11-22 22:45:00,0.0,2.2,86.6,0.5,0.0,0.0,0.0,6.2,805.103,0,230.885,,,,,0.35,0,0.0
92,2020-11-22 23:00:00,0.0,2.15,86.0,0.0,0.0,0.0,0.0,6.15,805.072,0,229.935,,,,-3.719,0.35,0,0.0
93,2020-11-22 23:15:00,0.0,1.9,85.9,2.1,0.0,0.0,0.0,6.0,805.086,0,230.33,,,,,0.35,0,0.0
94,2020-11-22 23:30:00,0.0,1.8,87.2,1.0,0.0,0.0,0.0,6.05,805.099,0,230.724,,,,,0.35,0,0.0
95,2020-11-22 23:45:00,0.0,1.5,87.2,1.0,0.0,0.0,0.0,5.9,805.112,0,231.118,,,,,0.35,0,0.0
96,2020-11-23 00:00:00,0.0,1.25,88.1,0.25,0.0,0.0,0.0,5.85,805.126,0,231.513,,,,-4.128,0.35,0,0.0
97,2020-11-23 00:15:00,0.0,1.0,89.0,1.0,0.0,0.0,0.0,5.8,805.039,0,231.104,,,,,0.35,0,0.0
98,2020-11-23 00:30:00,0.0,0.75,89.0,0.5,0.0,0.0,0.0,5.75,804.952,0,230.695,,,,,0.35,0,0.0
99,2020-11-23 00:45:00,0.0,0.4,89.0,1.0,0.0,0.0,0.0,5.6,804.864,0,230.286,,,,,0.35,0,0.0
100,2020-11-23 01:00:00,0.0,0.25,90.25,1.25,0.0,0.0,0.0,5.6,804.777,0,229.877,,,,-5.079,0.35,0,0.0
101,2020-11-23 01:15:00,0.0,0.1,90.9,1.0,0.0,0.0,0.0,5.6,804.838,0,229.175,,,,,0.35,0,0.0
102,2020-11-23 01:30:00,0.0,-0.05,92.3,1.0,0.0,0.0,0.0,5.6,804.9,0,228.473,,,,,0.35,0,12.33
103,2020-11-23 01:45:00,0.0,-0.1,91.6,1.5,0.0,0.0,0.0,5.6,804.961,0,227.77,,,,,0.35,0,12.33
104,2020-11-23 02:00:00,0.0,-0.2,92.3,1.0,0.0,0.0,0.0,5.6,805.022,0,227.068,,,,-6.435,0.35,0,12.33
105,2020-11-23 02:15:00,0.0,-0.2,92.3,1.0,0.0,0.0,0.0,5.6,804.928,0,226.616,,,,,0.35,0,12.33
106,2020-11-23 02:30:00,0.0,-0.25,92.9,1.0,0.0,0.0,0.0,5.6,804.833,0,226.164,,,,,0.35,0,12.33
107,2020-11-23 02:45:00,0.0,-0.4,92.9,1.0,0.0,0.0,0.0,5.5,804.738,0,225.713,,,,,0.35,0,12.33
108,2020-11-23 03:00:00,0.0,-0.3,92.9,1.8,0.0,0.0,0.0,5.6,804.644,0,225.261,,,,-6.102,0.35,0,12.33
109,2020-11-23 03:15:00,0.0,-0.2,92.9,1.5,0.0,0.0,0.0,5.6,804.629,0,225.012,,,,,0.35,0,12.33
110,2020-11-23 03:30:00,0.0,-0.15,92.95,1.25,0.0,0.0,0.0,5.6,804.614,0,224.762,,,,,0.35,0,12.33
111,2020-11-23 03:45:00,0.0,0.0,93.6,2.1,0.0,0.0,0.0,5.7,804.599,0,224.512,,,,,0.35,0,0.0
112,2020-11-23 04:00:00,0.0,0.1,93.0,1.5,0.0,0.0,0.0,5.7,804.584,0,224.263,,,,-5.161,0.35,0,0.0
113,2020-11-23 04:15:00,0.0,0.2,93.0,1.5,0.0,0.0,0.0,5.8,804.571,0,224.276,,,,,0.35,0,0.0
114,2020-11-23 04:30:00,0.0,0.2,93.0,1.25,0.0,0.0,0.0,5.8,804.558,0,224.288,,,,,0.35,0,0.0
115,2020-11-23 04:45:00,0.0,0.3,93.0,2.1,0.0,0.0,0.0,5.8,804.546,0,224.301,,,,,0.35,0,0.0
116,2020-11-23 05:00:00,0.0,0.35,93.0,1.55,0.0,0.0,0.0,5.8,804.533,0,224.314,,,,-5.767,0.35,0,0.0
117,2020-11-23 05:15:00,0.0,0.5,92.3,1.5,0.0,0.0,0.0,5.8,804.57,0,223.262,,,,,0.35,0,0.0
118,2020-11-23 05:30:00,0.0,0.6,91.6,1.25,0.0,0.0,0.0,5.8,804.606,0,222.21,,,,,0.35,0,0.0
119,2020-11-23 05:45:00,0.0,0.6,91.6,1.0,0.0,0.0,0.0,5.8,804.642,0,221.158,,,,,0.35,0,0.0
120,2020-11-23 06:00:00,0.0,0.35,91.0,0.75,0.0,0.0,0.0,5.7,804.679,0,220.106,,,,-4.293,0.35,0,0.0
121,2020-11-23 06:15:00,0.0,0.2,90.9,0.5,0.12,0.367,0.0,5.6,804.774,0,219.424,,,,,0.35,0,0.0
122,2020-11-23 06:30:00,0.0,0.05,90.9,0.5,0.239,0.734,0.0,5.6,804.87,0,218.742,,,,,0.35,0,0.0
123,2020-11-23 06:45:00,0.0,-0.2,90.9,1.0,0.358,1.101,0.0,5.5,804.966,0,218.061,,,,,0.35,0,12.33
124,2020-11-23 07:00:00,0.035,-0.35,90.9,1.0,0.478,1.468,0.0,5.4,805.061,0,217.379,,,,-4.924,0.35,0,12.33
125,2020-11-23 07:15:00,0.072,-0.4,91.6,1.0,11.562,9.464,0.0,5.4,805.067,0,217.856,,,,,0.35,0,12.33
126,2020-11-23 07:30:00,0.107,-0.4,91.95,1.5,22.647,17.46,0.0,5.45,805.073,0,218.332,,,,,0.35,0,12.33
127,2020-11-23 07:45:00,0.142,-0.3,92.9,1.0,33.732,25.456,0.0,5.6,805.079,0,218.808,,,,,0.35,0,12.33
128,2020-11-23 08:00:00,0.174,-0.25,92.9,1.25,44.816,33.452,0.0,5.6,805.085,0,219.285,,,,-6.235,0.35,0,12.33
129,2020-11-23 08:15:00,0.205,0.0,93.0,1.0,69.796,40.927,0.0,5.7,805.133,0,219.738,,,,,0.35,0,0.0
130,2020-11-23 08:30:00,0.235,0.3,93.35,1.25,94.775,48.402,0.0,5.85,805.182,0,220.192,,,,,0.35,0,0.0
131,2020-11-23 08:45:00,0.262,0.6,93.0,1.0,119.754,55.877,0.0,5.9,805.23,0,220.646,,,,,0.35,0,0.0
132,2020-11-23 09:00:00,0.287,1.0,93.0,1.55,144.734,63.352,0.0,6.1,805.278,0,221.099,,,,-3.926,0.35,0,0.0
133,2020-11-23 09:15:00,0.31,1.3,93.0,1.5,166.483,68.248,0.0,6.2,805.242,0,221.555,,,,,0.35,0,0.0
134,2020-11-23 09:30:00,0.33,1.7,92.4,0.5,188.231,73.144,0.0,6.35,805.206,0,222.011,,,,,0.35,0,0.0
135,2020-11-23 09:45:00,0.349,2.1,90.4,0.0,209.98,78.04,0.0,6.4,805.171,0,222.467,,,,,0.35,0,0.0
136,2020-11-23 10:00:00,0.364,2.45,89.8,0.0,231.728,82.936,0.0,6.55,805.135,0,222.923,,,,-1.745,0.35,0,0.0
137,2020-11-23 10:15:00,0.377,2.9,86.0,1.5,243.507,86.262,0.0,6.5,805.098,0,223.139,,,,,0.35,0,0.0
138,2020-11-23 10:30:00,0.387,3.25,83.6,0.75,255.286,89.589,0.0,6.45,805.062,0,223.356,,,,,0.35,0,0.0
139,2020-11-23 10:45:00,0.394,3.5,80.7,0.5,267.065,92.916,0.0,6.3,805.026,0,223.572,,,,,0.35,0,0.0
140,2020-11-23 11:00:00,0.398,3.7,80.4,0.75,278.844,96.242,0.0,6.4,804.989,0,223.788,,,,2.495,0.35,0,0.0
141,2020-11-23 11:15:00,0.399,3.8,79.6,0.0,285.326,93.643,0.0,6.4,804.951,0,224.344,,,,,0.35,0,0.0
142,2020-11-23 11:30:00,0.397,3.8,80.45,0.0,291.807,91.044,0.0,6.45,804.913,0,224.9,,,,,0.35,0,0.0
143,2020-11-23 11:45:00,0.392,3.9,81.3,0.0,298.288,88.445,0.0,6.6,804.875,0,225.455,,,,,0.35,0,0.0
144,2020-11-23 12:00:00,0.385,3.95,81.05,0.0,304.77,85.846,0.0,6.6,804.837,0,226.011,,,,0.339,0.35,0,0.0
145,2020-11-23 12:15:00,0.374,4.1,80.2,0.0,294.413,85.296,0.0,6.6,804.761,0,225.47,,,,,0.35,0,0.0
146,2020-11-23 12:30:00,0.361,4.3,79.65,0.0,284.056,84.746,0.0,6.65,804.685,0,224.93,,,,,0.35,0,0.0
147,2020-11-23 12:45:00,0.344,4.3,79.1,0.0,273.699,84.197,0.0,6.6,804.609,0,224.389,,,,,0.35,0,0.0
148,2020-11-23 13:00:00,0.326,4.25,79.9,0.0,263.342,83.647,0.0,6.6,804.533,0,223.848,,,,2.025,0.35,0,0.0
149,2020-11-23 13:15:00,0.305,4.1,80.2,0.0,243.728,80.733,0.0,6.6,804.526,0,223.698,,,,,0.35,0,0.0
150,2020-11-23 13:30:00,0.281,3.8,79.0,0.25,224.113,77.819,0.0,6.35,804.52,0,223.548,,,,,0.35,0,0.0
151,2020-11-23 13:45:00,0.255,3.6,79.5,0.5,204.498,74.905,0.0,6.3,804.513,0,223.399,,,,,0.35,0,0.0
152,2020-11-23 14:00:00,0.228,3.35,83.3,1.25,184.884,71.991,0.0,6.45,804.506,0,223.249,,,,-1.063,0.35,0,0.0
153,2020-11-23 14:15:00,0.198,3.3,84.2,1.5,160.65,65.914,0.0,6.5,804.442,0,222.572,,,,,0.35,0,0.0
154,2020-11-23 14:30:00,0.167,3.3,85.15,1.5,136.415,59.836,0.0,6.6,804.379,0,221.896,,,,,0.35,0,0.0
155,2020-11-23 14:45:00,0.133,3.2,84.2,1.5,112.18,53.758,0.0,6.5,804.315,0,221.219,,,,,0.35,0,0.0
156,2020-11-23 15:00:00,0.099,3.0,84.2,1.25,87.946,47.681,0.0,6.35,804.252,0,220.542,,,,-2.011,0.35,0,0.0
157,2020-11-23 15:15:00,0.063,2.8,84.8,2.1,68.496,38.396,0.0,6.3,804.281,0,220.647,,,,,0.35,0,0.0
158,2020-11-23 15:30:00,0.025,2.6,84.8,1.0,49.047,29.11,0.0,6.25,804.311,0,220.752,,,,,0.35,0,0.0
159,2020-11-23 15:45:00,0.0,2.3,84.1,0.5,29.597,19.825,0.0,6.1,804.34,0,220.858,,,,,0.35,0,0.0
160,2020-11-23 16:00:00,0.0,2.1,84.4,1.0,10.148,10.54,0.0,6.0,804.37,0,220.963,,,,-3.509,0.35,0,0.0
161,2020-11-23 16:15:00,0.0,1.8,84.7,1.5,7.611,7.905,0.0,5.9,804.38,0,220.02,,,,,0.35,0,0.0
162,2020-11-23 16:30:00,0.0,1.5,85.9,2.1,5.074,5.27,0.0,5.85,804.39,0,219.078,,,,,0.35,0,0.0
163,2020-11-23 16:45:00,0.0,1.3,85.9,1.5,2.537,2.635,0.0,5.8,804.4,0,218.135,,,,,0.35,0,0.0
164,2020-11-23 17:00:00,0.0,1.2,85.2,1.5,0.0,0.0,0.0,5.7,804.41,0,217.192,,,,-5.077,0.35,0,0.0
165,2020-11-23 17:15:00,0.0,1.2,84.6,2.1,0.0,0.0,0.0,5.6,804.453,0,217.078,,,,,0.35,0,0.0
166,2020-11-23 17:30:00,0.0,1.1,85.5,1.8,0.0,0.0,0.0,5.65,804.496,0,216.963,,,,,0.35,0,0.0
167,2020-11-23 17:45:00,0.0,1.0,85.8,1.5,0.0,0.0,0.0,5.6,804.54,0,216.848,,,,,0.35,0,0.0
168,2020-11-23 18:00:00,0.0,0.9,86.15,1.5,0.0,0.0,0.0,5.6,804.583,0,216.734,,,,-6.411,0.35,0,0.0
169,2020-11-23 18:15:00,0.0,0.9,87.1,2.1,0.0,0.0,0.0,5.7,804.565,0,218.863,,,,,0.35,0,0.0
170,2020-11-23 18:30:00,0.0,0.9,86.5,1.8,0.0,0.0,0.0,5.6,804.547,0,220.992,,,,,0.35,0,0.0
171,2020-11-23 18:45:00,0.0,0.9,86.5,2.1,0.0,0.0,0.0,5.6,804.529,0,223.12,,,,,0.35,0,0.0
172,2020-11-23 19:00:00,0.0,0.9,86.5,2.1,0.0,0.0,0.0,5.6,804.511,0,225.249,,,,-5.58,0.35,0,0.0
173,2020-11-23 19:15:00,0.0,0.9,85.8,2.1,0.0,0.0,0.0,5.6,804.512,0,226.062,,,,,0.35,0,0.0
174,2020-11-23 19:30:00,0.0,0.85,86.1,1.8,0.0,0.0,0.0,5.6,804.512,0,226.874,,,,,0.35,0,0.0
175,2020-11-23 19:45:00,0.0,0.8,86.4,2.1,0.0,0.0,0.0,5.6,804.512,0,227.686,,,,,0.35,0,0.0
176,2020-11-23 20:00:00,0.0,0.8,86.45,1.8,0.0,0.0,0.0,5.6,804.513,0,228.499,,,,-5.959,0.35,0,0.0
177,2020-11-23 20:15:00,0.0,0.8,85.8,1.5,0.0,0.0,0.0,5.6,804.51,0,227.295,,,,,0.35,0,0.0
178,2020-11-23 20:30:00,0.0,0.75,86.45,2.1,0.0,0.0,0.0,5.55,804.507,0,226.091,,,,,0.35,0,0.0
179,2020-11-23 20:45:00,0.0,0.7,85.8,1.5,0.0,0.0,0.0,5.5,804.504,0,224.887,,,,,0.35,0,0.0
180,2020-11-23 21:00:00,0.0,0.7,85.8,2.1,0.0,0.0,0.0,5.5,804.501,0,223.683,,,,-7.407,0.35,0,0.0
181,2020-11-23 21:15:00,0.0,0.7,85.8,2.1,0.0,0.0,0.0,5.5,804.445,0,227.898,,,,,0.35,0,0.0
182,2020-11-23 21:30:00,0.0,0.7,85.5,1.8,0.0,0.0,0.0,5.5,804.389,0,232.113,,,,,0.35,0,0.0
183,2020-11-23 21:45:00,0.0,0.7,85.2,1.5,0.0,0.0,0.0,5.5,804.333,0,236.328,,,,,0.35,0,0.0
184,2020-11-23 22:00:00,0.0,0.7,85.5,1.5,0.0,0.0,0.0,5.5,804.277,0,240.543,,,,-7.539,0.35,0,0.0
185,2020-11-23 22:15:00,0.0,0.5,85.8,1.0,0.0,0.0,0.0,5.4,804.253,0,234.946,,,,,0.35,0,0.0
186,2020-11-23 22:30:00,0.0,0.35,86.4,1.5,0.0,0.0,0.0,5.4,804.23,0,229.348,,,,,0.35,0,0.0
187,2020-11-23 22:45:00,0.0,0.2,87.0,2.1,0.0,0.0,0.0,5.4,804.206,0,223.751,,,,,0.35,0,0.0
188,2020-11-23 23:00:00,0.0,0.2,87.0,1.8,0.0,0.0,0.0,5.4,804.182,0,218.154,,,,-8.383,0.35,0,0.0
189,2020-11-23 23:15:00,0.0,0.2,87.7,2.1,0.0,0.0,0.0,5.4,804.164,0,217.743,,,,,0.35,0,0.0
190,2020-11-23 23:30:00,0.0,0.2,87.7,2.1,0.0,0.0,0.0,5.4,804.147,0,217.332,,,,,0.35,0,0.0
191,2020-11-23 23:45:00,0.0,0.2,87.0,2.1,0.0,0.0,0.0,5.4,804.13,0,216.92,,,,,0.35,0,0.0
