,time,temp,RH,wind,SW_global,LW_in,press,tcc
4594,2020-07-10 10:00:00,17.77,53.911,0.35,606.587,327.062,802.772,
4595,2020-07-10 11:00:00,18.103,55.284,0.618,777.276,327.77,802.582,
4596,2020-07-10 12:00:00,17.862,59.181,0.713,671.624,354.972,802.621,
4597,2020-07-10 13:00:00,16.744,66.581,1.253,549.159,357.167,802.416,
4598,2020-07-10 14:00:00,17.433,66.579,0.585,411.768,351.255,802.138,
4599,2020-07-10 15:00:00,16.157,71.614,1.021,290.305,349.949,802.079,
4600,2020-07-10 16:00:00,15.747,70.155,0.591,305.449,340.035,802.093,
4601,2020-07-10 17:00:00,14.828,74.746,0.844,144.055,330.783,802.016,
4602,2020-07-10 18:00:00,13.499,73.185,0.808,86.123,331.345,802.206,
4603,2020-07-10 19:00:00,13.102,75.658,0.234,32.561,339.962,802.424,
4604,2020-07-10 20:00:00,11.707,84.24,0.32,0.826,344.069,802.243,
4605,2020-07-10 21:00:00,10.922,87.616,0.512,0.0,338.601,802.612,
4606,2020-07-10 22:00:00,10.0,98.847,0.689,0.0,324.292,802.254,
4607,2020-07-10 23:00:00,10.012,98.714,0.736,0.0,340.511,802.104,
4608,2020-07-11 00:00:00,9.722,98.28,1.078,0.0,349.418,802.452,
4609,2020-07-11 01:00:00,9.181,99.084,1.426,0.0,330.007,802.026,
4610,2020-07-11 02:00:00,9.139,97.619,1.094,0.0,339.939,801.606,
4611,2020-07-11 03:00:00,9.018,98.681,1.223,0.0,347.693,801.535,
4612,2020-07-11 04:00:00,8.955,94.436,1.427,0.14,350.713,801.724,
4613,2020-07-11 05:00:00,8.483,98.993,1.466,7.018,355.658,802.043,
4614,2020-07-11 06:00:00,8.66,98.179,1.524,26.177,353.335,802.242,
4615,2020-07-11 07:00:00,9.025,96.732,1.441,64.31,346.993,802.576,
4616,2020-07-11 08:00:00,9.094,94.64,1.461,90.59,354.065,802.736,
4617,2020-07-11 09:00:00,8.786,92.641,1.56,191.385,349.141,803.025,
4618,2020-07-11 10:00:00,9.547,88.519,1.981,238.818,350.295,803.618,
4619,2020-07-11 11:00:00,10.651,86.603,1.97,318.956,349.171,803.569,
4620,2020-07-11 12:00:00,11.733,86.9,2.069,553.421,343.721,803.961,
4621,2020-07-11 13:00:00,10.949,81.722,2.12,389.808,349.087,803.782,
4622,2020-07-11 14:00:00,11.442,78.926,2.1,391.034,339.285,804.108,
4623,2020-07-11 15:00:00,12.078,79.775,2.006,456.192,332.142,804.212,
4624,2020-07-11 16:00:00,11.583,81.635,2.045,382.43,314.71,804.262,
4625,2020-07-11 17:00:00,10.711,79.478,2.007,312.24,284.496,804.317,
4626,2020-07-11 18:00:00,9.73,77.578,1.771,141.772,300.908,804.316,
4627,2020-07-11 19:00:00,8.683,81.78,1.464,54.837,291.787,804.596,
4628,2020-07-11 20:00:00,7.72,85.742,1.372,1.229,288.953,804.957,
4629,2020-07-11 21:00:00,7.004,87.379,0.931,0.0,279.011,805.218,
4630,2020-07-11 22:00:00,6.357,90.287,1.13,0.0,277.297,805.092,
4631,2020-07-11 23:00:00,5.32,93.375,1.001,0.0,280.425,805.042,
4632,2020-07-12 00:00:00,4.676,94.58,0.552,0.0,270.271,804.618,
4633,2020-07-12 01:00:00,4.26,95.088,0.543,0.0,283.391,804.332,
4634,2020-07-12 02:00:00,4.126,92.275,0.413,0.0,303.467,804.211,
4635,2020-07-12 03:00:00,3.625,92.279,0.199,0.0,300.133,804.253,
4636,2020-07-12 04:00:00,3.419,89.317,0.187,0.451,301.949,804.283,
4637,2020-07-12 05:00:00,3.519,80.883,0.382,46.75,268.629,804.461,
4638,2020-07-12 06:00:00,5.473,72.877,0.308,174.039,270.471,804.556,
4639,2020-07-12 07:00:00,8.828,58.422,0.728,350.47,258.433,804.848,
4640,2020-07-12 08:00:00,10.612,54.76,0.857,551.996,253.936,805.129,
4641,2020-07-12 09:00:00,12.025,56.582,0.661,671.371,268.38,805.29,
4642,2020-07-12 10:00:00,13.174,53.923,1.113,769.554,269.11,805.405,
4643,2020-07-12 11:00:00,14.362,52.701,1.273,837.636,281.015,805.576,
4644,2020-07-12 12:00:00,15.043,52.519,1.443,748.264,308.343,805.519,
4645,2020-07-12 13:00:00,15.563,53.037,1.463,852.048,297.966,805.575,
4646,2020-07-12 14:00:00,15.68,51.514,1.539,720.518,291.731,805.556,
4647,2020-07-12 15:00:00,15.877,50.208,1.547,656.689,306.676,805.577,
4648,2020-07-12 16:00:00,15.348,53.418,1.543,482.989,316.947,805.265,
4649,2020-07-12 17:00:00,14.572,57.437,1.375,351.977,296.169,805.258,
4650,2020-07-12 18:00:00,13.508,60.398,1.003,185.818,301.151,805.363,
4651,2020-07-12 19:00:00,12.402,66.696,0.877,66.741,274.668,805.274,
4652,2020-07-12 20:00:00,11.032,73.135,0.876,1.374,274.296,805.435,
4653,2020-07-12 21:00:00,9.515,84.654,1.292,0.0,274.8,805.579,
4654,2020-07-12 22:00:00,7.642,90.758,0.835,0.0,275.043,805.288,
4655,2020-07-12 23:00:00,8.0,90.601,1.108,0.0,301.704,805.248,
4656,2020-07-13 00:00:00,7.746,94.746,1.206,0.0,314.475,804.831,
4657,2020-07-13 01:00:00,7.557,95.49,1.114,0.0,324.052,804.758,
4658,2020-07-13 02:00:00,6.997,95.61,0.78,0.0,297.648,804.575,
4659,2020-07-13 03:00:00,6.91,96.386,1.063,0.0,300.758,804.344,
4660,2020-07-13 04:00:00,6.96,96.562,1.03,0.273,315.843,804.136,
4661,2020-07-13 05:00:00,7.798,94.322,0.819,28.678,323.036,804.289,
4662,2020-07-13 06:00:00,9.028,91.343,0.769,101.422,327.506,804.338,
4663,2020-07-13 07:00:00,10.304,87.73,0.313,308.259,293.294,804.323,
4664,2020-07-13 08:00:00,11.046,82.987,0.286,405.301,316.384,804.402,
4665,2020-07-13 09:00:00,12.03,74.647,0.341,537.359,306.276,804.221,
4666,2020-07-13 10:00:00,12.687,72.962,1.461,539.792,313.393,804.248,
4667,2020-07-13 11:00:00,13.63,68.216,1.441,600.03,327.712,804.061,
4668,2020-07-13 12:00:00,14.068,65.115,1.493,628.275,334.244,803.817,
4669,2020-07-13 13:00:00,14.304,66.082,1.473,655.172,316.52,803.636,
4670,2020-07-13 14:00:00,13.588,67.24,1.538,422.383,337.387,803.539,
4671,2020-07-13 15:00:00,13.269,67.189,1.656,421.4,311.156,803.161,
4672,2020-07-13 16:00:00,13.076,67.95,1.214,316.513,317.69,802.755,
4673,2020-07-13 17:00:00,12.953,69.444,1.351,290.088,323.515,802.454,
4674,2020-07-13 18:00:00,12.066,69.92,1.18,158.329,314.06,802.534,
4675,2020-07-13 19:00:00,10.316,77.613,0.873,49.722,307.485,802.728,
4676,2020-07-13 20:00:00,8.984,84.532,1.135,0.981,286.621,802.899,
4677,2020-07-13 21:00:00,8.177,87.318,0.861,0.0,312.273,802.881,
4678,2020-07-13 22:00:00,7.285,91.508,0.508,0.0,308.196,802.739,
4679,2020-07-13 23:00:00,6.806,92.102,0.331,0.0,293.738,802.335,
4680,2020-07-14 00:00:00,6.85,91.251,0.504,0.0,299.259,802.063,
4681,2020-07-14 01:00:00,6.222,91.742,0.267,0.0,302.496,801.757,
4682,2020-07-14 02:00:00,5.349,94.104,0.401,0.0,301.551,801.42,
4683,2020-07-14 03:00:00,4.789,95.686,0.387,0.0,289.37,801.248,
4684,2020-07-14 04:00:00,4.944,95.438,0.391,0.245,297.367,801.042,
4685,2020-07-14 05:00:00,5.979,91.827,0.33,43.378,293.567,800.962,
4686,2020-07-14 06:00:00,7.565,86.664,0.422,162.17,287.221,800.946,
4687,2020-07-14 07:00:00,8.913,73.301,0.474,164.524,338.525,800.681,
4688,2020-07-14 08:00:00,10.189,66.711,0.631,179.288,328.431,800.934,
4689,2020-07-14 09:00:00,11.597,61.266,0.682,243.35,335.412,800.532,
4690,2020-07-14 10:00:00,12.506,78.939,1.097,443.603,328.881,800.385,
4691,2020-07-14 11:00:00,13.254,72.177,0.728,574.765,338.184,800.369,
4692,2020-07-14 12:00:00,13.891,68.853,0.752,521.828,336.262,800.106,
4693,2020-07-14 13:00:00,13.554,67.858,0.512,545.109,342.788,799.988,
4694,2020-07-14 14:00:00,13.131,67.059,0.869,435.499,338.436,799.664,
4695,2020-07-14 15:00:00,13.0,69.18,0.916,303.118,324.266,799.812,
4696,2020-07-14 16:00:00,12.668,65.541,1.163,300.392,314.428,799.481,
4697,2020-07-14 17:00:00,12.025,64.6,1.21,246.867,303.179,799.662,
4698,2020-07-14 18:00:00,11.414,62.953,0.917,139.683,305.539,799.759,
4699,2020-07-14 19:00:00,10.296,72.366,0.906,47.552,307.381,799.514,
4700,2020-07-14 20:00:00,9.431,73.904,1.032,0.866,289.857,799.853,
4701,2020-07-14 21:00:00,9.033,74.932,1.02,0.0,279.681,799.821,
4702,2020-07-14 22:00:00,7.377,82.007,0.685,0.0,272.405,800.054,
4703,2020-07-14 23:00:00,7.028,81.937,0.414,0.0,269.225,799.979,
4704,2020-07-15 00:00:00,6.332,87.353,0.36,0.0,300.114,799.714,
4705,2020-07-15 01:00:00,6.086,87.788,0.3,0.0,299.499,799.283,
4706,2020-07-15 02:00:00,5.896,87.164,0.077,0.0,293.938,798.896,
4707,2020-07-15 03:00:00,6.106,86.442,0.496,0.0,305.566,798.63,
4708,2020-07-15 04:00:00,5.755,86.011,0.732,0.172,295.667,798.462,
4709,2020-07-15 05:00:00,6.449,84.828,0.827,29.173,309.86,798.364,
4710,2020-07-15 06:00:00,7.848,84.983,1.002,117.473,302.739,798.524,
4711,2020-07-15 07:00:00,8.267,87.757,0.812,217.842,304.551,798.626,
4712,2020-07-15 08:00:00,8.797,88.402,0.473,273.734,327.325,798.729,
4713,2020-07-15 09:00:00,9.83,85.132,0.326,326.87,332.206,798.802,
4714,2020-07-15 10:00:00,10.6,77.908,1.213,418.941,339.806,798.881,
4715,2020-07-15 11:00:00,10.939,83.295,1.36,367.787,346.979,798.978,
4716,2020-07-15 12:00:00,11.074,87.72,1.503,473.341,346.083,799.288,
4717,2020-07-15 13:00:00,11.425,87.622,1.361,579.48,338.132,799.454,
4718,2020-07-15 14:00:00,10.949,83.712,1.517,520.069,324.928,799.463,
4719,2020-07-15 15:00:00,10.011,84.469,1.322,355.582,328.403,799.536,
4720,2020-07-15 16:00:00,9.439,81.187,1.292,257.852,341.601,799.494,
4721,2020-07-15 17:00:00,8.766,88.059,1.264,116.771,338.07,799.656,
4722,2020-07-15 18:00:00,8.45,91.14,1.183,111.908,311.528,800.026,
4723,2020-07-15 19:00:00,8.146,90.462,1.034,27.119,325.278,800.171,
4724,2020-07-15 20:00:00,7.787,91.28,0.864,0.405,330.038,800.669,
4725,2020-07-15 21:00:00,7.61,93.978,0.901,0.0,323.723,800.85,
4726,2020-07-15 22:00:00,7.093,97.343,0.483,0.0,323.5,800.922,
4727,2020-07-15 23:00:00,6.971,97.131,0.51,0.0,336.62,800.914,
4728,2020-07-16 00:00:00,6.882,96.884,0.688,0.0,337.534,800.902,
4729,2020-07-16 01:00:00,6.724,97.129,0.723,0.0,331.978,800.771,
4730,2020-07-16 02:00:00,6.739,96.783,0.561,0.0,340.104,800.596,
4731,2020-07-16 03:00:00,6.825,96.715,0.76,0.0,338.219,800.517,
4732,2020-07-16 04:00:00,6.823,97.371,1.069,0.036,334.509,800.702,
4733,2020-07-16 05:00:00,6.815,97.856,1.046,16.603,334.473,800.852,
4734,2020-07-16 06:00:00,6.98,96.719,1.173,54.654,339.157,801.112,
4735,2020-07-16 07:00:00,7.539,93.766,1.363,79.681,339.45,801.311,
4736,2020-07-16 08:00:00,8.494,94.615,1.57,101.36,341.644,801.487,
4737,2020-07-16 09:00:00,8.811,91.603,1.666,398.467,320.912,801.567,
4738,2020-07-16 10:00:00,9.965,87.572,1.704,455.474,329.48,801.792,
4739,2020-07-16 11:00:00,9.915,84.899,1.638,518.666,318.365,801.821,
4740,2020-07-16 12:00:00,11.007,84.934,1.878,570.598,315.271,801.744,
4741,2020-07-16 13:00:00,11.135,85.062,1.806,628.588,320.637,801.744,
4742,2020-07-16 14:00:00,10.547,85.359,1.831,577.796,326.957,801.741,
4743,2020-07-16 15:00:00,10.403,85.022,1.741,411.703,319.186,801.736,
4744,2020-07-16 16:00:00,10.366,83.705,1.796,278.991,329.458,801.692,
4745,2020-07-16 17:00:00,10.206,84.991,1.769,155.088,342.683,801.826,
4746,2020-07-16 18:00:00,9.443,88.631,1.691,67.612,342.119,801.819,
4747,2020-07-16 19:00:00,8.743,93.444,1.612,14.561,346.252,801.873,
4748,2020-07-16 20:00:00,8.209,95.857,1.691,0.209,344.194,802.088,
4749,2020-07-16 21:00:00,7.846,97.588,1.58,0.0,344.662,802.112,
4750,2020-07-16 22:00:00,7.546,97.727,1.652,0.0,347.416,802.294,
4751,2020-07-16 23:00:00,7.371,98.044,1.688,0.0,345.364,802.044,
4752,2020-07-17 00:00:00,7.401,97.424,1.477,0.0,344.364,801.842,
4753,2020-07-17 01:00:00,7.355,97.498,1.399,0.0,344.958,801.306,
4754,2020-07-17 02:00:00,7.286,97.62,1.518,0.0,343.79,801.141,
4755,2020-07-17 03:00:00,7.127,98.155,1.552,0.0,345.64,800.818,
4756,2020-07-17 04:00:00,7.093,97.258,1.441,0.018,345.115,800.678,
4757,2020-07-17 05:00:00,6.923,98.83,1.454,9.904,343.735,800.818,
4758,2020-07-17 06:00:00,7.409,95.523,1.585,45.09,343.892,801.06,
4759,2020-07-17 07:00:00,7.771,96.756,1.615,66.766,346.738,801.281,
4760,2020-07-17 08:00:00,8.157,94.744,1.711,131.952,338.776,801.513,
4761,2020-07-17 09:00:00,8.844,87.516,1.602,204.43,337.899,801.617,
4762,2020-07-17 10:00:00,9.549,86.29,1.887,246.398,346.164,801.711,
4763,2020-07-17 11:00:00,10.629,79.798,1.804,277.689,334.825,801.839,
4764,2020-07-17 12:00:00,11.501,74.763,1.985,403.829,333.195,801.925,
4765,2020-07-17 13:00:00,12.102,70.445,2.056,513.527,333.787,801.785,
4766,2020-07-17 14:00:00,12.252,68.936,2.097,485.362,339.626,801.954,
4767,2020-07-17 15:00:00,12.107,69.271,2.197,488.16,308.84,801.919,
4768,2020-07-17 16:00:00,11.725,71.781,2.112,366.066,329.208,802.048,
4769,2020-07-17 17:00:00,11.19,77.286,1.947,232.813,322.141,801.895,
4770,2020-07-17 18:00:00,10.231,81.134,1.757,155.329,304.003,802.041,
4771,2020-07-17 19:00:00,9.484,86.305,1.361,36.496,318.905,802.158,
4772,2020-07-17 20:00:00,8.616,90.652,1.117,0.464,312.751,802.556,
4773,2020-07-17 21:00:00,8.264,91.784,1.288,0.0,322.602,802.518,
4774,2020-07-17 22:00:00,7.302,94.034,1.176,0.0,316.852,802.698,
4775,2020-07-17 23:00:00,6.47,94.801,1.205,0.0,316.193,802.514,
4776,2020-07-18 00:00:00,5.97,94.443,1.128,0.0,307.672,802.346,
4777,2020-07-18 01:00:00,5.506,95.401,0.819,0.0,291.863,802.255,
4778,2020-07-18 02:00:00,4.572,96.036,0.67,0.0,273.454,801.892,
4779,2020-07-18 03:00:00,4.278,95.621,0.771,0.0,282.568,801.756,
4780,2020-07-18 04:00:00,4.132,96.34,0.513,0.038,309.427,801.612,
4781,2020-07-18 05:00:00,4.154,92.228,0.497,31.093,312.067,801.467,
4782,2020-07-18 06:00:00,5.974,88.389,0.944,125.394,316.941,801.469,
4783,2020-07-18 07:00:00,8.316,79.966,1.372,340.202,267.556,801.539,
4784,2020-07-18 08:00:00,9.939,70.983,1.487,485.159,284.934,801.769,
4785,2020-07-18 09:00:00,11.354,65.281,1.532,660.75,277.65,801.571,
4786,2020-07-18 10:00:00,12.739,59.862,1.894,803.18,274.2,801.591,
4787,2020-07-18 11:00:00,13.308,57.12,2.078,821.481,286.794,801.881,
4788,2020-07-18 12:00:00,13.958,56.358,2.14,766.659,310.598,801.752,
4789,2020-07-18 13:00:00,14.683,52.692,2.242,827.898,304.968,801.677,
4790,2020-07-18 14:00:00,14.74,52.728,2.192,645.82,304.518,801.639,
4791,2020-07-18 15:00:00,14.9,52.942,2.258,579.742,302.824,801.561,
4792,2020-07-18 16:00:00,14.319,54.669,2.26,381.4,301.011,801.477,
4793,2020-07-18 17:00:00,13.495,57.97,2.155,355.862,288.234,801.622,
4794,2020-07-18 18:00:00,12.166,61.704,1.742,190.426,292.769,801.795,
4795,2020-07-18 19:00:00,10.297,73.755,1.078,53.16,287.952,801.889,
4796,2020-07-18 20:00:00,8.569,81.867,0.921,0.558,271.469,802.248,
4797,2020-07-18 21:00:00,7.448,87.457,0.534,0.0,263.936,802.441,
4798,2020-07-18 22:00:00,6.517,91.013,0.695,0.0,258.044,802.497,
4799,2020-07-18 23:00:00,5.777,94.796,0.643,0.0,256.357,802.559,
4800,2020-07-19 00:00:00,4.975,95.768,0.247,0.0,256.653,802.302,
4801,2020-07-19 01:00:00,4.893,93.883,0.028,0.0,260.157,801.939,
4802,2020-07-19 02:00:00,4.809,95.661,0.225,0.0,268.199,801.664,
4803,2020-07-19 03:00:00,4.387,92.579,0.295,0.0,276.462,801.354,
4804,2020-07-19 04:00:00,4.11,92.81,0.265,0.02,271.503,801.342,
4805,2020-07-19 05:00:00,4.788,88.207,0.27,43.516,274.396,801.307,
4806,2020-07-19 06:00:00,7.144,83.993,0.281,175.347,269.73,801.204,
4807,2020-07-19 07:00:00,10.348,62.027,0.284,336.026,278.957,801.421,
4808,2020-07-19 08:00:00,12.211,52.08,0.672,527.898,271.169,801.621,
4809,2020-07-19 09:00:00,13.689,51.032,0.892,701.596,272.596,801.781,
4810,2020-07-19 10:00:00,14.595,52.75,1.271,821.971,278.939,802.097,
4811,2020-07-19 11:00:00,15.83,50.288,1.531,896.112,284.375,802.051,
4812,2020-07-19 12:00:00,16.448,49.506,1.472,872.422,306.585,801.959,
4813,2020-07-19 13:00:00,17.074,46.921,1.387,775.568,317.388,801.966,
4814,2020-07-19 14:00:00,17.161,49.193,1.511,722.278,312.623,801.766,
4815,2020-07-19 15:00:00,16.92,50.809,1.394,598.985,315.059,801.899,
4816,2020-07-19 16:00:00,16.456,53.673,1.443,515.761,301.652,801.796,
4817,2020-07-19 17:00:00,15.642,56.318,1.445,318.492,309.026,801.847,
4818,2020-07-19 18:00:00,14.23,62.676,1.164,183.748,303.839,802.221,
4819,2020-07-19 19:00:00,12.341,75.023,1.108,56.284,287.156,802.329,
4820,2020-07-19 20:00:00,10.925,79.119,0.786,0.37,298.664,802.776,
4821,2020-07-19 21:00:00,9.753,83.141,0.36,0.0,281.727,803.042,
4822,2020-07-19 22:00:00,9.104,86.25,0.704,0.0,275.035,803.344,
4823,2020-07-19 23:00:00,8.536,87.555,0.527,0.0,281.236,803.117,
4824,2020-07-20 00:00:00,8.181,88.358,0.23,0.0,269.114,803.094,
4825,2020-07-20 01:00:00,7.443,89.056,0.234,0.0,272.071,802.943,
4826,2020-07-20 02:00:00,6.877,89.329,0.269,0.0,268.433,802.842,
4827,2020-07-20 03:00:00,6.749,89.403,0.267,0.0,263.696,802.861,
4828,2020-07-20 04:00:00,5.733,91.078,0.281,0.01,268.734,802.803,
4829,2020-07-20 05:00:00,6.799,88.208,0.191,41.956,275.851,802.874,
4830,2020-07-20 06:00:00,8.834,82.21,0.192,161.673,284.458,802.899,
4831,2020-07-20 07:00:00,11.699,68.117,0.438,374.244,262.825,803.051,
4832,2020-07-20 08:00:00,13.307,54.758,0.721,556.228,270.356,803.269,
4833,2020-07-20 09:00:00,14.693,52.121,0.7,708.852,277.003,803.609,
4834,2020-07-20 10:00:00,16.297,48.147,0.925,822.997,283.517,803.954,
4835,2020-07-20 11:00:00,17.402,45.671,0.924,887.881,298.371,803.929,
4836,2020-07-20 12:00:00,18.165,41.852,0.976,876.87,302.34,803.856,
4837,2020-07-20 13:00:00,18.587,41.884,1.08,845.814,306.142,803.964,
4838,2020-07-20 14:00:00,18.787,41.161,0.976,700.677,318.693,804.016,
4839,2020-07-20 15:00:00,18.932,40.968,0.848,626.373,310.295,804.214,
4840,2020-07-20 16:00:00,18.536,43.025,0.644,515.558,310.349,804.04,
4841,2020-07-20 17:00:00,17.494,45.999,0.621,339.356,303.539,804.012,
4842,2020-07-20 18:00:00,16.039,49.568,0.471,198.231,297.041,804.387,
4843,2020-07-20 19:00:00,14.594,56.185,0.44,53.904,291.695,804.656,
4844,2020-07-20 20:00:00,13.304,62.067,0.26,0.334,289.794,805.368,
4845,2020-07-20 21:00:00,11.775,68.465,0.374,0.0,296.493,805.349,
4846,2020-07-20 22:00:00,10.702,69.551,0.715,0.0,292.137,805.659,
4847,2020-07-20 23:00:00,10.038,72.633,0.625,0.0,298.154,805.794,
4848,2020-07-21 00:00:00,9.671,71.98,0.463,0.0,284.157,806.023,
4849,2020-07-21 01:00:00,8.835,75.286,0.289,0.0,286.667,805.879,
4850,2020-07-21 02:00:00,8.264,75.961,0.328,0.0,278.143,805.469,
4851,2020-07-21 03:00:00,8.046,76.541,0.375,0.0,278.855,805.376,
4852,2020-07-21 04:00:00,8.357,76.003,0.327,0.0,281.933,805.272,
4853,2020-07-21 05:00:00,9.515,73.196,0.367,42.36,281.893,805.415,
4854,2020-07-21 06:00:00,10.602,76.318,0.481,166.434,287.945,805.767,
4855,2020-07-21 07:00:00,11.905,74.462,0.498,304.318,303.012,805.982,
4856,2020-07-21 08:00:00,12.541,73.299,0.52,375.086,316.279,806.384,
4857,2020-07-21 09:00:00,13.277,70.197,0.802,436.89,334.661,806.555,
4858,2020-07-21 10:00:00,14.785,68.944,0.324,578.091,337.703,807.319,
4859,2020-07-21 11:00:00,15.302,71.659,0.263,527.482,338.964,807.004,
4860,2020-07-21 12:00:00,16.204,70.446,0.384,720.574,338.201,806.835,
4861,2020-07-21 13:00:00,16.091,72.087,0.752,597.473,344.515,806.422,
4862,2020-07-21 14:00:00,16.664,71.017,0.192,434.346,360.487,806.458,
4863,2020-07-21 15:00:00,16.401,76.659,0.422,464.944,343.574,806.221,
4864,2020-07-21 16:00:00,15.207,78.344,0.514,319.877,340.583,805.848,
4865,2020-07-21 17:00:00,14.209,81.729,0.187,205.257,329.54,806.384,
4866,2020-07-21 18:00:00,13.308,85.604,0.149,103.228,334.938,806.129,
4867,2020-07-21 19:00:00,12.245,91.016,0.296,38.396,317.466,806.1,
4868,2020-07-21 20:00:00,10.672,96.294,0.216,0.127,338.792,806.362,
4869,2020-07-21 21:00:00,10.171,95.732,0.294,0.0,333.935,806.581,
4870,2020-07-21 22:00:00,10.209,93.369,0.57,0.0,336.902,806.692,
4871,2020-07-21 23:00:00,9.629,93.262,1.165,0.0,328.309,806.979,
4872,2020-07-22 00:00:00,9.854,90.217,0.98,0.0,319.365,806.933,
4873,2020-07-22 01:00:00,9.48,89.732,0.917,0.0,312.024,806.731,
4874,2020-07-22 02:00:00,8.972,89.962,0.519,0.0,300.599,806.365,
4875,2020-07-22 03:00:00,8.881,89.814,0.163,0.0,293.822,805.896,
4876,2020-07-22 04:00:00,8.715,88.782,0.303,0.0,290.864,805.607,
4877,2020-07-22 05:00:00,10.109,83.529,0.264,40.149,285.275,805.611,
4878,2020-07-22 06:00:00,10.81,90.454,0.389,156.58,289.592,805.664,
4879,2020-07-22 07:00:00,11.329,86.075,0.487,232.162,318.937,806.088,
4880,2020-07-22 08:00:00,12.22,89.183,0.248,431.322,311.406,806.131,
4881,2020-07-22 09:00:00,13.402,86.197,0.732,637.63,302.28,805.888,
4882,2020-07-22 10:00:00,15.499,66.088,1.057,635.07,316.892,806.186,
4883,2020-07-22 11:00:00,16.3,65.125,1.161,679.341,334.708,805.649,
4884,2020-07-22 12:00:00,16.803,64.654,1.102,626.906,343.711,805.492,
4885,2020-07-22 13:00:00,17.381,64.532,0.698,495.031,349.665,805.079,
4886,2020-07-22 14:00:00,17.656,64.619,0.606,453.924,352.672,805.062,
4887,2020-07-22 15:00:00,16.415,72.134,0.889,315.158,347.495,804.701,
4888,2020-07-22 16:00:00,14.296,79.338,0.59,248.572,327.153,804.252,
4889,2020-07-22 17:00:00,14.451,77.832,0.598,192.915,324.644,804.14,
4890,2020-07-22 18:00:00,13.623,81.355,1.209,125.097,311.147,804.415,
4891,2020-07-22 19:00:00,12.683,85.528,0.523,22.827,312.222,804.458,
4892,2020-07-22 20:00:00,11.328,91.615,0.471,0.119,307.693,804.436,
4893,2020-07-22 21:00:00,11.175,91.647,0.725,0.0,304.928,804.573,
4894,2020-07-22 22:00:00,9.829,89.67,0.721,0.0,305.107,804.908,
4895,2020-07-22 23:00:00,9.229,91.513,0.664,0.0,296.439,804.72,
4896,2020-07-23 00:00:00,8.956,92.816,0.611,0.0,305.533,804.118,
4897,2020-07-23 01:00:00,8.417,92.659,0.502,0.0,305.433,803.695,
4898,2020-07-23 02:00:00,7.786,94.719,0.531,0.0,305.098,803.546,
4899,2020-07-23 03:00:00,7.627,95.789,0.368,0.0,305.111,803.355,
4900,2020-07-23 04:00:00,7.522,95.936,0.234,0.0,305.756,803.017,
4901,2020-07-23 05:00:00,8.245,94.371,0.191,30.512,311.889,802.911,
4902,2020-07-23 06:00:00,10.137,92.461,0.186,136.049,320.988,802.744,
4903,2020-07-23 07:00:00,11.045,91.927,0.698,280.324,321.566,802.671,
4904,2020-07-23 08:00:00,12.1,79.862,1.02,372.893,321.877,802.711,
4905,2020-07-23 09:00:00,13.23,73.669,1.164,491.804,308.664,802.594,
4906,2020-07-23 10:00:00,14.727,67.562,0.905,585.266,313.44,802.839,
4907,2020-07-23 11:00:00,15.616,63.449,1.249,666.002,312.373,802.322,
4908,2020-07-23 12:00:00,16.063,61.707,1.324,664.104,322.878,802.033,
4909,2020-07-23 13:00:00,16.531,63.134,1.154,626.544,339.036,802.024,
4910,2020-07-23 14:00:00,15.963,67.84,1.185,561.339,319.005,801.618,
4911,2020-07-23 15:00:00,15.496,68.178,1.124,540.085,324.392,801.301,
4912,2020-07-23 16:00:00,15.229,70.688,1.283,330.161,331.328,801.016,
4913,2020-07-23 17:00:00,15.235,68.972,1.23,291.548,313.594,800.806,
4914,2020-07-23 18:00:00,13.966,70.759,1.203,161.289,309.176,800.902,
4915,2020-07-23 19:00:00,12.943,79.083,1.413,32.56,317.422,800.891,
4916,2020-07-23 20:00:00,12.079,79.489,0.88,0.073,313.288,801.029,
4917,2020-07-23 21:00:00,10.829,83.859,0.431,0.0,317.412,801.129,
4918,2020-07-23 22:00:00,9.96,83.379,0.858,0.0,324.489,801.061,
4919,2020-07-23 23:00:00,9.249,86.957,0.341,0.0,317.294,800.951,
4920,2020-07-24 00:00:00,8.857,88.345,0.465,0.0,318.251,800.676,
4921,2020-07-24 01:00:00,8.701,88.473,0.405,0.0,309.348,799.989,
4922,2020-07-24 02:00:00,8.262,88.288,0.653,0.0,297.4,799.414,
4923,2020-07-24 03:00:00,8.035,88.542,0.54,0.0,296.025,799.334,
4924,2020-07-24 04:00:00,7.721,85.045,0.385,0.0,284.369,799.231,
4925,2020-07-24 05:00:00,8.213,85.505,0.442,29.793,288.909,799.027,
4926,2020-07-24 06:00:00,8.735,88.041,0.826,103.042,310.034,799.132,
4927,2020-07-24 07:00:00,8.962,91.909,1.339,210.514,307.619,799.258,
4928,2020-07-24 08:00:00,8.79,89.899,1.581,217.02,328.666,799.802,
4929,2020-07-24 09:00:00,8.486,94.443,1.772,335.437,318.3,799.834,
4930,2020-07-24 10:00:00,9.144,90.809,1.132,282.838,334.545,799.767,
4931,2020-07-24 11:00:00,8.63,90.331,1.349,284.641,342.136,799.994,
4932,2020-07-24 12:00:00,10.079,91.399,1.519,480.75,323.562,800.132,
4933,2020-07-24 13:00:00,10.244,91.808,1.374,611.512,309.232,800.096,
