time,cam_temp
2020-12-05 04:00:00,-2.122
2020-12-05 05:00:00,-2.567
2020-12-05 06:00:00,-2.713
2020-12-05 07:00:00,-2.795
2020-12-05 08:00:00,-2.593
2020-12-05 09:00:00,-3.359
2020-12-05 10:00:00,-2.201
2020-12-05 11:00:00,-2.162
2020-12-05 12:00:00,-1.161
2020-12-05 13:00:00,-0.843
2020-12-05 14:00:00,-1.541
2020-12-07 03:00:00,-5.612
2020-12-07 12:00:00,-2.961
2020-12-07 13:00:00,-3.357
2020-12-07 14:00:00,-1.941
2020-12-07 15:00:00,-2.852
2020-12-07 16:00:00,-3.209
2020-12-07 19:00:00,-4.89
2020-12-07 20:00:00,-3.457
2020-12-07 21:00:00,-4.62
2020-12-07 22:00:00,-3.207
2020-12-08 00:00:00,-4.222
2020-12-08 01:00:00,-4.158
2020-12-08 02:00:00,-3.789
2020-12-08 03:00:00,-4.631
2020-12-08 04:00:00,-4.979
2020-12-08 05:00:00,-4.519
2020-12-08 06:00:00,-4.208
2020-12-08 07:00:00,-4.044
2020-12-08 08:00:00,-4.754
2020-12-08 09:00:00,-3.971
2020-12-08 10:00:00,-2.866
2020-12-08 11:00:00,-2.038
2020-12-08 12:00:00,-1.751
2020-12-08 13:00:00,-2.102
2020-12-08 14:00:00,-2.063
2020-12-08 16:00:00,-2.443
2020-12-08 17:00:00,-3.67
2020-12-08 18:00:00,-3.914
2020-12-10 11:00:00,-3.243
2020-12-10 12:00:00,-3.503
2020-12-10 13:00:00,-2.016
2020-12-10 14:00:00,-2.092
2020-12-10 15:00:00,-3.019
2020-12-11 09:00:00,-4.488
2020-12-11 10:00:00,-4.303
2020-12-11 11:00:00,-3.277
2020-12-11 12:00:00,-2.806
2020-12-11 13:00:00,-2.595
2020-12-11 14:00:00,-2.347
2020-12-11 15:00:00,-2.842
2020-12-11 16:00:00,-2.894
2020-12-11 17:00:00,-3.292
2020-12-11 18:00:00,-4.307
2020-12-11 19:00:00,-3.52
2020-12-11 20:00:00,-4.692
2020-12-11 21:00:00,-4.299
2020-12-11 22:00:00,-4.296
2020-12-11 23:00:00,-3.969
2020-12-12 00:00:00,-3.726
2020-12-12 01:00:00,-3.513
2020-12-12 02:00:00,-2.701
2020-12-12 04:00:00,-2.657
2020-12-12 05:00:00,-3.373
2020-12-12 06:00:00,-2.656
2020-12-12 07:00:00,-3.114
2020-12-12 08:00:00,-3.111
2020-12-12 09:00:00,-3.115
2020-12-12 10:00:00,-2.496
2020-12-12 11:00:00,-1.532
2020-12-12 12:00:00,-1.495
2020-12-12 13:00:00,-1.43
2020-12-12 14:00:00,-1.287
2020-12-12 23:00:00,-1.924
2020-12-13 09:00:00,-4.885
2020-12-13 10:00:00,-4.125
2020-12-13 11:00:00,-3.596
2020-12-13 12:00:00,-2.399
2020-12-13 13:00:00,-2.397
2020-12-13 16:00:00,-3.385
2020-12-13 17:00:00,-5.014
2020-12-13 19:00:00,-4.725
2020-12-13 20:00:00,-3.612
2020-12-13 21:00:00,-2.311
2020-12-14 00:00:00,-2.206
2020-12-14 01:00:00,-3.368
2020-12-14 02:00:00,-3.113
2020-12-14 03:00:00,-3.747
2020-12-14 11:00:00,-2.226
2020-12-14 12:00:00,-2.81
2020-12-14 13:00:00,-2.639
2020-12-14 14:00:00,-2.412
2020-12-14 15:00:00,-2.276
2020-12-14 16:00:00,-3.182
2020-12-14 17:00:00,-3.687
2020-12-14 18:00:00,-4.954
2020-12-14 20:00:00,-3.935
2020-12-14 21:00:00,-5.439
2020-12-14 22:00:00,-5.271
2020-12-14 23:00:00,-4.786
2020-12-15 00:00:00,-3.87
2020-12-15 01:00:00,-2.882
2020-12-15 03:00:00,-3.264
2020-12-15 05:00:00,-4.176
2020-12-15 06:00:00,-4.642
2020-12-15 07:00:00,-1.062
2020-12-15 08:00:00,-1.223
2020-12-15 09:00:00,-1.397
2020-12-15 10:00:00,-0.773
2020-12-15 11:00:00,-1.055
2020-12-15 12:00:00,-0.524
2020-12-15 13:00:00,-0.171
2020-12-15 14:00:00,-0.736
2020-12-15 15:00:00,-1.078
2020-12-15 16:00:00,-0.832
2020-12-15 17:00:00,-1.456
2020-12-15 18:00:00,-1.56
2020-12-15 19:00:00,-0.908
2020-12-15 20:00:00,-1.352
2020-12-15 21:00:00,-2.191
2020-12-15 22:00:00,-2.024
2020-12-15 23:00:00,-2.821
2020-12-16 00:00:00,-2.023
2020-12-16 01:00:00,-1.734
2020-12-16 02:00:00,-2.097
2020-12-16 03:00:00,-3.568
2020-12-16 04:00:00,-4.23
2020-12-16 05:00:00,-3.625
2020-12-16 06:00:00,-5.283
2020-12-16 07:00:00,-4.642
2020-12-16 08:00:00,-1.63
2020-12-16 09:00:00,-5.447
2020-12-16 10:00:00,-5.257
2020-12-16 11:00:00,-0.222
2020-12-16 12:00:00,-2.346
2020-12-16 13:00:00,-3.363
2020-12-16 14:00:00,-3.271
2020-12-16 15:00:00,-3.758
2020-12-16 16:00:00,-4.197
2020-12-16 17:00:00,-5.655
2020-12-16 18:00:00,-3.623
2020-12-16 19:00:00,-5.369
2020-12-16 20:00:00,-5.424
2020-12-16 21:00:00,-5.904
2020-12-16 22:00:00,-6.128
2020-12-17 01:00:00,-7.314
2020-12-17 04:00:00,-6.749
